gene_id	TCGA-E9-A1ND-01A-11R-A144-07	gene_id	TCGA-E9-A1ND-11A-43R-A144-07
IDI2|91734	26.9864	IDI2|91734	82.7506
IDO1|3620	3790.5858	IDO1|3620	139.8534
IDS|3423	3093.1929	IDS|3423	2562.6074
IDUA|3425	219.84400000000002	IDUA|3425	322.7758
IER2|9592	2433.2712	IER2|9592	5159.5732
IER3IP1|51124	860.5654	IER3IP1|51124	837.1845
IER3|8870	1683.6498	IER3|8870	665.3923
IER5L|389792	482.2565	IER5L|389792	217.7648
IER5|51278	1332.3272	IER5|51278	1134.3125
IFFO1|25900	255.8708	IFFO1|25900	840.0881
IFFO2|126917	524.735	IFFO2|126917	803.7939
IFI16|3428	5343.8014	IFI16|3428	3183.7209
IFI27L1|122509	139.9293	IFI27L1|122509	147.5961
IFI27L2|83982	287.3549	IFI27L2|83982	792.6637
IFI27|3429	17438.1937	IFI27|3429	2746.7396
IFI30|10437	12607.848	IFI30|10437	19206.2861
IFI35|3430	1577.7033	IFI35|3430	885.0928
IFI44L|10964	5233.8569	IFI44L|10964	809.6010000000001
IFI44|10561	4074.4424	IFI44|10561	661.0369999999999
IFI6|2537	14558.6479	IFI6|2537	2431.7065
IFIH1|64135	4255.351	IFIH1|64135	480.0503
IFIT1|3434	4523.7155	IFIT1|3434	1014.7838
IFIT2|3433	2561.2066	IFIT2|3433	471.3397
IFIT3|3437	6614.1598	IFIT3|3437	1100.9219
IFIT5|24138	1077.9556	IFIT5|24138	490.6966
IFITM1|8519	10838.5265	IFITM1|8519	4490.3095
IFITM2|10581	1908.0364	IFITM2|10581	4404.1714
IFITM3|10410	17422.7015	IFITM3|10410	11710.9052
IFNAR1|3454	1622.6805	IFNAR1|3454	1807.4476
IFNAR2|3455	670.7763	IFNAR2|3455	601.1759
IFNGR1|3459	4085.4369	IFNGR1|3459	3568.9225
IFNGR2|3460	2767.1026	IFNGR2|3460	2729.8023
IFNG|3458	70.4644	lowly_expressed	lowly_expressed
IFRD1|3475	2119.9294	IFRD1|3475	692.008
IFRD2|7866	1381.3024	IFRD2|7866	1092.4532
IFT122|55764	736.1283	IFT122|55764	982.845
IFT140|9742	242.8773	IFT140|9742	550.219
IFT172|26160	199.8991	IFT172|26160	542.4762
IFT20|90410	290.6682	IFT20|90410	385.705
IFT27|11020	291.8526	IFT27|11020	498.4394
IFT46|56912	314.3413	IFT46|56912	574.899
IFT52|51098	685.6537	IFT52|51098	751.5304
IFT57|55081	1661.1611	IFT57|55081	685.2331
IFT74|80173	298.3493	IFT74|80173	276.8032
IFT80|57560	355.0757	IFT80|57560	317.5155
IFT81|28981	308.844	IFT81|28981	182.9224
IFT88|8100	190.9036	IFT88|8100	230.3467
IGBP1|3476	1233.8769	IGBP1|3476	2071.6688
lowly_expressed	lowly_expressed	IGDCC3|9543	22.2604
IGDCC4|57722	39.9798	IGDCC4|57722	121.9483
IGF1R|3480	159.4195	IGF1R|3480	1242.2269999999999
IGF1|3479	102.4483	IGF1|3479	1195.2866
lowly_expressed	lowly_expressed	IGF2AS|51214	15.0016
IGF2BP1|10642	8.4957	lowly_expressed	lowly_expressed
IGF2BP2|10644	455.7698	IGF2BP2|10644	145.1765
IGF2BP3|10643	511.2418	IGF2BP3|10643	17.4212
IGF2R|3482	3892.0345	IGF2R|3482	3623.6057
IGF2|3481	513.4257	IGF2|3481	8861.6129
lowly_expressed	lowly_expressed	IGFALS|3483	12.582
lowly_expressed	lowly_expressed	IGFBP1|3484	7.7427
IGFBP2|3485	133.4326	IGFBP2|3485	2922.8871
IGFBP3|3486	23593.5852	IGFBP3|3486	5265.552
IGFBP4|3487	7848.0367	IGFBP4|3487	28656.8753
IGFBP5|3488	5244.8514	IGFBP5|3488	26772.0003
IGFBP6|3489	127.4356	IGFBP6|3489	6525.2002
IGFBP7|3490	3251.8578	IGFBP7|3490	7470.7832
IGFL1|374918	192.4028	IGFL1|374918	6.7749
IGFL2|147920	19.9899	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGFN1|91156	29.0353
IGHMBP2|3508	264.8662	IGHMBP2|3508	401.655
IGJ|3512	6522.2063	IGJ|3512	12953.6161
lowly_expressed	lowly_expressed	IGLON5|402665	19.8408
IGSF10|285313	17.4912	IGSF10|285313	671.1994
lowly_expressed	lowly_expressed	IGSF1|3547	73.5561
IGSF21|84966	226.3857	IGSF21|84966	88.5577
IGSF22|283284	10.0299	IGSF22|283284	16.5743
IGSF3|3321	1541.2217	IGSF3|3321	493.6001
IGSF5|150084	9.4952	IGSF5|150084	10.6463
IGSF6|10261	146.4261	IGSF6|10261	638.7766
IGSF8|93185	1361.3125	IGSF8|93185	1238.3556
IGSF9B|22997	9.4952	IGSF9B|22997	8.7106
IGSF9|57549	1132.9279	IGSF9|57549	267.1248
IKBIP|121457	367.3145	IKBIP|121457	460.6935
IKBKAP|8518	823.5841	IKBKAP|8518	734.1092
IKBKB|3551	784.6038	IKBKB|3551	1314.8153
IKBKE|9641	432.2817	IKBKE|9641	312.6134
IKBKG|8517	543.7254	IKBKG|8517	618.9359
IKZF1|10320	981.0046	IKZF1|10320	492.6323
IKZF2|22807	341.3276	IKZF2|22807	73.0722
IKZF3|22806	71.9637	lowly_expressed	lowly_expressed
IKZF4|64375	186.9056	IKZF4|64375	151.4675
IKZF5|64376	297.8496	IKZF5|64376	347.9397
IK|3550	1607.6881	IK|3550	2074.0884
IL10RA|3587	1241.8729	IL10RA|3587	2812.5529
IL10RB|3588	1092.4483	IL10RB|3588	1212.4707
IL10|3586	42.4785	IL10|3586	102.1075
IL11RA|3590	72.9632	IL11RA|3590	1053.9815
IL11|3589	8.9955	IL11|3589	6.291
IL12A|3592	52.4735	IL12A|3592	26.6157
IL12B|3593	5.997000000000001	lowly_expressed	lowly_expressed
IL12RB1|3594	219.889	IL12RB1|3594	98.2361
IL12RB2|3595	506.7441	IL12RB2|3595	34.8424
IL13RA1|3597	3312.3273	IL13RA1|3597	3139.684
IL15RA|3601	540.7269	IL15RA|3601	496.9876
IL15|3600	105.9465	IL15|3600	60.4902
IL16|3603	445.2751	IL16|3603	1134.3125
lowly_expressed	lowly_expressed	IL17B|27190	107.4306
IL17D|53342	8.2958	IL17D|53342	156.1325
IL17RA|23765	442.2767	IL17RA|23765	390.0409
IL17RB|55540	41.9788	IL17RB|55540	128.7232
IL17RC|84818	1316.3353	IL17RC|84818	954.7775
IL17RD|54756	446.7744	IL17RD|54756	859.9289
IL17RE|132014	391.3024	IL17RE|132014	513.4409
IL18BP|10068	893.7037	IL18BP|10068	644.3321
IL18R1|8809	191.4033	IL18R1|8809	71.1365
IL18RAP|8807	53.9727	IL18RAP|8807	24.68
IL18|3606	293.8516	IL18|3606	400.6872
IL19|29949	15.4922	lowly_expressed	lowly_expressed
IL1A|3552	30.4846	lowly_expressed	lowly_expressed
IL1B|3553	278.3594	IL1B|3553	40.6494
IL1F5|26525	360.31800000000004	lowly_expressed	lowly_expressed
IL1F9|56300	174.9117	lowly_expressed	lowly_expressed
IL1R1|3554	2579.6973	IL1R1|3554	2354.763
IL1R2|7850	85.4568	IL1R2|7850	32.4228
IL1RAP|3556	502.2464	IL1RAP|3556	120.9804
IL1RL1|9173	15.4922	IL1RL1|9173	5.3231
IL1RL2|8808	28.9854	IL1RL2|8808	26.1318
IL1RN|3557	2007.986	IL1RN|3557	1176.8976
IL20RA|53832	193.9021	IL20RA|53832	359.5538
IL20RB|53833	30.4846	IL20RB|53833	41.1333
IL21R|50615	525.3147	IL21R|50615	19.5166
IL22RA1|58985	128.4351	IL22RA1|58985	52.2635
IL22RA2|116379	73.4629	IL22RA2|116379	40.6494
IL23A|51561	32.9833	IL23A|51561	7.2588
lowly_expressed	lowly_expressed	IL24|11009	10.6172
IL27RA|9466	836.0778	IL27RA|9466	693.4598
IL27|246778	12.4937	lowly_expressed	lowly_expressed
IL28RA|163702	161.4185	IL28RA|163702	192.6008
IL29|282618	12.9934	lowly_expressed	lowly_expressed
IL2RA|3559	246.8753	IL2RA|3559	54.1992
IL2RB|3560	1306.3403	IL2RB|3560	251.1554
IL2RG|3561	1682.1505	IL2RG|3561	831.8614
IL32|9235	1441.2722	IL32|9235	1016.7195
IL33|90865	960.5149	IL33|90865	1155.1211
IL34|146433	125.9364	IL34|146433	593.288
IL3RA|3563	151.4235	IL3RA|3563	351.8111
IL4I1|259307	845.1382	IL4I1|259307	194.13
IL4R|3566	1316.3353	IL4R|3566	1800.6727
IL6R|3570	141.4286	IL6R|3570	316.0009
IL6ST|3572	531.7315	IL6ST|3572	240.993
IL6|3569	225.8859	IL6|3569	68.233
IL7R|3575	218.3897	IL7R|3575	26.1318
IL7|3574	55.472	IL7|3574	23.2282
IL8|3576	618.6876	IL8|3576	16.9373
IL9R|3581	9.4952	lowly_expressed	lowly_expressed
ILDR1|286676	175.4114	ILDR1|286676	67.2651
ILF2|3608	7218.8545	ILF2|3608	3070.9671
ILF3|3609	5387.7792	ILF3|3609	4374.1683
ILKAP|80895	398.2989	ILKAP|80895	546.8315
ILK|3611	1507.7386	ILK|3611	4633.0664
ILVBL|10994	995.4973	ILVBL|10994	1475.9612
IMMP1L|196294	20.4397	IMMP1L|196294	50.5795
IMMP2L|83943	90.9541	IMMP2L|83943	129.691
IMMT|10989	2236.3706	IMMT|10989	1994.7253
IMP3|55272	563.2156	IMP3|55272	1197.2223
IMP4|92856	804.0939	IMP4|92856	693.4598
IMPA1|3612	200.3988	IMPA1|3612	204.6989
IMPA2|3613	341.8274	IMPA2|3613	671.6833
IMPACT|55364	495.2499	IMPACT|55364	693.9437
IMPAD1|54928	2472.2515	IMPAD1|54928	1871.8091
IMPDH1|3614	646.6734	IMPDH1|3614	2397.8320000000003
IMPDH2|3615	2814.5786	IMPDH2|3615	5201.1904
INADL|10207	2069.4549	INADL|10207	522.1515
INA|9118	62.4685	lowly_expressed	lowly_expressed
INCA1|388324	6.9965	INCA1|388324	27.0996
INCENP|3619	535.2297	INCENP|3619	185.342
INE1|8552	26.9864	INE1|8552	19.8408
INE2|8551	5.5672	INE2|8551	50.5795
INF2|64423	1652.6654	INF2|64423	4498.5361
ING1|3621	453.546	ING1|3621	288.3835
ING2|3622	358.8188	ING2|3622	286.9656
ING3|54556	266.3655	ING3|54556	226.4754
ING4|51147	343.3266	ING4|51147	859.9289
ING5|84289	306.845	ING5|84289	493.1162
lowly_expressed	lowly_expressed	INHA|3623	15.0016
INHBA|3624	500.2474	INHBA|3624	5.3231
INHBB|3625	485.7547	INHBB|3625	1980.2076
INMT|11185	11.9939	INMT|11185	1012.069
INO80B|83444	321.8525	INO80B|83444	283.1958
INO80C|125476	185.4064	INO80C|125476	250.1875
INO80D|54891	267.26	INO80D|54891	380.1737
INO80E|283899	445.7899	INO80E|283899	801.0549
INO80|54617	787.1025	INO80|54617	793.1477
INPP1|3628	329.3337	INPP1|3628	509.0856
INPP4A|3631	663.1651	INPP4A|3631	559.4135
INPP4B|8821	53.473	INPP4B|8821	110.3341
INPP5A|3632	339.8284	INPP5A|3632	632.9696
INPP5B|3633	340.3281	INPP5B|3633	603.4504
INPP5D|3635	1029.9799	INPP5D|3635	1117.3752
INPP5E|56623	381.3074	INPP5E|56623	419.0762
INPP5F|22876	291.8526	INPP5F|22876	401.1711
INPP5J|27124	62.9682	INPP5J|27124	217.7648
INPP5K|51763	599.1974	INPP5K|51763	1737.7628
INPPL1|3636	2168.9047	INPPL1|3636	2229.9112
INSIG1|3638	5314.3163	INSIG1|3638	801.8583
INSIG2|51141	485.7547	INSIG2|51141	421.4958
INSL3|3640	7.996	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	INSM1|3642	5.8071
lowly_expressed	lowly_expressed	INSRR|3645	9.1945
INSR|3643	914.5382	INSR|3643	1506.4483
INTS10|55174	1019.9849	INTS10|55174	1142.0552
INTS12|57117	335.3307	INTS12|57117	430.6903
INTS1|26173	3708.1274	INTS1|26173	2350.8916
INTS2|57508	298.8491	INTS2|57508	179.051
INTS3|65123	1875.0531	INTS3|65123	2090.0578
INTS4L1|285905	42.4785	INTS4L1|285905	47.9082
INTS4L2|644619	8.9955	INTS4L2|644619	18.8729
INTS4|92105	573.7103	INTS4|92105	497.4715
INTS5|80789	562.2161	INTS5|80789	767.9837
INTS6|26512	661.1661	INTS6|26512	468.9201
INTS7|25896	508.7431	INTS7|25896	261.8016
INTS8|55656	839.666	INTS8|55656	490.6627
INTS9|55756	417.789	INTS9|55756	444.2401
INTU|27152	51.474	INTU|27152	99.6879
INVS|27130	267.365	INVS|27130	174.6957
IP6K1|9807	1390.7976	IP6K1|9807	1398.0498
IP6K2|51447	1833.0743	IP6K2|51447	1836.9668
IP6K3|117283	8.4957	lowly_expressed	lowly_expressed
IPCEF1|26034	132.4331	IPCEF1|26034	32.9067
IPMK|253430	50.9743	IPMK|253430	9.1945
IPO11|51194	419.2883	IPO11|51194	489.4045
IPO13|9670	1394.7956	IPO13|9670	954.7775
IPO4|79711	1453.431	IPO4|79711	1020.257
IPO5|3843	3530.717	IPO5|3843	2827.0706
IPO7|10527	2747.6125	IPO7|10527	1863.0986
IPO8|10526	1441.2722	IPO8|10526	967.3595
IPO9|55705	1582.7007	IPO9|55705	1404.3408
IPPK|64768	443.506	IPPK|64768	222.5895
IPP|3652	219.3892	IPP|3652	101.1396
IPW|3653	29.8499	IPW|3653	226.6351
IQCA1|79781	9.995	IQCA1|79781	88.5577
IQCB1|9657	334.8309	IQCB1|9657	376.4911
IQCC|55721	41.9788	IQCC|55721	103.5592
IQCD|115811	25.4871	IQCD|115811	23.2282
IQCE|23288	639.1772	IQCE|23288	680.3939
IQCG|84223	166.9157	IQCG|84223	353.7468
IQCH|64799	17.9909	IQCH|64799	27.0996
IQCK|124152	145.4266	IQCK|124152	376.0072
IQGAP1|8826	3963.9982	IQGAP1|8826	5896.102
IQGAP2|10788	254.3715	IQGAP2|10788	1260.1321
IQGAP3|128239	746.1232	IQGAP3|128239	128.7232
IQSEC1|9922	1220.8835	IQSEC1|9922	3014.8322
IQSEC2|23096	719.6366	IQSEC2|23096	554.5743
IQSEC3|440073	9.995	IQSEC3|440073	82.7506
lowly_expressed	lowly_expressed	IQUB|154865	5.8071
IRAK1BP1|134728	27.5361	IRAK1BP1|134728	36.8845
IRAK1|3654	9928.4861	IRAK1|3654	3153.2338
IRAK2|3656	179.9091	IRAK2|3656	120.9804
IRAK3|11213	440.2777	IRAK3|11213	411.8174
IRAK4|51135	366.315	IRAK4|51135	410.8495
IREB2|3658	799.5962	IREB2|3658	909.7728
IRF1|3659	4375.9901	IRF1|3659	1034.0052
IRF2BP1|26145	489.2529	IRF2BP1|26145	643.6159
IRF2BP2|359948	3823.5691	IRF2BP2|359948	4172.3729
IRF2|3660	1322.3322	IRF2|3660	923.8065
IRF3|3661	1538.0833	IRF3|3661	1132.2994
IRF4|3662	220.8885	IRF4|3662	174.6957
IRF5|3663	445.7749	IRF5|3663	784.4371
IRF6|3664	257.37	IRF6|3664	451.9829
IRF7|3665	1313.8365	IRF7|3665	545.8637
IRF8|3394	535.7295	IRF8|3394	952.8418
IRF9|10379	2915.2778	IRF9|10379	1281.5456
IRGQ|126298	638.6775	IRGQ|126298	621.3555
IRS1|3667	289.3539	IRS1|3667	1000.2662
IRS2|8660	241.8779	IRS2|8660	1307.0725
IRX1|79192	5.4972	IRX1|79192	933.485
IRX2|153572	167.9152	IRX2|153572	797.9869
IRX3|79191	2422.2768	IRX3|79191	870.0912
lowly_expressed	lowly_expressed	IRX4|50805	85.6541
IRX5|10265	640.1767	IRX5|10265	410.3656
IRX6|79190	506.2443	IRX6|79190	503.2786
ISCA1P1|389293	60.9692	ISCA1P1|389293	53.2314
ISCA1|81689	577.2085	ISCA1|81689	826.0543
ISCA2|122961	518.738	ISCA2|122961	337.2934
ISCU|23479	941.0248	ISCU|23479	2275.8838
ISG15|9636	7488.2184	ISG15|9636	730.7218
ISG20L2|81875	1127.4306	ISG20L2|81875	561.8331
ISG20|3669	671.1611	ISG20|3669	265.673
ISLR2|57611	6.9965	ISLR2|57611	129.2071
ISLR|3671	1043.473	ISLR|3671	8874.6401
ISM1|140862	83.9576	ISM1|140862	1127.5376
ISM2|145501	18.4907	lowly_expressed	lowly_expressed
ISOC1|51015	350.3231	ISOC1|51015	583.6096
ISOC2|79763	776.1081	ISOC2|79763	872.9947
ISPD|729920	38.9803	ISPD|729920	40.1655
ISY1|57461	640.1767	ISY1|57461	749.1060000000001
ISYNA1|51477	324.3362	ISYNA1|51477	875.4144
ITCH|83737	1152.9178	ITCH|83737	855.0896
ITFG1|81533	740.6260000000001	ITFG1|81533	903.9657
ITFG2|55846	320.83799999999997	ITFG2|55846	535.2174
ITFG3|83986	1658.8173	ITFG3|83986	3219.0326
ITGA10|8515	5.4972	ITGA10|8515	106.9467
ITGA11|22801	775.1086	ITGA11|22801	832.8292
ITGA1|3672	751.8753	ITGA1|3672	611.1931
lowly_expressed	lowly_expressed	ITGA2B|3674	12.097999999999999
ITGA2|3673	539.2277	ITGA2|3673	474.7272
ITGA3|3675	901.045	ITGA3|3675	3909.6034
ITGA4|3676	726.5231	ITGA4|3676	307.57099999999997
ITGA5|3678	2252.8623	ITGA5|3678	3510.8519
ITGA6|3655	1725.1288	ITGA6|3655	2738.0290000000005
ITGA7|3679	48.4755	ITGA7|3679	5640.1074
ITGA8|8516	15.9919	ITGA8|8516	17.9051
ITGA9|3680	184.9066	ITGA9|3680	189.6973
ITGAD|3681	22.9884	ITGAD|3681	39.6816
ITGAE|3682	303.8466	ITGAE|3682	607.3217
ITGAL|3683	1444.2706	ITGAL|3683	927.6779
ITGAM|3684	993.4983	ITGAM|3684	2130.7073
ITGAV|3685	2183.8971	ITGAV|3685	1647.7534
ITGAX|3687	768.1121	ITGAX|3687	3398.0982
ITGB1BP1|9270	749.6214	ITGB1BP1|9270	3321.1546
ITGB1|3688	7093.9176	ITGB1|3688	15349.9964
ITGB2|3689	5662.1156	ITGB2|3689	16122.8677
ITGB3BP|23421	217.89	ITGB3BP|23421	209.5381
ITGB3|3690	55.9717	ITGB3|3690	254.5428
ITGB4|3691	5828.0568	ITGB4|3691	3498.27
ITGB5|3693	1905.0379999999998	ITGB5|3693	10634.1794
ITGB6|3694	3230.3687	ITGB6|3694	1030.2693
ITGB7|3695	568.7128	ITGB7|3695	204.215
ITGB8|3696	1641.671	ITGB8|3696	230.8307
ITGBL1|9358	201.898	ITGBL1|9358	718.6237
lowly_expressed	lowly_expressed	ITIH2|3698	58.5545
lowly_expressed	lowly_expressed	ITIH3|3699	45.4886
ITIH4|3700	39.1952	ITIH4|3700	92.913
lowly_expressed	lowly_expressed	ITIH5L|347365	12.582
ITIH5|80760	166.416	ITIH5|80760	9745.2152
ITK|3702	254.3715	ITK|3702	49.8439
lowly_expressed	lowly_expressed	ITLN1|55600	13.0659
ITM2A|9452	288.3544	ITM2A|9452	1659.3675
ITM2B|9445	13384.241000000002	ITM2B|9445	15692.128999999999
ITM2C|81618	1494.7452	ITM2C|81618	2322.3402
ITPA|3704	926.0324	ITPA|3704	1020.1069
ITPK1|3705	1249.8688	ITPK1|3705	3320.1868
ITPKA|3706	9.995	ITPKA|3706	5.3231
ITPKB|3707	561.2166	ITPKB|3707	2064.41
ITPKC|80271	1121.9334	ITPKC|80271	1087.3721
ITPR1|3708	1019.4852	ITPR1|3708	940.2599
ITPR2|3709	816.5876	ITPR2|3709	1108.6646
ITPR3|3710	2156.0862	ITPR3|3710	781.7078
ITPRIPL1|150771	36.4816	ITPRIPL1|150771	120.4965
ITPRIPL2|162073	1229.8789	ITPRIPL2|162073	1530.6443
ITPRIP|85450	910.5402	ITPRIP|85450	760.2410000000001
ITSN1|6453	484.7552	ITSN1|6453	2644.1482
ITSN2|50618	1166.411	ITSN2|50618	775.7265
IVD|3712	1267.36	IVD|3712	1717.4381
IVL|3713	1480.7522	lowly_expressed	lowly_expressed
IVNS1ABP|10625	3895.033	IVNS1ABP|10625	2100.7041
IWS1|55677	1514.2353	IWS1|55677	1248.518
JAG1|182	2339.8184	JAG1|182	1544.1941
JAG2|3714	287.8546	JAG2|3714	1277.5533
JAGN1|84522	849.571	JAGN1|84522	906.3853
JAK1|3716	4626.6635	JAK1|3716	4632.5824
JAK2|3717	1176.4059	JAK2|3717	435.0456
JAK3|3718	773.1096	JAK3|3718	247.28400000000002
JAKMIP1|152789	108.945	JAKMIP1|152789	11.1302
JAKMIP2|9832	37.9808	JAKMIP2|9832	9.6784
lowly_expressed	lowly_expressed	JAKMIP3|282973	38.7137
JAM2|58494	62.9682	JAM2|58494	553.1225
JAM3|83700	199.8991	JAM3|83700	1218.9988
JARID2|3720	812.5896	JARID2|3720	474.7272
JAZF1|221895	237.8799	JAZF1|221895	721.5273
JDP2|122953	908.0414	JDP2|122953	1414.0192
JHDM1D|80853	907.0419	JHDM1D|80853	442.3044
JKAMP|51528	874.0586	JKAMP|51528	820.7312
JMJD1C|221037	849.571	JMJD1C|221037	1006.5571
JMJD4|65094	692.6352	JMJD4|65094	672.3802
JMJD5|79831	67.9657	JMJD5|79831	104.0432
JMJD6|23210	580.207	JMJD6|23210	553.1225
JMJD7-PLA2G4B|8681	262.3675	JMJD7-PLA2G4B|8681	625.7108
JMJD8|339123	1106.5812	JMJD8|339123	2171.5212
JMY|133746	295.3508	JMY|133746	421.0119
JOSD1|9929	1640.1717	JOSD1|9929	1485.6396
JOSD2|126119	343.8264	JOSD2|126119	456.8221
JPH1|56704	158.9197	JPH1|56704	38.2298
JPH2|57158	223.8869	JPH2|57158	639.7445
JPH3|57338	29.4851	JPH3|57338	6.291
JPH4|84502	21.4891	JPH4|84502	35.8102
JRKL|8690	380.8077	JRKL|8690	298.0958
JRK|8629	213.892	JRK|8629	376.975
JSRP1|126306	26.4866	JSRP1|126306	20.8086
JTB|10899	2901.5347	JTB|10899	2488.8093
JUB|84962	267.8647	JUB|84962	397.7836
JUNB|3726	2706.6332	JUNB|3726	5153.7661
JUND|3727	1735.1238	JUND|3727	3612.4755
JUN|3725	3279.8437	JUN|3725	12365.6512
JUP|3728	7887.0171	JUP|3728	5731.0847
KAL1|3730	589.7022	KAL1|3730	268.5765
KALRN|8997	226.8854	KALRN|8997	381.8142
KANK1|23189	903.5437	KANK1|23189	2357.1826
KANK2|25959	721.1358	KANK2|25959	3693.7743
KANK3|256949	23.4881	KANK3|256949	636.841
KANK4|163782	619.1873	KANK4|163782	516.8284
KARS|3735	5484.7302	KARS|3735	2917.08
KAT2A|2648	731.1308	KAT2A|2648	1258.1964
KAT2B|8850	381.8072	KAT2B|8850	533.2817
KAT5|10524	816.2478	KAT5|10524	1159.249
KATNA1|11104	237.3801	KATNA1|11104	406.9782
KATNAL1|84056	221.3882	KATNAL1|84056	417.6244
KATNAL2|83473	28.9854	KATNAL2|83473	76.4596
KATNB1|10300	384.8057	KATNB1|10300	525.539
KAZALD1|81621	22.1138	KAZALD1|81621	190.7861
KAZ|23254	548.7179	KAZ|23254	828.7643
KBTBD10|10324	21.5741	KBTBD10|10324	28.7256
KBTBD11|9920	44.9773	KBTBD11|9920	167.4369
lowly_expressed	lowly_expressed	KBTBD12|166348	7.7427
KBTBD2|25948	1182.9026	KBTBD2|25948	913.1603
KBTBD3|143879	81.4589	KBTBD3|143879	103.0753
KBTBD4|55709	148.8099	KBTBD4|55709	274.611
KBTBD6|89890	356.3201	KBTBD6|89890	460.6935
KBTBD7|84078	154.9218	KBTBD7|84078	76.4596
KBTBD8|84541	96.4513	KBTBD8|84541	35.8102
KCMF1|56888	1285.3509	KCMF1|56888	1137.6999
KCNA1|3736	10.4947	KCNA1|3736	46.9404
lowly_expressed	lowly_expressed	KCNA2|3737	7.7427
KCNA3|3738	40.4796	KCNA3|3738	13.5498
lowly_expressed	lowly_expressed	KCNA4|3739	7.2588
lowly_expressed	lowly_expressed	KCNA5|3741	18.8729
KCNA6|3742	5.997000000000001	KCNA6|3742	185.8259
KCNAB1|7881	20.4897	KCNAB1|7881	273.8997
KCNAB2|8514	587.2035	KCNAB2|8514	1452.249
KCNAB3|9196	5.4972	KCNAB3|9196	5.3231
KCNB1|3745	35.9818	KCNB1|3745	48.3922
KCNB2|9312	11.9939	KCNB2|9312	18.8729
KCNC3|3748	499.2479	KCNC3|3748	141.7891
KCNC4|3749	438.2787	KCNC4|3749	302.4511
KCND1|3750	36.4816	KCND1|3750	139.8534
KCND2|3751	43.9778	KCND2|3751	65.8134
lowly_expressed	lowly_expressed	KCND3|3752	13.0659
KCNE1L|23630	21.9889	KCNE1L|23630	15.4855
lowly_expressed	lowly_expressed	KCNE1|3753	300.0315
lowly_expressed	lowly_expressed	KCNE2|9992	14.0337
KCNE3|10008	169.9142	KCNE3|10008	558.9296
KCNE4|23704	81.4589	KCNE4|23704	202.7632
lowly_expressed	lowly_expressed	KCNF1|3754	39.6816
KCNG1|3755	44.4775	KCNG1|3755	22.7443
lowly_expressed	lowly_expressed	KCNH1|3756	13.5498
KCNH2|3757	6.9965	KCNH2|3757	30.4871
lowly_expressed	lowly_expressed	KCNH3|23416	45.4886
lowly_expressed	lowly_expressed	KCNH4|23415	9.6784
lowly_expressed	lowly_expressed	KCNH8|131096	27.5835
lowly_expressed	lowly_expressed	KCNIP1|30820	11.6141
KCNIP2|30819	5.4972	KCNIP2|30819	2982.8934
KCNIP3|30818	23.4881	KCNIP3|30818	164.5334
KCNIP4|80333	10.9944	KCNIP4|80333	5.3231
KCNJ10|3766	42.4785	lowly_expressed	lowly_expressed
KCNJ11|3767	9.995	KCNJ11|3767	102.5914
KCNJ12|3768	16.9914	KCNJ12|3768	145.1765
KCNJ14|3770	46.4765	KCNJ14|3770	29.5192
KCNJ15|3772	40.9793	KCNJ15|3772	49.8439
lowly_expressed	lowly_expressed	KCNJ16|3773	45.9726
KCNJ2|3759	958.5159	lowly_expressed	lowly_expressed
KCNJ5|3762	62.4685	KCNJ5|3762	458.2739
KCNJ8|3764	86.4563	KCNJ8|3764	754.9179
KCNK12|56660	17.9909	lowly_expressed	lowly_expressed
KCNK13|56659	112.943	KCNK13|56659	112.2698
KCNK15|60598	9.995	KCNK15|60598	28.0675
lowly_expressed	lowly_expressed	KCNK17|89822	6.7749
KCNK1|3775	347.3246	KCNK1|3775	110.3341
KCNK2|3776	49.475	KCNK2|3776	131.6267
KCNK3|3777	76.9611	KCNK3|3777	124.8518
KCNK5|8645	770.6108	KCNK5|8645	189.2134
KCNK6|9424	289.3539	KCNK6|9424	327.615
KCNK7|10089	5.997000000000001	KCNK7|10089	6.7749
KCNK9|51305	9.4952	lowly_expressed	lowly_expressed
KCNMA1|3778	126.4361	KCNMA1|3778	633.9374
KCNMB1|3779	101.9485	KCNMB1|3779	1103.8254
lowly_expressed	lowly_expressed	KCNMB2|10242	8.2267
KCNMB3|27094	53.473	KCNMB3|27094	64.8455
KCNMB4|27345	22.4886	KCNMB4|27345	108.3985
KCNN1|3780	15.4922	KCNN1|3780	10.1624
KCNN2|3781	6.4967	KCNN2|3781	12.097999999999999
KCNN3|3782	44.9773	KCNN3|3782	17.4212
KCNN4|3783	998.4958	KCNN4|3783	1211.256
KCNQ1OT1|10984	13.9929	KCNQ1OT1|10984	102.1123
KCNQ1|3784	979.5053	KCNQ1|3784	506.6612
KCNQ3|3786	11.4942	lowly_expressed	lowly_expressed
KCNQ4|9132	9.4952	KCNQ4|9132	15.4855
KCNQ5|56479	62.9682	lowly_expressed	lowly_expressed
KCNRG|283518	5.4423	KCNRG|283518	10.3124
KCNS1|3787	96.4513	KCNS1|3787	75.9757
lowly_expressed	lowly_expressed	KCNS2|3788	12.097999999999999
KCNS3|3790	129.4346	KCNS3|3790	185.8259
lowly_expressed	lowly_expressed	KCP|375616	76.4741
