gene_id	TCGA-BH-A0AU-01A-11R-A12P-07	gene_id	TCGA-BH-A0AU-11A-11R-A12P-07
lowly_expressed	lowly_expressed	ITIH3|3699	15.7592
ITIH4|3700	8.1227	ITIH4|3700	111.5264
ITIH5L|347365	304.6029	ITIH5L|347365	157.5917
ITIH5|80760	254.5126	ITIH5|80760	1685.4228
ITK|3702	119.1336	ITK|3702	85.6652
ITM2A|9452	281.5884	ITM2A|9452	1476.9169
ITM2B|9445	9252.2563	ITM2B|9445	10658.8544
ITM2C|81618	1032.491	ITM2C|81618	1530.6597
ITPA|3704	397.1119	ITPA|3704	496.6158
ITPK1|3705	1714.3502	ITPK1|3705	922.9215
ITPKA|3706	6.3177	lowly_expressed	lowly_expressed
ITPKB|3707	1212.9964	ITPKB|3707	1426.0026
ITPKC|80271	1827.1661	ITPKC|80271	831.5992
ITPR1|3708	1523.0144	ITPR1|3708	4489.7464
ITPR2|3709	890.3430000000001	ITPR2|3709	6588.5443
ITPR3|3710	1135.1218	ITPR3|3710	2225.7279
ITPRIPL1|150771	11.2816	ITPRIPL1|150771	153.9549
ITPRIPL2|162073	2678.7004	ITPRIPL2|162073	1107.1825
ITPRIP|85450	521.2094	ITPRIP|85450	417.82
ITSN1|6453	862.3646	ITSN1|6453	1124.154
ITSN2|50618	1481.9495	ITSN2|50618	1141.5294
IVD|3712	1833.935	IVD|3712	2059.6020000000003
IVNS1ABP|10625	1286.1011	IVNS1ABP|10625	3049.6009999999997
IWS1|55677	1056.8592	IWS1|55677	1069.1989
IYD|389434	62.2744	lowly_expressed	lowly_expressed
JAG1|182	769.8556	JAG1|182	2138.8019
JAG2|3714	166.5162	JAG2|3714	1444.1863
JAGN1|84522	629.9639	JAGN1|84522	687.3422
JAK1|3716	4215.704000000001	JAK1|3716	5959.7939
JAK2|3717	432.7617	JAK2|3717	468.7342
JAK3|3718	227.8881	JAK3|3718	212.5467
JAKMIP1|152789	46.4801	lowly_expressed	lowly_expressed
JAKMIP2|9832	10.5866	JAKMIP2|9832	14.1428
JAKMIP3|282973	42.4188	JAKMIP3|282973	63.8448
JAM2|58494	127.2563	JAM2|58494	451.3587
JAM3|83700	757.6715	JAM3|83700	1066.3703
JARID2|3720	376.3538	JARID2|3720	788.7665
JAZF1|221895	355.1444	JAZF1|221895	296.9997
JDP2|122953	247.7437	JDP2|122953	358.8241
JHDM1D|80853	508.1227	JHDM1D|80853	1015.052
JKAMP|51528	760.3791	JKAMP|51528	786.7461
JMJD1C|221037	1313.3168	JMJD1C|221037	3416.9916
JMJD4|65094	747.9377	JMJD4|65094	457.1532
JMJD5|79831	111.9134	JMJD5|79831	121.6284
JMJD6|23210	510.3791	JMJD6|23210	431.9628
JMJD7-PLA2G4B|8681	240.0722	JMJD7-PLA2G4B|8681	1024.3459
JMJD8|339123	3044.8782	JMJD8|339123	1212.7407
JMY|133746	420.5776	JMY|133746	1259.1171
JOSD1|9929	1026.6245	JOSD1|9929	1514.4964
JOSD2|126119	125.4513	JOSD2|126119	103.4448
JPH1|56704	107.852	JPH1|56704	95.7672
JPH2|57158	14.4404	JPH2|57158	240.0242
JPH3|57338	7.6715	lowly_expressed	lowly_expressed
JPH4|84502	9.0253	JPH4|84502	56.1673
JRKL|8690	251.3538	JRKL|8690	579.0484
JRK|8629	399.3682	JRK|8629	1209.8192
lowly_expressed	lowly_expressed	JSRP1|126306	8.0816
JTB|10899	3153.8809	JTB|10899	1560.1576
JUB|84962	443.5921	JUB|84962	1101.5254
JUNB|3726	1296.0289	JUNB|3726	1815.5369
JUND|3727	1645.7581	JUND|3727	1556.9249
JUN|3725	2158.8448	JUN|3725	7985.8572
JUP|3728	10201.2635	JUP|3728	8510.3546
lowly_expressed	lowly_expressed	KAAG1|353219	6.0046
KAL1|3730	243.6823	KAL1|3730	450.9546
KALRN|8997	155.6859	KALRN|8997	494.1913
KANK1|23189	434.1155	KANK1|23189	2361.0466
KANK2|25959	2601.9856	KANK2|25959	1273.664
KANK3|256949	36.1011	KANK3|256949	214.9712
KANK4|163782	678.2491	KANK4|163782	491.7668
KARS|3735	1209.3863	KARS|3735	3243.1559
KAT2A|2648	1836.1913	KAT2A|2648	1643.8024
KAT2B|8850	300.0903	KAT2B|8850	511.5668
KAT5|10524	996.4169999999999	KAT5|10524	1266.7542
KATNA1|11104	137.1841	KATNA1|11104	393.9792
KATNAL1|84056	371.3899	KATNAL1|84056	441.6608
KATNAL2|83473	80.7762	KATNAL2|83473	71.5224
KATNB1|10300	287.9061	KATNB1|10300	456.2077
KAZALD1|81621	87.8475	KAZALD1|81621	49.3181
KAZ|23254	495.9477	KAZ|23254	850.3768
KBTBD10|10324	24.1877	KBTBD10|10324	40.6263
KBTBD11|9920	437.7256	KBTBD11|9920	122.4366
lowly_expressed	lowly_expressed	KBTBD12|166348	41.6204
KBTBD2|25948	1211.1913	KBTBD2|25948	1210.6273
KBTBD3|143879	84.3863	KBTBD3|143879	157.9958
KBTBD4|55709	909.1922	KBTBD4|55709	485.9117
KBTBD6|89890	518.9531	KBTBD6|89890	934.6399
KBTBD7|84078	314.9819	KBTBD7|84078	423.8812
KBTBD8|84541	38.3574	KBTBD8|84541	30.3061
KCMF1|56888	1538.8087	KCMF1|56888	1083.7458
KCNA1|3736	22.5632	KCNA1|3736	42.8326
lowly_expressed	lowly_expressed	KCNA2|3737	6.8694
KCNA3|3738	35.1986	KCNA3|3738	44.0449
KCNA5|3741	6.769	KCNA5|3741	6.0612
KCNA6|3742	26.6245	KCNA6|3742	29.0938
KCNAB1|7881	83.0325	KCNAB1|7881	128.4978
KCNAB2|8514	370.0361	KCNAB2|8514	202.0406
lowly_expressed	lowly_expressed	KCNAB3|9196	21.0122
KCNB1|3745	13.0866	KCNB1|3745	75.9673
KCNC1|3746	9.4765	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNC2|3747	346.7017
KCNC3|3748	627.2563	KCNC3|3748	151.1264
KCNC4|3749	54.1516	KCNC4|3749	368.11800000000005
KCND1|3750	131.3177	KCND1|3750	71.1183
KCND2|3751	194.9458	KCND2|3751	34.3469
KCND3|3752	53.7004	KCND3|3752	195.1712
lowly_expressed	lowly_expressed	KCNE1L|23630	5.2531
KCNE1|3753	18.9531	KCNE1|3753	549.5505
lowly_expressed	lowly_expressed	KCNE2|9992	8.4857
KCNE3|10008	71.2996	KCNE3|10008	100.2121
KCNE4|23704	2842.9603	KCNE4|23704	352.7629
KCNF1|3754	54.6029	KCNF1|3754	35.5591
KCNG1|3755	78.5199	KCNG1|3755	41.6204
KCNG3|170850	5.4152	lowly_expressed	lowly_expressed
KCNH1|3756	77.6173	KCNH1|3756	11.7184
KCNH2|3757	54.1516	KCNH2|3757	29.4979
KCNH3|23416	26.6245	KCNH3|23416	47.6816
KCNH4|23415	7.2202	KCNH4|23415	5.2531
lowly_expressed	lowly_expressed	KCNH8|131096	81.6244
lowly_expressed	lowly_expressed	KCNIP1|30820	8.8898
KCNIP2|30819	44.6751	KCNIP2|30819	397.2118
KCNIP3|30818	87.0939	KCNIP3|30818	127.2856
KCNIP4|80333	23.0144	KCNIP4|80333	34.3469
KCNJ10|3766	21.2094	lowly_expressed	lowly_expressed
KCNJ11|3767	486.9134	KCNJ11|3767	211.3345
KCNJ12|3768	23.4657	KCNJ12|3768	42.4285
KCNJ14|3770	16.6968	KCNJ14|3770	72.3305
KCNJ15|3772	18.0505	KCNJ15|3772	9.2939
lowly_expressed	lowly_expressed	KCNJ16|3773	30.7102
KCNJ2|3759	80.3249	KCNJ2|3759	331.3466
lowly_expressed	lowly_expressed	KCNJ3|3760	6.4653
KCNJ5|3762	46.4801	KCNJ5|3762	39.6
KCNJ8|3764	94.7653	KCNJ8|3764	390.7465
KCNK13|56659	18.5018	KCNK13|56659	17.3755
KCNK15|60598	189.9819	KCNK15|60598	15.7592
lowly_expressed	lowly_expressed	KCNK17|89822	35.1551
KCNK1|3775	527.9783	KCNK1|3775	133.3468
KCNK2|3776	9.4765	KCNK2|3776	217.7998
KCNK3|3777	16.2455	KCNK3|3777	73.1387
KCNK5|8645	83.0325	KCNK5|8645	302.6568
KCNK6|9424	794.2238	KCNK6|9424	320.8405
lowly_expressed	lowly_expressed	KCNK7|10089	7.6775
KCNMA1|3778	236.4621	lowly_expressed	lowly_expressed
KCNMB1|3779	27.0758	KCNMB1|3779	681.2809
lowly_expressed	lowly_expressed	KCNMB2|10242	14.5469
KCNMB3|27094	99.7292	KCNMB3|27094	86.4734
KCNMB4|27345	73.556	KCNMB4|27345	56.1673
KCNN1|3780	18.9531	KCNN1|3780	8.0816
KCNN2|3781	5.4152	KCNN2|3781	11.7184
KCNN3|3782	21.2094	KCNN3|3782	23.4367
KCNN4|3783	134.4765	KCNN4|3783	2100.8183
KCNQ1OT1|10984	78.0686	KCNQ1OT1|10984	270.7344
KCNQ1|3784	123.6462	KCNQ1|3784	240.0242
KCNQ3|3786	11.7329	KCNQ3|3786	9.2939
lowly_expressed	lowly_expressed	KCNQ4|9132	54.955
KCNQ5|56479	11.2816	KCNQ5|56479	26.6694
lowly_expressed	lowly_expressed	KCNRG|283518	15.0763
lowly_expressed	lowly_expressed	KCNS1|3787	43.2367
KCNS3|3790	189.5307	KCNS3|3790	396.4037
KCNT2|343450	13.9892	KCNT2|343450	6.8694
KCTD10|83892	1655.6859	KCTD10|83892	1672.0881
KCTD11|147040	376.8051	KCTD11|147040	541.4688
KCTD12|115207	1916.065	KCTD12|115207	3907.8695
KCTD13|253980	376.8051	KCTD13|253980	239.6202
KCTD14|65987	37.0036	KCTD14|65987	639.6606
KCTD15|79047	743.6823	KCTD15|79047	409.7384
KCTD16|57528	8.1227	KCTD16|57528	7.2735
KCTD17|79734	196.7509	KCTD17|79734	85.6652
KCTD18|130535	422.3827	KCTD18|130535	553.1872
lowly_expressed	lowly_expressed	KCTD19|146212	5.6571
KCTD1|284252	525.2708	KCTD1|284252	896.2521
KCTD20|222658	1504.0614	KCTD20|222658	1717.7493
KCTD21|283219	572.2022	KCTD21|283219	375.7955
KCTD2|23510	1716.6065	KCTD2|23510	1293.464
KCTD3|51133	4889.8917	KCTD3|51133	2391.3527
lowly_expressed	lowly_expressed	KCTD4|386618	7.6775
KCTD5|54442	662.0036	KCTD5|54442	467.522
KCTD6|200845	278.8809	KCTD6|200845	212.9508
KCTD7|154881	473.7635	KCTD7|154881	677.6442
KCTD9|54793	1226.9856	KCTD9|54793	1035.2561
KDELC1|79070	238.2671	KDELC1|79070	117.5876
KDELC2|143888	1172.3827	KDELC2|143888	675.6238
KDELR1|10945	4712.5451	KDELR1|10945	3174.8661
KDELR2|11014	6060.4693	KDELR2|11014	3243.9640000000004
KDELR3|11015	634.9278	KDELR3|11015	265.4814
KDM1A|23028	1888.0866	KDM1A|23028	1941.6103
KDM1B|221656	348.3755	KDM1B|221656	605.7177
KDM2A|22992	4458.935	KDM2A|22992	4215.3753
KDM2B|84678	690.2933	KDM2B|84678	797.6442
KDM3A|55818	1662.0036	KDM3A|55818	1923.4266
KDM3B|51780	2056.8592	KDM3B|51780	3986.2612
KDM4A|9682	1798.2852	KDM4A|9682	1512.872
KDM4B|23030	3388.9892	KDM4B|23030	2487.524
KDM4C|23081	398.0144	KDM4C|23081	851.8032
lowly_expressed	lowly_expressed	KDM4DL|390245	8.0816
KDM4D|55693	50.9928	KDM4D|55693	59.3999
KDM5A|5927	2313.6282	KDM5A|5927	2533.9933
KDM5B|10765	3740.0722	KDM5B|10765	2963.9358
KDM5C|8242	3694.4946	KDM5C|8242	3362.7639
KDM6A|7403	1171.4801	KDM6A|7403	1384.7863
KDM6B|23135	689.9819	KDM6B|23135	1221.9416
KDR|3791	636.7329	KDR|3791	1225.5783
KDSR|2531	1741.4260000000002	KDSR|2531	1965.4511
KEAP1|9817	3316.7870000000003	KEAP1|9817	1297.5048
KEL|3792	5.8664	KEL|3792	8.0816
KERA|11081	37.4549	KERA|11081	18.5877
lowly_expressed	lowly_expressed	KGFLP1|387628	10.5061
KGFLP2|654466	36.1011	KGFLP2|654466	185.4207
KHDC1|80759	35.4558	KHDC1|80759	31.8497
KHDRBS1|10657	4073.1047	KHDRBS1|10657	3891.3022
KHDRBS3|10656	63.1769	KHDRBS3|10656	228.3059
KHK|3795	176.1597	KHK|3795	133.8196
KHNYN|23351	1532.2247	KHNYN|23351	3147.2068
KHSRP|8570	1796.4801	KHSRP|8570	2064.451
KIAA0020|9933	431.4079	KIAA0020|9933	788.3625
KIAA0040|9674	4067.2383	KIAA0040|9674	1572.28
lowly_expressed	lowly_expressed	KIAA0087|9808	18.9918
KIAA0090|23065	1693.1408	KIAA0090|23065	1159.7131
KIAA0100|9703	7306.7193	KIAA0100|9703	5039.3009
KIAA0101|9768	314.0794	KIAA0101|9768	10.9102
KIAA0114|57291	958.935	KIAA0114|57291	751.5911
KIAA0125|9834	8.574	KIAA0125|9834	33.9428
KIAA0141|9812	605.5957	KIAA0141|9812	1933.9327
KIAA0146|23514	1213.4477	KIAA0146|23514	1150.8233
KIAA0174|9798	1411.5523	KIAA0174|9798	3334.0741
KIAA0182|23199	2049.1877	KIAA0182|23199	2506.9199
KIAA0195|9772	2079.63	KIAA0195|9772	2019.6989999999998
KIAA0196|9897	4536.5523	KIAA0196|9897	1459.9454
KIAA0226|9711	1077.1661	KIAA0226|9711	788.7665
KIAA0232|9778	2980.1444	KIAA0232|9778	1767.8553
KIAA0240|23506	735.1083	KIAA0240|23506	1580.7657
KIAA0247|9766	1782.0397	KIAA0247|9766	2617.2341
KIAA0284|283638	828.0686	KIAA0284|283638	1322.1538
KIAA0317|9870	625.4513	KIAA0317|9870	903.1215
KIAA0319L|79932	3716.6065	KIAA0319L|79932	3063.7438
KIAA0319|9856	26.6245	lowly_expressed	lowly_expressed
KIAA0355|9710	721.5704	KIAA0355|9710	1270.8354
KIAA0368|23392	3226.5343	KIAA0368|23392	3791.09
KIAA0391|9692	607.6354	KIAA0391|9692	492.9144
KIAA0406|9675	1746.3899	KIAA0406|9675	748.7625
KIAA0408|9729	22.5226	KIAA0408|9729	91.4355
KIAA0415|9907	444.4946	KIAA0415|9907	456.2077
KIAA0427|9811	761.2816	KIAA0427|9811	1028.3867
KIAA0430|9665	2191.3357	KIAA0430|9665	4228.71
KIAA0467|23334	954.9955	KIAA0467|23334	1930.2111
KIAA0494|9813	4748.5108	KIAA0494|9813	4570.0172
KIAA0495|57212	799.6389999999999	KIAA0495|57212	1040.1051
KIAA0513|9764	301.444	KIAA0513|9764	234.3671
KIAA0528|9847	1434.1155	KIAA0528|9847	1444.5904
KIAA0556|23247	1215.704	KIAA0556|23247	916.4562
KIAA0562|9731	1115.0722	KIAA0562|9731	964.946
KIAA0564|23078	971.5704	KIAA0564|23078	1038.0847
KIAA0586|9786	333.935	KIAA0586|9786	524.9015
KIAA0649|9858	499.0975	KIAA0649|9858	797.2522
KIAA0652|9776	2762.1841	KIAA0652|9776	2091.1203
KIAA0664P3|100132341	29.3321	KIAA0664P3|100132341	129.306
KIAA0664|23277	1618.231	KIAA0664|23277	2130.3162
KIAA0748|9840	37.4549	KIAA0748|9840	14.1428
KIAA0753|9851	407.0397	KIAA0753|9851	658.2483
KIAA0754|643314	139.4404	KIAA0754|643314	416.6077
KIAA0776|23376	964.8014	KIAA0776|23376	1184.7661
KIAA0802|23255	254.9639	KIAA0802|23255	195.5753
KIAA0831|22863	540.6137	KIAA0831|22863	1099.505
KIAA0892|23383	1617.7798	KIAA0892|23383	2030.9122
KIAA0895L|653319	105.1444	KIAA0895L|653319	330.9183
KIAA0895|23366	429.1516	KIAA0895|23366	254.5712
KIAA0907|22889	923.2852	KIAA0907|22889	1394.4843
KIAA0913|23053	2549.639	KIAA0913|23053	2191.7365
KIAA0922|23240	723.8267	KIAA0922|23240	545.5096
KIAA0947|23379	1393.5018	KIAA0947|23379	1806.2431
KIAA1009|22832	157.9422	KIAA1009|22832	337.0037
KIAA1012|22878	1532.0397	KIAA1012|22878	1313.668
KIAA1024|23251	128.1588	KIAA1024|23251	36.3673
KIAA1033|23325	1364.1697	KIAA1033|23325	1091.0193
KIAA1045|23349	9.0253	KIAA1045|23349	15.7592
KIAA1107|23285	112.3646	KIAA1107|23285	234.3671
KIAA1109|84162	3267.1479999999997	KIAA1109|84162	4041.2163
KIAA1143|57456	629.9639	KIAA1143|57456	1086.5744
KIAA1147|57189	1162.4549	KIAA1147|57189	2274.9773
KIAA1161|57462	471.1191	KIAA1161|57462	208.5059
KIAA1191|57179	3445.8484	KIAA1191|57179	2763.9155
KIAA1199|57214	280.6859	KIAA1199|57214	24.649
lowly_expressed	lowly_expressed	KIAA1210|57481	5.2531
KIAA1211|57482	170.5776	KIAA1211|57482	40.4081
KIAA1217|56243	2542.87	KIAA1217|56243	5558.1372
lowly_expressed	lowly_expressed	KIAA1239|57495	10.5061
KIAA1244|57221	1348.3755	KIAA1244|57221	1181.1294
KIAA1257|57501	28.5018	KIAA1257|57501	12.6801
KIAA1267|284058	1938.1769	KIAA1267|284058	2075.3611
KIAA1274|27143	121.8412	KIAA1274|27143	338.216
KIAA1279|26128	801.444	KIAA1279|26128	604.5055
KIAA1310|55683	1704.8736	KIAA1310|55683	2316.1936
KIAA1324L|222223	596.5704	KIAA1324L|222223	374.9874
KIAA1324|57535	6702.6173	KIAA1324|57535	15838.3675
KIAA1328|57536	102.8881	KIAA1328|57536	237.5998
KIAA1370|56204	1795.5776	KIAA1370|56204	1675.3207
KIAA1377|57562	119.1336	KIAA1377|57562	402.4649
KIAA1383|54627	39.7112	KIAA1383|54627	161.2284
KIAA1407|57577	386.7329	KIAA1407|57577	373.371
KIAA1409|57578	11.2816	KIAA1409|57578	10.9102
KIAA1429|25962	3318.1408	KIAA1429|25962	1854.7328
KIAA1430|57587	1877.2563	KIAA1430|57587	1441.3577
KIAA1432|57589	629.1426	KIAA1432|57589	834.2136
KIAA1462|57608	1032.0397	KIAA1462|57608	801.2931
KIAA1467|57613	4062.2744	KIAA1467|57613	789.1706
KIAA1468|57614	788.8087	KIAA1468|57614	935.448
KIAA1522|57648	7973.8267	KIAA1522|57648	5723.8105
KIAA1524|57650	186.5343	KIAA1524|57650	58.5918
KIAA1529|57653	54.1516	KIAA1529|57653	347.9139
KIAA1530|57654	369.1336	KIAA1530|57654	325.6895
KIAA1539|80256	362.3646	KIAA1539|80256	307.1017
KIAA1543|57662	396.2094	KIAA1543|57662	808.9706
KIAA1549|57670	679.6029	KIAA1549|57670	559.2484
KIAA1586|57691	115.9747	KIAA1586|57691	161.6325
KIAA1598|57698	2455.7762	KIAA1598|57698	1286.1905
KIAA1609|57707	221.1191	KIAA1609|57707	536.2158
KIAA1614|57710	31.9224	KIAA1614|57710	97.8321
KIAA1632|57724	1479.2419	KIAA1632|57724	1647.0351
KIAA1644|85352	155.2347	KIAA1644|85352	56.1673
KIAA1671|85379	1375.0	KIAA1671|85379	4714.0115
KIAA1683|80726	54.1516	KIAA1683|80726	461.0567
KIAA1704|55425	488.7184	KIAA1704|55425	456.0986
KIAA1712|80817	319.8556	KIAA1712|80817	496.7128
KIAA1715|80856	1066.3357	KIAA1715|80856	793.6155
KIAA1731|85459	330.3249	KIAA1731|85459	603.6973
KIAA1737|85457	1192.6895	KIAA1737|85457	1369.0272
KIAA1751|85452	11.7329	KIAA1751|85452	5.2531
KIAA1755|85449	102.8881	KIAA1755|85449	274.3711
KIAA1797|54914	1117.7798	KIAA1797|54914	1295.0803
KIAA1804|84451	183.213	KIAA1804|84451	318.416
KIAA1826|84437	309.5668	KIAA1826|84437	349.9343
KIAA1841|84542	282.491	KIAA1841|84542	173.3508
KIAA1875|340390	9.4765	KIAA1875|340390	31.1143
KIAA1908|114796	362.8159	KIAA1908|114796	379.4323
KIAA1919|91749	82.5812	KIAA1919|91749	149.5101
KIAA1949|170954	1148.0144	KIAA1949|170954	987.9786
KIAA1958|158405	31.5884	KIAA1958|158405	110.3142
KIAA1967|57805	4199.4585	KIAA1967|57805	2709.3646
lowly_expressed	lowly_expressed	KIAA1984|84960	33.3529
KIAA2013|90231	1333.0325	KIAA2013|90231	1218.3049
KIAA2018|205717	998.6462	KIAA2018|205717	1207.7988
KIAA2022|340533	138.0866	KIAA2022|340533	61.8244
KIAA2026|158358	765.3430000000001	KIAA2026|158358	1167.3906
KIDINS220|57498	1654.3321	KIDINS220|57498	2695.2217
KIF11|3832	1072.2022	KIF11|3832	119.60799999999999
KIF12|113220	499.0975	KIF12|113220	1059.0969
KIF13A|63971	972.9242	KIF13A|63971	1978.3817
KIF13B|23303	2824.0072	KIF13B|23303	3029.801
KIF14|9928	202.6173	KIF14|9928	10.9102
KIF15|56992	129.0614	KIF15|56992	14.1428
KIF16B|55614	1399.3682	KIF16B|55614	1591.6759
KIF17|57576	13.0866	KIF17|57576	23.8408
KIF18A|81930	208.4838	KIF18A|81930	26.2653
KIF18B|146909	248.6462	KIF18B|146909	6.4653
lowly_expressed	lowly_expressed	KIF19|124602	12.1224
KIF1A|547	74.4585	KIF1A|547	21.0122
KIF1B|23095	1587.0939	KIF1B|23095	2584.5035
KIF1C|10749	1501.8051	KIF1C|10749	2621.679
KIF20A|10112	392.5993	KIF20A|10112	13.3347
KIF20B|9585	596.5704	KIF20B|9585	271.5426
KIF21A|55605	701.7148	KIF21A|55605	353.5711
KIF21B|23046	108.3032	KIF21B|23046	186.2814
KIF22|3835	1111.4621	KIF22|3835	909.9909
KIF23|9493	453.9711	KIF23|9493	57.3795
KIF24|347240	156.1372	KIF24|347240	88.4938
lowly_expressed	lowly_expressed	KIF25|3834	11.3143
KIF26A|26153	23.0144	KIF26A|26153	188.7059
KIF26B|55083	616.4259999999999	KIF26B|55083	45.6612
KIF27|55582	52.3466	KIF27|55582	203.2529
KIF2A|3796	628.1588	KIF2A|3796	616.6279
KIF2C|11004	583.0325	KIF2C|11004	41.6204
KIF3A|11127	632.6715	KIF3A|11127	447.722
KIF3B|9371	6793.3213	KIF3B|9371	1718.5574
KIF3C|3797	669.2238	KIF3C|3797	490.9587
KIF4A|24137	795.1264	KIF4A|24137	12.9306
KIF4B|285643	18.9531	lowly_expressed	lowly_expressed
KIF5A|3798	61.3718	KIF5A|3798	64.653
KIF5B|3799	3778.8809	KIF5B|3799	4130.1142
KIF5C|3800	419.2238	KIF5C|3800	231.9426
KIF6|221458	25.2708	KIF6|221458	6.0612
KIF7|374654	236.6336	KIF7|374654	216.042
KIF9|64147	65.2121	KIF9|64147	123.3215
KIFAP3|22920	1844.7653	KIFAP3|22920	782.7053
KIFC1|3833	342.9603	KIFC1|3833	93.3428
KIFC2|90990	1826.6742	KIFC2|90990	337.1977
KIFC3|3801	140.7942	KIFC3|3801	406.5057
KILLIN|100144748	43.7726	KILLIN|100144748	45.6612
KIN|22944	160.6498	KIN|22944	266.6936
KIR3DL1|3811	6.8818	lowly_expressed	lowly_expressed
KIRREL|55243	307.3105	KIRREL|55243	608.9504
KITLG|4254	3002.2563	KITLG|4254	801.2931
KIT|3815	418.3213	KIT|3815	13508.4352
KLB|152831	30.2347	KLB|152831	162.4407
KLC1|3831	876.8051	KLC1|3831	1530.6597
KLC2|64837	1356.9495	KLC2|64837	346.2976
KLC3|147700	131.3177	KLC3|147700	235.3531
KLC4|89953	255.4874	KLC4|89953	776.3774
KLF10|7071	1579.4224	KLF10|7071	2310.5364
KLF11|8462	466.1552	KLF11|8462	1478.5332
KLF12|11278	481.9495	KLF12|11278	725.3258
KLF13|51621	1097.9242	KLF13|51621	2175.5733
KLF15|28999	25.2708	KLF15|28999	163.6529
KLF16|83855	218.8628	KLF16|83855	207.6977
lowly_expressed	lowly_expressed	KLF17|128209	13.7388
KLF2|10365	275.2708	KLF2|10365	582.281
KLF3|51274	1775.2708	KLF3|51274	1898.7211
KLF4|9314	180.5054	KLF4|9314	906.7583
KLF5|688	157.491	KLF5|688	1873.3205
KLF6|1316	2445.8484	KLF6|1316	3904.2328
KLF7|8609	99.7292	KLF7|8609	195.5753
KLF8|11279	94.3141	KLF8|11279	586.3219
KLF9|687	507.6715	KLF9|687	1225.9824
KLHDC10|23008	1281.1372	KLHDC10|23008	1034.4479
KLHDC1|122773	38.8087	KLHDC1|122773	147.0856
KLHDC2|23588	555.5054	KLHDC2|23588	1197.2927
KLHDC3|116138	1014.4404	KLHDC3|116138	2285.8875
KLHDC4|54758	116.7554	KLHDC4|54758	313.466
KLHDC5|57542	1479.2419	KLHDC5|57542	960.097
KLHDC7A|127707	148.0144	KLHDC7A|127707	334.1752
KLHDC7B|113730	33.3935	KLHDC7B|113730	42.8326
KLHDC8A|55220	10.3791	KLHDC8A|55220	23.4367
KLHDC8B|200942	476.9856	KLHDC8B|200942	597.232
KLHDC9|126823	217.9603	KLHDC9|126823	96.5754
KLHL11|55175	167.87	KLHL11|55175	118.3958
KLHL12|59349	2055.9567	KLHL12|59349	1062.3295
KLHL13|90293	46.0289	KLHL13|90293	1173.0478
KLHL14|57565	23.916999999999998	KLHL14|57565	32.3265
KLHL15|80311	324.0072	KLHL15|80311	309.9303
KLHL17|339451	60.4693	KLHL17|339451	95.3632
KLHL18|23276	399.3682	KLHL18|23276	421.8608
KLHL20|27252	493.6823	KLHL20|27252	440.8526
KLHL21|9903	911.5523	KLHL21|9903	2846.3481
KLHL22|84861	1528.4296	KLHL22|84861	443.2771
KLHL23|151230	145.3069	KLHL23|151230	166.7199
KLHL24|54800	976.5343	KLHL24|54800	1859.5818
KLHL25|64410	313.1769	KLHL25|64410	338.216
KLHL26|55295	213.4477	KLHL26|55295	315.5874
KLHL28|54813	406.1372	KLHL28|54813	509.5464
KLHL29|114818	40.1625	KLHL29|114818	658.6524
KLHL2|11275	424.1877	KLHL2|11275	612.183
lowly_expressed	lowly_expressed	KLHL30|377007	10.102
KLHL31|401265	15.2978	KLHL31|401265	95.6501
KLHL32|114792	8.1227	KLHL32|114792	27.0734
KLHL35|283212	22.1119	KLHL35|283212	47.6816
KLHL36|79786	80.3249	KLHL36|79786	335.7915
KLHL38|340359	47.3827	KLHL38|340359	14.1428
KLHL3|26249	162.9061	KLHL3|26249	305.8895
KLHL4|56062	20.3069	KLHL4|56062	6.0612
KLHL5|51088	1169.2238	KLHL5|51088	565.3096
KLHL6|89857	157.491	KLHL6|89857	101.0203
KLHL7|55975	648.9169999999999	KLHL7|55975	762.9053
KLHL8|57563	516.6968	KLHL8|57563	412.971
KLHL9|55958	993.2310000000001	KLHL9|55958	2051.5204
KLK10|5655	18.0505	KLK10|5655	247.2977
lowly_expressed	lowly_expressed	KLK11|11012	176.9876
lowly_expressed	lowly_expressed	KLK13|26085	10.102
KLK14|43847	5.8664	KLK14|43847	52.5306
KLK1|3816	23.4657	KLK1|3816	25.053
lowly_expressed	lowly_expressed	KLK2|3817	8.0816
KLK3|354	6.769	KLK3|354	26.2653
KLK4|9622	91.1552	KLK4|9622	7.6775
lowly_expressed	lowly_expressed	KLK5|25818	773.8155
lowly_expressed	lowly_expressed	KLK6|5653	266.2895
lowly_expressed	lowly_expressed	KLK7|5650	221.0324
lowly_expressed	lowly_expressed	KLK8|11202	107.8897
lowly_expressed	lowly_expressed	KLKB1|3818	12.5265
KLKP1|606293	9.4765	lowly_expressed	lowly_expressed
KLRA1|10748	20.3069	KLRA1|10748	79.1999
KLRAQ1|129285	443.1408	KLRAQ1|129285	584.7055
KLRB1|3820	41.9675	KLRB1|3820	110.7183
lowly_expressed	lowly_expressed	KLRC1|3821	23.0326
lowly_expressed	lowly_expressed	KLRC2|3822	5.2531
KLRD1|3824	14.4404	KLRD1|3824	25.053
KLRG1|10219	37.0036	KLRG1|10219	33.5387
KLRG2|346689	23.0144	KLRG2|346689	26.6694
KLRK1|22914	28.213	KLRK1|22914	89.3464
