gene_id	TCGA-BH-A1F6-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F6-11B-94R-A13Q-07
LNX1|84708	103.7247	LNX1|84708	334.7011
LNX2|222484	404.0547	LNX2|222484	475.381
LOC100009676|100009676	89.3069	LOC100009676|100009676	68.6547
lowly_expressed	lowly_expressed	LOC100101266|100101266	9.6717
LOC100124692|100124692	17.9161	LOC100124692|100124692	120.7503
LOC100125556|100125556	126.0019	LOC100125556|100125556	61.5182
LOC100126784|100126784	12.2348	LOC100126784|100126784	40.2169
LOC100127888|100127888	38.5054	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100128164|100128164	9.6717
LOC100128191|100128191	59.0523	LOC100128191|100128191	18.2503
LOC100128288|100128288	11.3154	LOC100128288|100128288	92.0281
LOC100128292|100128292	8.958	LOC100128292|100128292	13.4818
LOC100128640|100128640	39.1325	LOC100128640|100128640	40.4455
LOC100128788|100128788	6.1292	LOC100128788|100128788	7.6202
LOC100128822|100128822	107.4965	LOC100128822|100128822	111.3716
LOC100128842|100128842	15.0872	LOC100128842|100128842	21.101999999999997
LOC100129034|100129034	839.3022	LOC100129034|100129034	2001.0434
LOC100129387|100129387	45.5446	LOC100129387|100129387	110.973
LOC100129534|100129534	5.1862	LOC100129534|100129534	24.0328
LOC100129550|100129550	163.6021	LOC100129550|100129550	405.6272
LOC100129637|100129637	231.4946	LOC100129637|100129637	147.4209
lowly_expressed	lowly_expressed	LOC100129716|100129716	12.0164
lowly_expressed	lowly_expressed	LOC100129726|100129726	8.4994
LOC100130015|100130015	15.1344	LOC100130015|100130015	16.905
LOC100130093|100130093	67.8454	LOC100130093|100130093	28.7104
LOC100130522|100130522	6.6007	LOC100130522|100130522	17.2919
LOC100130557|100130557	53.1306	LOC100130557|100130557	37.0955
LOC100130581|100130581	22.1594	LOC100130581|100130581	56.272
LOC100130691|100130691	8.0151	LOC100130691|100130691	16.2544
LOC100130776|100130776	322.9279	LOC100130776|100130776	116.4742
LOC100130872|100130872	13.2013	LOC100130872|100130872	43.0832
LOC100130932|100130932	111.2683	LOC100130932|100130932	65.3576
LOC100131193|100131193	20.2735	LOC100131193|100131193	20.5158
LOC100131434|100131434	8.0669	LOC100131434|100131434	79.3435
LOC100131691|100131691	16.7798	LOC100131691|100131691	12.1864
LOC100132111|100132111	7.5436	LOC100132111|100132111	9.9648
LOC100132215|100132215	10.8439	LOC100132215|100132215	25.7913
LOC100132247|100132247	95.7096	LOC100132247|100132247	263.7749
LOC100132287|100132287	163.1306	LOC100132287|100132287	245.3107
LOC100132288|100132288	85.8086	LOC100132288|100132288	143.9039
LOC100132707|100132707	34.4979	LOC100132707|100132707	195.9232
LOC100133161|100133161	11.3154	LOC100133161|100133161	36.5709
LOC100133331|100133331	78.2084	LOC100133331|100133331	151.4977
LOC100133669|100133669	100.8958	LOC100133669|100133669	13.7749
LOC100133957|100133957	8.595	LOC100133957|100133957	5.3781
LOC100133985|100133985	32.5318	lowly_expressed	lowly_expressed
LOC100133991|100133991	12.2584	LOC100133991|100133991	26.6706
LOC100134229|100134229	491.2777	LOC100134229|100134229	121.3365
LOC100134259|100134259	50.4479	LOC100134259|100134259	32.5322
LOC100134713|100134713	34.4413	LOC100134713|100134713	10.8529
lowly_expressed	lowly_expressed	LOC100134868|100134868	8.4994
LOC100144603|100144603	16.0302	lowly_expressed	lowly_expressed
LOC100170939|100170939	42.9043	LOC100170939|100170939	149.1794
lowly_expressed	lowly_expressed	LOC100188947|100188947	12.6026
LOC100188949|100188949	7.0721	LOC100188949|100188949	5.2755
LOC100190938|100190938	9.901	LOC100190938|100190938	171.1606
LOC100190939|100190939	275.3418	LOC100190939|100190939	265.2403
LOC100190986|100190986	78.265	LOC100190986|100190986	355.2169
lowly_expressed	lowly_expressed	LOC100192378|100192378	16.1196
LOC100216545|100216545	70.7214	LOC100216545|100216545	39.8593
LOC100233209|100233209	16.0302	LOC100233209|100233209	16.4127
lowly_expressed	lowly_expressed	LOC100240735|100240735	30.7737
LOC100268168|100268168	6.6007	LOC100268168|100268168	7.3271
LOC100270710|100270710	391.0325	LOC100270710|100270710	332.8751
LOC100270746|100270746	6.6007	LOC100270746|100270746	23.7397
LOC100270804|100270804	7.0721	LOC100270804|100270804	29.3083
LOC100271722|100271722	9.4295	LOC100271722|100271722	35.4631
LOC100271831|100271831	13.9745	lowly_expressed	lowly_expressed
LOC100271836|100271836	334.7713	LOC100271836|100271836	469.8681
LOC100272146|100272146	19.3305	LOC100272146|100272146	29.6014
LOC100272216|100272216	6.6007	LOC100272216|100272216	18.7573
LOC100272217|100272217	11.3154	LOC100272217|100272217	10.550999999999998
LOC100272228|100272228	7.5436	LOC100272228|100272228	42.7902
LOC100286793|100286793	59.8774	LOC100286793|100286793	115.1817
LOC100286844|100286844	13.1966	LOC100286844|100286844	25.7943
lowly_expressed	lowly_expressed	LOC100287227|100287227	7.0399
LOC100288778|100288778	315.6483	LOC100288778|100288778	140.1143
LOC100289341|100289341	76.3791	LOC100289341|100289341	45.721000000000004
LOC100302401|100302401	17.4446	LOC100302401|100302401	35.7562
lowly_expressed	lowly_expressed	LOC100302640|100302640	17.585
LOC100302650|100302650	11.7869	LOC100302650|100302650	28.7222
LOC100303728|100303728	19.3305	LOC100303728|100303728	35.4631
LOC113230|113230	28.76	LOC113230|113230	41.6178
LOC115110|115110	13.852	LOC115110|115110	33.8658
LOC121838|121838	633.1919	LOC121838|121838	15.5334
LOC134466|134466	7.0721	LOC134466|134466	59.4959
LOC143188|143188	10.3725	LOC143188|143188	23.4467
LOC143666|143666	15.0872	lowly_expressed	lowly_expressed
LOC144438|144438	591.702	LOC144438|144438	985.0528
LOC144486|144486	11.7869	LOC144486|144486	8.2063
LOC144571|144571	16.0537	LOC144571|144571	80.7767
LOC145783|145783	42.942	LOC145783|145783	21.4918
LOC145820|145820	16.9731	LOC145820|145820	90.2696
lowly_expressed	lowly_expressed	LOC145837|145837	33.9977
LOC146880|146880	275.785	LOC146880|146880	444.2995
LOC147727|147727	307.4022	LOC147727|147727	426.14300000000003
LOC147804|147804	64.5922	LOC147804|147804	63.306000000000004
LOC148189|148189	6.6007	LOC148189|148189	60.0821
LOC148413|148413	249.1466	LOC148413|148413	96.0404
lowly_expressed	lowly_expressed	LOC148696|148696	5.8851
LOC148709|148709	6.6007	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC149134|149134	23.1536
LOC149837|149837	128.2414	LOC149837|149837	144.49
LOC150381|150381	45.7331	LOC150381|150381	51.2661
LOC150776|150776	200.3772	LOC150776|150776	334.7011
LOC150786|150786	58.463	LOC150786|150786	55.3927
LOC151009|151009	24.5167	LOC151009|151009	47.4795
LOC151162|151162	1401.6973	LOC151162|151162	1380.7151
LOC151174|151174	29.703000000000003	lowly_expressed	lowly_expressed
LOC151534|151534	87.4917	LOC151534|151534	128.9566
LOC152217|152217	162.1876	LOC152217|152217	165.2989
LOC153684|153684	14.6157	LOC153684|153684	45.721000000000004
LOC154761|154761	94.9033	LOC154761|154761	53.2972
LOC154822|154822	9.8256	LOC154822|154822	16.8816
LOC157381|157381	10.3725	lowly_expressed	lowly_expressed
LOC158376|158376	53.7482	LOC158376|158376	141.8523
LOC158572|158572	29.703000000000003	LOC158572|158572	31.653000000000002
LOC158696|158696	6.6007	LOC158696|158696	12.3095
LOC162632|162632	34.9175	LOC162632|162632	514.4490000000001
LOC200030|200030	474.2103	LOC200030|200030	808.5199
lowly_expressed	lowly_expressed	LOC201651|201651	8.7925
LOC202181|202181	39.604	LOC202181|202181	69.7538
LOC202781|202781	165.488	LOC202781|202781	132.4736
LOC219347|219347	66.0726	LOC219347|219347	85.4045
LOC220594|220594	53.9698	LOC220594|220594	95.6858
LOC220729|220729	53.7482	LOC220729|220729	153.2825
LOC220930|220930	84.3423	LOC220930|220930	91.7878
lowly_expressed	lowly_expressed	LOC221442|221442	57.1512
LOC221710|221710	529.4672	LOC221710|221710	429.0739
LOC222699|222699	24.0453	LOC222699|222699	21.6882
LOC253039|253039	294.6723	LOC253039|253039	222.7433
lowly_expressed	lowly_expressed	LOC253724|253724	12.8957
LOC254559|254559	54.2197	LOC254559|254559	54.8066
lowly_expressed	lowly_expressed	LOC257358|257358	16.9988
LOC25845|25845	277.5483	LOC25845|25845	174.3904
LOC282997|282997	18.859	LOC282997|282997	57.1512
LOC283050|283050	16.0302	LOC283050|283050	39.8593
LOC283070|283070	1096.6525	LOC283070|283070	391.8523
lowly_expressed	lowly_expressed	LOC283174|283174	124.8535
LOC283267|283267	241.3956	LOC283267|283267	399.1794
LOC283314|283314	16.5205	LOC283314|283314	77.8283
lowly_expressed	lowly_expressed	LOC283392|283392	430.2403
LOC283663|283663	12.2584	LOC283663|283663	19.0504
lowly_expressed	lowly_expressed	LOC283731|283731	6.4478
LOC283922|283922	59.4059	LOC283922|283922	160.9027
LOC284023|284023	66.4781	LOC284023|284023	108.1477
LOC284232|284232	5.6577	LOC284232|284232	15.2403
lowly_expressed	lowly_expressed	LOC284233|284233	18.4642
lowly_expressed	lowly_expressed	LOC284276|284276	23.1536
LOC284379|284379	78.265	lowly_expressed	lowly_expressed
LOC284440|284440	77.322	LOC284440|284440	135.6975
LOC284441|284441	153.7011	LOC284441|284441	102.5791
LOC284578|284578	23.1023	LOC284578|284578	36.9285
LOC284837|284837	32.0603	LOC284837|284837	27.8429
LOC284900|284900	104.3564	LOC284900|284900	111.0727
LOC285033|285033	19.3824	LOC285033|285033	42.6202
LOC285074|285074	258.8402	LOC285074|285074	245.8968
LOC285359|285359	36.7751	LOC285359|285359	52.1688
lowly_expressed	lowly_expressed	LOC285419|285419	25.2052
LOC285548|285548	9.901	lowly_expressed	lowly_expressed
LOC285593|285593	8.0151	LOC285593|285593	17.585
LOC285830|285830	15.7379	LOC285830|285830	75.5481
LOC286002|286002	6.6007	LOC286002|286002	20.5158
LOC286367|286367	16.9731	LOC286367|286367	205.7444
LOC286467|286467	32.0603	LOC286467|286467	9.6717
LOC338651|338651	52.2254	lowly_expressed	lowly_expressed
LOC338758|338758	6.6007	LOC338758|338758	67.1161
LOC338799|338799	60.3489	LOC338799|338799	224.7948
LOC339047|339047	639.3211	LOC339047|339047	685.2286
LOC339290|339290	106.08200000000001	LOC339290|339290	1472.0985
LOC339524|339524	46.0537	LOC339524|339524	1090.2696
lowly_expressed	lowly_expressed	LOC339535|339535	8.7925
LOC341056|341056	10.3725	LOC341056|341056	5.5686
LOC344595|344595	60.3489	LOC344595|344595	307.1512
LOC348926|348926	73.5502	LOC348926|348926	55.9789
LOC349114|349114	136.72799999999998	LOC349114|349114	134.8183
lowly_expressed	lowly_expressed	LOC349196|349196	20.4572
LOC374443|374443	80.6223	LOC374443|374443	140.97299999999998
lowly_expressed	lowly_expressed	LOC374491|374491	5.2755
LOC375190|375190	21.6879	LOC375190|375190	110.1993
LOC387646|387646	81.5653	LOC387646|387646	33.7046
LOC387647|387647	589.6181	LOC387647|387647	590.2608
LOC388152|388152	517.2089	LOC388152|388152	70.0469
LOC388242|388242	5.6577	LOC388242|388242	20.8089
LOC388588|388588	16.9731	LOC388588|388588	7.034
LOC388692|388692	99.4814	LOC388692|388692	302.4619
LOC388789|388789	557.2843	LOC388789|388789	442.2626
LOC388796|388796	1055.1627	LOC388796|388796	204.27900000000002
LOC388955|388955	796.3225	LOC388955|388955	198.7104
LOC389333|389333	8.958	LOC389333|389333	17.2919
LOC389458|389458	25.6153	lowly_expressed	lowly_expressed
LOC389493|389493	6.1292	LOC389493|389493	10.550999999999998
lowly_expressed	lowly_expressed	LOC389705|389705	17.2919
lowly_expressed	lowly_expressed	LOC391322|391322	7.034
LOC399744|399744	272.513	LOC399744|399744	103.1653
LOC399815|399815	38.661	lowly_expressed	lowly_expressed
LOC399959|399959	114.0971	LOC399959|399959	1164.1266
LOC400027|400027	74.9646	LOC400027|400027	248.8277
LOC400043|400043	78.7364	LOC400043|400043	319.1676
LOC400657|400657	137.6709	LOC400657|400657	189.9179
LOC400696|400696	13.2013	lowly_expressed	lowly_expressed
LOC400752|400752	49.0335	LOC400752|400752	19.0504
LOC400759|400759	33.4748	LOC400759|400759	26.9637
lowly_expressed	lowly_expressed	LOC400804|400804	8.4994
LOC400927|400927	14.776	LOC400927|400927	38.8247
LOC400931|400931	5.1862	LOC400931|400931	44.5487
LOC401010|401010	62.2348	LOC401010|401010	8.2063
LOC401052|401052	20.2735	LOC401052|401052	251.1723
LOC401093|401093	62.1075	LOC401093|401093	371.5739
LOC401127|401127	6.1292	LOC401127|401127	5.5686
LOC401397|401397	1454.0311	LOC401397|401397	778.1360000000001
LOC401431|401431	85.7001	LOC401431|401431	41.3746
lowly_expressed	lowly_expressed	LOC401463|401463	9.0856
LOC401588|401588	45.7331	LOC401588|401588	87.925
LOC402377|402377	10.8439	LOC402377|402377	12.3095
LOC407835|407835	58.463	LOC407835|407835	15.2403
lowly_expressed	lowly_expressed	LOC415056|415056	6.1547
lowly_expressed	lowly_expressed	LOC440173|440173	17.585
LOC440354|440354	204.2999	LOC440354|440354	129.0416
LOC440461|440461	67.421	lowly_expressed	lowly_expressed
LOC440896|440896	51.3909	lowly_expressed	lowly_expressed
LOC440905|440905	126.82700000000001	LOC440905|440905	101.6999
lowly_expressed	lowly_expressed	LOC440925|440925	8.4994
LOC440944|440944	92.4092	LOC440944|440944	321.2192
LOC440957|440957	93.8237	LOC440957|440957	86.4596
lowly_expressed	lowly_expressed	LOC441046|441046	21.6882
LOC441089|441089	185.29	LOC441089|441089	115.7679
LOC441204|441204	33.4748	LOC441204|441204	145.3693
LOC441208|441208	20.7449	LOC441208|441208	33.1184
LOC441294|441294	39.1325	LOC441294|441294	73.857
lowly_expressed	lowly_expressed	LOC441454|441454	6.1547
LOC441455|441455	11.3154	LOC441455|441455	8.7925
LOC441666|441666	74.9646	LOC441666|441666	67.7022
LOC441869|441869	38.1895	LOC441869|441869	173.2122
LOC442421|442421	16.9731	LOC442421|442421	15.2403
LOC442454|442454	93.3522	LOC442454|442454	117.8195
LOC493754|493754	446.959	LOC493754|493754	583.5287
LOC541471|541471	232.4375	LOC541471|541471	228.3118
LOC550112|550112	159.8303	LOC550112|550112	258.7925
LOC550643|550643	223.00799999999998	LOC550643|550643	311.8406
LOC554202|554202	16.0302	LOC554202|554202	48.3587
lowly_expressed	lowly_expressed	LOC55908|55908	25.4982
lowly_expressed	lowly_expressed	LOC572558|572558	12.8957
LOC595101|595101	239.9811	LOC595101|595101	117.8195
LOC606724|606724	33.9463	LOC606724|606724	13.7749
LOC613037|613037	15.0872	LOC613037|613037	38.687
LOC619207|619207	5.6577	LOC619207|619207	18.1712
LOC641298|641298	111.4333	LOC641298|641298	311.3658
LOC641367|641367	7.0721	LOC641367|641367	10.2579
LOC642587|642587	14.6157	LOC642587|642587	482.1219
LOC642826|642826	66.4875	LOC642826|642826	212.9045
LOC642846|642846	99.4814	LOC642846|642846	108.4408
LOC642852|642852	109.3824	LOC642852|642852	175.5569
LOC643008|643008	23.5738	LOC643008|643008	5.5686
LOC643387|643387	28.2885	LOC643387|643387	39.8593
LOC643677|643677	5.1862	lowly_expressed	lowly_expressed
LOC643719|643719	10.8439	LOC643719|643719	5.8617
lowly_expressed	lowly_expressed	LOC643763|643763	32.5322
LOC643837|643837	173.9745	LOC643837|643837	232.7081
LOC644165|644165	5.1862	LOC644165|644165	8.2063
lowly_expressed	lowly_expressed	LOC644172|644172	5.5686
LOC644538|644538	25.4597	LOC644538|644538	181.1254
LOC644936|644936	48.0905	LOC644936|644936	29.6014
LOC645166|645166	24.5167	LOC645166|645166	114.5955
LOC645323|645323	54.6912	lowly_expressed	lowly_expressed
LOC645332|645332	123.9981	LOC645332|645332	76.2016
LOC645431|645431	7.5813	LOC645431|645431	10.5715
LOC645676|645676	30.2074	LOC645676|645676	27.6172
LOC646214|646214	56.5771	LOC646214|646214	178.4877
LOC646471|646471	39.4578	LOC646471|646471	65.1583
LOC646762|646762	314.0028	LOC646762|646762	323.857
LOC646851|646851	53.2768	LOC646851|646851	81.1841
lowly_expressed	lowly_expressed	LOC646982|646982	6.1547
LOC646999|646999	10.3725	LOC646999|646999	22.2743
LOC647121|647121	27.3456	LOC647121|647121	91.7351
LOC647288|647288	5.1862	LOC647288|647288	6.7409
LOC647946|647946	30.1744	LOC647946|647946	14.068
LOC647979|647979	7708.1565	LOC647979|647979	16015.5334
lowly_expressed	lowly_expressed	LOC648740|648740	49.0035
LOC649330|649330	8.0151	lowly_expressed	lowly_expressed
LOC650368|650368	32.0603	LOC650368|650368	89.0973
LOC650623|650623	64.5922	LOC650623|650623	98.7691
LOC651250|651250	880.7166	LOC651250|651250	2798.9449
LOC652276|652276	50.9194	LOC652276|652276	26.3775
LOC653113|653113	18.859	LOC653113|653113	39.2732
LOC653501|653501	163.6021	LOC653501|653501	331.4771
LOC653566|653566	1647.8076	LOC653566|653566	1370.7503
LOC653653|653653	58.463	LOC653653|653653	173.2122
LOC654342|654342	94.2951	LOC654342|654342	633.0598
LOC654433|654433	49.505	LOC654433|654433	233.347
LOC678655|678655	161.6124	LOC678655|678655	170.3283
LOC723972|723972	11.3154	lowly_expressed	lowly_expressed
LOC727896|727896	33.9463	LOC727896|727896	24.9121
LOC728024|728024	20.7449	LOC728024|728024	18.7573
LOC728190|728190	98.5384	LOC728190|728190	182.8839
LOC728264|728264	47.1476	LOC728264|728264	2730.3634
LOC728323|728323	30.6459	LOC728323|728323	32.5322
LOC728392|728392	33.9463	LOC728392|728392	56.5651
LOC728554|728554	471.4757	LOC728554|728554	87.3388
lowly_expressed	lowly_expressed	LOC728606|728606	22.5674
LOC728613|728613	141.9142	LOC728613|728613	165.0059
LOC728640|728640	40.5469	LOC728640|728640	44.8417
LOC728643|728643	53.2768	LOC728643|728643	14.068
LOC728723|728723	16.9731	LOC728723|728723	33.7046
LOC728743|728743	139.0853	LOC728743|728743	103.1653
LOC728758|728758	37.2466	LOC728758|728758	13.1887
LOC728819|728819	12.2584	LOC728819|728819	37.5147
LOC728855|728855	40.2452	LOC728855|728855	62.0106
LOC728875|728875	40.3772	LOC728875|728875	27.965999999999998
lowly_expressed	lowly_expressed	LOC728989|728989	7.034
LOC729020|729020	19.3305	LOC729020|729020	25.4982
LOC729082|729082	378.6044	LOC729082|729082	576.5973
LOC729176|729176	53.7482	LOC729176|729176	56.272
LOC729234|729234	61.7633	LOC729234|729234	47.1864
LOC729375|729375	32.9231	LOC729375|729375	50.4103
LOC729603|729603	34.4177	LOC729603|729603	39.2732
LOC729678|729678	488.5856	LOC729678|729678	414.7069
lowly_expressed	lowly_expressed	LOC729799|729799	26.9637
LOC729991-MEF2B|4207	38.1	LOC729991-MEF2B|4207	13.8834
LOC729991|729991	314.3093	LOC729991|729991	143.2093
LOC730101|730101	40.0754	LOC730101|730101	126.3189
LOC80054|80054	92.8807	LOC80054|80054	62.7198
LOC80154|80154	631.306	LOC80154|80154	107.5615
LOC81691|81691	190.0047	LOC81691|81691	133.939
lowly_expressed	lowly_expressed	LOC84740|84740	9.0973
LOC84856|84856	71.1928	LOC84856|84856	55.6858
LOC84989|84989	16.6289	lowly_expressed	lowly_expressed
LOC90110|90110	203.6775	LOC90110|90110	380.7151
lowly_expressed	lowly_expressed	LOC90246|90246	31.653000000000002
lowly_expressed	lowly_expressed	LOC90586|90586	16.1196
LOC90784|90784	426.6855	LOC90784|90784	271.10200000000003
LOC90834|90834	20.7449	LOC90834|90834	31.0668
LOC91316|91316	113.6775	LOC91316|91316	389.3025
LOC92249|92249	314.4743	LOC92249|92249	781.3599
LOC92659|92659	128.2414	LOC92659|92659	24.619
LOC92973|92973	56.1056	LOC92973|92973	73.5639
lowly_expressed	lowly_expressed	LOC93432|93432	33.9977
LOC93622|93622	309.7595	LOC93622|93622	306.5651
LOC96610|96610	173711.8246	LOC96610|96610	3845.4367
LOH12CR1|118426	173.0316	LOH12CR1|118426	110.4924
LOH12CR2|503693	24.5167	LOH12CR2|503693	40.7386
LOH3CR2A|29931	10.3725	LOH3CR2A|29931	228.3118
LONP1|9361	2942.9514	LONP1|9361	412.9543
LONP2|83752	1765.2051	LONP2|83752	2143.6108
LONRF1|91694	575.2004	LONRF1|91694	790.4455
LONRF2|164832	190.0047	LONRF2|164832	438.1594
LONRF3|79836	13.2013	LONRF3|79836	117.8195
lowly_expressed	lowly_expressed	LOXHD1|125336	10.8441
LOXL1|4016	736.9165	LOXL1|4016	582.6495
LOXL2|4017	1167.3267	LOXL2|4017	1334.8476
LOXL3|84695	139.3494	LOXL3|84695	113.2034
LOXL4|84171	191.4191	LOXL4|84171	539.2732
LOX|4015	830.7402	LOX|4015	2996.4829999999997
lowly_expressed	lowly_expressed	LPAL2|80350	7.034
LPAR1|1902	122.1122	LPAR1|1902	1390.973
LPAR2|9170	1026.4026	LPAR2|9170	118.4056
LPAR3|23566	39.1325	LPAR3|23566	18.1712
LPAR4|2846	6.6007	LPAR4|2846	15.5334
LPAR5|57121	112.6827	LPAR5|57121	83.5287
LPAR6|10161	324.8468	LPAR6|10161	1733.0012
LPCAT1|79888	3247.9962	LPCAT1|79888	921.7468
LPCAT2|54947	633.1919	LPCAT2|54947	1526.9637
LPCAT3|10162	1114.5686	LPCAT3|10162	1438.4525
LPCAT4|254531	563.4135	LPCAT4|254531	571.8054
LPGAT1|9926	1622.8194	LPGAT1|9926	3803.3411
LPHN1|22859	1029.2315	LPHN1|22859	991.5006
LPHN2|23266	565.7709	LPHN2|23266	2727.1395
LPHN3|23284	13.2013	LPHN3|23284	476.2603
LPIN1|23175	1593.5879	LPIN1|23175	1259.0856
LPIN2|9663	676.5677	LPIN2|9663	1298.3587
LPIN3|64900	393.4559	LPIN3|64900	247.11900000000003
LPL|4023	2987.2702	LPL|4023	30031.2016
LPO|4025	17.9161	lowly_expressed	lowly_expressed
LPPR1|54886	48.562	LPPR1|54886	32.8253
LPPR2|64748	928.3357	LPPR2|64748	500.0
LPPR3|79948	606.3178	LPPR3|79948	16.4127
LPPR4|9890	28.76	LPPR4|9890	307.1512
LPP|4026	164.545	LPP|4026	2076.2016
LPXN|9404	409.7124	LPXN|9404	307.1512
LQK1|642946	16.0302	LQK1|642946	19.6366
LRAT|9227	34.8892	LRAT|9227	50.9965
LRBA|987	1451.6737	LRBA|987	2972.4472
LRCH1|23143	440.8298	LRCH1|23143	1022.5674
LRCH2|57631	22.6308	LRCH2|57631	193.4349
LRCH3|84859	230.5516	LRCH3|84859	497.6553
LRCH4|4034	808.5809	LRCH4|4034	445.4865
LRDD|55367	244.6959	LRDD|55367	143.6108
LRFN1|57622	646.8647	LRFN1|57622	27.2567
LRFN3|79414	256.0113	LRFN3|79414	127.4912
LRFN4|78999	517.2089	LRFN4|78999	94.959
LRFN5|145581	10.3725	LRFN5|145581	139.8007
LRG1|116844	152.7581	LRG1|116844	175.5569
lowly_expressed	lowly_expressed	LRGUK|136332	11.4302
LRIG1|26018	2172.6686	LRIG1|26018	3533.007
LRIG2|9860	95.7096	LRIG2|9860	376.3189
LRIG3|121227	331.4474	LRIG3|121227	1036.9285
lowly_expressed	lowly_expressed	LRIT3|345193	12.3095
LRMP|4033	82.5083	LRMP|4033	258.2063
LRP10|26020	4484.677	LRP10|26020	3660.0234
LRP11|84918	1886.7987	LRP11|84918	1143.3177
LRP12|29967	513.9085	LRP12|29967	543.3763
lowly_expressed	lowly_expressed	LRP1B|53353	76.2016
LRP1|4035	4889.6747	LRP1|4035	25081.1841
LRP2BP|55805	42.4328	LRP2BP|55805	73.5639
LRP2|4036	1429.0429	LRP2|4036	1426.1429999999998
LRP3|4037	2518.0481	LRP3|4037	668.9215
LRP4|4038	15.5587	LRP4|4038	274.0064
LRP5L|91355	67.8925	LRP5L|91355	51.8757
LRP5|4041	1556.3413	LRP5|4041	1405.3341
LRP6|4040	936.8223	LRP6|4040	2570.0469
LRP8|7804	426.214	LRP8|7804	78.5463
LRPAP1|4043	1516.2659	LRPAP1|4043	634.8183
LRPPRC|10128	9009.4295	LRPPRC|10128	4076.4947
LRRC10B|390205	31.5889	LRRC10B|390205	16.7057
LRRC14B|389257	137.6709	lowly_expressed	lowly_expressed
LRRC14|9684	889.9953	LRRC14|9684	432.5909
LRRC15|131578	849.1278	LRRC15|131578	313.5991
LRRC16A|55604	423.8567	LRRC16A|55604	657.9719
LRRC16B|90668	9.4295	LRRC16B|90668	7.9132
LRRC17|10234	38.1895	LRRC17|10234	288.1008
lowly_expressed	lowly_expressed	LRRC18|474354	5.2755
LRRC1|55227	596.4168	LRRC1|55227	538.687
LRRC20|55222	166.9024	LRRC20|55222	148.007
LRRC23|10233	110.3253	LRRC23|10233	103.7515
LRRC24|441381	29.8538	lowly_expressed	lowly_expressed
LRRC25|126364	258.3687	LRRC25|126364	195.4865
LRRC26|389816	15.5587	LRRC26|389816	5.8617
LRRC27|80313	105.6106	LRRC27|80313	134.8183
LRRC28|123355	239.9811	LRRC28|123355	274.0328
LRRC29|26231	39.604	LRRC29|26231	38.687
lowly_expressed	lowly_expressed	LRRC2|79442	101.4068
lowly_expressed	lowly_expressed	LRRC31|79782	14.068
LRRC32|2615	1112.2112	LRRC32|2615	2868.6987
LRRC33|375387	247.5248	LRRC33|375387	266.7057
LRRC34|151827	26.8741	LRRC34|151827	149.4725
lowly_expressed	lowly_expressed	LRRC36|55282	6.1547
LRRC37A2|474170	101.5606	LRRC37A2|474170	148.8775
LRRC37A3|374819	53.2768	LRRC37A3|374819	109.6131
LRRC37A4|55073	164.0028	LRRC37A4|55073	542.3974
LRRC37A|9884	191.8906	LRRC37A|9884	440.7972
LRRC37B2|147172	349.3635	LRRC37B2|147172	581.4771
LRRC37B|114659	195.1909	LRRC37B|114659	161.1958
LRRC39|127495	5.3418	LRRC39|127495	13.8423
lowly_expressed	lowly_expressed	LRRC3B|116135	26.6706
LRRC3|81543	152.7581	LRRC3|81543	48.0657
LRRC40|55631	460.6318	LRRC40|55631	459.5545
LRRC41|10489	3204.1490000000003	LRRC41|10489	1650.6448
LRRC42|115353	953.7954	LRRC42|115353	495.6038
lowly_expressed	lowly_expressed	LRRC43|254050	12.0164
LRRC45|201255	190.4762	LRRC45|201255	34.5838
lowly_expressed	lowly_expressed	LRRC46|90506	19.3435
LRRC47|57470	1699.67	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LRRC48|83450	52.8986
LRRC49|54839	27.3456	LRRC49|54839	169.4021
LRRC4B|94030	6.6007	LRRC4B|94030	19.6366
LRRC4C|57689	30.6459	LRRC4C|57689	194.9004
LRRC4|64101	16.0302	LRRC4|64101	72.9777
LRRC50|123872	6.1292	LRRC50|123872	7.034
lowly_expressed	lowly_expressed	LRRC55|219527	12.8957
LRRC56|115399	92.4092	LRRC56|115399	9.0856
LRRC57|255252	307.4022	LRRC57|255252	382.1805
LRRC58|116064	1740.6884	LRRC58|116064	1983.5873
LRRC59|55379	4679.3305	LRRC59|55379	1982.3974
LRRC61|65999	461.1033	LRRC61|65999	71.5123
lowly_expressed	lowly_expressed	LRRC66|339977	15.2403
lowly_expressed	lowly_expressed	LRRC69|100130742	6.1547
LRRC6|23639	31.1174	LRRC6|23639	88.5111
LRRC70|100130733	24.5167	LRRC70|100130733	317.2245
lowly_expressed	lowly_expressed	LRRC7|57554	7.9132
LRRC8A|56262	1224.8939	LRRC8A|56262	1494.7245
LRRC8B|23507	2127.2984	LRRC8B|23507	941.3834
LRRC8C|84230	2057.52	LRRC8C|84230	2298.0657
LRRC8D|55144	2510.6082	LRRC8D|55144	828.5463
LRRC8E|80131	595.9453	LRRC8E|80131	157.6788
LRRCC1|85444	380.0094	LRRCC1|85444	447.8312
LRRFIP1|9208	1549.2692	LRRFIP1|9208	3419.1090000000004
