gene_id	TCGA-BH-A0E0-01A-11R-A056-07	gene_id	TCGA-BH-A0E0-11A-13R-A089-07
NAA20|51126	1939.6709	NAA20|51126	1290.4656
NAA25|80018	540.5241	NAA25|80018	328.1596
NAA30|122830	598.4156	NAA30|122830	392.9047
NAA35|60560	362.5838	NAA35|60560	457.2062
NAA38|51691	698.9639999999999	NAA38|51691	480.2661
NAA40|79829	477.7575	NAA40|79829	403.9911
NAA50|80218	4493.6015	NAA50|80218	1819.0687
NAAA|27163	200.4875	NAAA|27163	989.8004
NAALAD2|10003	14.6252	NAALAD2|10003	39.4678
NAALADL1|10004	10.3595	NAALADL1|10004	100.2217
NAALADL2|254827	136.5021	NAALADL2|254827	379.1574
NAB1|4664	445.4601	NAB1|4664	635.9202
NAB2|4665	1390.0061	NAB2|4665	718.4035
NACA2|342538	39.0006	NACA2|342538	31.0421
NACAD|23148	14.0158	NACAD|23148	117.0732
NACAP1|83955	147.4711	NACAP1|83955	118.84700000000001
NACA|4666	22814.7471	NACA|4666	29706.8736
NACC1|112939	1268.7386	NACC1|112939	1478.9357
NACC2|138151	5.4845	NACC2|138151	36.3636
NADK|65220	2106.0329	NADK|65220	1036.8071
NADSYN1|55191	1262.6447	NADSYN1|55191	1170.2882
NAE1|8883	1389.3967	NAE1|8883	754.3237
NAF1|92345	178.5497	NAF1|92345	103.3259
NAGA|4668	394.8812	NAGA|4668	998.2262
NAGK|55577	4553.3211	NAGK|55577	1406.6519
NAGLU|4669	327.8489	NAGLU|4669	912.6386
NAGPA|51172	110.2986	NAGPA|51172	224.3902
NAGS|162417	5.4845	NAGS|162417	93.1264
NAIF1|203245	171.8464	NAIF1|203245	227.051
NAIP|4671	6.0938	NAIP|4671	63.4146
NALCN|259232	14.0158	NALCN|259232	58.98
NAMPT|10135	2152.9555	NAMPT|10135	3542.3503
NANOS1|340719	2212.0658	NANOS1|340719	321.0643
NANP|140838	244.9726	NANP|140838	139.2461
NANS|54187	714.1987	NANS|54187	1472.7273
NAP1L1|4673	11300.4266	NAP1L1|4673	9943.2373
NAP1L2|4674	92.0171	NAP1L2|4674	180.0443
NAP1L3|4675	9.1408	NAP1L3|4675	90.9091
NAP1L4|4676	3262.0353	NAP1L4|4676	3063.4146
NAP1L5|266812	197.4406	NAP1L5|266812	202.6608
lowly_expressed	lowly_expressed	NAP1L6|645996	11.9734
NAPA|8775	4700.4266	NAPA|8775	3431.9512
NAPB|63908	209.0189	NAPB|63908	178.71400000000003
NAPEPLD|222236	408.5801	NAPEPLD|222236	324.8426
NAPG|8774	405.8501	NAPG|8774	591.1308
NAPRT1|93100	1217.5503	NAPRT1|93100	693.5698
lowly_expressed	lowly_expressed	NAPSA|9476	22.6164
NAPSB|256236	113.3455	NAPSB|256236	119.2905
NARFL|64428	479.5856	NARFL|64428	549.8891
NARF|26502	986.5935	NARF|26502	591.5743
NARG2|79664	512.4924	NARG2|79664	711.7517
NARS2|79731	1139.5491	NARS2|79731	443.459
NARS|4677	5975.6246	NARS|4677	2686.4745
NASP|4678	4032.9068	NASP|4678	1612.4169
NAT10|55226	2325.4113	NAT10|55226	1216.4080000000001
NAT14|57106	360.1463	NAT14|57106	294.0133
NAT15|79903	875.6856	NAT15|79903	1111.3082
NAT1|9	27.4223	NAT1|9	302.439
NAT2|10	13.4065	lowly_expressed	lowly_expressed
NAT6|24142	58.5497	NAT6|24142	197.9113
NAT8B|51471	10.9689	lowly_expressed	lowly_expressed
NAT8L|339983	63.376000000000005	NAT8L|339983	266.9623
NAT9|26151	436.3193	NAT9|26151	454.5455
NAV1|89796	364.4119	NAV1|89796	848.337
NAV2|89797	1991.2188	NAV2|89797	2101.7694
NAV3|89795	7.922000000000001	NAV3|89795	88.2483
NBAS|51594	1563.0713	NBAS|51594	1723.7251
NBEAL1|65065	59.7197	NBEAL1|65065	51.8847
NBEAL2|23218	591.1030000000001	NBEAL2|23218	1442.1286
NBEA|26960	9.1408	NBEA|26960	491.796
NBL1|4681	653.1688	NBL1|4681	1854.9889
lowly_expressed	lowly_expressed	NBLA00301|79804	12.8603
NBN|4683	1691.0420000000001	NBN|4683	1068.2927
NBPF10|100132406	2473.3211	NBPF10|100132406	843.3659
NBPF14|25832	280.5119	NBPF14|25832	395.12199999999996
NBPF15|284565	41.4381	NBPF15|284565	183.592
NBPF16|728936	7.922000000000001	NBPF16|728936	65.6319
NBPF1|55672	252.2852	NBPF1|55672	331.7073
NBPF3|84224	216.9409	NBPF3|84224	186.6962
lowly_expressed	lowly_expressed	NBPF4|148545	18.6253
NBPF9|400818	171.8708	NBPF9|400818	130.3149
NBR1|4077	1681.9013	NBR1|4077	4445.2328
NBR2|10230	87.7514	NBR2|10230	120.1774
NCALD|83988	464.351	NCALD|83988	1183.1486
NCAM1|4684	32.2913	NCAM1|4684	173.3925
NCAM2|4685	6.7032	NCAM2|4685	79.3792
NCAPD2|9918	4057.2821	NCAPD2|9918	1411.9734
NCAPD3|23310	563.0713	NCAPD3|23310	385.3659
NCAPG2|54892	566.7276	NCAPG2|54892	171.6186
NCAPG|64151	792.5229	NCAPG|64151	38.8559
NCAPH2|29781	585.0091	NCAPH2|29781	713.5255
NCAPH|23397	291.8952	NCAPH|23397	35.0333
NCBP1|4686	1336.1670000000001	NCBP1|4686	886.4834
NCBP2|22916	1810.4814	NCBP2|22916	1760.9756
NCCRP1|342897	15397.9281	NCCRP1|342897	43.0155
NCDN|23154	428.3973	NCDN|23154	923.2816
NCEH1|57552	341.2553	NCEH1|57552	485.1441
lowly_expressed	lowly_expressed	NCF1B|654816	18.1818
lowly_expressed	lowly_expressed	NCF1C|654817	6.2084
NCF1|653361	39.0006	NCF1|653361	10.1996
NCF2|4688	257.7697	NCF2|4688	74.5011
NCF4|4689	62.7666	NCF4|4689	65.1885
NCK1|4690	530.1645	NCK1|4690	459.86699999999996
NCK2|8440	1013.4065	NCK2|8440	1365.4102
NCKAP1L|3071	277.27	NCKAP1L|3071	145.898
NCKAP1|10787	2758.0743	NCKAP1|10787	2575.6098
NCKAP5L|57701	121.8769	NCKAP5L|57701	598.2262
NCKAP5|344148	129.7989	NCKAP5|344148	249.2239
NCKIPSD|51517	523.4613	NCKIPSD|51517	661.6408
NCLN|56926	1509.4455	NCLN|56926	1435.4767
NCL|4691	13360.7556	NCL|4691	16813.3038
NCOA1|8648	1917.1237	NCOA1|8648	1335.6984
NCOA2|10499	393.05300000000005	NCOA2|10499	389.8004
NCOA3|8202	1166.9714	NCOA3|8202	714.4124
NCOA4|8031	7238.8787	NCOA4|8031	4231.0421
NCOA5|57727	1218.769	NCOA5|57727	1204.878
NCOA6|23054	2675.198	NCOA6|23054	1290.4656
NCOA7|135112	403.4126	NCOA7|135112	920.1774
NCOR1|9611	1732.4802	NCOR1|9611	3067.8492
NCOR2|9612	1677.6356	NCOR2|9612	3568.9579
NCRNA00081|92482	125.1066	NCRNA00081|92482	104.84700000000001
NCRNA00085|147650	98.1109	NCRNA00085|147650	47.8936
NCRNA00086|399668	78.0012	NCRNA00086|399668	231.4856
NCRNA00087|644596	212.6752	NCRNA00087|644596	102.8825
lowly_expressed	lowly_expressed	NCRNA00092|100188953	23.9468
lowly_expressed	lowly_expressed	NCRNA00093|100188954	34.4922
NCRNA00094|266655	481.4564	NCRNA00094|266655	762.4701
NCRNA00095|283932	46.9226	NCRNA00095|283932	35.4767
NCRNA00105|80161	51.7977	NCRNA00105|80161	23.0776
NCRNA00107|283981	42.6569	NCRNA00107|283981	18.1818
lowly_expressed	lowly_expressed	NCRNA00110|642976	13.3038
NCRNA00115|79854	17.0628	NCRNA00115|79854	9.7561
NCRNA00116|205251	212.0658	NCRNA00116|205251	234.5898
NCRNA00120|55389	14.6252	NCRNA00120|55389	21.7295
NCRNA00152|112597	67.6417	NCRNA00152|112597	157.4279
lowly_expressed	lowly_expressed	NCRNA00160|54064	15.0776
NCRNA00171|80862	11.1883	NCRNA00171|80862	21.4058
lowly_expressed	lowly_expressed	NCRNA00173|100287569	15.0776
NCRNA00174|285908	130.4083	NCRNA00174|285908	151.66299999999998
NCRNA00176|284739	31.688000000000002	NCRNA00176|284739	5.765
NCRNA00181|503538	66.5996	NCRNA00181|503538	170.4568
NCRNA00182|100302692	24.9848	NCRNA00182|100302692	23.0599
NCRNA00183|554203	201.0969	NCRNA00183|554203	219.9557
NCRNA00188|125144	9257.1603	NCRNA00188|125144	15140.133
NCRNA00201|284702	625.5637	NCRNA00201|284702	655.9335
NCRNA00202|387644	35.9537	NCRNA00202|387644	6.2084
NCRNA00219|114915	282.145	NCRNA00219|114915	1147.2284
NCS1|23413	871.4199	NCS1|23413	315.7428
NCSTN|23385	6726.8434	NCSTN|23385	3159.7472
NDC80|10403	985.3748	NDC80|10403	22.6164
NDE1|54820	399.4942	NDE1|54820	388.9889
NDEL1|81565	828.1536	NDEL1|81565	896.2306
NDFIP1|80762	1926.8739	NDFIP1|80762	2691.796
NDFIP2|54602	688.6045	NDFIP2|54602	598.6696
NDNL2|56160	366.8495	NDNL2|56160	575.6098
NDN|4692	53.0165	NDN|4692	746.7849
NDOR1|27158	670.9324	NDOR1|27158	566.7406
NDP|4693	45.0945	NDP|4693	61.1973
NDRG1|10397	12694.6984	NDRG1|10397	4118.847
NDRG2|57447	475.9293	NDRG2|57447	5638.5809
NDRG3|57446	1625.8379	NDRG3|57446	1047.8936
NDRG4|65009	29.2505	NDRG4|65009	216.408
NDST1|3340	2660.5728	NDST1|3340	4489.5787
NDST2|8509	500.3047	NDST2|8509	488.2483
NDUFA10|4705	1992.6874	NDUFA10|4705	2634.5898
NDUFA11|126328	1701.4016	NDUFA11|126328	2346.3415
NDUFA12|55967	717.855	NDUFA12|55967	974.2794
NDUFA13|51079	2408.897	NDUFA13|51079	3468.7494
NDUFA1|4694	3907.9829	NDUFA1|4694	2928.6031
NDUFA2|4695	1390.0061	NDUFA2|4695	1026.1641
NDUFA3|4696	2810.4814	NDUFA3|4696	1170.7317
NDUFA4L2|56901	197.4406	NDUFA4L2|56901	247.8936
NDUFA4|4697	6127.9707	NDUFA4|4697	4382.7051
NDUFA5|4698	1319.3175	NDUFA5|4698	1064.3016
NDUFA6|4700	1157.8306	NDUFA6|4700	1470.9534
NDUFA7|4701	583.7904	NDUFA7|4701	772.0621
NDUFA8|4702	959.1712	NDUFA8|4702	1005.765
NDUFA9|4704	2135.8927	NDUFA9|4704	1524.612
NDUFAB1|4706	1734.9177	NDUFAB1|4706	1243.9024
NDUFAF1|51103	333.3333	NDUFAF1|51103	504.6563
NDUFAF2|91942	221.81599999999997	NDUFAF2|91942	234.5898
NDUFAF3|25915	1631.9317	NDUFAF3|25915	1011.9734
NDUFAF4|29078	485.0701	NDUFAF4|29078	232.81599999999997
NDUFB10|4716	1700.7922	NDUFB10|4716	2055.4324
NDUFB11|54539	4003.6563	NDUFB11|54539	1892.2395
NDUFB1|4707	1044.4851	NDUFB1|4707	1095.3437
NDUFB2|4708	2720.2742	NDUFB2|4708	1354.745
NDUFB3|4709	917.1237	NDUFB3|4709	855.4324
NDUFB4|4710	2963.4369	NDUFB4|4710	3184.9224
NDUFB5|4711	2147.4711	NDUFB5|4711	1723.7251
NDUFB6|4712	824.4973	NDUFB6|4712	711.7517
NDUFB7|4713	1104.2048	NDUFB7|4713	1916.6297
NDUFB8|4714	3711.2066	NDUFB8|4714	1789.0510000000002
NDUFB9|4715	4361.9927	NDUFB9|4715	3584.0355
NDUFC1|4717	769.0433	NDUFC1|4717	929.49
NDUFC2|4718	8311.3955	NDUFC2|4718	3750.7761
NDUFS1|4719	1309.5673	NDUFS1|4719	1056.3193
NDUFS2|4720	7630.713000000001	NDUFS2|4720	2909.9778
NDUFS3|4722	2372.8093	NDUFS3|4722	1780.7095
NDUFS4|4724	735.5271	NDUFS4|4724	1030.5987
NDUFS5|4725	5528.3364	NDUFS5|4725	3531.2639
NDUFS6|4726	794.028	NDUFS6|4726	1260.3104
NDUFS7|374291	852.8519	NDUFS7|374291	858.6075
NDUFS8|4728	1631.3224	NDUFS8|4728	1447.4501
NDUFV1|4723	3867.1542	NDUFV1|4723	3094.0133
NDUFV2|4729	3652.0414	NDUFV2|4729	2727.2727
NDUFV3|4731	1383.3029	NDUFV3|4731	790.2439
NEAT1|283131	6950.6399	NEAT1|283131	5477.1619
NEBL|10529	1206.5814	NEBL|10529	3042.5721
NEB|4703	75.5637	lowly_expressed	lowly_expressed
NECAB1|64168	8.5314	NECAB1|64168	78.9357
lowly_expressed	lowly_expressed	NECAB2|54550	5.765
NECAB3|63941	2699.5734	NECAB3|63941	411.0865
NECAP1|25977	769.6527	NECAP1|25977	757.8714
NECAP2|55707	1235.2224	NECAP2|55707	1478.0488
NEDD1|121441	259.5978	NEDD1|121441	320.1774
NEDD4L|23327	82.8763	NEDD4L|23327	2423.0599
NEDD4|4734	415.6002	NEDD4|4734	443.459
NEDD8|4738	1664.2291	NEDD8|4738	2106.8736
NEDD9|4739	1263.8635	NEDD9|4739	1555.6541
NEFH|4744	600.8531	NEFH|4744	217.7384
NEGR1|257194	9.7502	NEGR1|257194	74.9446
NEIL1|79661	40.2194	NEIL1|79661	159.6452
NEIL2|252969	459.4759	NEIL2|252969	550.7761
NEIL3|55247	108.4704	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NEK10|152110	91.3525
NEK11|79858	120.6581	NEK11|79858	370.7317
NEK1|4750	161.4869	NEK1|4750	322.3947
NEK2|4751	520.4144	NEK2|4751	29.7118
NEK3|4752	145.6429	NEK3|4752	169.8448
NEK4|6787	338.2084	NEK4|6787	381.3747
NEK5|341676	9.1408	NEK5|341676	16.408
NEK6|10783	536.2584	NEK6|10783	876.7184
NEK7|140609	1502.1328	NEK7|140609	698.0044
NEK8|284086	11.5783	NEK8|284086	77.1619
NEK9|91754	981.7185	NEK9|91754	2053.2151
NELF|26012	542.9616	NELF|26012	945.898
NELL2|4753	134.674	NELL2|4753	208.4257
NENF|29937	1106.0329	NENF|29937	1819.0687
NEO1|4756	1413.1627	NEO1|4756	2919.7339
NES|10763	685.5576	NES|10763	7065.1885
NET1|10276	5070.6886	NET1|10276	2382.2616
NETO2|81831	387.5686	NETO2|81831	822.1729
NEU1|4758	1531.9927	NEU1|4758	2389.8004
NEU3|10825	141.3772	NEU3|10825	76.2749
NEURL1B|54492	619.1347	NEURL1B|54492	653.2151
NEURL2|140825	25.8927	NEURL2|140825	32.1508
lowly_expressed	lowly_expressed	NEURL3|93082	35.0333
NEURL4|84461	349.2687	NEURL4|84461	448.8071
NEURL|9148	96.2828	NEURL|9148	252.7716
lowly_expressed	lowly_expressed	NEUROG2|63973	48.7805
NEXN|91624	33.5161	NEXN|91624	283.3703
NF1|4763	990.2498	NF1|4763	1500.6652
NF2|4771	973.7965	NF2|4771	1150.7761
NFAM1|150372	118.2206	NFAM1|150372	47.0067
NFASC|23114	291.3102	NFASC|23114	937.4368
NFAT5|10725	698.9639999999999	NFAT5|10725	1262.0843
NFATC1|4772	84.7044	NFATC1|4772	344.5676
NFATC2IP|84901	566.1182	NFATC2IP|84901	721.5078
NFATC2|4773	54.8446	NFATC2|4773	24.3902
NFATC3|4775	928.0926	NFATC3|4775	806.6519
NFATC4|4776	93.2358	NFATC4|4776	363.1929
NFE2L1|4779	4446.0695	NFE2L1|4779	8442.1286
NFE2L2|4780	1511.2736	NFE2L2|4780	2598.2262
NFE2L3|9603	7586.2279	NFE2L3|9603	207.5388
NFE2|4778	40.8288	NFE2|4778	15.0776
NFIA|4774	338.8178	NFIA|4774	1954.7672
NFIB|4781	6056.0634	NFIB|4781	6368.5144
NFIC|4782	440.585	NFIC|4782	1286.9180000000001
NFIL3|4783	1193.7843	NFIL3|4783	682.4834
NFIX|4784	821.4503	NFIX|4784	3352.9933
NFKB1|4790	809.872	NFKB1|4790	1379.6009
NFKB2|4791	1726.3863	NFKB2|4791	714.8559
NFKBIA|4792	2717.855	NFKBIA|4792	3331.7073
NFKBIB|4793	743.4491	NFKBIB|4793	400.0
NFKBID|84807	27.4223	NFKBID|84807	27.4945
NFKBIE|4794	457.6478	NFKBIE|4794	344.5676
NFKBIL1|4795	390.0061	NFKBIL1|4795	883.8137
NFKBIL2|4796	779.3541	NFKBIL2|4796	126.3858
NFKBIZ|64332	58.5009	NFKBIZ|64332	176.9401
NFRKB|4798	392.4436	NFRKB|4798	704.2129
NFS1|9054	970.1402	NFS1|9054	483.8137
NFU1|27247	643.5101	NFU1|27247	924.612
NFX1|4799	1046.9226	NFX1|4799	1122.3947
NFXL1|152518	240.0975	NFXL1|152518	146.4568
NFYA|4800	2335.1615	NFYA|4800	937.0288
NFYB|4801	684.3388	NFYB|4801	697.561
NFYC|4802	1860.6581	NFYC|4802	1297.2151
NGDN|25983	463.1322	NGDN|25983	561.4191
NGEF|25791	151.7367	NGEF|25791	26.1641
NGFRAP1|27018	2794.6374	NGFRAP1|27018	1826.1641
NGFR|4804	32.2974	NGFR|4804	2826.6075
NGF|4803	7.922000000000001	NGF|4803	11.9734
NGLY1|55768	560.0244	NGLY1|55768	723.7251
NGRN|51335	1853.7477	NGRN|51335	3110.2616
lowly_expressed	lowly_expressed	NHEDC1|150159	7.9823
NHEDC2|133308	157.2212	NHEDC2|133308	145.898
NHEJ1|79840	353.8452	NHEJ1|79840	271.3969
lowly_expressed	lowly_expressed	NHLH1|4807	7.5388
NHLRC1|378884	183.4247	NHLRC1|378884	111.7517
NHLRC2|374354	361.365	NHLRC2|374354	99.7783
NHLRC3|387921	174.28400000000002	NHLRC3|387921	371.1752
lowly_expressed	lowly_expressed	NHLRC4|283948	41.6851
NHP2L1|4809	3009.7502	NHP2L1|4809	3258.5366
NHP2|55651	2121.8769	NHP2|55651	2196.0089
NHSL1|57224	385.7404	NHSL1|57224	542.3503
NHSL2|340527	17.6722	NHSL2|340527	30.1552
NHS|4810	165.7526	NHS|4810	113.5255
NICN1|84276	214.7715	NICN1|84276	355.2106
NID1|4811	658.6837	NID1|4811	2077.9778
NID2|22795	496.6484	NID2|22795	242.1286
NIF3L1|60491	383.3029	NIF3L1|60491	527.2727
NINJ1|4814	1948.8117	NINJ1|4814	2700.6652
NINJ2|4815	36.5631	NINJ2|4815	30.1552
NINL|22981	405.8501	NINL|22981	242.1286
NIN|51199	875.0762	NIN|51199	736.1419
NIP7|51388	503.3516	NIP7|51388	646.5632
NIPA1|123606	128.5801	NIPA1|123606	207.0953
NIPA2|81614	1138.9397	NIPA2|81614	694.0133
NIPAL1|152519	106.0329	NIPAL1|152519	26.6075
NIPAL2|79815	326.6301	NIPAL2|79815	166.2971
NIPAL3|57185	686.1669999999999	NIPAL3|57185	1122.8381
lowly_expressed	lowly_expressed	NIPAL4|348938	10.1996
NIPBL|25836	1079.8294	NIPBL|25836	1506.4302
NIPSNAP1|8508	2319.3175	NIPSNAP1|8508	2410.643
NIPSNAP3A|25934	416.2096	NIPSNAP3A|25934	550.3326
NIPSNAP3B|55335	21.3285	NIPSNAP3B|55335	35.0333
NISCH|11188	867.1542	NISCH|11188	2604.4346
NIT1|4817	1731.2431	NIT1|4817	664.2927
NIT2|56954	2142.596	NIT2|56954	1088.6918
NKAIN1|79570	58.5009	NKAIN1|79570	31.0421
lowly_expressed	lowly_expressed	NKAIN2|154215	14.6341
NKAIN4|128414	6.7032	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NKAPL|222698	79.8226
NKAP|79576	638.0256	NKAP|79576	306.8736
NKD1|85407	28.6411	NKD1|85407	7.5388
NKD2|85409	17.6722	NKD2|85409	96.2306
NKG7|4818	19.5003	NKG7|4818	31.929000000000002
NKIRAS1|28512	243.1444	NKIRAS1|28512	262.9712
NKIRAS2|28511	1286.4107	NKIRAS2|28511	958.7583
NKPD1|284353	413.1627	NKPD1|284353	94.4568
NKRF|55922	702.0110000000001	NKRF|55922	298.0044
NKTR|4820	773.9183	NKTR|4820	1102.4389999999999
lowly_expressed	lowly_expressed	NKX2-5|1482	46.5632
lowly_expressed	lowly_expressed	NKX2-8|26257	13.3038
NKX3-1|4824	27.4223	NKX3-1|4824	117.9601
NLE1|54475	256.5509	NLE1|54475	523.2816
lowly_expressed	lowly_expressed	NLGN1|22871	8.8692
NLGN2|57555	304.6923	NLGN2|57555	787.1397
NLGN3|54413	6.0938	NLGN3|54413	53.6585
NLGN4X|57502	10.3595	NLGN4X|57502	152.5499
NLK|51701	196.8312	NLK|51701	283.3703
NLN|57486	549.6648	NLN|57486	424.3902
NLRC3|197358	40.2194	NLRC3|197358	78.4922
NLRC4|58484	22.5472	NLRC4|58484	13.7472
NLRC5|84166	132.8458	NLRC5|84166	137.9157
NLRP1|22861	65.2041	NLRP1|22861	148.1153
NLRP2|55655	10.3595	NLRP2|55655	100.6652
NLRP3|114548	7.922000000000001	NLRP3|114548	44.3459
lowly_expressed	lowly_expressed	NLRP5|126206	49.2239
lowly_expressed	lowly_expressed	NLRP8|126205	10.642999999999999
NLRX1|79671	554.5399	NLRX1|79671	513.5255
NMB|4828	316.88	NMB|4828	205.3215
NMD3|51068	853.1383	NMD3|51068	996.8958
NME1-NME2|654364	63.5588	NME1-NME2|654364	265.4368
NME1|4830	1843.9062	NME1|4830	1734.306
NME2P1|283458	134.674	NME2P1|283458	155.6541
NME2|4831	7172.3644	NME2|4831	11675.6452
NME3|4832	861.0603	NME3|4832	758.7583
NME4|4833	1951.2492	NME4|4833	1431.9289999999999
NME5|8382	5.4845	NME5|8382	146.3415
NME6|10201	265.0823	NME6|10201	134.3681
NME7|29922	436.3924	NME7|29922	289.0732
NMI|9111	333.9427	NMI|9111	324.612
NMNAT1|64802	219.9878	NMNAT1|64802	205.765
NMNAT2|23057	19.5003	NMNAT2|23057	129.49
NMNAT3|349565	305.3016	NMNAT3|349565	212.8603
NMRAL1|57407	1009.7502	NMRAL1|57407	1110.8647
NMT1|4836	2044.4851	NMT1|4836	3076.7184
NMT2|9397	478.9762	NMT2|9397	534.3681
lowly_expressed	lowly_expressed	NMUR1|10316	17.2949
NMU|10874	19.5003	lowly_expressed	lowly_expressed
NNAT|4826	7.3126	NNAT|4826	179.6009
NNMT|4837	400.3656	NNMT|4837	1737.0288
NNT|23530	657.5259	NNT|23530	606.6519
NOB1|28987	951.2492	NOB1|28987	2130.3769
NOC2L|26155	1548.2084	NOC2L|26155	2496.8559
NOC3L|64318	480.195	NOC3L|64318	317.9601
NOC4L|79050	313.2236	NOC4L|79050	367.6275
NOD1|10392	282.145	NOD1|10392	329.49
NOD2|64127	150.518	NOD2|64127	35.0333
NODAL|4838	19.5003	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NOG|9241	15.0776
NOL10|79954	2425.9598	NOL10|79954	683.8137
NOL11|25926	1106.0329	NOL11|25926	914.4124
NOL12|79159	229.738	NOL12|79159	295.7871
NOL3|8996	399.1469	NOL3|8996	642.1286
NOL4|8715	9.1408	lowly_expressed	lowly_expressed
NOL6|65083	1077.3918	NOL6|65083	1290.9091
NOL7|51406	1099.3297	NOL7|51406	666.5188
NOL8|55035	673.9793	NOL8|55035	777.8271
NOL9|79707	256.5509	NOL9|79707	103.7694
NOLC1|9221	5127.9707	NOLC1|9221	2441.6851
NOM1|64434	472.8824	NOM1|64434	250.1109
NOMO1|23420	2694.6984	NOMO1|23420	4517.9601
NOMO2|283820	563.0713	NOMO2|283820	1191.1308
NOMO3|408050	1038.3912	NOMO3|408050	1800.4435
NONO|4841	12893.9671	NONO|4841	8827.051
NOP10|55505	1325.4113	NOP10|55505	1188.9135
NOP14|8602	968.1353	NOP14|8602	992.1064
NOP16|51491	374.1621	NOP16|51491	330.8204
NOP2|4839	1780.0122	NOP2|4839	691.796
NOP56|10528	2314.4424	NOP56|10528	1921.0643
NOP58|51602	1915.9049	NOP58|51602	1333.9246
NOS1AP|9722	40.2194	NOS1AP|9722	188.4701
NOS2|4843	12.7971	NOS2|4843	8.4257
NOS3|4846	184.028	NOS3|4846	107.0953
NOSIP|51070	1247.4101	NOSIP|51070	1030.5987
NOSTRIN|115677	57.8915	NOSTRIN|115677	1050.5543
NOTCH1|4851	1808.6533	NOTCH1|4851	987.5831
NOTCH2NL|388677	2436.3254	NOTCH2NL|388677	546.5543
NOTCH2|4853	5150.518	NOTCH2|4853	4375.1663
NOTCH3|4854	4678.8544	NOTCH3|4854	3641.6851
NOTCH4|4855	290.6764	NOTCH4|4855	655.4324
NOVA1|4857	13.4065	NOVA1|4857	368.9579
NOVA2|4858	26.8129	NOVA2|4858	37.2506
NOV|4856	75.5637	NOV|4856	69.1796
NOX4|50507	52.4071	NOX4|50507	6.2084
NOX5|79400	5.4845	NOX5|79400	27.051
NOXA1|10811	24.9848	NOXA1|10811	124.1685
NOXO1|124056	7.922000000000001	lowly_expressed	lowly_expressed
NPAS1|4861	28.6411	NPAS1|4861	24.3902
NPAS2|4862	54.8446	NPAS2|4862	275.8315
NPAS3|64067	20.7191	NPAS3|64067	110.4213
lowly_expressed	lowly_expressed	NPAS4|266743	7.0953
NPAT|4863	725.7769999999999	NPAT|4863	251.8847
NPB|256933	6.0938	lowly_expressed	lowly_expressed
NPC1L1|29881	8.5314	NPC1L1|29881	32.816
NPC1|4864	2609.8111	NPC1|4864	1109.7916
NPC2|10577	4358.3181	NPC2|10577	4001.7738
NPDC1|56654	274.223	NPDC1|56654	2075.8315
NPEPL1|79716	577.0871	NPEPL1|79716	620.8426
NPEPPS|9520	1877.5137	NPEPPS|9520	2005.3215
lowly_expressed	lowly_expressed	NPFFR2|10886	8.8692
lowly_expressed	lowly_expressed	NPFF|8620	15.5211
NPHP1|4867	29.8598	NPHP1|4867	135.6984
NPHP3|27031	81.6575	NPHP3|27031	257.2062
NPHP4|261734	178.5497	NPHP4|261734	280.7095
NPIPL3|23117	380.2072	NPIPL3|23117	642.3149
NPIP|9284	306.4351	NPIP|9284	714.2395
NPLOC4|55666	2531.9927	NPLOC4|55666	1697.5610000000001
NPL|80896	432.0536	NPL|80896	85.1441
NPM1|4869	12019.5003	NPM1|4869	17656.3193
NPM2|10361	95.6734	NPM2|10361	41.2417
NPM3|10360	1353.443	NPM3|10360	633.2594
NPNT|255743	319.3175	NPNT|255743	436.3636
lowly_expressed	lowly_expressed	NPPC|4880	8.8692
NPR1|4881	78.6106	NPR1|4881	1129.9335
NPR2|4882	9.1408	NPR2|4882	247.8936
NPRL2|10641	449.7258	NPRL2|10641	575.1175
NPRL3|8131	766.6057	NPRL3|8131	1027.0510000000002
NPTN|27020	959.7806	NPTN|27020	2133.0377
lowly_expressed	lowly_expressed	NPTX1|4884	124.61200000000001
NPTX2|4885	46.9226	NPTX2|4885	8.4257
NPTXR|23467	374.7715	NPTXR|23467	608.8692
NPW|283869	10.3595	NPW|283869	10.642999999999999
NPY1R|4886	42.6569	NPY1R|4886	128.6031
lowly_expressed	lowly_expressed	NPY2R|4887	66.0754
lowly_expressed	lowly_expressed	NPY5R|4889	6.2084
NQO1|1728	888.4826	NQO1|1728	3039.0244
NQO2|4835	841.56	NQO2|4835	807.0953
lowly_expressed	lowly_expressed	NR0B1|190	12.8603
NR1D1|9572	122.2669	NR1D1|9572	623.8359
NR1D2|9975	228.5192	NR1D2|9975	1180.9313
NR1H2|7376	1363.8026	NR1H2|7376	1405.765
NR1H3|10062	1916.5143	NR1H3|10062	886.918
NR1I2|8856	6.0938	lowly_expressed	lowly_expressed
NR1I3|9970	37.6173	NR1I3|9970	5.662999999999999
NR2C1|7181	275.4418	NR2C1|7181	326.3858
NR2C2AP|126382	409.6892	NR2C2AP|126382	514.1508
NR2C2|7182	575.6429	NR2C2|7182	727.8271
NR2E1|7101	18.8909	lowly_expressed	lowly_expressed
NR2F1|7025	21.9378	NR2F1|7025	218.1818
NR2F2|7026	477.1481	NR2F2|7026	1150.7761
