gene_id	TCGA-BH-A1EU-01A-11R-A137-07	gene_id	TCGA-BH-A1EU-11A-23R-A137-07
P704P|641455	24.7755	P704P|641455	12.3001
PA2G4P4|647033	45.0088	PA2G4P4|647033	32.5953
PA2G4|5036	2348.9212	PA2G4|5036	2558.4256
PAAF1|80227	422.0089	PAAF1|80227	365.9287
PABPC1L|80336	178.1769	PABPC1L|80336	387.4539
PABPC1|26986	22033.034	PABPC1|26986	24581.7958
PABPC3|5042	245.4836	PABPC3|5042	246.0025
PABPC4L|132430	79.488	PABPC4L|132430	86.1009
PABPC4|8761	2149.8916	PABPC4|8761	2252.7675
PABPC5|140886	67.7196	PABPC5|140886	62.7306
PABPN1|8106	1344.3646	PABPN1|8106	2124.5203
PACRGL|133015	245.2772	PACRGL|133015	323.4932
lowly_expressed	lowly_expressed	PACRG|135138	23.9852
PACS1|55690	2414.3698	PACS1|55690	2443.4194
PACS2|23241	756.2713	PACS2|23241	965.5597
PACSIN1|29993	73.2941	PACSIN1|29993	8.6101
PACSIN2|11252	660.2663	PACSIN2|11252	1089.7909
PACSIN3|29763	159.5953	PACSIN3|29763	191.2669
PADI2|11240	227.7279	PADI2|11240	1198.032
PAF1|54623	847.3212	PAF1|54623	831.4883
PAFAH1B1|5048	4157.5307	PAFAH1B1|5048	5402.214
PAFAH1B2|5049	613.3994	PAFAH1B2|5049	623.6162
PAFAH1B3|5050	281.534	PAFAH1B3|5050	141.23
PAFAH2|5051	512.6458	PAFAH2|5051	534.4403
PAG1|55824	718.4887	PAG1|55824	222.6322
lowly_expressed	lowly_expressed	PAH|5053	12.3001
PAICS|10606	1535.047	PAICS|10606	2049.2005
PAIP1|10605	1600.289	PAIP1|10605	1137.1464
PAIP2B|400961	277.6918	PAIP2B|400961	495.695
PAIP2|51247	2290.6989	PAIP2|51247	1957.5646
PAK1IP1|55003	266.9557	PAK1IP1|55003	384.3788
PAK1|5058	1728.915	PAK1|5058	1097.786
PAK2|5062	4054.9190000000003	PAK2|5062	3086.7159
PAK3|5063	26.6336	PAK3|5063	178.3518
PAK4|10298	919.5829	PAK4|10298	669.1267
PAK6|56924	89.2103	PAK6|56924	228.1673
PAK7|57144	6.1939	PAK7|57144	54.1205
PALB2|79728	494.2707	PALB2|79728	349.3235
PALLD|23022	5667.8022	PALLD|23022	9994.4649
PALM2-AKAP2|445815	2041.0529999999999	PALM2-AKAP2|445815	3252.7122
PALM2|114299	34.7476	PALM2|114299	43.3272
PALM3|342979	64.6227	PALM3|342979	22.7552
PALMD|54873	1025.0852	PALMD|54873	1961.8696
PALM|5064	310.7257	PALM|5064	900.9839999999999
PAMR1|25891	225.2503	PAMR1|25891	2120.5412
PAM|5066	7686.7967	PAM|5066	6166.0517
PAN2|9924	1000.1032	PAN2|9924	990.1599
PAN3|255967	1797.6670000000001	PAN3|255967	1771.8327
PANK1|53354	331.9913	PANK1|53354	68.8807
PANK2|80025	671.2088	PANK2|80025	406.5191
PANK3|79646	1797.2541	PANK3|79646	1248.4625
PANK4|55229	205.43	PANK4|55229	279.2128
PANX1|24145	604.9344	PANX1|24145	406.5191
PANX2|56666	6.4003	PANX2|56666	33.8253
PAOX|196743	65.0356	PAOX|196743	70.7257
PAPD4|167153	1899.04	PAPD4|167153	1504.92
PAPD5|64282	487.4574	PAPD5|64282	501.845
PAPD7|11044	609.4766	PAPD7|11044	856.0886
PAPLN|89932	550.2219	PAPLN|89932	474.1697
PAPOLA|10914	4494.4771	PAPOLA|10914	4083.0258
PAPOLG|64895	598.1212	PAPOLG|64895	597.1709999999999
PAPPA2|60676	7.0197	PAPPA2|60676	32.5953
PAPPA|5069	164.34400000000002	PAPPA|5069	141.4514
PAPSS1|9061	1861.6703	PAPSS1|9061	2437.2694
PAPSS2|9060	619.5933	PAPSS2|9060	1146.3715
PAQR3|152559	311.5722	PAQR3|152559	675.9348
PAQR4|124222	630.99	PAQR4|124222	115.0062
PAQR5|54852	118.3029	PAQR5|54852	104.551
PAQR6|79957	129.0389	PAQR6|79957	22.7552
PAQR7|164091	299.3703	PAQR7|164091	421.2792
PAQR8|85315	311.1386	PAQR8|85315	209.7171
PAR-SN|347746	118.4164	PAR-SN|347746	228.44400000000002
PAR5|8123	80.9332	PAR5|8123	148.2165
PARD3B|117583	231.8571	PARD3B|117583	229.3973
PARD3|56288	507.4843	PARD3|56288	1129.7663
PARD6A|50855	60.4934	PARD6A|50855	32.5953
PARD6B|84612	1467.9467	PARD6B|84612	525.8303
PARD6G|84552	275.6271	PARD6G|84552	442.8044
PARG|8505	488.9027	PARG|8505	521.5252
PARK2|5071	70.1972	PARK2|5071	160.5166
PARK7|11315	2174.2542	PARK7|11315	2324.1082
PARL|55486	950.1394	PARL|55486	792.1279
PARM1|25849	728.3989	PARM1|25849	1002.46
PARN|5073	1567.4615	PARN|5073	991.3899
PARP10|84875	552.906	PARP10|84875	337.6384
PARP11|57097	506.039	PARP11|57097	440.3444
PARP12|64761	1125.6323	PARP12|64761	493.2349
PARP14|54625	4509.3424	PARP14|54625	2005.5351
PARP15|165631	152.1627	PARP15|165631	38.7454
PARP16|54956	338.3917	PARP16|54956	347.4785
PARP1|142	5306.0803	PARP1|142	2202.952
PARP2|10038	418.2926	PARP2|10038	476.0148
PARP3|10039	575.4103	PARP3|10039	539.9754
PARP4|143	2545.8862	PARP4|143	2779.2128
PARP6|56965	858.2637	PARP6|56965	931.7343
PARP8|79668	527.7176	PARP8|79668	407.7491
PARP9|83666	3063.5512	PARP9|83666	1246.107
PARS2|25973	122.0192	PARS2|25973	138.3764
PART1|25859	6.8133	PART1|25859	57.8106
PARVA|55742	2284.0921	PARVA|55742	3344.4034
PARVB|29780	336.5335	PARVB|29780	265.0677
PARVG|64098	409.8276	PARVG|64098	132.8413
PASK|23178	366.4705	PASK|23178	162.3616
PATL1|219988	1294.9314	PATL1|219988	1282.2878
PATL2|197135	26.0142	PATL2|197135	7.3801
PATZ1|23598	1234.8508	PATZ1|23598	1331.4883
PAWR|5074	453.1847	PAWR|5074	542.4354
PAX3|5077	8.465	PAX3|5077	10.4551
PAX5|5079	91.6692	PAX5|5079	8.6101
PAX6|5080	50.3768	PAX6|5080	50.4305
PAX8|7849	107.9798	PAX8|7849	78.7208
PAX9|5083	352.2246	PAX9|5083	39.3604
PAXIP1|22976	1039.1184	PAXIP1|22976	469.2251
PBK|55872	146.7947	lowly_expressed	lowly_expressed
PBLD|64081	134.6134	PBLD|64081	210.3321
PBRM1|55193	2600.8052	PBRM1|55193	2393.6039
PBX1|5087	7626.3033	PBX1|5087	4926.8143
PBX2|5089	938.1646	PBX2|5089	1115.6212
PBX3|5090	587.5916	PBX3|5090	586.1009
PBX4|80714	12.1813	PBX4|80714	12.3001
PBXIP1|57326	1984.3089	PBXIP1|57326	2001.23
PCBD1|5092	430.0609	PCBD1|5092	784.1328
PCBD2|84105	737.413	PCBD2|84105	395.449
PCBP1|5093	4720.7598	PCBP1|5093	5258.9176
PCBP2|5094	15014.7806	PCBP2|5094	10819.6679
PCBP3|54039	16.9299	PCBP3|54039	20.9102
PCBP4|57060	264.4782	PCBP4|57060	542.4354
PCCA|5095	339.7295	PCCA|5095	536.8389
PCCB|5096	1325.7582	PCCB|5096	1098.6962
PCDH10|57575	5.1616	PCDH10|57575	14.1451
PCDH11X|27328	5.367999999999999	PCDH11X|27328	22.7552
PCDH12|51294	367.0899	PCDH12|51294	306.2731
PCDH17|27253	109.2185	PCDH17|27253	38.1304
PCDH18|54510	1513.9878	PCDH18|54510	2508.6101
PCDH19|57526	109.8379	PCDH19|57526	225.7073
PCDH1|5097	2133.1682	PCDH1|5097	1618.0812
PCDH20|64881	157.5307	PCDH20|64881	26.4453
PCDH7|5099	530.1951	PCDH7|5099	669.1267
PCDH9|5101	102.4053	PCDH9|5101	108.8561
PCDHA11|56138	15.0841	PCDHA11|56138	80.7319
PCDHA12|56137	6.0184	PCDHA12|56137	53.3026
lowly_expressed	lowly_expressed	PCDHA13|56136	7.8721
PCDHA1|56147	5.8037	PCDHA1|56147	18.8622
lowly_expressed	lowly_expressed	PCDHA2|56146	15.3752
PCDHA3|56145	27.6432	PCDHA3|56145	107.0972
PCDHA4|56144	11.8385	PCDHA4|56144	37.7675
lowly_expressed	lowly_expressed	PCDHA5|56143	11.433
PCDHA6|56142	40.4811	PCDHA6|56142	145.2768
PCDHA7|56141	8.7395	PCDHA7|56141	32.0787
PCDHA8|56140	15.3257	PCDHA8|56140	5.5351
PCDHAC1|56135	11.6837	PCDHAC1|56135	17.4293
PCDHAC2|56134	39.0069	PCDHAC2|56134	23.69
PCDHB10|56126	186.0225	PCDHB10|56126	150.6765
PCDHB11|56125	45.8346	PCDHB11|56125	61.5006
PCDHB12|56124	126.1484	PCDHB12|56124	100.24600000000001
PCDHB13|56123	180.0351	PCDHB13|56123	117.4662
PCDHB14|56122	329.7202	PCDHB14|56122	230.6273
PCDHB15|56121	69.9907	PCDHB15|56121	61.5006
PCDHB16|57717	345.6178	PCDHB16|57717	469.2497
lowly_expressed	lowly_expressed	PCDHB17|54661	8.6101
PCDHB18|54660	23.9496	PCDHB18|54660	22.1402
PCDHB19P|84054	37.3697	PCDHB19P|84054	17.2202
PCDHB2|56133	359.6573	PCDHB2|56133	153.1365
PCDHB3|56132	55.7448	PCDHB3|56132	63.9606
PCDHB4|56131	160.2147	PCDHB4|56131	349.9385
PCDHB5|26167	31.1758	PCDHB5|26167	146.3715
PCDHB6|56130	48.7251	PCDHB6|56130	102.09100000000001
PCDHB7|56129	200.0619	PCDHB7|56129	191.2669
PCDHB8|56128	77.0104	PCDHB8|56128	57.8106
PCDHB9|56127	132.7552	PCDHB9|56127	127.3063
PCDHGA10|56106	101.3585	PCDHGA10|56106	166.3899
PCDHGA11|56105	26.3095	PCDHGA11|56105	77.2571
PCDHGA12|26025	110.1105	PCDHGA12|26025	108.5424
PCDHGA1|56114	33.6533	PCDHGA1|56114	14.1451
PCDHGA2|56113	58.6621	PCDHGA2|56113	257.6076
PCDHGA3|56112	14.6588	PCDHGA3|56112	91.0886
PCDHGA4|56111	68.2647	PCDHGA4|56111	63.9606
PCDHGA5|56110	42.1555	PCDHGA5|56110	130.0431
PCDHGA6|56109	41.9614	PCDHGA6|56109	111.7897
PCDHGA7|56108	14.4524	PCDHGA7|56108	52.8905
lowly_expressed	lowly_expressed	PCDHGA8|9708	14.7601
PCDHGA9|56107	79.8452	PCDHGA9|56107	169.3296
PCDHGB1|56104	56.4468	PCDHGB1|56104	47.9705
PCDHGB2|56103	166.293	PCDHGB2|56103	158.8007
PCDHGB3|56102	21.4721	PCDHGB3|56102	36.2854
PCDHGB4|8641	33.8598	PCDHGB4|8641	97.171
PCDHGB5|56101	264.5546	PCDHGB5|56101	352.2694
PCDHGB6|56100	193.5811	PCDHGB6|56100	74.4157
PCDHGB7|56099	231.5536	PCDHGB7|56099	575.9779
PCDHGC3|5098	1665.1306	PCDHGC3|5098	2437.294
PCDHGC4|56098	6.1939	PCDHGC4|56098	17.3616
PCDHGC5|56097	10.5296	PCDHGC5|56097	11.0701
PCDP1|200373	6.8133	lowly_expressed	lowly_expressed
PCF11|51585	3041.1892	PCF11|51585	1907.1341
PCGF1|84759	164.34400000000002	PCGF1|84759	192.4969
PCGF2|7703	465.5972	PCGF2|7703	633.6039
PCGF3|10336	1424.3832	PCGF3|10336	1950.1845
PCGF5|84333	2092.4951	PCGF5|84333	2972.9397
PCGF6|84108	196.3456	PCGF6|84108	162.3616
PCID2|55795	581.3977	PCID2|55795	800.123
PCIF1|63935	740.5802	PCIF1|63935	1031.3653
PCK1|5105	238.8768	PCK1|5105	567.0357
PCK2|5106	707.1333	PCK2|5106	466.7897
PCLO|27445	1612.6768	PCLO|27445	691.8819
PCM1|5108	8267.988000000001	PCM1|5108	4865.9287
PCMT1|5110	1338.082	PCMT1|5110	1495.08
PCMTD1|115294	2925.9833	PCMTD1|115294	2809.3481
PCMTD2|55251	1665.3247	PCMTD2|55251	1754.6125
PCNA|5111	1366.5738	PCNA|5111	952.0295
PCNP|57092	3198.9264	PCNP|57092	3675.8918
PCNT|5116	741.6125	PCNT|5116	617.4662
PCNXL2|80003	600.3923	PCNXL2|80003	509.2251
PCNXL3|399909	1126.4581	PCNXL3|399909	1097.786
PCNX|22990	3132.8585	PCNX|22990	3434.1943
PCOLCE2|26577	303.70599999999996	PCOLCE2|26577	1493.8499
PCOLCE|5118	1597.5637	PCOLCE|5118	1380.4551
PCOTH|542767	22.0977	PCOTH|542767	10.449000000000002
PCP2|126006	34.0663	PCP2|126006	14.1451
lowly_expressed	lowly_expressed	PCP4L1|654790	12.9151
lowly_expressed	lowly_expressed	PCP4|5121	28.9053
PCSK1|5122	21.6785	lowly_expressed	lowly_expressed
PCSK4|54760	41.9118	PCSK4|54760	27.0603
PCSK5|5125	229.99900000000002	PCSK5|5125	282.2878
PCSK6|5046	1544.3378	PCSK6|5046	562.1156
PCSK7|9159	514.8983	PCSK7|9159	523.0873
PCTP|58488	437.7	PCTP|58488	383.1488
PCYOX1L|78991	316.9196	PCYOX1L|78991	196.187
PCYOX1|51449	4072.6747	PCYOX1|51449	5397.294
PCYT1A|5130	539.6924	PCYT1A|5130	467.4047
PCYT1B|9468	10.1167	PCYT1B|9468	32.5953
PCYT2|5833	181.6868	PCYT2|5833	294.5879
PC|5091	641.2718	PC|5091	587.3309
PDAP1|11333	836.1722	PDAP1|11333	815.4982
PDCD10|11235	779.808	PDCD10|11235	692.4969
PDCD11|22984	1015.5879	PDCD11|22984	1095.941
PDCD1LG2|80380	183.7514	PDCD1LG2|80380	124.2312
PDCD1|5133	40.0537	PDCD1|5133	5.5351
PDCD2L|84306	80.7267	PDCD2L|84306	80.5658
PDCD2|5134	620.832	PDCD2|5134	825.3383
PDCD4|27250	8545.3721	PDCD4|27250	4553.7946
PDCD5|9141	432.7449	PDCD5|9141	579.3358
PDCD6IP|10015	5437.3903	PDCD6IP|10015	5349.3235
PDCD6|10016	1586.0432	PDCD6|10016	1115.0062
PDCD7|10081	500.2581	PDCD7|10081	608.2411
PDCL3|79031	261.3812	PDCL3|79031	279.8278
PDCL|5082	703.8299	PDCL|5082	610.0861
PDDC1|347862	808.5062	PDDC1|347862	952.6445
PDE10A|10846	180.8609	PDE10A|10846	162.3616
PDE11A|50940	119.9546	PDE11A|50940	212.7921
PDE12|201626	895.4269	PDE12|201626	728.1673
PDE1A|5136	292.1441	PDE1A|5136	177.1218
PDE1B|5153	216.7854	PDE1B|5153	108.2411
PDE1C|5137	36.3374	PDE1C|5137	338.8684
PDE2A|5138	530.1951	PDE2A|5138	1067.6507
PDE3A|5139	152.3692	PDE3A|5139	94.7109
PDE3B|5140	658.2017	PDE3B|5140	662.3616
PDE4A|5141	678.8479	PDE4A|5141	330.2583
PDE4B|5142	586.5593	PDE4B|5142	1993.2349
lowly_expressed	lowly_expressed	PDE4C|5143	9.8401
PDE4DIP|9659	3045.7314	PDE4DIP|9659	1963.7146
PDE4D|5144	222.8017	PDE4D|5144	205.3936
PDE5A|8654	660.7804	PDE5A|8654	1729.3296
PDE6B|5158	149.8916	PDE6B|5158	65.8057
PDE6D|5147	302.6737	PDE6D|5147	220.1722
PDE6G|5148	37.7826	lowly_expressed	lowly_expressed
PDE7A|5150	1030.4532	PDE7A|5150	844.4034
PDE7B|27115	225.8697	PDE7B|27115	172.8167
PDE8A|5151	764.1169	PDE8A|5151	704.797
PDE8B|8622	164.7569	PDE8B|8622	231.8573
PDE9A|5152	83.2043	lowly_expressed	lowly_expressed
PDF|64146	75.2287	PDF|64146	76.9557
PDGFA|5154	180.44799999999998	PDGFA|5154	767.5277
PDGFB|5155	588.0045	PDGFB|5155	676.5068
PDGFC|56034	722.8244	PDGFC|56034	996.31
PDGFD|80310	1328.3782	PDGFD|80310	2657.4416
PDGFRA|5156	3181.7797	PDGFRA|5156	6296.1808
PDGFRB|5159	5385.3618	PDGFRB|5159	3719.5572
PDGFRL|5157	959.0172	PDGFRL|5157	1553.5055
PDHA1|5160	927.7196	PDHA1|5160	1235.5535
PDHB|5162	1660.576	PDHB|5162	1100.861
PDHX|8050	634.4296	PDHX|8050	603.6285
PDIA3P|171423	2718.0758	PDIA3P|171423	1638.3764
PDIA3|2923	10714.8632	PDIA3|2923	6433.4686
PDIA4|9601	2367.5028	PDIA4|9601	2038.1304
PDIA5|10954	409.6211	PDIA5|10954	295.203
PDIA6|10130	3680.0785	PDIA6|10130	3529.1082
PDIK1L|149420	715.5982	PDIK1L|149420	638.9914
PDK1|5163	569.01	PDK1|5163	328.4133
PDK2|5164	531.6403	PDK2|5164	787.8229
PDK3|5165	472.3857	PDK3|5165	272.4477
PDK4|5166	4596.6759999999995	PDK4|5166	5261.3776
PDLIM1|9124	2226.6956	PDLIM1|9124	5182.0418
PDLIM2|64236	405.2854	PDLIM2|64236	297.048
PDLIM3|27295	268.8139	PDLIM3|27295	4995.695
PDLIM4|8572	225.6633	PDLIM4|8572	811.8081
PDLIM5|10611	3582.3268	PDLIM5|10611	6811.8081
PDLIM7|9260	410.44699999999995	PDLIM7|9260	655.5966
PDP1|54704	1441.1066	PDP1|54704	1429.8893
PDP2|57546	253.3292	PDP2|57546	258.3026
PDPK1|5170	2356.261	PDPK1|5170	1877.6076
PDPN|10630	321.6682	PDPN|10630	556.5806
PDPR|55066	2028.4051	PDPR|55066	2850.0431
PDRG1|81572	512.6458	PDRG1|81572	287.2079
PDS5A|23244	3788.7891	PDS5A|23244	3587.3309
PDS5B|23047	1717.1467	PDS5B|23047	1437.2694
PDSS1|23590	53.0484	PDSS1|23590	73.3087
PDSS2|57107	351.1923	PDSS2|57107	340.0984
PDXDC1|23042	4934.4482	PDXDC1|23042	2913.2841
PDXDC2|283970	334.2624	PDXDC2|283970	476.6298
PDXK|8566	1923.8154	PDXK|8566	2474.7847
PDXP|57026	148.1842	PDXP|57026	176.5068
PDZD11|51248	683.1836	PDZD11|51248	429.8893
PDZD2|23037	1550.7381	PDZD2|23037	1995.695
PDZD4|57595	24.3625	PDZD4|57595	111.9311
lowly_expressed	lowly_expressed	PDZD7|79955	6.7651
PDZD8|118987	471.5598	PDZD8|118987	758.3026
PDZK1IP1|10158	267.1622	PDZK1IP1|10158	373.9237
PDZK1P1|728939	210.5915	PDZK1P1|728939	71.9557
PDZK1|5174	4788.6859	PDZK1|5174	500.0
PDZRN3|23024	706.9268	PDZRN3|23024	856.0886
PDZRN4|29951	29.5241	PDZRN4|29951	55.9656
PEA15|8682	6454.6299	PEA15|8682	5153.1365
PEAR1|375033	444.7197	PEAR1|375033	515.3752
PEBP1|5037	5375.2452	PEBP1|5037	6005.5351
PEBP4|157310	131.5165	PEBP4|157310	6.7651
PECAM1|5175	2063.3839	PECAM1|5175	2033.8253
PECI|10455	888.3906	PECI|10455	1063.9606
PECR|55825	291.1345	PECR|55825	226.9373
PEF1|553115	998.2451	PEF1|553115	1333.3333
PEG10|23089	597.7083	PEG10|23089	6593.4809
PEG3|5178	222.8285	PEG3|5178	682.1833
PELI1|57162	905.337	PELI1|57162	1699.2620000000002
PELI2|57161	280.3758	PELI2|57161	559.6556
PELI3|246330	137.0909	PELI3|246330	233.0873
PELO|53918	500.1012	PELO|53918	400.98400000000004
PELP1|27043	649.3238	PELP1|27043	936.0394
PEMT|10400	329.1009	PEMT|10400	338.2534
lowly_expressed	lowly_expressed	PENK|5179	31.9742
PEPD|5184	667.4925	PEPD|5184	892.3739
PER1|5187	581.6042	PER1|5187	1787.8229
PER2|8864	886.7554	PER2|8864	2410.2091
PER3|8863	1602.3537	PER3|8863	2496.925
PERP|64065	2805.4093	PERP|64065	9733.0873
PES1|23481	597.5018	PES1|23481	803.813
PET112L|5188	195.1068	PET112L|5188	258.3026
PEX10|5192	220.6689	PEX10|5192	253.567
PEX11A|8800	681.9449	PEX11A|8800	502.46
PEX11B|8799	1025.911	PEX11B|8799	835.7934
PEX11G|92960	46.45399999999999	PEX11G|92960	16.6052
PEX12|5193	318.9842	PEX12|5193	354.8585
PEX13|5194	895.2204	PEX13|5194	862.8536
PEX14|5195	169.5055	PEX14|5195	286.5929
PEX16|9409	206.4623	PEX16|9409	199.262
PEX19|5824	3097.4089	PEX19|5824	2413.1611
PEX1|5189	847.5276	PEX1|5189	721.4022
PEX26|55670	445.0976	PEX26|55670	498.3518
PEX2|5828	1230.1022	PEX2|5828	1123.0012
PEX3|8504	365.6447	PEX3|8504	460.0246
PEX5L|51555	1025.911	lowly_expressed	lowly_expressed
PEX5|5830	974.7084	PEX5|5830	910.2091
PEX6|5190	318.7777	PEX6|5190	592.2509
PEX7|5191	158.3566	PEX7|5191	166.6667
PFAS|5198	363.5801	PFAS|5198	399.754
PFDN1|5201	1204.5009	PFDN1|5201	1018.4502
PFDN2|5202	328.0685	PFDN2|5202	234.9323
PFDN4|5203	246.10299999999998	PFDN4|5203	291.5129
PFDN5|5204	5301.5381	PFDN5|5204	4206.0271
PFDN6|10471	174.6671	PFDN6|10471	182.6568
PFKFB1|5207	61.5258	PFKFB1|5207	78.1058
PFKFB2|5208	559.3104	PFKFB2|5208	422.5092
PFKFB3|5209	4387.1168	PFKFB3|5209	2765.0677
PFKFB4|5210	195.9327	PFKFB4|5210	99.016
PFKL|5211	1243.1093	PFKL|5211	1378.2288
PFKM|5213	796.9444	PFKM|5213	793.3579
PFKP|5214	359.0379	PFKP|5214	732.4723
PFN1|5216	5007.3294	PFN1|5216	4582.4108
PFN2|5217	1790.0279	PFN2|5217	1579.9508
PFN4|375189	10.3231	PFN4|375189	11.0701
PGAM1|5223	2044.1829	PGAM1|5223	2080.5658
PGAM2|5224	26.2207	PGAM2|5224	28.2903
PGAM4|441531	42.1183	PGAM4|441531	37.5154
PGAM5|192111	263.9331	PGAM5|192111	280.449
PGAP1|80055	839.8885	PGAP1|80055	918.2042
PGAP2|27315	563.0226	PGAP2|27315	533.2103
PGAP3|93210	416.6409	PGAP3|93210	572.5707
PGBD1|84547	127.1808	PGBD1|84547	143.9114
PGBD2|267002	290.4924	PGBD2|267002	197.417
PGBD3|267004	131.0705	PGBD3|267004	110.1169
PGBD4|161779	63.1775	PGBD4|161779	43.0504
PGBD5|79605	73.707	PGBD5|79605	28.2903
PGCP|10404	881.5939	PGCP|10404	1205.4121
PGD|5226	1504.4906	PGD|5226	1600.861
PGF|5228	96.4179	PGF|5228	106.3961
PGGT1B|5229	957.7785	PGGT1B|5229	568.8807
PGK1|5230	7251.7807	PGK1|5230	4886.2239
PGLS|25796	394.5494	PGLS|25796	451.4145
PGLYRP2|114770	89.1917	PGLYRP2|114770	10.4551
PGM1|5236	1041.3957	PGM1|5236	1583.6408
PGM2L1|283209	609.0637	PGM2L1|283209	402.214
PGM2|55276	639.0007	PGM2|55276	618.0812
PGM3|5238	540.2127	PGM3|5238	414.7171
lowly_expressed	lowly_expressed	PGM5P2|595135	6.7651
PGM5|5239	277.4853	PGM5|5239	881.9188
PGPEP1|54858	862.5994	PGPEP1|54858	962.4846
PGP|283871	201.9201	PGP|283871	155.5966
PGRMC1|10857	2817.1777	PGRMC1|10857	3765.6827
PGRMC2|10424	1630.2261	PGRMC2|10424	2230.0123
PGR|5241	15277.0393	PGR|5241	1990.7688
PGS1|9489	394.7559	PGS1|9489	445.8795
PHACTR1|221692	85.4754	PHACTR1|221692	22.2571
PHACTR2|9749	1392.588	PHACTR2|9749	1151.2915
PHACTR4|65979	1131.0003	PHACTR4|65979	1490.7749
PHAX|51808	817.5906	PHAX|51808	639.6064
PHB2|11331	2162.8987	PHB2|11331	2417.5892
PHB|5245	1064.1065	PHB|5245	1525.2153
PHC1|1911	550.257	PHC1|1911	750.7442
PHC2|1912	1493.7545	PHC2|1912	1667.8967
PHC3|80012	3258.8005	PHC3|80012	2653.1365
PHEX|5251	18.5816	PHEX|5251	23.3702
PHF10|55274	2283.2270000000003	PHF10|55274	2646.6913
PHF11|51131	603.9021	PHF11|51131	642.0664
PHF12|57649	1205.3267	PHF12|57649	1421.2792
PHF13|148479	571.694	PHF13|148479	783.5178
PHF14|9678	1044.2862	PHF14|9678	846.8635
PHF15|23338	3081.0364	PHF15|23338	1616.8512
PHF16|9767	801.0736	PHF16|9767	638.3764
PHF17|79960	824.4038	PHF17|79960	1642.6814
PHF19|26147	333.2301	PHF19|26147	415.7442
PHF1|5252	752.555	PHF1|5252	1359.1636
PHF20L1|51105	1881.9036	PHF20L1|51105	1375.7688
PHF20|51230	1830.4945	PHF20|51230	1729.3973
PHF21A|51317	1055.848	PHF21A|51317	1016.6052
lowly_expressed	lowly_expressed	PHF21B|112885	9.8401
PHF23|79142	524.6206	PHF23|79142	536.2854
PHF2|5253	1691.1324	PHF2|5253	1606.3961
PHF3|23469	4284.505	PHF3|23469	3548.5855
PHF5A|84844	322.2876	PHF5A|84844	402.829
PHF6|84295	1459.4818	PHF6|84295	763.8376
PHF7|51533	87.54	PHF7|51533	91.6359
PHF8|23133	1684.3192	PHF8|23133	1160.5166
PHGDH|26227	715.3918	PHGDH|26227	882.5338
PHIP|55023	2965.368	PHIP|55023	3560.5966
PHKA1|5255	730.8764	PHKA1|5255	544.8954
PHKA2|5256	831.2068	PHKA2|5256	856.2977
PHKB|5257	2004.3357	PHKB|5257	2419.4342
PHKG1|5260	13.0071	PHKG1|5260	25.8303
PHKG2|5261	393.7235	PHKG2|5261	290.2829
PHLDA1|22822	1416.5376	PHLDA1|22822	1670.9717
PHLDA2|7262	73.707	PHLDA2|7262	32.5953
PHLDA3|23612	455.6622	PHLDA3|23612	709.1021
PHLDB1|23187	1596.7792	PHLDB1|23187	2643.2964
PHLDB2|90102	1318.2616	PHLDB2|90102	1432.3493
PHLDB3|653583	120.9869	PHLDB3|653583	71.3407
PHLPP1|23239	688.5517	PHLPP1|23239	691.8819
PHLPP2|23035	695.3505	PHLPP2|23035	670.6089
PHOSPHO2|493911	251.2646	PHOSPHO2|493911	116.5621
PHPT1|29085	418.9119	PHPT1|29085	365.3137
PHRF1|57661	643.5429	PHRF1|57661	623.6162
PHTF1|10745	486.4251	PHTF1|10745	196.80200000000002
PHTF2|57157	975.1213	PHTF2|57157	600.246
PHYHD1|254295	456.6925	PHYHD1|254295	569.4957
PHYHIPL|84457	9.4477	PHYHIPL|84457	30.2829
PHYHIP|9796	40.0537	PHYHIP|9796	311.1931
PHYH|5264	572.1069	PHYH|5264	692.4969
PI15|51050	1271.1882	PI15|51050	8998.155
PI16|221476	710.6431	PI16|221476	2840.7134
lowly_expressed	lowly_expressed	PI3|5266	43.0504
PI4K2A|55361	1056.8225	PI4K2A|55361	918.5855
PI4K2B|55300	763.0845	PI4K2B|55300	581.7958
PI4KAP1|728233	282.8533	PI4KAP1|728233	553.5055
PI4KAP2|375133	64.8292	PI4KAP2|375133	116.2362
PI4KA|5297	1994.632	PI4KA|5297	1980.9348
PI4KB|5298	2045.8346	PI4KB|5298	1806.8881
PIAS1|8554	773.2012	PIAS1|8554	722.0172
PIAS2|9063	348.9212	PIAS2|9063	284.1328
PIAS3|10401	2132.1359	PIAS3|10401	1483.3948
PIAS4|51588	207.4946	PIAS4|51588	159.2866
PIBF1|10464	421.596	PIBF1|10464	493.2349
PICALM|8301	5455.1461	PICALM|8301	5688.1919
PICK1|9463	118.3029	PICK1|9463	207.8721
PID1|55022	264.2717	PID1|55022	640.2214
PIF1|80119	13.0071	lowly_expressed	lowly_expressed
PIGA|5277	334.056	PIGA|5277	265.0677
PIGB|9488	393.8495	PIGB|9488	314.9569
PIGC|5279	806.0287	PIGC|5279	659.9016
PIGF|5281	219.0069	PIGF|5281	285.6519
PIGG|54872	814.3512	PIGG|54872	836.8635
PIGH|5283	423.7122	PIGH|5283	397.1648
PIGK|10026	1369.6707	PIGK|10026	1397.9089999999999
