gene_id	TCGA-E9-A1NA-01A-11R-A144-07	gene_id	TCGA-E9-A1NA-11A-33R-A144-07
ILF2|3608	9529.0662	ILF2|3608	2866.4045
ILF3|3609	6280.4576	ILF3|3609	5239.4744
ILKAP|80895	240.2597	ILKAP|80895	348.7101
ILK|3611	1688.0025	ILK|3611	3150.6665
ILVBL|10994	3009.8949	ILVBL|10994	1033.8544
IMMP1L|196294	37.8819	IMMP1L|196294	44.1776
IMMP2L|83943	205.6277	IMMP2L|83943	133.1159
IMMT|10989	1962.8942	IMMT|10989	1681.0204
IMP3|55272	956.0915	IMP3|55272	927.5918
IMP4|92856	2368.2746	IMP4|92856	683.9935
IMPA1|3612	269.3259	IMPA1|3612	218.2795
IMPA2|3613	622.7582	IMPA2|3613	433.1064
IMPACT|55364	1037.415	IMPACT|55364	970.9408
IMPAD1|54928	2748.2993	IMPAD1|54928	3821.617
IMPDH1|3614	1295.9184	IMPDH1|3614	1527.9563
IMPDH2|3615	6912.8015	IMPDH2|3615	3584.5401
INADL|10207	1548.8559	INADL|10207	1391.7714
INCA1|388324	9.5857	INCA1|388324	22.2499
INCENP|3619	398.2684	INCENP|3619	295.0034
INE1|8552	15.1515	INE1|8552	20.7155
INE2|8551	13.3488	INE2|8551	35.1511
INF2|64423	2043.29	INF2|64423	3218.5672
ING1|3621	648.1602	ING1|3621	274.2917
ING2|3622	213.9765	ING2|3622	128.8961
ING3|54556	258.5034	ING3|54556	257.7923
ING4|51147	401.3605	ING4|51147	692.4331
ING5|84289	212.4304	ING5|84289	494.4855
INHA|3623	22.2635	lowly_expressed	lowly_expressed
INHBA|3624	707.7922	INHBA|3624	30.3059
INHBB|3625	470.6246	INHBB|3625	2116.4285
INMT|11185	12.6778	INMT|11185	789.1052
INO80B|83444	430.4855	INO80B|83444	199.4629
INO80C|125476	242.115	INO80C|125476	149.9952
INO80D|54891	524.6691	INO80D|54891	597.495
INO80E|283899	502.9654	INO80E|283899	482.8004
INO80|54617	778.2931	INO80|54617	1138.9661
INPP1|3628	261.5955	INPP1|3628	405.8694
INPP4A|3631	867.0377	INPP4A|3631	649.0841
INPP4B|8821	1880.3339999999998	INPP4B|8821	325.3093
INPP5A|3632	511.4409	INPP5A|3632	651.3858
INPP5B|3633	312.9252	INPP5B|3633	583.1016
INPP5D|3635	482.684	INPP5D|3635	771.4587
INPP5E|56623	283.5498	INPP5E|56623	287.7146
INPP5F|22876	602.9685	INPP5F|22876	520.188
INPP5J|27124	320.0371	INPP5J|27124	382.4686
INPP5K|51763	478.355	INPP5K|51763	1564.7837
INPPL1|3636	3454.8547	INPPL1|3636	1842.5242
lowly_expressed	lowly_expressed	INS-IGF2|723961	5.9576
INSIG1|3638	619.0476	INSIG1|3638	929.5099
INSIG2|51141	329.3135	INSIG2|51141	538.6017
INSM1|3642	17.316	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	INSRR|3645	5.7543
INSR|3643	4185.5288	INSR|3643	1989.4505
INTS10|55174	932.9004	INTS10|55174	1311.9785
INTS12|57117	941.8677	INTS12|57117	397.0461
INTS1|26173	2348.1756	INTS1|26173	2691.8577
INTS2|57508	1955.4731	INTS2|57508	377.8652
INTS3|65123	2757.5758	INTS3|65123	2104.1527
INTS4L1|285905	15.4607	INTS4L1|285905	44.1162
INTS4L2|644619	16.3884	INTS4L2|644619	14.5775
INTS4|92105	669.5702	INTS4|92105	414.0827
INTS5|80789	849.1033	INTS5|80789	710.8468
INTS6|26512	606.9882	INTS6|26512	640.6445
INTS7|25896	2785.0959	INTS7|25896	384.7703
INTS8|55656	713.3086	INTS8|55656	519.3095
INTS9|55756	302.7211	INTS9|55756	392.8263
INTU|27152	159.5547	INTU|27152	141.5556
INVS|27130	169.4496	INVS|27130	299.6068
IP6K1|9807	1294.6815	IP6K1|9807	1681.404
IP6K2|51447	844.7743	IP6K2|51447	1314.6639
IPCEF1|26034	21.9542	IPCEF1|26034	55.6248
IPMK|253430	56.8955	IPMK|253430	72.5041
IPO11|51194	529.4465	IPO11|51194	660.8536
IPO13|9670	740.8782	IPO13|9670	918.0013
IPO4|79711	2916.1534	IPO4|79711	1229.5579
IPO5|3843	4697.2789	IPO5|3843	4206.7709
IPO7|10527	3961.039	IPO7|10527	3812.0265
IPO8|10526	920.5318	IPO8|10526	1435.8876
IPO9|55705	3694.8052	IPO9|55705	1865.5414
IPPK|64768	350.5628	IPPK|64768	270.4249
IPP|3652	242.7335	IPP|3652	318.4041
IPW|3653	88.1911	IPW|3653	302.8023
IQCA1|79781	45.1453	IQCA1|79781	108.9479
IQCB1|9657	556.2771	IQCB1|9657	347.9428
IQCC|55721	154.9165	IQCC|55721	79.0256
IQCD|115811	38.0334	IQCD|115811	13.8103
IQCE|23288	1569.2641	IQCE|23288	851.2516
IQCG|84223	165.739	IQCG|84223	313.0335
IQCH|64799	57.6129	IQCH|64799	31.4568
IQCK|124152	367.6562	IQCK|124152	297.6887
IQGAP1|8826	6728.5096	IQGAP1|8826	9791.5028
IQGAP2|10788	325.603	lowly_expressed	lowly_expressed
IQGAP3|128239	611.3173	IQGAP3|128239	39.5128
IQSEC1|9922	1917.1305	IQSEC1|9922	2920.1112
IQSEC2|23096	685.5288	IQSEC2|23096	435.4081
IQSEC3|440073	6.1843	IQSEC3|440073	108.1807
IRAK1BP1|134728	32.1027	IRAK1BP1|134728	40.4412
IRAK1|3654	3872.2944	IRAK1|3654	2992.9989
IRAK2|3656	47.0006	IRAK2|3656	152.6805
IRAK3|11213	79.4682	IRAK3|11213	732.3295
IRAK4|51135	423.9332	IRAK4|51135	531.3129
IREB2|3658	1294.0631	IREB2|3658	1425.5299
IRF1|3659	1190.3649	IRF1|3659	905.6066
IRF2BP1|26145	406.9264	IRF2BP1|26145	568.1404
IRF2BP2|359948	2835.1886	IRF2BP2|359948	3305.6488
IRF2|3660	929.8083	IRF2|3660	819.4111
IRF3|3661	731.0359	IRF3|3661	769.8897
IRF4|3662	27.5201	IRF4|3662	148.0771
IRF5|3663	634.5083	IRF5|3663	290.3999
IRF6|3664	2432.5912	IRF6|3664	943.3202
IRF7|3665	1254.1744	IRF7|3665	208.3054
IRF8|3394	444.9598	IRF8|3394	430.8046
IRF9|10379	1721.6079	IRF9|10379	834.0424
IRGQ|126298	653.6797	IRGQ|126298	601.8989
IRS1|3667	7563.0798	IRS1|3667	1817.2053
IRS2|8660	639.4558	IRS2|8660	1934.2093
lowly_expressed	lowly_expressed	IRX1|79192	405.1021
IRX2|153572	19.1713	IRX2|153572	835.5232
IRX3|79191	544.5269	IRX3|79191	883.8592
IRX4|50805	167.5943	IRX4|50805	69.4351
IRX5|10265	1078.5405	IRX5|10265	427.7357
IRX6|79190	75.7576	IRX6|79190	414.309
ISCA1P1|389293	64.9351	ISCA1P1|389293	73.2713
ISCA1|81689	689.2393	ISCA1|81689	902.6566
ISCA2|122961	282.6221	ISCA2|122961	262.0121
ISCU|23479	1202.2263	ISCU|23479	1652.6326
ISG15|9636	2329.6228	ISG15|9636	181.8356
ISG20L2|81875	1482.9932	ISG20L2|81875	603.817
ISG20|3669	845.7019	ISG20|3669	128.1289
ISLR2|57611	14.5331	ISLR2|57611	52.1722
ISLR|3671	4176.8707	ISLR|3671	3718.0397
ISM1|140862	294.0631	ISM1|140862	818.2603
ISOC1|51015	605.133	ISOC1|51015	507.1449
ISOC2|79763	1162.0284	ISOC2|79763	571.5930000000001
ISPD|729920	30.9215	ISPD|729920	60.6119
ISY1|57461	658.9363	ISY1|57461	647.1659999999999
ISYNA1|51477	3823.7477	ISYNA1|51477	532.4638
ITCH|83737	1197.8973	ITCH|83737	1480.7711
ITFG1|81533	1155.8442	ITFG1|81533	911.8634
ITFG2|55846	484.2301	ITFG2|55846	481.82599999999996
ITFG3|83986	2290.3649	ITFG3|83986	2421.0492
ITGA10|8515	20.4082	ITGA10|8515	82.4782
ITGA11|22801	4226.9635	ITGA11|22801	387.4556
ITGA1|3672	731.7223	ITGA1|3672	2042.0447
lowly_expressed	lowly_expressed	ITGA2B|3674	5.3707
ITGA2|3673	5163.8837	ITGA2|3673	1115.9489999999998
ITGA3|3675	4634.1991	ITGA3|3675	2508.4876
ITGA4|3676	284.3321	ITGA4|3676	348.6832
ITGA5|3678	2927.953	ITGA5|3678	2701.4482
ITGA6|3655	2427.3346	ITGA6|3655	3836.5781
ITGA7|3679	45.7638	ITGA7|3679	6909.3699
ITGA8|8516	14.8423	ITGA8|8516	101.6592
ITGA9|3680	27.5201	ITGA9|3680	484.895
ITGAD|3681	23.1911	lowly_expressed	lowly_expressed
ITGAE|3682	177.18	ITGAE|3682	318.4041
ITGAL|3683	233.7662	ITGAL|3683	369.8091
ITGAM|3684	592.1459	ITGAM|3684	632.5885
ITGAV|3685	5429.1899	ITGAV|3685	3935.5519
ITGAX|3687	885.8998	ITGAX|3687	184.521
ITGB1BP1|9270	923.3148	ITGB1BP1|9270	2938.1414
ITGB1|3688	12870.7483	ITGB1|3688	26981.4904
ITGB2|3689	2787.2109	ITGB2|3689	2038.1701
ITGB3BP|23421	113.4818	ITGB3BP|23421	110.866
ITGB3|3690	150.5875	ITGB3|3690	526.7095
ITGB4|3691	6270.871999999999	ITGB4|3691	5985.9979
ITGB5|3693	7121.2121	ITGB5|3693	5996.3556
ITGB6|3694	3654.9165	ITGB6|3694	1589.719
ITGB7|3695	86.8893	ITGB7|3695	121.2237
ITGB8|3696	916.8213	ITGB8|3696	1211.4702
ITGBL1|9358	1518.2437	ITGBL1|9358	450.3692
lowly_expressed	lowly_expressed	ITIH2|3698	6.1379
lowly_expressed	lowly_expressed	ITIH3|3699	16.8793
ITIH4|3700	25.9864	ITIH4|3700	66.6769
ITIH5L|347365	13.6054	ITIH5L|347365	11.125
ITIH5|80760	49.1651	ITIH5|80760	10472.811
ITK|3702	40.5071	ITK|3702	61.7627
ITM2A|9452	72.047	ITM2A|9452	1293.5648
ITM2B|9445	6048.2375	ITM2B|9445	11831.9747
ITM2C|81618	635.7452	ITM2C|81618	1460.8229
ITPA|3704	657.081	ITPA|3704	543.2051
ITPK1|3705	1983.9208	ITPK1|3705	4102.4264
ITPKA|3706	7.1119	lowly_expressed	lowly_expressed
ITPKB|3707	1137.2913	ITPKB|3707	1496.8831
ITPKC|80271	1260.0495	ITPKC|80271	1169.2721
ITPR1|3708	2882.1892	ITPR1|3708	2856.0468
ITPR2|3709	815.0897	ITPR2|3709	3302.9635
ITPR3|3710	1399.1991	ITPR3|3710	1451.9382
lowly_expressed	lowly_expressed	ITPRIPL1|150771	190.6589
ITPRIPL2|162073	2344.7743	ITPRIPL2|162073	2161.312
ITPRIP|85450	340.4453	ITPRIP|85450	698.9546
ITSN1|6453	581.9419	ITSN1|6453	5455.0686
ITSN2|50618	1039.5795	ITSN2|50618	1527.5726
IVD|3712	1199.4434	IVD|3712	1597.775
IVL|3713	414.3476	lowly_expressed	lowly_expressed
IVNS1ABP|10625	2103.5869	IVNS1ABP|10625	1614.6543
IWS1|55677	1136.9821	IWS1|55677	1144.3368
IYD|389434	7.7304	lowly_expressed	lowly_expressed
JAG1|182	2433.5189	JAG1|182	2143.6655
JAG2|3714	863.0179	JAG2|3714	1296.2501
JAGN1|84522	1114.7186	JAGN1|84522	744.9889999999999
JAK1|3716	7550.401999999999	JAK1|3716	6933.5379
JAK2|3717	342.6098	JAK2|3717	670.9504
JAK3|3718	58.1323	JAK3|3718	328.7619
JAKMIP1|152789	11.7502	JAKMIP1|152789	5.3707
JAKMIP2|9832	63.6982	lowly_expressed	lowly_expressed
JAKMIP3|282973	51.3296	JAKMIP3|282973	59.0774
JAM2|58494	68.3364	JAM2|58494	510.5975
JAM3|83700	485.4669	JAM3|83700	993.1908
JARID2|3720	889.3012	JARID2|3720	540.5198
JAZF1|221895	409.0909	JAZF1|221895	519.4207
JDP2|122953	809.8330000000001	JDP2|122953	854.3205
JHDM1D|80853	456.0915	JHDM1D|80853	749.9760000000001
JKAMP|51528	1081.6327	JKAMP|51528	668.2651
JMJD1C|221037	1825.7019	JMJD1C|221037	2024.2524
JMJD4|65094	901.7130000000001	JMJD4|65094	422.3765
JMJD5|79831	55.0402	JMJD5|79831	88.9997
JMJD6|23210	739.0229	JMJD6|23210	387.4556
JMJD7-PLA2G4B|8681	165.739	JMJD7-PLA2G4B|8681	478.3735
JMJD8|339123	1477.0965	JMJD8|339123	1558.8376
JMY|133746	1159.2455	JMY|133746	775.6785
JOSD1|9929	2444.6506	JOSD1|9929	1455.4522
JOSD2|126119	319.1095	JOSD2|126119	244.7492
JPH1|56704	69.2641	JPH1|56704	51.405
JPH2|57158	15.4607	JPH2|57158	860.842
JPH3|57338	51.9481	JPH3|57338	10.3577
JPH4|84502	14.5331	JPH4|84502	19.5646
JRKL|8690	212.7396	JRKL|8690	406.6366
JRK|8629	367.0377	JRK|8629	749.9760000000001
lowly_expressed	lowly_expressed	JSRP1|126306	24.9353
JTB|10899	4759.7403	JTB|10899	1603.9129
JUB|84962	961.6574	JUB|84962	533.231
JUNB|3726	3482.9932	JUNB|3726	3006.8092
JUND|3727	4328.0767	JUND|3727	1720.5332
JUN|3725	2338.59	JUN|3725	6050.8296
JUP|3728	5495.3618	JUP|3728	5117.4835
KAL1|3730	466.6048	KAL1|3730	481.82599999999996
KALRN|8997	112.5541	KALRN|8997	778.7475
KANK1|23189	411.8738	KANK1|23189	4047.5688
KANK2|25959	1948.6704	KANK2|25959	4362.1368
KANK3|256949	49.4743	KANK3|256949	403.9513
KANK4|163782	329.93199999999996	KANK4|163782	582.7179
KARS|3735	3527.5201	KARS|3735	2600.5562
KAT2A|2648	489.1775	KAT2A|2648	885.0101
KAT2B|8850	259.431	KAT2B|8850	716.9848
KAT5|10524	1329.5269	KAT5|10524	919.1637
KATNA1|11104	249.8454	KATNA1|11104	294.6197
KATNAL1|84056	379.7155	KATNAL1|84056	725.808
KATNAL2|83473	59.9876	KATNAL2|83473	86.698
KATNB1|10300	497.5263	KATNB1|10300	506.3777
KAZALD1|81621	336.4502	KAZALD1|81621	96.0353
KAZ|23254	188.2622	KAZ|23254	879.2519
KBTBD10|10324	27.4737	KBTBD10|10324	20.561999999999998
KBTBD11|9920	558.7508	KBTBD11|9920	405.8694
KBTBD2|25948	1069.2641	KBTBD2|25948	1061.475
KBTBD3|143879	45.7638	KBTBD3|143879	108.5643
KBTBD4|55709	591.6883	KBTBD4|55709	443.6559
KBTBD6|89890	200.0618	KBTBD6|89890	690.1314
KBTBD7|84078	69.8825	KBTBD7|84078	282.3439
KBTBD8|84541	54.731	KBTBD8|84541	45.2671
KCMF1|56888	1852.1954	KCMF1|56888	1190.7548
lowly_expressed	lowly_expressed	KCNA1|3736	21.0991
lowly_expressed	lowly_expressed	KCNA2|3737	31.4568
KCNA3|3738	15.4607	KCNA3|3738	29.9223
lowly_expressed	lowly_expressed	KCNA4|3739	11.8922
lowly_expressed	lowly_expressed	KCNA5|3741	8.8232
lowly_expressed	lowly_expressed	KCNA6|3742	59.0774
KCNAB1|7881	92.7644	KCNAB1|7881	153.4478
KCNAB2|8514	456.0915	KCNAB2|8514	232.857
lowly_expressed	lowly_expressed	KCNAB3|9196	9.9741
KCNB1|3745	7.7304	KCNB1|3745	253.5725
lowly_expressed	lowly_expressed	KCNC1|3746	14.5775
lowly_expressed	lowly_expressed	KCNC2|3747	23.4008
KCNC3|3748	135.436	KCNC3|3748	287.33099999999996
KCNC4|3749	118.7384	KCNC4|3749	238.2277
KCND1|3750	64.3166	KCND1|3750	90.9178
KCND2|3751	185.838	KCND2|3751	224.801
KCND3|3752	6.4935	KCND3|3752	283.8784
lowly_expressed	lowly_expressed	KCNE1L|23630	8.4396
lowly_expressed	lowly_expressed	KCNE1|3753	124.6763
KCNE2|9992	7.4212	KCNE2|9992	5.3707
KCNE3|10008	139.765	KCNE3|10008	263.9302
KCNE4|23704	127.0872	KCNE4|23704	79.4092
KCNF1|3754	448.0519	KCNF1|3754	5.7543
KCNG1|3755	37.7242	KCNG1|3755	14.1939
KCNG3|170850	20.0989	lowly_expressed	lowly_expressed
KCNH1|3756	59.6784	KCNH1|3756	13.8103
KCNH2|3757	12.987	KCNH2|3757	19.180999999999997
KCNH3|23416	7.4212	KCNH3|23416	42.1981
lowly_expressed	lowly_expressed	KCNH4|23415	11.8922
lowly_expressed	lowly_expressed	KCNH8|131096	67.9006
lowly_expressed	lowly_expressed	KCNIP1|30820	26.4697
KCNIP2|30819	7.7304	KCNIP2|30819	3489.7861
KCNIP3|30818	49.7835	KCNIP3|30818	157.284
KCNIP4|80333	6.1843	KCNIP4|80333	17.6465
KCNJ10|3766	21.0266	lowly_expressed	lowly_expressed
KCNJ11|3767	209.9567	KCNJ11|3767	84.3963
KCNJ12|3768	28.1385	KCNJ12|3768	120.0729
KCNJ14|3770	42.9808	KCNJ14|3770	32.9913
KCNJ15|3772	25.0464	KCNJ15|3772	32.224000000000004
lowly_expressed	lowly_expressed	KCNJ16|3773	114.7022
KCNJ2|3759	66.7904	KCNJ2|3759	461.4942
KCNJ3|3760	3272.4181	lowly_expressed	lowly_expressed
KCNJ5|3762	240.8782	KCNJ5|3762	88.9997
KCNJ6|3763	93.69200000000001	lowly_expressed	lowly_expressed
KCNJ8|3764	117.8108	KCNJ8|3764	429.2702
KCNK12|56660	7.4212	lowly_expressed	lowly_expressed
KCNK13|56659	43.29	KCNK13|56659	58.3102
KCNK15|60598	1051.6388	KCNK15|60598	92.0687
KCNK1|3775	453.92699999999996	KCNK1|3775	115.4695
KCNK2|3776	52.5665	KCNK2|3776	372.8781
KCNK3|3777	5.2566	KCNK3|3777	118.5384
KCNK5|8645	46.6914	KCNK5|8645	85.1635
KCNK6|9424	598.021	KCNK6|9424	259.3267
lowly_expressed	lowly_expressed	KCNK7|10089	5.7543
KCNMA1|3778	429.1899	KCNMA1|3778	724.6571
KCNMB1|3779	61.5337	KCNMB1|3779	513.2828
KCNMB3|27094	53.1849	KCNMB3|27094	63.2972
KCNMB4|27345	58.4416	KCNMB4|27345	62.9136
KCNN1|3780	15.1515	lowly_expressed	lowly_expressed
KCNN2|3781	16.0792	KCNN2|3781	6.5215
KCNN3|3782	13.6054	KCNN3|3782	49.8705
KCNN4|3783	204.7001	KCNN4|3783	649.0841
KCNQ1OT1|10984	111.008	KCNQ1OT1|10984	63.6808
KCNQ1|3784	146.8769	KCNQ1|3784	393.5936
KCNQ3|3786	69.8825	KCNQ3|3786	42.9654
lowly_expressed	lowly_expressed	KCNQ4|9132	24.168000000000003
KCNQ5|56479	18.5529	KCNQ5|56479	11.125
KCNRG|283518	6.2801	KCNRG|283518	8.5969
lowly_expressed	lowly_expressed	KCNS1|3787	87.0816
lowly_expressed	lowly_expressed	KCNS2|3788	7.6724
KCNS3|3790	494.7434	KCNS3|3790	263.1629
lowly_expressed	lowly_expressed	KCNT2|343450	13.8103
KCNV1|27012	7.1119	lowly_expressed	lowly_expressed
KCP|375616	6.8151	KCP|375616	10.3616
KCTD10|83892	1574.8299	KCTD10|83892	2768.5816
KCTD11|147040	437.8479	KCTD11|147040	725.808
KCTD12|115207	1804.5764	KCTD12|115207	7855.7591
KCTD13|253980	451.1441	KCTD13|253980	180.3011
KCTD14|65987	20.4082	KCTD14|65987	314.5679
KCTD15|79047	972.4799	KCTD15|79047	571.5930000000001
KCTD17|79734	196.6605	KCTD17|79734	192.9606
KCTD18|130535	600.1855	KCTD18|130535	483.3605
KCTD1|284252	646.5677	KCTD1|284252	581.9507
KCTD20|222658	1271.4904	KCTD20|222658	2382.6604
KCTD21|283219	440.3216	KCTD21|283219	578.4981
KCTD2|23510	1727.2727	KCTD2|23510	1482.3056
KCTD3|51133	3013.9147	KCTD3|51133	2135.6095
KCTD5|54442	1090.2907	KCTD5|54442	425.0504
KCTD6|200845	650.8967	KCTD6|200845	192.1933
KCTD7|154881	327.3748	KCTD7|154881	437.7098
KCTD9|54793	821.2739999999999	KCTD9|54793	805.6008
KDELC1|79070	262.8324	KDELC1|79070	117.7712
KDELC2|143888	1060.6061	KDELC2|143888	1503.021
KDELR1|10945	5258.5034	KDELR1|10945	2795.8185
KDELR2|11014	7086.5801	KDELR2|11014	4355.2316
KDELR3|11015	1202.2263	KDELR3|11015	384.7703
KDM1A|23028	1410.9462	KDM1A|23028	1341.9008
KDM1B|221656	869.2022	KDM1B|221656	483.7441
KDM2A|22992	4933.2096	lowly_expressed	lowly_expressed
KDM2B|84678	591.2771	KDM2B|84678	637.1996
KDM3A|55818	1532.1583	KDM3A|55818	1272.4657
KDM3B|51780	2788.4972	KDM3B|51780	2910.9044
KDM4A|9682	1474.3352	KDM4A|9682	1267.4787
KDM4B|23030	1812.9252	KDM4B|23030	1330.7759
KDM4C|23081	369.2022	KDM4C|23081	613.4075
KDM4D|55693	15.7699	KDM4D|55693	30.3059
KDM5A|5927	2092.4552	KDM5A|5927	1730.5073
KDM5B|10765	4436.9202	KDM5B|10765	1555.9605
KDM5C|8242	2941.2492	KDM5C|8242	2704.5171
KDM6A|7403	888.992	KDM6A|7403	822.4801
KDM6B|23135	500.9276	KDM6B|23135	867.3636
KDR|3791	509.5857	KDR|3791	1822.576
KDSR|2531	1272.7273	KDSR|2531	1923.4679
KEAP1|9817	4004.329	KEAP1|9817	1651.0981
KERA|11081	26.2832	KERA|11081	40.6637
lowly_expressed	lowly_expressed	KGFLP1|387628	9.5905
KGFLP2|654466	80.9184	KGFLP2|654466	68.5221
KHDC1|80759	36.6419	KHDC1|80759	15.3448
KHDRBS1|10657	4494.1249	KHDRBS1|10657	2999.9041
KHDRBS3|10656	116.8831	KHDRBS3|10656	300.7576
KHK|3795	500.1453	KHK|3795	121.0396
KHNYN|23351	3538.7539	KHNYN|23351	2289.7746
KHSRP|8570	3021.3358	KHSRP|8570	2089.5751
KIAA0020|9933	421.1503	KIAA0020|9933	614.5584
KIAA0040|9674	1635.7452	KIAA0040|9674	1595.4733
KIAA0090|23065	1338.2808	KIAA0090|23065	1314.6639
KIAA0100|9703	9420.7328	KIAA0100|9703	7033.2675
KIAA0101|9768	276.7471	KIAA0101|9768	17.6465
KIAA0114|57291	1234.3847	KIAA0114|57291	384.0031
KIAA0125|9834	6.4935	KIAA0125|9834	28.7715
KIAA0141|9812	1224.799	KIAA0141|9812	1504.5555
KIAA0146|23514	1046.6914	KIAA0146|23514	909.9453
KIAA0174|9798	4467.5325	KIAA0174|9798	2666.5388
KIAA0182|23199	3458.5652	KIAA0182|23199	3092.74
KIAA0195|9772	1876.4779999999998	KIAA0195|9772	1823.2013
KIAA0196|9897	2244.5887	KIAA0196|9897	1551.7407
KIAA0226|9711	782.9314	KIAA0226|9711	677.4719
KIAA0232|9778	2855.906	KIAA0232|9778	2025.5107
KIAA0240|23506	385.2814	KIAA0240|23506	1032.7036
KIAA0247|9766	2802.7211	KIAA0247|9766	2242.6393
KIAA0284|283638	1328.3859	KIAA0284|283638	1840.6061
KIAA0317|9870	1180.8905	KIAA0317|9870	914.9324
KIAA0319L|79932	986.7038	KIAA0319L|79932	1741.6323
KIAA0319|9856	276.7471	lowly_expressed	lowly_expressed
KIAA0355|9710	548.5467	KIAA0355|9710	1131.6774
KIAA0368|23392	3189.5485	KIAA0368|23392	3808.9575
KIAA0391|9692	585.3092	KIAA0391|9692	472.155
KIAA0406|9675	561.8429	KIAA0406|9675	459.5761
lowly_expressed	lowly_expressed	KIAA0408|9729	339.6183
KIAA0415|9907	667.9035	KIAA0415|9907	590.774
KIAA0427|9811	737.1676	KIAA0427|9811	3105.7831
KIAA0430|9665	1551.9481	KIAA0430|9665	2775.1031
KIAA0467|23334	778.6827	KIAA0467|23334	1554.8748
KIAA0494|9813	3150.1763	KIAA0494|9813	5079.2558
KIAA0495|57212	302.7211	KIAA0495|57212	776.4458
KIAA0513|9764	1086.8893	KIAA0513|9764	443.0805
KIAA0528|9847	953.927	KIAA0528|9847	898.0531
KIAA0556|23247	690.1669999999999	KIAA0556|23247	723.8899
KIAA0562|9731	725.4174	KIAA0562|9731	901.5057
KIAA0564|23078	247.3717	KIAA0564|23078	827.4672
KIAA0586|9786	428.8806	KIAA0586|9786	397.8134
KIAA0649|9858	485.7761	KIAA0649|9858	668.6487
KIAA0652|9776	2184.2919	KIAA0652|9776	2041.6227
KIAA0664P3|100132341	44.5269	KIAA0664P3|100132341	61.3791
KIAA0664|23277	1100.8039999999999	KIAA0664|23277	2588.6639999999998
KIAA0748|9840	7.1119	KIAA0748|9840	13.0431
KIAA0753|9851	468.4601	KIAA0753|9851	432.3391
KIAA0754|643314	151.8244	KIAA0754|643314	505.6104
KIAA0776|23376	684.9103	KIAA0776|23376	930.2772
KIAA0802|23255	156.7718	KIAA0802|23255	91.3014
KIAA0831|22863	624.3043	KIAA0831|22863	729.6442
KIAA0892|23383	2901.9790000000003	KIAA0892|23383	1267.095
KIAA0895L|653319	311.308	KIAA0895L|653319	278.2085
KIAA0895|23366	411.2554	KIAA0895|23366	110.866
KIAA0907|22889	667.5943	KIAA0907|22889	665.9634
KIAA0913|23053	1240.2597	KIAA0913|23053	1954.9247
KIAA0922|23240	1574.5207	KIAA0922|23240	871.1998
KIAA0947|23379	1354.6691	KIAA0947|23379	1514.146
KIAA1009|22832	106.9882	KIAA1009|22832	267.7664
KIAA1012|22878	1006.1843	KIAA1012|22878	1183.8496
KIAA1024|23251	71.4286	KIAA1024|23251	24.168000000000003
KIAA1033|23325	1017.0068	KIAA1033|23325	1164.6686
lowly_expressed	lowly_expressed	KIAA1045|23349	49.8705
KIAA1107|23285	127.7056	KIAA1107|23285	145.0082
KIAA1109|84162	2206.5553	KIAA1109|84162	3271.123
KIAA1143|57456	427.95300000000003	KIAA1143|57456	931.8116
KIAA1147|57189	845.7019	KIAA1147|57189	1405.1979999999999
KIAA1161|57462	170.9957	KIAA1161|57462	454.9727
KIAA1191|57179	1323.1293	KIAA1191|57179	2213.8678
KIAA1199|57214	2127.3964	KIAA1199|57214	30.3059
KIAA1211|57482	588.4354	KIAA1211|57482	21.4827
KIAA1217|56243	2729.8083	KIAA1217|56243	3290.8257
lowly_expressed	lowly_expressed	KIAA1239|57495	62.9136
KIAA1244|57221	2889.3012	KIAA1244|57221	675.5539
KIAA1257|57501	173.76	KIAA1257|57501	7.7683
KIAA1267|284058	739.0229	KIAA1267|284058	1414.7885
KIAA1274|27143	447.1243	KIAA1274|27143	637.9591
KIAA1279|26128	892.7025	KIAA1279|26128	709.696
KIAA1310|55683	2204.0816	KIAA1310|55683	1787.6666
KIAA1324L|222223	405.6895	KIAA1324L|222223	471.0847
KIAA1324|57535	2322.2016	KIAA1324|57535	3670.8545
KIAA1328|57536	98.9487	KIAA1328|57536	146.5426
KIAA1370|56204	426.4069	KIAA1370|56204	1052.6518
KIAA1377|57562	147.4954	KIAA1377|57562	463.0287
KIAA1383|54627	41.744	KIAA1383|54627	94.75399999999999
KIAA1407|57577	146.5677	KIAA1407|57577	166.4908
lowly_expressed	lowly_expressed	KIAA1409|57578	10.3577
KIAA1429|25962	2036.4873	KIAA1429|25962	1681.404
KIAA1430|57587	1666.3575	KIAA1430|57587	1257.1209
KIAA1432|57589	611.6048	KIAA1432|57589	861.8088
KIAA1462|57608	1390.8472	KIAA1462|57608	1595.4733
KIAA1467|57613	247.0625	KIAA1467|57613	568.524
KIAA1468|57614	643.4756	KIAA1468|57614	634.123
KIAA1522|57648	8897.3408	KIAA1522|57648	3655.1261
KIAA1524|57650	183.6735	KIAA1524|57650	46.0343
KIAA1529|57653	57.8231	KIAA1529|57653	176.0813
KIAA1530|57654	309.5238	KIAA1530|57654	198.7149
KIAA1539|80256	335.8071	KIAA1539|80256	565.4551
KIAA1543|57662	1120.2845	KIAA1543|57662	398.9642
KIAA1549|57670	205.0093	KIAA1549|57670	351.779
