gene_id	TCGA-BH-A0C3-01A-21R-A12P-07	gene_id	TCGA-BH-A0C3-11A-23R-A12P-07
IFI44L|10964	1430.6261	IFI44L|10964	291.5487
IFI44|10561	733.5025	IFI44|10561	317.0239
IFI6|2537	6721.6582	IFI6|2537	276.9915
IFIH1|64135	1129.4416	IFIH1|64135	569.7533
IFIT1|3434	2190.7783	IFIT1|3434	381.3182
IFIT2|3433	1291.8782	IFIT2|3433	464.2135
IFIT3|3437	2141.709	IFIT3|3437	393.4493
IFIT5|24138	688.6633	IFIT5|24138	355.0344
IFITM1|8519	3573.6041	IFITM1|8519	2098.2612
IFITM2|10581	2142.978	IFITM2|10581	2185.6045
IFITM3|10410	7874.7885	IFITM3|10410	6221.9976
IFNAR1|3454	2067.6819	IFNAR1|3454	2124.9495
IFNAR2|3455	397.7961	IFNAR2|3455	471.9693
lowly_expressed	lowly_expressed	IFNE|338376	6.4699
IFNGR1|3459	1736.4636	IFNGR1|3459	2410.0283
IFNGR2|3460	1876.0575	IFNGR2|3460	1778.0024
IFRD1|3475	470.3892	IFRD1|3475	724.6260000000001
IFRD2|7866	791.3452	IFRD2|7866	701.1039
IFT122|55764	633.6717	IFT122|55764	1314.1933
IFT140|9742	781.3029	IFT140|9742	730.6915
IFT172|26160	458.1218	IFT172|26160	867.7719
IFT20|90410	238.7437	IFT20|90410	297.8932
IFT27|11020	339.2555	IFT27|11020	642.1351
IFT46|56912	296.9543	IFT46|56912	606.5507
IFT52|51098	562.6058	IFT52|51098	737.5657
IFT57|55081	653.5533	IFT57|55081	777.1937
IFT74|80173	230.9645	IFT74|80173	458.148
IFT80|57560	486.8739	IFT80|57560	559.9757
IFT81|28981	237.3096	IFT81|28981	358.6737
IFT88|8100	206.4298	IFT88|8100	335.6247
IGBP1|3476	1545.2623	IGBP1|3476	2026.2839
lowly_expressed	lowly_expressed	IGDCC3|9543	16.5791
IGDCC4|57722	216.1591	IGDCC4|57722	213.9102
IGF1R|3480	5891.286	lowly_expressed	lowly_expressed
IGF1|3479	4618.0203	IGF1|3479	1965.2244
IGF2BP2|10644	37.225	IGF2BP2|10644	361.0999
IGF2BP3|10643	8.4602	IGF2BP3|10643	6.0655
IGF2R|3482	4122.6734	IGF2R|3482	3575.4145
IGF2|3481	4810.7868	IGF2|3481	2941.3587
IGFALS|3483	6.7682	IGFALS|3483	7.683
lowly_expressed	lowly_expressed	IGFBP1|3484	16.9834
IGFBP2|3485	1485.1946	IGFBP2|3485	1364.7392
IGFBP3|3486	2024.5347	IGFBP3|3486	2442.782
IGFBP4|3487	23720.3892	IGFBP4|3487	13773.5544
IGFBP5|3488	19441.6244	IGFBP5|3488	20644.5613
IGFBP6|3489	313.0288	IGFBP6|3489	497.776
IGFBP7|3490	5926.3959	IGFBP7|3490	2389.8099
IGFN1|91156	7.6142	IGFN1|91156	7.2786
IGHMBP2|3508	1735.6176	IGHMBP2|3508	326.7287
IGJ|3512	4700.9306	IGJ|3512	44733.1177
IGSF10|285313	550.3384	IGSF10|285313	1522.8467
lowly_expressed	lowly_expressed	IGSF11|152404	8.4917
IGSF1|3547	22.4196	IGSF1|3547	1719.3692
lowly_expressed	lowly_expressed	IGSF21|84966	36.393
lowly_expressed	lowly_expressed	IGSF22|283284	21.2212
IGSF3|3321	1563.8748	IGSF3|3321	1636.8783
lowly_expressed	lowly_expressed	IGSF5|150084	27.9013
IGSF6|10261	153.1303	IGSF6|10261	80.0647
IGSF8|93185	2271.1506	IGSF8|93185	894.8645
IGSF9B|22997	68.1049	IGSF9B|22997	78.8516
IGSF9|57549	352.7919	IGSF9|57549	386.1706
IKBIP|121457	370.1354	IKBIP|121457	240.1941
IKBKAP|8518	794.8393	IKBKAP|8518	1270.1173
IKBKB|3551	1152.7073	IKBKB|3551	1544.2782
IKBKE|9641	393.401	IKBKE|9641	287.5051
IKBKG|8517	335.0254	IKBKG|8517	282.2483
IKZF1|10320	600.2538	IKZF1|10320	389.4056
IKZF2|22807	184.4332	IKZF2|22807	241.4072
IKZF3|22806	85.4484	IKZF3|22806	56.207
IKZF4|64375	242.3858	IKZF4|64375	386.1706
IKZF5|64376	593.0626	IKZF5|64376	788.1116
IK|3550	1662.0135	IK|3550	1704.8120000000001
IL10RA|3587	790.6091	IL10RA|3587	386.9794
IL10RB|3588	657.0812	IL10RB|3588	606.1787
IL10|3586	24.1117	lowly_expressed	lowly_expressed
IL11RA|3590	266.4975	IL11RA|3590	666.8015
IL11|3589	8.8832	IL11|3589	5.2568
lowly_expressed	lowly_expressed	IL12A|3592	21.8358
IL12RB1|3594	48.2234	IL12RB1|3594	31.5406
IL12RB2|3595	22.8426	IL12RB2|3595	8.8961
IL13RA1|3597	3248.7309999999998	IL13RA1|3597	2947.4323
IL15RA|3601	271.9966	IL15RA|3601	273.7566
IL15|3600	48.2234	IL15|3600	51.75899999999999
IL16|3603	887.9019	IL16|3603	747.6749
lowly_expressed	lowly_expressed	IL17B|27190	77.2341
IL17D|53342	29.3316	IL17D|53342	5.9685
IL17RA|23765	519.8816	IL17RA|23765	452.0825
IL17RB|55540	359.5601	IL17RB|55540	739.9919
IL17RC|84818	718.2741	IL17RC|84818	1011.7266
IL17RD|54756	494.5008	IL17RD|54756	3159.725
IL17RE|132014	207.2758	IL17RE|132014	610.9988
IL18BP|10068	372.5127	IL18BP|10068	271.3142
IL18R1|8809	87.9865	IL18R1|8809	50.9503
IL18RAP|8807	38.0711	IL18RAP|8807	34.7756
IL18|3606	130.7107	IL18|3606	114.8403
IL1B|3553	28.7648	IL1B|3553	23.4533
IL1R1|3554	2364.6362	IL1R1|3554	2223.2107
lowly_expressed	lowly_expressed	IL1R2|7850	19.0053
lowly_expressed	lowly_expressed	IL1RAPL2|26280	59.8463
IL1RAP|3556	260.5753	IL1RAP|3556	416.4982
IL1RL1|9173	41.0321	IL1RL1|9173	9.3004
IL1RL2|8808	6.3452	IL1RL2|8808	70.3599
IL1RN|3557	78.2572	IL1RN|3557	112.8184
IL20RA|53832	107.868	IL20RA|53832	1243.4289999999999
IL20RB|53833	13.1134	IL20RB|53833	6.4699
IL20|50604	120.5584	lowly_expressed	lowly_expressed
IL21R|50615	72.5127	IL21R|50615	10.5904
IL22RA1|58985	19.4585	IL22RA1|58985	71.9774
lowly_expressed	lowly_expressed	IL22RA2|116379	38.4149
IL23A|51561	14.3824	IL23A|51561	19.814
IL24|11009	39.8646	lowly_expressed	lowly_expressed
IL27RA|9466	274.1117	IL27RA|9466	756.1666
IL28RA|163702	50.7614	IL28RA|163702	263.243
IL2RA|3559	49.0694	IL2RA|3559	10.1092
IL2RB|3560	521.9966	IL2RB|3560	300.0404
IL2RG|3561	610.4061	IL2RG|3561	427.8205
IL32|9235	907.3604	IL32|9235	374.444
IL33|90865	746.6159	IL33|90865	1057.4201
IL34|146433	123.5195	IL34|146433	348.1601
IL3RA|3563	219.5431	IL3RA|3563	138.6979
IL4I1|259307	266.8613	IL4I1|259307	20.372
IL4R|3566	1062.6058	IL4R|3566	1571.7752
IL6R|3570	291.4552	IL6R|3570	282.2483
IL6ST|3572	6811.7597	IL6ST|3572	4493.3279
IL6|3569	13.1134	IL6|3569	9.3004
IL7R|3575	412.8596	IL7R|3575	343.7121
IL7|3574	20.7276	IL7|3574	28.7101
IL8|3576	32.5719	IL8|3576	9.3004
IL9R|3581	9.3063	lowly_expressed	lowly_expressed
ILDR1|286676	223.3503	ILDR1|286676	192.4788
ILDR2|387597	5.9222	lowly_expressed	lowly_expressed
ILF2|3608	4759.3063	ILF2|3608	3305.2972
ILF3|3609	5367.1743	ILF3|3609	5398.3017
ILKAP|80895	290.1861	ILKAP|80895	301.6579
ILK|3611	1689.5093	ILK|3611	2445.6126
ILVBL|10994	1325.7191	ILVBL|10994	681.3587
IMMP1L|196294	46.5017	IMMP1L|196294	75.1395
IMMP2L|83943	60.0677	IMMP2L|83943	147.9984
IMMT|10989	1846.0237	IMMT|10989	1588.3542
IMP3|55272	781.7259	IMP3|55272	912.2523
IMP4|92856	840.1015	IMP4|92856	567.3271
IMPA1|3612	291.4552	IMPA1|3612	207.4404
IMPA2|3613	311.3367	IMPA2|3613	243.0247
IMPACT|55364	909.8985	IMPACT|55364	1571.7752
IMPAD1|54928	3198.3926	IMPAD1|54928	2144.7634
IMPDH1|3614	1334.1794	IMPDH1|3614	577.0319
IMPDH2|3615	3867.1743	IMPDH2|3615	8062.6769
lowly_expressed	lowly_expressed	IMPG1|3617	10.1092
INADL|10207	3323.1809999999996	INADL|10207	3040.0323
INCA1|388324	11.4213	INCA1|388324	19.0053
INCENP|3619	321.48900000000003	INCENP|3619	298.8273
INE1|8552	23.6887	INE1|8552	29.9232
INE2|8551	19.1371	INE2|8551	14.6704
INF2|64423	1679.78	INF2|64423	1185.6045
ING1|3621	289.1667	ING1|3621	229.7331
ING2|3622	195.0085	ING2|3622	150.4246
ING3|54556	217.0051	ING3|54556	348.9689
ING4|51147	381.1337	ING4|51147	987.8689999999999
ING5|84289	288.4941	ING5|84289	706.8338
INHA|3623	21.1506	INHA|3623	23.8577
INHBA|3624	315.1438	INHBA|3624	17.7922
INHBB|3625	576.1421	INHBB|3625	1228.8718
INMT|11185	263.5364	INMT|11185	226.85
INO80B|83444	98.5237	INO80B|83444	197.9822
INO80C|125476	139.5939	INO80C|125476	177.9216
INO80D|54891	558.9975	INO80D|54891	969.3773
INO80E|283899	784.0989999999999	INO80E|283899	597.1371
INO80|54617	1048.6464	INO80|54617	1300.0404
INPP1|3628	223.7733	INPP1|3628	344.1165
INPP4A|3631	853.2149	INPP4A|3631	685.8067
INPP4B|8821	950.0846	INPP4B|8821	618.2774
INPP5A|3632	525.3807	INPP5A|3632	589.9717
INPP5B|3633	377.7496	INPP5B|3633	602.9114
INPP5D|3635	675.9729	INPP5D|3635	1212.2928
INPP5E|56623	186.5482	INPP5E|56623	365.5479
INPP5F|22876	615.0592	INPP5F|22876	711.2818
INPP5J|27124	108.291	INPP5J|27124	353.0125
INPP5K|51763	680.203	INPP5K|51763	910.2305
INPPL1|3636	3422.5888	INPPL1|3636	1954.7109
INS-IGF2|723961	6.0491	INS-IGF2|723961	7.6911
lowly_expressed	lowly_expressed	INSC|387755	5.6611
INSIG1|3638	854.0609	INSIG1|3638	1223.615
INSIG2|51141	511.8443	INSIG2|51141	586.3324
lowly_expressed	lowly_expressed	INSL3|3640	6.0655
lowly_expressed	lowly_expressed	INSRR|3645	23.0489
INSR|3643	3260.1523	INSR|3643	5509.0983
INTS10|55174	947.1235	INTS10|55174	1217.5495
INTS12|57117	405.6684	INTS12|57117	477.962
INTS1|26173	1999.5770000000002	INTS1|26173	2205.4185
INTS2|57508	937.3942	INTS2|57508	371.6134
INTS3|65123	2310.9137	INTS3|65123	2716.1342
INTS4L1|285905	114.2132	INTS4L1|285905	15.366
INTS4L2|644619	84.1794	INTS4L2|644619	12.130999999999998
INTS4|92105	4556.6836	INTS4|92105	626.6559
INTS5|80789	525.3807	INTS5|80789	687.0198
INTS6|26512	890.8629	INTS6|26512	809.1387
INTS7|25896	633.2487	INTS7|25896	347.3514
INTS8|55656	687.6777	INTS8|55656	654.6543
INTS9|55756	325.7191	INTS9|55756	404.3672
INTU|27152	131.9797	INTU|27152	336.4335
INVS|27130	250.84599999999998	INVS|27130	272.5435
IP6K1|9807	1618.4433	IP6K1|9807	1993.5301
IP6K2|51447	1066.4129	IP6K2|51447	2116.8621
IPCEF1|26034	91.7936	IPCEF1|26034	134.2499
IPMK|253430	87.9865	IPMK|253430	83.704
IPO11|51194	668.0795	IPO11|51194	627.3837
IPO13|9670	714.89	IPO13|9670	705.2163
IPO4|79711	1564.0059	IPO4|79711	1520.6551
IPO5|3843	3852.3689	IPO5|3843	4685.4023
IPO7|10527	3223.3503	IPO7|10527	4331.9854
IPO8|10526	1111.2521	IPO8|10526	1695.9159
IPO9|55705	2116.7513	IPO9|55705	2038.8192
IPPK|64768	367.3139	IPPK|64768	347.0522
IPP|3652	279.1878	IPP|3652	304.0841
IPW|3653	123.3206	IPW|3653	521.9854
IQCA1|79781	60.9137	IQCA1|79781	177.5172
IQCB1|9657	345.1777	IQCB1|9657	704.0032
IQCC|55721	91.3706	IQCC|55721	120.09700000000001
IQCD|115811	58.3756	IQCD|115811	28.7101
IQCE|23288	756.7682	IQCE|23288	748.0793
IQCG|84223	270.3046	IQCG|84223	440.7602
IQCH|64799	18.6887	IQCH|64799	67.1249
IQCK|124152	375.6345	IQCK|124152	462.596
IQGAP1|8826	8413.2826	IQGAP1|8826	10099.07
IQGAP2|10788	1111.6751	IQGAP2|10788	2065.9118
IQGAP3|128239	621.4044	IQGAP3|128239	55.3983
IQSEC1|9922	1934.4332	IQSEC1|9922	2400.3235
IQSEC2|23096	563.0288	IQSEC2|23096	441.9733
IQSEC3|440073	78.6802	IQSEC3|440073	29.9232
lowly_expressed	lowly_expressed	IQUB|154865	20.6227
IRAK1BP1|134728	23.9086	IRAK1BP1|134728	61.1039
IRAK1|3654	2354.9069	IRAK1|3654	1657.0966
IRAK2|3656	191.6244	IRAK2|3656	120.09700000000001
IRAK3|11213	677.242	IRAK3|11213	417.7113
IRAK4|51135	477.1574	IRAK4|51135	507.8852
IREB2|3658	1826.5651	IREB2|3658	1553.983
IRF1|3659	1294.7335	IRF1|3659	718.055
IRF2BP1|26145	450.0846	IRF2BP1|26145	444.3995
IRF2BP2|359948	3495.3469	IRF2BP2|359948	5512.3332
IRF2|3660	649.3232	IRF2|3660	1009.7048
IRF3|3661	653.3756	IRF3|3661	612.3939
IRF4|3662	195.8545	IRF4|3662	591.1848
IRF5|3663	325.2961	IRF5|3663	143.5503
IRF6|3664	1054.1455	IRF6|3664	1610.9988
IRF7|3665	474.6193	IRF7|3665	156.8945
IRF8|3394	520.3046	IRF8|3394	198.1399
IRF9|10379	1413.6548	IRF9|10379	670.0364
IRGQ|126298	994.0778	IRGQ|126298	666.3971
IRS1|3667	3211.0829	IRS1|3667	2847.1492
IRS2|8660	1195.0085	IRS2|8660	1135.8674
IRX1|79192	16.9205	IRX1|79192	1196.9268
IRX2|153572	78.2572	IRX2|153572	1780.0243
IRX3|79191	671.7428	IRX3|79191	1240.1941
lowly_expressed	lowly_expressed	IRX4|50805	124.9495
IRX5|10265	628.1726	IRX5|10265	744.0356
IRX6|79190	66.8359	IRX6|79190	54.5896
ISCA1P1|389293	56.2606	ISCA1P1|389293	64.2944
ISCA1|81689	529.1878	ISCA1|81689	772.3413
ISCA2|122961	332.4873	ISCA2|122961	244.6421
ISCU|23479	1284.687	ISCU|23479	1486.4537
ISG15|9636	2402.7073	ISG15|9636	68.7424
ISG20L2|81875	1436.9712	ISG20L2|81875	691.8722
ISG20|3669	226.7343	ISG20|3669	179.1347
ISL1|3670	8.8832	ISL1|3670	20.6227
ISLR2|57611	55.4146	ISLR2|57611	58.2289
ISLR|3671	3280.8799	ISLR|3671	2496.9672
ISM1|140862	457.6988	ISM1|140862	969.2681
ISOC1|51015	750.423	ISOC1|51015	581.8844
ISOC2|79763	681.8951	ISOC2|79763	382.5313
ISPD|729920	26.6497	ISPD|729920	75.2123
ISY1|57461	520.3046	ISY1|57461	534.9656
ISYNA1|51477	585.4484	ISYNA1|51477	939.3449
ITCH|83737	1432.3181	ITCH|83737	1627.9822
ITFG1|81533	3377.7496	ITFG1|81533	1083.2996
ITFG2|55846	414.5516	ITFG2|55846	865.3457
ITFG3|83986	2305.1396	ITFG3|83986	1524.9089999999999
ITGA10|8515	152.7073	ITGA10|8515	377.6789
ITGA11|22801	887.4788	ITGA11|22801	883.5423
ITGA1|3672	1958.1641	ITGA1|3672	1311.9046
ITGA2B|3674	19.8816	lowly_expressed	lowly_expressed
ITGA2|3673	670.0508	ITGA2|3673	2342.9034
ITGA3|3675	1483.0795	ITGA3|3675	3657.5009999999997
ITGA4|3676	566.7893	ITGA4|3676	416.2556
ITGA5|3678	2687.8173	ITGA5|3678	1023.4533
ITGA6|3655	2936.5482	ITGA6|3655	5913.4654
ITGA7|3679	1587.1404	ITGA7|3679	516.7812
ITGA8|8516	126.4805	ITGA8|8516	87.3433
ITGA9|3680	418.3587	ITGA9|3680	539.0214
ITGAD|3681	57.1066	ITGAD|3681	5.6611
ITGAE|3682	188.6633	ITGAE|3682	228.8718
ITGAL|3683	919.6277	ITGAL|3683	525.2729
ITGAM|3684	430.6261	ITGAM|3684	174.2822
ITGAV|3685	4425.5499	ITGAV|3685	2306.1059
ITGAX|3687	508.8832	ITGAX|3687	150.0202
ITGB1BP1|9270	1062.1827	ITGB1BP1|9270	672.867
ITGB1|3688	13871.4044	ITGB1|3688	13240.5985
ITGB2|3689	1792.3773	ITGB2|3689	904.5693
ITGB3BP|23421	158.2064	ITGB3BP|23421	168.6211
ITGB3|3690	235.6176	ITGB3|3690	167.0036
ITGB4|3691	2431.8951	ITGB4|3691	5336.4335
ITGB5|3693	6051.6074	ITGB5|3693	3150.4246
ITGB6|3694	347.7157	ITGB6|3694	1628.3866
ITGB7|3695	157.7834	ITGB7|3695	214.3146
ITGB8|3696	94.3316	ITGB8|3696	1885.1597
ITGBL1|9358	838.8325	ITGBL1|9358	213.1015
lowly_expressed	lowly_expressed	ITIH2|3698	6.8742
ITIH3|3699	31.7259	ITIH3|3699	18.6009
ITIH4|3700	36.4848	ITIH4|3700	167.96599999999998
ITIH5L|347365	116.7513	ITIH5L|347365	124.1407
ITIH5|80760	2009.7293	ITIH5|80760	1985.8471
ITK|3702	205.5838	ITK|3702	86.5346
ITLN1|55600	28.7648	lowly_expressed	lowly_expressed
ITM2A|9452	950.5076	ITM2A|9452	2099.07
ITM2B|9445	12124.7885	ITM2B|9445	11755.7622
ITM2C|81618	879.0186	ITM2C|81618	1898.9082
ITPA|3704	562.1827	ITPA|3704	451.6781
ITPK1|3705	2469.5431	ITPK1|3705	953.9021
ITPKA|3706	25.8037	lowly_expressed	lowly_expressed
ITPKB|3707	1181.4721	ITPKB|3707	1007.2786
ITPKC|80271	769.0355	ITPKC|80271	619.4905
ITPR1|3708	1005.9222	ITPR1|3708	4900.1213
ITPR2|3709	1196.7005	ITPR2|3709	4577.0319
ITPR3|3710	1998.8748	ITPR3|3710	2347.6506
ITPRIPL1|150771	41.8782	ITPRIPL1|150771	372.4222
ITPRIPL2|162073	1896.7851	ITPRIPL2|162073	1245.0465
ITPRIP|85450	636.6328	ITPRIP|85450	532.1472
ITSN1|6453	2763.1134	ITSN1|6453	921.9571
ITSN2|50618	1493.6548	ITSN2|50618	1112.8184
IVD|3712	1681.8951	IVD|3712	1891.2252
IVNS1ABP|10625	1539.7631	IVNS1ABP|10625	2413.6676
IWS1|55677	1103.2149	IWS1|55677	904.165
IYD|389434	17.7665	IYD|389434	8.0873
JAG1|182	2417.0897	JAG1|182	2606.1464
JAG2|3714	648.9002	JAG2|3714	1426.6074
JAGN1|84522	565.5668	JAGN1|84522	668.8233
JAK1|3716	8494.0778	JAK1|3716	6229.6805
JAK2|3717	504.6531	JAK2|3717	381.7226
JAK3|3718	335.4484	JAK3|3718	266.8823
JAKMIP1|152789	17.3435	lowly_expressed	lowly_expressed
JAKMIP2|9832	8.0372	JAKMIP2|9832	10.2062
JAKMIP3|282973	43.1472	JAKMIP3|282973	72.7861
JAM2|58494	382.4027	JAM2|58494	474.3227
JAM3|83700	1079.1032	JAM3|83700	1703.5989
JARID2|3720	527.9188	JARID2|3720	664.7796
JAZF1|221895	389.5939	JAZF1|221895	390.6187
JDP2|122953	346.8697	JDP2|122953	237.3635
JHDM1D|80853	826.9882	JHDM1D|80853	930.4488
JKAMP|51528	1283.8409	JKAMP|51528	875.4549
JMJD1C|221037	2097.7453	JMJD1C|221037	3803.4129
JMJD4|65094	586.214	JMJD4|65094	491.1161
JMJD5|79831	120.9814	JMJD5|79831	107.5617
JMJD6|23210	420.0508	JMJD6|23210	296.8055
JMJD7-PLA2G4B|8681	273.6887	JMJD7-PLA2G4B|8681	925.1921
JMJD8|339123	2480.0719	JMJD8|339123	1387.8164
JMY|133746	789.7631	JMY|133746	1086.1302
JOSD1|9929	1104.0609	JOSD1|9929	1619.4905
JOSD2|126119	184.0102	JOSD2|126119	75.2123
JPH1|56704	41.8782	JPH1|56704	101.0918
JPH2|57158	27.0728	JPH2|57158	544.2782
JPH4|84502	14.3824	JPH4|84502	63.0813
JRKL|8690	216.5821	JRKL|8690	442.3777
JRK|8629	491.5398	JRK|8629	1041.6498
JTB|10899	3724.6193	JTB|10899	1572.9883
JUB|84962	233.0795	JUB|84962	1005.2568
JUNB|3726	1336.7174	JUNB|3726	433.0772
JUND|3727	1159.8985	JUND|3727	1151.2333
JUN|3725	2410.7445	JUN|3725	1991.1039
JUP|3728	7156.0914	JUP|3728	9105.9442
KAL1|3730	534.264	KAL1|3730	353.0125
KALRN|8997	404.8223	KALRN|8997	545.8957
KANK1|23189	787.6481	KANK1|23189	2012.131
KANK2|25959	2770.7276	KANK2|25959	1927.2139
KANK3|256949	217.8511	KANK3|256949	172.2604
KANK4|163782	217.8511	KANK4|163782	590.3761
KARS|3735	1880.7107	KARS|3735	3688.2329
KAT2A|2648	924.7039	KAT2A|2648	1773.9588
KAT2B|8850	581.2183	KAT2B|8850	581.0756
KAT5|10524	583.0076	KAT5|10524	1111.6094
KATNA1|11104	212.3519	KATNA1|11104	439.9515
KATNAL1|84056	522.8426	KATNAL1|84056	452.4869
KATNAL2|83473	57.9526	KATNAL2|83473	49.3328
KATNB1|10300	331.2183	KATNB1|10300	526.486
KAZALD1|81621	116.2944	KAZALD1|81621	88.7909
KAZ|23254	679.5093	KAZ|23254	851.8803
KBTBD10|10324	17.6142	KBTBD10|10324	35.4549
KBTBD11|9920	446.2775	KBTBD11|9920	379.2964
lowly_expressed	lowly_expressed	KBTBD12|166348	14.5572
KBTBD2|25948	1148.0541	KBTBD2|25948	1185.2002
KBTBD3|143879	75.7191	KBTBD3|143879	162.5556
KBTBD4|55709	308.7733	KBTBD4|55709	487.2382
KBTBD6|89890	451.3536	KBTBD6|89890	642.1351
KBTBD7|84078	264.8054	KBTBD7|84078	355.4387
KBTBD8|84541	67.6819	KBTBD8|84541	43.6717
KCMF1|56888	1174.2809	KCMF1|56888	1219.5714
KCNA1|3736	43.5702	KCNA1|3736	64.2944
lowly_expressed	lowly_expressed	KCNA2|3737	5.6611
KCNA3|3738	85.8714	KCNA3|3738	87.3433
KCNA5|3741	17.7665	KCNA5|3741	5.2568
KCNA6|3742	60.9137	KCNA6|3742	18.1965
KCNAB1|7881	114.2132	KCNAB1|7881	203.8011
KCNAB2|8514	374.3655	KCNAB2|8514	195.7137
KCNAB3|9196	5.4992	KCNAB3|9196	19.4096
KCNB1|3745	42.7242	KCNB1|3745	45.2891
KCNB2|9312	8.0372	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNC1|3746	8.0873
lowly_expressed	lowly_expressed	KCNC2|3747	132.6324
KCNC3|3748	68.9509	KCNC3|3748	249.4945
KCNC4|3749	105.75299999999999	KCNC4|3749	411.2414
KCND1|3750	106.176	KCND1|3750	130.2062
KCND2|3751	207.2758	KCND2|3751	40.8411
KCND3|3752	195.4315	KCND3|3752	128.9931
lowly_expressed	lowly_expressed	KCNE1L|23630	6.0655
KCNE1|3753	26.2267	KCNE1|3753	298.0186
KCNE2|9992	5.4992	lowly_expressed	lowly_expressed
KCNE3|10008	192.8934	KCNE3|10008	79.6603
KCNE4|23704	374.7885	KCNE4|23704	193.6919
KCNF1|3754	7.6142	KCNF1|3754	13.3441
lowly_expressed	lowly_expressed	KCNG1|3755	38.8192
KCNG3|170850	35.955999999999996	lowly_expressed	lowly_expressed
KCNH1|3756	445.0085	lowly_expressed	lowly_expressed
KCNH2|3757	13.5364	KCNH2|3757	22.6446
lowly_expressed	lowly_expressed	KCNH3|23416	100.6874
KCNH4|23415	5.9222	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNH8|131096	143.9547
KCNIP1|30820	10.1523	KCNIP1|30820	23.4533
KCNIP2|30819	1149.3232	KCNIP2|30819	283.057
KCNIP3|30818	75.2961	KCNIP3|30818	99.8787
KCNIP4|80333	12.2673	KCNIP4|80333	35.5843
KCNJ10|3766	28.7648	KCNJ10|3766	10.9179
KCNJ11|3767	120.9814	KCNJ11|3767	100.6874
KCNJ12|3768	64.2978	KCNJ12|3768	25.4751
lowly_expressed	lowly_expressed	KCNJ13|3769	8.0873
KCNJ14|3770	16.9205	KCNJ14|3770	57.0158
KCNJ15|3772	36.379	KCNJ15|3772	12.5354
KCNJ16|3773	10.1523	KCNJ16|3773	98.2612
KCNJ2|3759	123.9425	KCNJ2|3759	574.2014
KCNJ5|3762	65.9898	KCNJ5|3762	46.9066
KCNJ8|3764	479.2724	KCNJ8|3764	274.9697
KCNK13|56659	19.4585	KCNK13|56659	14.9616
KCNK15|60598	92.2166	KCNK15|60598	10.9179
lowly_expressed	lowly_expressed	KCNK17|89822	25.0708
KCNK1|3775	835.4484	KCNK1|3775	129.8019
KCNK2|3776	45.6853	KCNK2|3776	451.6781
KCNK3|3777	38.9171	KCNK3|3777	94.2175
KCNK5|8645	78.6802	KCNK5|8645	228.4674
KCNK6|9424	976.3113	KCNK6|9424	388.1925
KCNMA1|3778	232.2335	KCNMA1|3778	1057.0158
KCNMB1|3779	49.9154	KCNMB1|3779	1481.1969
lowly_expressed	lowly_expressed	KCNMB2|10242	50.5459
KCNMB3|27094	93.4856	KCNMB3|27094	51.3546
KCNMB4|27345	79.5262	KCNMB4|27345	114.4359
lowly_expressed	lowly_expressed	KCNN1|3780	6.0655
KCNN2|3781	10.9983	KCNN2|3781	29.9232
KCNN3|3782	35.533	KCNN3|3782	42.8629
KCNN4|3783	164.1286	KCNN4|3783	1242.2159
KCNQ1OT1|10984	247.8849	KCNQ1OT1|10984	135.8674
KCNQ1|3784	102.7919	KCNQ1|3784	196.9268
KCNQ3|3786	12.2673	KCNQ3|3786	9.3004
KCNQ4|9132	6.3452	KCNQ4|9132	33.1581
KCNQ5|56479	6.7682	KCNQ5|56479	21.4315
KCNRG|283518	8.4518	KCNRG|283518	21.2171
lowly_expressed	lowly_expressed	KCNS1|3787	34.3712
KCNS2|3788	24.9577	lowly_expressed	lowly_expressed
KCNS3|3790	497.0389	KCNS3|3790	617.0643
lowly_expressed	lowly_expressed	KCNT1|57582	6.0655
KCNT2|343450	22.4196	KCNT2|343450	25.0708
KCP|375616	7.6227	lowly_expressed	lowly_expressed
KCTD10|83892	1634.0948	KCTD10|83892	2080.0647
KCTD11|147040	381.1337	KCTD11|147040	438.7384
KCTD12|115207	4406.0914	KCTD12|115207	3374.8484
KCTD13|253980	361.6751	KCTD13|253980	223.615
KCTD14|65987	42.7242	KCTD14|65987	704.812
KCTD15|79047	420.4738	KCTD15|79047	595.6328
KCTD16|57528	13.5364	lowly_expressed	lowly_expressed
KCTD17|79734	128.1726	KCTD17|79734	61.8682
KCTD18|130535	425.9729	KCTD18|130535	582.2887
KCTD1|284252	524.9577	KCTD1|284252	878.2855
KCTD20|222658	2437.8173	KCTD20|222658	1847.9579
KCTD21|283219	433.1641	KCTD21|283219	304.0841
KCTD2|23510	1472.5042	KCTD2|23510	1484.0275
KCTD3|51133	4565.9898	KCTD3|51133	2733.1177
lowly_expressed	lowly_expressed	KCTD4|386618	7.683
KCTD5|54442	1269.0355	KCTD5|54442	484.0275
KCTD6|200845	561.7597	KCTD6|200845	218.3583
KCTD7|154881	362.0389	KCTD7|154881	661.48
KCTD9|54793	777.0728	KCTD9|54793	1072.3817
KDELC1|79070	153.5533	KDELC1|79070	121.3101
KDELC2|143888	1395.5161	KDELC2|143888	1190.8613
KDELR1|10945	4447.5465	KDELR1|10945	3609.7857
KDELR2|11014	5267.3435	KDELR2|11014	3522.8467
