gene_id	TCGA-BH-A1F2-01A-31R-A13Q-07	gene_id	TCGA-BH-A1F2-11A-32R-A13Q-07
INPP5F|22876	682.6705	INPP5F|22876	732.4025
INPP5J|27124	205.4432	INPP5J|27124	532.4459
INPP5K|51763	559.1601	INPP5K|51763	1326.4848
INPPL1|3636	1069.7108	INPPL1|3636	1815.5248
INS-IGF2|723961	5.7995	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	INSC|387755	16.2049
INSIG1|3638	1740.1526	INSIG1|3638	1435.289
INSIG2|51141	1751.4642	INSIG2|51141	571.5112
lowly_expressed	lowly_expressed	INSRR|3645	23.1498
INSR|3643	1622.4508	INSR|3643	2769.2975
INTS10|55174	550.2942	INTS10|55174	1147.0737
INTS12|57117	779.2778	INTS12|57117	409.7519
INTS1|26173	597.6807	INTS1|26173	2228.1704
INTS2|57508	1005.5098	INTS2|57508	386.602
INTS3|65123	2748.4139	INTS3|65123	2488.0272
INTS4L1|285905	11.3116	INTS4L1|285905	24.8861
INTS4L2|644619	14.9802	lowly_expressed	lowly_expressed
INTS4|92105	403.8548	INTS4|92105	423.4566
INTS5|80789	546.3199	INTS5|80789	639.2245
INTS6|26512	1026.2987	INTS6|26512	842.3642
INTS7|25896	1113.7344	INTS7|25896	311.3651
INTS8|55656	1609.8093	INTS8|55656	672.4387
INTS9|55756	216.4491	INTS9|55756	333.6468
INTU|27152	103.9445	INTU|27152	243.9413
INVS|27130	191.6858	INVS|27130	344.3536
IP6K1|9807	900.6482	IP6K1|9807	1573.3198
IP6K2|51447	919.2971	IP6K2|51447	1531.6501
IPCEF1|26034	17.426	IPCEF1|26034	48.0359
IPMK|253430	75.2069	IPMK|253430	76.3944
IPO11|51194	1013.2843	IPO11|51194	720.9578
IPO13|9670	579.6432	IPO13|9670	594.0823
IPO4|79711	789.4154	IPO4|79711	590.9803
IPO5|3843	3855.7281	IPO5|3843	4675.1067
IPO7|10527	7532.9164	IPO7|10527	3154.7421
IPO8|10526	1757.8843	IPO8|10526	1450.047
IPO9|55705	2783.2659	IPO9|55705	1894.2342
IPPK|64768	703.4228	IPPK|64768	283.675
IPP|3652	308.4705	IPP|3652	378.4996
IPW|3653	153.4281	IPW|3653	576.6852
IQCA1|79781	19.2603	IQCA1|79781	175.3599
IQCB1|9657	315.502	IQCB1|9657	337.4087
IQCC|55721	33.9348	IQCC|55721	79.2881
IQCD|115811	22.6232	IQCD|115811	18.5199
IQCE|23288	429.2295	IQCE|23288	556.1745
IQCG|84223	240.9066	IQCG|84223	256.3843
IQCH|64799	49.391999999999996	IQCH|64799	41.3803
IQCK|124152	681.4477	IQCK|124152	289.0834
IQGAP1|8826	14197.8965	IQGAP1|8826	7666.6426
IQGAP2|10788	740.4514	IQGAP2|10788	1034.2183
IQGAP3|128239	520.6395	IQGAP3|128239	25.1754
IQSEC1|9922	1378.7927	IQSEC1|9922	3108.7318
IQSEC2|23096	284.013	IQSEC2|23096	450.8428
IQSEC3|440073	9.1716	IQSEC3|440073	281.2703
lowly_expressed	lowly_expressed	IQUB|154865	19.387999999999998
IRAK1BP1|134728	22.5865	IRAK1BP1|134728	51.0396
IRAK1|3654	692.1478	IRAK1|3654	1193.9521
IRAK2|3656	81.9327	IRAK2|3656	304.4202
IRAK3|11213	500.462	IRAK3|11213	1380.8869
IRAK4|51135	723.9426	IRAK4|51135	449.6853
IREB2|3658	2761.8655	IREB2|3658	2086.9565
IRF1|3659	439.2815	IRF1|3659	1091.3203
IRF2BP1|26145	197.8002	IRF2BP1|26145	448.2384
IRF2BP2|359948	5999.4298	IRF2BP2|359948	4848.441
IRF2|3660	828.8042	IRF2|3660	952.6152
IRF3|3661	207.4823	IRF3|3661	555.0749
IRF4|3662	29.0433	IRF4|3662	311.6545
IRF5|3663	116.4789	IRF5|3663	75.8157
IRF6|3664	800.0666	IRF6|3664	1180.3516
IRF7|3665	343.0167	IRF7|3665	195.0373
IRF8|3394	204.2203	IRF8|3394	324.3869
IRF9|10379	988.0838	IRF9|10379	749.7649
IRGQ|126298	716.9111	IRGQ|126298	693.3372
IRS1|3667	1366.5639999999999	IRS1|3667	2806.0479
IRS2|8660	695.8165	IRS2|8660	2993.8508
lowly_expressed	lowly_expressed	IRS4|8471	6.3662
IRX1|79192	5.8087	IRX1|79192	442.45099999999996
IRX2|153572	123.2048	IRX2|153572	836.2873
IRX3|79191	591.872	IRX3|79191	698.5459
lowly_expressed	lowly_expressed	IRX4|50805	48.0359
IRX5|10265	957.2062	IRX5|10265	310.497
IRX6|79190	6.1144	IRX6|79190	284.1641
ISCA1P1|389293	73.984	ISCA1P1|389293	76.9732
ISCA1|81689	1407.2246	ISCA1|81689	950.3002
ISCA2|122961	336.5966	ISCA2|122961	260.7249
ISCU|23479	1219.8188	ISCU|23479	1733.3429999999998
ISG15|9636	103.6387	ISG15|9636	177.6749
ISG20L2|81875	922.9657	ISG20L2|81875	629.6752
ISG20|3669	62.3667	ISG20|3669	126.4559
lowly_expressed	lowly_expressed	ISL1|3670	5.2087
ISL2|64843	11.3116	lowly_expressed	lowly_expressed
ISLR2|57611	49.2208	ISLR2|57611	235.5494
ISLR|3671	2526.7676	ISLR|3671	3036.3886
ISM1|140862	40.0492	ISM1|140862	737.6112
ISOC1|51015	1080.7167	ISOC1|51015	976.0544
ISOC2|79763	252.5239	ISOC2|79763	533.314
ISPD|729920	90.1871	ISPD|729920	63.3726
ISY1|57461	354.6341	ISY1|57461	654.9287
ISYNA1|51477	265.0584	ISYNA1|51477	677.4217
ITCH|83737	3144.9314	ITCH|83737	1691.3839
ITFG1|81533	1335.9921	ITFG1|81533	997.1786
ITFG2|55846	158.0567	ITFG2|55846	494.8275
ITFG3|83986	1396.0383	ITFG3|83986	1987.5888
ITGA10|8515	150.4138	ITGA10|8515	265.0655
ITGA11|22801	1868.5546	ITGA11|22801	566.0132
ITGA1|3672	989.6491	ITGA1|3672	1867.8232
lowly_expressed	lowly_expressed	ITGA2B|3674	17.9411
ITGA2|3673	1069.7108	ITGA2|3673	1413.8754
ITGA3|3675	2578.1284	ITGA3|3675	2199.8119
ITGA4|3676	329.1921	ITGA4|3676	306.1361
ITGA5|3678	2603.8088	ITGA5|3678	2043.2612
ITGA6|3655	2832.4866	ITGA6|3655	5183.2453
ITGA7|3679	315.502	ITGA7|3679	5064.8918
ITGA8|8516	94.4672	ITGA8|8516	73.5007
ITGA9|3680	118.619	ITGA9|3680	482.6738
ITGAE|3682	372.3658	ITGAE|3682	178.543
ITGAL|3683	254.0525	ITGAL|3683	228.3151
ITGAM|3684	404.1605	ITGAM|3684	226.0001
ITGAV|3685	11453.1512	ITGAV|3685	3337.3363
ITGAX|3687	270.867	ITGAX|3687	157.7082
ITGB1BP1|9270	1090.4997	ITGB1BP1|9270	1855.1689
ITGB1|3688	25968.3841	ITGB1|3688	19879.9103
ITGB2|3689	437.4839	ITGB2|3689	614.9721
ITGB3BP|23421	535.0083	ITGB3BP|23421	127.324
ITGB3|3690	297.4646	ITGB3|3690	344.9324
ITGB4|3691	1328.9605	ITGB4|3691	4096.0718
ITGB5|3693	3694.0028	ITGB5|3693	3255.4438
ITGB6|3694	16706.321	ITGB6|3694	1557.4043
ITGB7|3695	19.2603	ITGB7|3695	105.6211
ITGB8|3696	448.7955	ITGB8|3696	1020.3284
ITGBL1|9358	2142.1731	ITGBL1|9358	757.8673
lowly_expressed	lowly_expressed	ITIH2|3698	10.7068
ITIH3|3699	11.923	ITIH3|3699	28.3585
ITIH4|3700	6.7258	ITIH4|3700	70.1989
ITIH5L|347365	96.6072	ITIH5L|347365	18.2305
ITIH5|80760	720.5797	ITIH5|80760	6014.3240000000005
ITK|3702	16.2031	ITK|3702	41.3803
ITM2A|9452	536.8426	ITM2A|9452	1751.5735
ITM2B|9445	17012.6514	ITM2B|9445	16046.589
ITM2C|81618	190.1572	ITM2C|81618	1219.1275
ITPA|3704	355.2455	ITPA|3704	329.885
ITPK1|3705	855.4018	ITPK1|3705	2368.8056
ITPKB|3707	802.5124	ITPKB|3707	2205.5994
ITPKC|80271	431.981	ITPKC|80271	1280.1852
ITPR1|3708	697.3451	ITPR1|3708	3856.1817
ITPR2|3709	2103.6525	ITPR2|3709	3392.3172
ITPR3|3710	1162.5882	ITPR3|3710	1091.3492
ITPRIPL1|150771	15.8974	ITPRIPL1|150771	159.155
ITPRIPL2|162073	3536.5575	ITPRIPL2|162073	1984.5186
ITPRIP|85450	937.3345	ITPRIP|85450	1323.0124
ITSN1|6453	1376.9584	ITSN1|6453	3147.2184
ITSN2|50618	1394.6901	ITSN2|50618	1575.6348
IVD|3712	1021.1015	IVD|3712	1944.8745
IVL|3713	32.1005	lowly_expressed	lowly_expressed
IVNS1ABP|10625	3428.0272	IVNS1ABP|10625	2093.9015
IWS1|55677	972.7979	IWS1|55677	993.1274
JAG1|182	2733.1279	JAG1|182	2575.7072
JAG2|3714	160.1968	JAG2|3714	1155.1762
JAGN1|84522	952.0089999999999	JAGN1|84522	659.1912
JAK1|3716	14359.3161	JAK1|3716	8134.5583
JAK2|3717	453.0756	JAK2|3717	857.7009
JAK3|3718	81.3213	JAK3|3718	196.4841
JAKMIP1|152789	10.3944	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	JAKMIP3|282973	45.1422
JAM2|58494	212.169	JAM2|58494	817.7675
JAM3|83700	790.2836	JAM3|83700	1457.2813
JARID2|3720	634.0612	JARID2|3720	494.2487
JAZF1|221895	697.3451	JAZF1|221895	553.2808
JDP2|122953	213.6976	JDP2|122953	713.0145
JHDM1D|80853	1580.2616	JHDM1D|80853	1292.3389
JKAMP|51528	2795.8003	JKAMP|51528	813.7163
JMJD1C|221037	1716.0467	JMJD1C|221037	2621.4975
JMJD4|65094	285.1563	JMJD4|65094	376.9833
JMJD5|79831	58.698	JMJD5|79831	77.8413
JMJD6|23210	412.7207	JMJD6|23210	536.2078
JMJD7-PLA2G4B|8681	112.1989	JMJD7-PLA2G4B|8681	529.5522
JMJD8|339123	981.7402	JMJD8|339123	1165.4344
JMY|133746	1029.9673	JMY|133746	1054.7638
JOSD1|9929	1777.4503	JOSD1|9929	1692.2520000000002
JOSD2|126119	76.4298	JOSD2|126119	127.9028
JPH1|56704	261.3898	JPH1|56704	51.7977
JPH2|57158	33.0177	JPH2|57158	430.5867
JPH3|57338	7.0315	JPH3|57338	10.7068
JPH4|84502	11.923	JPH4|84502	24.0179
JRKL|8690	392.5432	JRKL|8690	393.54699999999997
JRK|8629	231.735	JRK|8629	516.5304
JTB|10899	1742.2926	JTB|10899	1258.7716
JUB|84962	618.7753	JUB|84962	627.0708
JUNB|3726	3866.4283	JUNB|3726	11180.7856
JUND|3727	1889.3435	JUND|3727	6239.456
JUN|3725	3002.4664	JUN|3725	21936.4827
JUP|3728	7201.2113	JUP|3728	5163.8573
KAL1|3730	922.9657	KAL1|3730	659.4806
KALRN|8997	409.3578	KALRN|8997	774.3616
KANK1|23189	529.5053	KANK1|23189	3971.3521
KANK2|25959	1492.5202	KANK2|25959	4404.8325
KANK3|256949	29.6547	KANK3|256949	391.8108
KANK4|163782	640.4813	KANK4|163782	875.9314
KARS|3735	1820.5567	KARS|3735	2651.2335
KAT2A|2648	348.8254	KAT2A|2648	672.2130000000001
KAT2B|8850	473.8645	KAT2B|8850	1170.8023
KAT5|10524	605.6294	KAT5|10524	905.7108
KATNA1|11104	229.9007	KATNA1|11104	346.3792
KATNAL1|84056	649.6529	KATNAL1|84056	1070.6793
KATNAL2|83473	26.5976	KATNAL2|83473	114.0129
KATNB1|10300	84.0727	KATNB1|10300	327.57
KAZALD1|81621	85.3048	KAZALD1|81621	89.4654
KAZ|23254	153.3181	KAZ|23254	690.5882
KBTBD10|10324	51.1193	KBTBD10|10324	13.2504
KBTBD11|9920	134.5164	KBTBD11|9920	437.82099999999997
KBTBD2|25948	1568.95	KBTBD2|25948	1629.4581
KBTBD3|143879	118.3133	KBTBD3|143879	165.2319
KBTBD4|55709	570.2179	KBTBD4|55709	450.5361
KBTBD6|89890	552.1285	KBTBD6|89890	466.1796
KBTBD7|84078	250.6896	KBTBD7|84078	179.1218
KBTBD8|84541	45.5521	KBTBD8|84541	28.9373
KCMF1|56888	1375.4298	KCMF1|56888	1274.9765
KCNA1|3736	14.3688	KCNA1|3736	70.607
lowly_expressed	lowly_expressed	KCNA2|3737	10.128
KCNA3|3738	9.1716	KCNA3|3738	41.9591
lowly_expressed	lowly_expressed	KCNA4|3739	13.8899
KCNA5|3741	12.2288	KCNA5|3741	19.0986
KCNA6|3742	17.1203	KCNA6|3742	50.6402
KCNAB1|7881	173.9541	KCNAB1|7881	245.6775
KCNAB2|8514	62.6724	KCNAB2|8514	169.5725
lowly_expressed	lowly_expressed	KCNAB3|9196	6.3662
KCNB1|3745	9.783	KCNB1|3745	375.6059
lowly_expressed	lowly_expressed	KCNB2|9312	17.073
lowly_expressed	lowly_expressed	KCNC1|3746	9.2599
lowly_expressed	lowly_expressed	KCNC2|3747	39.6441
KCNC3|3748	366.5571	KCNC3|3748	174.4918
KCNC4|3749	54.1123	KCNC4|3749	248.5712
KCND1|3750	41.2721	KCND1|3750	121.5366
KCND2|3751	53.5008	KCND2|3751	78.7094
KCND3|3752	5.8087	KCND3|3752	59.9002
KCNE1L|23630	7.0315	KCNE1L|23630	17.3624
lowly_expressed	lowly_expressed	KCNE1|3753	221.3702
KCNE2|9992	7.9487	KCNE2|9992	14.758
KCNE3|10008	121.3704	KCNE3|10008	212.9784
KCNE4|23704	228.0664	KCNE4|23704	93.4674
KCNF1|3754	354.9398	KCNF1|3754	12.1537
KCNG1|3755	16.2031	KCNG1|3755	14.758
KCNG3|170850	50.4436	lowly_expressed	lowly_expressed
KCNH1|3756	120.1476	KCNH1|3756	13.3111
lowly_expressed	lowly_expressed	KCNH2|3757	6.3662
lowly_expressed	lowly_expressed	KCNH3|23416	27.4904
lowly_expressed	lowly_expressed	KCNH4|23415	6.0768
lowly_expressed	lowly_expressed	KCNH8|131096	49.7721
lowly_expressed	lowly_expressed	KCNIP1|30820	12.7324
KCNIP2|30819	280.0386	KCNIP2|30819	4716.1976
KCNIP3|30818	16.2031	KCNIP3|30818	98.6761
KCNIP4|80333	22.6232	KCNIP4|80333	37.3291
lowly_expressed	lowly_expressed	KCNJ10|3766	5.7875
KCNJ11|3767	71.5382	KCNJ11|3767	54.9808
KCNJ12|3768	36.6863	KCNJ12|3768	80.735
KCNJ13|3769	74.2897	KCNJ13|3769	6.9449
KCNJ14|3770	21.0946	KCNJ14|3770	36.461
KCNJ15|3772	143.9937	KCNJ15|3772	41.6697
lowly_expressed	lowly_expressed	KCNJ16|3773	152.4995
KCNJ2|3759	171.5084	KCNJ2|3759	330.1743
KCNJ3|3760	494.3476	KCNJ3|3760	12.1537
KCNJ5|3762	37.9092	KCNJ5|3762	32.6991
KCNJ6|3763	5.1972	lowly_expressed	lowly_expressed
KCNJ8|3764	243.9638	KCNJ8|3764	732.9813
KCNK12|56660	6.1144	lowly_expressed	lowly_expressed
KCNK13|56659	104.2502	KCNK13|56659	10.7068
KCNK15|60598	67.8696	KCNK15|60598	16.4942
lowly_expressed	lowly_expressed	KCNK17|89822	16.7836
KCNK1|3775	1253.4479	KCNK1|3775	117.4854
KCNK2|3776	51.0551	KCNK2|3776	144.39700000000002
KCNK3|3777	32.4062	KCNK3|3777	127.0347
KCNK5|8645	17.426	KCNK5|8645	122.9834
KCNK6|9424	208.1946	KCNK6|9424	193.0116
lowly_expressed	lowly_expressed	KCNK7|10089	7.2343
KCNMA1|3778	420.0579	KCNMA1|3778	771.7572
KCNMB1|3779	45.8579	KCNMB1|3779	440.7148
lowly_expressed	lowly_expressed	KCNMB2|10242	13.8899
KCNMB3|27094	69.7039	KCNMB3|27094	79.8669
KCNMB4|27345	63.2838	KCNMB4|27345	75.5263
KCNN2|3781	18.0374	KCNN2|3781	8.9706
KCNN3|3782	15.5917	KCNN3|3782	50.3509
KCNN4|3783	63.2838	KCNN4|3783	275.7723
KCNQ1OT1|10984	51.6665	KCNQ1OT1|10984	147.2907
KCNQ1|3784	25.9861	KCNQ1|3784	170.1512
KCNQ3|3786	6.7258	KCNQ3|3786	5.2087
lowly_expressed	lowly_expressed	KCNQ4|9132	11.5749
KCNQ5|56479	30.5719	KCNQ5|56479	15.9155
KCNRG|283518	9.4834	KCNRG|283518	9.4133
lowly_expressed	lowly_expressed	KCNS1|3787	18.2305
KCNS3|3790	300.2161	KCNS3|3790	272.5892
KCNT2|343450	34.2405	KCNT2|343450	35.3035
KCTD10|83892	2161.7391	KCTD10|83892	2454.1706
KCTD11|147040	215.2262	KCTD11|147040	501.1937
KCTD12|115207	4093.5775	KCTD12|115207	6134.4137
KCTD13|253980	307.5533	KCTD13|253980	171.0193
KCTD14|65987	21.4003	KCTD14|65987	357.086
KCTD15|79047	1070.628	KCTD15|79047	444.1872
KCTD16|57528	22.9289	KCTD16|57528	5.2087
KCTD17|79734	28.7376	KCTD17|79734	97.5186
KCTD18|130535	443.2926	KCTD18|130535	535.0503
KCTD1|284252	276.37	KCTD1|284252	640.6713
KCTD20|222658	2978.3146	KCTD20|222658	2613.9044
KCTD21|283219	308.1648	KCTD21|283219	394.1257
KCTD2|23510	1387.6586	KCTD2|23510	1366.1289
KCTD3|51133	4579.0593	KCTD3|51133	2647.4716
KCTD5|54442	856.9304	KCTD5|54442	406.5688
KCTD6|200845	577.1975	KCTD6|200845	197.93099999999998
KCTD7|154881	262.6035	KCTD7|154881	488.0359
lowly_expressed	lowly_expressed	KCTD8|386617	16.4942
KCTD9|54793	573.2231	KCTD9|54793	1039.1377
KDELC1|79070	263.5298	KDELC1|79070	103.5955
KDELC2|143888	1589.7388	KDELC2|143888	1657.2379
KDELR1|10945	4411.831	KDELR1|10945	2695.5075
KDELR2|11014	8730.7235	KDELR2|11014	3631.3391
KDELR3|11015	1697.9634	KDELR3|11015	325.255
KDM1A|23028	995.7268	KDM1A|23028	1442.234
KDM1B|221656	1121.0716	KDM1B|221656	464.1539
KDM2A|22992	4305.7465	KDM2A|22992	3653.9101
KDM2B|84678	633.2694	KDM2B|84678	525.4749
KDM3A|55818	1522.7864	KDM3A|55818	1567.5324
KDM3B|51780	1658.8313	KDM3B|51780	3084.4245
KDM4A|9682	756.9603	KDM4A|9682	1317.8037
KDM4B|23030	851.1217	KDM4B|23030	1092.0929
KDM4C|23081	359.8313	KDM4C|23081	634.5945
KDM4D|55693	36.992	KDM4D|55693	48.903999999999996
KDM5A|5927	1604.1076	KDM5A|5927	2257.6865
KDM5B|10765	4845.3406	KDM5B|10765	1877.4506
KDM5C|8242	1854.1858	KDM5C|8242	2470.0861
KDM6A|7403	1374.8184	KDM6A|7403	1057.6575
KDM6B|23135	588.2034	KDM6B|23135	1404.0368
KDR|3791	1071.5451	KDR|3791	3304.3478
KDSR|2531	1951.0987	KDSR|2531	2238.0091
KEAP1|9817	522.4738	KEAP1|9817	1204.3695
KERA|11081	60.8381	KERA|11081	21.1242
lowly_expressed	lowly_expressed	KGFLP1|387628	9.2599
KGFLP2|654466	57.5455	KGFLP2|654466	131.7919
KHDC1|80759	13.0664	KHDC1|80759	25.4648
KHDRBS1|10657	5491.9363	KHDRBS1|10657	3697.3161
KHDRBS3|10656	257.7211	KHDRBS3|10656	321.4932
KHK|3795	25.4909	KHK|3795	113.6541
KHNYN|23351	1403.9962	KHNYN|23351	2424.2176
KHSRP|8570	1230.519	KHSRP|8570	2025.8989
KIAA0020|9933	464.0815	KIAA0020|9933	501.1937
KIAA0040|9674	1349.7494	KIAA0040|9674	2164.7978
lowly_expressed	lowly_expressed	KIAA0087|9808	10.4174
KIAA0090|23065	642.3156	KIAA0090|23065	1337.1916
KIAA0100|9703	12290.5798	KIAA0100|9703	5324.8730000000005
KIAA0101|9768	478.1445	KIAA0101|9768	14.758
KIAA0114|57291	804.6524	KIAA0114|57291	385.7339
lowly_expressed	lowly_expressed	KIAA0125|9834	22.2817
KIAA0141|9812	682.3648	KIAA0141|9812	1382.9125
KIAA0146|23514	743.8143	KIAA0146|23514	831.9468
KIAA0174|9798	2429.549	KIAA0174|9798	2885.9148
KIAA0182|23199	2642.3294	KIAA0182|23199	2925.5589
KIAA0195|9772	1673.2888	KIAA0195|9772	1995.8041
KIAA0196|9897	5725.5056	KIAA0196|9897	1433.2634
KIAA0226|9711	675.0276	KIAA0226|9711	774.9403
KIAA0232|9778	1921.444	KIAA0232|9778	1816.9717
KIAA0240|23506	1066.0422	KIAA0240|23506	1393.9087
KIAA0247|9766	2021.4141	KIAA0247|9766	2002.1703
KIAA0284|283638	280.0386	KIAA0284|283638	974.0288
KIAA0317|9870	1050.1448	KIAA0317|9870	687.2604
KIAA0319L|79932	1850.5172	KIAA0319L|79932	2020.1114
KIAA0319|9856	155.9167	lowly_expressed	lowly_expressed
KIAA0355|9710	814.1297	KIAA0355|9710	1850.2496
KIAA0368|23392	4513.024	KIAA0368|23392	4263.0399
KIAA0391|9692	1164.7894	KIAA0391|9692	456.0341
KIAA0406|9675	932.7487	KIAA0406|9675	564.8557
KIAA0408|9729	111.5446	KIAA0408|9729	745.0394
KIAA0415|9907	174.8713	KIAA0415|9907	390.0745
KIAA0427|9811	326.2022	KIAA0427|9811	3230.2684
KIAA0430|9665	2329.5788	KIAA0430|9665	3328.9445
KIAA0467|23334	404.668	KIAA0467|23334	1582.7679
KIAA0494|9813	4651.8694	KIAA0494|9813	5529.9168
KIAA0495|57212	126.8734	KIAA0495|57212	997.7574
KIAA0513|9764	231.4293	KIAA0513|9764	331.9106
KIAA0528|9847	968.5178	KIAA0528|9847	985.8931
KIAA0556|23247	686.6449	KIAA0556|23247	576.1412
KIAA0562|9731	339.9595	KIAA0562|9731	934.9635
KIAA0564|23078	728.8341	KIAA0564|23078	1375.6782
KIAA0586|9786	684.1991	KIAA0586|9786	462.9965
KIAA0649|9858	196.2716	KIAA0649|9858	551.8339
KIAA0652|9776	2196.2854	KIAA0652|9776	2065.2536
KIAA0664P3|100132341	22.9289	KIAA0664P3|100132341	70.0282
KIAA0664|23277	559.7715	KIAA0664|23277	2049.3381
KIAA0748|9840	8.5601	KIAA0748|9840	32.6991
KIAA0753|9851	365.6399	KIAA0753|9851	399.9132
KIAA0754|643314	80.4041	KIAA0754|643314	551.8339
KIAA0776|23376	1266.8996	KIAA0776|23376	1217.6807
KIAA0802|23255	77.6526	KIAA0802|23255	149.02700000000002
KIAA0831|22863	757.2660000000001	KIAA0831|22863	952.9046
KIAA0892|23383	935.8059	KIAA0892|23383	1484.193
KIAA0895L|653319	100.3217	KIAA0895L|653319	199.7569
KIAA0895|23366	184.96	KIAA0895|23366	140.3458
KIAA0907|22889	819.0212	KIAA0907|22889	642.1182
KIAA0913|23053	706.8223	KIAA0913|23053	1977.2842
KIAA0922|23240	1477.2343	KIAA0922|23240	1081.6755
KIAA0947|23379	1754.5214	KIAA0947|23379	1665.0510000000002
KIAA1009|22832	170.8969	KIAA1009|22832	321.7825
KIAA1012|22878	1434.7393	KIAA1012|22878	1281.0533
KIAA1024|23251	95.0786	KIAA1024|23251	22.2817
KIAA1033|23325	1831.8683	KIAA1033|23325	1667.0766
KIAA1045|23349	5.5029	KIAA1045|23349	35.3035
KIAA1107|23285	295.3246	KIAA1107|23285	287.6365
KIAA1109|84162	2150.7332	KIAA1109|84162	4625.3346
KIAA1143|57456	1382.1556	KIAA1143|57456	961.5858
KIAA1147|57189	1278.5169	KIAA1147|57189	1466.5413
KIAA1161|57462	776.2206	KIAA1161|57462	364.031
KIAA1191|57179	2921.4509	KIAA1191|57179	2200.9694
KIAA1199|57214	741.3686	KIAA1199|57214	7.5237
KIAA1210|57481	21.4003	KIAA1210|57481	6.9449
KIAA1211|57482	468.3615	KIAA1211|57482	13.6005
KIAA1217|56243	4236.0426	KIAA1217|56243	4943.9369
KIAA1239|57495	38.2149	KIAA1239|57495	63.662
KIAA1244|57221	941.9203	KIAA1244|57221	624.4665
KIAA1257|57501	77.6526	KIAA1257|57501	7.026
KIAA1267|284058	1257.728	KIAA1267|284058	1742.8923
KIAA1274|27143	111.5874	KIAA1274|27143	386.602
KIAA1279|26128	2009.491	KIAA1279|26128	667.5830000000001
KIAA1310|55683	1751.4642	KIAA1310|55683	1965.42
KIAA1324L|222223	376.0344	KIAA1324L|222223	570.0644
KIAA1324|57535	3665.5709	KIAA1324|57535	4208.3484
KIAA1328|57536	129.6249	KIAA1328|57536	221.6596
KIAA1370|56204	2056.5718	KIAA1370|56204	1833.7553
KIAA1377|57562	431.3695	KIAA1377|57562	791.4346
KIAA1383|54627	115.5618	KIAA1383|54627	118.9322
KIAA1407|57577	223.4806	KIAA1407|57577	240.7582
KIAA1409|57578	7.9487	KIAA1409|57578	16.2049
KIAA1429|25962	2971.283	KIAA1429|25962	2617.0875
KIAA1430|57587	1749.9356	KIAA1430|57587	1410.9817
KIAA1432|57589	814.9001	KIAA1432|57589	1315.5408
KIAA1462|57608	1437.7965	KIAA1462|57608	2998.4808
KIAA1467|57613	595.8463	KIAA1467|57613	528.1053
KIAA1468|57614	1049.8391	KIAA1468|57614	747.1605
KIAA1522|57648	2350.062	KIAA1522|57648	2557.766
KIAA1524|57650	491.9019	KIAA1524|57650	47.4571
KIAA1529|57653	36.6863	KIAA1529|57653	201.4035
KIAA1530|57654	147.6623	KIAA1530|57654	227.7364
KIAA1539|80256	580.2547	KIAA1539|80256	559.0682
KIAA1543|57662	345.7682	KIAA1543|57662	228.8939
KIAA1549|57670	504.1306	KIAA1549|57670	249.4393
KIAA1586|57691	356.4684	KIAA1586|57691	206.3228
KIAA1598|57698	1502.6089	KIAA1598|57698	678.0004
KIAA1609|57707	355.8569	KIAA1609|57707	434.6379
KIAA1614|57710	17.000999999999998	KIAA1614|57710	178.7745
KIAA1632|57724	1103.9513	KIAA1632|57724	1373.0739
KIAA1644|85352	65.4239	KIAA1644|85352	21.4136
KIAA1671|85379	1848.9886	KIAA1671|85379	2823.6996
KIAA1683|80726	21.706	KIAA1683|80726	659.1912
KIAA1704|55425	396.8386	KIAA1704|55425	460.9014
KIAA1712|80817	405.3314	KIAA1712|80817	396.6838
KIAA1715|80856	1650.8826	KIAA1715|80856	1098.7485
KIAA1731|85459	416.695	KIAA1731|85459	511.6111
KIAA1737|85457	1182.2154	KIAA1737|85457	1283.3683
lowly_expressed	lowly_expressed	KIAA1751|85452	8.1024
KIAA1755|85449	170.8969	KIAA1755|85449	169.8618
KIAA1797|54914	730.057	KIAA1797|54914	956.6664
KIAA1804|84451	63.2838	KIAA1804|84451	152.7888
KIAA1826|84437	309.3876	KIAA1826|84437	343.7749
KIAA1841|84542	455.5213	KIAA1841|84542	211.8209
lowly_expressed	lowly_expressed	KIAA1875|340390	6.9449
KIAA1908|114796	120.759	KIAA1908|114796	298.3433
KIAA1919|91749	120.4533	KIAA1919|91749	114.5916
KIAA1949|170954	961.1806	KIAA1949|170954	1551.6169
KIAA1958|158405	73.0668	KIAA1958|158405	87.1012
KIAA1967|57805	707.7395	KIAA1967|57805	1868.1907
lowly_expressed	lowly_expressed	KIAA1984|84960	13.6005
KIAA2013|90231	412.7207	KIAA2013|90231	1047.5295
KIAA2018|205717	870.0763	KIAA2018|205717	1445.9958
KIAA2022|340533	107.0017	KIAA2022|340533	70.607
KIAA2026|158358	726.3884	KIAA2026|158358	1142.1544
KIDINS220|57498	2301.147	KIDINS220|57498	3353.5412
KIF11|3832	970.3521	KIF11|3832	105.9104
KIF12|113220	67.2582	KIF12|113220	172.4662
KIF13A|63971	1221.0417	KIF13A|63971	2740.6496
KIF13B|23303	376.0344	KIF13B|23303	1797.005
KIF14|9928	481.5074	KIF14|9928	12.1537
KIF15|56992	436.8725	KIF15|56992	16.7836
