gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
NPAS2|4862	576.3689	NPAS2|4862	58.553999999999995
NPAS3|64067	240.0165	NPAS3|64067	52.443999999999996
NPAT|4863	449.5677	NPAT|4863	430.7536
NPC1L1|29881	84.3969	NPC1L1|29881	14.7658
NPC1|4864	1030.3335	NPC1|4864	997.9633
NPC2|10577	1190.2017	NPC2|10577	3843.1772
NPDC1|56654	1481.2679999999998	NPDC1|56654	869.6538
NPEPL1|79716	5127.2128	NPEPL1|79716	792.2607
NPEPPS|9520	3604.7756	NPEPPS|9520	2042.7699
NPFF|8620	7.4105	NPFF|8620	15.7841
NPHP1|4867	160.1482	NPHP1|4867	113.5438
NPHP3|27031	349.9382	NPHP3|27031	467.9226
NPHP4|261734	267.1881	NPHP4|261734	156.3136
NPIPL3|23117	581.5644	NPIPL3|23117	648.1415
NPIP|9284	1853.0959	NPIP|9284	622.5305
NPLOC4|55666	1906.1342	NPLOC4|55666	4049.8982
NPL|80896	99.6295	NPL|80896	253.5642
NPM1|4869	11916.8382	NPM1|4869	5783.0957
NPM3|10360	297.6534	NPM3|10360	73.8289
NPNT|255743	7189.79	NPNT|255743	190.9369
NPR1|4881	186.0848	NPR1|4881	5919.5519
NPR2|4882	104.1581	NPR2|4882	1203.1568
NPR3|4883	25.5249	NPR3|4883	735.7434
NPRL2|10641	399.7077	NPRL2|10641	237.7342
NPRL3|8131	1152.7378	NPRL3|8131	829.4297
NPTN|27020	5085.2203	NPTN|27020	1624.2363
NPTX1|4884	6.9988	NPTX1|4884	5.6008
NPTX2|4885	53.1083	NPTX2|4885	12.22
NPTXR|23467	2089.3372	NPTXR|23467	338.5947
NPW|283869	34.5821	lowly_expressed	lowly_expressed
NPY1R|4886	2064.6357	NPY1R|4886	3076.3747
lowly_expressed	lowly_expressed	NPY2R|4887	5.0916
NPY5R|4889	114.4504	NPY5R|4889	234.2159
NQO1|1728	1478.3862	NQO1|1728	8666.4969
NQO2|4835	461.5068	NQO2|4835	1756.11
lowly_expressed	lowly_expressed	NR0B1|190	15.7841
NR1D1|9572	1726.5871	NR1D1|9572	2155.1884
NR1D2|9975	3295.1832	NR1D2|9975	2802.4440000000004
NR1H2|7376	895.4302	NR1H2|7376	1268.3299
NR1H3|10062	240.8399	NR1H3|10062	1396.1303
NR1I3|9970	5.5496	lowly_expressed	lowly_expressed
NR2C1|7181	518.732	NR2C1|7181	471.4868
NR2C2AP|126382	378.3821	NR2C2AP|126382	220.9623
NR2C2|7182	1183.6805	NR2C2|7182	1443.3401
NR2E3|10002	42.816	lowly_expressed	lowly_expressed
NR2F1|7025	148.6208	NR2F1|7025	95.723
NR2F2|7026	6613.8329	NR2F2|7026	1081.9756
NR2F6|2063	1243.31	NR2F6|2063	479.1242
NR3C1|2908	1347.0564	NR3C1|2908	5281.0591
NR3C2|4306	119.3907	NR3C2|4306	485.7434
NR4A1|3164	717.1676	NR4A1|3164	6315.1731
NR4A2|4929	283.6558	NR4A2|4929	1193.9919
NR4A3|8013	32.111999999999995	NR4A3|8013	511.2016
NR5A2|2494	67.5175	NR5A2|2494	402.7495
NR6A1|2649	7.4105	lowly_expressed	lowly_expressed
NRARP|441478	153.5611	NRARP|441478	117.6171
NRAS|4893	1373.8164	NRAS|4893	985.2342
NRBF2|29982	456.5665	NRBF2|29982	683.2994
NRBP1|29959	2515.8501	NRBP1|29959	2355.9063
NRBP2|340371	3806.5047	NRBP2|340371	1342.668
NRCAM|4897	2500.2058	NRCAM|4897	625.2546
NRD1|4898	4162.2067	NRD1|4898	3904.7862
NRF1|4899	403.8699	NRF1|4899	317.2098
NRG1|3084	9.0572	NRG1|3084	18.3299
NRG2|9542	36.6406	NRG2|9542	71.2831
NRG3|10718	16.8794	lowly_expressed	lowly_expressed
NRG4|145957	5.7637	lowly_expressed	lowly_expressed
NRGN|4900	27.1717	NRGN|4900	79.4297
NRIP1|8204	3566.0766	NRIP1|8204	2378.8187
NRIP2|83714	107.8633	NRIP2|83714	81.4664
NRIP3|56675	152.7378	NRIP3|56675	46.8432
NRK|203447	74.1046	NRK|203447	46.333999999999996
NRL|4901	17.7275	NRL|4901	21.3849
NRM|11270	101.6879	NRM|11270	248.9817
NRN1|51299	170.8522	NRN1|51299	2291.2424
NRP1|8829	1835.7349	NRP1|8829	10635.4379
NRP2|8828	869.4936	NRP2|8828	2719.4501
NRSN2|80023	612.5978	NRSN2|80023	355.3971
NRTN|4902	5.7637	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NRXN1|9378	32.5866
NRXN2|9379	88.5138	NRXN2|9379	29.0224
NRXN3|9369	33.7587	NRXN3|9369	78.4114
NSA2|10412	1694.1128	NSA2|10412	2196.5377
NSD1|64324	2617.9498	NSD1|64324	2247.9633
NSDHL|50814	499.7942	NSDHL|50814	487.2709
NSFL1C|55968	1676.8217	NSFL1C|55968	1941.4460000000001
NSF|4905	3438.0403	NSF|4905	684.3177
NSL1|25936	450.3911	NSL1|25936	580.9572
NSMAF|8439	1340.0576	NSMAF|8439	1178.7169
NSMCE1|197370	840.2635	NSMCE1|197370	835.0305
NSMCE2|286053	1327.2952	NSMCE2|286053	248.4725
NSMCE4A|54780	456.5665	NSMCE4A|54780	1147.1487
NSUN2|54888	2417.0441	NSUN2|54888	995.9267
NSUN3|63899	102.0996	NSUN3|63899	95.1018
NSUN4|387338	664.8827	NSUN4|387338	534.6232
NSUN5P1|155400	208.7279	NSUN5P1|155400	36.1507
NSUN5P2|260294	652.5401	NSUN5P2|260294	145.5499
NSUN5|55695	635.2408	NSUN5|55695	263.7475
NSUN6|221078	200.49400000000003	NSUN6|221078	159.3686
NSUN7|79730	82.7501	NSUN7|79730	28.5132
NT5C2|22978	1342.5278	NT5C2|22978	931.7719
NT5C3L|115024	916.4265	NT5C3L|115024	667.5153
NT5C3|51251	511.3215	NT5C3|51251	320.2648
NT5C|30833	230.9592	NT5C|30833	267.8208
NT5DC1|221294	1444.6274	NT5DC1|221294	953.666
NT5DC2|64943	874.8456	NT5DC2|64943	381.7923
NT5DC3|51559	407.9868	NT5DC3|51559	227.5967
NT5E|4907	323.1783	NT5E|4907	1021.8941
NT5M|56953	59.2837	NT5M|56953	30.0407
NTAN1|123803	409.2219	NTAN1|123803	1302.444
lowly_expressed	lowly_expressed	NTF3|4908	8.6558
NTHL1|4913	189.79	NTHL1|4913	123.7271
NTM|50863	472.6225	NTM|50863	1077.9022
NTN1|9423	289.0078	NTN1|9423	393.0754
lowly_expressed	lowly_expressed	NTN3|4917	5.0916
NTN4|59277	553.3141	NTN4|59277	1075.8656
NTN5|126147	17.2911	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NTNG1|22854	5.6008
NTNG2|84628	16.8794	NTNG2|84628	13.7475
NTRK2|4915	345.4096	NTRK2|4915	16425.1527
lowly_expressed	lowly_expressed	NTRK3|4916	159.8778
NTSR1|4923	5.7637	lowly_expressed	lowly_expressed
NTS|4922	51.0498	NTS|4922	25.4582
NUAK1|9891	563.1947	NUAK1|9891	1804.9898
NUAK2|81788	478.7979	NUAK2|81788	35.6415
NUB1|51667	2669.6748	NUB1|51667	2341.0438
NUBP1|4682	309.6089	NUBP1|4682	355.3259
NUBP2|10101	710.5805	NUBP2|10101	441.9552
NUBPL|80224	298.8884	NUBPL|80224	619.1446
NUCB1|4924	3497.324	NUCB1|4924	8794.2974
NUCB2|4925	1905.7596	NUCB2|4925	1391.39
NUCKS1|64710	6048.5797	NUCKS1|64710	8337.5764
NUDCD1|84955	2158.5014	NUDCD1|84955	331.9756
NUDCD2|134492	291.0663	NUDCD2|134492	359.4705
NUDCD3|23386	3131.3298	NUDCD3|23386	2767.8208
NUDC|10726	1910.2511	NUDC|10726	1813.1365
NUDT10|170685	27.1717	NUDT10|170685	10.1833
NUDT11|55190	84.3969	NUDT11|55190	25.4582
NUDT12|83594	734.0469	NUDT12|83594	332.4847
NUDT13|25961	43.6394	NUDT13|25961	58.553999999999995
NUDT14|256281	379.5801	NUDT14|256281	305.499
NUDT15|55270	529.4772	NUDT15|55270	475.6314
NUDT16L1|84309	776.4512	NUDT16L1|84309	211.3035
NUDT16P1|152195	249.8971	NUDT16P1|152195	88.0855
NUDT16|131870	846.8506	NUDT16|131870	1567.2098
NUDT17|200035	20.5846	NUDT17|200035	20.8758
NUDT18|79873	70.811	NUDT18|79873	185.8452
NUDT19|390916	776.0395	NUDT19|390916	224.5418
NUDT1|4521	133.3882	NUDT1|4521	158.3503
NUDT21|11051	2580.4858	NUDT21|11051	1702.1385
NUDT22|84304	261.3668	NUDT22|84304	171.4969
NUDT2|318	325.2367	NUDT2|318	530.0407
NUDT3|11165	406.3401	NUDT3|11165	475.0509
NUDT4|11163	668.9996	NUDT4|11163	1243.3809
NUDT5|11164	604.1663	NUDT5|11164	861.222
NUDT6|11162	96.5871	NUDT6|11162	118.1925
NUDT7|283927	60.5187	NUDT7|283927	211.8126
NUDT8|254552	32.5237	NUDT8|254552	89.1039
NUDT9|53343	864.965	NUDT9|53343	739.3075
NUF2|83540	57.6369	NUF2|83540	6.6191
NUFIP1|26747	336.7641	NUFIP1|26747	106.9246
NUFIP2|57532	2971.1816	NUFIP2|57532	2165.9878
NUMA1|4926	14764.223999999998	NUMA1|4926	8015.4582
NUMBL|9253	282.4207	NUMBL|9253	772.9124
NUMB|8650	1620.0082	NUMB|8650	1966.9043
NUP107|57122	1059.6953	NUP107|57122	764.2566
NUP133|55746	1565.6649	NUP133|55746	1296.3339999999998
NUP153|9972	1993.0012	NUP153|9972	1527.4949
NUP155|9631	828.3244	NUP155|9631	542.7699
NUP160|23279	1131.3298	NUP160|23279	1306.0081
NUP188|23511	996.7065	NUP188|23511	1708.2485
NUP205|23165	2354.4669	NUP205|23165	1038.6965
NUP210|23225	2597.7769	NUP210|23225	122.7088
NUP214|8021	1358.1721	NUP214|8021	1596.2322
NUP35|129401	311.2392	NUP35|129401	161.4053
NUP37|79023	330.5887	NUP37|79023	225.0509
NUP43|348995	1116.9205	NUP43|348995	329.9389
NUP50|10762	1571.0169	NUP50|10762	1015.7841
NUP54|53371	893.7834	NUP54|53371	857.943
NUP62CL|54830	23.0548	lowly_expressed	lowly_expressed
NUP62|23636	1415.6608	NUP62|23636	911.5275
NUP85|79902	324.0016	NUP85|79902	481.1609
NUP88|4927	541.6385	NUP88|4927	827.0061
NUP93|9688	1019.7612	NUP93|9688	602.8513
NUP98|4928	2697.4063	NUP98|4928	2447.556
NUPL1|9818	1733.6352	NUPL1|9818	579.4297
NUPL2|11097	613.0095	NUPL2|11097	223.0143
NUPR1|26471	2495.2655	NUPR1|26471	3107.9429999999998
NUS1|116150	1812.2684	NUS1|116150	961.3035
NUSAP1|51203	158.5014	NUSAP1|51203	47.3523
NUTF2|10204	1753.3965	NUTF2|10204	1252.5458
NVL|4931	643.063	NVL|4931	293.279
NXF1|10482	1912.3096	NXF1|10482	1266.2933
lowly_expressed	lowly_expressed	NXNL1|115861	10.6925
NXNL2|158046	6.9988	lowly_expressed	lowly_expressed
NXN|64359	489.5019	NXN|64359	289.7149
NXPH1|30010	8.6455	lowly_expressed	lowly_expressed
NXPH3|11248	79.8683	NXPH3|11248	271.3849
NXPH4|11247	25.5249	NXPH4|11247	20.3666
NXT1|29107	144.9156	NXT1|29107	127.2912
NXT2|55916	448.3326	NXT2|55916	353.8697
NYNRIN|57523	289.8312	NYNRIN|57523	1116.5988
OAF|220323	338.8226	OAF|220323	1117.6171
OAS1|4938	334.7056	OAS1|4938	376.2729
OAS2|4939	313.7093	OAS2|4939	813.6456
OAS3|4940	486.62	OAS3|4940	608.9613
OASL|8638	120.6258	OASL|8638	70.7739
OAT|4942	3923.837	OAT|4942	2165.4786
OAZ1|4946	8597.7769	OAZ1|4946	8482.6884
OAZ2|4947	6699.4648	OAZ2|4947	1769.8574
OAZ3|51686	22.5443	OAZ3|51686	19.4807
OBFC1|79991	751.7497	OBFC1|79991	724.0326
OBFC2A|64859	84.3969	OBFC2A|64859	352.8513
OBFC2B|79035	450.8028	OBFC2B|79035	408.8595
OBSCN|84033	795.3849	OBSCN|84033	86.0489
OBSL1|23363	3714.2857	OBSL1|23363	793.279
OCEL1|79629	381.6385	OCEL1|79629	476.5784
OCIAD1|54940	2712.6389	OCIAD1|54940	2344.7047
OCIAD2|132299	445.0391	OCIAD2|132299	161.4053
OCLM|10896	5.352	lowly_expressed	lowly_expressed
OCLN|4950	1120.2141	OCLN|4950	17.8208
OCRL|4952	1337.9992	OCRL|4952	1572.3014
ODC1|4953	1324.4133	ODC1|4953	1200.611
ODF2L|57489	685.4673	ODF2L|57489	365.5804
ODF2|4957	697.818	ODF2|4957	481.1609
ODF3B|440836	55.9901	ODF3B|440836	90.1222
ODF3L1|161753	18.1145	ODF3L1|161753	37.169000000000004
ODZ1|10178	6.9988	ODZ1|10178	256.6191
ODZ2|57451	29.6418	ODZ2|57451	29.0224
ODZ3|55714	2325.6484	ODZ3|55714	1677.1894
ODZ4|26011	337.5875	ODZ4|26011	1311.0998
OFD1|8481	989.7077	OFD1|8481	397.6578
OGDHL|55753	60.5187	lowly_expressed	lowly_expressed
OGDH|4967	3913.5447	OGDH|4967	5002.0367
OGFOD1|55239	1018.5261	OGFOD1|55239	874.7454
OGFOD2|79676	249.0037	OGFOD2|79676	130.4328
OGFRL1|79627	180.3211	OGFRL1|79627	757.1283
OGFR|11054	1840.3746	OGFR|11054	619.1446
OGG1|4968	301.7703	OGG1|4968	272.9633
OGN|4969	181.9679	OGN|4969	2506.6191
OGT|8473	4126.3895	OGT|8473	2907.8411
OIP5|11339	6.9617	lowly_expressed	lowly_expressed
OLA1|29789	2964.1828	OLA1|29789	1465.8859
OLFM1|10439	683.4088	OLFM1|10439	795.8248
OLFM2|93145	219.8436	OLFM2|93145	890.5295
lowly_expressed	lowly_expressed	OLFM4|10562	48.3707
OLFML1|283298	215.3149	OLFML1|283298	1273.4216
OLFML2A|169611	890.4899	OLFML2A|169611	1559.5723
OLFML2B|25903	1044.0510000000002	OLFML2B|25903	1145.6212
OLFML3|56944	607.2458	OLFML3|56944	2076.8839
OLIG1|116448	9.8806	lowly_expressed	lowly_expressed
OLR1|4973	156.0313	OLR1|4973	13.2383
OMA1|115209	617.9498	OMA1|115209	350.3055
OMD|4958	109.9218	OMD|4958	634.9287
ONECUT2|9480	29.6418	ONECUT2|9480	7.6375
lowly_expressed	lowly_expressed	OOEP|441161	5.2546
OPA1|4976	2612.1861	OPA1|4976	2368.6354
OPA3|80207	448.7443	OPA3|80207	377.2912
OPCML|4978	11.5274	OPCML|4978	6.6191
OPHN1|4983	177.4393	OPHN1|4983	449.0835
OPLAH|26873	2988.0609	OPLAH|26873	285.1324
OPN3|23596	965.6937	OPN3|23596	175.7077
lowly_expressed	lowly_expressed	OPRK1|4986	12.22
OPRL1|4987	741.8691	OPRL1|4987	53.9715
OPTN|10133	879.7859	OPTN|10133	5917.0061
lowly_expressed	lowly_expressed	OR2A1|346528	14.2566
OR2A4|79541	61.7538	OR2A4|79541	24.9491
OR2A7|401427	215.3149	OR2A7|401427	57.5356
OR2A9P|441295	214.0799	OR2A9P|441295	424.1344
lowly_expressed	lowly_expressed	OR2B11|127623	7.1283
OR2W3|343171	30.7287	OR2W3|343171	10.5397
OR51E1|143503	37.464	OR51E1|143503	144.6029
OR51E2|81285	8.6455	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	OR52N4|390072	5.6008
ORAI1|84876	241.6632	ORAI1|84876	151.7312
ORAI2|80228	1056.8588	ORAI2|80228	345.28
ORAI3|93129	318.6497	ORAI3|93129	411.9145
ORAOV1|220064	244.1334	ORAOV1|220064	204.1752
ORC1L|4998	30.0535	lowly_expressed	lowly_expressed
ORC2L|4999	596.9535	ORC2L|4999	368.6354
ORC3L|23595	1052.2849	ORC3L|23595	663.9511
ORC4L|5000	699.8765	ORC4L|5000	424.1344
ORC5L|5001	553.3141	ORC5L|5001	245.4175
ORC6L|23594	82.7501	ORC6L|23594	8.1466
ORM1|5004	16.8794	lowly_expressed	lowly_expressed
ORM2|5005	13.1741	lowly_expressed	lowly_expressed
ORMDL1|94101	579.2507	ORMDL1|94101	538.1874
ORMDL2|29095	527.2622	ORMDL2|29095	411.8228
ORMDL3|94103	1190.6134	ORMDL3|94103	5569.2464
OS9|10956	7209.5513	OS9|10956	8702.1385
OSBP2|23762	378.345	OSBP2|23762	17.3116
OSBPL10|114884	355.7019	OSBPL10|114884	299.389
OSBPL11|114885	549.6089	OSBPL11|114885	849.2872
OSBPL1A|114876	1543.0218	OSBPL1A|114876	3566.1914
OSBPL2|9885	3636.0642	OSBPL2|9885	1173.1161
OSBPL3|26031	248.662	OSBPL3|26031	190.4277
OSBPL5|114879	859.2013	OSBPL5|114879	664.4603
OSBPL6|114880	74.1046	OSBPL6|114880	84.5214
OSBPL7|114881	512.9683	OSBPL7|114881	61.0998
OSBPL8|114882	1601.4821	OSBPL8|114882	2286.6599
OSBPL9|114883	2044.4627	OSBPL9|114883	2247.4542
OSBP|5007	2824.6192	OSBP|5007	2453.1568
OSCAR|126014	20.5846	OSCAR|126014	64.1548
OSCP1|127700	218.6085	OSCP1|127700	235.2342
OSGEPL1|64172	173.3224	OSGEPL1|64172	158.3503
OSGEP|55644	359.8189	OSGEP|55644	317.2098
OSGIN1|29948	450.8028	OSGIN1|29948	221.4868
OSGIN2|734	1083.1618	OSGIN2|734	1830.4481
OSMR|9180	692.466	OSMR|9180	834.5214
OSM|5008	6.5871	OSM|5008	35.6415
OSR1|130497	19.3495	OSR1|130497	252.5458
OSR2|116039	135.4467	OSR2|116039	691.9552
OST4|100128731	1835.7349	OST4|100128731	2047.332
lowly_expressed	lowly_expressed	OSTCL|202459	6.11
OSTC|58505	1419.1025	OSTC|58505	822.3014
OSTF1|26578	550.0206	OSTF1|26578	903.7678
OSTM1|28962	561.548	OSTM1|28962	1516.2933
OSTalpha|200931	16.8794	OSTalpha|200931	24.4399
OTOA|146183	5.352	OTOA|146183	12.7291
OTUB1|55611	1654.1787	OTUB1|55611	880.3462
OTUB2|78990	146.1507	OTUB2|78990	24.4399
OTUD1|220213	351.9967	OTUD1|220213	447.556
OTUD3|23252	437.6287	OTUD3|23252	325.3564
OTUD4|54726	1087.2787	OTUD4|54726	1124.7454
OTUD5|55593	1213.6682	OTUD5|55593	1421.5886
OTUD6B|51633	530.2594	OTUD6B|51633	166.4969
OTUD7A|161725	20.5846	OTUD7A|161725	23.4216
OTUD7B|56957	990.1194	OTUD7B|56957	1981.6701
OTX1|5013	19.3495	lowly_expressed	lowly_expressed
OVCA2|124641	410.7452	OVCA2|124641	310.3259
OVGP1|5016	92.6307	OVGP1|5016	35.1324
OVOL1|5017	655.4138	OVOL1|5017	6.6191
OVOL2|58495	195.9654	lowly_expressed	lowly_expressed
OXA1L|5018	1891.725	OXA1L|5018	2741.3442
OXCT1|5019	627.4187	OXCT1|5019	3094.1955
lowly_expressed	lowly_expressed	OXCT2|64064	8.6558
OXER1|165140	6.1754	OXER1|165140	14.2566
lowly_expressed	lowly_expressed	OXGR1|27199	9.165
OXNAD1|92106	226.4306	OXNAD1|92106	203.666
OXR1|55074	1967.888	OXR1|55074	1588.5947
OXSM|54995	198.0239	OXSM|54995	136.9654
OXSR1|9943	1337.1758	OXSR1|9943	1592.1589
OXTR|5021	109.5101	OXTR|5021	87.0672
lowly_expressed	lowly_expressed	OXT|5020	11.2016
lowly_expressed	lowly_expressed	P2RX1|5023	25.4582
P2RX2|22953	348.2915	lowly_expressed	lowly_expressed
P2RX4|5025	599.0119	P2RX4|5025	272.4033
P2RX5|5026	12.3466	P2RX5|5026	13.9002
lowly_expressed	lowly_expressed	P2RX6|9127	108.9613
P2RX7|5027	33.7587	P2RX7|5027	91.1405
P2RY10|27334	9.0572	P2RY10|27334	24.4399
P2RY11|5032	48.5797	P2RY11|5032	10.7026
P2RY12|64805	7.8221	P2RY12|64805	221.4868
P2RY13|53829	45.2861	P2RY13|53829	269.3483
P2RY14|9934	23.4664	P2RY14|9934	579.4297
P2RY1|5028	30.4652	P2RY1|5028	50.9165
P2RY2|5029	210.3746	P2RY2|5029	19.3483
P2RY6|5031	118.979	P2RY6|5031	40.224000000000004
P2RY8|286530	42.4043	P2RY8|286530	103.3605
P4HA1|5033	1473.4459	P4HA1|5033	739.8167
P4HA2|8974	1840.2635	P4HA2|8974	878.8187
P4HA3|283208	163.0301	P4HA3|283208	32.5866
P4HB|5034	9922.6019	P4HB|5034	12559.5723
P4HTM|54681	1032.5237	P4HTM|54681	243.3809
P704P|641455	17.7028	P704P|641455	25.9674
PA2G4P4|647033	52.2849	PA2G4P4|647033	52.9532
PA2G4|5036	3063.4006	PA2G4|5036	3196.5377
PAAF1|80227	466.0354	PAAF1|80227	594.7047
PABPC1L|80336	594.895	PABPC1L|80336	21.8941
PABPC1|26986	62825.0309	PABPC1|26986	20866.5988
PABPC3|5042	549.1972	PABPC3|5042	259.6741
PABPC4L|132430	25.9366	PABPC4L|132430	75.8656
PABPC4|8761	3917.2499	PABPC4|8761	2906.3136
PABPC5|140886	16.055999999999997	PABPC5|140886	79.4297
PABPN1|8106	2256.7188	PABPN1|8106	1746.5428
PACRGL|133015	228.9008	PACRGL|133015	194.50099999999998
PACRG|135138	28.4068	lowly_expressed	lowly_expressed
PACS1|55690	1907.3693	PACS1|55690	3116.0896
PACS2|23241	1174.9691	PACS2|23241	1878.3096
PACSIN1|29993	50.2264	PACSIN1|29993	7.6375
PACSIN2|11252	489.5019	PACSIN2|11252	772.4033
PACSIN3|29763	517.4969	PACSIN3|29763	89.613
PADI1|29943	5.352	lowly_expressed	lowly_expressed
PADI2|11240	727.8716	PADI2|11240	156.3136
PADI3|51702	22.2314	PADI3|51702	9.165
lowly_expressed	lowly_expressed	PADI4|23569	13.2383
PAEP|5047	6.9988	lowly_expressed	lowly_expressed
PAF1|54623	1550.844	PAF1|54623	1525.4582
PAFAH1B1|5048	4413.3388	PAFAH1B1|5048	5328.9206
PAFAH1B2|5049	742.2808	PAFAH1B2|5049	750.0
PAFAH1B3|5050	597.3858	PAFAH1B3|5050	43.61
PAFAH2|5051	676.8217	PAFAH2|5051	408.8595
PAG1|55824	118.979	PAG1|55824	226.0692
PAH|5053	14.8209	lowly_expressed	lowly_expressed
PAICS|10606	3837.7933	PAICS|10606	1068.2281
PAIP1|10605	1079.8683	PAIP1|10605	1305.499
PAIP2B|400961	363.9358	PAIP2B|400961	281.5682
PAIP2|51247	1827.501	PAIP2|51247	2700.1018
PAK1IP1|55003	374.6398	PAK1IP1|55003	333.5031
PAK1|5058	1382.4619	PAK1|5058	923.1161
PAK2|5062	4482.0914	PAK2|5062	3435.8452
PAK3|5063	17.7028	PAK3|5063	9.165
PAK4|10298	1749.6912	PAK4|10298	241.3442
PAK6|56924	128.4479	PAK6|56924	16.6446
PALB2|79728	352.4084	PALB2|79728	215.8859
PALLD|23022	4228.9008	PALLD|23022	3517.8208
PALM2-AKAP2|445815	661.0457	PALM2-AKAP2|445815	9496.1202
PALM2|114299	30.1276	PALM2|114299	67.7546
PALM3|342979	41.9926	PALM3|342979	8.6558
PALMD|54873	405.105	PALMD|54873	11971.4868
PALM|5064	954.3022	PALM|5064	4288.1874
PAMR1|25891	71.2227	PAMR1|25891	675.1527
PAM|5066	1253.1906	PAM|5066	8956.2118
PAN2|9924	972.4166	PAN2|9924	679.7352
PAN3|255967	2181.5562	PAN3|255967	908.8595
PANK1|53354	191.0251	PANK1|53354	45.3157
PANK2|80025	333.0589	PANK2|80025	510.1833
PANK3|79646	601.8938	PANK3|79646	494.9084
PANK4|55229	486.2083	PANK4|55229	318.7373
PANX1|24145	369.2878	PANX1|24145	370.1629
PANX2|56666	121.8608	PANX2|56666	19.8574
PAOX|196743	70.811	PAOX|196743	78.9206
PAPD4|167153	1272.9518	PAPD4|167153	1134.9287
PAPD5|64282	811.0333	PAPD5|64282	401.222
PAPD7|11044	615.8913	PAPD7|11044	923.1161
PAPLN|89932	137.5051	PAPLN|89932	351.3238
PAPOLA|10914	5986.4142	PAPOLA|10914	3046.8432
PAPOLG|64895	344.9979	PAPOLG|64895	368.1263
lowly_expressed	lowly_expressed	PAPPA2|60676	123.7271
PAPPA|5069	93.0424	PAPPA|5069	100.8147
PAPSS1|9061	1503.9111	PAPSS1|9061	1423.1161
PAPSS2|9060	293.1247	PAPSS2|9060	1650.2037
PAQR3|152559	350.7616	PAQR3|152559	263.2536
PAQR4|124222	315.7472	PAQR4|124222	93.6253
PAQR5|54852	358.1721	PAQR5|54852	31.0591
PAQR6|79957	77.8098	PAQR6|79957	6.11
PAQR7|164091	529.436	PAQR7|164091	161.4053
PAQR8|85315	98.3944	PAQR8|85315	210.2851
PAR-SN|347746	92.2396	PAR-SN|347746	93.6864
PAR5|8123	8.2338	PAR5|8123	38.1874
PARD3B|117583	175.7925	PARD3B|117583	496.945
PARD3|56288	1437.217	PARD3|56288	812.1181
PARD6A|50855	48.168	PARD6A|50855	65.6823
PARD6B|84612	1419.9259	PARD6B|84612	25.4582
PARD6G|84552	229.7242	PARD6G|84552	94.1955
PARG|8505	784.6851	PARG|8505	413.44199999999995
PARK2|5071	100.0412	PARK2|5071	309.5723
PARK7|11315	3504.3228	PARK7|11315	4062.6273
PARL|55486	916.4265	PARL|55486	1353.3605
PARM1|25849	1328.942	PARM1|25849	2835.5397
PARN|5073	1598.1886	PARN|5073	993.3809
PARP10|84875	2053.9317	PARP10|84875	604.3788
PARP11|57097	427.3364	PARP11|57097	241.8534
PARP12|64761	780.5681	PARP12|64761	377.2912
PARP14|54625	891.725	PARP14|54625	1611.5071
PARP15|165631	6.1754	PARP15|165631	31.5682
PARP16|54956	1364.7592	PARP16|54956	247.9633
PARP1|142	4072.0461	PARP1|142	2520.8758
PARP2|10038	368.8761	PARP2|10038	346.7413
PARP3|10039	400.5764	PARP3|10039	797.8615
PARP4|143	1304.2404	PARP4|143	1954.6843
PARP6|56965	4808.9749	PARP6|56965	880.8554
PARP8|79668	280.3623	PARP8|79668	342.668
PARP9|83666	797.0358	PARP9|83666	1070.835
PARS2|25973	227.25400000000002	PARS2|25973	86.0489
PART1|25859	40.3458	PART1|25859	6.6191
PARVA|55742	2115.6855	PARVA|55742	7005.6008
PARVB|29780	377.9333	PARVB|29780	864.053
PARVG|64098	67.9292	PARVG|64098	210.2851
PASK|23178	384.5204	PASK|23178	71.7923
PATL1|219988	1411.2804	PATL1|219988	1018.8391
lowly_expressed	lowly_expressed	PATL2|197135	12.7291
PATZ1|23598	1993.4129	PATZ1|23598	664.9695
PAWR|5074	410.8687	PAWR|5074	129.3279
PAX2|5076	190.6134	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PAX3|5077	105.3971
lowly_expressed	lowly_expressed	PAX5|5079	5.0916
PAX6|5080	58.0486	PAX6|5080	43.278999999999996
PAX7|5081	17.2911	lowly_expressed	lowly_expressed
PAX8|7849	58.872	PAX8|7849	51.9348
PAX9|5083	407.5751	PAX9|5083	10.6925
PAXIP1|22976	1090.4734	PAXIP1|22976	318.7322
PBK|55872	52.6966	PBK|55872	10.1833
PBLD|64081	203.3759	PBLD|64081	329.4297
PBRM1|55193	3044.051	PBRM1|55193	2998.9817
PBX1|5087	9880.1976	PBX1|5087	3556.0081
PBX2|5089	1589.9547	PBX2|5089	1026.9857
PBX3|5090	503.0877	PBX3|5090	731.1609
PBX4|80714	23.4664	lowly_expressed	lowly_expressed
PBXIP1|57326	1244.9568	PBXIP1|57326	5288.6965
PCBD1|5092	1592.4249	PCBD1|5092	1191.4460000000001
PCBD2|84105	489.9135	PCBD2|84105	238.2892
