gene_id	TCGA-E9-A1RB-01A-11R-A157-07	gene_id	TCGA-E9-A1RB-11A-33R-A157-07
lowly_expressed	lowly_expressed	HAS2AS|594842	9.4261
HAS2|3037	68.0775	HAS2|3037	137.9933
HAS3|3038	189.6462	HAS3|3038	181.1509
HAT1|8520	1477.3673	HAT1|8520	932.3026
HAUS1|115106	612.1228	HAUS1|115106	288.5922
HAUS2|55142	741.4152	HAUS2|55142	522.5267
HAUS3|79441	419.615	HAUS3|79441	447.7676
HAUS4|54930	657.9084	HAUS4|54930	1002.2644
HAUS5|23354	382.6743	HAUS5|23354	181.4633
HAUS6|54801	643.8606	HAUS6|54801	433.5129
HAUS7|55559	232.3101	HAUS7|55559	139.9204
HAUS8|93323	335.0676	HAUS8|93323	100.8823
HAVCR2|84868	310.3538	HAVCR2|84868	265.7921
HAX1|10456	2661.5505	HAX1|10456	1475.4431
lowly_expressed	lowly_expressed	HBA1|3039	28242.9921
lowly_expressed	lowly_expressed	HBA2|3040	44901.6944
HBB|3043	8.3247	HBB|3043	129039.7439
lowly_expressed	lowly_expressed	HBD|3045	17.8028
HBEGF|1839	133.975	HBEGF|1839	208.3236
lowly_expressed	lowly_expressed	HBG1|3047	70.2647
lowly_expressed	lowly_expressed	HBG2|3048	72.7821
lowly_expressed	lowly_expressed	HBM|3042	11.2439
HBP1|26959	1717.9813	HBP1|26959	3914.3125
HBS1L|10767	1016.3892	HBS1L|10767	1247.1305
HBXIP|10542	1254.6826	HBXIP|10542	864.8395
HCCS|3052	882.9344	HCCS|3052	429.4526
HCFC1R1|54985	1060.5801	HCFC1R1|54985	429.2309
HCFC1|3054	2880.0728	HCFC1|3054	1535.098
HCFC2|29915	261.1863	HCFC2|29915	653.0803
HCG11|493812	474.7659	HCG11|493812	1287.4209
HCG18|414777	316.6467	HCG18|414777	539.7205
lowly_expressed	lowly_expressed	HCG26|352961	24.3617
HCG27|253018	5.2029	HCG27|253018	32.1699
lowly_expressed	lowly_expressed	HCG2P7|80867	7.7052
lowly_expressed	lowly_expressed	HCG4P6|80868	7.6208
HCG4|54435	16.0302	HCG4|54435	19.8454
HCK|3055	278.8762	HCK|3055	363.5512
HCLS1|3059	342.3517	HCLS1|3059	819.8641
lowly_expressed	lowly_expressed	HCN1|348980	8.4329
HCN2|610	10.4058	lowly_expressed	lowly_expressed
HCN3|57657	111.8626	HCN3|57657	43.7604
HCP5|10866	260.1457	HCP5|10866	578.1213
HCST|10870	48.3871	HCST|10870	99.9453
HDAC10|83933	303.975	HDAC10|83933	177.9496
HDAC11|79885	703.1738	HDAC11|79885	335.4416
HDAC1|3065	6963.0593	HDAC1|3065	1703.7558
HDAC2|3066	2371.2279	HDAC2|3066	1756.8517
HDAC3|8841	896.7222	HDAC3|8841	817.0532
HDAC4|9759	201.873	HDAC4|9759	776.7627
HDAC5|10014	481.2695	HDAC5|10014	1661.5913
HDAC6|10013	733.8710000000001	HDAC6|10013	1001.0151
HDAC7|51564	1558.7929	HDAC7|51564	1656.9064
HDAC8|55869	398.0229	HDAC8|55869	240.8058
HDAC9|9734	39.0219	HDAC9|9734	329.195
HDC|3067	5.2029	HDC|3067	43.4138
HDDC2|51020	632.6743	HDDC2|51020	797.6888
HDDC3|374659	193.0281	HDDC3|374659	302.9593
HDGFRP2|84717	377.9917	HDGFRP2|84717	424.4554
HDGFRP3|50810	630.8533	HDGFRP3|50810	725.5407
HDGF|3068	16100.4162	HDGF|3068	4162.0989
HDHD1A|8226	595.2133	HDHD1A|8226	380.417
HDHD2|84064	557.232	HDHD2|84064	826.1107
HDHD3|81932	490.6348	HDHD3|81932	317.6388
HDLBP|3069	11374.6098	HDLBP|3069	15790.1148
HDX|139324	59.3132	HDX|139324	62.4658
HEATR1|55127	2783.2986	HEATR1|55127	1599.1255
HEATR2|54919	1034.5994	HEATR2|54919	462.8719
HEATR3|55027	360.0416	HEATR3|55027	221.4414
HEATR4|399671	11.795	HEATR4|399671	10.0445
HEATR5A|25938	705.2601	HEATR5A|25938	1366.8712
HEATR5B|54497	828.8241	HEATR5B|54497	1567.8926
HEATR6|63897	380.0728	HEATR6|63897	419.1458
HEATR7A|727957	772.1124	HEATR7A|727957	380.1046
HEBP1|50865	1354.5786	HEBP1|50865	1199.6564
HEBP2|23593	807.232	HEBP2|23593	3769.1887
HECA|51696	757.2841	HECA|51696	2013.5863
HECTD1|25831	2704.7347	HECTD1|25831	6026.7041
HECTD2|143279	322.3205	HECTD2|143279	342.9375
HECTD3|79654	1831.6857	HECTD3|79654	1676.5831
lowly_expressed	lowly_expressed	HECW1|23072	15.9288
HECW2|57520	186.5245	HECW2|57520	276.4113
HEG1|57493	1062.435	HEG1|57493	4144.2961
HELB|92797	120.7076	HELB|92797	62.1535
HELLS|3070	548.127	HELLS|3070	59.3425
HELQ|113510	136.0562	HELQ|113510	315.1402
HELZ|9931	1273.4131	HELZ|9931	2789.0997
lowly_expressed	lowly_expressed	HEMGN|55363	8.4329
HEMK1|51409	391.5193	HEMK1|51409	360.7402
HEPACAM2|253012	29.9168	HEPACAM2|253012	111.5015
lowly_expressed	lowly_expressed	HEPACAM|220296	366.0373
HEPHL1|341208	86.3814	lowly_expressed	lowly_expressed
HEPH|9843	429.2404	HEPH|9843	619.6611
lowly_expressed	lowly_expressed	HEPN1|641654	208.0237
HERC1|8925	1406.6077	HERC1|8925	4065.9015
HERC2P2|400322	457.3361	HERC2P2|400322	942.9218
HERC2P4|440362	12.2268	lowly_expressed	lowly_expressed
HERC2|8924	1195.3694	HERC2|8924	2535.1761
HERC3|8916	271.0718	HERC3|8916	893.8862
HERC4|26091	1030.6972	HERC4|26091	1035.059
HERC5|51191	127.7315	HERC5|51191	415.0855
HERC6|55008	222.6847	HERC6|55008	382.9156
HERPUD1|9709	1363.1634	HERPUD1|9709	2513.6254
HERPUD2|64224	640.7388	HERPUD2|64224	818.9271
HES1|3280	983.0905	HES1|3280	603.42
HES2|54626	5.2029	HES2|54626	7.4959
HES4|57801	60.3538	HES4|57801	11.2439
HES6|55502	127.2112	HES6|55502	22.8
HESX1|8820	11.1863	HESX1|8820	13.1178
HEXA|3073	1566.8470000000002	HEXA|3073	2018.9834
HEXB|3074	2045.9027	HEXB|3074	2743.5621
HEXDC|284004	101.4568	HEXDC|284004	150.855
HEXIM1|10614	726.0666	HEXIM1|10614	937.2999
HEXIM2|124790	49.1337	HEXIM2|124790	49.195
HEY1|23462	161.0302	HEY1|23462	369.1731
HEY2|23493	26.2747	HEY2|23493	142.4221
HEYL|26508	232.8304	HEYL|26508	96.1974
HFE|3077	191.9875	HFE|3077	238.6195
lowly_expressed	lowly_expressed	HFM1|164045	13.1178
HGD|3081	16.6493	HGD|3081	51.8466
HGF|3082	21.3319	HGF|3082	148.6687
HGSNAT|138050	3871.7482	HGSNAT|138050	3142.6564
HGS|9146	1278.616	HGS|9146	997.5794
lowly_expressed	lowly_expressed	HHATL|57467	9.3699
HHAT|55733	322.8408	HHAT|55733	195.8304
HHEX|3087	219.8231	HHEX|3087	224.877
HHIPL1|84439	42.4037	HHIPL1|84439	35.2932
HHIPL2|79802	32.7784	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	HHIP|64399	23.737
HHLA3|11147	268.4703	HHLA3|11147	133.3646
HIAT1|64645	1505.7232	HIAT1|64645	1392.6759
HIATL1|84641	1400.6243	HIATL1|84641	1352.6977
HIATL2|84278	23.6733	HIATL2|84278	23.4247
HIBADH|11112	1660.5099	HIBADH|11112	2345.2799
HIBCH|26275	337.4089	HIBCH|26275	836.7299
HIC1|3090	55.6712	HIC1|3090	253.9236
HIC2|23119	76.2227	HIC2|23119	162.0989
HIF1AN|55662	1446.41	HIF1AN|55662	1673.7722
HIF1A|3091	2616.5453	HIF1A|3091	2219.7236
HIF3A|64344	5.7232	HIF3A|64344	227.3757
HIGD1A|25994	2439.6462	HIGD1A|25994	1619.4269
HIGD1B|51751	11.1863	HIGD1B|51751	16.8658
HIGD2A|192286	631.1134	HIGD2A|192286	756.7736
HINFP|25988	450.3122	HINFP|25988	254.5483
HINT1|3094	4009.6254	HINT1|3094	2912.4697
HINT2|84681	207.076	HINT2|84681	387.2882
HINT3|135114	836.6285	HINT3|135114	1273.9908
HIP1R|9026	674.8179	HIP1R|9026	527.2117
HIP1|3092	2665.9729	lowly_expressed	lowly_expressed
HIPK1|204851	2066.5973	HIPK1|204851	3073.0069
HIPK2|28996	3125.6504	HIPK2|28996	4655.2667
HIPK3|10114	959.1571	HIPK3|10114	3751.386
HIRA|7290	951.3606	HIRA|7290	885.1503
HIRIP3|8479	508.3247	HIRIP3|8479	312.0169
HIST1H1C|3006	200.8325	HIST1H1C|3006	415.7102
HIST1H1D|3007	5.2029	lowly_expressed	lowly_expressed
HIST1H2AC|8334	878.2518	HIST1H2AC|8334	1197.4701
HIST1H2AE|3012	35.1197	HIST1H2AE|3012	14.0548
HIST1H2AG|8969	18.7305	HIST1H2AG|8969	5.3096
HIST1H2BC|8347	22.8928	HIST1H2BC|8347	32.1699
HIST1H2BD|3017	421.6961	HIST1H2BD|3017	203.014
HIST1H2BE|8344	9.1051	lowly_expressed	lowly_expressed
HIST1H2BG|8339	19.5109	HIST1H2BG|8339	14.6795
HIST1H2BH|8345	12.7471	HIST1H2BH|8345	5.6219
HIST1H2BJ|8970	57.4922	HIST1H2BJ|8970	18.7398
HIST1H2BK|85236	1236.7326	HIST1H2BK|85236	682.7516
HIST1H2BN|8341	6.7638	lowly_expressed	lowly_expressed
HIST1H3D|8351	16.5166	HIST1H3D|8351	8.3048
HIST1H3E|8353	30.6972	HIST1H3E|8353	50.9097
HIST1H3G|8355	16.129	lowly_expressed	lowly_expressed
HIST1H3H|8357	16.129	HIST1H3H|8357	7.8082
HIST1H4H|8365	135.0156	HIST1H4H|8365	50.5973
HIST1H4J|8363	6.2435	HIST1H4J|8363	7.8082
HIST2H2AA3|8337	891.2591	HIST2H2AA3|8337	255.4853
HIST2H2AC|8338	6.5036	lowly_expressed	lowly_expressed
HIST2H2BA|337875	9.8855	HIST2H2BA|337875	7.4959
HIST2H2BE|8349	1541.6233	HIST2H2BE|8349	649.9571
HIST2H2BF|440689	77.487	HIST2H2BF|440689	36.7205
HIST2H3C|126961	11.7066	lowly_expressed	lowly_expressed
HIST2H4A|8370	1372.2685	HIST2H4A|8370	372.9211
HIST3H2A|92815	59.5734	HIST3H2A|92815	17.1781
HIST3H2BB|128312	13.2674	lowly_expressed	lowly_expressed
HIST4H4|121504	13.0073	HIST4H4|121504	14.6795
HIVEP1|3096	699.0114	HIVEP1|3096	1160.6153
HIVEP2|3097	544.7451	HIVEP2|3097	1984.852
HIVEP3|59269	408.1686	HIVEP3|59269	371.9841
HJURP|55355	430.281	HJURP|55355	41.8521
HK1|3098	3733.0905	HK1|3098	2254.0798
HK2|3099	1133.975	HK2|3099	1859.9204
HK3|3101	72.8408	HK3|3101	78.3946
HKR1|284459	656.3476	HKR1|284459	608.7296
HLA-A|3105	4469.8179	HLA-A|3105	6438.5727
HLA-B|3106	8027.5546	HLA-B|3106	12321.4336
HLA-C|3107	5441.2279	HLA-C|3107	9230.5302
HLA-DMA|3108	1076.2227	HLA-DMA|3108	1142.1879
HLA-DMB|3109	587.4089	HLA-DMB|3109	590.3022
HLA-DOA|3111	192.2477	HLA-DOA|3111	351.3703
HLA-DOB|3112	19.1935	HLA-DOB|3112	39.8407
HLA-DPA1|3113	1976.3267	HLA-DPA1|3113	2820.9573
HLA-DPB1|3115	1254.9428	HLA-DPB1|3115	1440.1499
HLA-DQA1|3117	1151.9251	HLA-DQA1|3117	779.8860000000001
HLA-DQA2|3118	88.9698	HLA-DQA2|3118	56.2193
HLA-DQB1|3119	913.1113	HLA-DQB1|3119	564.6912
HLA-DQB2|3120	71.8002	HLA-DQB2|3120	20.9261
HLA-DRA|3122	8879.0323	HLA-DRA|3122	7409.6978
HLA-DRB1|3123	2896.7768	HLA-DRB1|3123	2205.0753
HLA-DRB5|3127	427.9396	HLA-DRB5|3127	492.2308
HLA-DRB6|3128	84.4927	HLA-DRB6|3128	88.3579
HLA-E|3133	1944.589	HLA-E|3133	10899.0396
HLA-F|3134	441.8991	HLA-F|3134	693.4551
HLA-G|3135	49.3809	HLA-G|3135	108.2939
HLA-H|3136	472.9448	HLA-H|3136	826.7354
HLA-L|3139	10.4058	HLA-L|3139	23.4247
HLCS|3141	1167.5338	HLCS|3141	735.2229
HLF|3131	179.5005	HLF|3131	991.9575
HLTF|6596	2298.3871	HLTF|6596	1128.4454
HLX|3142	56.9719	HLX|3142	108.0659
HM13|81502	3273.27	HM13|81502	1734.845
HMBOX1|79618	252.0812	HMBOX1|79618	333.2553
HMBS|3145	640.2185	HMBS|3145	192.0825
HMCN1|83872	346.514	HMCN1|83872	2648.2392
HMG20A|10363	856.1394	HMG20A|10363	1159.0536
HMG20B|10362	714.6202	HMG20B|10362	703.053
HMGA1|3159	2285.9599	HMGA1|3159	601.5054
HMGA2|8091	31.7378	lowly_expressed	lowly_expressed
HMGB1|3146	5695.6296	HMGB1|3146	6063.8713
HMGB2|3148	3910.77	HMGB2|3148	1858.0464
HMGB3|3149	4005.2029	HMGB3|3149	615.2885
HMGCLL1|54511	29.9168	HMGCLL1|54511	87.1398
HMGCL|3155	882.154	HMGCL|3155	769.2668
HMGCR|3156	895.4214	HMGCR|3156	936.6753
HMGCS1|3157	1522.1124	HMGCS1|3157	1013.5082
HMGCS2|3158	18.7305	HMGCS2|3158	800.4997
HMGN1|3150	6860.3018	HMGN1|3150	1948.9342
HMGN2|3151	10496.0978	HMGN2|3151	4544.3898
HMGN3|9324	690.4058	HMGN3|9324	1033.7628
HMGN4|10473	1309.0531	HMGN4|10473	1448.5828
HMGN5|79366	180.0338	HMGN5|79366	129.6166
HMGXB3|22993	763.5276	HMGXB3|22993	892.6368
HMGXB4|10042	758.0645	HMGXB4|10042	703.99
HMHA1|23526	258.3247	HMHA1|23526	477.5513
HMMR|3161	825.6738	HMMR|3161	69.3308
HMOX1|3162	762.2268	HMOX1|3162	660.2639
HMOX2|3163	1904.2664	HMOX2|3163	826.1107
HN1L|90861	11811.09	HN1L|90861	2638.8288
HN1|51155	3548.127	HN1|51155	587.1789
HNF1A|6927	19.7711	HNF1A|6927	11.8685
HNF4G|3174	5.9834	HNF4G|3174	20.6137
HNMT|3176	491.9355	HNMT|3176	1966.4246
HNRNPA0|10949	1811.6545	HNRNPA0|10949	2551.7295
HNRNPA1L2|144983	3164.9324	HNRNPA1L2|144983	2545.7953
HNRNPA1|3178	8193.0281	HNRNPA1|3178	6183.1811
HNRNPA2B1|3181	20479.4485	HNRNPA2B1|3181	9526.0404
HNRNPA3P1|10151	98.8554	HNRNPA3P1|10151	71.2111
HNRNPA3|220988	3702.9136	HNRNPA3|220988	4695.8694
HNRNPAB|3182	4596.8132	HNRNPAB|3182	1572.4994
HNRNPC|3183	12997.6587	HNRNPC|3183	9266.1826
HNRNPD|3184	4086.6285	HNRNPD|3184	2817.8340000000003
HNRNPF|3185	10421.4594	HNRNPF|3185	3998.3603
HNRNPH1|3187	4685.2237	HNRNPH1|3187	3527.7583
HNRNPH2|3188	3133.7149	HNRNPH2|3188	2593.5816
HNRNPH3|3189	1923.5172	HNRNPH3|3189	3079.8782
HNRNPK|3190	14047.3465	HNRNPK|3190	11558.3665
HNRNPL|3191	6190.5411	HNRNPL|3191	3351.6046
HNRNPM|4670	5306.7118	HNRNPM|4670	3035.8398
HNRNPR|10236	4345.9938	HNRNPR|10236	2485.5157
HNRNPUL1|11100	6082.9865	HNRNPUL1|11100	5450.4568
HNRNPUL2|221092	3273.9126	HNRNPUL2|221092	3647.4241
HNRNPU|3192	19873.0489	HNRNPU|3192	10280.6278
HNRPDL|9987	3567.3777	HNRPDL|9987	3833.5285
HNRPLL|92906	362.3829	HNRPLL|92906	702.7407
HOMER1|9456	201.873	HOMER1|9456	141.7975
HOMER2|9455	840.0104	HOMER2|9455	465.0582
HOMER3|9454	533.7305	HOMER3|9454	228.0003
HOMEZ|57594	393.0801	HOMEZ|57594	413.2115
HOOK1|51361	1216.7014	HOOK1|51361	579.0583
HOOK2|29911	507.2841	HOOK2|29911	716.4832
HOOK3|84376	1133.7149	HOOK3|84376	2002.9671
HOPX|84525	224.7659	HOPX|84525	94.6357
HOXA10|3206	71.0198	HOXA10|3206	547.2007
HOXA11|3207	8.5848	HOXA11|3207	16.8658
HOXA13|3209	25.4943	HOXA13|3209	7.4959
HOXA1|3198	9.8855	HOXA1|3198	27.1726
lowly_expressed	lowly_expressed	HOXA2|3199	49.6603
HOXA3|3200	15.0884	HOXA3|3200	159.6002
HOXA4|3201	25.9886	HOXA4|3201	148.1377
HOXA5|3202	17.9501	HOXA5|3202	216.7565
lowly_expressed	lowly_expressed	HOXA6|3203	39.291
HOXA7|3204	22.807	HOXA7|3204	299.2551
HOXA9|3205	19.5109	HOXA9|3205	159.6002
HOXB2|3212	940.1665	HOXB2|3212	272.6634
HOXB3|3213	1037.7211	HOXB3|3213	304.2086
HOXB4|3214	258.0645	HOXB4|3214	122.1207
HOXB5|3215	10.4058	HOXB5|3215	37.1672
HOXB6|3216	43.1842	HOXB6|3216	83.7042
HOXB7|3217	152.1852	HOXB7|3217	173.0304
HOXB8|3218	7.2841	HOXB8|3218	34.3562
HOXB9|3219	15.8689	HOXB9|3219	6.5589
HOXC10|3226	6.5036	HOXC10|3226	48.411
HOXC13|3229	24.4537	HOXC13|3229	12.4932
HOXC4|3221	203.4053	HOXC4|3221	61.9036
HOXC5|3222	60.1639	HOXC5|3222	47.4647
HOXC6|3223	139.6566	HOXC6|3223	281.3555
HOXC8|3224	59.0531	HOXC8|3224	233.9346
HOXC9|3225	28.3559	HOXC9|3225	131.1783
HOXD10|3236	20.5515	HOXD10|3236	46.5371
HOXD1|3231	8.845	HOXD1|3231	24.674
HOXD3|3232	8.3247	HOXD3|3232	34.6685
HOXD4|3233	12.7471	HOXD4|3233	30.2959
HOXD8|3234	270.5515	HOXD8|3234	408.8389
HOXD9|3235	138.3975	HOXD9|3235	188.6468
HP1BP3|50809	4500.7804	HP1BP3|50809	4462.8719
HPCAL1|3241	633.1946	HPCAL1|3241	434.1376
lowly_expressed	lowly_expressed	HPCAL4|51440	12.1808
HPDL|84842	104.8387	HPDL|84842	13.4302
lowly_expressed	lowly_expressed	HPD|3242	5.3096
HPGDS|27306	25.4943	HPGDS|27306	155.2276
HPGD|3248	354.8387	HPGD|3248	186.4605
HPN|3249	822.8382	HPN|3249	139.9235
HPRT1|3251	1933.1426	HPRT1|3251	391.0362
HPS1|3257	975.5463	HPS1|3257	1169.3605
HPS3|84343	1811.8913	HPS3|84343	862.6189
HPS4|89781	562.1748	HPS4|89781	805.8093
HPS5|11234	565.0364	HPS5|11234	1029.1247
HPS6|79803	438.3455	HPS6|79803	332.0059
lowly_expressed	lowly_expressed	HPSE2|60495	114.3125
HPSE|10855	34.5994	HPSE|10855	55.2823
HPX|3263	1364.4641	HPX|3263	208.0112
HP|3240	6.7638	HP|3240	45.9124
HRASLS2|54979	35.64	HRASLS2|54979	9.6822
HRASLS5|117245	44.4849	HRASLS5|117245	1686.2653
HRASLS|57110	108.2206	HRASLS|57110	27.7973
HRAS|3265	510.9261	HRAS|3265	237.3702
lowly_expressed	lowly_expressed	HRCT1|646962	111.5015
lowly_expressed	lowly_expressed	HRC|3270	56.8439
HRH1|3269	170.3954	HRH1|3269	673.0694
lowly_expressed	lowly_expressed	HRH2|3274	35.9179
lowly_expressed	lowly_expressed	HRH4|59340	8.4329
lowly_expressed	lowly_expressed	HRNR|388697	37.4795
HRSP12|10247	647.5026	HRSP12|10247	660.2639
HR|55806	322.8408	HR|55806	222.0661
HS1BP3|64342	457.3361	HS1BP3|64342	509.7212
HS2ST1|9653	927.4194	HS2ST1|9653	1119.3035
HS3ST1|9957	74.1415	HS3ST1|9957	117.7481
HS3ST2|9956	45.7856	HS3ST2|9956	15.3041
HS3ST3A1|9955	37.9813	HS3ST3A1|9955	12.8055
HS3ST3B1|9953	11.7066	HS3ST3B1|9953	13.1178
lowly_expressed	lowly_expressed	HS3ST4|9951	119.6221
HS3ST5|222537	8.3247	lowly_expressed	lowly_expressed
HS6ST1|9394	1331.9459	HS6ST1|9394	745.2175
HS6ST2|90161	667.2737	HS6ST2|90161	194.5811
HS6ST3|266722	13.2674	HS6ST3|266722	6.8712
HSBP1L1|440498	127.7315	HSBP1L1|440498	56.2193
HSBP1|3281	2577.5234	HSBP1|3281	1874.9122
HSCB|150274	127.9917	HSCB|150274	190.8331
HSD11B1L|374875	58.0125	HSD11B1L|374875	47.7864
HSD11B1|3290	9.8855	HSD11B1|3290	623.0967
HSD11B2|3291	403.7461	HSD11B2|3291	64.6521
HSD17B10|3028	1655.0468	HSD17B10|3028	811.1189
HSD17B11|51170	209.1571	HSD17B11|51170	1889.2793
HSD17B12|51144	2294.2248	HSD17B12|51144	1841.8053
lowly_expressed	lowly_expressed	HSD17B13|345275	126.181
HSD17B14|51171	33.5588	HSD17B14|51171	62.4658
HSD17B1|3292	123.0853	HSD17B1|3292	41.7896
HSD17B2|3294	109.5213	HSD17B2|3294	130.8659
HSD17B4|3295	1863.1634	HSD17B4|3295	3430.3115
HSD17B6|8630	146.7222	HSD17B6|8630	12.4932
HSD17B7P2|158160	66.077	HSD17B7P2|158160	37.7918
HSD17B7|51478	1045.0052	HSD17B7|51478	192.3948
HSD17B8|7923	69.1988	HSD17B8|7923	156.7893
HSD3B7|80270	1624.3496	HSD3B7|80270	520.6528
HSDL1|83693	648.8033	HSDL1|83693	722.7298
HSDL2|84263	3005.2029	HSDL2|84263	4443.1951
HSF1|3297	1640.8663	HSF1|3297	1158.4321
HSF2BP|11077	67.3777	HSF2BP|11077	15.6165
HSF2|3298	349.3757	HSF2|3298	371.6717
HSF4|3299	80.6452	HSF4|3299	65.7297
HSFX2|100130086	11.9667	HSFX2|100130086	45.9124
HSH2D|84941	43.4443	HSH2D|84941	71.5234
HSN2|378465	11.7066	HSN2|378465	41.8521
HSP90AA1|3320	38756.2435	HSP90AA1|3320	25358.0073
HSP90AB1|3326	27358.2206	HSP90AB1|3326	25835.5587
HSP90B1|7184	27049.4277	HSP90B1|7184	16597.1734
HSP90B3P|343477	6.2435	lowly_expressed	lowly_expressed
HSPA12A|259217	586.1082	HSPA12A|259217	941.0479
HSPA12B|116835	71.8002	HSPA12B|116835	364.1758
HSPA13|6782	579.0843	HSPA13|6782	709.9243
HSPA14|51182	1175.3382	HSPA14|51182	426.954
HSPA1A|3303	7018.8398	HSPA1A|3303	8215.8601
HSPA1B|3304	1478.1478	HSPA1B|3304	1496.6815
HSPA1L|3305	60.8741	HSPA1L|3305	78.7694
HSPA2|3306	236.4724	HSPA2|3306	320.7621
HSPA4L|22824	65.2966	HSPA4L|22824	239.5565
HSPA4|3308	3169.8751	HSPA4|3308	2313.4223
HSPA5|3309	39687.3049	HSPA5|3309	10911.8451
HSPA6|3310	221.6441	HSPA6|3310	138.0495
HSPA7|3311	141.5193	HSPA7|3311	104.6303
HSPA8|3312	54194.8491	HSPA8|3312	19202.9359
HSPA9|3313	7040.0624	HSPA9|3313	4949.1684
HSPB11|51668	619.1467	HSPB11|51668	241.7428
HSPB1|3315	5646.7222	HSPB1|3315	2669.79
HSPB2|3316	20.2914	HSPB2|3316	504.1649
HSPB6|126393	50.4683	HSPB6|126393	9490.1226
HSPB7|27129	49.1675	HSPB7|27129	1155.9304
HSPB8|26353	1910.5099	HSPB8|26353	1168.7358
HSPBAP1|79663	215.4006	HSPBAP1|79663	183.0249
HSPBP1|23640	463.3195	HSPBP1|23640	283.9072
HSPC157|29092	279.3965	HSPC157|29092	193.0194
HSPC159|29094	759.1051	HSPC159|29094	502.2253
HSPD1|3329	14493.7565	HSPD1|3329	7026.1576
HSPE1|3336	3148.0229	HSPE1|3336	968.5328
HSPG2|3339	3369.1181	HSPG2|3339	13812.1902
HSPH1|10808	4489.0739	HSPH1|10808	2156.0084
HTATIP2|10553	886.0562	HTATIP2|10553	412.5869
HTATSF1|27336	3165.9729	HTATSF1|27336	2062.3097
HTR1D|3352	25.7544	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	HTR1F|3355	15.9288
lowly_expressed	lowly_expressed	HTR2A|3356	19.9891
HTR2B|3357	14.0479	HTR2B|3357	77.77
HTR3A|3359	28.616	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	HTR4|3360	5.6219
HTR7P1|93164	112.1228	HTR7P1|93164	139.2988
HTR7|3363	7.0239	HTR7|3363	12.8055
HTRA1|5654	3103.0177	HTRA1|5654	6332.7868
HTRA2|27429	537.1618	HTRA2|27429	558.9287
HTRA3|94031	919.615	HTRA3|94031	3818.5367
HTRA4|203100	7.2841	lowly_expressed	lowly_expressed
HTT|3064	1736.7326	HTT|3064	2836.5737
HUNK|30811	150.3642	HUNK|30811	332.6306
HUS1|3364	366.025	HUS1|3364	266.4168
HUWE1|10075	8104.3184	HUWE1|10075	9444.2102
HVCN1|84329	57.5182	HVCN1|84329	141.7975
HYAL1|3373	21.8522	HYAL1|3373	160.8495
HYAL2|8692	1144.9011	HYAL2|8692	793.6285
HYAL3|8372	286.9537	HYAL3|8372	68.2471
HYDIN|54768	61.1342	HYDIN|54768	105.5673
HYI|81888	326.4568	HYI|81888	414.542
HYLS1|219844	428.1998	HYLS1|219844	134.6139
HYOU1|10525	5745.8377	HYOU1|10525	2327.7895
IAH1|285148	697.1904	IAH1|285148	610.2912
IARS2|55699	9363.1634	IARS2|55699	3966.2684
IARS|3376	3903.2258	IARS|3376	2285.0004
IBSP|3381	209.6774	lowly_expressed	lowly_expressed
IBTK|25998	1947.1904	IBTK|25998	1692.5119
ICA1L|130026	94.9532	ICA1L|130026	168.9701
ICA1|3382	467.7419	ICA1|3382	378.543
ICAM1|3383	6757.2841	ICAM1|3383	958.5383
ICAM2|3384	84.0739	ICAM2|3384	716.4613
ICAM3|3385	355.35900000000004	ICAM3|3385	528.461
ICAM4|3386	11.7066	ICAM4|3386	11.2439
ICAM5|7087	13.7877	ICAM5|7087	8.1206
ICK|22858	690.4266	ICK|22858	1418.5992
ICMT|23463	4226.3267	ICMT|23463	2592.9570000000003
ICOSLG|23308	73.6212	ICOSLG|23308	241.1181
ICOS|29851	11.1863	ICOS|29851	16.2411
ICT1|3396	594.9532	ICT1|3396	242.0551
ID1|3397	67.898	ID1|3397	738.9709
ID2|3398	673.257	ID2|3398	882.6423
ID3|3399	526.2747	ID3|3399	1021.0041
ID4|3400	1063.2154	ID4|3400	1505.4267
IDE|3416	851.1967	IDE|3416	672.1324
IDH1|3417	1234.9116	IDH1|3417	3781.3696
IDH2|3418	3882.4142	IDH2|3418	1081.2837
IDH3A|3419	719.3028	IDH3A|3419	1042.2425
IDH3B|3420	1242.7159	IDH3B|3420	1194.9715
IDH3G|3421	741.9355	IDH3G|3421	656.8283
IDI1|3422	1002.2659	IDI1|3422	740.0796
IDI2|91734	81.4256	IDI2|91734	54.6576
IDO1|3620	35.64	IDO1|3620	74.959
IDS|3423	2998.5666	IDS|3423	4512.982
IDUA|3425	107.18	IDUA|3425	115.8523
IER2|9592	1126.9511	IER2|9592	2042.0083
IER3IP1|51124	2018.7305	IER3IP1|51124	877.645
IER3|8870	993.7565	IER3|8870	481.9239
IER5L|389792	433.923	IER5L|389792	104.9426
IER5|51278	447.7107	IER5|51278	534.7076
IFFO1|25900	83.7669	IFFO1|25900	212.3839
IFFO2|126917	330.1249	IFFO2|126917	778.3244
IFI16|3428	928.1998	IFI16|3428	2950.5739
IFI27L1|122509	53.3299	IFI27L1|122509	71.8357
IFI27L2|83982	106.1394	IFI27L2|83982	172.718
