gene_id	TCGA-BH-A1FG-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FG-11B-12R-A13Q-07
KCNK5|8645	110.7065	KCNK5|8645	37.7042
KCNK6|9424	1706.118	KCNK6|9424	217.4277
KCNMA1|3778	490.5317	KCNMA1|3778	1730.2053
KCNMB1|3779	31.3183	KCNMB1|3779	1574.7801
lowly_expressed	lowly_expressed	KCNMB2|10242	11.3113
KCNMB3|27094	48.0699	KCNMB3|27094	43.9883
KCNMB4|27345	35.3241	KCNMB4|27345	71.2191
KCNN2|3781	7.2833	KCNN2|3781	7.1219
KCNN3|3782	5.8267	KCNN3|3782	7.5408
KCNN4|3783	46.6133	KCNN4|3783	163.8039
KCNQ1OT1|10984	20.7575	KCNQ1OT1|10984	52.367
KCNQ1|3784	39.3299	KCNQ1|3784	31.4202
KCNQ5|56479	10.1966	KCNQ5|56479	41.8936
KCNRG|283518	5.7101	KCNRG|283518	26.3972
lowly_expressed	lowly_expressed	KCNS1|3787	159.1956
KCNS3|3790	639.4756	KCNS3|3790	939.6732
lowly_expressed	lowly_expressed	KCNT2|343450	19.2711
KCTD10|83892	1030.2258	KCTD10|83892	2375.7855
KCTD11|147040	312.4545	KCTD11|147040	208.2111
KCTD12|115207	1000.0	KCTD12|115207	8592.3754
KCTD13|253980	458.4851	KCTD13|253980	289.0658
KCTD14|65987	27.6766	KCTD14|65987	878.9275
KCTD15|79047	538.9658	KCTD15|79047	538.7516
KCTD17|79734	53.8966	KCTD17|79734	18.8521
KCTD18|130535	540.4224	KCTD18|130535	405.111
KCTD1|284252	241.4421	KCTD1|284252	1339.3381
KCTD20|222658	1193.3722	KCTD20|222658	1273.1462
KCTD21|283219	622.3598	KCTD21|283219	287.39
KCTD2|23510	1277.4945	KCTD2|23510	709.2585
KCTD3|51133	4980.335	KCTD3|51133	3979.4721
lowly_expressed	lowly_expressed	KCTD4|386618	9.6355
KCTD5|54442	996.7225	KCTD5|54442	282.7817
KCTD6|200845	498.9075	KCTD6|200845	657.3104
KCTD7|154881	174.5375	KCTD7|154881	295.3498
lowly_expressed	lowly_expressed	KCTD8|386617	7.1219
KCTD9|54793	327.3853	KCTD9|54793	2084.2061
KDELC1|79070	67.3707	KDELC1|79070	119.8157
KDELC2|143888	652.5856	KDELC2|143888	1750.3142
KDELR1|10945	6902.0393	KDELR1|10945	3653.9589
KDELR2|11014	8815.3678	KDELR2|11014	7762.8823
KDELR3|11015	270.2112	KDELR3|11015	474.6544
KDM1A|23028	2054.6249	KDM1A|23028	1283.2007
KDM1B|221656	696.6497	KDM1B|221656	684.9602
KDM2A|22992	2820.1020000000003	KDM2A|22992	2341.8517
KDM2B|84678	446.1216	KDM2B|84678	671.5794
KDM3A|55818	1312.4545	KDM3A|55818	1782.5723
KDM3B|51780	2379.0969	KDM3B|51780	2416.8412
KDM4A|9682	1138.0189	KDM4A|9682	407.2057
KDM4B|23030	3865.6227	KDM4B|23030	461.2484
KDM4C|23081	427.1668	KDM4C|23081	505.2367
KDM4D|55693	38.6016	KDM4D|55693	35.6096
KDM5A|5927	1354.3336	KDM5A|5927	1288.6468
KDM5B|10765	2096.504	KDM5B|10765	2061.5836
KDM5C|8242	1781.8645	KDM5C|8242	1223.7118
KDM6A|7403	852.1486	KDM6A|7403	1455.8023
KDM6B|23135	304.4428	KDM6B|23135	371.1772
KDR|3791	395.4843	KDR|3791	1072.057
KDSR|2531	2477.7859	KDSR|2531	4254.2941
KEAP1|9817	1362.3452	KEAP1|9817	317.9724
lowly_expressed	lowly_expressed	KEL|3792	16.7574
KERA|11081	14.9308	KERA|11081	39.7989
KGFLP2|654466	47.3489	KGFLP2|654466	203.4604
lowly_expressed	lowly_expressed	KHDC1|80759	10.4734
KHDRBS1|10657	4078.2957	KHDRBS1|10657	6360.2849
KHDRBS3|10656	88.8565	KHDRBS3|10656	483.871
KHK|3795	93.5907	KHK|3795	39.4721
KHNYN|23351	1870.1602	KHNYN|23351	1658.1860000000001
KHSRP|8570	1323.7436	KHSRP|8570	1510.2639
KIAA0020|9933	564.4574	KIAA0020|9933	593.2132
KIAA0040|9674	4113.984	KIAA0040|9674	1939.6732
KIAA0090|23065	1397.3052	KIAA0090|23065	770.4231
KIAA0100|9703	4096.941	KIAA0100|9703	2002.4298
KIAA0101|9768	269.1187	KIAA0101|9768	42.3125
KIAA0114|57291	794.2462	KIAA0114|57291	1041.4747
lowly_expressed	lowly_expressed	KIAA0125|9834	9.2166
KIAA0141|9812	1222.8696	KIAA0141|9812	1087.5576
KIAA0146|23514	1726.5113	KIAA0146|23514	654.7968
KIAA0174|9798	2308.0845	KIAA0174|9798	3230.4147
KIAA0182|23199	2054.9891	KIAA0182|23199	2560.1173
KIAA0195|9772	2137.0867	KIAA0195|9772	827.1638
KIAA0196|9897	5995.2658	KIAA0196|9897	1760.3687
KIAA0226|9711	552.8041	KIAA0226|9711	413.0708
KIAA0232|9778	1720.3205	KIAA0232|9778	1569.3339
KIAA0240|23506	725.783	KIAA0240|23506	1583.1588
KIAA0247|9766	2172.6147	KIAA0247|9766	1704.2313
KIAA0284|283638	717.4071	KIAA0284|283638	348.9736
KIAA0317|9870	521.85	KIAA0317|9870	776.7072
KIAA0319L|79932	2959.2134	KIAA0319L|79932	887.3062
KIAA0355|9710	628.1865	KIAA0355|9710	745.7059
KIAA0368|23392	3518.9366	KIAA0368|23392	2234.1852
KIAA0391|9692	823.7436	KIAA0391|9692	806.0327
KIAA0406|9675	603.059	KIAA0406|9675	433.5987
KIAA0415|9907	327.3853	KIAA0415|9907	69.9623
KIAA0427|9811	358.3394	KIAA0427|9811	431.085
KIAA0430|9665	2860.5244	KIAA0430|9665	2907.4152
KIAA0467|23334	762.0612	KIAA0467|23334	466.39300000000003
KIAA0494|9813	4676.6934	KIAA0494|9813	6785.5048
KIAA0495|57212	446.4676	KIAA0495|57212	369.0825
KIAA0513|9764	375.091	KIAA0513|9764	132.8027
KIAA0528|9847	1204.6613	KIAA0528|9847	1594.0511
KIAA0556|23247	726.1471	KIAA0556|23247	165.4797
KIAA0562|9731	875.8194	KIAA0562|9731	499.3716
KIAA0564|23078	449.0168	KIAA0564|23078	902.8069
KIAA0586|9786	294.6103	KIAA0586|9786	293.6741
KIAA0649|9858	454.4792	KIAA0649|9858	178.8856
KIAA0652|9776	2309.5412	KIAA0652|9776	1475.4922
KIAA0664P3|100132341	46.2491	KIAA0664P3|100132341	10.4734
KIAA0664|23277	794.9745	KIAA0664|23277	248.8479
KIAA0748|9840	24.7633	KIAA0748|9840	7.9598
KIAA0753|9851	296.067	KIAA0753|9851	426.8957
KIAA0754|643314	15.6591	KIAA0754|643314	49.4344
KIAA0776|23376	1540.0583	KIAA0776|23376	1694.1768
KIAA0802|23255	292.7895	KIAA0802|23255	123.5861
KIAA0831|22863	663.1464	KIAA0831|22863	1068.2866
KIAA0892|23383	937.7276	KIAA0892|23383	721.4076
KIAA0895L|653319	89.71600000000001	KIAA0895L|653319	81.2736
KIAA0895|23366	324.8361	KIAA0895|23366	467.1135
KIAA0907|22889	490.8958	KIAA0907|22889	727.6917
KIAA0913|23053	963.9476	KIAA0913|23053	599.0783
KIAA0922|23240	147.4873	KIAA0922|23240	586.0913
KIAA0947|23379	872.5419	KIAA0947|23379	1173.4395
KIAA1009|22832	168.2447	KIAA1009|22832	227.0633
KIAA1012|22878	1697.7422	KIAA1012|22878	1669.4596
KIAA1024|23251	22.2141	KIAA1024|23251	47.7587
KIAA1033|23325	810.9978	KIAA1033|23325	1706.3259
lowly_expressed	lowly_expressed	KIAA1045|23349	35.1906
KIAA1107|23285	59.7232	KIAA1107|23285	152.0737
KIAA1109|84162	1303.7145	KIAA1109|84162	2184.3318
KIAA1143|57456	1201.748	KIAA1143|57456	1399.6649
KIAA1147|57189	722.5055	KIAA1147|57189	1405.111
KIAA1161|57462	320.10200000000003	KIAA1161|57462	135.7352
KIAA1191|57179	3016.7516	KIAA1191|57179	2810.6409999999996
KIAA1199|57214	53.5324	KIAA1199|57214	7.5408
KIAA1211|57482	21.4858	lowly_expressed	lowly_expressed
KIAA1217|56243	2591.0415	KIAA1217|56243	5310.0126
lowly_expressed	lowly_expressed	KIAA1239|57495	6.702999999999999
KIAA1244|57221	928.2593	KIAA1244|57221	233.3473
KIAA1257|57501	36.1216	KIAA1257|57501	5.8651
KIAA1267|284058	1636.5623	KIAA1267|284058	1603.6866
KIAA1274|27143	109.9782	KIAA1274|27143	171.7637
KIAA1279|26128	1820.102	KIAA1279|26128	1113.5316
KIAA1310|55683	2266.2054	KIAA1310|55683	883.5358
KIAA1324L|222223	585.2149	KIAA1324L|222223	269.7947
KIAA1324|57535	2882.7385	KIAA1324|57535	5612.9032
KIAA1328|57536	129.279	KIAA1328|57536	223.2928
KIAA1370|56204	1406.7735	KIAA1370|56204	2524.9267
KIAA1377|57562	24.3991	KIAA1377|57562	343.1085
KIAA1383|54627	162.0539	KIAA1383|54627	167.5744
KIAA1407|57577	359.7961	KIAA1407|57577	211.1437
lowly_expressed	lowly_expressed	KIAA1409|57578	13.4059
KIAA1429|25962	4239.6213	KIAA1429|25962	1705.9070000000002
KIAA1430|57587	1325.2003	KIAA1430|57587	2227.9011
KIAA1432|57589	460.4151	KIAA1432|57589	940.4692
KIAA1462|57608	314.6395	KIAA1462|57608	917.8886
KIAA1467|57613	8696.2855	KIAA1467|57613	1198.1567
KIAA1468|57614	754.1879	KIAA1468|57614	908.672
KIAA1522|57648	5962.8551	KIAA1522|57648	1941.7679
KIAA1524|57650	43.3358	KIAA1524|57650	48.1776
KIAA1529|57653	53.1682	KIAA1529|57653	33.9338
KIAA1530|57654	189.0022	KIAA1530|57654	201.5082
KIAA1539|80256	346.6861	KIAA1539|80256	412.6519
KIAA1543|57662	512.0175	KIAA1543|57662	181.8182
KIAA1549|57670	246.1763	KIAA1549|57670	252.6183
KIAA1586|57691	139.1114	KIAA1586|57691	292.4173
KIAA1598|57698	4410.7793	KIAA1598|57698	1207.7922
KIAA1609|57707	221.0488	KIAA1609|57707	302.0528
KIAA1614|57710	10.3824	KIAA1614|57710	11.1646
KIAA1632|57724	961.7626	KIAA1632|57724	947.2141
KIAA1644|85352	25.8558	KIAA1644|85352	7.5408
KIAA1671|85379	1365.6227	KIAA1671|85379	4160.8714
KIAA1683|80726	6.1908	KIAA1683|80726	72.4759
KIAA1704|55425	493.8893	KIAA1704|55425	423.1797
KIAA1712|80817	274.177	KIAA1712|80817	660.243
KIAA1715|80856	781.5004	KIAA1715|80856	1005.4462
KIAA1731|85459	360.8886	KIAA1731|85459	454.1265
KIAA1737|85457	2085.9432	KIAA1737|85457	1871.3867
KIAA1751|85452	33.5033	lowly_expressed	lowly_expressed
KIAA1755|85449	38.6016	KIAA1755|85449	37.2853
KIAA1797|54914	911.8718	KIAA1797|54914	583.9966
KIAA1804|84451	39.3299	KIAA1804|84451	408.0436
KIAA1826|84437	252.7312	KIAA1826|84437	560.5362
KIAA1841|84542	190.4588	KIAA1841|84542	218.6845
KIAA1875|340390	5.8267	lowly_expressed	lowly_expressed
KIAA1908|114796	383.1027	KIAA1908|114796	80.8546
KIAA1919|91749	88.1282	KIAA1919|91749	131.9648
KIAA1949|170954	568.8274	KIAA1949|170954	1281.106
KIAA1958|158405	58.2666	KIAA1958|158405	10.0545
KIAA1967|57805	1328.1136	KIAA1967|57805	969.8366
KIAA1984|84960	9.8325	lowly_expressed	lowly_expressed
KIAA2013|90231	1420.976	KIAA2013|90231	778.8018
KIAA2018|205717	718.8638	KIAA2018|205717	1132.8027
KIAA2022|340533	36.0524	KIAA2022|340533	114.7884
KIAA2026|158358	620.1748	KIAA2026|158358	1155.4252
KIDINS220|57498	1390.7502	KIDINS220|57498	2070.3812
KIF11|3832	387.4727	KIF11|3832	117.3021
KIF12|113220	1405.681	KIF12|113220	113.5316
KIF13A|63971	1314.6395	KIF13A|63971	898.1986
KIF13B|23303	1149.2826	KIF13B|23303	807.2895
KIF14|9928	34.9599	KIF14|9928	7.5408
KIF15|56992	63.0007	KIF15|56992	16.7574
KIF16B|55614	836.1253	KIF16B|55614	786.7616
KIF17|57576	8.74	KIF17|57576	46.0829
KIF18A|81930	99.7815	KIF18A|81930	40.2178
KIF18B|146909	78.6599	KIF18B|146909	6.702999999999999
lowly_expressed	lowly_expressed	KIF19|124602	5.4462
KIF1B|23095	918.0626	KIF1B|23095	2005.4462
KIF1C|10749	667.8806	KIF1C|10749	567.2392
KIF20A|10112	209.3955	KIF20A|10112	11.3113
KIF20B|9585	286.9629	KIF20B|9585	211.9816
KIF21A|55605	273.4887	KIF21A|55605	315.4587
KIF21B|23046	21.85	KIF21B|23046	62.8404
KIF22|3835	1979.9709	KIF22|3835	267.7
KIF23|9493	239.2571	KIF23|9493	71.2191
KIF24|347240	117.6256	KIF24|347240	68.2907
lowly_expressed	lowly_expressed	KIF25|3834	10.0545
KIF26A|26153	27.6766	KIF26A|26153	36.8664
KIF26B|55083	57.5382	KIF26B|55083	13.4059
KIF27|55582	67.3707	KIF27|55582	50.6912
KIF2A|3796	265.8412	KIF2A|3796	431.9229
KIF2C|11004	210.488	KIF2C|11004	7.5408
KIF3A|11127	459.2134	KIF3A|11127	576.8747
KIF3B|9371	2146.3948	KIF3B|9371	1558.4416
KIF3C|3797	164.9672	KIF3C|3797	364.4742
KIF4A|24137	168.2447	KIF4A|24137	5.4462
KIF5B|3799	6188.2739	KIF5B|3799	6795.9782
KIF5C|3800	126.3656	KIF5C|3800	651.0264
KIF6|221458	13.8383	KIF6|221458	52.367
KIF7|374654	80.5098	KIF7|374654	66.9837
KIF9|64147	308.3758	KIF9|64147	186.0075
KIFAP3|22920	953.7509	KIFAP3|22920	1387.0968
KIFC1|3833	207.2105	KIFC1|3833	9.2166
KIFC2|90990	843.1901	KIFC2|90990	99.225
KIFC3|3801	86.6715	KIFC3|3801	61.1646
KILLIN|100144748	29.4975	KILLIN|100144748	35.6096
KIN|22944	280.4079	KIN|22944	272.7273
KIRREL|55243	28.7691	KIRREL|55243	54.8806
KISS1R|84634	9.4683	lowly_expressed	lowly_expressed
KITLG|4254	8003.6417	KITLG|4254	2054.8806
KIT|3815	810.9978	KIT|3815	13899.8743
KLB|152831	71.3765	KLB|152831	803.938
KLC1|3831	781.2746	KLC1|3831	709.3758
KLC2|64837	613.2556	KLC2|64837	143.2761
KLC3|147700	102.3234	KLC3|147700	60.7457
KLC4|89953	539.0787	KLC4|89953	180.5614
KLF10|7071	1525.1275	KLF10|7071	5540.0084
KLF11|8462	415.1493	KLF11|8462	1895.266
KLF12|11278	264.3846	KLF12|11278	502.3041
KLF13|51621	674.0714	KLF13|51621	1491.8307
KLF15|28999	7.6475	KLF15|28999	181.8182
KLF16|83855	252.3671	KLF16|83855	53.2049
KLF17|128209	130.3714	lowly_expressed	lowly_expressed
KLF2|10365	353.2411	KLF2|10365	2422.2874
KLF3|51274	698.1063	KLF3|51274	2790.1131
KLF4|9314	141.6606	KLF4|9314	5689.9874
KLF5|688	104.5157	KLF5|688	2588.186
KLF6|1316	1842.3161	KLF6|1316	16688.3117
KLF7|8609	28.405	KLF7|8609	53.6238
KLF8|11279	160.5972	KLF8|11279	606.6192
KLF9|687	512.3816	KLF9|687	6346.8789
KLHDC10|23008	607.429	KLHDC10|23008	485.5467
KLHDC1|122773	75.7465	KLHDC1|122773	306.6611
KLHDC2|23588	1418.0626	KLHDC2|23588	2512.3586
KLHDC3|116138	1251.6387	KLHDC3|116138	1363.6364
KLHDC4|54758	99.7815	KLHDC4|54758	69.5434
KLHDC5|57542	1035.6883	KLHDC5|57542	1320.067
KLHDC7A|127707	40.4224	KLHDC7A|127707	25.1362
KLHDC7B|113730	62.6366	KLHDC7B|113730	31.0013
lowly_expressed	lowly_expressed	KLHDC8A|55220	25.5551
KLHDC8B|200942	463.2192	KLHDC8B|200942	290.7415
KLHDC9|126823	310.9978	KLHDC9|126823	112.2748
KLHL11|55175	115.4406	KLHL11|55175	36.0285
KLHL12|59349	1553.5324	KLHL12|59349	1031.8391
KLHL13|90293	16.0233	KLHL13|90293	1201.9271
lowly_expressed	lowly_expressed	KLHL14|57565	28.4876
KLHL15|80311	230.5171	KLHL15|80311	540.8463
KLHL17|339451	51.3474	KLHL17|339451	12.5681
KLHL18|23276	394.0277	KLHL18|23276	240.0503
KLHL20|27252	227.2396	KLHL20|27252	553.8333
KLHL21|9903	1705.3897	KLHL21|9903	1172.1827
KLHL22|84861	433.7218	KLHL22|84861	122.7482
KLHL23|151230	41.8791	KLHL23|151230	79.5978
KLHL24|54800	686.8172	KLHL24|54800	2181.8182
KLHL25|64410	133.6489	KLHL25|64410	51.9481
KLHL26|55295	318.6453	KLHL26|55295	216.1709
KLHL28|54813	429.3518	KLHL28|54813	725.597
KLHL29|114818	10.925	KLHL29|114818	377.8802
KLHL2|11275	138.3831	KLHL2|11275	1044.4072
lowly_expressed	lowly_expressed	KLHL30|377007	6.702999999999999
KLHL31|401265	25.2039	KLHL31|401265	273.1462
KLHL32|114792	6.9192	KLHL32|114792	25.5551
KLHL35|283212	137.6548	KLHL35|283212	11.7302
KLHL36|79786	66.6424	KLHL36|79786	45.2451
KLHL38|340359	12.7458	lowly_expressed	lowly_expressed
KLHL3|26249	44.7924	KLHL3|26249	240.8881
KLHL4|56062	5.4625	KLHL4|56062	54.0427
KLHL5|51088	764.3846	KLHL5|51088	823.628
KLHL6|89857	40.7866	KLHL6|89857	68.7055
KLHL7|55975	600.874	KLHL7|55975	1061.5836
KLHL8|57563	173.7072	KLHL8|57563	381.2317
KLHL9|55958	1546.2491	KLHL9|55958	2104.734
KLK10|5655	20.3933	KLK10|5655	906.5773
lowly_expressed	lowly_expressed	KLK11|11012	260.1592
lowly_expressed	lowly_expressed	KLK12|43849	5.4462
lowly_expressed	lowly_expressed	KLK13|26085	14.6628
lowly_expressed	lowly_expressed	KLK14|43847	19.69
KLK4|9622	40.4224	KLK4|9622	8.7977
KLK5|25818	64.0932	KLK5|25818	3020.5279
KLK6|5653	12.0175	KLK6|5653	700.8798
KLK7|5650	34.2316	KLK7|5650	2034.7717
lowly_expressed	lowly_expressed	KLK8|11202	115.2074
KLRA1|10748	23.3066	KLRA1|10748	69.9623
KLRAQ1|129285	435.9068	KLRAQ1|129285	571.0096
KLRB1|3820	13.11	KLRB1|3820	99.7067
lowly_expressed	lowly_expressed	KLRC1|3821	26.393
lowly_expressed	lowly_expressed	KLRC3|3823	11.3322
KLRD1|3824	16.7516	KLRD1|3824	69.9623
lowly_expressed	lowly_expressed	KLRF1|51348	21.3657
KLRG1|10219	23.3066	KLRG1|10219	19.2711
KLRK1|22914	21.1216	KLRK1|22914	100.1257
KL|9365	23.3066	KL|9365	194.3863
KMO|8564	387.0685	KMO|8564	120.2556
KNDC1|85442	5.4625	lowly_expressed	lowly_expressed
KNTC1|9735	337.5819	KNTC1|9735	205.6975
KPNA1|3836	2281.5004	KPNA1|3836	2098.4499
KPNA2|3838	2808.8128	KPNA2|3838	852.1156
KPNA3|3839	1053.8966	KPNA3|3839	1882.6979
KPNA4|3840	1656.9556	KPNA4|3840	2656.8915
KPNA5|3841	38.2374	KPNA5|3841	78.7599
KPNA6|23633	2387.1085	KPNA6|23633	1728.9485
KPNB1|3837	6498.1792	KPNB1|3837	2064.5161
KPTN|11133	111.0706	KPTN|11133	35.6096
KRAS|3845	910.4151	KRAS|3845	1376.6234
KRBA1|84626	140.5681	KRBA1|84626	66.1919
KRBA2|124751	46.9774	KRBA2|124751	71.638
KRCC1|51315	1302.622	KRCC1|51315	1943.8626
KREMEN1|83999	161.3256	KREMEN1|83999	336.8245
KREMEN2|79412	5.0983	lowly_expressed	lowly_expressed
KRI1|65095	450.4079	KRI1|65095	133.1546
KRIT1|889	830.2986	KRIT1|889	948.4709
KRR1|11103	1106.5113	KRR1|11103	962.367
KRT10|3858	682.4472	KRT10|3858	894.0092
KRT13|3860	140.9323	lowly_expressed	lowly_expressed
KRT14|3861	545.1566	KRT14|3861	15087.9765
KRT15|3866	45558.2666	KRT15|3866	8024.2983
KRT16|3868	6.555	KRT16|3868	186.0075
KRT17|3872	346.3219	KRT17|3872	7965.6473
KRT18|3875	22267.8514	KRT18|3875	1880.3058
KRT19|3880	82857.9752	KRT19|3880	3015.9196
KRT1|3848	11.6533	KRT1|3848	32.677
KRT222|125113	179.1697	KRT222|125113	95.5174
KRT23|25984	5253.8237	KRT23|25984	943.4437
KRT31|3881	388.5652	lowly_expressed	lowly_expressed
KRT32|3882	117.6256	KRT32|3882	15.0817
KRT33A|3883	178.0772	lowly_expressed	lowly_expressed
KRT35|3886	14.5666	lowly_expressed	lowly_expressed
KRT37|8688	88.5397	lowly_expressed	lowly_expressed
KRT40|125115	12.7458	lowly_expressed	lowly_expressed
KRT5|3852	368.5361	KRT5|3852	25943.4437
lowly_expressed	lowly_expressed	KRT6A|3853	8.3787
KRT6B|3854	274.5812	KRT6B|3854	7393.3808
lowly_expressed	lowly_expressed	KRT6C|286887	5.0272
KRT7|3855	6679.5339	KRT7|3855	3344.7842
KRT80|144501	397.6693	KRT80|144501	433.5987
KRT81|3887	38.9658	KRT81|3887	355.2576
KRT86|3892	25.4916	KRT86|3892	17.5953
KRT8|3856	35154.5812	KRT8|3856	3415.0440000000003
lowly_expressed	lowly_expressed	KRTAP3-3|85293	18.0142
KRTCAP2|200185	3190.0947	KRTCAP2|200185	3985.3372
KRTCAP3|200634	394.756	KRTCAP3|200634	244.6586
KSR1|8844	52.8041	KSR1|8844	157.9388
KSR2|283455	20.0291	KSR2|283455	45.2451
KTELC1|56983	546.6133	KTELC1|56983	1134.8974
KTI12|112970	182.4472	KTI12|112970	160.4525
KTN1|3895	8621.2673	KTN1|3895	6304.9853
KYNU|8942	59.3591	KYNU|8942	808.5463
lowly_expressed	lowly_expressed	KY|339855	223.7118
lowly_expressed	lowly_expressed	L1CAM|3897	31.4202
L1TD1|54596	15.295	L1TD1|54596	11.3113
L2HGDH|79944	225.4188	L2HGDH|79944	152.0737
L3MBTL2|83746	937.9060000000001	L3MBTL2|83746	366.5899
L3MBTL3|84456	55.7174	L3MBTL3|84456	265.6054
L3MBTL4|91133	13.11	L3MBTL4|91133	212.8194
L3MBTL|26013	48.7983	L3MBTL|26013	64.0972
LACE1|246269	57.9024	LACE1|246269	47.7587
lowly_expressed	lowly_expressed	LACRT|90070	3052.367
LACTB2|51110	777.4945	LACTB2|51110	556.3469
LACTB|114294	757.1012	LACTB|114294	408.4625
LAD1|3898	213.0371	LAD1|3898	706.3259
LAG3|3902	17.8441	LAG3|3902	12.987
LAGE3|8270	296.7953	LAGE3|8270	196.062
LAIR1|3903	275.3095	LAIR1|3903	411.814
lowly_expressed	lowly_expressed	LALBA|3906	33.0959
LAMA1|284217	13.8383	LAMA1|284217	44.8261
LAMA2|3908	210.1238	LAMA2|3908	694.5622
LAMA3|3909	282.2287	LAMA3|3909	4588.6049
LAMA4|3910	693.3722	LAMA4|3910	1978.2153
LAMA5|3911	1157.3197	LAMA5|3911	414.7465
LAMB1|3912	1122.3598	LAMB1|3912	984.9183
LAMB2L|22973	11.6533	LAMB2L|22973	38.961
LAMB2|3913	4493.445	LAMB2|3913	1617.9305
LAMB3|3914	120.9031	LAMB3|3914	1378.7181
LAMC1|3915	1176.6205	LAMC1|3915	5950.5656
LAMC2|3918	172.9789	LAMC2|3918	5703.8123
lowly_expressed	lowly_expressed	LAMC3|10319	8.3787
LAMP1|3916	10335.3969	LAMP1|3916	4451.194
LAMP2|3920	7482.52	LAMP2|3920	9896.9418
LAMP3|27074	40.7866	LAMP3|27074	45.2451
LANCL1|10314	2045.8849	LANCL1|10314	4380.3938
LANCL2|55915	613.6198	LANCL2|55915	504.3988
lowly_expressed	lowly_expressed	LANCL3|347404	6.284
LAP3|51056	3216.6788	LAP3|51056	2303.3096
LAPTM4A|9741	14061.1799	LAPTM4A|9741	24391.7051
LAPTM4B|55353	17899.4902	LAPTM4B|55353	5214.9141
LAPTM5|7805	2511.2891	LAPTM5|7805	3326.3511
LARGE|9215	546.2491	LARGE|9215	374.1098
LARP1B|55132	803.3503	LARP1B|55132	580.6452
LARP1|23367	3986.89	LARP1|23367	2541.6841
LARP4B|23185	2051.7116	LARP4B|23185	1319.6481
LARP4|113251	2000.7283	LARP4|113251	1678.6762
LARP6|55323	43.3358	LARP6|55323	509.0071
LARP7|51574	1272.7604	LARP7|51574	1074.5706
LARS2|23395	449.7451	LARS2|23395	118.9778
LARS|51520	2938.8201	LARS|51520	2966.9041
LAS1L|81887	1127.8223	LAS1L|81887	279.0113
LASP1|3927	12727.2396	LASP1|3927	3575.6179
LASS2|29956	15381.2819	LASS2|29956	5243.4018
lowly_expressed	lowly_expressed	LASS3|204219	10.4734
LASS4|79603	3721.413	LASS4|79603	1134.8974
LASS5|91012	1339.7669	LASS5|91012	1236.2798
LASS6|253782	4587.7058	LASS6|253782	1248.4709
LAT2|7462	137.2906	LAT2|7462	85.044
LATS1|9113	454.1151	LATS1|9113	338.5002
LATS2|26524	266.2054	LATS2|26524	847.9263
LAT|27040	36.5004	LAT|27040	32.2078
LAX1|54900	15.6591	LAX1|54900	7.9598
LAYN|143903	60.0874	LAYN|143903	203.6028
LBH|81606	446.8318	LBH|81606	2219.5224
lowly_expressed	lowly_expressed	LBP|3929	8.3787
LBR|3930	219.5921	LBR|3930	1316.2966
LCA5L|150082	204.6613	LCA5L|150082	137.8299
LCA5|167691	56.0816	LCA5|167691	402.5974
LCAT|3931	10.5608	LCAT|3931	66.1919
LCK|3932	34.9599	LCK|3932	57.3942
LCLAT1|253558	325.9286	LCLAT1|253558	619.6062
LCMT1|51451	1543.6999	LCMT1|51451	473.3976
LCMT2|9836	591.0415	LCMT2|9836	448.2614
lowly_expressed	lowly_expressed	LCN10|414332	36.4474
LCN12|286256	52.8041	LCN12|286256	9.6355
LCN2|3934	125.2731	LCN2|3934	413.4897
LCORL|254251	55.8121	LCORL|254251	68.5421
LCOR|84458	81.9774	LCOR|84458	54.0092
LCP1|3936	1418.4268	LCP1|3936	2206.1165
LCP2|3937	200.6555	LCP2|3937	289.4847
LDB1|8861	1062.6366	LDB1|8861	511.5207
LDB2|9079	147.4873	LDB2|9079	1786.3427
LDB3|11155	24.3991	LDB3|11155	90.4902
lowly_expressed	lowly_expressed	LDHAL6B|92483	6.284
LDHA|3939	15420.976	LDHA|3939	15323.4185
LDHB|3945	670.7939	LDHB|3945	5553.8333
LDHC|3948	129.6431	LDHC|3948	27.2308
LDHD|197257	703.2047	LDHD|197257	80.0168
LDLRAD1|388633	10.5608	lowly_expressed	lowly_expressed
LDLRAD2|401944	40.9104	LDLRAD2|401944	28.2111
LDLRAD3|143458	1365.2586	LDLRAD3|143458	777.1261
LDLRAP1|26119	824.472	LDLRAP1|26119	733.9757
LDLR|3949	453.3867	LDLR|3949	624.6334
LDOC1L|84247	1041.8791	LDOC1L|84247	1071.2191
LDOC1|23641	132.9206	LDOC1|23641	1067.8676
LEF1|51176	110.7065	LEF1|51176	101.3825
lowly_expressed	lowly_expressed	LEFTY1|10637	9.2166
lowly_expressed	lowly_expressed	LEFTY2|7044	43.9883
LEKR1|389170	28.405	LEKR1|389170	45.663999999999994
lowly_expressed	lowly_expressed	LEMD1|93273	14.6628
LEMD2|221496	695.5572	LEMD2|221496	206.5354
LEMD3|23592	748.3613	LEMD3|23592	1513.6154
LENG1|79165	114.7123	LENG1|79165	5.0272
LENG8|114823	778.7072	LENG8|114823	1140.7122
LENG9|94059	114.228	LENG9|94059	98.5002
LEO1|123169	709.7597	LEO1|123169	231.2526
LEPRE1|64175	337.2178	LEPRE1|64175	241.726
LEPREL1|55214	58.9949	LEPREL1|55214	865.5216
LEPREL2|10536	671.8864	LEPREL2|10536	41.8936
