gene_id	TCGA-BH-A1FC-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FC-11A-32R-A13Q-07
HN1L|90861	3903.1762	HN1L|90861	2724.8284
HN1|51155	5216.918	HN1|51155	630.1775
HNF1A|6927	16.4766	HNF1A|6927	8.8757
HNF4G|3174	291.5778	HNF4G|3174	12.425999999999998
HNMT|3176	358.6613	HNMT|3176	1887.5739999999998
HNRNPA0|10949	3327.6940000000004	HNRNPA0|10949	2923.6686
HNRNPA1L2|144983	2945.4947	HNRNPA1L2|144983	1928.9941
HNRNPA1|3178	7890.2538	HNRNPA1|3178	5358.5799
HNRNPA2B1|3181	17049.7977	HNRNPA2B1|3181	8757.9882
HNRNPA3P1|10151	112.6885	HNRNPA3P1|10151	58.5799
HNRNPA3|220988	4911.2174	HNRNPA3|220988	4708.8757
HNRNPAB|3182	3794.5892	HNRNPAB|3182	1970.8698
HNRNPC|3183	12070.32	HNRNPC|3183	7124.2604
HNRNPD|3184	6698.6392	HNRNPD|3184	3457.3964
HNRNPF|3185	7267.4189	HNRNPF|3185	4666.8639
HNRNPH1|3187	4376.609	HNRNPH1|3187	4224.8521
HNRNPH2|3188	2277.0136	HNRNPH2|3188	2930.7692
HNRNPH3|3189	3133.505	HNRNPH3|3189	2100.0
HNRNPK|3190	14715.9985	HNRNPK|3190	11522.4852
HNRNPL|3191	7129.9743	HNRNPL|3191	4059.7633
HNRNPM|4670	4257.4476	HNRNPM|4670	3164.4970000000003
HNRNPR|10236	6692.7547	HNRNPR|10236	2500.5917
HNRNPUL1|11100	11421.8463	HNRNPUL1|11100	4404.7337
HNRNPUL2|221092	4313.6447	HNRNPUL2|221092	2285.2189
HNRNPU|3192	19095.2556	HNRNPU|3192	9121.3018
HNRPDL|9987	4018.5362	HNRPDL|9987	4140.2367
HNRPLL|92906	747.3336	HNRPLL|92906	637.8698
HOMER1|9456	73.2622	HOMER1|9456	233.1361
HOMER2|9455	120.6326	HOMER2|9455	315.3846
HOMER3|9454	1066.6539	HOMER3|9454	248.5207
HOMEZ|57594	301.8757	HOMEZ|57594	431.3609
HOOK1|51361	492.534	HOOK1|51361	751.4793
HOOK2|29911	834.4244	HOOK2|29911	620.7101
HOOK3|84376	1315.7779	HOOK3|84376	1804.7337
HOPX|84525	68.5546	HOPX|84525	179.2899
HORMAD1|84072	1739.1688	lowly_expressed	lowly_expressed
HOTAIR|100124700	15.2997	HOTAIR|100124700	32.5444
HOXA10|3206	16.4766	HOXA10|3206	305.3254
lowly_expressed	lowly_expressed	HOXA11|3207	23.0769
lowly_expressed	lowly_expressed	HOXA13|3209	12.425999999999998
HOXA1|3198	16.7709	HOXA1|3198	45.5621
lowly_expressed	lowly_expressed	HOXA2|3199	37.2781
HOXA3|3200	52.3722	HOXA3|3200	166.2722
HOXA4|3201	43.516000000000005	HOXA4|3201	135.9349
lowly_expressed	lowly_expressed	HOXA5|3202	97.6331
lowly_expressed	lowly_expressed	HOXA6|3203	8.0769
HOXA7|3204	13.2402	HOXA7|3204	226.2544
HOXA9|3205	7.0614	HOXA9|3205	117.1598
HOXB13|10481	47.9588	lowly_expressed	lowly_expressed
HOXB2|3212	34.1302	HOXB2|3212	403.5503
HOXB3|3213	18.242	HOXB3|3213	340.8284
HOXB4|3214	18.242	HOXB4|3214	151.4793
lowly_expressed	lowly_expressed	HOXB5|3215	29.5858
HOXB6|3216	7.3556	HOXB6|3216	71.0059
HOXB7|3217	97.0945	HOXB7|3217	227.2189
lowly_expressed	lowly_expressed	HOXB8|3218	28.9941
HOXB9|3219	50.0184	HOXB9|3219	11.8343
HOXC10|3226	90.0331	HOXC10|3226	359.7633
HOXC11|3227	13.5344	HOXC11|3227	33.1361
HOXC13|3229	32.9533	HOXC13|3229	89.9408
HOXC4|3221	25.7124	HOXC4|3221	101.071
HOXC5|3222	8.1147	HOXC5|3222	44.645
HOXC6|3223	49.4388	HOXC6|3223	199.8462
HOXC8|3224	30.5995	HOXC8|3224	179.2899
HOXC9|3225	47.6646	HOXC9|3225	121.3018
HOXD10|3236	14.7113	HOXD10|3236	73.9645
HOXD11|3237	6.1787	HOXD11|3237	10.6509
HOXD13|3239	15.0055	HOXD13|3239	7.6923
lowly_expressed	lowly_expressed	HOXD1|3231	53.8462
HOXD3|3232	12.3575	HOXD3|3232	53.2544
HOXD4|3233	14.7113	HOXD4|3233	42.6036
HOXD8|3234	117.1019	HOXD8|3234	392.8994
HOXD9|3235	25.3034	HOXD9|3235	351.4793
HP1BP3|50809	3121.7359	HP1BP3|50809	4155.6213
HPCAL1|3241	942.4053	HPCAL1|3241	747.3373
HPCA|3208	6.1787	lowly_expressed	lowly_expressed
HPDL|84842	347.7749	HPDL|84842	17.1598
lowly_expressed	lowly_expressed	HPD|3242	57.9882
HPGDS|27306	15.8882	HPGDS|27306	66.8639
HPGD|3248	157.1166	HPGD|3248	280.4734
HPN|3249	813.8286	HPN|3249	435.50300000000004
HPRT1|3251	1255.1673	HPRT1|3251	450.2959
lowly_expressed	lowly_expressed	HPR|3250	63.9053
HPS1|3257	1461.1254	HPS1|3257	1459.1716
HPS3|84343	635.9573	HPS3|84343	783.9172
HPS4|89781	408.0912	HPS4|89781	756.2130000000001
HPS5|11234	492.8282	HPS5|11234	775.7396
HPS6|79803	363.6631	HPS6|79803	445.5621
lowly_expressed	lowly_expressed	HPSE2|60495	17.1598
HPSE|10855	151.5263	HPSE|10855	20.1183
lowly_expressed	lowly_expressed	HPX|3263	148.5207
lowly_expressed	lowly_expressed	HP|3240	451.4793
lowly_expressed	lowly_expressed	HRASLS2|54979	17.1598
HRASLS5|117245	22.3612	HRASLS5|117245	694.0828
HRASLS|57110	203.8985	HRASLS|57110	25.4438
HRAS|3265	320.1177	HRAS|3265	284.6154
HRCT1|646962	436.6311	HRCT1|646962	254.4379
lowly_expressed	lowly_expressed	HRC|3270	55.6213
HRH1|3269	63.2586	HRH1|3269	415.3846
HRH2|3274	12.0633	HRH2|3274	26.6272
HRK|8739	5.0018	lowly_expressed	lowly_expressed
HRSP12|10247	299.5219	HRSP12|10247	285.7988
HR|55806	400.4413	HR|55806	221.3018
HS1BP3|64342	566.6789	HS1BP3|64342	381.0651
HS2ST1|9653	527.5469	HS2ST1|9653	873.9645
HS3ST1|9957	95.3292	HS3ST1|9957	137.2781
HS3ST2|9956	20.5958	HS3ST2|9956	34.3195
HS3ST3A1|9955	27.0688	HS3ST3A1|9955	11.8343
HS3ST3B1|9953	44.7223	HS3ST3B1|9953	11.2426
lowly_expressed	lowly_expressed	HS3ST4|9951	46.1538
HS6ST1|9394	1616.1824	HS6ST1|9394	1146.7456
HS6ST2|90161	575.2115	HS6ST2|90161	34.3195
HS6ST3|266722	14.7113	HS6ST3|266722	73.3728
HSBP1L1|440498	469.8786	HSBP1L1|440498	213.0178
HSBP1|3281	1353.1445	HSBP1|3281	2358.5799
HSCB|150274	109.1578	HSCB|150274	195.2663
HSD11B1L|374875	504.8915	HSD11B1L|374875	105.9172
HSD11B1|3290	26.1861	HSD11B1|3290	445.5621
HSD11B2|3291	87.6793	HSD11B2|3291	121.8935
HSD17B10|3028	1182.4936	HSD17B10|3028	1047.3373
HSD17B11|51170	310.7025	HSD17B11|51170	1210.6509
HSD17B12|51144	663.4792	HSD17B12|51144	1928.9941
lowly_expressed	lowly_expressed	HSD17B13|345275	292.3077
HSD17B14|51171	77.9698	HSD17B14|51171	88.7574
HSD17B1|3292	10.5127	HSD17B1|3292	87.4675
HSD17B2|3294	22.0669	HSD17B2|3294	222.4852
HSD17B4|3295	1283.413	HSD17B4|3295	2890.5325
HSD17B6|8630	69.1431	HSD17B6|8630	8.8757
HSD17B7P2|158160	35.8955	HSD17B7P2|158160	42.6036
HSD17B7|51478	251.2688	HSD17B7|51478	150.8876
HSD17B8|7923	197.1313	HSD17B8|7923	232.5444
lowly_expressed	lowly_expressed	HSD3B2|3284	71.0059
HSD3B7|80270	525.4873	HSD3B7|80270	731.3609
HSDL1|83693	529.6065	HSDL1|83693	630.1775
HSDL2|84263	907.6866	HSDL2|84263	1692.3077
HSF1|3297	3696.9062	HSF1|3297	1200.2485
HSF2BP|11077	34.1302	HSF2BP|11077	11.8343
HSF2|3298	405.7374	HSF2|3298	372.7811
HSF4|3299	37.7609	HSF4|3299	118.4556
HSFX2|100130086	7.3556	HSFX2|100130086	30.7692
HSH2D|84941	320.1177	HSH2D|84941	50.8876
HSN2|378465	9.4152	lowly_expressed	lowly_expressed
HSP90AA1|3320	46232.5855	HSP90AA1|3320	19273.3728
HSP90AB1|3326	42379.4042	HSP90AB1|3326	18163.3136
HSP90AB2P|391634	86.7966	HSP90AB2P|391634	19.5266
HSP90B1|7184	22071.0555	HSP90B1|7184	14450.8876
HSP90B3P|343477	5.2961	lowly_expressed	lowly_expressed
HSPA12A|259217	22.9496	HSPA12A|259217	815.9763
HSPA12B|116835	29.4226	HSPA12B|116835	617.1598
HSPA13|6782	1871.2762	HSPA13|6782	713.6095
HSPA14|51182	1324.0162	HSPA14|51182	440.8284
HSPA1A|3303	16977.7683	HSPA1A|3303	5563.503000000001
HSPA1B|3304	3119.3821	HSPA1B|3304	1195.2663
HSPA1L|3305	68.6341	HSPA1L|3305	53.2781
HSPA2|3306	183.8911	HSPA2|3306	634.3195
HSPA4L|22824	527.5469	HSPA4L|22824	171.5976
HSPA4|3308	3858.1832	HSPA4|3308	2108.8757
HSPA5|3309	14284.9577	HSPA5|3309	12283.431999999999
HSPA6|3310	221.8463	HSPA6|3310	206.5089
HSPA7|3311	79.7352	HSPA7|3311	193.4911
HSPA8|3312	27120.558999999997	HSPA8|3312	20627.8107
HSPA9|3313	7917.0283	HSPA9|3313	5484.6154
HSPB11|51668	413.9757	HSPB11|51668	300.0
HSPB1|3315	2588.0103	HSPB1|3315	4332.5444
HSPB2|3316	9.121	HSPB2|3316	349.7041
HSPB6|126393	15.8882	HSPB6|126393	7419.5266
lowly_expressed	lowly_expressed	HSPB7|27129	1301.1834
HSPB8|26353	198.3082	HSPB8|26353	1419.5266
HSPBAP1|79663	256.5649	HSPBAP1|79663	153.2544
HSPBP1|23640	535.7852	HSPBP1|23640	408.8757
HSPC157|29092	342.7731	HSPC157|29092	340.8284
HSPC159|29094	700.8459	HSPC159|29094	672.1893
HSPD1|3329	11169.4005	HSPD1|3329	4857.9882
HSPE1|3336	1470.2464	HSPE1|3336	1061.5385
HSPG2|3339	1055.3086	HSPG2|3339	9744.4615
HSPH1|10808	2600.9562	HSPH1|10808	1796.4497
HTATIP2|10553	786.7598	HTATIP2|10553	560.355
HTATSF1|27336	3513.6447	HTATSF1|27336	1904.7337
HTR1D|3352	7.6499	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	HTR1F|3355	13.0178
lowly_expressed	lowly_expressed	HTR2A|3356	16.567999999999998
lowly_expressed	lowly_expressed	HTR2B|3357	23.0769
HTR6|3362	16.4766	lowly_expressed	lowly_expressed
HTR7P1|93164	39.7205	HTR7P1|93164	134.9112
HTR7|3363	5.2961	HTR7|3363	13.0178
HTRA1|5654	1158.367	HTRA1|5654	6299.4083
HTRA2|27429	961.4888	HTRA2|27429	505.7219
HTRA3|94031	913.2769	HTRA3|94031	885.2071
HTRA4|203100	17.3593	lowly_expressed	lowly_expressed
HTT|3064	2059.2865	HTT|3064	1684.0237
HUNK|30811	20.5958	HUNK|30811	206.5089
HUS1|3364	192.4237	HUS1|3364	231.9527
HUWE1|10075	8133.5785	HUWE1|10075	4464.497
HVCN1|84329	105.9213	HVCN1|84329	139.7515
HYAL1|3373	75.9103	HYAL1|3373	251.4793
HYAL2|8692	1077.7492	HYAL2|8692	2423.0769
HYAL3|8372	59.2277	HYAL3|8372	69.3905
HYDIN|54768	20.0074	HYDIN|54768	36.6864
HYI|81888	214.929	HYI|81888	335.1006
HYLS1|219844	539.0217	HYLS1|219844	121.8935
HYOU1|10525	2677.1607	HYOU1|10525	2585.7988
IAH1|285148	1888.9298	IAH1|285148	483.43199999999996
IARS2|55699	8671.1291	IARS2|55699	2710.6509
IARS|3376	9493.196	IARS|3376	2140.2367
IBSP|3381	14.7113	lowly_expressed	lowly_expressed
IBTK|25998	709.9669	IBTK|25998	1456.213
ICA1L|130026	57.9625	ICA1L|130026	179.8817
ICA1|3382	420.4487	ICA1|3382	950.2959
ICAM1|3383	2848.9886	ICAM1|3383	2118.3432
ICAM2|3384	372.281	ICAM2|3384	1261.0355
ICAM3|3385	720.559	ICAM3|3385	284.0237
ICAM4|3386	29.1284	ICAM4|3386	10.6509
ICAM5|7087	20.5958	lowly_expressed	lowly_expressed
ICK|22858	950.9378	ICK|22858	837.2781
ICMT|23463	1422.8761	ICMT|23463	2284.6154
ICOSLG|23308	2385.2887	ICOSLG|23308	298.8166
ICOS|29851	148.2898	ICOS|29851	21.8935
ICT1|3396	669.658	ICT1|3396	318.3432
ID1|3397	79.7352	ID1|3397	1981.6568
lowly_expressed	lowly_expressed	ID2B|84099	6.5089
ID2|3398	1945.4211	ID2|3398	1969.8225
ID3|3399	377.4917	ID3|3399	3113.6095
ID4|3400	124.1633	ID4|3400	1311.2426
IDE|3416	417.5064	IDE|3416	444.3787
IDH1|3417	1567.0467	IDH1|3417	2812.426
IDH2|3418	3715.4836	IDH2|3418	1852.6627
IDH3A|3419	626.701	IDH3A|3419	1230.7692
IDH3B|3420	835.3071	IDH3B|3420	1224.2604
IDH3G|3421	1214.5642	IDH3G|3421	755.6213
IDI1|3422	1279.1997	IDI1|3422	1077.4734
IDI2|91734	65.6124	IDI2|91734	81.6568
IDO1|3620	766.4583	IDO1|3620	225.4438
IDS|3423	2167.2438	IDS|3423	3776.0592
IDUA|3425	186.192	IDUA|3425	185.7988
IER2|9592	1522.9128	IER2|9592	4286.3905
IER3IP1|51124	1272.5267	IER3IP1|51124	1076.9231
IER3|8870	213.6079	IER3|8870	1057.9882
IER5L|389792	338.0655	IER5L|389792	436.6864
IER5|51278	837.0725	IER5|51278	1040.8284
IFFO1|25900	99.1541	IFFO1|25900	247.3373
IFFO2|126917	825.0092	IFFO2|126917	1653.2544
IFI16|3428	3046.4141	IFI16|3428	3467.4556
IFI27L1|122509	149.1725	IFI27L1|122509	94.0828
IFI27L2|83982	133.2843	IFI27L2|83982	269.8225
IFI27|3429	3618.6833	IFI27|3429	3444.3787
IFI30|10437	4887.6793	IFI30|10437	1819.5266
IFI35|3430	469.8786	IFI35|3430	650.2959
IFI44L|10964	790.2905	IFI44L|10964	1282.8402
IFI44|10561	483.413	IFI44|10561	601.7751
IFI6|2537	1310.1876	IFI6|2537	1650.8876
IFIH1|64135	1285.1784	IFIH1|64135	849.7041
IFIT1|3434	476.6458	IFIT1|3434	1029.5858
IFIT2|3433	329.2387	IFIT2|3433	739.645
IFIT3|3437	895.6234	IFIT3|3437	1571.0059
IFIT5|24138	482.8246	IFIT5|24138	815.3846
IFITM1|8519	2513.8654	IFITM1|8519	6389.3491
IFITM2|10581	591.3939	IFITM2|10581	5321.3018
IFITM3|10410	5725.6344	IFITM3|10410	16363.9053
IFNAR1|3454	1585.5829	IFNAR1|3454	2604.1420000000003
IFNAR2|3455	667.3954	IFNAR2|3455	671.9763
IFNGR1|3459	1173.0783	IFNGR1|3459	3178.1065
IFNGR2|3460	1281.9419	IFNGR2|3460	2452.071
IFNG|3458	61.7874	IFNG|3458	7.1006
IFRD1|3475	1787.4218	IFRD1|3475	771.0059
IFRD2|7866	1763.5278	IFRD2|7866	849.7219
IFT122|55764	691.1364	IFT122|55764	716.568
IFT140|9742	220.9636	IFT140|9742	530.1775
IFT172|26160	265.6859	IFT172|26160	484.6154
IFT20|90410	371.7072	IFT20|90410	353.4024
IFT27|11020	252.4458	IFT27|11020	436.6864
IFT46|56912	251.2688	IFT46|56912	876.3314
IFT52|51098	587.8632	IFT52|51098	794.6746
IFT57|55081	473.9978	IFT57|55081	840.8284
IFT74|80173	378.3744	IFT74|80173	344.3787
IFT80|57560	339.8367	IFT80|57560	523.6805
IFT81|28981	338.0655	IFT81|28981	325.4438
IFT88|8100	115.6307	IFT88|8100	369.2308
IGBP1|3476	359.2497	IGBP1|3476	1411.2426
lowly_expressed	lowly_expressed	IGDCC3|9543	111.8343
IGDCC4|57722	33.836	IGDCC4|57722	102.3669
IGF1R|3480	1263.9941	IGF1R|3480	2334.9112
IGF1|3479	45.605	IGF1|3479	1802.9586
lowly_expressed	lowly_expressed	IGF2AS|51214	9.4675
IGF2BP2|10644	1103.0526	IGF2BP2|10644	86.9822
IGF2BP3|10643	337.477	IGF2BP3|10643	7.1006
IGF2R|3482	2764.5458	IGF2R|3482	2439.645
IGF2|3481	152.9974	IGF2|3481	6285.2071
lowly_expressed	lowly_expressed	IGFALS|3483	5.3254
lowly_expressed	lowly_expressed	IGFBP1|3484	11.2426
IGFBP2|3485	20.5958	IGFBP2|3485	1278.1065
IGFBP3|3486	603.1629	IGFBP3|3486	7623.0769
IGFBP4|3487	1839.2056	IGFBP4|3487	21802.3669
IGFBP5|3488	1751.5263	IGFBP5|3488	14643.787
IGFBP6|3489	28.8341	IGFBP6|3489	1194.6746
IGFBP7|3490	1904.5237	IGFBP7|3490	10931.9527
IGFBPL1|347252	16.7709	lowly_expressed	lowly_expressed
IGFL1|374918	8.2383	IGFL1|374918	7.6923
IGFL2|147920	9.4152	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGFN1|91156	42.0118
IGHMBP2|3508	356.8959	IGHMBP2|3508	352.07099999999997
IGJ|3512	3350.0552	IGJ|3512	4279.2899
lowly_expressed	lowly_expressed	IGLON5|402665	5.3254
IGSF10|285313	15.594000000000001	IGSF10|285313	813.6095
IGSF1|3547	49.7242	IGSF1|3547	77.5148
IGSF21|84966	30.5995	IGSF21|84966	294.6746
lowly_expressed	lowly_expressed	IGSF22|283284	31.5089
IGSF3|3321	707.0246	IGSF3|3321	829.5858
lowly_expressed	lowly_expressed	IGSF5|150084	7.6923
IGSF6|10261	144.4649	IGSF6|10261	75.7396
IGSF8|93185	1395.8073	IGSF8|93185	860.355
lowly_expressed	lowly_expressed	IGSF9B|22997	13.6095
IGSF9|57549	1926.8849	IGSF9|57549	239.645
IKBIP|121457	271.2762	IKBIP|121457	397.6331
IKBKAP|8518	1497.9036	IKBKAP|8518	1046.1538
IKBKB|3551	978.8893	IKBKB|3551	1526.0355
IKBKE|9641	213.3137	IKBKE|9641	149.1124
IKBKG|8517	299.5219	IKBKG|8517	339.0533
IKZF1|10320	764.9871	IKZF1|10320	374.5562
IKZF2|22807	169.1798	IKZF2|22807	230.7692
IKZF3|22806	95.6234	IKZF3|22806	25.4438
IKZF4|64375	186.2449	IKZF4|64375	241.4201
IKZF5|64376	422.5083	IKZF5|64376	681.6568
IK|3550	1415.8146	IK|3550	1648.5207
IL10RA|3587	947.4071	IL10RA|3587	719.5266
IL10RB|3588	901.2137	IL10RB|3588	907.1006
IL10|3586	20.0074	IL10|3586	22.4852
IL11RA|3590	42.6627	IL11RA|3590	431.9527
IL11|3589	51.7837	IL11|3589	6.5089
IL12A|3592	19.1247	IL12A|3592	45.5621
IL12B|3593	5.5903	lowly_expressed	lowly_expressed
IL12RB1|3594	108.5693	IL12RB1|3594	39.645
IL12RB2|3595	601.3976	IL12RB2|3595	28.4024
IL13RA1|3597	1493.7845	IL13RA1|3597	4605.9172
lowly_expressed	lowly_expressed	IL13|3596	6.5089
IL15RA|3601	483.7072	IL15RA|3601	308.284
IL15|3600	90.6216	IL15|3600	118.3432
IL16|3603	757.043	IL16|3603	588.1657
IL17A|3605	7.0614	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IL17B|27190	49.7041
IL17D|53342	15.540999999999999	IL17D|53342	65.7929
IL17RA|23765	196.8371	IL17RA|23765	307.1006
IL17RB|55540	564.3251	IL17RB|55540	296.4497
IL17RC|84818	346.0096	IL17RC|84818	820.1183
IL17RD|54756	2554.1743	IL17RD|54756	1311.8343
IL17RE|132014	106.804	IL17RE|132014	224.8521
IL18BP|10068	276.6664	IL18BP|10068	528.9704
IL18R1|8809	56.4914	IL18R1|8809	92.3077
IL18RAP|8807	18.8305	IL18RAP|8807	29.5858
IL18|3606	229.4961	IL18|3606	112.426
lowly_expressed	lowly_expressed	IL1A|3552	6.5089
IL1B|3553	67.3777	IL1B|3553	255.6213
IL1R1|3554	674.0713	IL1R1|3554	3497.0414
IL1R2|7850	22.6554	IL1R2|7850	13.0178
lowly_expressed	lowly_expressed	IL1RAPL2|26280	7.1006
IL1RAP|3556	99.4483	IL1RAP|3556	213.0178
lowly_expressed	lowly_expressed	IL1RL1|9173	5.9172
IL1RL2|8808	75.3218	IL1RL2|8808	12.425999999999998
IL1RN|3557	302.7584	IL1RN|3557	156.8047
IL20RA|53832	30.8937	IL20RA|53832	786.3905
IL20RB|53833	6.7672	IL20RB|53833	16.567999999999998
lowly_expressed	lowly_expressed	IL20|50604	7.6923
IL21R|50615	288.3325	IL21R|50615	60.5917
IL22RA1|58985	49.7242	IL22RA1|58985	12.425999999999998
IL23A|51561	10.2979	IL23A|51561	7.6923
lowly_expressed	lowly_expressed	IL24|11009	5.3669
IL27RA|9466	1214.27	IL27RA|9466	379.2899
IL27|246778	9.121	lowly_expressed	lowly_expressed
IL28RA|163702	284.5164	IL28RA|163702	105.9172
IL2RA|3559	1072.1589	IL2RA|3559	12.425999999999998
IL2RB|3560	1247.5175	IL2RB|3560	332.5444
IL2RG|3561	1329.0179999999998	IL2RG|3561	450.2959
IL32|9235	2806.9143	IL32|9235	950.2959
IL33|90865	7.3556	IL33|90865	2188.1657
IL34|146433	467.2306	IL34|146433	240.8284
IL3RA|3563	100.331	IL3RA|3563	505.3254
IL4I1|259307	241.9331	IL4I1|259307	71.0592
IL4R|3566	627.5837	IL4R|3566	1485.7988
IL6R|3570	198.014	IL6R|3570	321.3018
IL6ST|3572	196.2486	IL6ST|3572	1733.1361
IL6|3569	15.8882	IL6|3569	641.503
IL7R|3575	170.3567	IL7R|3575	82.2485
IL7|3574	71.7911	IL7|3574	24.2604
IL8|3576	67.6719	IL8|3576	51.4793
IL9R|3581	17.3593	lowly_expressed	lowly_expressed
ILDR1|286676	165.6491	ILDR1|286676	174.5562
ILF2|3608	12585.5094	ILF2|3608	2923.6686
ILF3|3609	9911.2909	ILF3|3609	3383.4320000000002
ILKAP|80895	532.8430000000001	ILKAP|80895	389.3491
ILK|3611	1131.8867	ILK|3611	2839.0533
ILVBL|10994	1082.1626	ILVBL|10994	773.9645
IMMP1L|196294	45.8492	IMMP1L|196294	70.0355
IMMP2L|83943	122.6922	IMMP2L|83943	184.0237
IMMT|10989	3732.843	IMMT|10989	1895.2663
IMP3|55272	596.69	IMP3|55272	1195.858
IMP4|92856	716.7341	IMP4|92856	485.7988
IMPA1|3612	601.1033	IMPA1|3612	252.6627
IMPA2|3613	4616.9915	IMPA2|3613	207.1006
IMPACT|55364	584.9209	IMPACT|55364	1258.5799
IMPAD1|54928	5770.3567	IMPAD1|54928	3082.8402
IMPDH1|3614	1779.4777	IMPDH1|3614	1227.2189
IMPDH2|3615	4305.9949	IMPDH2|3615	3160.355
lowly_expressed	lowly_expressed	IMPG1|3617	8.283999999999999
INADL|10207	2204.9283	INADL|10207	2114.2012
INCA1|388324	13.8286	INCA1|388324	12.425999999999998
INCENP|3619	1428.7606	INCENP|3619	135.503
INE1|8552	12.6517	INE1|8552	10.6509
lowly_expressed	lowly_expressed	INE2|8551	35.6805
INF2|64423	2897.2416	INF2|64423	1571.5976
ING1|3621	371.7161	ING1|3621	286.8521
ING2|3622	520.1912	ING2|3622	210.0592
ING3|54556	271.8647	ING3|54556	281.0651
ING4|51147	902.3906	ING4|51147	601.7751
ING5|84289	515.1894	ING5|84289	507.6923
INGX|27160	9.4152	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	INHA|3623	8.283999999999999
INHBA|3624	150.6436	INHBA|3624	24.2604
INHBB|3625	23.8323	INHBB|3625	1984.0237
INMT|11185	7.6499	INMT|11185	876.1657
INO80B|83444	129.8242	INO80B|83444	166.497
INO80C|125476	156.2339	INO80C|125476	220.7101
INO80D|54891	446.9849	INO80D|54891	615.5266
INO80E|283899	588.8783	INO80E|283899	588.5917
INO80|54617	815.8882	INO80|54617	898.2249
INPP1|3628	127.1056	INPP1|3628	636.6864
INPP4A|3631	830.0110000000001	INPP4A|3631	667.4556
INPP4B|8821	65.6124	INPP4B|8821	575.1479
INPP5A|3632	223.6116	INPP5A|3632	764.497
INPP5B|3633	636.4104	INPP5B|3633	733.7278
INPP5D|3635	574.0346	INPP5D|3635	639.0533
INPP5E|56623	1494.3729	INPP5E|56623	278.1065
INPP5F|22876	516.9548	INPP5F|22876	429.5858
INPP5J|27124	10.5921	INPP5J|27124	914.7929
INPP5K|51763	805.0018	INPP5K|51763	1340.8284
INPPL1|3636	2264.0677	INPPL1|3636	1240.8284
INSIG1|3638	1051.2688	INSIG1|3638	1360.9467
INSIG2|51141	391.0261	INSIG2|51141	1079.8817
INSM1|3642	48.5473	lowly_expressed	lowly_expressed
INSR|3643	1837.7345	INSR|3643	1683.432
INTS10|55174	1119.5292	lowly_expressed	lowly_expressed
INTS12|57117	605.2225	INTS12|57117	536.0947
INTS1|26173	1705.0386	INTS1|26173	1544.3787
INTS2|57508	362.7804	INTS2|57508	270.4142
INTS3|65123	2151.3792	INTS3|65123	1925.4438
INTS4L1|285905	14.4171	INTS4L1|285905	7.1006
INTS4L2|644619	8.8268	INTS4L2|644619	9.4675
INTS4|92105	571.0923	INTS4|92105	456.716
INTS5|80789	930.9305	INTS5|80789	786.3905
INTS6|26512	270.3935	INTS6|26512	744.9704
INTS7|25896	846.1935	INTS7|25896	317.7515
INTS8|55656	1744.7179	INTS8|55656	552.3018
INTS9|55756	398.9702	INTS9|55756	411.8343
INTU|27152	66.495	INTU|27152	110.0592
INVS|27130	384.8474	INVS|27130	198.2249
IP6K1|9807	1548.8047	IP6K1|9807	1539.0533
IP6K2|51447	1736.5208	IP6K2|51447	1386.9822
IPCEF1|26034	79.441	lowly_expressed	lowly_expressed
IPMK|253430	50.9011	IPMK|253430	35.503
IPO11|51194	654.3582	IPO11|51194	827.8107
IPO13|9670	1333.1372	IPO13|9670	688.7574
IPO4|79711	1515.4013	IPO4|79711	866.5207
IPO5|3843	3848.7679	IPO5|3843	3281.6568
IPO7|10527	3305.6271	IPO7|10527	2986.3905
IPO8|10526	1400.8091	IPO8|10526	1365.6805
IPO9|55705	2513.2769	IPO9|55705	1600.0
IPPK|64768	418.4656	IPPK|64768	505.6805
IPP|3652	247.4439	IPP|3652	294.6746
IPW|3653	30.0552	IPW|3653	402.0237
IQCA1|79781	19.4189	IQCA1|79781	75.7396
IQCB1|9657	1233.9831	IQCB1|9657	458.5799
IQCC|55721	38.5436	IQCC|55721	86.3905
IQCD|115811	45.3108	IQCD|115811	20.1183
IQCE|23288	351.5999	IQCE|23288	680.4734
IQCG|84223	248.0324	IQCG|84223	259.7633
IQCH|64799	30.7348	IQCH|64799	69.8225
IQCK|124152	260.0956	IQCK|124152	479.2899
IQGAP1|8826	4681.1328	IQGAP1|8826	8336.0947
IQGAP2|10788	271.8647	IQGAP2|10788	2317.7515
IQGAP3|128239	3980.2869	IQGAP3|128239	21.8935
IQSEC1|9922	1550.2758	IQSEC1|9922	2070.4142
IQSEC2|23096	173.0048	IQSEC2|23096	384.0237
IQSEC3|440073	38.8378	IQSEC3|440073	104.7337
lowly_expressed	lowly_expressed	IQUB|154865	23.6686
IRAK1BP1|134728	32.2501	IRAK1BP1|134728	50.071000000000005
IRAK1|3654	15927.9147	IRAK1|3654	1619.5266
IRAK2|3656	101.2137	IRAK2|3656	184.0237
IRAK3|11213	80.3236	IRAK3|11213	711.8343
