gene_id	TCGA-E2-A15I-01A-21R-A137-07	gene_id	TCGA-E2-A15I-11A-32R-A137-07
MSRB2|22921	427.4285	MSRB2|22921	762.7412
MSRB3|253827	695.8961	MSRB3|253827	2573.5196
MST1P2|11209	80.187	MST1P2|11209	55.8882
MST1P9|11223	16.2493	MST1P9|11223	29.8071
MST1R|4486	449.6831	MST1R|4486	44.1783
MST1|4485	260.3428	MST1|4485	22.8876
MST4|51765	127.5221	MST4|51765	237.3919
MSTN|2660	11.3039	MSTN|2660	24.4844
MSTO1|55154	412.0517	MSTO1|55154	347.5289
MSTO2P|100129405	119.5387	MSTO2P|100129405	76.9395
MSX1|4487	38.8571	MSX1|4487	193.7458
MSX2|4488	103.5013	MSX2|4488	88.3566
MT1A|4489	9.5377	MT1A|4489	114.9701
MT1E|4493	163.5532	MT1E|4493	1251.3639
MT1F|4494	38.1506	MT1F|4494	45.2428
MT1G|4495	13.4234	MT1G|4495	16.5003
MT1L|4500	15.5429	MT1L|4500	80.9049
MT1M|4499	11.3039	MT1M|4499	289.022
MT1X|4501	213.0078	MT1X|4501	3514.5709
MT2A|4502	593.8078	MT2A|4502	2222.2222
MTA1|9112	1583.2519	MTA1|9112	934.664
MTA2|9219	1760.2285	MTA2|9219	1274.7838
MTA3|57504	1068.5714	MTA3|57504	985.7618
MTAP|4507	482.8883	MTAP|4507	850.0333
MTBP|27085	120.8104	MTBP|27085	53.7591
MTCH1|23787	2617.9116	MTCH1|23787	3635.3959
MTCH2|23788	1269.2155	MTCH2|23788	1108.1836
MTCP1NB|100272147	173.649	MTCP1NB|100272147	331.6673
MTCP1|4515	28.0549	MTCP1|4515	14.3074
MTDH|92140	3392.9349	MTDH|92140	4159.6806
MTERFD1|51001	177.6831	MTERFD1|51001	267.7312
MTERFD2|130916	797.6311	MTERFD2|130916	504.5908
MTERFD3|80298	822.3584	MTERFD3|80298	500.8649
MTERF|7978	345.1221	MTERF|7978	147.9707
MTF1|4520	941.4025	MTF1|4520	760.0798
MTF2|22823	782.4415	MTF2|22823	506.7199
MTFMT|123263	160.7273	MTFMT|123263	286.3606
MTFR1|9650	393.5169	MTFR1|9650	579.1084
MTG1|92170	385.3922	MTG1|92170	259.7472
MTHFD1L|25902	109.8597	MTHFD1L|25902	170.8583
MTHFD1|4522	1333.4181	MTHFD1|4522	5371.8536
MTHFD2L|441024	267.0545	MTHFD2L|441024	185.2295
MTHFD2|10797	1028.6545	MTHFD2|10797	539.1883
MTHFR|4524	1094.9094	MTHFR|4524	517.3653
MTHFSD|64779	240.9143	MTHFSD|64779	237.3919
MTHFS|10588	327.4597	MTHFS|10588	429.5409
MTIF2|4528	926.5662	MTIF2|4528	970.8583
MTIF3|219402	1285.8181	MTIF3|219402	1461.6101
MTL5|9633	272.0	MTL5|9633	26.0812
MTM1|4534	439.7922	MTM1|4534	356.0878
MTMR10|54893	740.6948	MTMR10|54893	2397.5782
MTMR11|10903	182.2753	MTMR11|10903	158.0838
MTMR12|54545	1496.3532	MTMR12|54545	1948.6361
MTMR14|64419	581.4441	MTMR14|64419	821.2908
MTMR15|22909	693.4869	MTMR15|22909	890.7784
MTMR1|8776	1037.4857	MTMR1|8776	541.8496
MTMR2|8898	595.9272	MTMR2|8898	1458.9488
MTMR3|8897	1293.9428	MTMR3|8897	1968.8623
MTMR4|9110	1380.8415	MTMR4|9110	1101.2641
MTMR6|9107	880.6441	MTMR6|9107	1115.1031
MTMR7|9108	41.782	MTMR7|9108	34.853
MTMR8|55613	6.0052	MTMR8|55613	5.855
MTMR9L|339483	96.7896	MTMR9L|339483	83.5662
MTMR9|66036	386.4343	MTMR9|66036	661.0406
MTO1|25821	561.6623	MTO1|25821	487.0259
MTOR|2475	1752.8103	MTOR|2475	1450.4325
MTP18|51537	137.36	MTP18|51537	47.7764
MTPAP|55149	455.2079	MTPAP|55149	484.3646
MTRF1L|54516	267.4078	MTRF1L|54516	431.1377
MTRF1|9617	157.1948	MTRF1|9617	106.4538
MTRR|4552	843.5532	MTRR|4552	878.7758
MTR|4548	1266.7428	MTR|4548	1794.2781
MTSS1L|92154	365.6104	MTSS1L|92154	576.9794
MTSS1|9788	1625.6415	MTSS1|9788	951.1643
lowly_expressed	lowly_expressed	MTTP|4547	8.5163
MTUS1|57509	3987.4491	MTUS1|57509	3730.1397
MTUS2|23281	318.6286	lowly_expressed	lowly_expressed
MTX1|4580	393.8701	MTX1|4580	409.2828
MTX2|10651	631.2519	MTX2|10651	505.1231
MTX3|345778	826.5974	MTX3|345778	783.4997
MUC13|56667	45.2156	lowly_expressed	lowly_expressed
MUC15|143662	209.1221	MUC15|143662	138.9222
MUC16|94025	20.8416	MUC16|94025	38.3234
MUC1|4582	20189.1106	MUC1|4582	111.2442
MUC20|200958	136.3532	MUC20|200958	63.34
MUC5B|727897	467.3454	MUC5B|727897	92.6148
MUC6|4588	4024.8933	lowly_expressed	lowly_expressed
MUC7|4589	7.7714	lowly_expressed	lowly_expressed
MUCL1|118430	83.7195	MUCL1|118430	2147.1723
MUDENG|55745	1345.1636	MUDENG|55745	784.0319
MUL1|79594	797.2779	MUL1|79594	678.6427
MUM1L1|139221	62.8779	MUM1L1|139221	68.1304
MUM1|84939	1243.4285	MUM1|84939	724.9501
MUS81|80198	490.6597	MUS81|80198	313.5063
MUSTN1|389125	43.845	MUSTN1|389125	131.9228
MUTED|63915	375.5013	MUTED|63915	391.7498
MUTYH|4595	98.5134	MUTYH|4595	66.7572
MUT|4594	1047.3766	MUT|4594	1957.6846
MVD|4597	165.3195	MVD|4597	127.7445
MVK|4598	178.3896	MVK|4598	208.1171
MVP|9961	3048.5193	MVP|9961	745.1763
MX1|4599	726.9818	MX1|4599	941.5835
MX2|4600	257.8701	MX2|4600	458.2834
MXD1|4084	514.6805	MXD1|4084	531.7365
MXD3|83463	54.7462	MXD3|83463	42.1876
MXD4|10608	3182.7531	MXD4|10608	1926.8129999999999
MXI1|4601	801.1636	MXI1|4601	3153.1603
MXRA5|25878	6258.8256	MXRA5|25878	1931.0712
MXRA7|439921	926.2129	MXRA7|439921	5466.9328
MXRA8|54587	1402.0363	MXRA8|54587	2818.8955
MYADM|91663	3206.7739	MYADM|91663	10402.6613
MYBBP1A|10514	489.9214	MYBBP1A|10514	411.9973
MYBL1|4603	46.2753	MYBL1|4603	44.1783
MYBL2|4605	37.7974	MYBL2|4605	14.9035
MYBPC1|4604	161.787	MYBPC1|4604	476.3806
MYB|4602	2171.4077	MYB|4602	59.6141
MYCBP2|23077	7685.9425	MYCBP2|23077	6667.1989
MYCBPAP|84073	52.2805	MYCBPAP|84073	14.9035
MYCBP|26292	1103.0341	MYCBP|26292	375.7818
MYCL1|4610	292.8415	MYCL1|4610	28.7425
lowly_expressed	lowly_expressed	MYCN|4613	6.9195
MYCT1|80177	189.3402	MYCT1|80177	1328.5429
MYC|4609	663.7506	MYC|4609	4810.1131
MYD88|4615	1071.0441	MYD88|4615	615.835
MYEF2|50804	1182.6206	MYEF2|50804	273.815
MYEOV2|150678	312.6234	MYEOV2|150678	473.18699999999995
lowly_expressed	lowly_expressed	MYEOV|26579	250.6986
MYH10|4628	1574.7739	MYH10|4628	4315.1031
MYH11|4629	1810.7852	MYH11|4629	5109.179
MYH14|79784	1102.1298	MYH14|79784	1221.5569
lowly_expressed	lowly_expressed	MYH15|22989	17.0326
lowly_expressed	lowly_expressed	MYH1|4619	195.3426
MYH3|4621	20.4883	MYH3|4621	27.1457
MYH7B|57644	11.3039	MYH7B|57644	23.9521
MYH9|4627	12581.589	MYH9|4627	13590.9514
MYL12A|10627	3800.2284	MYL12A|10627	5413.1737
MYL12B|103910	4784.0205	MYL12B|103910	4811.7099
lowly_expressed	lowly_expressed	MYL3|4634	9.5808
MYL5|4636	131.3301	MYL5|4636	230.3659
MYL6B|140465	377.6208	MYL6B|140465	262.4085
MYL6|4637	8303.4178	MYL6|4637	12537.5915
MYL7|58498	10.2442	lowly_expressed	lowly_expressed
MYL9|10398	1734.7947	MYL9|10398	9252.4285
MYLIP|29116	1066.0986	MYLIP|29116	1420.0931
MYLK2|85366	5.2987	lowly_expressed	lowly_expressed
MYLK3|91807	20.4883	MYLK3|91807	13.3067
MYLK4|340156	16.9558	MYLK4|340156	28.7425
MYLK|4638	3528.9313	MYLK|4638	5650.012
MYNN|55892	586.0363	MYNN|55892	570.0599
MYO10|4651	1762.7012	MYO10|4651	938.9222
MYO15A|51168	13.0701	MYO15A|51168	9.5808
MYO15B|80022	1260.7376	MYO15B|80022	583.8989
MYO16|23026	433.0805	MYO16|23026	266.6667
MYO18A|399687	1431.1862	MYO18A|399687	761.815
MYO18B|84700	5.6519	MYO18B|84700	6.3872
MYO19|80179	461.9973	MYO19|80179	205.5888
MYO1B|4430	1771.5324	MYO1B|4430	2051.8962
MYO1C|4641	3276.7167	MYO1C|4641	14741.7166
MYO1D|4642	2067.5531	MYO1D|4642	1004.3912
MYO1E|4643	686.3584	MYO1E|4643	683.4331
MYO1F|4542	326.4	MYO1F|4542	83.5662
MYO1G|64005	148.0104	MYO1G|64005	20.7585
lowly_expressed	lowly_expressed	MYO1H|283446	10.1131
MYO3B|140469	53.6935	MYO3B|140469	7.4518
MYO5A|4644	1085.174	MYO5A|4644	778.7092
MYO5B|4645	3063.3557	MYO5B|4645	244.8436
MYO5C|55930	1954.9451	MYO5C|55930	749.1151
MYO6|4646	8263.1476	MYO6|4646	1299.8004
MYO7A|4647	214.0675	MYO7A|4647	163.4065
lowly_expressed	lowly_expressed	MYO7B|4648	11.7099
MYO9A|4649	808.935	MYO9A|4649	990.5522
MYO9B|4650	1625.9947	MYO9B|4650	831.9361
MYOCD|93649	13.7766	MYOCD|93649	63.8723
lowly_expressed	lowly_expressed	MYOC|4653	651.497
MYOF|26509	8394.2022	MYOF|26509	2899.8004
MYOM1|8736	63.2312	MYOM1|8736	1755.9548
MYOM2|9172	20.1351	MYOM2|9172	89.4212
MYOM3|127294	19.0753	MYOM3|127294	6.3872
MYOZ1|58529	24.374000000000002	MYOZ1|58529	7.984
MYOZ2|51778	6.3584	lowly_expressed	lowly_expressed
MYOZ3|91977	15.8961	MYOZ3|91977	13.3067
MYPOP|339344	124.6961	MYPOP|339344	114.9701
MYRIP|25924	609.7039	MYRIP|25924	329.4744
MYSM1|114803	907.1376	MYSM1|114803	211.3107
MYST1|84148	1133.922	MYST1|84148	501.3972
MYST2|11143	1546.161	MYST2|11143	1225.2828
MYST3|7994	2789.9427	MYST3|7994	2607.5848
MYST4|23522	2611.5531	MYST4|23522	1489.8204
MZF1|7593	289.0371	MZF1|7593	137.1178
N4BP1|9683	1103.5428	N4BP1|9683	1660.1464
N4BP2L1|90634	301.3195	N4BP2L1|90634	833.5329
N4BP2L2|10443	2071.0856	N4BP2L2|10443	1908.1836
N4BP2|55728	445.0909	N4BP2|55728	297.006
N4BP3|23138	106.3273	N4BP3|23138	71.324
N6AMT1|29104	507.2623	N6AMT1|29104	465.7352
N6AMT2|221143	251.1584	N6AMT2|221143	153.8257
NAA10|8260	422.8363	NAA10|8260	436.9927
NAA15|80155	1160.0623	NAA15|80155	825.0166
NAA16|79612	358.5454	NAA16|79612	304.4578
NAA20|51126	941.4025	NAA20|51126	937.8576
NAA25|80018	796.9246	NAA25|80018	647.2389
NAA30|122830	1089.0597	NAA30|122830	839.3879
NAA35|60560	562.722	NAA35|60560	368.33
NAA38|51691	735.4597	NAA38|51691	336.9261
NAA40|79829	646.4415	NAA40|79829	183.1005
NAA50|80218	3379.8648	NAA50|80218	3688.0905
NAAA|27163	334.5247	NAAA|27163	364.0719
NAALAD2|10003	18.0156	NAALAD2|10003	1457.8842
NAALADL1|10004	34.2649	NAALADL1|10004	83.0339
NAALADL2|254827	1154.7636	NAALADL2|254827	245.9082
NAB1|4664	876.4051	NAB1|4664	1990.1529999999998
NAB2|4665	220.426	NAB2|4665	308.7159
NACA2|342538	24.374000000000002	NACA2|342538	50.0333
NACAD|23148	68.1766	NACAD|23148	195.8749
NACAP1|83955	94.6701	NACAP1|83955	143.1803
NACA|4666	11052.3838	NACA|4666	17895.9415
NACC1|112939	1408.0415	NACC1|112939	353.9587
NACC2|138151	48.3948	NACC2|138151	57.485
NADK|65220	1168.5402	NADK|65220	1400.9315
NADSYN1|55191	995.4493	NADSYN1|55191	425.815
NAE1|8883	445.0909	NAE1|8883	866.0013
NAF1|92345	191.813	NAF1|92345	233.666
NAGA|4668	705.7869999999999	NAGA|4668	554.0918
NAGK|55577	830.4831	NAGK|55577	540.7851
NAGLU|4669	535.5221	NAGLU|4669	1067.7312
NAGPA|51172	168.9297	NAGPA|51172	165.5356
NAGS|162417	51.2208	NAGS|162417	10.1131
NAIF1|203245	199.2312	NAIF1|203245	177.7778
NAIP|4671	99.2623	NAIP|4671	37.7911
NALCN|259232	40.6234	NALCN|259232	72.3886
NAMPT|10135	8286.8152	NAMPT|10135	2791.2176
NANOS1|340719	195.3454	NANOS1|340719	286.8929
NANP|140838	130.34799999999998	NANP|140838	184.6973
NANS|54187	852.3844	NANS|54187	366.2009
NAP1L1|4673	5118.8984	NAP1L1|4673	9954.491
NAP1L2|4674	38.8571	NAP1L2|4674	151.1643
NAP1L3|4675	76.6545	NAP1L3|4675	77.7112
NAP1L4|4676	2727.4179999999997	NAP1L4|4676	1695.8084
NAP1L5|266812	146.2441	NAP1L5|266812	166.6001
lowly_expressed	lowly_expressed	NAP1L6|645996	5.3227
NAPA|8775	3824.4717	NAPA|8775	2159.2655
NAPB|63908	370.2026	NAPB|63908	212.3752
NAPEPLD|222236	874.5047	NAPEPLD|222236	456.3619
NAPG|8774	778.9091	NAPG|8774	764.3380000000001
NAPRT1|93100	546.4727	NAPRT1|93100	487.0259
NAPSA|9476	10.2442	lowly_expressed	lowly_expressed
NAPSB|256236	256.1039	NAPSB|256236	28.2102
NARFL|64428	845.3194	NARFL|64428	185.2295
NARF|26502	483.2415	NARF|26502	640.8516
NARG2|79664	2038.5869	NARG2|79664	1874.6507
NARS2|79731	357.4857	NARS2|79731	393.3466
NARS|4677	3132.592	NARS|4677	2678.9088
NASP|4678	1870.4415	NASP|4678	1365.2695
NAT10|55226	1391.4389	NAT10|55226	838.3234
NAT14|57106	282.2441	NAT14|57106	22.8876
NAT15|79903	1928.3739	NAT15|79903	886.7598
NAT1|9	9464.893	NAT1|9	84.6307
NAT2|10	503.3766	lowly_expressed	lowly_expressed
NAT6|24142	170.1448	NAT6|24142	191.8297
lowly_expressed	lowly_expressed	NAT8L|339983	1629.2748
NAT9|26151	388.5714	NAT9|26151	166.6001
NAV1|89796	1036.7792	NAV1|89796	2562.342
NAV2|89797	661.4368	NAV2|89797	867.5981
NAV3|89795	89.0182	NAV3|89795	426.8796
NBAS|51594	1805.0908	NBAS|51594	2565.5356
NBEAL1|65065	366.6701	NBEAL1|65065	590.8184
NBEAL2|23218	1490.7012	NBEAL2|23218	541.3174
NBEA|26960	3348.7790000000005	NBEA|26960	631.2708
NBL1|4681	1355.3653	NBL1|4681	1687.8244
NBLA00301|79804	16.9558	NBLA00301|79804	102.1956
NBN|4683	2462.8362	NBN|4683	2645.3759
NBPF10|100132406	2449.2822	NBPF10|100132406	2602.8104
NBPF14|25832	758.7069	NBPF14|25832	453.3812
NBPF15|284565	185.3168	NBPF15|284565	225.485
NBPF16|728936	65.7039	NBPF16|728936	183.6327
NBPF1|55672	1273.8077	NBPF1|55672	783.4997
NBPF22P|285622	26.4935	lowly_expressed	lowly_expressed
NBPF3|84224	333.8182	NBPF3|84224	274.6507
NBPF4|148545	607.2311	lowly_expressed	lowly_expressed
NBPF6|653149	80.5403	lowly_expressed	lowly_expressed
NBPF9|400818	290.1533	NBPF9|400818	375.4677
NBR1|4077	5804.9036	NBR1|4077	5047.505
NBR2|10230	316.8623	NBR2|10230	192.6813
NCALD|83988	439.7922	NCALD|83988	1258.8157
NCAM1|4684	11.6571	NCAM1|4684	233.1231
NCAM2|4685	667.9896	NCAM2|4685	137.3253
NCAPD2|9918	1355.4077	NCAPD2|9918	1061.8762
NCAPD3|23310	895.4805	NCAPD3|23310	551.9627
NCAPG2|54892	631.6052	NCAPG2|54892	347.5715
NCAPG|64151	72.4721	NCAPG|64151	22.4937
NCAPH2|29781	348.6545	NCAPH2|29781	511.5103
NCAPH|23397	60.7584	NCAPH|23397	9.5808
NCBP1|4686	1250.9421	NCBP1|4686	929.3413
NCBP2|22916	1685.3402	NCBP2|22916	1390.8184
NCCRP1|342897	18.3688	NCCRP1|342897	43.1138
NCDN|23154	1229.6519	NCDN|23154	277.8443
NCEH1|57552	1428.8829999999998	NCEH1|57552	261.344
NCF1B|654816	10.5974	NCF1B|654816	11.1776
NCF1C|654817	24.0208	NCF1C|654817	11.1776
NCF1|653361	72.0623	NCF1|653361	16.5003
NCF2|4688	199.2312	NCF2|4688	144.2448
NCF4|4689	90.7844	lowly_expressed	lowly_expressed
NCK1|4690	578.6182	NCK1|4690	936.2608
NCK2|8440	432.0208	NCK2|8440	757.4185
NCKAP1L|3071	553.8909	NCKAP1L|3071	182.5682
NCKAP1|10787	3378.4518	NCKAP1|10787	5501.5303
NCKAP5L|57701	464.8727	NCKAP5L|57701	336.9261
NCKAP5|344148	477.9428	NCKAP5|344148	99.5343
NCKIPSD|51517	458.161	NCKIPSD|51517	893.6793
NCLN|56926	722.3896	NCLN|56926	544.511
NCL|4691	10412.654	NCL|4691	7912.7079
NCOA1|8648	3417.3089	NCOA1|8648	2657.6181
NCOA2|10499	1886.3376	NCOA2|10499	1090.0865
NCOA3|8202	1686.7532	NCOA3|8202	1532.4019
NCOA4|8031	6909.1529	NCOA4|8031	8667.4651
NCOA5|57727	1362.4727	NCOA5|57727	699.9335
NCOA6|23054	1891.6363	NCOA6|23054	1490.3526
NCOA7|135112	1171.7194	NCOA7|135112	2403.7259
NCOR1|9611	2617.5583	NCOR1|9611	2799.2016
NCOR2|9612	3457.579	NCOR2|9612	1990.1529999999998
NCR3|259197	12.7169	lowly_expressed	lowly_expressed
NCRNA00052|145978	1520.0207	lowly_expressed	lowly_expressed
NCRNA00081|92482	197.9241	NCRNA00081|92482	300.503
NCRNA00085|147650	21.1948	NCRNA00085|147650	26.0812
NCRNA00086|399668	27.2	NCRNA00086|399668	140.519
NCRNA00087|644596	14.1299	NCRNA00087|644596	87.8244
lowly_expressed	lowly_expressed	NCRNA00092|100188953	17.5649
NCRNA00093|100188954	59.5503	lowly_expressed	lowly_expressed
NCRNA00094|266655	754.8318	NCRNA00094|266655	626.6401
NCRNA00095|283932	157.1948	NCRNA00095|283932	45.7751
NCRNA00105|80161	87.6052	NCRNA00105|80161	13.839
NCRNA00107|283981	33.5584	NCRNA00107|283981	8.5163
NCRNA00110|642976	19.7818	lowly_expressed	lowly_expressed
NCRNA00115|79854	14.8364	NCRNA00115|79854	5.855
NCRNA00116|205251	81.2467	NCRNA00116|205251	141.5835
NCRNA00120|55389	39.5636	NCRNA00120|55389	64.4045
NCRNA00152|112597	108.0935	NCRNA00152|112597	86.2275
NCRNA00171|80862	50.38	NCRNA00171|80862	40.7718
NCRNA00173|100287569	54.4	NCRNA00173|100287569	11.7099
NCRNA00174|285908	417.8909	NCRNA00174|285908	108.0506
NCRNA00176|284739	16.9558	NCRNA00176|284739	7.4518
NCRNA00181|503538	186.705	NCRNA00181|503538	34.4059
NCRNA00182|100302692	75.94800000000001	NCRNA00182|100302692	86.2275
NCRNA00183|554203	345.4753	NCRNA00183|554203	408.2502
NCRNA00188|125144	3830.2543	NCRNA00188|125144	17326.9461
NCRNA00201|284702	1070.3941	NCRNA00201|284702	763.2202
NCRNA00202|387644	20.8416	lowly_expressed	lowly_expressed
NCRNA00204B|286967	5.6519	NCRNA00204B|286967	6.3872
NCRNA00219|114915	338.0571	NCRNA00219|114915	731.8696
NCS1|23413	207.0026	NCS1|23413	104.85700000000001
NCSTN|23385	3220.8507	NCSTN|23385	3082.9009
NDC80|10403	29.3195	NDC80|10403	9.5808
NDE1|54820	839.2719	NDE1|54820	272.0585
NDEL1|81565	457.4545	NDEL1|81565	1154.491
NDFIP1|80762	3037.2154	NDFIP1|80762	4960.2129
NDFIP2|54602	1522.1402	NDFIP2|54602	1041.65
NDNL2|56160	307.3247	NDNL2|56160	409.847
NDN|4692	185.4545	NDN|4692	2251.4970000000003
NDOR1|27158	657.0389	NDOR1|27158	177.2455
NDP|4693	23.6675	NDP|4693	20.7585
NDRG1|10397	5169.0595	NDRG1|10397	9684.6307
NDRG2|57447	1350.8155	NDRG2|57447	5399.8669
NDRG3|57446	1004.2805	NDRG3|57446	869.7272
NDRG4|65009	39.5636	NDRG4|65009	640.3194
NDST1|3340	7144.4152	NDST1|3340	3246.3074
NDST2|8509	800.4571	NDST2|8509	610.5123
NDST3|9348	7.0649	lowly_expressed	lowly_expressed
NDST4|64579	20.8416	lowly_expressed	lowly_expressed
NDUFA10|4705	1825.9324	NDUFA10|4705	2390.9514
NDUFA11|126328	617.8285	NDUFA11|126328	918.1637
NDUFA12|55967	446.8571	NDUFA12|55967	778.7092
NDUFA13|51079	1172.0338	NDUFA13|51079	1065.0379
NDUFA1|4694	841.7869999999999	NDUFA1|4694	1371.1244
NDUFA2|4695	507.2623	NDUFA2|4695	826.6134
NDUFA3|4696	355.01300000000003	NDUFA3|4696	548.2369
NDUFA4L2|56901	58.2857	NDUFA4L2|56901	374.185
NDUFA4|4697	2641.2258	NDUFA4|4697	4236.8596
NDUFA5|4698	2458.9505	NDUFA5|4698	1613.839
NDUFA6|4700	430.6078	NDUFA6|4700	1095.9415
NDUFA7|4701	319.335	NDUFA7|4701	410.3792
NDUFA8|4702	513.974	NDUFA8|4702	765.4025
NDUFA9|4704	953.7662	NDUFA9|4704	1350.3659
NDUFAB1|4706	852.0311	NDUFAB1|4706	937.3253
NDUFAF1|51103	332.0519	NDUFAF1|51103	342.2488
NDUFAF2|91942	79.8338	NDUFAF2|91942	324.1517
NDUFAF3|25915	492.7792	NDUFAF3|25915	1005.4558
NDUFAF4|29078	114.4519	NDUFAF4|29078	300.1996
NDUFB10|4716	1356.4675	NDUFB10|4716	1104.99
NDUFB11|54539	793.3922	NDUFB11|54539	1199.7339
NDUFB1|4707	549.2987	NDUFB1|4707	661.0778
NDUFB2|4708	834.3688	NDUFB2|4708	720.1597
NDUFB3|4709	471.5844	NDUFB3|4709	494.4777
NDUFB4|4710	1648.9558	NDUFB4|4710	1887.9574
NDUFB5|4711	1126.5038	NDUFB5|4711	3220.2262
NDUFB6|4712	455.335	NDUFB6|4712	591.3506
NDUFB7|4713	363.1376	NDUFB7|4713	662.6747
NDUFB8|4714	688.1034	NDUFB8|4714	1508.7212
NDUFB9|4715	1331.7402	NDUFB9|4715	2426.0812
NDUFC1|4717	498.4311	NDUFC1|4717	618.4963
NDUFC2|4718	1688.1661	NDUFC2|4718	1891.6833
NDUFS1|4719	1174.8986	NDUFS1|4719	2633.6659999999997
NDUFS2|4720	1459.2623	NDUFS2|4720	1842.1823
NDUFS3|4722	791.7248	NDUFS3|4722	1190.499
NDUFS4|4724	406.587	NDUFS4|4724	1427.0126
NDUFS5|4725	1145.9324	NDUFS5|4725	2246.1743
NDUFS6|4726	346.1818	NDUFS6|4726	378.4431
NDUFS7|374291	327.5233	NDUFS7|374291	627.8749
NDUFS8|4728	603.6987	NDUFS8|4728	788.8224
NDUFV1|4723	1250.8467	NDUFV1|4723	1390.8184
NDUFV2|4729	1658.8467	NDUFV2|4729	1814.5043
NDUFV3|4731	499.1376	NDUFV3|4731	1020.8916
NEAT1|283131	22650.8871	NEAT1|283131	7454.4245
NEBL|10529	3508.0933	NEBL|10529	660.0133
NEB|4703	35.6779	NEB|4703	14.3713
NECAB1|64168	45.9221	NECAB1|64168	319.3613
NECAB3|63941	731.574	NECAB3|63941	322.5549
NECAP1|25977	870.7532	NECAP1|25977	817.0326
NECAP2|55707	1162.1818	NECAP2|55707	1068.2635
NEDD1|121441	635.8441	NEDD1|121441	682.9009
NEDD4L|23327	2946.4309999999996	NEDD4L|23327	1794.2781
NEDD4|4734	485.7143	NEDD4|4734	773.9188
NEDD8|4738	1572.3012	NEDD8|4738	1288.6228
NEDD9|4739	2275.9687	NEDD9|4739	2575.1164
NEFH|4744	152.6026	NEFH|4744	13.3067
NEFL|4747	6.3584	lowly_expressed	lowly_expressed
NEFM|4741	9.5377	lowly_expressed	lowly_expressed
NEGR1|257194	287.8961	NEGR1|257194	1366.3339999999998
NEIL1|79661	160.374	NEIL1|79661	95.2761
NEIL2|252969	369.1428	NEIL2|252969	307.6514
NEIL3|55247	5.2987	lowly_expressed	lowly_expressed
NEK10|152110	1759.5220000000002	NEK10|152110	22.3553
NEK11|79858	645.735	NEK11|79858	227.2788
NEK1|4750	762.6597	NEK1|4750	765.4025
NEK2|4751	199.5844	lowly_expressed	lowly_expressed
NEK3|4752	167.7922	NEK3|4752	304.99
NEK4|6787	962.9506	NEK4|6787	570.0599
NEK5|341676	74.5351	lowly_expressed	lowly_expressed
NEK6|10783	704.0207	NEK6|10783	451.3639
NEK7|140609	1359.9999	NEK7|140609	5233.2668
NEK8|284086	134.58700000000002	NEK8|284086	33.0007
NEK9|91754	4369.3089	NEK9|91754	3057.3520000000003
NELF|26012	628.4259	NELF|26012	300.7319
NELL2|4753	13294.7941	NELL2|4753	73.4531
NENF|29937	524.9246	NENF|29937	950.6321
NEO1|4756	1870.0882	NEO1|4756	1431.8031
NES|10763	799.7506	NES|10763	1210.9115
NET1|10276	5943.0231	NET1|10276	5093.8124
NETO2|81831	146.2441	NETO2|81831	45.2428
NEU1|4758	1727.3765	NEU1|4758	1008.1171
NEU3|10825	195.3454	NEU3|10825	88.8889
NEURL1B|54492	419.3039	NEURL1B|54492	1507.9175
NEURL2|140825	7.0967	NEURL2|140825	20.9235
NEURL3|93082	16.9558	NEURL3|93082	15.4358
NEURL4|84461	382.4355	NEURL4|84461	308.5882
NEURL|9148	8.1247	NEURL|9148	5.3227
lowly_expressed	lowly_expressed	NEUROG2|63973	7.4518
NEXN|91624	226.7844	NEXN|91624	441.7831
NF1|4763	3147.7817	NF1|4763	2600.1331
NF2|4771	605.8182	NF2|4771	728.676
NFAM1|150372	333.4649	NFAM1|150372	38.3234
NFASC|23114	207.0273	NFASC|23114	431.4251
NFAT5|10725	2584.7064	NFAT5|10725	3276.6467
NFATC1|4772	353.9532	NFATC1|4772	591.3506
NFATC2IP|84901	1378.0155	NFATC2IP|84901	944.7771
NFATC2|4773	84.426	NFATC2|4773	68.6627
NFATC3|4775	620.6545	NFATC3|4775	1456.8197
NFATC4|4776	706.8467	NFATC4|4776	483.8323
NFE2L1|4779	5641.3504	NFE2L1|4779	9382.8343
NFE2L2|4780	2283.4187	NFE2L2|4780	3676.0293
NFE2L3|9603	617.8285	NFE2L3|9603	192.149
NFIA|4774	3059.1167	NFIA|4774	3996.2741
NFIB|4781	950.2337	NFIB|4781	6660.8117
NFIC|4782	1292.5298	NFIC|4782	1182.7013
NFIL3|4783	222.5454	NFIL3|4783	1504.7239
NFIX|4784	3343.1271	NFIX|4784	5069.8603
NFKB1|4790	1874.6804	NFKB1|4790	1374.8503
NFKB2|4791	900.0727	NFKB2|4791	414.1051
NFKBIA|4792	3345.2466	NFKBIA|4792	6928.5429
NFKBIB|4793	224.3117	NFKBIB|4793	121.3573
NFKBID|84807	42.0364	NFKBID|84807	24.4844
NFKBIE|4794	334.8779	lowly_expressed	lowly_expressed
NFKBIL1|4795	371.2623	NFKBIL1|4795	270.3925
NFKBIL2|4796	116.2182	NFKBIL2|4796	26.6134
NFKBIZ|64332	847.4389	NFKBIZ|64332	1128.9421
NFRKB|4798	1027.2415	NFRKB|4798	872.9208
NFS1|9054	513.974	NFS1|9054	502.4617
