gene_id	TCGA-AC-A23H-01A-11R-A157-07	gene_id	TCGA-AC-A23H-11A-12R-A157-07
LOC729603|729603	13.3899	LOC729603|729603	18.9641
LOC729678|729678	378.35900000000004	LOC729678|729678	541.9376
lowly_expressed	lowly_expressed	LOC729799|729799	26.836
LOC729991-MEF2B|4207	11.2237	LOC729991-MEF2B|4207	32.9296
LOC729991|729991	248.5279	LOC729991|729991	114.2893
LOC730101|730101	95.8119	LOC730101|730101	93.0316
LOC730668|730668	6.5462	lowly_expressed	lowly_expressed
LOC80054|80054	7.7364	LOC80054|80054	61.544
LOC80154|80154	175.8536	LOC80154|80154	102.3347
LOC81691|81691	122.8892	LOC81691|81691	99.4722
lowly_expressed	lowly_expressed	LOC84740|84740	9.3175
LOC84856|84856	12.1997	LOC84856|84856	123.0879
LOC90110|90110	79.149	LOC90110|90110	343.5012
LOC90246|90246	24.1018	LOC90246|90246	27.9095
LOC90784|90784	299.0404	LOC90784|90784	268.3603
LOC90834|90834	18.4483	LOC90834|90834	22.9001
LOC91316|91316	88.2749	LOC91316|91316	339.3255
LOC92249|92249	717.1018	LOC92249|92249	1027.2833
LOC92659|92659	109.7969	LOC92659|92659	39.7173
LOC92973|92973	78.8514	LOC92973|92973	118.7942
lowly_expressed	lowly_expressed	LOC93432|93432	22.9001
LOC93622|93622	552.8528	LOC93622|93622	362.4653
LOC96610|96610	2544.5897	LOC96610|96610	14288.3227
LOH12CR1|118426	69.3298	LOH12CR1|118426	93.3894
LOH12CR2|503693	23.2091	LOH12CR2|503693	46.8736
LOH3CR2A|29931	16.9605	LOH3CR2A|29931	76.2143
LONP1|9361	1365.7666	lowly_expressed	lowly_expressed
LONP2|83752	3101.0935	lowly_expressed	lowly_expressed
LONRF1|91694	219.8914	LONRF1|91694	817.6044
LONRF2|164832	337.1271	LONRF2|164832	385.0076
LONRF3|79836	18.4483	LONRF3|79836	54.7455
lowly_expressed	lowly_expressed	LOXHD1|125336	9.3032
LOXL1|4016	1353.5669	LOXL1|4016	629.0366
LOXL2|4017	1567.4805	LOXL2|4017	715.9066
LOXL3|84695	86.1177	LOXL3|84695	100.6423
LOXL4|84171	13.6874	LOXL4|84171	597.9068
LOX|4015	1522.5768	LOX|4015	2203.4171
LPAL2|80350	5.9511	lowly_expressed	lowly_expressed
LPAR1|1902	1093.8035	LPAR1|1902	1445.5676
LPAR2|9170	368.6677	LPAR2|9170	168.8881
lowly_expressed	lowly_expressed	LPAR3|23566	22.1845
LPAR4|2846	6.8437	LPAR4|2846	12.8813
LPAR5|57121	102.0606	LPAR5|57121	119.8676
LPAR6|10161	389.1988	LPAR6|10161	1393.3268
LPCAT1|79888	1732.9465	LPCAT1|79888	831.2014
LPCAT2|54947	188.6484	LPCAT2|54947	1394.4002
LPCAT3|10162	806.0701	LPCAT3|10162	1313.8921
LPCAT4|254531	315.7033	LPCAT4|254531	399.3202
LPGAT1|9926	2955.5903	LPGAT1|9926	2300.7425
LPHN1|22859	714.9862	LPHN1|22859	629.9741
LPHN2|23266	317.7862	LPHN2|23266	2077.1089
LPHN3|23284	13.0923	LPHN3|23284	288.7557
LPIN1|23175	450.4947	LPIN1|23175	1848.8237
LPIN2|9663	661.1619	lowly_expressed	lowly_expressed
LPIN3|64900	202.1245	LPIN3|64900	228.2709
LPL|4023	118.1284	LPL|4023	8885.2312
LPO|4025	11.0094	LPO|4025	5.725
lowly_expressed	lowly_expressed	LPPR1|54886	41.8642
LPPR2|64748	1532.0985	LPPR2|64748	524.1972
LPPR4|9890	19.0434	LPPR4|9890	79.0768
LPPR5|163404	23.8042	lowly_expressed	lowly_expressed
LPP|4026	699.8438	LPP|4026	926.3798
LPXN|9404	215.1306	LPXN|9404	303.4261
LQK1|642946	8.9266	lowly_expressed	lowly_expressed
LRAT|9227	58.9154	LRAT|9227	80.8659
LRBA|987	4081.5294	lowly_expressed	lowly_expressed
LRCH1|23143	472.5136	lowly_expressed	lowly_expressed
LRCH2|57631	16.3654	LRCH2|57631	163.5209
LRCH3|84859	317.1911	lowly_expressed	lowly_expressed
LRCH4|4034	816.7819999999999	LRCH4|4034	342.7856
LRDD|55367	372.8334	LRDD|55367	56.1768
LRFN1|57622	21.7213	LRFN1|57622	48.3049
LRFN2|57497	17.2581	lowly_expressed	lowly_expressed
LRFN3|79414	242.2078	LRFN3|79414	176.0444
LRFN4|78999	268.0949	LRFN4|78999	112.3535
lowly_expressed	lowly_expressed	LRFN5|145581	119.5098
LRG1|116844	79.149	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LRGUK|136332	12.1657
LRIG1|26018	3079.8066	LRIG1|26018	4155.4522
LRIG2|9860	204.1211	lowly_expressed	lowly_expressed
LRIG3|121227	258.2757	LRIG3|121227	1097.4148
lowly_expressed	lowly_expressed	LRIT3|345193	17.1751
LRMP|4033	16.9605	LRMP|4033	181.7694
LRP10|26020	6165.8856	LRP10|26020	4973.6112
LRP11|84918	2035.5456	LRP11|84918	1271.3123
LRP12|29967	305.8841	LRP12|29967	393.5951
LRP1|4035	7459.0493	LRP1|4035	18542.9824
LRP2BP|55805	40.1696	lowly_expressed	lowly_expressed
LRP2|4036	448.7094	lowly_expressed	lowly_expressed
LRP3|4037	853.6785	LRP3|4037	684.1578
LRP4|4038	34.8107	lowly_expressed	lowly_expressed
LRP5L|91355	81.827	LRP5L|91355	39.0017
LRP5|4041	2342.3343	LRP5|4041	1586.1884
LRP6|4040	371.9408	LRP6|4040	2644.2437
LRP8|7804	784.3487	lowly_expressed	lowly_expressed
LRPAP1|4043	1967.1204	LRPAP1|4043	1009.0348
LRPPRC|10128	3383.4709999999995	lowly_expressed	lowly_expressed
LRRC10B|390205	230.6033	LRRC10B|390205	13.9547
LRRC14B|389257	11.0094	lowly_expressed	lowly_expressed
LRRC14|9684	631.1657	LRRC14|9684	384.4387
LRRC15|131578	5215.5025	LRRC15|131578	1092.0476
LRRC16A|55604	1162.8357	lowly_expressed	lowly_expressed
LRRC16B|90668	13.0923	lowly_expressed	lowly_expressed
LRRC17|10234	327.0103	LRRC17|10234	659.0929
lowly_expressed	lowly_expressed	LRRC18|474354	7.1563
LRRC1|55227	1808.2273	LRRC1|55227	608.999
LRRC20|55222	101.1679	LRRC20|55222	142.7677
LRRC23|10233	126.4599	LRRC23|10233	116.2895
LRRC24|441381	16.3089	lowly_expressed	lowly_expressed
LRRC25|126364	50.8815	LRRC25|126364	88.38
LRRC26|389816	177.9365	LRRC26|389816	16.4594
LRRC27|80313	79.4049	LRRC27|80313	163.1631
LRRC28|123355	135.9816	LRRC28|123355	231.8633
LRRC29|26231	25.291999999999998	LRRC29|26231	41.1486
lowly_expressed	lowly_expressed	LRRC2|79442	206.1007
LRRC31|79782	30.9455	lowly_expressed	lowly_expressed
LRRC32|2615	1058.0972	LRRC32|2615	1735.3967
LRRC33|375387	46.4182	LRRC33|375387	184.6319
LRRC34|151827	14.5801	LRRC34|151827	83.0128
LRRC36|55282	5.0584	lowly_expressed	lowly_expressed
LRRC37A2|474170	533.6993	LRRC37A2|474170	117.3987
LRRC37A3|374819	108.9043	LRRC37A3|374819	138.1161
LRRC37A4|55073	178.5316	LRRC37A4|55073	423.5907
LRRC37A|9884	1017.9275	LRRC37A|9884	463.3688
LRRC37B2|147172	538.5703	LRRC37B2|147172	476.2501
LRRC37B|114659	41.3598	lowly_expressed	lowly_expressed
LRRC39|127495	6.3944	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LRRC3B|116135	41.8642
LRRC3|81543	35.7063	LRRC3|81543	73.3518
LRRC40|55631	380.5698	LRRC40|55631	355.6669
LRRC41|10489	2402.4399	lowly_expressed	lowly_expressed
LRRC42|115353	592.1297	lowly_expressed	lowly_expressed
LRRC45|201255	249.9442	LRRC45|201255	62.9752
LRRC46|90506	213.9403	LRRC46|90506	15.386
LRRC47|57470	1039.0538	LRRC47|57470	1100.2773
LRRC48|83450	28.2675	LRRC48|83450	89.0956
LRRC49|54839	28.8626	LRRC49|54839	273.0119
lowly_expressed	lowly_expressed	LRRC4B|94030	17.8907
LRRC4C|57689	11.307	LRRC4C|57689	172.824
LRRC4|64101	551.365	LRRC4|64101	104.4816
lowly_expressed	lowly_expressed	LRRC50|123872	5.0094
LRRC55|219527	11.6046	LRRC55|219527	8.5875
LRRC56|115399	86.8854	LRRC56|115399	17.8907
LRRC57|255252	294.8747	LRRC57|255252	327.0418
LRRC58|116064	2762.4786	LRRC58|116064	1715.3592
LRRC59|55379	8886.9806	LRRC59|55379	2009.5143
LRRC61|65999	174.9609	LRRC61|65999	127.0239
LRRC6|23639	87.4805	LRRC6|23639	59.7549
LRRC70|100130733	11.6046	lowly_expressed	lowly_expressed
LRRC8A|56262	1119.6905	LRRC8A|56262	1339.2969
LRRC8B|23507	1081.9014	LRRC8B|23507	632.9725
LRRC8C|84230	252.9197	LRRC8C|84230	1047.6787
LRRC8D|55144	480.5475	LRRC8D|55144	1012.9707
LRRC8E|80131	490.6643	LRRC8E|80131	181.7694
LRRCC1|85444	357.9558	lowly_expressed	lowly_expressed
LRRFIP1|9208	11032.3588	LRRFIP1|9208	2734.4127
LRRFIP2|9209	1027.7468	LRRFIP2|9209	902.7641
lowly_expressed	lowly_expressed	LRRIQ1|84125	35.7814
LRRIQ3|127255	22.614	LRRIQ3|127255	10.0188
LRRK1|79705	113.9627	LRRK1|79705	584.6677
LRRK2|120892	138.6595	lowly_expressed	lowly_expressed
LRRN1|57633	320.7617	LRRN1|57633	1173.2713
LRRN2|10446	84.5049	LRRN2|10446	183.2006
LRRN3|54674	12.4972	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LRRN4CL|221091	734.2338
lowly_expressed	lowly_expressed	LRRTM1|347730	5.0094
lowly_expressed	lowly_expressed	LRRTM4|80059	20.3954
LRSAM1|90678	402.2912	LRSAM1|90678	307.362
LRTM2|654429	16.6629	lowly_expressed	lowly_expressed
LRTOMT|220074	425.2473	LRTOMT|220074	298.0123
LRWD1|222229	296.9575	lowly_expressed	lowly_expressed
LSAMP|4045	8.629	LSAMP|4045	95.5363
LSG1|55341	1794.5399	lowly_expressed	lowly_expressed
LSM10|84967	361.2289	LSM10|84967	270.865
LSM11|134353	135.9816	LSM11|134353	317.3808
LSM12|124801	980.4359	LSM12|124801	941.408
LSM14A|26065	2779.7367	lowly_expressed	lowly_expressed
LSM14B|149986	1702.8937	LSM14B|149986	609.3568
LSM1|27257	259.7634	LSM1|27257	378.9248
LSM2|57819	474.5964	LSM2|57819	726.3619
LSM3|27258	1383.0246	LSM3|27258	809.7325
LSM4|25804	1393.1414	LSM4|25804	602.5584
LSM5|23658	438.5926	LSM5|23658	668.0383
LSM6|11157	125.8648	LSM6|11157	249.0384
LSM7|51690	310.9425	LSM7|51690	184.6319
LSMD1|84316	385.0331	LSMD1|84316	250.4696
LSP1|4046	351.7072	LSP1|4046	1389.7486
LSR|51599	2266.7559	LSR|51599	656.9461
LSS|4047	890.8726	LSS|4047	946.7752
lowly_expressed	lowly_expressed	LST-3TM12|338821	12.5235
LST1|7940	33.921	LST1|7940	84.0862
LTA4H|4048	1043.2195	LTA4H|4048	3156.2752
LTB4R2|56413	21.7362	LTB4R2|56413	30.6253
LTB4R|1241	52.6668	LTB4R|1241	142.8536
LTBP1|4052	1687.421	lowly_expressed	lowly_expressed
LTBP2|4053	3023.7298	lowly_expressed	lowly_expressed
LTBP3|4054	1711.124	lowly_expressed	lowly_expressed
LTBP4|8425	332.6638	LTBP4|8425	4854.1014
LTBR|4055	979.8408	lowly_expressed	lowly_expressed
LTB|4050	5.3559	LTB|4050	5.0094
LTC4S|4056	7.9982	LTC4S|4056	38.8765
LTF|4057	155984.5273	LTF|4057	44359.6028
LTV1|84946	471.3234	LTV1|84946	566.0614
LUC7L2|51631	3336.7076	LUC7L2|51631	2331.5144
LUC7L3|51747	4486.7961	LUC7L3|51747	2565.5246
LUC7L|55692	479.0597	LUC7L|55692	414.7061
LUM|4060	14320.613000000001	LUM|4060	21547.1867
LUZP1|7798	901.882	lowly_expressed	lowly_expressed
LUZP2|338645	220.4865	LUZP2|338645	197.1554
LUZP6|767558	4930.4471	LUZP6|767558	5263.4404
LXN|56925	319.8691	LXN|56925	411.12800000000004
LY6D|8581	104.1434	LY6D|8581	61.1862
LY6E|4061	4144.9081	LY6E|4061	3846.1401
LY6G5B|58496	13.8183	LY6G5B|58496	53.3142
LY6G5C|80741	47.0133	LY6G5C|80741	32.9189
lowly_expressed	lowly_expressed	LY6G6C|80740	21.4688
LY6H|4062	10.1168	lowly_expressed	lowly_expressed
LY6K|54742	6.2486	LY6K|54742	35.7814
LY75|4065	133.3036	LY75|4065	2266.1562
LY86|9450	70.2224	LY86|9450	135.2536
LY96|23643	47.906000000000006	LY96|23643	260.4884
lowly_expressed	lowly_expressed	LY9|4063	25.7626
LYAR|55646	185.0777	lowly_expressed	lowly_expressed
LYL1|4066	19.3409	LYL1|4066	55.1033
LYNX1|66004	31.5406	LYNX1|66004	713.4806
LYN|4067	265.1194	lowly_expressed	lowly_expressed
LYPD1|116372	74.5042	LYPD1|116372	22.6174
LYPD3|27076	1693.0745	LYPD3|27076	344.9325
LYPD5|284348	25.8871	LYPD5|284348	69.7737
LYPD6B|130576	413.5982	LYPD6B|130576	152.4287
LYPD6|130574	177.0438	LYPD6|130574	285.1776
LYPLA1|10434	2120.6576	LYPLA1|10434	992.5754
LYPLA2P1|653639	67.2469	LYPLA2P1|653639	33.6345
LYPLA2|11313	1113.4419	LYPLA2|11313	576.438
LYPLAL1|127018	505.5419	LYPLAL1|127018	393.9529
LYRM1|57149	611.1731	LYRM1|57149	869.4874
LYRM2|57226	1198.7592	LYRM2|57226	915.4021
LYRM4|57128	194.0043	LYRM4|57128	492.3517
LYRM5|144363	168.7123	LYRM5|144363	405.0452
LYRM7|90624	315.4058	LYRM7|90624	554.2535
LYSMD1|388695	113.3676	LYSMD1|388695	192.8616
LYSMD2|256586	112.7724	LYSMD2|256586	254.7634
LYSMD3|116068	551.6626	LYSMD3|116068	757.1339
LYSMD4|145748	92.0182	LYSMD4|145748	237.0838
LYST|1130	712.341	lowly_expressed	lowly_expressed
LYVE1|10894	14.2825	LYVE1|10894	3894.8028
LYZ|4069	988.4698	LYZ|4069	1709.2763
LZIC|84328	453.7678	LZIC|84328	490.2048
LZTFL1|54585	456.7433	LZTFL1|54585	934.2517
LZTR1|8216	931.3397	lowly_expressed	lowly_expressed
LZTS1|11178	236.8519	LZTS1|11178	500.9393
LZTS2|84445	573.0864	LZTS2|84445	981.4831
M6PR|4074	2344.2862	M6PR|4074	3416.4666
MAB21L1|4081	6.5462	MAB21L1|4081	192.146
MACC1|346389	864.9855	MACC1|346389	787.5481
MACF1|23499	5274.4179	MACF1|23499	7162.358
MACROD1|28992	153.5372	lowly_expressed	lowly_expressed
MACROD2|140733	31.243000000000002	lowly_expressed	lowly_expressed
MAD1L1|8379	167.2246	MAD1L1|8379	144.1989
MAD2L1BP|9587	526.3706	MAD2L1BP|9587	401.8249
MAD2L1|4085	625.1581	lowly_expressed	lowly_expressed
MAD2L2|10459	520.7171	lowly_expressed	lowly_expressed
MADD|8567	2394.406	lowly_expressed	lowly_expressed
MAEA|10296	1087.8524	MAEA|10296	834.7795
MAF1|84232	1864.7623	MAF1|84232	1670.6324
MAFB|9935	1173.8451	MAFB|9935	1645.9433
MAFF|23764	200.84799999999998	MAFF|23764	214.6883
MAFG|4097	460.909	MAFG|4097	531.7112
MAFK|7975	217.6449	MAFK|7975	286.3047
MAF|4094	485.0108	MAF|4094	2141.1575
MAGEB4|4115	5.6535	MAGEB4|4115	13.2391
MAGED1|9500	1507.1041	lowly_expressed	lowly_expressed
MAGED2|10916	16112.4749	lowly_expressed	lowly_expressed
MAGED4B|81557	132.9495	MAGED4B|81557	293.2928
MAGED4|728239	70.279	MAGED4|728239	89.9258
MAGEE1|57692	30.6479	MAGEE1|57692	192.8616
MAGEF1|64110	1103.3252	lowly_expressed	lowly_expressed
MAGEH1|28986	150.8592	MAGEH1|28986	630.8257
MAGEL2|54551	23.5067	MAGEL2|54551	5.3672
MAGI1|9223	377.8918	lowly_expressed	lowly_expressed
MAGI2|9863	52.3693	lowly_expressed	lowly_expressed
MAGI3|260425	2891.6165	MAGI3|260425	868.414
MAGIX|79917	32.7308	MAGIX|79917	12.8813
MAGOHB|55110	197.8725	MAGOHB|55110	209.321
MAGOH|4116	379.6772	MAGOH|4116	348.1528
MAGT1|84061	3503.9798	MAGT1|84061	3148.4033
lowly_expressed	lowly_expressed	MAG|4099	6.7985
MAK16|84549	252.399	MAK16|84549	529.6467
MAK|4117	76.1735	MAK|4117	7.8719
MAL2|114569	10801.1605	MAL2|114569	2025.5837
MALAT1|378938	5887.168000000001	MALAT1|378938	5818.0589
MALL|7851	263.3341	MALL|7851	833.3482
MALT1|10892	286.5432	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MAL|4118	80.8659
MAMDC2|256691	18.1507	MAMDC2|256691	1412.9314
MAMDC4|158056	14.5801	MAMDC4|158056	12.8813
MAML1|9794	1398.2355	MAML1|9794	1338.3487
MAML2|84441	137.1718	MAML2|84441	1988.7289
MAML3|55534	286.2456	lowly_expressed	lowly_expressed
MAMLD1|10046	63.9738	MAMLD1|10046	249.0384
MAMSTR|284358	19.3409	MAMSTR|284358	39.3595
MAN1A1|4121	939.9688	MAN1A1|4121	2119.3309
MAN1A2|10905	909.9159	lowly_expressed	lowly_expressed
MAN1B1|11253	2896.0797	MAN1B1|11253	936.0408
MAN1C1|57134	395.745	MAN1C1|57134	666.9648
MAN2A1|4124	1084.5793	MAN2A1|4124	1281.3311
MAN2A2|4122	1063.1555	MAN2A2|4122	1153.5916
MAN2B1|4125	1365.7666	MAN2B1|4125	1439.4847
MAN2B2|23324	2089.7121	MAN2B2|23324	1598.3541
MAN2C1|4123	330.8785	lowly_expressed	lowly_expressed
MANBAL|63905	1053.9314	MANBAL|63905	1230.5215
MANBA|4126	1944.2089	MANBA|4126	1209.0527
MANEAL|149175	1006.0254	MANEAL|149175	198.5866
MANEA|79694	312.1327	MANEA|79694	437.2484
MANF|7873	1564.5317	MANF|7873	745.3261
MANSC1|54682	493.3423	MANSC1|54682	1078.8085
MAOA|4128	28.8626	MAOA|4128	2676.4469
MAOB|4129	6.2486	lowly_expressed	lowly_expressed
MAP1A|4130	597.4857	lowly_expressed	lowly_expressed
MAP1B|4131	2354.8315	MAP1B|4131	3588.1564
MAP1D|254042	80.9343	MAP1D|254042	62.9752
MAP1LC3A|84557	105.3336	MAP1LC3A|84557	179.9803
MAP1LC3B2|643246	510.3028	MAP1LC3B2|643246	284.8198
MAP1LC3B|81631	2937.1420000000003	MAP1LC3B|81631	2585.92
lowly_expressed	lowly_expressed	MAP1LC3C|440738	205.3851
MAP1S|55201	586.4762	MAP1S|55201	359.6028
MAP2K1|5604	1009.5306	MAP2K1|5604	852.867
MAP2K2|5605	1058.9898	lowly_expressed	lowly_expressed
MAP2K3|5606	1034.888	MAP2K3|5606	787.1903
MAP2K4|6416	945.9198	MAP2K4|6416	1126.3977
MAP2K5|5607	209.1795	MAP2K5|5607	435.1015
MAP2K6|5608	7.4388	MAP2K6|5608	259.7728
MAP2K7|5609	546.9017	MAP2K7|5609	532.7847
MAP2|4133	125.8648	lowly_expressed	lowly_expressed
MAP3K10|4294	46.7158	MAP3K10|4294	50.8096
MAP3K11|4296	1727.5906	MAP3K11|4296	761.0699
MAP3K12|7786	49.6407	MAP3K12|7786	128.5088
MAP3K13|9175	196.7567	lowly_expressed	lowly_expressed
MAP3K14|9020	155.62	MAP3K14|9020	404.6874
MAP3K1|4214	3312.0583	lowly_expressed	lowly_expressed
MAP3K2|10746	1183.9619	lowly_expressed	lowly_expressed
MAP3K3|4215	959.6578	MAP3K3|4215	1228.9042
MAP3K4|4216	558.8038	lowly_expressed	lowly_expressed
MAP3K5|4217	666.5179	lowly_expressed	lowly_expressed
MAP3K6|9064	926.8764	MAP3K6|9064	561.7676
MAP3K7|6885	921.2229	MAP3K7|6885	820.8248
MAP3K8|1326	92.8364	MAP3K8|1326	221.8445
MAP3K9|4293	148.4788	MAP3K9|4293	107.7019
MAP4K1|11184	27.3748	MAP4K1|11184	45.8002
MAP4K2|5871	424.0125	MAP4K2|5871	213.6148
MAP4K3|8491	778.1001	MAP4K3|8491	988.2816
MAP4K4|9448	4206.5015	lowly_expressed	lowly_expressed
MAP4K5|11183	824.5183	MAP4K5|11183	1718.5795
MAP4|4134	8307.6694	MAP4|4134	7580.2845
MAP6D1|79929	69.9249	MAP6D1|79929	62.2596
MAP6|4135	13.0923	MAP6|4135	211.8257
MAP7D1|55700	1144.9825	MAP7D1|55700	821.1826
lowly_expressed	lowly_expressed	MAP7D2|256714	32.2032
MAP7D3|79649	114.2602	MAP7D3|79649	494.4986
MAP7|9053	1481.8121	lowly_expressed	lowly_expressed
MAP9|79884	771.8515	MAP9|79884	516.3253
MAPK10|5602	493.0447	lowly_expressed	lowly_expressed
MAPK11|5600	251.43200000000002	MAPK11|5600	130.9598
MAPK12|6300	170.2923	MAPK12|6300	68.711
MAPK13|5603	2004.017	MAPK13|5603	496.2877
MAPK14|1432	1582.3849	MAPK14|1432	2212.3625
lowly_expressed	lowly_expressed	MAPK15|225689	12.5235
MAPK1IP1L|93487	1914.7512	MAPK1IP1L|93487	2339.3863
MAPK1|5594	6063.5275	MAPK1|5594	4994.3644
MAPK3|5595	1087.5549	MAPK3|5595	1959.746
lowly_expressed	lowly_expressed	MAPK4|5596	96.9675
MAPK6|5597	1920.1071	MAPK6|5597	970.0331
MAPK7|5598	282.1216	MAPK7|5598	307.9989
MAPK8IP1|9479	25.291999999999998	MAPK8IP1|9479	255.1212
MAPK8IP2|23542	1023.8786	MAPK8IP2|23542	54.3877
MAPK8IP3|23162	746.262	lowly_expressed	lowly_expressed
MAPK8|5599	258.8708	MAPK8|5599	329.5465
MAPK9|5601	1637.1346	MAPK9|5601	1065.9272
MAPKAP1|79109	1336.3089	MAPKAP1|79109	1619.4651
MAPKAPK2|9261	2832.1059	MAPKAPK2|9261	2171.2139
MAPKAPK3|7867	924.1985	MAPKAPK3|7867	881.6531
MAPKAPK5|8550	697.5616	MAPKAPK5|8550	410.6199
MAPKBP1|23005	329.3908	lowly_expressed	lowly_expressed
MAPKSP1|8649	1133.378	MAPKSP1|8649	1293.1389
MAPRE1|22919	4468.6454	lowly_expressed	lowly_expressed
MAPRE2|10982	1103.0276	MAPRE2|10982	1446.2832
MAPRE3|22924	253.8124	MAPRE3|22924	358.8872
MAPT|4137	532.3217	MAPT|4137	670.543
MARCH1|55016	42.2525	MARCH1|55016	81.5815
MARCH2|51257	519.2293	MARCH2|51257	661.2398
MARCH3|115123	41.6574	MARCH3|115123	110.9223
MARCH4|57574	20.2336	lowly_expressed	lowly_expressed
MARCH5|54708	1013.4643	MARCH5|54708	1233.384
MARCH6|10299	4993.2307	MARCH6|10299	2567.6715
MARCH7|64844	2635.1261	lowly_expressed	lowly_expressed
MARCH8|220972	158.5956	MARCH8|220972	530.9956
MARCH9|92979	268.69	MARCH9|92979	160.6584
MARCKSL1|65108	6348.2854	MARCKSL1|65108	2660.3453
MARCKS|4082	3247.4894	MARCKS|4082	5724.6623
MARCO|8685	33.6234	MARCO|8685	132.0333
MARK1|4139	357.0632	MARK1|4139	224.3492
MARK2|2011	2299.7843	lowly_expressed	lowly_expressed
MARK3|4140	1115.2273	lowly_expressed	lowly_expressed
MARK4|57787	981.0310000000001	MARK4|57787	408.9811
MARS2|92935	246.076	MARS2|92935	174.2553
MARS|4141	2492.3603	lowly_expressed	lowly_expressed
MARVELD1|83742	908.5829	MARVELD1|83742	2084.1041
MARVELD2|153562	771.2564	MARVELD2|153562	352.8044
MARVELD3|91862	635.1856	MARVELD3|91862	189.4982
lowly_expressed	lowly_expressed	MASP1|5648	391.4483
MASP2|10747	8.0339	MASP2|10747	90.5269
MAST1|22983	29.7553	lowly_expressed	lowly_expressed
MAST2|23139	1872.2011	MAST2|23139	1011.8973
MAST3|23031	321.0593	lowly_expressed	lowly_expressed
MAST4|375449	467.1576	lowly_expressed	lowly_expressed
MASTL|84930	346.0537	MASTL|84930	197.1554
MAT1A|4143	11.307	MAT1A|4143	19.6798
MAT2A|4144	11004.3889	lowly_expressed	lowly_expressed
MAT2B|27430	923.6034	MAT2B|27430	2207.3531
lowly_expressed	lowly_expressed	MATK|4145	15.0282
MATN2|4147	80.0417	MATN2|4147	5983.0038
MATN3|4148	251.1344	MATN3|4148	131.6755
lowly_expressed	lowly_expressed	MATN4|8785	29.6985
MATR3|9782	8151.4543	MATR3|9782	8547.5624
MAVS|57506	2277.1703	MAVS|57506	2796.3145
MAX|4149	967.046	MAX|4149	1639.1448
MAZ|4150	2923.0469	lowly_expressed	lowly_expressed
MBD1|4152	578.7399	MBD1|4152	782.5387
MBD2|8932	1136.651	MBD2|8932	1619.4651
MBD3|53615	691.2148	lowly_expressed	lowly_expressed
MBD4|8930	1285.7249	MBD4|8930	812.595
MBD5|55777	389.4964	MBD5|55777	453.35
MBD6|114785	1155.0993	MBD6|114785	861.6155
MBIP|51562	225.5449	MBIP|51562	501.2971
lowly_expressed	lowly_expressed	MBL1P|8512	6.7985
MBLAC1|255374	23.8042	MBLAC1|255374	10.7344
MBLAC2|153364	96.1095	lowly_expressed	lowly_expressed
MBNL1|4154	1878.0986	MBNL1|4154	5441.5171
MBNL2|10150	2439.3365	MBNL2|10150	4024.6891
MBNL3|55796	141.9326	MBNL3|55796	124.87700000000001
MBOAT1|154141	343.0782	MBOAT1|154141	620.4491
MBOAT2|129642	1448.4862	MBOAT2|129642	357.4559
MBOAT7|79143	3385.2563	MBOAT7|79143	684.4977
MBP|4155	184.1851	MBP|4155	2418.821
MBTD1|54799	935.2079	MBTD1|54799	782.1809
MBTPS1|8720	4503.459	MBTPS1|8720	3584.5782
MBTPS2|51360	1003.5647	MBTPS2|51360	812.0834
MB|4151	932.2324	MB|4151	80.8659
MC1R|4157	96.7046	MC1R|4157	21.4688
MCAM|4162	1281.5592	MCAM|4162	3145.1829
MCART1|92014	363.9069	MCART1|92014	222.2023
MCART2|147407	5.0584	MCART2|147407	8.9453
MCART6|401612	8.629	MCART6|401612	15.7438
MCAT|27349	449.602	MCAT|27349	219.6976
MCCC1|56922	697.1658	MCCC1|56922	689.8649
MCCC2|64087	3129.0635	MCCC2|64087	3324.0898
MCC|4163	340.4002	lowly_expressed	lowly_expressed
MCEE|84693	207.6917	MCEE|84693	188.9257
lowly_expressed	lowly_expressed	MCF2L2|23101	14.6704
MCF2L|23263	735.1841	lowly_expressed	lowly_expressed
MCFD2|90411	3010.6048	MCFD2|90411	4226.6106
MCHR1|2847	7.1770000000000005	MCHR1|2847	15.386
MCL1|4170	6511.9393	MCL1|4170	7813.579000000001
MCM10|55388	335.9369	lowly_expressed	lowly_expressed
MCM2|4171	1954.6232	MCM2|4171	371.7685
MCM3APAS|114044	9.9234	MCM3APAS|114044	41.6674
MCM3AP|8888	2182.7419	lowly_expressed	lowly_expressed
MCM3|4172	2473.555	MCM3|4172	1666.3387
MCM4|4173	4655.2109	MCM4|4173	741.0323
MCM5|4174	1794.2424	MCM5|4174	458.3594
MCM6|4175	2458.0823	MCM6|4175	871.6343
MCM7|4176	2146.3721	lowly_expressed	lowly_expressed
MCM8|84515	824.2208	MCM8|84515	213.9726
MCM9|254394	70.52	MCM9|254394	82.2972
MCOLN1|57192	473.7038	MCOLN1|57192	379.2826
MCOLN2|255231	11.9021	MCOLN2|255231	8.9453
MCOLN3|55283	5.6535	MCOLN3|55283	131.3176
MCPH1|79648	180.8644	MCPH1|79648	599.9642
MCRS1|10445	1145.8752	MCRS1|10445	564.6301
