gene_id	TCGA-AC-A6IX-01A-12R-A32P-07	gene_id	TCGA-AC-A6IX-06A-11R-A32P-07
IGDCC3|9543	99.5351	IGDCC3|9543	19.508
IGDCC4|57722	236.9884	IGDCC4|57722	126.5151
IGF1R|3480	1467.8698	IGF1R|3480	382.70099999999996
IGF1|3479	1118.2208	IGF1|3479	524.9946
IGF2AS|51214	6.1982	lowly_expressed	lowly_expressed
IGF2BP2|10644	13.1255	IGF2BP2|10644	32.9915
IGF2BP3|10643	5.8336	IGF2BP3|10643	14.0572
IGF2R|3482	3406.4351	IGF2R|3482	3209.3524
IGF2|3481	6873.8456	IGF2|3481	940.9166
IGFALS|3483	35.7306	IGFALS|3483	32.9915
IGFBP2|3485	1542.2477	IGFBP2|3485	1414.6167
IGFBP3|3486	3136.2683	IGFBP3|3486	967.3671
IGFBP4|3487	16928.2654	IGFBP4|3487	3704.7981
IGFBP5|3488	8262.8749	IGFBP5|3488	16274.2595
IGFBP6|3489	216.571	IGFBP6|3489	123.3594
IGFBP7|3490	9087.23	IGFBP7|3490	4980.5637
IGFL2|147920	7.6565	lowly_expressed	lowly_expressed
IGFN1|91156	27.3448	IGFN1|91156	13.1966
IGHMBP2|3508	1521.8303	IGHMBP2|3508	1406.8708
IGJ|3512	1861.6352	IGJ|3512	6468.3354
IGSF10|285313	112.2961	IGSF10|285313	225.7764
IGSF11|152404	6.9274	IGSF11|152404	11.7622
IGSF1|3547	126.1508	IGSF1|3547	89.5073
IGSF21|84966	44.4809	IGSF21|84966	47.3356
IGSF22|283284	19.4002	IGSF22|283284	23.9432
IGSF3|3321	3640.8714	IGSF3|3321	2508.7858
IGSF5|150084	70.7319	IGSF5|150084	294.915
IGSF6|10261	120.6818	IGSF6|10261	156.3509
IGSF8|93185	1664.7525	IGSF8|93185	2637.5959
IGSF9B|22997	13.8547	IGSF9B|22997	24.6719
IGSF9|57549	1085.407	IGSF9|57549	1416.3379
IKBIP|121457	308.085	IKBIP|121457	210.8585
IKBKAP|8518	1228.6938	IKBKAP|8518	2104.5686
IKBKB|3551	2331.9661	IKBKB|3551	2209.8544
IKBKE|9641	416.3704	IKBKE|9641	757.3693
IKBKG|8517	382.8275	IKBKG|8517	376.9634
IKZF1|10320	314.6477	IKZF1|10320	1089.8659
IKZF2|22807	324.4918	IKZF2|22807	422.2908
IKZF3|22806	14.9485	IKZF3|22806	167.8261
IKZF4|64375	243.5512	IKZF4|64375	192.498
IKZF5|64376	583.7207	IKZF5|64376	537.6174
IK|3550	2476.7113	IK|3550	2155.3468
IL10RA|3587	668.672	IL10RA|3587	1312.1997
IL10RB|3588	863.5822	IL10RB|3588	861.4502
IL10|3586	17.5007	IL10|3586	16.0654
IL11RA|3590	224.9567	IL11RA|3590	410.8155
IL11|3589	35.7306	IL11|3589	12.3359
IL12A|3592	5.1044	IL12A|3592	13.1966
IL12B|3593	11.6671	IL12B|3593	14.9179
IL12RB1|3594	49.5853	IL12RB1|3594	125.3676
IL12RB2|3595	9.4795	IL12RB2|3595	8.3196
IL13RA1|3597	5070.4585	IL13RA1|3597	4187.9079
IL15RA|3601	142.5577	IL15RA|3601	189.9161
IL15|3600	52.1375	IL15|3600	91.2286
IL16|3603	618.7221	IL16|3603	1741.6625
IL17D|53342	22.7509	IL17D|53342	9.5446
IL17RA|23765	379.9107	IL17RA|23765	593.8464
IL17RB|55540	39.7411	IL17RB|55540	109.0153
IL17RC|84818	1310.3637	IL17RC|84818	1399.6988
IL17RD|54756	340.1695	IL17RD|54756	379.2584
IL17REL|400935	7.6565	IL17REL|400935	249.0138
IL17RE|132014	244.645	IL17RE|132014	379.2584
IL18BP|10068	332.1375	IL18BP|10068	381.2408
IL18R1|8809	56.8772	IL18R1|8809	127.0889
IL18RAP|8807	10.9379	IL18RAP|8807	27.8276
IL18|3606	124.6924	IL18|3606	377.2502
IL19|29949	135.6303	IL19|29949	21.5162
IL1B|3553	86.4096	IL1B|3553	187.3341
IL1R1|3554	4524.2913	IL1R1|3554	2840.7086
IL1R2|7850	8.0211	IL1R2|7850	15.7785
IL1RAPL2|26280	15.6777	lowly_expressed	lowly_expressed
IL1RAP|3556	178.6528	IL1RAP|3556	187.9079
IL1RL1|9173	15.3131	IL1RL1|9173	14.0572
IL1RL2|8808	5.468999999999999	lowly_expressed	lowly_expressed
IL1RN|3557	250.8431	IL1RN|3557	454.9953
IL20RA|53832	493.6651	IL20RA|53832	622.8215
IL20RB|53833	12.3963	IL20RB|53833	6.3114
IL20|50604	167.3503	lowly_expressed	lowly_expressed
IL21R|50615	62.0472	IL21R|50615	211.7536
IL22RA1|58985	21.8759	IL22RA1|58985	17.2129
lowly_expressed	lowly_expressed	IL22RA2|116379	6.0245
IL23A|51561	129.4321	IL23A|51561	24.9588
IL24|11009	11.6926	IL24|11009	11.9773
IL27RA|9466	262.8749	IL27RA|9466	490.5687
IL28RA|163702	72.9195	IL28RA|163702	109.589
IL2RA|3559	48.1269	IL2RA|3559	53.0732
IL2RB|3560	301.1576	IL2RB|3560	830.5243
IL2RG|3561	387.9318	IL2RG|3561	1499.8207
lowly_expressed	lowly_expressed	IL2|3558	7.1721
IL32|9235	902.7436	IL32|9235	1178.5125
IL33|90865	556.7405	IL33|90865	690.8126
IL34|146433	137.4533	IL34|146433	330.2015
IL3RA|3563	192.5075	IL3RA|3563	113.0316
IL4I1|259307	104.7452	IL4I1|259307	186.1608
IL4R|3566	1315.1035	IL4R|3566	2057.2329999999997
lowly_expressed	lowly_expressed	IL5RA|3568	6.8852
IL6R|3570	125.057	IL6R|3570	335.3654
IL6ST|3572	1592.1976	IL6ST|3572	1844.0795
IL6|3569	84.22200000000001	IL6|3569	28.4013
IL7R|3575	72.9195	IL7R|3575	505.7735
IL7|3574	57.971000000000004	IL7|3574	155.7771
IL8|3576	32.0846	IL8|3576	12.3359
IL9R|3581	13.4901	IL9R|3581	26.3932
ILDR1|286676	362.7746	ILDR1|286676	402.209
ILDR2|387597	6.5628	ILDR2|387597	7.7458
ILF2|3608	4728.1014	ILF2|3608	4608.1905
ILF3|3609	4139.6409	ILF3|3609	4532.1667
ILKAP|80895	444.4444	ILKAP|80895	425.4465
ILK|3611	2777.1397	ILK|3611	2488.1302
ILVBL|10994	1107.6474	ILVBL|10994	1335.4371
IMMP1L|196294	73.8055	IMMP1L|196294	91.1712
IMMP2L|83943	90.4202	IMMP2L|83943	86.0647
IMMT|10989	2262.328	IMMT|10989	2416.6966
IMP3|55272	973.4755	IMP3|55272	863.2289
IMP4|92856	892.1703	IMP4|92856	712.9025
IMPA1|3612	329.5962	IMPA1|3612	372.94699999999995
IMPA2|3613	211.8312	IMPA2|3613	239.2598
IMPACT|55364	676.6931	IMPACT|55364	741.5908
IMPAD1|54928	2102.9988	IMPAD1|54928	1912.3575
IMPDH1|3614	1538.9664	IMPDH1|3614	1320.2324
IMPDH2|3615	2051.226	IMPDH2|3615	1511.5829
IMPG1|3617	7.292000000000001	lowly_expressed	lowly_expressed
IMPG2|50939	5.1044	lowly_expressed	lowly_expressed
INADL|10207	1239.9964	INADL|10207	1094.4560000000001
INCA1|388324	18.9591	INCA1|388324	26.3932
INCENP|3619	255.2183	INCENP|3619	238.1123
INE1|8552	19.6883	INE1|8552	24.385
INE2|8551	13.0307	INE2|8551	17.365
INF2|64423	2442.8038	INF2|64423	2402.6393
ING1|3621	518.3958	ING1|3621	460.4834
ING2|3622	270.5314	ING2|3622	199.3832
ING3|54556	286.9383	ING3|54556	332.2097
ING4|51147	615.4407	ING4|51147	615.9363
ING5|84289	490.3837	ING5|84289	494.0113
INHA|3623	37.9181	INHA|3623	12.3359
INHBA|3624	374.8063	INHBA|3624	80.6139
INHBB|3625	1006.2893	INHBB|3625	724.9516
INMT|11185	299.6992	INMT|11185	478.5599
INO80B|83444	279.0703	INO80B|83444	171.2515
INO80C|125476	104.6395	INO80C|125476	141.433
INO80D|54891	570.7046	INO80D|54891	766.7819
INO80E|283899	576.5527	INO80E|283899	610.3651
INO80|54617	1096.3449	INO80|54617	1129.1688
INPP1|3628	229.3319	INPP1|3628	192.7849
INPP4A|3631	648.6191	INPP4A|3631	889.622
INPP4B|8821	665.3906	INPP4B|8821	443.52
INPP5A|3632	493.6651	INPP5A|3632	755.0742
INPP5B|3633	355.11800000000005	INPP5B|3633	366.9225
INPP5D|3635	595.7524	INPP5D|3635	1546.8694
INPP5E|56623	334.7006	INPP5E|56623	329.3409
INPP5F|22876	455.0178	INPP5F|22876	511.5112
INPP5J|27124	418.9226	INPP5J|27124	1420.3543
INPP5K|51763	1058.7914	INPP5K|51763	955.0312
INPPL1|3636	4175.0068	INPPL1|3636	2715.9148
INS-IGF2|723961	8.2982	lowly_expressed	lowly_expressed
INSIG1|3638	1603.1355	INSIG1|3638	963.6377
INSIG2|51141	703.6733	INSIG2|51141	1278.0607
lowly_expressed	lowly_expressed	INSM1|3642	9.4671
lowly_expressed	lowly_expressed	INSRR|3645	6.0245
INSR|3643	1252.3927	INSR|3643	1003.2274
INS|3630	22.2405	INS|3630	51.3519
INTS10|55174	1212.2869	INTS10|55174	1462.2391
INTS12|57117	508.249	INTS12|57117	421.4301
INTS1|26173	2151.1257	INTS1|26173	1946.2096
INTS2|57508	301.8868	INTS2|57508	304.66900000000004
INTS3|65123	2913.4992	INTS3|65123	3728.0356
INTS4L1|285905	67.086	INTS4L1|285905	86.9253
INTS4L2|644619	13.4901	INTS4L2|644619	25.8194
INTS4|92105	916.8827	INTS4|92105	1294.6998
INTS5|80789	535.9584	INTS5|80789	431.1841
INTS6|26512	844.0434	INTS6|26512	985.7276
INTS7|25896	862.6379	INTS7|25896	902.2449
INTS8|55656	754.4545	INTS8|55656	840.5135
INTS9|55756	400.6927	INTS9|55756	457.0035
INTU|27152	223.8629	INTU|27152	211.7191
INVS|27130	196.8827	INVS|27130	198.5226
IP6K1|9807	918.4213	IP6K1|9807	845.4422
IP6K2|51447	1232.7044	IP6K2|51447	841.1389
IPCEF1|26034	59.794	IPCEF1|26034	175.8589
IPMK|253430	37.189	IPMK|253430	52.4995
IPO11|51194	747.2099	IPO11|51194	625.0678
IPO13|9670	1077.0212	IPO13|9670	1078.3906
IPO4|79711	1314.1883	IPO4|79711	1041.2852
IPO5|3843	2352.7482	IPO5|3843	3009.1085
IPO7|10527	3609.5159999999996	IPO7|10527	4301.5133
IPO8|10526	1353.7508	IPO8|10526	1370.7237
IPO9|55705	2779.6919	IPO9|55705	2855.0527
IPPK|64768	561.5167	IPPK|64768	552.9111
IPP|3652	275.6358	IPP|3652	355.7341
IPW|3653	300.9352	IPW|3653	330.5114
IQCA1|79781	56.148	IQCA1|79781	107.5809
IQCB1|9657	600.4922	IQCB1|9657	675.6078
IQCC|55721	82.0345	IQCC|55721	66.2698
IQCD|115811	47.0331	IQCD|115811	41.8848
IQCE|23288	1239.2672	IQCE|23288	1505.8452
IQCG|84223	197.9765	IQCG|84223	197.0881
IQCH|64799	61.0737	IQCH|64799	77.0394
IQCK|124152	360.587	IQCK|124152	310.9804
IQGAP1|8826	4776.2282	IQGAP1|8826	6341.2465
IQGAP2|10788	875.0342	IQGAP2|10788	2383.4182
IQGAP3|128239	472.5185	IQGAP3|128239	351.7177
IQSEC1|9922	2127.7915	IQSEC1|9922	3041.8131
IQSEC2|23096	549.0839	IQSEC2|23096	939.8264
IQSEC3|440073	38.6473	IQSEC3|440073	12.3359
IRAK1BP1|134728	42.4756	IRAK1BP1|134728	44.4782
IRAK1|3654	2110.2908	IRAK1|3654	1796.7439
IRAK2|3656	121.7756	IRAK2|3656	166.6786
IRAK3|11213	224.5921	IRAK3|11213	232.9484
IRAK4|51135	428.7667	IRAK4|51135	539.6256
IREB2|3658	1687.3576	IREB2|3658	1634.0816
IRF1|3659	891.9406	IRF1|3659	1064.5112
IRF2BP1|26145	848.4186	IRF2BP1|26145	595.5677
IRF2BP2|359948	6695.1053	IRF2BP2|359948	5042.8172
IRF2|3660	988.424	IRF2|3660	1214.6597
IRF3|3661	902.5577	IRF3|3661	849.3122
IRF4|3662	153.131	IRF4|3662	430.6103
IRF5|3663	351.1075	IRF5|3663	495.4457
IRF6|3664	1064.2603	IRF6|3664	1225.2743
IRF7|3665	1195.88	IRF7|3665	975.3998
IRF8|3394	451.0072	IRF8|3394	1129.4556
IRF9|10379	2286.7596	IRF9|10379	1690.3536
IRGQ|126298	743.4145	IRGQ|126298	744.1727
IRS1|3667	1147.3886	IRS1|3667	367.2094
IRS2|8660	510.07199999999995	IRS2|8660	302.6608
IRX1|79192	89.691	lowly_expressed	lowly_expressed
IRX2|153572	312.4601	IRX2|153572	188.4817
IRX3|79191	1867.1042	IRX3|79191	716.632
IRX4|50805	187.0386	IRX4|50805	151.187
IRX5|10265	1406.6174	IRX5|10265	492.5769
IRX6|79190	47.7623	IRX6|79190	28.6882
ISCA1P1|389293	50.6791	ISCA1P1|389293	58.2371
ISCA1|81689	629.66	ISCA1|81689	601.3053
ISCA2|122961	432.4127	ISCA2|122961	353.439
ISCU|23479	2016.2246	ISCU|23479	2445.0979
ISG15|9636	1179.1086	ISG15|9636	534.7486
ISG20L2|81875	1292.1338	ISG20L2|81875	1153.2669
ISG20|3669	316.8353	ISG20|3669	559.9943
ISLR2|57611	87.868	ISLR2|57611	81.4746
ISLR|3671	3784.1582	ISLR|3671	1492.0749
ISM1|140862	220.5815	ISM1|140862	15.7785
ISOC1|51015	1109.1058	ISOC1|51015	1172.2011
ISOC2|79763	910.7647	ISOC2|79763	590.6907
ISPD|729920	42.6579	ISPD|729920	43.6061
ISY1|57461	763.4673	ISY1|57461	683.0897
ISYNA1|51477	1844.8637	ISYNA1|51477	1289.8229
ITCH|83737	1203.5366	ITCH|83737	1427.5264
ITFG1|81533	640.9625	ITFG1|81533	653.5179
ITFG2|55846	572.7828	ITFG2|55846	490.2819
ITFG3|83986	2377.7267	ITFG3|83986	1401.575
ITGA10|8515	212.5604	ITGA10|8515	171.2687
ITGA11|22801	696.7460000000001	ITGA11|22801	158.9328
ITGA1|3672	891.9078	ITGA1|3672	672.3804
ITGA2B|3674	5.1044	lowly_expressed	lowly_expressed
ITGA2|3673	770.0301	ITGA2|3673	1215.8072
ITGA3|3675	1782.8821	ITGA3|3675	1881.9479
ITGA4|3676	355.0014	ITGA4|3676	861.9178
ITGA5|3678	2218.5762	ITGA5|3678	911.712
ITGA6|3655	1758.0895	ITGA6|3655	1462.526
ITGA7|3679	1747.1516	ITGA7|3679	297.2101
ITGA8|8516	63.8046	ITGA8|8516	262.4973
ITGA9|3680	170.9963	ITGA9|3680	255.899
ITGAD|3681	10.5733	ITGAD|3681	13.4835
ITGAE|3682	298.97	ITGAE|3682	290.3249
ITGAL|3683	724.82	ITGAL|3683	1426.6657
ITGAM|3684	375.1709	ITGAM|3684	697.4109
ITGAV|3685	3287.5763	ITGAV|3685	2804.5614
ITGAX|3687	317.1999	ITGAX|3687	455.2822
ITGB1BP1|9270	1252.3927	ITGB1BP1|9270	873.8435
ITGB1|3688	9707.4104	ITGB1|3688	8539.6256
ITGB2|3689	1553.5503	ITGB2|3689	2372.2298
ITGB3BP|23421	197.6119	ITGB3BP|23421	260.776
ITGB3|3690	91.1494	ITGB3|3690	32.4177
ITGB4|3691	2739.9508	ITGB4|3691	2642.7598
ITGB5|3693	8937.0158	ITGB5|3693	8165.5311
ITGB6|3694	2127.0623	ITGB6|3694	1581.2953
ITGB7|3695	156.77700000000002	ITGB7|3695	490.5687
ITGB8|3696	103.5457	ITGB8|3696	394.1763
ITGBL1|9358	1752.6205	ITGBL1|9358	278.8496
lowly_expressed	lowly_expressed	ITIH2|3698	6.0245
ITIH3|3699	26.9802	ITIH3|3699	17.2129
ITIH4|3700	49.3009	ITIH4|3700	61.5879
ITIH5L|347365	112.2961	ITIH5L|347365	145.7362
ITIH5|80760	1736.2137	ITIH5|80760	998.3504
ITK|3702	76.5655	ITK|3702	326.1852
ITM2A|9452	624.191	ITM2A|9452	1286.0934
ITM2B|9445	11651.4447	ITM2B|9445	13049.4155
ITM2C|81618	1162.7017	ITM2C|81618	1411.4609
ITPA|3704	670.1303	ITPA|3704	485.9786
ITPK1|3705	2015.1308	ITPK1|3705	1089.2921
ITPKA|3706	22.2405	ITPKA|3706	16.0654
ITPKB|3707	1448.1816	ITPKB|3707	1892.2757
ITPKC|80271	918.4213	ITPKC|80271	821.6309
ITPR1|3708	1089.053	ITPR1|3708	1368.4286
ITPR2|3709	1168.5352	ITPR2|3709	4506.0604
ITPR3|3710	1306.849	ITPR3|3710	1165.4594
ITPRIPL1|150771	15.3131	ITPRIPL1|150771	20.9424
ITPRIPL2|162073	1676.7842	ITPRIPL2|162073	1477.1570000000002
ITPRIP|85450	848.7832	ITPRIP|85450	333.931
ITSN1|6453	1295.7798	ITSN1|6453	671.5915
ITSN2|50618	1057.6976	ITSN2|50618	1397.4037
IVD|3712	2816.5163	IVD|3712	2589.9735
IVL|3713	12.7609	IVL|3713	10.9015
IVNS1ABP|10625	1894.8136	IVNS1ABP|10625	1974.3239999999998
IWS1|55677	1439.7958	IWS1|55677	1247.0774
IYD|389434	85.6804	IYD|389434	128.5233
JAG1|182	2466.8672	JAG1|182	1312.1997
JAG2|3714	868.1068	JAG2|3714	467.0444
JAGN1|84522	825.8135	JAGN1|84522	846.5897
JAK1|3716	4529.3957	JAK1|3716	5081.2594
JAK2|3717	376.6293	JAK2|3717	551.6747
JAK3|3718	180.8404	JAK3|3718	637.4525
JAKMIP1|152789	18.2299	JAKMIP1|152789	430.0366
JAKMIP2|9832	5.468999999999999	JAKMIP2|9832	11.7622
JAKMIP3|282973	121.0464	JAKMIP3|282973	154.3427
JAM2|58494	303.7098	JAM2|58494	154.9164
JAM3|83700	716.7988	JAM3|83700	419.135
JARID2|3720	710.6007	JARID2|3720	777.7379
JAZF1|221895	372.2541	JAZF1|221895	432.3316
JDP2|122953	653.3589	JDP2|122953	636.5918
JHDM1D|80853	720.0802	JHDM1D|80853	958.1869
JKAMP|51528	905.2958	JKAMP|51528	1075.2349
JMJD1C|221037	1292.6297	JMJD1C|221037	1508.8546
JMJD4|65094	732.2614	JMJD4|65094	678.7951
JMJD5|79831	122.5048	JMJD5|79831	120.2037
JMJD6|23210	417.0996	JMJD6|23210	420.2826
JMJD7-PLA2G4B|8681	595.3878	JMJD7-PLA2G4B|8681	609.6249
JMJD8|339123	1989.6855	JMJD8|339123	1604.1741
JMY|133746	648.9837	JMY|133746	757.0824
JOSD1|9929	1020.1439999999999	JOSD1|9929	1335.4371
JOSD2|126119	416.3704	JOSD2|126119	251.02200000000002
JPH1|56704	61.9816	JPH1|56704	188.1948
JPH2|57158	30.6262	lowly_expressed	lowly_expressed
JPH3|57338	19.6883	JPH3|57338	27.2538
JPH4|84502	19.3237	JPH4|84502	58.523999999999994
JRKL|8690	256.6767	JRKL|8690	237.2517
JRK|8629	288.7613	JRK|8629	464.7493
JSRP1|126306	17.5007	JSRP1|126306	13.4835
JTB|10899	3874.2138	JTB|10899	3988.5247
JUB|84962	415.2766	JUB|84962	238.1123
JUNB|3726	3151.5814	JUNB|3726	1801.6209
JUND|3727	2272.5367	JUND|3727	1457.9359
JUN|3725	8403.6095	JUN|3725	3722.5848
JUP|3728	5109.1058	JUP|3728	5850.104
KAL1|3730	391.2132	KAL1|3730	380.9797
KALRN|8997	407.2555	KALRN|8997	428.889
KANK1|23189	1054.7808	KANK1|23189	1120.8492
KANK2|25959	2069.0912	KANK2|25959	1527.9352
KANK3|256949	189.9553	KANK3|256949	103.5645
KANK4|163782	121.7756	KANK4|163782	41.8848
KARS|3735	1780.33	KARS|3735	1511.5829
KAT2A|2648	570.5952	KAT2A|2648	619.9527
KAT2B|8850	370.0665	KAT2B|8850	690.8126
KAT5|10524	715.2748	KAT5|10524	589.4284
KATNA1|11104	297.8762	KATNA1|11104	301.5133
KATNAL1|84056	325.9502	KATNAL1|84056	215.1617
KATNAL2|83473	61.9816	KATNAL2|83473	67.9911
KATNB1|10300	368.9727	KATNB1|10300	363.4799
KAZALD1|81621	385.6093	KAZALD1|81621	1246.3573
KAZ|23254	347.2865	KAZ|23254	273.76599999999996
KBTBD10|10324	24.8765	KBTBD10|10324	30.6476
KBTBD11|9920	111.9315	KBTBD11|9920	256.4728
KBTBD2|25948	1112.3872	KBTBD2|25948	841.1389
KBTBD3|143879	76.9301	KBTBD3|143879	83.7696
KBTBD4|55709	610.9343	KBTBD4|55709	560.2295
KBTBD6|89890	450.6426	KBTBD6|89890	492.0032
KBTBD7|84078	270.5314	KBTBD7|84078	380.1191
KBTBD8|84541	28.8032	KBTBD8|84541	118.4824
KCMF1|56888	1126.9711	KCMF1|56888	1239.0447
KCNA1|3736	20.4175	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNA2|3737	11.7622
KCNA3|3738	31.72	KCNA3|3738	137.7035
KCNA5|3741	10.5733	lowly_expressed	lowly_expressed
KCNA6|3742	26.6156	KCNA6|3742	58.2371
KCNAB1|7881	51.7729	KCNAB1|7881	16.0654
KCNAB2|8514	277.0942	KCNAB2|8514	430.0366
KCNAB3|9196	12.7609	KCNAB3|9196	25.2456
KCNB1|3745	17.1361	KCNB1|3745	5.7376
lowly_expressed	lowly_expressed	KCNC1|3746	7.4589
KCNC3|3748	571.689	KCNC3|3748	249.0138
KCNC4|3749	111.2023	KCNC4|3749	85.7778
KCND1|3750	110.8377	KCND1|3750	76.3107
KCND2|3751	99.5351	KCND2|3751	40.7373
KCND3|3752	24.7926	KCND3|3752	119.6299
KCNE1L|23630	7.6565	KCNE1L|23630	5.4508
KCNE1|3753	6.9274	lowly_expressed	lowly_expressed
KCNE2|9992	10.9379	KCNE2|9992	11.1884
KCNE3|10008	145.839	KCNE3|10008	101.8432
KCNE4|23704	5767.9336	KCNE4|23704	481.3885
KCNF1|3754	30.6262	KCNF1|3754	6.8852
KCNG1|3755	49.5853	KCNG1|3755	122.4987
KCNH1|3756	22.605	KCNH1|3756	5.4508
KCNH2|3757	26.6156	KCNH2|3757	58.2371
KCNH3|23416	6.9274	KCNH3|23416	18.3605
lowly_expressed	lowly_expressed	KCNH6|81033	6.0245
KCNH8|131096	6.5628	KCNH8|131096	37.0078
lowly_expressed	lowly_expressed	KCNIP1|30820	6.5983
KCNIP2|30819	874.305	KCNIP2|30819	167.8261
KCNIP3|30818	242.4574	KCNIP3|30818	293.7675
KCNIP4|80333	15.3131	KCNIP4|80333	11.1884
KCNJ10|3766	6.5628	KCNJ10|3766	11.1884
KCNJ11|3767	652.9943	KCNJ11|3767	735.2794
KCNJ12|3768	56.5126	KCNJ12|3768	194.2193
KCNJ13|3769	14.9485	KCNJ13|3769	10.0409
KCNJ14|3770	43.0225	KCNJ14|3770	58.2371
KCNJ15|3772	36.8244	KCNJ15|3772	6.3114
KCNJ16|3773	7.292000000000001	lowly_expressed	lowly_expressed
KCNJ2|3759	90.7848	KCNJ2|3759	20.6555
lowly_expressed	lowly_expressed	KCNJ3|3760	6.5983
lowly_expressed	lowly_expressed	KCNJ4|3761	8.3196
KCNJ5|3762	94.4308	KCNJ5|3762	33.2783
KCNJ8|3764	326.3148	KCNJ8|3764	536.183
KCNK13|56659	28.074	KCNK13|56659	39.5898
KCNK15|60598	222.0399	KCNK15|60598	64.2616
KCNK17|89822	10.9379	lowly_expressed	lowly_expressed
KCNK1|3775	1776.3194	KCNK1|3775	1180.2338
KCNK2|3776	42.6579	lowly_expressed	lowly_expressed
KCNK3|3777	59.4294	KCNK3|3777	20.3686
KCNK5|8645	70.7319	KCNK5|8645	63.1141
KCNK6|9424	830.9179	KCNK6|9424	551.9616
KCNK7|10089	5.1044	lowly_expressed	lowly_expressed
KCNMA1|3778	228.6027	KCNMA1|3778	345.6932
KCNMB1|3779	77.6593	KCNMB1|3779	57.3765
KCNMB3|27094	162.6105	KCNMB3|27094	111.8841
KCNMB4|27345	84.5866	KCNMB4|27345	28.9751
KCNN1|3780	37.5536	KCNN1|3780	18.3605
KCNN2|3781	13.4901	KCNN2|3781	13.1966
KCNN3|3782	25.8864	KCNN3|3782	24.6719
KCNN4|3783	227.5089	KCNN4|3783	981.1375
KCNQ1OT1|10984	68.9162	KCNQ1OT1|10984	77.1713
KCNQ1|3784	353.6524	KCNQ1|3784	383.8485
KCNQ3|3786	10.2087	KCNQ3|3786	7.1721
KCNQ4|9132	5.8336	lowly_expressed	lowly_expressed
KCNQ5|56479	5.1044	KCNQ5|56479	27.5407
KCNRG|283518	13.2932	KCNRG|283518	6.2999
KCNS1|3787	6.5628	lowly_expressed	lowly_expressed
KCNS2|3788	6.5628	lowly_expressed	lowly_expressed
KCNS3|3790	436.7879	KCNS3|3790	369.2175
KCNT2|343450	10.2087	KCNT2|343450	17.7867
lowly_expressed	lowly_expressed	KCNU1|157855	6.0245
KCNV1|27012	10.2087	KCNV1|27012	5.1639
KCP|375616	14.6131	KCP|375616	6.6098
KCTD10|83892	1861.2706	KCTD10|83892	1554.3283
KCTD11|147040	421.1102	KCTD11|147040	467.3313
KCTD12|115207	2625.8317	KCTD12|115207	2562.1459
KCTD13|253980	403.9741	KCTD13|253980	304.3821
KCTD14|65987	36.4598	KCTD14|65987	27.8276
KCTD15|79047	1200.6198	KCTD15|79047	931.5068
KCTD16|57528	8.0211	lowly_expressed	lowly_expressed
KCTD17|79734	216.2064	KCTD17|79734	226.0633
KCTD18|130535	527.2081	KCTD18|130535	553.396
lowly_expressed	lowly_expressed	KCTD19|146212	7.4589
KCTD1|284252	355.4826	KCTD1|284252	476.5115
KCTD20|222658	1697.5663	KCTD20|222658	1599.3689
KCTD21|283219	879.4094	KCTD21|283219	1540.2711
KCTD2|23510	1266.612	KCTD2|23510	1054.2925
KCTD3|51133	3231.4283	KCTD3|51133	3294.2695
KCTD5|54442	794.8227	KCTD5|54442	686.2225
KCTD6|200845	150.9434	KCTD6|200845	208.2766
KCTD7|154881	380.5742	KCTD7|154881	488.4085
KCTD9|54793	486.0086	KCTD9|54793	531.0191
KDELC1|79070	205.9976	KDELC1|79070	124.7938
KDELC2|143888	934.4636	KDELC2|143888	794.3771
KDELR1|10945	4751.4356	KDELR1|10945	5191.1353
KDELR2|11014	9307.8115	KDELR2|11014	10994.7644
KDELR3|11015	1004.4663	KDELR3|11015	3766.7647
KDM1A|23028	1083.2194	KDM1A|23028	906.835
KDM1B|221656	592.8357	KDM1B|221656	589.83
KDM2A|22992	3650.7155	KDM2A|22992	3685.8639
KDM2B|84678	674.6331	KDM2B|84678	796.9705
KDM3A|55818	910.0355	KDM3A|55818	1066.6284
KDM3B|51780	2691.0947	KDM3B|51780	2834.6841
KDM4A|9682	1644.6997	KDM4A|9682	1645.5569
KDM4B|23030	1979.0356	KDM4B|23030	1413.4691
KDM4C|23081	583.3561	KDM4C|23081	733.8449
KDM4D|55693	29.5324	KDM4D|55693	29.5489
KDM5A|5927	1483.9121	KDM5A|5927	1559.1566
KDM5B|10765	4319.3875	KDM5B|10765	3277.3435
KDM5C|8242	2683.0736	KDM5C|8242	3862.5834
KDM6A|7403	717.528	KDM6A|7403	1182.242
KDM6B|23135	962.5376	KDM6B|23135	909.7038
KDR|3791	1172.1812	KDR|3791	650.3622
KDSR|2531	946.8599	KDSR|2531	692.5339
KEAP1|9817	1259.6846	KEAP1|9817	1486.911
lowly_expressed	lowly_expressed	KEL|3792	84.9172
KERA|11081	64.1692	lowly_expressed	lowly_expressed
KGFLP2|654466	61.1685	KGFLP2|654466	82.427
KHDC1|80759	52.0317	KHDC1|80759	71.7751
KHDRBS1|10657	2849.6946	KHDRBS1|10657	2618.0879
KHDRBS3|10656	202.7163	KHDRBS3|10656	92.0892
KHK|3795	133.8292	KHK|3795	126.7704
KHNYN|23351	2255.6194	KHNYN|23351	2183.5989
