gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
lowly_expressed	lowly_expressed	LOC401127|401127	6.6706
LOC401397|401397	4121.6216	LOC401397|401397	628.8935
LOC401431|401431	33.5335	LOC401431|401431	164.9984
lowly_expressed	lowly_expressed	LOC401463|401463	5.9295
LOC401588|401588	144.1441	LOC401588|401588	52.9946
lowly_expressed	lowly_expressed	LOC402377|402377	7.4118
LOC407835|407835	13.5135	LOC407835|407835	35.2062
lowly_expressed	lowly_expressed	LOC415056|415056	7.0412
LOC440354|440354	100.5105	LOC440354|440354	136.7482
LOC440905|440905	747.7477	LOC440905|440905	18.5296
LOC440944|440944	688.1882	LOC440944|440944	120.8128
LOC440957|440957	383.3834	LOC440957|440957	121.9246
LOC441046|441046	7.007000000000001	LOC441046|441046	11.1177
LOC441089|441089	139.1391	LOC441089|441089	104.8774
lowly_expressed	lowly_expressed	LOC441204|441204	57.8123
LOC441208|441208	13.013	LOC441208|441208	32.2414
LOC441294|441294	269.2693	LOC441294|441294	23.3473
LOC441454|441454	5.5055	lowly_expressed	lowly_expressed
LOC441455|441455	12.5125	LOC441455|441455	7.7824
lowly_expressed	lowly_expressed	LOC441666|441666	17.4178
LOC441869|441869	96.0961	LOC441869|441869	180.8486
LOC442421|442421	15.015	lowly_expressed	lowly_expressed
LOC442454|442454	300.3003	LOC442454|442454	269.0493
LOC493754|493754	700.2002	LOC493754|493754	886.8251
LOC541471|541471	145.6456	LOC541471|541471	88.2007
LOC550112|550112	508.4384	LOC550112|550112	161.2072
LOC550643|550643	896.3964	LOC550643|550643	200.8605
lowly_expressed	lowly_expressed	LOC55908|55908	84.1242
lowly_expressed	lowly_expressed	LOC572558|572558	29.6473
LOC595101|595101	102.973	LOC595101|595101	55.5887
LOC606724|606724	5.5055	lowly_expressed	lowly_expressed
LOC613037|613037	115.1151	LOC613037|613037	12.2295
lowly_expressed	lowly_expressed	LOC619207|619207	9.6354
LOC641298|641298	86.0861	LOC641298|641298	319.7536
lowly_expressed	lowly_expressed	LOC642597|642597	7.0412
LOC642826|642826	64.8949	LOC642826|642826	78.8544
LOC642846|642846	116.6166	LOC642846|642846	86.3478
LOC642852|642852	244.7447	LOC642852|642852	191.9663
lowly_expressed	lowly_expressed	LOC643008|643008	5.9295
LOC643387|643387	87.0871	LOC643387|643387	48.9181
LOC643719|643719	19.5195	lowly_expressed	lowly_expressed
LOC643763|643763	168.6687	LOC643763|643763	16.305999999999997
LOC643837|643837	217.7177	LOC643837|643837	594.0579
LOC644165|644165	11.011	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC644172|644172	6.3001
LOC644538|644538	77.5776	LOC644538|644538	285.3553
LOC644936|644936	62.5626	LOC644936|644936	16.6766
LOC645166|645166	123.1231	LOC645166|645166	166.7661
LOC645332|645332	90.0901	LOC645332|645332	35.5768
LOC645431|645431	7.4324	LOC645431|645431	8.7126
LOC645676|645676	23.5335	LOC645676|645676	25.241
lowly_expressed	lowly_expressed	LOC645752|645752	5.5589
LOC646214|646214	167.1672	LOC646214|646214	110.4362
LOC646471|646471	101.6717	LOC646471|646471	24.6999
LOC646762|646762	288.7888	LOC646762|646762	342.79699999999997
LOC646851|646851	322.3223	LOC646851|646851	12.2295
lowly_expressed	lowly_expressed	LOC646982|646982	5.5589
LOC646999|646999	8.008	LOC646999|646999	27.4238
LOC647121|647121	7.5075	LOC647121|647121	57.4417
LOC647288|647288	24.5245	LOC647288|647288	5.9295
LOC647859|647859	42.042	lowly_expressed	lowly_expressed
LOC647946|647946	43.043	LOC647946|647946	8.5236
LOC647979|647979	17550.5506	LOC647979|647979	14446.0215
LOC648691|648691	11.011	lowly_expressed	lowly_expressed
LOC648740|648740	26.5716	LOC648740|648740	21.0607
LOC649330|649330	6.006	LOC649330|649330	7.4118
LOC650368|650368	12.5125	LOC650368|650368	159.3543
LOC650623|650623	12.5125	LOC650623|650623	146.3836
LOC651250|651250	1233.2332	LOC651250|651250	2362.1493
LOC652276|652276	30.03	LOC652276|652276	30.7591
LOC653113|653113	42.5425	LOC653113|653113	10.3766
LOC653501|653501	244.7447	LOC653501|653501	279.4259
LOC653566|653566	2885.3854	LOC653566|653566	1113.9976
LOC653653|653653	42.5425	LOC653653|653653	97.4655
lowly_expressed	lowly_expressed	LOC653786|653786	10.006
LOC654342|654342	552.5526	LOC654342|654342	593.6873
LOC654433|654433	14.5145	LOC654433|654433	101.1714
LOC678655|678655	249.5245	LOC678655|678655	183.8985
LOC723972|723972	6.5065	LOC723972|723972	8.8942
LOC727896|727896	27.5275	LOC727896|727896	28.1649
LOC728024|728024	16.5165	LOC728024|728024	34.0944
LOC728190|728190	170.6707	LOC728190|728190	217.9077
LOC728264|728264	68.5686	LOC728264|728264	424.3271
LOC728323|728323	18.018	LOC728323|728323	34.0944
LOC728392|728392	11.5115	LOC728392|728392	69.3006
LOC728554|728554	165.6657	LOC728554|728554	86.3478
LOC728606|728606	8.008	lowly_expressed	lowly_expressed
LOC728613|728613	54.0541	LOC728613|728613	90.7949
LOC728640|728640	56.5566	LOC728640|728640	36.6885
LOC728643|728643	108.6086	LOC728643|728643	43.3592
LOC728723|728723	19.019000000000002	LOC728723|728723	42.2474
LOC728743|728743	257.2573	LOC728743|728743	134.1541
LOC728758|728758	38.038000000000004	LOC728758|728758	25.5708
LOC728819|728819	24.5245	LOC728819|728819	60.4064
LOC728855|728855	168.0531	LOC728855|728855	195.2053
LOC728875|728875	101.7167	LOC728875|728875	29.0025
LOC728989|728989	16.5165	lowly_expressed	lowly_expressed
LOC729020|729020	28.5285	LOC729020|729020	27.7944
LOC729082|729082	817.0269999999999	LOC729082|729082	736.1315
LOC729156|729156	56.1912	lowly_expressed	lowly_expressed
LOC729176|729176	96.0961	LOC729176|729176	67.077
LOC729234|729234	354.3544	LOC729234|729234	65.5947
LOC729375|729375	39.039	LOC729375|729375	12.2295
lowly_expressed	lowly_expressed	LOC729467|729467	6.3001
LOC729603|729603	48.5485	LOC729603|729603	20.0119
LOC729678|729678	410.966	LOC729678|729678	513.9472
LOC729799|729799	26.026	LOC729799|729799	9.6354
LOC729991-MEF2B|4207	5.0501	LOC729991-MEF2B|4207	32.5046
LOC729991|729991	166.1662	LOC729991|729991	262.6789
LOC730101|730101	170.1702	LOC730101|730101	48.5475
LOC80054|80054	21.5215	LOC80054|80054	277.9435
LOC80154|80154	263.2633	LOC80154|80154	74.4889
LOC81691|81691	134.6346	LOC81691|81691	140.8247
LOC84740|84740	840.3353	LOC84740|84740	14.1344
LOC84856|84856	226.2262	LOC84856|84856	8.8942
LOC84989|84989	5.5055	lowly_expressed	lowly_expressed
LOC90110|90110	301.3013	LOC90110|90110	372.4443
lowly_expressed	lowly_expressed	LOC90246|90246	45.5827
lowly_expressed	lowly_expressed	LOC90586|90586	21.8649
LOC90784|90784	178.6787	LOC90784|90784	118.9598
LOC90834|90834	30.5305	LOC90834|90834	13.7119
LOC91316|91316	154.1542	LOC91316|91316	201.1199
LOC92249|92249	1977.9779999999998	LOC92249|92249	365.0325
LOC92659|92659	62.5626	LOC92659|92659	9.6354
LOC92973|92973	126.1261	LOC92973|92973	54.8475
LOC93432|93432	17.5175	lowly_expressed	lowly_expressed
LOC93622|93622	297.2973	LOC93622|93622	204.1958
LOC96610|96610	1099.995	LOC96610|96610	510.4303
LOH12CR1|118426	116.1161	LOH12CR1|118426	85.236
LOH12CR2|503693	108.6086	LOH12CR2|503693	43.7298
LOH3CR2A|29931	118.1181	LOH3CR2A|29931	141.9365
LONP1|9361	576.5766	LONP1|9361	1286.3226
LONP2|83752	1762.7628	LONP2|83752	2467.7678
LONRF1|91694	1601.6016	LONRF1|91694	734.5121
lowly_expressed	lowly_expressed	LONRF2|164832	482.1393
lowly_expressed	lowly_expressed	LONRF3|79836	100.0597
lowly_expressed	lowly_expressed	LOXHD1|125336	55.9593
LOXL1|4016	667.1672	LOXL1|4016	313.8909
LOXL2|4017	324.2993	LOXL2|4017	1387.4644
LOXL3|84695	15.6507	LOXL3|84695	107.705
LOXL4|84171	662.6627	LOXL4|84171	248.6668
LOX|4015	1170.1702	LOX|4015	994.2966
LPAR1|1902	288.2883	LPAR1|1902	614.8111
LPAR2|9170	263.2633	LPAR2|9170	30.3885
LPAR4|2846	5.5055	LPAR4|2846	11.4883
LPAR5|57121	41.5415	LPAR5|57121	10.3766
LPAR6|10161	1132.1321	LPAR6|10161	1501.6362
LPCAT1|79888	894.3944	LPCAT1|79888	545.1399
LPCAT2|54947	1222.7227	LPCAT2|54947	431.3683
LPCAT3|10162	1858.8589	LPCAT3|10162	763.4182
LPCAT4|254531	371.3714	LPCAT4|254531	264.2316
LPGAT1|9926	2535.035	LPGAT1|9926	3066.6434
LPHN1|22859	1118.6186	LPHN1|22859	2204.6479999999997
LPHN2|23266	1017.5175	LPHN2|23266	2944.7189
lowly_expressed	lowly_expressed	LPHN3|23284	120.8128
LPIN1|23175	2107.6076	LPIN1|23175	2842.0651
LPIN2|9663	1206.7067	LPIN2|9663	1238.1457
LPIN3|64900	493.1031	LPIN3|64900	335.4111
LPL|4023	248.2482	LPL|4023	82872.75
lowly_expressed	lowly_expressed	LPPR1|54886	7.7824
LPPR2|64748	426.4264	LPPR2|64748	333.1616
LPPR4|9890	31.031	LPPR4|9890	282.02
LPP|4026	496.99699999999996	LPP|4026	957.9786
LPXN|9404	558.5586	LPXN|9404	96.3538
LQK1|642946	6.006	lowly_expressed	lowly_expressed
LRAT|9227	348.8488	LRAT|9227	14.8237
LRBA|987	1609.6096	LRBA|987	1303.3698
LRCH1|23143	706.7067	LRCH1|23143	780.836
LRCH2|57631	10.01	LRCH2|57631	117.8481
LRCH3|84859	253.2533	LRCH3|84859	442.8567
LRCH4|4034	873.8739	LRCH4|4034	271.2729
LRDD|55367	83.0831	LRDD|55367	141.5659
LRFN1|57622	132.1321	LRFN1|57622	24.459
LRFN3|79414	200.7007	LRFN3|79414	124.5187
LRFN4|78999	403.9039	LRFN4|78999	171.9544
LRFN5|145581	10.01	LRFN5|145581	25.5708
LRG1|116844	68.5686	LRG1|116844	53.3652
LRIG1|26018	3423.4785	LRIG1|26018	7811.432
LRIG2|9860	65.5656	LRIG2|9860	204.5664
LRIG3|121227	968.9689999999999	LRIG3|121227	1278.9108
LRIT3|345193	61.0611	lowly_expressed	lowly_expressed
LRMP|4033	36.036	LRMP|4033	231.9902
LRP10|26020	1239.7397	LRP10|26020	3432.0465
LRP11|84918	1871.3714	LRP11|84918	1052.1089
LRP12|29967	555.5556	LRP12|29967	334.2734
LRP1B|53353	63.5636	LRP1B|53353	222.3548
LRP1|4035	1378.8789	LRP1|4035	56068.2481
LRP2BP|55805	102.1021	LRP2BP|55805	30.0179
LRP2|4036	12.012	lowly_expressed	lowly_expressed
LRP3|4037	556.0561	LRP3|4037	1268.638
LRP4|4038	23.023000000000003	LRP4|4038	81.4967
LRP5L|91355	41.041000000000004	LRP5L|91355	31.1297
LRP5|4041	1469.97	LRP5|4041	4222.1473
LRP6|4040	3013.5135	LRP6|4040	1933.3751
LRP8|7804	56.5566	LRP8|7804	33.7238
LRPAP1|4043	931.9319	LRPAP1|4043	1735.4793
LRPPRC|10128	3778.2783	LRPPRC|10128	4735.7869
lowly_expressed	lowly_expressed	LRRC10B|390205	20.7531
LRRC14|9684	267.4474	LRRC14|9684	348.05199999999996
LRRC15|131578	721.7217	LRRC15|131578	124.1481
LRRC16A|55604	805.8058	LRRC16A|55604	173.4368
LRRC16B|90668	8.008	LRRC16B|90668	6.6706
LRRC17|10234	77.0771	LRRC17|10234	237.1785
LRRC1|55227	1585.0851	LRRC1|55227	106.7303
LRRC20|55222	47.047	LRRC20|55222	205.3076
LRRC23|10233	74.5746	LRRC23|10233	98.5773
LRRC24|441381	5.3253	lowly_expressed	lowly_expressed
LRRC25|126364	23.5235	LRRC25|126364	20.7531
LRRC26|389816	6.006	lowly_expressed	lowly_expressed
LRRC27|80313	110.6106	LRRC27|80313	133.4129
LRRC28|123355	268.2683	LRRC28|123355	305.7379
LRRC29|26231	38.038000000000004	LRRC29|26231	38.5415
LRRC2|79442	19.019000000000002	LRRC2|79442	189.3722
LRRC32|2615	311.8118	LRRC32|2615	1348.9525
LRRC33|375387	71.0711	LRRC33|375387	103.7656
LRRC34|151827	82.5826	LRRC34|151827	161.2072
LRRC36|55282	10.01	lowly_expressed	lowly_expressed
LRRC37A2|474170	73.5235	LRRC37A2|474170	109.443
LRRC37A3|374819	117.6176	LRRC37A3|374819	52.9946
LRRC37A4|55073	84.5846	LRRC37A4|55073	216.4253
LRRC37A|9884	197.6977	LRRC37A|9884	293.5084
LRRC37B2|147172	295.2953	LRRC37B2|147172	445.0802
LRRC37B|114659	136.1361	LRRC37B|114659	98.5773
LRRC39|127495	5.6657	LRRC39|127495	8.0641
LRRC3|81543	13.013	LRRC3|81543	144.9012
LRRC40|55631	184.1842	LRRC40|55631	406.9093
LRRC41|10489	1144.1441	LRRC41|10489	1665.8081
LRRC42|115353	329.8298	LRRC42|115353	338.3499
LRRC43|254050	12.012	lowly_expressed	lowly_expressed
LRRC45|201255	23.5235	LRRC45|201255	91.5361
LRRC46|90506	15.015	lowly_expressed	lowly_expressed
LRRC47|57470	1408.4084	LRRC47|57470	1144.0155
LRRC48|83450	42.042	LRRC48|83450	8.5829
LRRC49|54839	198.6987	LRRC49|54839	91.9067
lowly_expressed	lowly_expressed	LRRC4B|94030	17.4178
LRRC4C|57689	171.1712	LRRC4C|57689	27.4238
LRRC4|64101	24.5245	LRRC4|64101	41.5062
LRRC55|219527	8.5085	LRRC55|219527	19.2708
LRRC56|115399	28.028000000000002	lowly_expressed	lowly_expressed
LRRC57|255252	477.4775	LRRC57|255252	349.4676
LRRC58|116064	1262.7628	LRRC58|116064	1641.3491
LRRC59|55379	2566.6016	LRRC59|55379	1563.3507
LRRC61|65999	199.1992	LRRC61|65999	80.0477
LRRC66|339977	12.012	LRRC66|339977	14.8237
LRRC6|23639	116.6166	LRRC6|23639	58.924
LRRC70|100130733	64.9249	LRRC70|100130733	316.4998
LRRC8A|56262	1018.018	LRRC8A|56262	914.2489
LRRC8B|23507	553.5536	LRRC8B|23507	1161.8039
LRRC8C|84230	246.7467	LRRC8C|84230	1480.5125
LRRC8D|55144	1101.6016	LRRC8D|55144	396.1622
LRRC8E|80131	297.2973	LRRC8E|80131	34.0944
LRRCC1|85444	524.024	LRRCC1|85444	401.721
LRRFIP1|9208	2058.5586	LRRFIP1|9208	1953.0164
LRRFIP2|9209	1719.7197	LRRFIP2|9209	1009.8614
LRRIQ1|84125	5.005	LRRIQ1|84125	7.4118
LRRIQ3|127255	7.5075	LRRIQ3|127255	55.5887
LRRK1|79705	194.1942	LRRK1|79705	211.9783
LRRK2|120892	134.6346	LRRK2|120892	753.0416
LRRN1|57633	456.957	LRRN1|57633	13.7119
LRRN2|10446	900.9009	LRRN2|10446	98.5773
LRRN3|54674	5.5055	LRRN3|54674	984.6612
lowly_expressed	lowly_expressed	LRRN4CL|221091	700.7882
LRRN4|164312	6.006	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LRRTM2|26045	80.7889
LRRTM4|80059	6.006	lowly_expressed	lowly_expressed
LRSAM1|90678	236.2362	LRSAM1|90678	283.873
LRTOMT|220074	329.1141	LRTOMT|220074	186.5446
LRWD1|222229	145.6456	LRWD1|222229	114.1421
lowly_expressed	lowly_expressed	LSAMP|4045	18.9002
LSG1|55341	823.3233	LSG1|55341	715.6119
LSM10|84967	205.7057	LSM10|84967	385.415
LSM11|134353	150.6507	LSM11|134353	95.6126
LSM12|124801	1137.1371	LSM12|124801	922.7725
LSM14A|26065	5641.1411	LSM14A|26065	2954.3543
LSM14B|149986	1116.1161	LSM14B|149986	701.5294
LSM1|27257	878.3784	LSM1|27257	499.9277
LSM2|57819	1327.3273	LSM2|57819	391.7151
LSM3|27258	1389.3894	LSM3|27258	824.5658
LSM4|25804	1575.5756	LSM4|25804	568.1165
LSM5|23658	1366.3664	LSM5|23658	488.81
LSM6|11157	356.8569	LSM6|11157	470.651
LSM7|51690	861.3614	LSM7|51690	127.4834
LSMD1|84316	225.2252	LSMD1|84316	307.5908
LSP1|4046	223.7237	LSP1|4046	1131.4154
LSR|51599	4093.0931	LSR|51599	245.3315
LSS|4047	1065.0651	LSS|4047	2157.9534
LST1|7940	51.5516	LST1|7940	30.3885
LTA4H|4048	1749.7497	LTA4H|4048	1595.0252
LTB4R2|56413	15.9459	LTB4R2|56413	27.2533
LTB4R|1241	135.8408	LTB4R|1241	106.6117
LTBP1|4052	2736.2362	LTBP1|4052	1405.2824
LTBP2|4053	963.4635	LTBP2|4053	1630.2314
LTBP3|4054	687.4875	LTBP3|4054	2660.2567
LTBP4|8425	313.3133	LTBP4|8425	3585.8419
LTBR|4055	1740.7407	LTBR|4055	1356.3644
LTB|4050	5.005	LTB|4050	18.5296
LTC4S|4056	12.5125	LTC4S|4056	6.1963
LTF|4057	10611.6116	LTF|4057	444.7096
lowly_expressed	lowly_expressed	LTK|4058	5.1883
LTV1|84946	912.9129	LTV1|84946	594.0579
LUC7L2|51631	3791.2913	LUC7L2|51631	1755.4431
LUC7L3|51747	1686.1862	LUC7L3|51747	1509.4186
LUC7L|55692	567.5676	LUC7L|55692	481.7688
LUM|4060	3917.4174	LUM|4060	4726.1515
LUZP1|7798	693.1932	LUZP1|7798	1966.7283
LUZP2|338645	6.5065	LUZP2|338645	73.7477
LUZP6|767558	6140.6406	LUZP6|767558	5486.605
LXN|56925	1000.0	LXN|56925	324.2674
LY6E|4061	7875.8759	LY6E|4061	1045.4382
LY6G5B|58496	69.7848	LY6G5B|58496	37.2074
LY6G5C|80741	46.5465	LY6G5C|80741	14.4531
LY6G6C|80740	11.5115	lowly_expressed	lowly_expressed
LY6K|54742	19.5195	LY6K|54742	191.5957
LY75|4065	1456.4565	LY75|4065	130.8187
LY86|9450	89.0891	LY86|9450	22.2355
LY96|23643	218.2182	LY96|23643	78.1948
LYAR|55646	180.6807	LYAR|55646	264.2316
lowly_expressed	lowly_expressed	LYG1|129530	5.1883
LYL1|4066	10.01	LYL1|4066	46.3239
LYNX1|66004	105.1051	LYNX1|66004	750.8181
LYN|4067	759.2593	LYN|4067	403.9446
LYPD1|116372	12.6677	lowly_expressed	lowly_expressed
LYPD3|27076	461.4615	LYPD3|27076	24.459
LYPD5|284348	257.2573	LYPD5|284348	13.3413
LYPD6B|130576	28.5285	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LYPD6|130574	36.318000000000005
LYPLA1|10434	1351.8519	LYPLA1|10434	731.9179
LYPLA2P1|653639	64.5646	LYPLA2P1|653639	23.7178
LYPLA2|11313	1614.6146	LYPLA2|11313	463.9804
LYPLAL1|127018	1476.4765	LYPLAL1|127018	589.9814
LYRM1|57149	1528.0279999999998	LYRM1|57149	1327.0876
LYRM2|57226	1193.6537	LYRM2|57226	779.4648
LYRM4|57128	528.028	LYRM4|57128	496.2218
LYRM5|144363	325.8258	LYRM5|144363	599.9874
LYRM7|90624	332.8328	LYRM7|90624	902.0194
LYSMD1|388695	332.3323	LYSMD1|388695	267.9375
LYSMD2|256586	314.3143	LYSMD2|256586	97.8361
LYSMD3|116068	930.9309	LYSMD3|116068	617.7758
LYSMD4|145748	260.005	LYSMD4|145748	307.0016
LYST|1130	396.8969	LYST|1130	1225.5456
LYVE1|10894	8.008	LYVE1|10894	885.7133
LYZ|4069	1111.6116	LYZ|4069	283.873
LZIC|84328	279.2793	LZIC|84328	415.8035
LZTFL1|54585	1285.2853	LZTFL1|54585	512.1572
LZTR1|8216	380.7207	LZTR1|8216	1241.5885
LZTS1|11178	94.0941	LZTS1|11178	86.3478
LZTS2|84445	829.3293	LZTS2|84445	1705.4614
M6PR|4074	3121.1662	M6PR|4074	2180.2334
lowly_expressed	lowly_expressed	MAB21L1|4081	307.2202
MACC1|346389	589.5896	MACC1|346389	95.6126
MACF1|23499	2233.7337	MACF1|23499	7239.5021
MACROD1|28992	41.5415	MACROD1|28992	139.7129
MACROD2|140733	124.1241	MACROD2|140733	180.1074
MAD1L1|8379	75.0751	MAD1L1|8379	293.1378
MAD2L1BP|9587	371.3714	MAD2L1BP|9587	304.9967
MAD2L1|4085	419.4194	MAD2L1|4085	59.6652
MAD2L2|10459	378.8789	MAD2L2|10459	226.0607
MADD|8567	611.6116	MADD|8567	912.7665
MAEA|10296	587.5876	MAEA|10296	804.5538
MAEL|84944	21.021	lowly_expressed	lowly_expressed
MAF1|84232	1472.973	MAF1|84232	2546.7038
MAFB|9935	2071.0711	MAFB|9935	605.9169
MAFF|23764	5040.5405	MAFF|23764	2223.5481
MAFG|4097	324.3243	MAFG|4097	836.0541
MAFK|7975	343.964	MAFK|7975	624.024
MAF|4094	201.2012	MAF|4094	1116.5917
MAGEB1|4112	52.5526	lowly_expressed	lowly_expressed
MAGEB4|4115	58.5586	lowly_expressed	lowly_expressed
MAGEC3|139081	7.007000000000001	lowly_expressed	lowly_expressed
MAGED1|9500	11901.9019	MAGED1|9500	2375.4906
MAGED2|10916	5650.1502	MAGED2|10916	2526.3213
MAGED4B|81557	529.1792	MAGED4B|81557	123.4847
MAGED4|728239	804.1542	MAGED4|728239	43.2814
MAGEE1|57692	109.1091	MAGEE1|57692	110.8068
MAGEF1|64110	1346.8468	MAGEF1|64110	429.1448
MAGEH1|28986	650.1502	MAGEH1|28986	561.8165
lowly_expressed	lowly_expressed	MAGEL2|54551	46.3239
MAGI1|9223	1087.5876	MAGI1|9223	1932.2633
MAGI2|9863	277.2773	MAGI2|9863	461.3862
MAGI3|260425	373.3734	MAGI3|260425	458.0509
MAGIX|79917	33.5335	MAGIX|79917	15.5648
MAGOHB|55110	854.3544	MAGOHB|55110	196.0428
MAGOH|4116	547.047	MAGOH|4116	333.9028
MAGT1|84061	3925.9259	MAGT1|84061	1774.7620000000002
MAK16|84549	885.7057	MAK16|84549	405.2231
MAK|4117	12.012	MAK|4117	11.1177
MAL2|114569	3934.9349	MAL2|114569	1637.6432
MALAT1|378938	4239.955	MALAT1|378938	4139.2275
MALL|7851	5917.4174	MALL|7851	478.80400000000003
MALT1|10892	1496.997	MALT1|10892	552.5517
MAL|4118	6.5065	MAL|4118	20.0119
MAMDC2|256691	19.019000000000002	MAMDC2|256691	401.3467
MAMDC4|158056	5.5055	MAMDC4|158056	102.2832
MAML1|9794	650.6507	MAML1|9794	1054.4362
MAML2|84441	687.1872	MAML2|84441	873.4838
MAML3|55534	495.4955	MAML3|55534	456.9391
MAMLD1|10046	1714.2142	MAMLD1|10046	422.8447
MAMSTR|284358	9.5095	MAMSTR|284358	14.4531
MAN1A1|4121	123.1231	MAN1A1|4121	3330.1339
MAN1A2|10905	13603.1031	MAN1A2|10905	2491.4857
MAN1B1|11253	1044.5445	MAN1B1|11253	943.8962
MAN1C1|57134	19.5195	MAN1C1|57134	427.2918
MAN2A1|4124	107.1071	MAN2A1|4124	662.2467
MAN2A2|4122	902.9029	MAN2A2|4122	3234.1507
MAN2B1|4125	2634.6346	MAN2B1|4125	1041.3617
MAN2B2|23324	816.3163	MAN2B2|23324	1440.4886
MAN2C1|4123	266.7668	MAN2C1|4123	1283.3579
MANBAL|63905	2591.5916	MANBAL|63905	1141.0508
MANBA|4126	1285.7858	MANBA|4126	556.6282
MANEAL|149175	319.3193	MANEAL|149175	38.1709
MANEA|79694	632.1321	MANEA|79694	705.2353
MANF|7873	1243.7437	MANF|7873	437.6684
MANSC1|54682	10603.6036	MANSC1|54682	728.9532
MAOA|4128	1504.004	MAOA|4128	14298.5262
MAOB|4129	1772.7728	MAOB|4129	6458.2955
MAP1A|4130	88.0881	lowly_expressed	lowly_expressed
MAP1B|4131	1427.9279	MAP1B|4131	2180.5595
MAP1D|254042	65.0651	MAP1D|254042	107.8421
MAP1LC3A|84557	861.8619	MAP1LC3A|84557	425.4389
MAP1LC3B2|643246	575.5756	MAP1LC3B2|643246	411.3564
MAP1LC3B|81631	5731.7317	MAP1LC3B|81631	3516.5413
MAP1LC3C|440738	5.005	MAP1LC3C|440738	86.3478
MAP1S|55201	495.996	MAP1S|55201	306.1085
MAP2K1|5604	787.3874	MAP2K1|5604	1770.0925
MAP2K2|5605	1008.008	MAP2K2|5605	1069.1561
MAP2K3|5606	1161.6617	MAP2K3|5606	837.5365
MAP2K4|6416	612.6126	MAP2K4|6416	899.7958
MAP2K5|5607	221.7217	MAP2K5|5607	433.9625
MAP2K6|5608	392.8929	MAP2K6|5608	134.1541
MAP2K7|5609	432.9329	MAP2K7|5609	761.1946
MAP2|4133	1180.1802	MAP2|4133	300.5496
MAP3K10|4294	48.5485	MAP3K10|4294	167.5073
MAP3K11|4296	561.0611	MAP3K11|4296	1204.7925
MAP3K12|7786	40.8859	MAP3K12|7786	118.3002
MAP3K13|9175	90.5906	MAP3K13|9175	36.8701
MAP3K14|9020	101.1011	MAP3K14|9020	303.1437
MAP3K1|4214	1091.0911	MAP3K1|4214	584.4226
MAP3K2|10746	498.4985	MAP3K2|10746	1142.9037
MAP3K3|4215	325.7157	MAP3K3|4215	1504.6898
MAP3K4|4216	454.4545	MAP3K4|4216	965.0199
MAP3K5|4217	224.2242	MAP3K5|4217	1954.1282
MAP3K6|9064	765.2653	MAP3K6|9064	690.0411
MAP3K7|6885	941.4414	MAP3K7|6885	737.4768
MAP3K8|1326	270.7708	MAP3K8|1326	951.308
MAP3K9|4293	50.5506	lowly_expressed	lowly_expressed
MAP4K1|11184	14.014000000000001	MAP4K1|11184	17.7884
MAP4K2|5871	120.6206	MAP4K2|5871	355.7677
MAP4K3|8491	684.1842	MAP4K3|8491	833.8305
MAP4K4|9448	3208.2082	MAP4K4|9448	4474.52
MAP4K5|11183	863.3634	MAP4K5|11183	973.5435
MAP4|4134	3325.8258	MAP4|4134	14113.9717
MAP6D1|79929	35.035	MAP6D1|79929	13.3413
MAP6|4135	207.2072	MAP6|4135	171.2132
MAP7D1|55700	359.8599	MAP7D1|55700	7507.069
MAP7D2|256714	236.7367	MAP7D2|256714	22.9767
MAP7D3|79649	134.6346	MAP7D3|79649	1394.1647
MAP7|9053	1308.3083	MAP7|9053	210.4959
MAP9|79884	510.5105	MAP9|79884	419.1388
MAPK10|5602	1187.6877	MAPK10|5602	1800.7034
MAPK11|5600	151.1512	MAPK11|5600	535.5045
MAPK12|6300	114.1441	MAPK12|6300	106.0225
MAPK13|5603	835.8358	MAPK13|5603	113.0304
MAPK14|1432	1151.6517	MAPK14|1432	2110.1472
MAPK15|225689	37.5375	lowly_expressed	lowly_expressed
MAPK1IP1L|93487	1749.2492	MAPK1IP1L|93487	1958.5753
MAPK1|5594	3194.6947	MAPK1|5594	3286.7747
MAPK3|5595	887.3423	MAPK3|5595	2034.9171
MAPK4|5596	348.8488	MAPK4|5596	22.9767
MAPK6|5597	1516.5165	MAPK6|5597	996.5201
MAPK7|5598	176.6767	MAPK7|5598	217.2962
MAPK8IP1|9479	46.5465	MAPK8IP1|9479	195.3016
MAPK8IP2|23542	122.1221	MAPK8IP2|23542	21.1237
MAPK8IP3|23162	575.5756	MAPK8IP3|23162	333.5322
MAPK8|5599	212.2122	MAPK8|5599	315.0026
MAPK9|5601	955.956	MAPK9|5601	1414.1766
MAPKAP1|79109	2601.1011	MAPKAP1|79109	2550.0391
MAPKAPK2|9261	5246.2462	MAPKAPK2|9261	2297.2958
MAPKAPK3|7867	730.2302	MAPKAPK3|7867	581.0872
MAPKAPK5|8550	696.8468	MAPKAPK5|8550	480.2049
MAPKBP1|23005	404.9049	MAPKBP1|23005	436.186
MAPKSP1|8649	2563.5636	MAPKSP1|8649	869.4073
MAPRE1|22919	3170.6707	MAPRE1|22919	3149.2853
