gene_id	TCGA-E2-A1L7-01A-11R-A144-07	gene_id	TCGA-E2-A1L7-11A-33R-A144-07
KIAA0247|9766	1775.0819	KIAA0247|9766	3929.5603
KIAA0284|283638	2100.6915	KIAA0284|283638	1732.899
KIAA0317|9870	642.4845	KIAA0317|9870	796.4169
KIAA0319L|79932	2469.9745	KIAA0319L|79932	2826.5472
KIAA0319|9856	130.0497	lowly_expressed	lowly_expressed
KIAA0355|9710	708.9652	KIAA0355|9710	1371.7427
KIAA0368|23392	2025.4762	KIAA0368|23392	3218.6482
KIAA0391|9692	510.353	KIAA0391|9692	587.4715
KIAA0406|9675	944.3164	KIAA0406|9675	657.5733
lowly_expressed	lowly_expressed	KIAA0408|9729	33.2492
KIAA0415|9907	395.0018	KIAA0415|9907	548.0456
KIAA0427|9811	1439.2818	KIAA0427|9811	1376.6287
KIAA0430|9665	1678.0298	KIAA0430|9665	2257.7362
KIAA0467|23334	1086.3132	KIAA0467|23334	1329.3526
KIAA0494|9813	2883.5812	KIAA0494|9813	4456.3803
KIAA0495|57212	523.1105	KIAA0495|57212	685.2606
KIAA0513|9764	283.392	KIAA0513|9764	401.0586
KIAA0528|9847	1069.9988	KIAA0528|9847	1035.0163
KIAA0556|23247	401.3102	KIAA0556|23247	836.7264
KIAA0562|9731	551.7409	KIAA0562|9731	807.4104
KIAA0564|23078	305.2287	KIAA0564|23078	826.9544
KIAA0586|9786	568.2397	KIAA0586|9786	392.5081
KIAA0649|9858	546.8883	KIAA0649|9858	807.0033
KIAA0652|9776	2447.6526	KIAA0652|9776	1675.8958
KIAA0664P3|100132341	10.6757	KIAA0664P3|100132341	84.2834
KIAA0664|23277	1567.8758	KIAA0664|23277	1964.9837
KIAA0748|9840	73.7596	KIAA0748|9840	28.5016
KIAA0753|9851	393.0608	KIAA0753|9851	581.4332
KIAA0754|643314	76.6711	KIAA0754|643314	171.8241
KIAA0776|23376	1583.8894	KIAA0776|23376	824.5114
KIAA0802|23255	303.2876	KIAA0802|23255	144.9511
KIAA0831|22863	464.8793	KIAA0831|22863	629.886
KIAA0892|23383	1860.0024	KIAA0892|23383	1514.2508
KIAA0895L|653319	284.1829	KIAA0895L|653319	236.2134
KIAA0895|23366	206.2356	KIAA0895|23366	209.2834
KIAA0907|22889	1396.0937	KIAA0907|22889	788.2736
KIAA0913|23053	2364.1878	KIAA0913|23053	2064.7394
KIAA0922|23240	263.4963	KIAA0922|23240	578.9902
KIAA0947|23379	1908.5284	KIAA0947|23379	1325.3257
KIAA1009|22832	258.6437	KIAA1009|22832	319.2182
KIAA1012|22878	1602.3292	KIAA1012|22878	1163.6808
KIAA1024|23251	78.6122	KIAA1024|23251	30.5375
KIAA1033|23325	706.5389	KIAA1033|23325	1008.1433
lowly_expressed	lowly_expressed	KIAA1045|23349	21.987
KIAA1107|23285	43.6734	KIAA1107|23285	158.7948
KIAA1109|84162	1001.0918	KIAA1109|84162	2837.1336
KIAA1143|57456	931.6996	KIAA1143|57456	776.0586
KIAA1147|57189	671.1149	KIAA1147|57189	1336.3192
KIAA1161|57462	396.9429	KIAA1161|57462	250.0
KIAA1191|57179	1671.2362	KIAA1191|57179	2282.5733
KIAA1199|57214	175.6642	KIAA1199|57214	45.1954
KIAA1211|57482	188.7662	KIAA1211|57482	43.9739
KIAA1217|56243	2701.4436	KIAA1217|56243	4196.2215
KIAA1244|57221	1582.4336	KIAA1244|57221	824.5114
KIAA1257|57501	13.5873	KIAA1257|57501	10.1995
KIAA1267|284058	1012.7381	KIAA1267|284058	1786.2378
KIAA1274|27143	415.86800000000005	KIAA1274|27143	521.5798
KIAA1279|26128	1114.6427	KIAA1279|26128	736.5635
KIAA1310|55683	2284.6051	KIAA1310|55683	1843.241
KIAA1324L|222223	448.3804	KIAA1324L|222223	368.8925
KIAA1324|57535	16400.3397	KIAA1324|57535	14067.1824
KIAA1328|57536	215.9408	KIAA1328|57536	231.6775
KIAA1370|56204	2044.4013	KIAA1370|56204	1411.645
KIAA1377|57562	370.2535	KIAA1377|57562	292.7524
KIAA1383|54627	84.9205	KIAA1383|54627	92.4267
KIAA1407|57577	157.2243	KIAA1407|57577	303.3388
KIAA1409|57578	126.6529	KIAA1409|57578	5.2932
KIAA1429|25962	1874.075	KIAA1429|25962	1915.7166
KIAA1430|57587	639.0877	KIAA1430|57587	1370.5212
KIAA1432|57589	404.5275	KIAA1432|57589	734.2793
KIAA1462|57608	619.6773	KIAA1462|57608	1510.1792
KIAA1467|57613	849.2054	KIAA1467|57613	997.557
KIAA1468|57614	1064.1757	KIAA1468|57614	835.5049
KIAA1486|57624	28.6304	lowly_expressed	lowly_expressed
KIAA1522|57648	5201.5043	KIAA1522|57648	4125.4072
KIAA1524|57650	346.4758	KIAA1524|57650	75.3257
KIAA1529|57653	53.3786	KIAA1529|57653	183.2248
KIAA1530|57654	174.6937	KIAA1530|57654	174.6743
KIAA1539|80256	293.0972	KIAA1539|80256	300.8958
KIAA1543|57662	943.8311	KIAA1543|57662	766.2866
KIAA1549|57670	90.7437	KIAA1549|57670	482.899
KIAA1586|57691	201.38299999999998	KIAA1586|57691	118.4853
KIAA1598|57698	649.2782	KIAA1598|57698	915.3094
KIAA1609|57707	166.4443	KIAA1609|57707	500.8143
KIAA1614|57710	38.5297	KIAA1614|57710	99.0391
KIAA1632|57724	1316.0257	KIAA1632|57724	1144.5439999999999
KIAA1644|85352	89.7731	KIAA1644|85352	33.3876
KIAA1671|85379	2103.1178	KIAA1671|85379	3813.9251
KIAA1683|80726	304.7434	KIAA1683|80726	482.0847
KIAA1704|55425	397.3505	KIAA1704|55425	427.4756
KIAA1712|80817	170.1274	KIAA1712|80817	337.048
KIAA1715|80856	816.2077	KIAA1715|80856	543.1596
KIAA1731|85459	829.795	KIAA1731|85459	529.7231
KIAA1737|85457	797.2825	KIAA1737|85457	1269.1368
KIAA1755|85449	104.3309	KIAA1755|85449	439.7394
KIAA1797|54914	445.4689	KIAA1797|54914	722.3127
KIAA1804|84451	261.5553	KIAA1804|84451	144.54399999999998
KIAA1826|84437	220.3081	KIAA1826|84437	341.2052
KIAA1841|84542	653.1603	KIAA1841|84542	155.5375
KIAA1875|340390	114.0362	KIAA1875|340390	21.987
KIAA1908|114796	98.9931	KIAA1908|114796	198.2899
KIAA1919|91749	57.746	KIAA1919|91749	98.9414
KIAA1949|170954	1691.1319	KIAA1949|170954	998.7785
KIAA1958|158405	73.2743	KIAA1958|158405	71.2541
KIAA1967|57805	1981.3175	KIAA1967|57805	2645.7655
lowly_expressed	lowly_expressed	KIAA1984|84960	13.8436
KIAA2013|90231	1304.3795	KIAA2013|90231	1167.3453
KIAA2018|205717	698.7747	KIAA2018|205717	903.9088
KIAA2022|340533	161.1064	KIAA2022|340533	52.1173
KIAA2026|158358	555.623	KIAA2026|158358	1037.0521
KIDINS220|57498	2468.5187	KIDINS220|57498	2687.7036
KIF11|3832	1325.7309	KIF11|3832	180.3746
KIF12|113220	131.9908	KIF12|113220	972.3127
KIF13A|63971	533.7862	KIF13A|63971	1761.4007
KIF13B|23303	824.4571	KIF13B|23303	2369.2834
KIF14|9928	674.0264	KIF14|9928	26.4658
KIF15|56992	943.3459	KIF15|56992	40.7166
KIF16B|55614	2566.5413	KIF16B|55614	1464.1694
KIF17|57576	14.5578	KIF17|57576	52.5244
KIF18A|81930	312.9928	KIF18A|81930	44.7883
KIF18B|146909	513.4053	KIF18B|146909	35.4235
KIF19|124602	5.8231	KIF19|124602	111.9707
KIF1A|547	607.5458	KIF1A|547	14.2508
KIF1B|23095	1693.5582	KIF1B|23095	1766.6938
KIF1C|10749	707.9947	KIF1C|10749	2718.6482
KIF20A|10112	1849.3267	KIF20A|10112	85.9121
KIF20B|9585	471.1877	KIF20B|9585	236.9707
KIF21A|55605	514.3758	KIF21A|55605	338.355
KIF21B|23046	180.5168	KIF21B|23046	165.3094
KIF22|3835	1547.4948	KIF22|3835	855.8632
KIF23|9493	1695.4992	KIF23|9493	108.3062
KIF24|347240	561.9313	KIF24|347240	120.11399999999999
lowly_expressed	lowly_expressed	KIF25|3834	5.2932
KIF26A|26153	32.5124	KIF26A|26153	237.785
KIF26B|55083	198.4714	KIF26B|55083	59.4463
KIF27|55582	119.8593	KIF27|55582	123.7785
KIF2A|3796	545.9177	KIF2A|3796	573.2899
KIF2C|11004	2301.104	KIF2C|11004	103.01299999999999
KIF3A|11127	567.2692	KIF3A|11127	446.6612
KIF3B|9371	2178.8184	KIF3B|9371	1741.8567
KIF3C|3797	1137.9352	KIF3C|3797	545.6026
KIF4A|24137	1635.8122	KIF4A|24137	52.9316
KIF4B|285643	18.9251	lowly_expressed	lowly_expressed
KIF5A|3798	107.2425	KIF5A|3798	37.8664
KIF5B|3799	4381.4145	KIF5B|3799	3994.7068
KIF5C|3800	757.0059	KIF5C|3800	268.7296
KIF6|221458	7.7642	KIF6|221458	10.9935
KIF7|374654	252.4615	KIF7|374654	268.0049
KIF9|64147	279.9029	KIF9|64147	148.4853
KIFAP3|22920	853.0875	KIFAP3|22920	921.8241
KIFC1|3833	854.5432	KIFC1|3833	131.1075
KIFC2|90990	572.8691	KIFC2|90990	216.82
KIFC3|3801	184.8841	KIFC3|3801	489.4137
KILLIN|100144748	25.2335	KILLIN|100144748	31.3518
KIN|22944	221.7639	KIN|22944	237.785
KIR2DL1|3802	7.9097	lowly_expressed	lowly_expressed
KIR2DL3|3804	7.1333	lowly_expressed	lowly_expressed
KIR3DL1|3811	8.2931	lowly_expressed	lowly_expressed
KIRREL2|84063	14.5578	KIRREL2|84063	5.7003
KIRREL|55243	86.3763	KIRREL|55243	584.2834
KISS1R|84634	24.7483	lowly_expressed	lowly_expressed
KITLG|4254	465.3646	KITLG|4254	759.3648
KIT|3815	319.7865	KIT|3815	6850.9772
KLB|152831	61.1428	KLB|152831	50.8958
KLC1|3831	1817.8527	KLC1|3831	1827.9682
KLC2|64837	497.87699999999995	KLC2|64837	559.8534
KLC3|147700	96.0815	KLC3|147700	183.6319
KLC4|89953	615.1741	KLC4|89953	576.3477
KLF10|7071	1378.139	KLF10|7071	2389.2508
KLF11|8462	579.4007	KLF11|8462	929.5603
KLF12|11278	733.7135	KLF12|11278	630.2932
KLF13|51621	1676.0888	KLF13|51621	2688.9251
KLF15|28999	16.9841	KLF15|28999	433.2248
KLF16|83855	393.0608	KLF16|83855	466.6124
KLF2|10365	337.7411	KLF2|10365	508.5505
KLF3|51274	1431.9592	KLF3|51274	907.9235
KLF4|9314	340.1674	KLF4|9314	1293.9739
KLF5|688	724.9788	KLF5|688	1791.5309
KLF6|1316	2436.4916	KLF6|1316	18449.9186
KLF7|8609	213.9998	KLF7|8609	318.4039
KLF8|11279	229.0428	KLF8|11279	373.7785
KLF9|687	859.8811	KLF9|687	5564.3322
KLHDC10|23008	385.7819	KLHDC10|23008	832.6547
KLHDC1|122773	37.8503	KLHDC1|122773	108.3062
KLHDC2|23588	1162.1982	KLHDC2|23588	1089.5765
KLHDC3|116138	2946.0148	KLHDC3|116138	1892.101
KLHDC4|54758	249.6227	KLHDC4|54758	380.8143
KLHDC5|57542	1634.8417	KLHDC5|57542	1152.2801
KLHDC7A|127707	338.7116	KLHDC7A|127707	128.6645
KLHDC7B|113730	71.3333	KLHDC7B|113730	237.3779
KLHDC8A|55220	18.9251	KLHDC8A|55220	46.8241
KLHDC8B|200942	276.1131	KLHDC8B|200942	541.9381
KLHDC9|126823	57.2607	KLHDC9|126823	85.5049
KLHL11|55175	33.483000000000004	KLHL11|55175	40.7166
KLHL12|59349	1006.4297	KLHL12|59349	880.2932
KLHL13|90293	70.3627	KLHL13|90293	1691.7752
KLHL14|57565	272.231	KLHL14|57565	27.2801
KLHL15|80311	347.9316	KLHL15|80311	204.3974
KLHL17|339451	128.594	KLHL17|339451	91.6124
KLHL18|23276	554.1672	KLHL18|23276	500.8143
KLHL20|27252	349.8726	KLHL20|27252	409.6091
KLHL21|9903	770.1080000000001	KLHL21|9903	1976.3844
KLHL22|84861	512.4348	KLHL22|84861	480.45599999999996
KLHL23|151230	315.1717	KLHL23|151230	144.4707
KLHL24|54800	1606.6966	KLHL24|54800	1054.9674
KLHL25|64410	353.2694	KLHL25|64410	334.2834
KLHL26|55295	228.5576	KLHL26|55295	361.5635
KLHL28|54813	505.1559	KLHL28|54813	357.4919
KLHL29|114818	53.8639	KLHL29|114818	618.8925
KLHL2|11275	347.4463	KLHL2|11275	854.6417
lowly_expressed	lowly_expressed	KLHL30|377007	15.8795
KLHL31|401265	14.7519	KLHL31|401265	47.9682
KLHL32|114792	23.7778	KLHL32|114792	13.4365
KLHL35|283212	104.8162	KLHL35|283212	46.8241
KLHL36|79786	163.5327	KLHL36|79786	261.4007
KLHL38|340359	18.9251	KLHL38|340359	8.5505
KLHL3|26249	88.3174	KLHL3|26249	218.6482
KLHL4|56062	8.2494	KLHL4|56062	19.9511
KLHL5|51088	387.2377	KLHL5|51088	870.9283
KLHL6|89857	362.0041	KLHL6|89857	168.9739
KLHL7|55975	411.9859	KLHL7|55975	653.9088
KLHL8|57563	192.6483	KLHL8|57563	379.0717
KLHL9|55958	2141.4534	KLHL9|55958	1648.6156
lowly_expressed	lowly_expressed	KLK10|5655	383.1433
lowly_expressed	lowly_expressed	KLK11|11012	123.3713
lowly_expressed	lowly_expressed	KLK13|26085	15.0651
lowly_expressed	lowly_expressed	KLK2|3817	9.3648
lowly_expressed	lowly_expressed	KLK3|354	6.5147
KLK4|9622	15.0431	lowly_expressed	lowly_expressed
KLK5|25818	8.2494	KLK5|25818	902.6873
KLK6|5653	8.7347	KLK6|5653	284.202
KLK7|5650	5.3379	KLK7|5650	655.1303
lowly_expressed	lowly_expressed	KLK8|11202	196.987
lowly_expressed	lowly_expressed	KLKB1|3818	14.2508
KLRA1|10748	15.0431	KLRA1|10748	43.1596
KLRAQ1|129285	464.394	KLRAQ1|129285	619.7068
KLRB1|3820	54.8344	KLRB1|3820	72.0684
KLRC1|3821	6.3084	KLRC1|3821	29.7231
KLRC2|3822	11.0542	KLRC2|3822	9.6295
KLRC3|3823	8.8414	KLRC3|3823	9.1002
KLRC4|8302	14.2618	KLRC4|8302	11.7345
KLRD1|3824	79.0974	KLRD1|3824	76.5472
KLRG1|10219	40.7619	KLRG1|10219	32.5733
KLRG2|346689	38.3356	KLRG2|346689	31.3518
KLRK1|22914	177.9012	KLRK1|22914	193.4772
KL|9365	30.5714	KL|9365	185.2606
KMO|8564	51.1416	KMO|8564	34.0065
lowly_expressed	lowly_expressed	KNDC1|85442	13.4365
KNTC1|9735	749.6688	KNTC1|9735	370.5985
KPNA1|3836	1780.905	KPNA1|3836	1485.342
KPNA2|3838	4752.1533	KPNA2|3838	924.6743
KPNA3|3839	1266.5292	KPNA3|3839	1036.645
KPNA4|3840	1573.6989	KPNA4|3840	1634.3648
KPNA5|3841	111.1246	KPNA5|3841	111.9707
KPNA6|23633	2061.3854	KPNA6|23633	2047.2313
KPNB1|3837	8312.5076	KPNB1|3837	4165.3094
KPTN|11133	287.2741	KPTN|11133	178.7459
KRAS|3845	1114.1575	KRAS|3845	681.1889
KRBA1|84626	154.3128	KRBA1|84626	332.6547
KRBA2|124751	58.2312	KRBA2|124751	98.9414
KRCC1|51315	487.6865	KRCC1|51315	823.6971
KREMEN1|83999	462.9383	KREMEN1|83999	668.9739
KREMEN2|79412	27.6598	KREMEN2|79412	6.5147
KRI1|65095	1325.5029	KRI1|65095	729.4748
KRIT1|889	506.1264	KRIT1|889	779.316
KRR1|11103	1055.9408	KRR1|11103	795.6596
KRT10|3858	271.7457	KRT10|3858	290.3094
KRT14|3861	338.7116	KRT14|3861	20894.543999999998
KRT15|3866	33.9682	KRT15|3866	15920.6026
KRT16|3868	6.3084	KRT16|3868	325.7329
KRT17|3872	634.7204	KRT17|3872	19938.1107
KRT18|3875	8341.4388	KRT18|3875	9436.591999999999
KRT19|3880	5826.0342	KRT19|3880	18882.328999999998
lowly_expressed	lowly_expressed	KRT1|3848	14.2508
KRT222|125113	22.8072	KRT222|125113	114.0065
KRT23|25984	433.8226	KRT23|25984	1511.4007
lowly_expressed	lowly_expressed	KRT32|3882	22.8013
lowly_expressed	lowly_expressed	KRT40|125115	7.329
lowly_expressed	lowly_expressed	KRT4|3851	24.43
KRT5|3852	476.0403	KRT5|3852	34883.1433
KRT6A|3853	5.3379	KRT6A|3853	175.4886
KRT6B|3854	53.3786	KRT6B|3854	2655.5375
lowly_expressed	lowly_expressed	KRT6C|286887	69.2182
KRT7|3855	7127.0169	KRT7|3855	10222.7199
KRT80|144501	821.0603	KRT80|144501	582.2476
KRT81|3887	35.9093	KRT81|3887	319.6254
lowly_expressed	lowly_expressed	KRT83|3889	11.8078
KRT86|3892	30.0861	KRT86|3892	43.1596
KRT8|3856	11138.3622	KRT8|3856	15805.6718
lowly_expressed	lowly_expressed	KRTAP5-1|387264	9.772
lowly_expressed	lowly_expressed	KRTAP5-2|440021	5.7288
KRTCAP2|200185	1736.2611	KRTCAP2|200185	1163.6808
KRTCAP3|200634	112.0951	KRTCAP3|200634	320.4397
lowly_expressed	lowly_expressed	KRTDAP|388533	7.329
KSR1|8844	246.5122	KSR1|8844	642.5081
KSR2|283455	142.6665	KSR2|283455	44.3811
KTELC1|56983	427.5143	KTELC1|56983	430.7818
KTI12|112970	320.2717	KTI12|112970	137.6221
KTN1|3895	7714.6669999999995	KTN1|3895	6292.7524
KYNU|8942	137.3286	KYNU|8942	178.3388
lowly_expressed	lowly_expressed	KY|339855	148.6156
L1CAM|3897	92.1994	L1CAM|3897	159.6091
L2HGDH|79944	347.4463	L2HGDH|79944	155.5375
L3MBTL2|83746	1088.4096	L3MBTL2|83746	932.2638
L3MBTL3|84456	154.3128	L3MBTL3|84456	230.8632
L3MBTL4|91133	57.746	L3MBTL4|91133	220.2769
L3MBTL|26013	65.0006	L3MBTL|26013	177.9316
LACE1|246269	50.4671	LACE1|246269	54.5603
LACTB2|51110	176.6347	LACTB2|51110	170.1954
LACTB|114294	296.494	LACTB|114294	266.2866
LAD1|3898	661.8949	LAD1|3898	918.1596
LAG3|3902	189.2515	LAG3|3902	54.9674
LAGE3|8270	845.8086	LAGE3|8270	223.5342
LAIR1|3903	736.1398	LAIR1|3903	614.0065
lowly_expressed	lowly_expressed	LALBA|3906	41.5309
LAMA1|284217	48.0408	LAMA1|284217	286.2378
LAMA2|3908	491.0833	LAMA2|3908	1392.4959
LAMA3|3909	960.33	LAMA3|3909	5581.0261
LAMA4|3910	1327.672	LAMA4|3910	2414.0879
LAMA5|3911	1196.1664	LAMA5|3911	4324.5114
LAMB1|3912	2451.5346	LAMB1|3912	4516.2866
LAMB2L|22973	15.5283	LAMB2L|22973	41.1238
LAMB2|3913	1467.9122	LAMB2|3913	10013.0293
LAMB3|3914	772.049	LAMB3|3914	6833.0619
LAMC1|3915	3314.8126	LAMC1|3915	6285.8306
LAMC2|3918	722.5525	LAMC2|3918	6763.0293
LAMC3|10319	8.2494	LAMC3|10319	432.4104
LAMP1|3916	7163.8966	LAMP1|3916	7425.8958
LAMP2|3920	6265.1947	LAMP2|3920	4807.0033
LAMP3|27074	457.1151	LAMP3|27074	172.6384
LANCL1|10314	1666.8689	LANCL1|10314	1823.6971
LANCL2|55915	987.0193	LANCL2|55915	576.5472
lowly_expressed	lowly_expressed	LANCL3|347404	15.4723
LAP3|51056	3669.0525	LAP3|51056	3323.2899
LAPTM4A|9741	7485.1389	LAPTM4A|9741	7517.5081
LAPTM4B|55353	8866.6748	LAPTM4B|55353	2558.2248
LAPTM5|7805	4756.0354	LAPTM5|7805	3093.6482
LARGE|9215	3211.4521	LARGE|9215	855.0489
LARP1B|55132	307.1697	LARP1B|55132	416.5309
LARP1|23367	5253.4272	LARP1|23367	3564.7394
LARP4B|23185	1482.9552	LARP4B|23185	1148.2085
LARP4|113251	1486.3521	LARP4|113251	950.7329
LARP6|55323	199.9272	LARP6|55323	320.4397
LARP7|51574	707.9947	LARP7|51574	961.3192
LARS2|23395	647.3371	LARS2|23395	627.443
LARS|51520	2166.6869	LARS|51520	3078.1759
LAS1L|81887	1100.5702	LAS1L|81887	949.9186
LASP1|3927	5032.1485	LASP1|3927	4938.9251
LASS1|10715	11.4764	LASS1|10715	26.2704
LASS2|29956	3212.9079	LASS2|29956	3559.4463
LASS3|204219	5.8231	LASS3|204219	15.0651
LASS4|79603	1515.4677	LASS4|79603	778.0945
LASS5|91012	741.4776	LASS5|91012	914.0879
LASS6|253782	2492.5537	LASS6|253782	1359.0472
LAT2|7462	213.5145	LAT2|7462	192.5896
LATS1|9113	694.4074	LATS1|9113	632.3290000000001
LATS2|26524	252.8206	LATS2|26524	843.2410000000001
LAT|27040	196.9962	LAT|27040	96.3762
LAX1|54900	70.848	LAX1|54900	44.7883
LAYN|143903	151.4012	LAYN|143903	287.4593
LBH|81606	2143.3944	LBH|81606	3015.0651
LBP|3929	6.7936	LBP|3929	60.6678
LBR|3930	1788.6692	LBR|3930	840.798
LBX2|85474	10.0303	LBX2|85474	7.2761
LBXCOR1|390598	6.7936	LBXCOR1|390598	6.5147
LCA5L|150082	53.3786	LCA5L|150082	72.8827
LCA5|167691	128.594	LCA5|167691	370.5212
LCAT|3931	44.2218	LCAT|3931	102.8176
LCK|3932	376.5619	LCK|3932	206.4332
LCLAT1|253558	861.3369	LCLAT1|253558	335.9121
LCMT1|51451	433.3374	LCMT1|51451	541.5309
LCMT2|9836	360.0631	LCMT2|9836	276.873
lowly_expressed	lowly_expressed	LCN10|414332	63.9495
LCN12|286256	15.0431	LCN12|286256	7.7362
lowly_expressed	lowly_expressed	LCN2|3934	85.9121
lowly_expressed	lowly_expressed	LCN6|158062	15.4479
LCORL|254251	168.2203	LCORL|254251	87.84200000000001
LCOR|84458	132.4081	LCOR|84458	139.886
LCP1|3936	3966.5170000000003	LCP1|3936	2434.0391
LCP2|3937	707.9947	LCP2|3937	577.7687
LDB1|8861	1392.6968	LDB1|8861	1575.3257
LDB2|9079	158.1948	LDB2|9079	859.1205
LDB3|11155	15.5283	LDB3|11155	42.7524
LDHA|3939	15901.0069	LDHA|3939	8156.759
LDHB|3945	2896.5183	LDHB|3945	6361.5635
LDHC|3948	10.1905	lowly_expressed	lowly_expressed
LDHD|197257	18.9251	LDHD|197257	107.4919
LDLRAD2|401944	74.8951	LDLRAD2|401944	199.2752
LDLRAD3|143458	963.7268	LDLRAD3|143458	734.1205
LDLRAP1|26119	832.7065	LDLRAP1|26119	903.5016
LDLR|3949	1399.4905	LDLR|3949	4381.1075
LDOC1L|84247	2833.4344	LDOC1L|84247	1223.5342
LDOC1|23641	768.1669	LDOC1|23641	875.4072
lowly_expressed	lowly_expressed	LEAP2|116842	5.2932
LEF1|51176	314.4486	LEF1|51176	325.3257
LEFTY1|10637	8.0602	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LEFTY2|7044	5.2932
LEKR1|389170	21.3514	LEKR1|389170	21.5798
lowly_expressed	lowly_expressed	LEMD1|93273	6.5147
LEMD2|221496	581.827	LEMD2|221496	854.6417
LEMD3|23592	717.6999	LEMD3|23592	769.1368
LENG1|79165	228.0723	LENG1|79165	153.5016
LENG8|114823	2314.3128	LENG8|114823	3655.6189
LENG9|94059	68.3149	LENG9|94059	121.6612
LEO1|123169	532.8157	LEO1|123169	572.8827
LEPRE1|64175	707.9947	LEPRE1|64175	601.3844
LEPREL1|55214	30.0861	LEPREL1|55214	614.0065
LEPREL2|10536	504.1854	LEPREL2|10536	609.9349
LEPROTL1|23484	749.2418	LEPROTL1|23484	815.5537
LEPROT|54741	535.1935	LEPROT|54741	960.8103
LEPR|3953	212.1072	LEPR|3953	839.2712
LEP|3952	91.7142	LEP|3952	408.3876
LETM1|3954	1494.1162	LETM1|3954	971.4984
LETM2|137994	36.8798	LETM2|137994	29.7231
LETMD1|25875	630.3530000000001	LETMD1|25875	1213.7622
LFNG|3955	459.5414	LFNG|3955	255.2932
LGALS12|85329	52.8934	LGALS12|85329	99.7557
LGALS1|3956	2377.2898	LGALS1|3956	3088.355
LGALS2|3957	22.8072	LGALS2|3957	22.3941
LGALS3BP|3959	25297.5858	LGALS3BP|3959	9083.0619
LGALS3|3958	1526.6287	LGALS3|3958	3970.684
lowly_expressed	lowly_expressed	LGALS4|3960	5.2932
lowly_expressed	lowly_expressed	LGALS7B|653499	6.5147
LGALS7|3963	9.7052	LGALS7|3963	180.7818
LGALS8|3964	1900.2208	LGALS8|3964	789.4748
LGALS9C|654346	8.7347	LGALS9C|654346	15.0651
LGALS9|3965	1454.8101	LGALS9|3965	1319.6254
LGI2|55203	126.1677	LGI2|55203	107.4919
LGI4|163175	35.9093	LGI4|163175	128.2573
LGMN|5641	2279.7525	LGMN|5641	2784.202
LGR4|55366	431.3963	LGR4|55366	1447.4756
LGR5|8549	23.2925	LGR5|8549	8.5505
LGR6|59352	1727.0411	LGR6|59352	1337.9479
LGTN|1939	614.3394	LGTN|1939	1318.8111
LHFPL1|340596	15.0431	LHFPL1|340596	22.8013
LHFPL2|10184	1322.3341	LHFPL2|10184	2192.5896
LHFPL3|375612	7.2789	lowly_expressed	lowly_expressed
LHFPL5|222662	28.1451	lowly_expressed	lowly_expressed
LHFP|10186	577.4597	LHFP|10186	1931.1889
LHPP|64077	212.0587	LHPP|64077	500.0
LHX1|3975	19.8957	lowly_expressed	lowly_expressed
LHX2|9355	226.6165	lowly_expressed	lowly_expressed
LHX4|89884	6.682	lowly_expressed	lowly_expressed
LHX6|26468	100.9341	LHX6|26468	539.4951
LIAS|11019	201.38299999999998	LIAS|11019	221.9055
LIFR|3977	320.757	LIFR|3977	5663.2736
LIF|3976	77.1564	LIF|3976	196.2541
LIG1|3978	1517.894	LIG1|3978	652.2801
LIG3|3980	639.573	LIG3|3980	719.8697
LIG4|3981	175.6642	LIG4|3981	296.0098
lowly_expressed	lowly_expressed	LILRA1|11024	7.101
LILRA2|11027	28.6304	LILRA2|11027	32.3941
LILRA4|23547	29.6009	LILRA4|23547	16.6938
LILRA5|353514	13.5873	LILRA5|353514	21.5798
LILRA6|79168	78.3356	LILRA6|79168	41.6897
LILRB1|10859	184.3989	LILRB1|10859	144.54399999999998
LILRB2|10288	228.5576	LILRB2|10288	173.8599
LILRB3|11025	93.4466	LILRB3|11025	53.5871
LILRB4|11006	640.0582	LILRB4|11006	191.3681
LILRB5|10990	98.0226	LILRB5|10990	179.5603
LIMA1|51474	1788.1839	LIMA1|51474	3244.2997
LIMCH1|22998	1265.0734	LIMCH1|22998	1776.0586
LIMD1|8994	2023.6516	LIMD1|8994	976.9951
LIMD2|80774	782.8558	LIMD2|80774	204.4218
LIME1|54923	99.2454	LIME1|54923	82.1906
LIMK1|3984	971.9762	LIMK1|3984	686.4821
LIMK2|3985	1365.037	LIMK2|3985	2511.4007
LIMS1|3987	397.9134	LIMS1|3987	339.5765
LIMS2|55679	242.1449	LIMS2|55679	1299.6254
LIMS3-LOC440895|100271835	6.4248	LIMS3-LOC440895|100271835	24.0024
lowly_expressed	lowly_expressed	LIMS3|96626	14.2712
LIN28A|79727	959.8447	lowly_expressed	lowly_expressed
LIN37|55957	203.6734	LIN37|55957	101.6531
LIN52|91750	156.7391	LIN52|91750	165.3094
LIN54|132660	299.4056	LIN54|132660	312.2964
LIN7A|8825	8.7347	LIN7A|8825	96.4984
LIN7B|64130	39.7913	LIN7B|64130	43.1596
LIN7C|55327	1429.0914	LIN7C|55327	626.2215
LIN9|286826	218.8524	LIN9|286826	131.5147
LINGO1|84894	211.5735	LINGO1|84894	64.7394
LINGO3|645191	7.2789	lowly_expressed	lowly_expressed
LINGO4|339398	24.7483	LINGO4|339398	12.215
LINS1|55180	349.8726	LINS1|55180	371.7427
LIPA|3988	2002.1837	LIPA|3988	2174.2671
