gene_id	TCGA-E9-A1NF-01A-11R-A14D-07	gene_id	TCGA-E9-A1NF-11A-73R-A14D-07
LZTS2|84445	1722.4833	LZTS2|84445	1727.5229
M6PR|4074	2759.4715	M6PR|4074	2750.2706
MAB21L1|4081	57.5812	MAB21L1|4081	144.0367
MACC1|346389	380.1599	MACC1|346389	94.4954
MACF1|23499	5153.2094	MACF1|23499	9677.9817
MACROD1|28992	388.2089	MACROD1|28992	96.3303
MACROD2|140733	82.9665	MACROD2|140733	63.3028
MAD1L1|8379	240.8505	MAD1L1|8379	391.7431
MAD2L1BP|9587	377.0641	MAD2L1BP|9587	259.1743
MAD2L1|4085	144.8818	MAD2L1|4085	34.8624
MAD2L2|10459	356.0129	MAD2L2|10459	251.3761
MADD|8567	875.4822	MADD|8567	1172.0183
MAEA|10296	971.4509	MAEA|10296	805.0459
MAEL|84944	6.1915	removed	removed
MAF1|84232	2349.6852	MAF1|84232	2286.2385
MAFB|9935	2180.0373	MAFB|9935	2636.2385
MAFF|23764	344.8682	MAFF|23764	1261.9266
MAFG|4097	401.8302	MAFG|4097	938.9908
MAFK|7975	323.2226	MAFK|7975	1220.1651
MAF|4094	1906.9909	MAF|4094	2751.8349
MAGED1|9500	6743.8131	MAGED1|9500	1740.8257
MAGED2|10916	12244.3673	MAGED2|10916	2423.8532
MAGED4B|81557	636.1734	MAGED4B|81557	21.0826
MAGED4|728239	98.1419	MAGED4|728239	7.3578
MAGEE1|57692	126.9263	MAGEE1|57692	103.211
MAGEF1|64110	952.2571	MAGEF1|64110	367.8899
MAGEH1|28986	645.7764	MAGEH1|28986	527.5229
MAGEL2|54551	54.4855	MAGEL2|54551	18.3486
MAGI1|9223	289.1444	MAGI1|9223	1283.945
MAGI2|9863	308.3381	MAGI2|9863	336.2385
MAGI3|260425	554.761	MAGI3|260425	400.9174
MAGIX|79917	42.7215	MAGIX|79917	11.9266
MAGOHB|55110	354.7746	MAGOHB|55110	113.3028
MAGOH|4116	500.2755	MAGOH|4116	240.36700000000002
MAGT1|84061	3305.6572	MAGT1|84061	2111.4679
MAG|4099	10.5256	removed	removed
MAK16|84549	483.5151	MAK16|84549	457.2844
MAK|4117	5.5724	removed	removed
MAL2|114569	4187.3309	MAL2|114569	652.7523
MALAT1|378938	3192.7547	MALAT1|378938	2481.1376
MALL|7851	339.9149	MALL|7851	696.3303
MALT1|10892	510.8011	MALT1|10892	786.2385
MAMDC2|256691	177.0591	MAMDC2|256691	4074.2569
MAMDC4|158056	58.8195	MAMDC4|158056	21.1009
MAML1|9794	1248.9985	MAML1|9794	1241.8807
MAML2|84441	512.6586	MAML2|84441	1059.633
MAML3|55534	477.3669	MAML3|55534	439.9083
MAMLD1|10046	147.9775	MAMLD1|10046	255.9633
MAMSTR|284358	38.3875	MAMSTR|284358	12.3853
MAN1A1|4121	1542.3098	MAN1A1|4121	5688.5321
MAN1A2|10905	682.9256	MAN1A2|10905	1544.0367
MAN1B1|11253	3265.4123	MAN1B1|11253	1147.2477
MAN1C1|57134	251.9952	MAN1C1|57134	534.8624
MAN2A1|4124	1337.9894	MAN2A1|4124	929.3578
MAN2A2|4122	1057.5131	MAN2A2|4122	3612.844
MAN2B1|4125	2614.6826	MAN2B1|4125	3288.5321
MAN2B2|23324	3296.9891	MAN2B2|23324	2343.578
MAN2C1|4123	947.9231	MAN2C1|4123	1337.156
MANBAL|63905	983.2148	MANBAL|63905	1003.211
MANBA|4126	854.431	MANBA|4126	794.4954
MANEAL|149175	510.18199999999996	MANEAL|149175	52.7523
MANEA|79694	373.9683	MANEA|79694	659.633
MANF|7873	1488.4435	MANF|7873	461.4679
MANSC1|54682	652.5871	MANSC1|54682	622.0183
MAOA|4128	189.4608	MAOA|4128	9555.0459
MAOB|4129	1203.6332	MAOB|4129	4166.5138
MAP1A|4130	1361.5172	MAP1A|4130	2223.8532
MAP1B|4131	2869.1544	MAP1B|4131	5779.8165
MAP1D|254042	38.3875	MAP1D|254042	44.9541
MAP1LC3A|84557	304.6232	MAP1LC3A|84557	322.4771
MAP1LC3B2|643246	315.1488	MAP1LC3B2|643246	357.3394
MAP1LC3B|81631	2154.0329	MAP1LC3B|81631	2518.3486
removed	removed	MAP1LC3C|440738	122.0183
MAP1S|55201	863.7183	MAP1S|55201	567.4312
MAP2K1|5604	1246.4538	MAP2K1|5604	2174.7018
MAP2K2|5605	2381.8811	MAP2K2|5605	1207.3394
MAP2K3|5606	1201.1566	MAP2K3|5606	1149.5413
MAP2K4|6416	695.9278	MAP2K4|6416	716.055
MAP2K5|5607	216.7035	MAP2K5|5607	342.6606
MAP2K6|5608	29.7193	MAP2K6|5608	57.7982
MAP2K7|5609	674.2575	MAP2K7|5609	766.5138
MAP2|4133	127.5455	MAP2|4133	299.0826
MAP3K10|4294	115.1624	MAP3K10|4294	224.3119
MAP3K11|4296	1346.0384	MAP3K11|4296	1515.5963
MAP3K12|7786	283.6835	MAP3K12|7786	272.3761
MAP3K13|9175	14.8721	MAP3K13|9175	15.8532
MAP3K14|9020	271.189	MAP3K14|9020	380.2752
MAP3K1|4214	1256.8803	MAP3K1|4214	879.8165
MAP3K2|10746	612.3422	MAP3K2|10746	901.8349
MAP3K3|4215	953.7493	MAP3K3|4215	2058.3028
MAP3K4|4216	884.7695	MAP3K4|4216	687.1560000000001
MAP3K5|4217	596.2442	MAP3K5|4217	863.3028
MAP3K6|9064	499.6564	MAP3K6|9064	820.6422
MAP3K7|6885	779.5135	MAP3K7|6885	719.7248
MAP3K8|1326	113.305	MAP3K8|1326	372.4771
MAP3K9|4293	56.3429	MAP3K9|4293	5.0459
MAP4K1|11184	77.3941	MAP4K1|11184	53.6697
MAP4K2|5871	398.1153	MAP4K2|5871	253.6697
MAP4K3|8491	915.1079	MAP4K3|8491	909.1743
MAP4K4|9448	4549.5353	MAP4K4|9448	3839.4495
MAP4K5|11183	1923.7079999999999	MAP4K5|11183	983.0275
MAP4|4134	7595.7675	MAP4|4134	16289.9083
MAP6D1|79929	74.2983	MAP6D1|79929	23.8532
MAP6|4135	91.6346	MAP6|4135	94.0367
MAP7D1|55700	2682.7894	MAP7D1|55700	5099.5413
MAP7D2|256714	10.5256	MAP7D2|256714	7.7982
MAP7D3|79649	215.4652	MAP7D3|79649	1227.9817
MAP7|9053	944.8273	MAP7|9053	191.2844
MAP9|79884	199.9864	MAP9|79884	210.0917
MAPK10|5602	70.5834	MAPK10|5602	824.7706
MAPK11|5600	271.189	MAPK11|5600	388.5321
MAPK12|6300	256.3974	MAPK12|6300	163.4404
MAPK13|5603	572.0973	MAPK13|5603	153.211
MAPK14|1432	1078.5643	MAPK14|1432	2026.6055
MAPK15|225689	17.9554	removed	removed
MAPK1IP1L|93487	1986.2424	MAPK1IP1L|93487	1692.6606
MAPK1|5594	3076.5706	MAPK1|5594	3759.1743
MAPK3|5595	1352.0751	MAPK3|5595	2607.5642
removed	removed	MAPK4|5596	23.8532
MAPK6|5597	1268.6442	MAPK6|5597	949.0826
MAPK7|5598	492.9014	MAPK7|5598	403.2569
MAPK8IP1|9479	92.2538	MAPK8IP1|9479	186.2385
MAPK8IP2|23542	272.4273	MAPK8IP2|23542	14.6789
MAPK8IP3|23162	673.6383	MAPK8IP3|23162	635.7798
MAPK8|5599	237.1356	MAPK8|5599	250.4587
MAPK9|5601	1131.1923	MAPK9|5601	1168.8073
MAPKAP1|79109	2118.7411	MAPKAP1|79109	2358.7156
MAPKAPK2|9261	4912.3589	MAPKAPK2|9261	2518.3486
MAPKAPK3|7867	731.2195	MAPKAPK3|7867	637.156
MAPKAPK5|8550	564.104	MAPKAPK5|8550	425.8165
MAPKBP1|23005	411.1175	MAPKBP1|23005	487.6147
MAPKSP1|8649	908.2973	MAPKSP1|8649	731.1927
MAPRE1|22919	3548.9843	MAPRE1|22919	3062.3853
MAPRE2|10982	942.3507	MAPRE2|10982	1060.5505
MAPRE3|22924	218.56099999999998	MAPRE3|22924	484.8624
MAPT|4137	1521.2586	MAPT|4137	997.2477
MARCH10|162333	5.2999	removed	removed
MARCH1|55016	115.7816	MARCH1|55016	256.422
MARCH2|51257	703.3577	MARCH2|51257	1505.0459
MARCH3|115123	73.6792	MARCH3|115123	176.1468
MARCH4|57574	60.677	removed	removed
MARCH5|54708	969.5934	MARCH5|54708	947.2477
MARCH6|10299	1446.3411	MARCH6|10299	2549.5413
MARCH7|64844	1988.0999	MARCH7|64844	1672.0183
MARCH8|220972	126.3072	MARCH8|220972	487.156
MARCH9|92979	416.0707	MARCH9|92979	137.6147
MARCKSL1|65108	5072.1004	MARCKSL1|65108	422.0183
MARCKS|4082	7777.1793	MARCKS|4082	3233.4862
MARCO|8685	53.8663	MARCO|8685	4226.6055
MARK1|4139	110.8284	MARK1|4139	675.6881
MARK2|2011	1222.2078	MARK2|2011	616.9725
MARK3|4140	1630.8487	MARK3|4140	1065.5963
MARK4|57787	708.3109	MARK4|57787	462.844
MARS2|92935	268.0932	MARS2|92935	91.7431
MARS|4141	1783.476	MARS|4141	1453.7156
MARVELD1|83742	3232.9315	MARVELD1|83742	1499.211
MARVELD2|153562	281.7146	MARVELD2|153562	12.844000000000001
MARVELD3|91862	147.8599	removed	removed
removed	removed	MAS1L|116511	5.0459
MASP1|5648	5.5724	MASP1|5648	483.4862
MASP2|10747	10.5256	MASP2|10747	42.6606
MAST1|22983	7.4298	removed	removed
MAST2|23139	1572.6483	MAST2|23139	1350.0
MAST3|23031	243.9462	MAST3|23031	417.8899
MAST4|375449	400.5919	MAST4|375449	2095.8716
MASTL|84930	221.6567	MASTL|84930	237.15599999999998
MAT1A|4143	16.098	removed	removed
MAT2A|4144	4225.7184	MAT2A|4144	3227.0642
MAT2B|27430	1643.8509	MAT2B|27430	1470.1835
MATK|4145	76.775	MATK|4145	134.8624
MATN2|4147	185.7459	MATN2|4147	5671.1009
MATN3|4148	944.8273	MATN3|4148	7.7982
MATN4|8785	5.5724	MATN4|8785	14.2202
MATR3|9782	6925.2249	MATR3|9782	5573.8532
MAVS|57506	1570.1717	MAVS|57506	3503.6697
MAX|4149	1778.8262	MAX|4149	1095.4128
MAZ|4150	5516.0515	MAZ|4150	2010.0046
MBD1|4152	729.3621	MBD1|4152	937.1560000000001
MBD2|8932	1801.1157	MBD2|8932	2599.0826
MBD3|53615	1318.1765	MBD3|53615	1241.2844
MBD4|8930	1121.2859	MBD4|8930	576.6055
MBD5|55777	323.817	MBD5|55777	350.4587
MBD6|114785	1557.1695	MBD6|114785	904.1284
MBIP|51562	393.7812	MBIP|51562	312.844
MBL1P|8512	5.5724	MBL1P|8512	8.7156
MBLAC1|255374	20.432000000000002	MBLAC1|255374	13.3028
MBLAC2|153364	121.9731	MBLAC2|153364	197.2477
MBNL1|4154	3647.6029	MBNL1|4154	7369.4174
MBNL2|10150	1866.1268	MBNL2|10150	3694.9541
MBNL3|55796	37.1492	MBNL3|55796	263.3028
MBOAT1|154141	519.4693	MBOAT1|154141	331.6514
MBOAT2|129642	454.4582	MBOAT2|129642	105.0459
MBOAT7|79143	2129.8859	MBOAT7|79143	405.9633
MBP|4155	271.189	MBP|4155	1225.2294
MBTD1|54799	404.3068	MBTD1|54799	452.7523
MBTPS1|8720	3051.8045	MBTPS1|8720	3490.8257
MBTPS2|51360	643.919	MBTPS2|51360	622.7385
MB|4151	749.175	MB|4151	6.8807
MC1R|4157	263.4867	MC1R|4157	30.7339
MCAM|4162	6327.7424	MCAM|4162	23190.8257
MCART1|92014	140.5477	MCART1|92014	261.0092
MCART2|147407	8.6681	MCART2|147407	11.0092
MCART6|401612	14.2405	MCART6|401612	7.3394
MCAT|27349	360.9661	MCAT|27349	161.4679
MCCC1|56922	554.761	MCCC1|56922	788.9908
MCCC2|64087	3105.0517	MCCC2|64087	1046.789
MCC|4163	353.5363	MCC|4163	1258.7156
MCEE|84693	194.41400000000002	MCEE|84693	140.36700000000002
MCF2L|23263	677.3532	MCF2L|23263	1249.5413
MCFD2|90411	2661.7382	MCFD2|90411	3100.5229
MCL1|4170	7388.3513	MCL1|4170	11499.5413
MCM10|55388	118.2582	MCM10|55388	38.5321
MCM2|4171	754.7474	MCM2|4171	182.5688
MCM3APAS|114044	5.0275	MCM3APAS|114044	11.6055
MCM3AP|8888	1456.1733	MCM3AP|8888	1993.4404
MCM3|4172	1869.8417	MCM3|4172	1229.3578
MCM4|4173	1131.1923	MCM4|4173	349.0826
MCM5|4174	768.9879	MCM5|4174	568.3486
MCM6|4175	868.0523	MCM6|4175	723.8532
MCM7|4176	1342.9426	MCM7|4176	1081.2569
MCM8|84515	258.8059	MCM8|84515	177.5229
MCM9|254394	54.4855	MCM9|254394	66.9725
MCOLN1|57192	377.0641	MCOLN1|57192	1003.6697
MCOLN2|255231	17.3363	removed	removed
MCOLN3|55283	11.7639	MCOLN3|55283	172.9358
MCPH1|79648	355.9634	MCPH1|79648	462.2523
MCRS1|10445	947.3039	MCRS1|10445	673.3945
MCTP1|79772	51.3897	MCTP1|79772	666.9725
MCTP2|55784	320.10200000000003	MCTP2|55784	33.945
MCTS1|28985	1074.8494	MCTS1|28985	643.578
MDC1|9656	687.2597	MDC1|9656	916.9725
MDFIC|29969	1228.3993	MDFIC|29969	3477.0642
MDFI|4188	301.5275	MDFI|4188	944.0367
MDGA1|266727	232.1823	MDGA1|266727	254.1284
MDH1B|130752	356.6321	removed	removed
MDH1|4190	2583.1058	MDH1|4190	2865.5963
MDH2|4191	2873.4885	MDH2|4191	2238.5321
MDK|4192	2188.0863	MDK|4192	225.2294
MDM1|56890	224.1333	MDM1|56890	177.0642
MDM2|4193	1545.4056	MDM2|4193	1363.7615
MDM4|4194	853.8118	MDM4|4194	782.1101
MDN1|23195	517.6118	MDN1|23195	1427.9817
MDP1|145553	150.0703	MDP1|145553	132.6468
ME1|4199	1643.2317	ME1|4199	1860.0917
ME2|4200	671.1617	ME2|4200	895.4128
ME3|10873	196.2715	ME3|10873	664.2202
MEA1|4201	906.4398	MEA1|4201	745.4128
MEAF6|64769	1631.4678	MEAF6|64769	808.7156
MECOM|2122	290.3827	MECOM|2122	1273.8532
MECP2|4204	725.028	MECP2|4204	2008.7156
MECR|51102	321.3403	MECR|51102	357.7982
MED10|84246	404.926	MED10|84246	395.8716
MED11|400569	229.7057	MED11|400569	222.4771
MED12L|116931	27.2427	MED12L|116931	6.8807
MED12|9968	925.0144	MED12|9968	1748.1651
MED13L|23389	2181.2756	MED13L|23389	4079.8165
MED13|9969	2015.9618	MED13|9969	2408.7156
MED14|9282	1734.2472	MED14|9282	891.2844
MED15|51586	1755.2984	MED15|51586	1661.9266
MED16|10025	923.1569	MED16|10025	527.5229
MED17|9440	702.7385	MED17|9440	462.3853
MED18|54797	303.3849	MED18|54797	243.578
MED19|219541	175.2203	MED19|219541	108.7156
MED1|5469	1231.4951	MED1|5469	1888.9908
MED20|9477	381.3982	MED20|9477	352.2936
MED21|9412	466.8413	MED21|9412	447.7064
MED22|6837	514.516	MED22|6837	690.367
MED23|9439	986.9297	MED23|9439	776.1468
MED24|9862	1129.3348	MED24|9862	1116.055
MED25|81857	1302.6976	MED25|81857	576.1468
MED26|9441	366.5385	MED26|9441	191.7431
MED27|9442	266.8549	MED27|9442	184.4037
MED28|80306	393.1621	MED28|80306	438.9908
MED29|55588	1513.8288	MED29|55588	1227.0642
MED30|90390	162.8372	MED30|90390	143.1193
MED31|51003	132.2944	MED31|51003	77.5917
MED4|29079	1111.9986	MED4|29079	848.1651
MED6|10001	623.4869	MED6|10001	223.3945
MED7|9443	236.5164	MED7|9443	198.1651
MED8|112950	850.0969	MED8|112950	641.7431
MED9|55090	284.8103	MED9|55090	274.7706
MEF2A|4205	4623.8213	MEF2A|4205	2474.6422
MEF2B|100271849	10.5318	MEF2B|100271849	7.5
MEF2C|4208	1159.0542	MEF2C|4208	1925.2294
MEF2D|4209	1414.1452	MEF2D|4209	2363.7615
MEFV|4210	11.1448	MEFV|4210	37.156
MEG3|55384	118.2582	MEG3|55384	307.3394
MEGF10|84466	817.2818	MEGF10|84466	7.3394
MEGF6|1953	1541.0715	MEGF6|1953	621.5596
MEGF8|1954	744.2218	MEGF8|1954	1904.5872
MEGF9|1955	1463.0582	MEGF9|1955	1212.844
MEI1|150365	13.6214	MEI1|150365	23.8532
MEIS1|4211	388.82800000000003	MEIS1|4211	196.3303
MEIS2|4212	224.1333	MEIS2|4212	214.6789
MEIS3P1|4213	375.8258	MEIS3P1|4213	632.5688
MEIS3|56917	632.1551	MEIS3|56917	115.1376
MELK|9833	172.1245	MELK|9833	25.6881
MEMO1|51072	358.6691	MEMO1|51072	289.2431
MEN1|4221	970.2126	MEN1|4221	433.4862
MEOX1|4222	6.8107	MEOX1|4222	969.2661
MEOX2|4223	33.4343	MEOX2|4223	1088.5321
MEPCE|56257	1578.2207	MEPCE|56257	1014.2202
MERTK|10461	263.14	MERTK|10461	1133.0275
MESDC1|59274	700.2619	MESDC1|59274	642.6606
MESDC2|23184	2206.6608	MESDC2|23184	1136.6972
MESP1|55897	100.9219	MESP1|55897	93.57799999999999
MESP2|145873	196.8906	MESP2|145873	8.2569
removed	removed	MESTIT1|317751	52.2936
MEST|4232	656.302	MEST|4232	2774.7706
METAP1|23173	619.1529	METAP1|23173	521.1009
METAP2|10988	1441.3879	METAP2|10988	1369.7248
METRNL|284207	400.5919	METRNL|284207	850.0
METRN|79006	1720.6258	METRN|79006	50.9174
METT10D|79066	562.81	METT10D|79066	734.8624
METT11D1|64745	374.5875	METT11D1|64745	304.1284
METT5D1|196074	185.1267	METT5D1|196074	206.422
METTL10|399818	250.1006	METTL10|399818	244.6055
METTL11A|28989	505.0182	METTL11A|28989	246.2798
METTL12|751071	95.4176	METTL12|751071	54.6376
METTL13|51603	752.8899	METTL13|51603	843.578
METTL14|57721	266.8549	METTL14|57721	352.7523
METTL1|4234	545.4737	METTL1|4234	183.4862
METTL2A|339175	347.3448	METTL2A|339175	275.2294
METTL2B|55798	224.1333	METTL2B|55798	317.4312
METTL3|56339	585.1985	METTL3|56339	583.2202
METTL4|64863	323.817	METTL4|64863	266.055
METTL5|29081	998.0682	METTL5|29081	579.7982
METTL6|131965	256.9484	METTL6|131965	205.0459
METTL7A|25840	627.2019	METTL7A|25840	5253.210999999999
METTL7B|196410	30.3385	METTL7B|196410	38.0734
METTL8|79828	343.6298	METTL8|79828	448.6239
METTL9|51108	2012.866	METTL9|51108	1581.1927
MET|4233	87.3006	MET|4233	1166.9725
MEX3A|92312	153.5499	MEX3A|92312	15.1376
MEX3B|84206	178.31599999999997	MEX3B|84206	74.3119
MEX3C|51320	935.54	MEX3C|51320	997.2477
MEX3D|399664	563.4291	MEX3D|399664	200.4587
MFAP1|4236	957.8295	MFAP1|4236	609.633
MFAP2|4237	3559.5099	MFAP2|4237	300.0
MFAP3L|9848	547.9503	MFAP3L|9848	119.7248
MFAP3|4238	1092.1857	MFAP3|4238	1500.9174
MFAP4|4239	1645.7083	MFAP4|4239	17424.7706
MFAP5|8076	8493.5391	MFAP5|8076	16984.8624
MFF|56947	1919.3739	MFF|56947	1055.5046
MFGE8|4240	10378.8596	MFGE8|4240	3831.6514
MFHAS1|9258	157.2648	MFHAS1|9258	467.8899
MFI2|4241	145.5009	MFI2|4241	200.0
MFN1|55669	967.7359	MFN1|55669	788.5321
MFN2|9927	2534.8119	MFN2|9927	3238.5321
MFNG|4242	174.3968	MFNG|4242	650.0
MFRP|83552	2472.2774	MFRP|83552	1111.0092
MFSD10|10227	959.687	MFSD10|10227	563.7615
MFSD11|79157	686.2876	MFSD11|79157	541.1055
MFSD1|64747	1845.0756	MFSD1|64747	2701.3761
MFSD2A|84879	82.9665	MFSD2A|84879	27.0642
MFSD2B|388931	12.3831	removed	removed
MFSD3|113655	337.4383	MFSD3|113655	76.6055
MFSD4|148808	16.7171	MFSD4|148808	169.2661
MFSD5|84975	894.0568	MFSD5|84975	614.6789
MFSD6|54842	1168.3415	MFSD6|54842	975.2294
MFSD7|84179	979.9456	MFSD7|84179	213.9541
MFSD8|256471	224.7525	MFSD8|256471	310.0917
MFSD9|84804	74.2983	MFSD9|84804	233.945
MGAM|8972	125.0689	MGAM|8972	11.0092
MGAT1|4245	3901.9014	MGAT1|4245	6938.0734
MGAT2|4247	1196.8225	MGAT2|4247	793.1193
MGAT3|4248	13.6214	MGAT3|4248	558.7156
MGAT4A|11320	634.6317	MGAT4A|11320	757.3394
MGAT4B|11282	1443.8645	MGAT4B|11282	1226.6055
MGAT5B|146664	11.7639	MGAT5B|146664	13.3028
MGAT5|4249	104.0177	MGAT5|4249	431.6514
MGA|23269	1025.3172	MGA|23269	1125.2294
MGC12982|84793	49.5322	MGC12982|84793	54.1284
MGC14436|84983	14.2405	MGC14436|84983	11.0092
MGC16121|84848	8.049	MGC16121|84848	6.422000000000001
MGC16142|84849	9.9064	MGC16142|84849	12.844000000000001
MGC16275|85001	39.6258	MGC16275|85001	19.7248
removed	removed	MGC16384|114130	8.7156
MGC21881|389741	82.9665	MGC21881|389741	124.3119
MGC23270|196872	76.775	MGC23270|196872	14.2202
MGC23284|197187	25.3853	MGC23284|197187	34.8624
MGC2752|65996	467.4604	MGC2752|65996	544.9541
MGC29506|51237	86.6814	MGC29506|51237	6.422000000000001
MGC3771|81854	42.2138	removed	removed
MGC42105|167359	12.3831	MGC42105|167359	9.1743
MGC45800|90768	35.2917	MGC45800|90768	179.8165
MGC57346|401884	191.9374	MGC57346|401884	193.1193
MGC70857|414919	399.3536	MGC70857|414919	191.7431
MGC72080|389538	34.8335	MGC72080|389538	54.8716
MGC87042|256227	20.432000000000002	MGC87042|256227	22.9358
MGEA5|10724	2955.2167	MGEA5|10724	5115.1376
MGLL|11343	1588.1271	MGLL|11343	16775.6881
MGMT|4255	323.817	MGMT|4255	267.4312
MGP|4256	26793.8407	MGP|4256	14379.3578
MGRN1|23295	2242.5717	MGRN1|23295	1187.6147
MGST1|4257	6001.4488	MGST1|4257	13402.2936
MGST2|4258	1176.3905	MGST2|4258	698.6239
MGST3|4259	1725.5791	MGST3|4259	3550.0
MIA3|375056	2069.2089	MIA3|375056	2473.8532
MIAT|440823	420.9806	MIAT|440823	55.5046
MIB1|57534	1562.1227	MIB1|57534	1642.2018
MIB2|142678	243.3271	MIB2|142678	347.7064
MICAL1|64780	484.7967	MICAL1|64780	478.2385
MICAL2|9645	2136.6966	MICAL2|9645	990.8257
MICAL3|57553	526.2799	MICAL3|57553	1379.8165
MICALCL|84953	16.098	MICALCL|84953	11.4679
MICALL1|85377	471.1753	MICALL1|85377	602.7523
MICALL2|79778	325.0553	MICALL2|79778	175.2294
MICA|4276	432.1687	MICA|4276	457.7982
MICB|4277	104.6368	MICB|4277	82.5688
MID1IP1|58526	811.0903	MID1IP1|58526	934.8624
MID1|4281	172.7437	MID1|4281	591.2844
MID2|11043	550.4269	MID2|11043	1194.9541
MIDN|90007	1978.8126	MIDN|90007	1180.2752
MIER1|57708	915.7271	MIER1|57708	1109.633
MIER2|54531	430.3112	MIER2|54531	368.3486
MIER3|166968	548.5694	MIER3|166968	524.3119
MIF4GD|57409	445.23900000000003	MIF4GD|57409	452.2569
MIF|4282	6068.2183	MIF|4282	565.6881
MIIP|60672	320.7212	MIIP|60672	216.9725
MINA|84864	837.3485	MINA|84864	814.0642
MINK1|50488	1133.1426	MINK1|50488	1743.2936
MINPP1|9562	503.9904	MINPP1|9562	322.9358
MIOS|54468	455.6965	MIOS|54468	481.1927
MIPEP|4285	555.3801	MIPEP|4285	244.0367
MIPOL1|145282	313.9105	MIPOL1|145282	72.0183
MIR155HG|114614	14.2405	MIR155HG|114614	16.055
MIR17HG|407975	13.6214	MIR17HG|407975	7.3394
MIS12|79003	448.2667	MIS12|79003	344.0367
MITD1|129531	148.5967	MITD1|129531	172.0183
MITF|4286	712.0258	MITF|4286	1008.7156
MKI67IP|84365	718.8365	MKI67IP|84365	398.6009
MKI67|4288	1256.2612	MKI67|4288	283.0275
MKKS|8195	918.2037	MKKS|8195	872.0183
MKL1|57591	1142.3371	MKL1|57591	982.1101
MKL2|57496	1439.5304	MKL2|57496	3207.7982
MKLN1|4289	1698.3363	MKLN1|4289	2599.0826
MKNK1|8569	490.3691	MKNK1|8569	1114.3394
MKNK2|2872	6451.573	MKNK2|2872	4138.5321
MKRN1|23608	2876.5843	MKRN1|23608	2150.0
MKRN2|23609	597.4825	MKRN2|23609	763.7615
MKS1|54903	273.0464	MKS1|54903	150.4587
MKX|283078	100.9219	MKX|283078	111.0092
removed	removed	MLC1|23209	7.3394
MLEC|9761	4563.7758	MLEC|9761	5014.6789
MLF1IP|79682	348.5212	MLF1IP|79682	24.5688
MLF1|4291	406.7834	MLF1|4291	179.8165
MLF2|8079	5174.2606	MLF2|8079	2330.7339
MLH1|4292	809.852	MLH1|4292	666.5138
MLH3|27030	598.7208	MLH3|27030	469.7248
MLKL|197259	261.9017	MLKL|197259	348.6239
MLL2|8085	1523.5433	MLL2|8085	3099.5321
MLL3|58508	1586.2697	MLL3|58508	3556.8807
MLL4|9757	676.1149	MLL4|9757	883.4862
MLL5|55904	1856.5609	MLL5|55904	2663.5321
MLLT10|8028	542.3779	MLLT10|8028	803.211
MLLT11|10962	343.6298	MLLT11|10962	17.8899
MLLT1|4298	1903.2759	MLLT1|4298	1559.6329999999998
MLLT3|4300	288.5252	MLLT3|4300	237.15599999999998
MLLT4|4301	1743.5345	MLLT4|4301	2441.2844
MLLT6|4302	1563.9802	MLLT6|4302	3875.2294
MLL|4297	1404.8579	MLL|4297	2584.4037
MLPH|79083	946.0656	MLPH|79083	217.4312
MLST8|64223	1065.8841	MLST8|64223	396.3257
MLXIPL|51085	8.6681	MLXIPL|51085	847.2477
MLXIP|22877	585.0995	MLXIP|22877	1682.5688
MLX|6945	908.8297	MLX|6945	1253.7477
MLYCD|23417	170.267	MLYCD|23417	399.0826
MMAA|166785	279.2379	MMAA|166785	202.7523
MMAB|326625	630.2976	MMAB|326625	384.4037
MMACHC|25974	117.639	MMACHC|25974	100.0
MMADHC|27249	1792.4476	MMADHC|27249	1451.8349
MMD|23531	390.6855	MMD|23531	4673.3945
MMEL1|79258	47.4271	removed	removed
MME|4311	1392.4748	MME|4311	3283.945
MMGT1|93380	720.6939	MMGT1|93380	1252.7523
MMP10|4319	60.0578	removed	removed
MMP11|4320	66970.0516	MMP11|4320	91.7431
MMP12|4321	177.6969	MMP12|4321	34.4037
MMP13|4322	2814.6690000000003	removed	removed
MMP14|4323	33948.7713	MMP14|4323	4421.1009
MMP15|4324	1032.747	MMP15|4324	527.9817
MMP16|4325	214.84599999999998	MMP16|4325	63.3028
MMP17|4326	227.2291	MMP17|4326	114.6789
MMP19|4327	975.1658	MMP19|4327	2033.4862
MMP1|4312	569.6206	MMP1|4312	5.9633
MMP23B|8510	50.7705	MMP23B|8510	114.6789
MMP24|10893	206.7971	MMP24|10893	332.1101
MMP25|64386	19.9367	MMP25|64386	33.7752
removed	removed	MMP27|64066	47.7064
MMP28|79148	76.775	MMP28|79148	518.3486
MMP2|4313	48522.3917	MMP2|4313	19433.4862
MMP3|4314	48.9131	removed	removed
MMP7|4316	196.2715	MMP7|4316	30.2752
MMP8|4317	50.1514	MMP8|4317	9.633
MMP9|4318	12942.1525	MMP9|4318	683.4862
MMRN1|22915	29.7193	MMRN1|22915	835.7798
MMRN2|79812	1052.5599	MMRN2|79812	5016.9725
MMS19|64210	1162.7691	MMS19|64210	902.7523
MN1|4330	424.1197	MN1|4330	556.422
MNAT1|4331	279.8571	MNAT1|4331	208.7156
MND1|84057	62.5344	removed	removed
MNDA|4332	358.4895	MNDA|4332	364.2202
MNS1|55329	87.3006	MNS1|55329	38.9908
MNT|4335	414.8324	MNT|4335	567.4312
MNX1|3110	18.5746	removed	removed
