gene_id	TCGA-E9-A1RH-01A-21R-A169-07	gene_id	TCGA-E9-A1RH-11A-34R-A169-07
INPP5J|27124	73.9037	INPP5J|27124	71.1893
INPP5K|51763	442.788	INPP5K|51763	2070.3518
INPPL1|3636	967.0922	INPPL1|3636	1376.8844
INSIG1|3638	1156.4507	INSIG1|3638	1476.1307
INSIG2|51141	2269.4473	INSIG2|51141	542.2948
INSL6|11172	5.0749	lowly_expressed	lowly_expressed
INSRR|3645	7.9296	INSRR|3645	12.1441
INSR|3643	1217.9843	INSR|3643	3050.2513
INTS10|55174	635.3184	INTS10|55174	1267.1692
INTS12|57117	404.4088	INTS12|57117	368.0905
INTS1|26173	1755.6102	INTS1|26173	1797.3199
INTS2|57508	900.1665	INTS2|57508	418.7605
INTS3|65123	1758.7820000000002	INTS3|65123	2032.6633
INTS4L1|285905	22.8372	INTS4L1|285905	27.6382
INTS4L2|644619	10.4671	INTS4L2|644619	5.0251
INTS4|92105	523.987	INTS4|92105	427.1943
INTS5|80789	553.1679	INTS5|80789	477.8057
INTS6|26512	1741.6541	INTS6|26512	840.0335
INTS7|25896	936.3254	INTS7|25896	270.5193
INTS8|55656	1707.0177	INTS8|55656	591.6499
INTS9|55756	147.4903	INTS9|55756	335.0084
INTU|27152	82.7849	INTU|27152	201.8425
INVS|27130	235.3501	INVS|27130	452.2613
IP6K1|9807	1000.7137	IP6K1|9807	1326.2144
IP6K2|51447	682.8959	IP6K2|51447	984.9246
IP6K3|117283	6.3437	lowly_expressed	lowly_expressed
IPCEF1|26034	9.5155	IPCEF1|26034	32.6633
IPMK|253430	522.0839	IPMK|253430	58.2077
IPO11|51194	952.1846	IPO11|51194	760.4104
IPO13|9670	570.9301	IPO13|9670	664.9916
IPO4|79711	1638.9247	IPO4|79711	456.4363
IPO5|3843	3636.1906	IPO5|3843	6507.9564
IPO7|10527	4400.2855	IPO7|10527	4494.5561
IPO8|10526	3495.3612	IPO8|10526	1855.9464
IPO9|55705	2390.9286	IPO9|55705	1757.9564
IPPK|64768	314.4334	IPPK|64768	179.9832
IPP|3652	297.518	IPP|3652	316.1642
IPW|3653	49.3696	IPW|3653	368.6767
IQCA1|79781	253.1124	IQCA1|79781	31.8258
IQCB1|9657	643.8823	IQCB1|9657	322.4456
IQCC|55721	48.2119	IQCC|55721	63.6516
IQCD|115811	52.0181	IQCD|115811	12.5628
IQCE|23288	536.3571	IQCE|23288	470.6868
IQCG|84223	281.0245	IQCG|84223	312.3953
IQCH|64799	74.2209	IQCH|64799	20.5193
IQCK|124152	365.0781	IQCK|124152	312.3953
IQGAP1|8826	12980.7311	IQGAP1|8826	9631.9095
IQGAP2|10788	976.6077	IQGAP2|10788	908.7102
IQGAP3|128239	556.0225	IQGAP3|128239	21.7755
IQSEC1|9922	3485.2113	IQSEC1|9922	3494.1374
IQSEC2|23096	281.6589	IQSEC2|23096	420.8543
IQSEC3|440073	8.2468	IQSEC3|440073	187.6047
lowly_expressed	lowly_expressed	IQUB|154865	7.9564
lowly_expressed	lowly_expressed	IRAK1BP1|134728	38.3752
IRAK1|3654	1667.4332	IRAK1|3654	1186.7672
IRAK2|3656	23.1544	IRAK2|3656	153.2663
IRAK3|11213	152.5652	IRAK3|11213	1228.2245
IRAK4|51135	460.8675	IRAK4|51135	426.2982
IREB2|3658	2413.4486	IREB2|3658	1747.4874
IRF1|3659	643.5207	IRF1|3659	819.8869
IRF2BP1|26145	213.1473	IRF2BP1|26145	317.8392
IRF2BP2|359948	3231.4646	IRF2BP2|359948	3766.7504
IRF2|3660	1566.8861	IRF2|3660	845.4774
IRF3|3661	372.3353	IRF3|3661	398.7186
IRF4|3662	106.5736	IRF4|3662	155.7789
IRF5|3663	124.3359	IRF5|3663	146.9849
IRF6|3664	406.9463	IRF6|3664	365.5779
IRF7|3665	85.0052	IRF7|3665	121.0218
IRF8|3394	93.8863	IRF8|3394	369.7655
IRF9|10379	1204.3454	IRF9|10379	754.1876
IRGQ|126298	478.3126	IRGQ|126298	546.4824
IRS1|3667	152.5652	IRS1|3667	1874.3719
IRS2|8660	603.9172	IRS2|8660	3763.4003
lowly_expressed	lowly_expressed	IRX1|79192	179.2295
IRX2|153572	1041.6303	IRX2|153572	350.9213
IRX3|79191	1205.9313	IRX3|79191	280.5695
lowly_expressed	lowly_expressed	IRX4|50805	15.9129
IRX5|10265	597.2564	IRX5|10265	151.1725
IRX6|79190	333.9941	IRX6|79190	358.0402
ISCA1P1|389293	74.5381	ISCA1P1|389293	104.2714
ISCA1|81689	659.7415	ISCA1|81689	1287.6884
ISCA2|122961	388.8669	ISCA2|122961	277.6382
ISCU|23479	766.3151	ISCU|23479	3012.5628
ISG15|9636	320.3552	ISG15|9636	233.2496
ISG20L2|81875	833.8752	ISG20L2|81875	448.9112
ISG20|3669	90.3973	ISG20|3669	67.0017
lowly_expressed	lowly_expressed	ISL1|3670	10.8878
ISLR2|57611	27.2778	ISLR2|57611	106.3652
ISLR|3671	1640.4726	ISLR|3671	4515.9129
ISM1|140862	385.695	ISM1|140862	939.2797
ISM2|145501	24.4231	lowly_expressed	lowly_expressed
ISOC1|51015	480.8501	ISOC1|51015	943.0486
ISOC2|79763	1431.4487	ISOC2|79763	507.9564
ISPD|729920	14.5904	ISPD|729920	52.3451
ISX|91464	7.6124	lowly_expressed	lowly_expressed
ISY1|57461	1504.9560000000001	ISY1|57461	622.2781
ISYNA1|51477	396.7964	ISYNA1|51477	310.7203
ITCH|83737	3159.1468	ITCH|83737	1791.4573
ITFG1|81533	1208.4688	ITFG1|81533	1283.5008
ITFG2|55846	256.2842	ITFG2|55846	519.6817
ITFG3|83986	2033.6214	ITFG3|83986	2779.8953
lowly_expressed	lowly_expressed	ITGA10|8515	40.6198
ITGA11|22801	1288.399	ITGA11|22801	1291.876
ITGA1|3672	547.0684	ITGA1|3672	2346.2102
ITGA2B|3674	9.1983	ITGA2B|3674	8.3752
ITGA2|3673	139.5607	ITGA2|3673	645.7286
ITGA3|3675	1585.9171	ITGA3|3675	1183.4171
ITGA4|3676	244.2756	ITGA4|3676	190.8836
ITGA5|3678	2871.7786	ITGA5|3678	2015.9129
ITGA6|3655	1088.5735	ITGA6|3655	4255.0251
ITGA7|3679	10.4671	ITGA7|3679	9394.8911
ITGA8|8516	27.9121	ITGA8|8516	76.2144
ITGA9|3680	79.2959	ITGA9|3680	499.5812
ITGAE|3682	98.9612	ITGAE|3682	271.3568
ITGAL|3683	196.9709	ITGAL|3683	178.392
ITGAM|3684	346.3643	ITGAM|3684	435.9296
ITGAV|3685	7702.7991	ITGAV|3685	4085.0084
ITGAX|3687	178.8914	ITGAX|3687	57.7889
ITGB1BP1|9270	1017.2072	ITGB1BP1|9270	4131.4908
ITGB1|3688	15544.8418	ITGB1|3688	30928.8107
ITGB2|3689	1246.055	ITGB2|3689	901.7002
ITGB3BP|23421	169.3759	ITGB3BP|23421	90.0335
ITGB3|3690	338.7519	ITGB3|3690	405.3601
ITGB4|3691	2222.187	ITGB4|3691	2288.9447
ITGB5|3693	6432.4796	ITGB5|3693	5427.9732
ITGB6|3694	1805.7252	ITGB6|3694	344.2211
ITGB7|3695	198.87400000000002	ITGB7|3695	81.6583
ITGB8|3696	29.4981	ITGB8|3696	440.1173
ITGBL1|9358	616.9217	ITGBL1|9358	915.4104
lowly_expressed	lowly_expressed	ITIH2|3698	8.794
lowly_expressed	lowly_expressed	ITIH3|3699	31.8258
ITIH4|3700	97.6925	ITIH4|3700	54.0201
lowly_expressed	lowly_expressed	ITIH5L|347365	15.4941
ITIH5|80760	230.5923	ITIH5|80760	13491.206
ITK|3702	15.8592	ITK|3702	40.201
ITM2A|9452	45.6744	ITM2A|9452	2555.6951
ITM2B|9445	6046.4674	ITM2B|9445	23452.6801
ITM2C|81618	638.173	ITM2C|81618	928.3919999999999
ITPA|3704	261.9935	ITPA|3704	317.0017
ITPK1|3705	1630.0056	ITPK1|3705	3888.191
ITPKA|3706	9.1983	lowly_expressed	lowly_expressed
ITPKB|3707	150.9793	ITPKB|3707	1779.7320000000002
ITPKC|80271	591.8642	ITPKC|80271	606.3652
ITPR1|3708	2883.1972	ITPR1|3708	1959.799
ITPR2|3709	1213.2265	ITPR2|3709	3308.2077
ITPR3|3710	4447.0637	ITPR3|3710	705.7203
ITPRIPL1|150771	6.978	ITPRIPL1|150771	65.7454
ITPRIPL2|162073	4247.4031	ITPRIPL2|162073	2540.6198
ITPRIP|85450	577.2738	ITPRIP|85450	510.0503
ITSN1|6453	1239.2356	ITSN1|6453	5909.5477
ITSN2|50618	3175.0059	ITSN2|50618	1481.1558
IVD|3712	1009.2776	IVD|3712	2009.2127
IVNS1ABP|10625	2691.6184	IVNS1ABP|10625	1704.3551
IWS1|55677	2547.3	IWS1|55677	1020.938
JAG1|182	498.9295	JAG1|182	3282.6633
JAG2|3714	116.4063	JAG2|3714	781.8258
JAGN1|84522	875.4262	JAGN1|84522	736.1809
JAK1|3716	7188.9619999999995	JAK1|3716	9653.6851
JAK2|3717	419.3165	JAK2|3717	1022.1943
JAK3|3718	335.8972	JAK3|3718	79.9832
JAKMIP1|152789	23.7888	lowly_expressed	lowly_expressed
JAKMIP2|9832	13.3217	lowly_expressed	lowly_expressed
JAKMIP3|282973	10.1499	JAKMIP3|282973	19.262999999999998
JAM2|58494	139.8779	JAM2|58494	935.0921
JAM3|83700	404.0917	JAM3|83700	1290.6198
JARID2|3720	762.1917	JARID2|3720	326.6332
JAZF1|221895	235.0329	JAZF1|221895	1051.0888
JDP2|122953	632.1465	JDP2|122953	667.0854
JHDM1D|80853	1634.1289	JHDM1D|80853	971.5243
JKAMP|51528	839.5845	JKAMP|51528	806.1139
JMJD1C|221037	2025.8853	JMJD1C|221037	2238.0905
JMJD4|65094	428.5624	JMJD4|65094	295.2136
JMJD5|79831	105.3049	JMJD5|79831	54.4389
JMJD6|23210	617.8733	JMJD6|23210	323.7018
JMJD7-PLA2G4B|8681	100.8643	JMJD7-PLA2G4B|8681	304.8576
JMJD8|339123	1097.0994	JMJD8|339123	1138.4757
JMY|133746	414.5587	JMY|133746	831.2395
JOSD1|9929	2576.4809	JOSD1|9929	1236.1809
JOSD2|126119	125.6046	JOSD2|126119	149.4975
JPH1|56704	270.2403	JPH1|56704	43.1323
JPH2|57158	1721.6716	JPH2|57158	304.4389
JPH3|57338	24.4231	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	JPH4|84502	28.057
JRKL|8690	675.2835	JRKL|8690	419.598
JRK|8629	374.2764	JRK|8629	477.3869
JTB|10899	1419.2499	JTB|10899	1699.7487
JUB|84962	250.2577	JUB|84962	244.9749
JUNB|3726	1172.9443	JUNB|3726	551.0888
JUND|3727	1336.6109	JUND|3727	1227.3869
JUN|3725	1925.9377	JUN|3725	1726.1307
JUP|3728	9862.1838	JUP|3728	2470.268
KAL1|3730	554.4366	KAL1|3730	1043.5511
KALRN|8997	733.9624	KALRN|8997	658.2915
KANK1|23189	546.8242	KANK1|23189	4831.2395
KANK2|25959	866.5451	KANK2|25959	5984.0871
KANK3|256949	29.8152	KANK3|256949	325.7956
KANK4|163782	123.7015	KANK4|163782	764.6566
KARS|3735	3070.6526	KARS|3735	3064.0704
KAT2A|2648	631.195	KAT2A|2648	589.6147
KAT2B|8850	171.5962	KAT2B|8850	1273.8693
KAT5|10524	707.3222	KAT5|10524	766.6248
KATNA1|11104	317.5006	KATNA1|11104	389.866
KATNAL1|84056	431.6866	KATNAL1|84056	1091.7085
KATNAL2|83473	9.1983	KATNAL2|83473	114.7404
KATNB1|10300	205.5349	KATNB1|10300	251.675
KAZALD1|81621	181.1212	KAZALD1|81621	85.7663
KAZ|23254	336.5253	KAZ|23254	771.4028
KBTBD10|10324	6.534	KBTBD10|10324	25.1633
KBTBD11|9920	51.3837	KBTBD11|9920	345.8961
lowly_expressed	lowly_expressed	KBTBD12|166348	11.3065
KBTBD2|25948	1276.9804	KBTBD2|25948	1164.1541
KBTBD3|143879	36.4761	KBTBD3|143879	178.8107
KBTBD4|55709	129.6075	KBTBD4|55709	328.6725
KBTBD6|89890	594.4017	KBTBD6|89890	539.3635
KBTBD7|84078	270.5574	KBTBD7|84078	248.325
KBTBD8|84541	33.6214	KBTBD8|84541	28.057
KCMF1|56888	2358.5758	KCMF1|56888	1397.8224
KCNA1|3736	16.4935	KCNA1|3736	12.1441
lowly_expressed	lowly_expressed	KCNA2|3737	23.0318
KCNA3|3738	19.6654	KCNA3|3738	18.8442
lowly_expressed	lowly_expressed	KCNA4|3739	36.0134
lowly_expressed	lowly_expressed	KCNA5|3741	15.4941
KCNA6|3742	12.6873	KCNA6|3742	342.9648
KCNAB1|7881	10.7842	KCNAB1|7881	289.7822
KCNAB2|8514	169.6931	KCNAB2|8514	174.6231
KCNB1|3745	188.7241	KCNB1|3745	443.0486
lowly_expressed	lowly_expressed	KCNB2|9312	18.0067
KCNC1|3746	10.7842	lowly_expressed	lowly_expressed
KCNC3|3748	94.5207	KCNC3|3748	50.67
KCNC4|3749	229.6408	KCNC4|3749	160.804
KCND1|3750	27.9121	KCND1|3750	82.4958
KCND2|3751	67.8773	KCND2|3751	360.134
lowly_expressed	lowly_expressed	KCND3|3752	118.928
lowly_expressed	lowly_expressed	KCNE1L|23630	49.4137
lowly_expressed	lowly_expressed	KCNE1|3753	111.809
KCNE2|9992	14.9076	KCNE2|9992	12.1441
KCNE3|10008	35.2074	KCNE3|10008	230.3183
KCNE4|23704	214.7332	KCNE4|23704	94.2211
KCNG1|3755	73.9037	lowly_expressed	lowly_expressed
KCNG3|170850	207.438	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNH1|3756	23.4506
KCNH2|3757	5.3921	KCNH2|3757	8.794
lowly_expressed	lowly_expressed	KCNH3|23416	5.0251
lowly_expressed	lowly_expressed	KCNH4|23415	5.4439
lowly_expressed	lowly_expressed	KCNH8|131096	10.8878
lowly_expressed	lowly_expressed	KCNIP1|30820	8.794
lowly_expressed	lowly_expressed	KCNIP2|30819	10757.9564
KCNIP3|30818	57.7274	KCNIP3|30818	67.4204
KCNIP4|80333	5.3921	KCNIP4|80333	21.3568
KCNJ11|3767	22.8372	KCNJ11|3767	31.8258
KCNJ12|3768	11.1014	KCNJ12|3768	118.928
KCNJ14|3770	15.542	KCNJ14|3770	12.1441
KCNJ15|3772	37.4276	KCNJ15|3772	26.3819
lowly_expressed	lowly_expressed	KCNJ16|3773	82.4958
KCNJ2|3759	59.3133	KCNJ2|3759	452.2613
lowly_expressed	lowly_expressed	KCNJ3|3760	7.9564
KCNJ5|3762	13.0045	KCNJ5|3762	92.9648
KCNJ8|3764	59.9477	KCNJ8|3764	825.7956
KCNK12|56660	626.7544	lowly_expressed	lowly_expressed
KCNK13|56659	17.7623	KCNK13|56659	15.0754
KCNK15|60598	171.27900000000002	KCNK15|60598	35.1759
KCNK1|3775	874.7918	KCNK1|3775	70.3518
KCNK2|3776	19.031	KCNK2|3776	198.9112
KCNK3|3777	4496.7092	KCNK3|3777	99.2462
KCNK5|8645	72.3178	KCNK5|8645	89.6147
KCNK6|9424	566.4896	KCNK6|9424	113.0653
lowly_expressed	lowly_expressed	KCNK7|10089	5.0251
KCNMA1|3778	686.3849	KCNMA1|3778	1342.5461
KCNMB1|3779	14.2733	KCNMB1|3779	345.4774
lowly_expressed	lowly_expressed	KCNMB2|10242	12.1441
KCNMB3|27094	55.1899	KCNMB3|27094	60.7203
KCNMB4|27345	20.6169	KCNMB4|27345	69.0955
KCNN1|3780	45.3572	lowly_expressed	lowly_expressed
KCNN2|3781	6.3437	KCNN2|3781	7.9564
KCNN3|3782	21.2513	KCNN3|3782	39.7822
KCNN4|3783	117.0407	KCNN4|3783	128.9782
KCNQ1OT1|10984	91.9832	KCNQ1OT1|10984	155.7789
KCNQ1|3784	43.4541	KCNQ1|3784	141.541
KCNQ3|3786	13.9561	KCNQ3|3786	6.7002
lowly_expressed	lowly_expressed	KCNQ4|9132	25.9631
KCNQ5|56479	465.3081	KCNQ5|56479	8.3752
KCNRG|283518	15.4246	KCNRG|283518	5.8417
KCNS1|3787	130.3624	KCNS1|3787	11.3065
lowly_expressed	lowly_expressed	KCNS2|3788	5.0251
KCNS3|3790	385.695	KCNS3|3790	220.6868
KCNT2|343450	5.0749	KCNT2|343450	41.876000000000005
KCP|375616	5.7125	KCP|375616	23.4673
KCTD10|83892	1838.3951	KCTD10|83892	2515.0754
KCTD11|147040	1110.7763	KCTD11|147040	450.1675
KCTD12|115207	3032.2734	KCTD12|115207	7672.9481
KCTD13|253980	190.6272	KCTD13|253980	121.0218
KCTD14|65987	11.1014	KCTD14|65987	118.0905
KCTD15|79047	438.3475	KCTD15|79047	252.5126
KCTD16|57528	10.1499	KCTD16|57528	6.7002
KCTD17|79734	146.2216	KCTD17|79734	66.5829
KCTD18|130535	466.2596	KCTD18|130535	581.2395
KCTD1|284252	529.0619	KCTD1|284252	273.8693
KCTD20|222658	2745.8568	KCTD20|222658	3312.3953
KCTD21|283219	236.93599999999998	KCTD21|283219	553.1826
KCTD2|23510	1711.8389	KCTD2|23510	1654.1039
KCTD3|51133	2379.1928	KCTD3|51133	1958.124
KCTD5|54442	2233.6056	KCTD5|54442	298.5762
KCTD6|200845	60.582	KCTD6|200845	244.1374
KCTD7|154881	303.4525	KCTD7|154881	500.9966
lowly_expressed	lowly_expressed	KCTD8|386617	5.4439
KCTD9|54793	778.0509	KCTD9|54793	897.8224
KDELC1|79070	188.0898	KDELC1|79070	138.191
KDELC2|143888	2775.9892	KDELC2|143888	2618.0905
KDELR1|10945	3036.7140000000004	KDELR1|10945	3297.3199
KDELR2|11014	10846.0867	KDELR2|11014	5631.4908
KDELR3|11015	1135.8338	KDELR3|11015	602.1776
KDM1A|23028	1672.5081	KDM1A|23028	1108.0402
KDM1B|221656	1019.1103	KDM1B|221656	404.1039
KDM2A|22992	4309.8882	KDM2A|22992	2420.4355
KDM2B|84678	706.8559	KDM2B|84678	370.7203
KDM3A|55818	4668.3054	KDM3A|55818	1026.8007
KDM3B|51780	2070.2561	KDM3B|51780	2768.0067
KDM4A|9682	1596.0669	KDM4A|9682	1139.0285
KDM4B|23030	1171.0412	KDM4B|23030	715.2429
KDM4C|23081	491.9515	KDM4C|23081	478.2245
KDM4D|55693	25.3747	KDM4D|55693	37.2697
KDM5A|5927	1492.0308	KDM5A|5927	1819.0955
KDM5B|10765	3930.2196	KDM5B|10765	1311.9765
KDM5C|8242	2555.5467	KDM5C|8242	1790.201
KDM6A|7403	1234.1607	KDM6A|7403	794.3886
KDM6B|23135	498.2951	KDM6B|23135	540.6198
KDR|3791	448.4973	KDR|3791	3044.8074
KDSR|2531	1010.8635	KDSR|2531	2508.794
KEAP1|9817	1511.6961	KEAP1|9817	1137.3534
KERA|11081	14.5904	KERA|11081	24.2881
KGFLP2|654466	85.132	KGFLP2|654466	73.84
KHDC1|80759	7.9296	KHDC1|80759	27.2194
KHDRBS1|10657	6202.5216	KHDRBS1|10657	3433.4171
KHDRBS3|10656	84.3708	KHDRBS3|10656	329.9832
KHK|3795	114.1543	KHK|3795	102.0268
KHNYN|23351	3412.1481	KHNYN|23351	1872.4791
KHSRP|8570	2204.4247	KHSRP|8570	1473.6181
KIAA0020|9933	585.8378	KIAA0020|9933	480.73699999999997
KIAA0040|9674	547.7758	KIAA0040|9674	1584.5896
lowly_expressed	lowly_expressed	KIAA0087|9808	8.794
KIAA0090|23065	1717.231	KIAA0090|23065	1428.392
KIAA0100|9703	9030.7922	KIAA0100|9703	6748.0611
KIAA0101|9768	590.9127	KIAA0101|9768	13.4003
KIAA0114|57291	238.2047	KIAA0114|57291	350.5025
KIAA0125|9834	38.6964	KIAA0125|9834	19.6817
KIAA0141|9812	562.3662	KIAA0141|9812	1239.531
KIAA0146|23514	1672.5081	KIAA0146|23514	703.0988
KIAA0174|9798	2597.0978	KIAA0174|9798	2914.5729
KIAA0182|23199	2799.4608	KIAA0182|23199	4041.8759999999997
KIAA0195|9772	1028.7781	KIAA0195|9772	1682.902
KIAA0196|9897	2732.2179	KIAA0196|9897	1801.5075
KIAA0226|9711	1224.9623	KIAA0226|9711	574.9581
KIAA0232|9778	1046.3881	KIAA0232|9778	2260.0503
KIAA0240|23506	897.6291	KIAA0240|23506	1065.7454
KIAA0247|9766	1516.4539	KIAA0247|9766	1193.4673
KIAA0284|283638	1038.4585	KIAA0284|283638	758.3752
KIAA0317|9870	828.1659	KIAA0317|9870	657.8727
KIAA0319L|79932	595.6704	KIAA0319L|79932	1309.0452
KIAA0319|9856	128.7765	lowly_expressed	lowly_expressed
KIAA0355|9710	755.8481	KIAA0355|9710	1261.7253
KIAA0368|23392	3194.6713	KIAA0368|23392	5185.0921
KIAA0391|9692	554.3827	KIAA0391|9692	519.7697
KIAA0406|9675	1183.4113	KIAA0406|9675	386.0972
KIAA0408|9729	7.6758	KIAA0408|9729	980.3224
KIAA0415|9907	389.8184	KIAA0415|9907	364.3216
KIAA0427|9811	453.8895	KIAA0427|9811	3512.9816
KIAA0430|9665	1791.4519	KIAA0430|9665	3453.5176
KIAA0467|23334	327.9359	KIAA0467|23334	1139.1039
KIAA0494|9813	2725.7854	KIAA0494|9813	5997.7345
KIAA0495|57212	61.8508	KIAA0495|57212	665.8291
KIAA0513|9764	438.9818	KIAA0513|9764	376.0469
KIAA0528|9847	580.4456	KIAA0528|9847	953.5176
KIAA0556|23247	614.3843	KIAA0556|23247	359.7152
KIAA0562|9731	633.7325	KIAA0562|9731	876.0469
KIAA0564|23078	775.5134	KIAA0564|23078	1555.2764
KIAA0586|9786	415.8275	KIAA0586|9786	341.2898
KIAA0649|9858	315.9147	KIAA0649|9858	428.8107
KIAA0652|9776	694.6317	KIAA0652|9776	2260.469
KIAA0664P3|100132341	27.2778	KIAA0664P3|100132341	18.8442
KIAA0664|23277	972.1672	KIAA0664|23277	1789.7822
KIAA0748|9840	5.7093	KIAA0748|9840	22.1943
KIAA0753|9851	310.8397	KIAA0753|9851	239.9497
KIAA0754|643314	183.9664	KIAA0754|643314	465.2429
KIAA0776|23376	2002.0617	KIAA0776|23376	1181.742
KIAA0802|23255	333.0426	KIAA0802|23255	77.4707
KIAA0831|22863	1121.2434	KIAA0831|22863	860.9715
KIAA0892|23383	828.8003	KIAA0892|23383	885.6784
KIAA0895L|653319	98.64399999999999	KIAA0895L|653319	150.5905
KIAA0895|23366	510.0309	KIAA0895|23366	80.8208
KIAA0907|22889	388.2325	KIAA0907|22889	646.5662
KIAA0913|23053	2553.0093	KIAA0913|23053	1198.9112
KIAA0922|23240	2649.433	KIAA0922|23240	1323.2831
KIAA0947|23379	3389.1047	lowly_expressed	lowly_expressed
KIAA1009|22832	149.0762	KIAA1009|22832	274.7069
KIAA1012|22878	1405.7569	KIAA1012|22878	1416.2479
KIAA1024|23251	55.5071	KIAA1024|23251	19.262999999999998
KIAA1033|23325	2102.2917	KIAA1033|23325	1588.3585
lowly_expressed	lowly_expressed	KIAA1045|23349	29.732
KIAA1107|23285	171.5962	KIAA1107|23285	239.9497
KIAA1109|84162	2920.942	KIAA1109|84162	3405.7789
KIAA1143|57456	718.7376	KIAA1143|57456	1119.7655
KIAA1147|57189	1560.2252	KIAA1147|57189	1099.2462
KIAA1161|57462	653.3978	KIAA1161|57462	562.3953
KIAA1191|57179	2293.5532	KIAA1191|57179	2218.1742
KIAA1199|57214	265.1653	KIAA1199|57214	5.8626
lowly_expressed	lowly_expressed	KIAA1210|57481	16.3317
KIAA1211|57482	92.3004	KIAA1211|57482	8.794
KIAA1217|56243	4320.3362	KIAA1217|56243	2158.7102
lowly_expressed	lowly_expressed	KIAA1239|57495	42.7136
KIAA1244|57221	1009.2776	KIAA1244|57221	287.2697
KIAA1257|57501	38.4173	KIAA1257|57501	6.7002
KIAA1267|284058	1093.6484	KIAA1267|284058	1127.3032
KIAA1274|27143	53.9212	KIAA1274|27143	258.79400000000004
KIAA1279|26128	1972.2465	KIAA1279|26128	878.9782
KIAA1310|55683	1857.7432	KIAA1310|55683	1798.1575
KIAA1324L|222223	117.3579	KIAA1324L|222223	529.732
KIAA1324|57535	5726.1121	KIAA1324|57535	1365.1591
KIAA1328|57536	86.2739	KIAA1328|57536	148.2412
KIAA1370|56204	1240.8215	KIAA1370|56204	1778.4757
KIAA1377|57562	183.9664	KIAA1377|57562	820.3518
KIAA1383|54627	6.978	KIAA1383|54627	74.9581
KIAA1407|57577	249.9405	KIAA1407|57577	147.4037
lowly_expressed	lowly_expressed	KIAA1409|57578	7.1189
KIAA1429|25962	3140.1158	KIAA1429|25962	2503.7688
KIAA1430|57587	2199.0326	KIAA1430|57587	1533.0821
KIAA1432|57589	1194.4715	KIAA1432|57589	1109.9832
KIAA1462|57608	1004.837	KIAA1462|57608	2880.6533
KIAA1467|57613	1283.6413	KIAA1467|57613	267.5879
KIAA1468|57614	493.8546	KIAA1468|57614	648.2412
KIAA1522|57648	3892.1576	KIAA1522|57648	1121.4405
KIAA1524|57650	830.069	KIAA1524|57650	23.0318
KIAA1529|57653	12.6873	KIAA1529|57653	88.3585
KIAA1530|57654	198.87400000000002	KIAA1530|57654	146.9849
KIAA1539|80256	177.9399	KIAA1539|80256	594.6399
KIAA1543|57662	343.1925	KIAA1543|57662	50.2513
KIAA1549|57670	266.7512	KIAA1549|57670	178.8107
KIAA1586|57691	172.865	KIAA1586|57691	198.4925
KIAA1598|57698	1425.7394	KIAA1598|57698	625.6281
KIAA1609|57707	1744.1916	KIAA1609|57707	267.1692
KIAA1614|57710	21.6256	KIAA1614|57710	129.7822
KIAA1632|57724	668.9398	KIAA1632|57724	1027.2194
KIAA1644|85352	88.177	KIAA1644|85352	22.1943
KIAA1671|85379	2057.886	KIAA1671|85379	1691.3735
KIAA1683|80726	31.4012	KIAA1683|80726	73.7018
KIAA1704|55425	441.7572	KIAA1704|55425	356.29400000000004
KIAA1712|80817	406.3564	KIAA1712|80817	267.8266
KIAA1715|80856	1355.0075	KIAA1715|80856	1208.5427
KIAA1731|85459	608.3578	KIAA1731|85459	327.0519
KIAA1737|85457	823.091	KIAA1737|85457	893.6348
lowly_expressed	lowly_expressed	KIAA1751|85452	5.8626
KIAA1755|85449	18.7138	KIAA1755|85449	111.3903
KIAA1797|54914	737.4514	KIAA1797|54914	841.2898
KIAA1804|84451	243.91400000000002	KIAA1804|84451	37.6884
KIAA1826|84437	394.5762	KIAA1826|84437	485.7621
KIAA1841|84542	306.3992	KIAA1841|84542	246.6499
KIAA1908|114796	177.3055	KIAA1908|114796	354.2714
KIAA1919|91749	276.5839	KIAA1919|91749	61.9765
KIAA1949|170954	1348.3467	KIAA1949|170954	1413.7353
KIAA1958|158405	90.7145	KIAA1958|158405	48.5762
KIAA1967|57805	1096.8202	KIAA1967|57805	1539.3635
KIAA1984|84960	17.7623	lowly_expressed	lowly_expressed
KIAA2013|90231	759.3371	KIAA2013|90231	1075.7956
KIAA2018|205717	1683.9267	KIAA2018|205717	1211.0553
KIAA2022|340533	26.6434	KIAA2022|340533	53.6013
KIAA2026|158358	549.996	KIAA2026|158358	773.0318
KIDINS220|57498	3321.2275	KIDINS220|57498	3020.5193
KIF11|3832	964.8719	KIF11|3832	77.8894
KIF12|113220	20.9341	KIF12|113220	54.4389
KIF13A|63971	2187.2968	KIF13A|63971	2391.1223
KIF13B|23303	225.5174	KIF13B|23303	1197.2362
KIF14|9928	334.6285	KIF14|9928	10.469000000000001
KIF15|56992	502.7357	KIF15|56992	18.8442
KIF16B|55614	518.5949	KIF16B|55614	920.4355
KIF17|57576	11.1014	KIF17|57576	98.4087
KIF18A|81930	222.0284	KIF18A|81930	10.469000000000001
KIF18B|146909	398.0652	KIF18B|146909	6.2814
lowly_expressed	lowly_expressed	KIF19|124602	20.1005
