gene_id	TCGA-BH-A0DQ-01A-11R-A084-07	gene_id	TCGA-BH-A0DQ-11A-12R-A089-07
MRM1|79922	78.0548	MRM1|79922	85.2977
MRO|83876	83.7761	MRO|83876	28.7227
MRP63|78988	531.3813	MRP63|78988	604.8771
MRPL10|124995	897.4254	MRPL10|124995	766.2291
MRPL11|65003	554.9653	MRPL11|65003	512.6569
MRPL12|6182	809.9714	MRPL12|6182	464.2054
MRPL13|28998	720.4739999999999	MRPL13|28998	450.8595
MRPL14|64928	874.9489	MRPL14|64928	379.7781
MRPL15|29088	701.2669	MRPL15|29088	527.7435
MRPL16|54948	701.6755	MRPL16|54948	513.8174
MRPL17|63875	1211.6878	MRPL17|63875	609.2696
MRPL18|29074	803.4328	MRPL18|29074	579.9666
MRPL19|9801	1269.718	MRPL19|9801	1237.6877
MRPL1|65008	331.0176	MRPL1|65008	317.1103
MRPL20|55052	1216.2893	MRPL20|55052	951.2149
MRPL21|219927	478.9538	MRPL21|219927	448.2483
MRPL22|29093	373.1099	MRPL22|29093	289.8383
MRPL23|6150	558.2346	MRPL23|6150	337.4193
MRPL24|79590	1048.631	MRPL24|79590	675.4189
MRPL27|51264	753.5758	MRPL27|51264	527.7435
MRPL28|10573	1298.7331	MRPL28|10573	518.1693
MRPL2|51069	564.3645	MRPL2|51069	368.1729
MRPL30|51263	696.1708	MRPL30|51263	919.0716
MRPL32|64983	681.2423	MRPL32|64983	689.9253
MRPL33|9553	376.3792	MRPL33|9553	468.8475
MRPL34|64981	443.8087	MRPL34|64981	362.6605
MRPL35|51318	930.1185	MRPL35|51318	845.1439999999999
MRPL36|64979	234.9816	MRPL36|64979	210.0529
MRPL37|51253	1298.3245	MRPL37|51253	1025.3137
MRPL38|64978	620.0204	MRPL38|64978	502.6503
MRPL39|54148	446.2607	MRPL39|54148	333.9378
MRPL3|11222	1337.9649	MRPL3|11222	1442.8084
MRPL40|64976	400.8991	MRPL40|64976	544.571
MRPL41|64975	904.7814	MRPL41|64975	352.506
MRPL42P5|359821	8.0915	MRPL42P5|359821	7.2822
MRPL42|28977	893.3388	MRPL42|28977	639.7331
MRPL43|84545	1091.3036	MRPL43|84545	875.4102
MRPL44|65080	671.0257	MRPL44|65080	519.9101
MRPL45|84311	884.7568	MRPL45|84311	1025.3137
MRPL46|26589	320.3923	MRPL46|26589	288.9679
MRPL47|57129	942.3784	MRPL47|57129	361.5
MRPL48|51642	336.7389	MRPL48|51642	342.6416
MRPL49|740	1818.9620000000002	MRPL49|740	1577.1379
MRPL4|51073	718.4307	MRPL4|51073	476.6809
MRPL50|54534	477.7278	MRPL50|54534	385.0004
MRPL51|51258	1226.8083	MRPL51|51258	1209.8354
MRPL52|122704	429.5055	MRPL52|122704	353.0862
MRPL53|116540	440.4495	MRPL53|116540	295.6408
MRPL54|116541	484.2664	MRPL54|116541	432.2913
MRPL55|128308	507.9689	MRPL55|128308	264.0168
MRPL9|65005	707.3314	MRPL9|65005	749.5844
MRPS10|55173	1223.539	MRPS10|55173	808.0075
MRPS11|64963	501.839	MRPS11|64963	395.1549
MRPS12|6183	342.8688	MRPS12|6183	255.8932
MRPS14|63931	303.2284	MRPS14|63931	373.9755
MRPS15|64960	913.7719999999999	MRPS15|64960	639.7331
MRPS16|51021	1715.8071	MRPS16|51021	1279.1760000000002
MRPS17|51373	227.8831	MRPS17|51373	214.6457
MRPS18A|55168	963.2203	MRPS18A|55168	506.8543
MRPS18B|28973	1886.3915	MRPS18B|28973	1227.2431
MRPS18C|51023	314.9244	MRPS18C|51023	241.4448
MRPS21|54460	1052.3089	MRPS21|54460	743.3089
MRPS22|56945	437.2701	MRPS22|56945	427.069
MRPS23|51649	862.2803	MRPS23|51649	519.6199
MRPS24|64951	679.199	MRPS24|64951	618.5537
MRPS25|64432	546.9595	MRPS25|64432	656.7433
MRPS26|64949	410.707	MRPS26|64949	620.8747
MRPS27|23107	1172.4561	MRPS27|23107	1613.1138
MRPS28|28957	200.56799999999998	MRPS28|28957	227.3011
MRPS2|51116	840.1716	MRPS2|51116	646.8325
MRPS30|10884	2967.3069	MRPS30|10884	502.7925
MRPS31|10240	301.5938	MRPS31|10240	344.9626
MRPS33|51650	520.2289	MRPS33|51650	487.7058
MRPS34|65993	1291.3772	MRPS34|65993	663.2335
MRPS35|60488	772.3743	MRPS35|60488	1190.6869
MRPS36|92259	440.9481	MRPS36|92259	284.9061
MRPS5|64969	652.6359	MRPS5|64969	592.4422
MRPS6|64968	608.5779	MRPS6|64968	584.3969
MRPS7|51081	1082.6972	MRPS7|51081	856.0122
MRPS9|64965	460.1553	MRPS9|64965	464.7857
MRRF|92399	517.3682	MRRF|92399	470.8784
MRS2P2|729633	5.7213	lowly_expressed	lowly_expressed
MRS2|57380	772.3743	MRS2|57380	703.2712
MRTO4|51154	748.6718	MRTO4|51154	655.6901
MRVI1|10335	641.1933	MRVI1|10335	667.2953
MS4A14|84689	209.6445	MS4A14|84689	51.3208
MS4A15|219995	201.8799	lowly_expressed	lowly_expressed
MS4A1|931	20.0245	MS4A1|931	124.4651
MS4A2|2206	180.6293	MS4A2|2206	81.5261
MS4A4A|51338	196.9759	MS4A4A|51338	118.9526
MS4A6A|64231	588.4757	MS4A6A|64231	424.74800000000005
MS4A7|58475	1005.7213	MS4A7|58475	270.4316
MS4A8B|83661	818.5533	MS4A8B|83661	13.9262
MSC|9242	324.5525	MSC|9242	51.1032
MSH2|4436	951.7777	MSH2|4436	959.1644
MSH3|4437	505.5129	MSH3|4437	660.6310000000001
MSH5|4439	127.9117	MSH5|4439	112.2797
MSH6|2956	1709.0315	MSH6|2956	1597.4469
MSI1|4440	16.7552	MSI1|4440	61.2171
MSI2|124540	284.0213	MSI2|124540	479.8723
MSL1|339287	2147.9362	MSL1|339287	2339.3051
MSL2|55167	1067.4295	MSL2|55167	1481.9758
MSL3L2|151507	29.4238	MSL3L2|151507	93.4213
MSL3|10943	584.7977	MSL3|10943	578.2259
lowly_expressed	lowly_expressed	MSLN|10232	11.315
MSMB|4477	34.7364	MSMB|4477	684.9931
MSMP|692094	19.2072	MSMP|692094	48.7416
MSN|4478	8971.3935	MSN|4478	6143.4685
MSR1|4481	1188.8026	MSR1|4481	220.4976
MSRA|4482	92.7667	MSRA|4482	264.8872
MSRB2|22921	764.6097	MSRB2|22921	394.5746
MSRB3|253827	1908.4593	MSRB3|253827	1640.9661
MST1P2|11209	6.9473	MST1P2|11209	72.242
lowly_expressed	lowly_expressed	MST1P9|11223	8.7039
MST1R|4486	420.9236	MST1R|4486	129.1071
MST1|4485	22.4765	MST1|4485	73.6926
MST4|51765	3152.4315	MST4|51765	337.7094
lowly_expressed	lowly_expressed	MSTN|2660	13.636
MSTO1|55154	582.2436	MSTO1|55154	399.9942
MSTO2P|100129405	44.8549	MSTO2P|100129405	164.3316
MSX1|4487	163.0568	MSX1|4487	56.575
lowly_expressed	lowly_expressed	MSX2P1|55545	5.5124
MSX2|4488	281.5693	MSX2|4488	479.2921
MT1A|4489	246.8329	lowly_expressed	lowly_expressed
MT1E|4493	996.322	MT1E|4493	869.8049
MT1F|4494	130.3637	MT1F|4494	106.18700000000001
MT1G|4495	167.5521	MT1G|4495	76.5939
MT1L|4500	35.1451	MT1L|4500	81.2359
MT1M|4499	42.9097	MT1M|4499	49.0317
MT1X|4501	607.2742	MT1X|4501	1103.3582
MT2A|4502	1978.7495	MT2A|4502	1630.8116
MTA1|9112	766.2444	MTA1|9112	975.9919
MTA2|9219	2668.9824	MTA2|9219	1682.4545
MTA3|57504	969.7589	MTA3|57504	1074.9257
MTAP|4507	447.0781	MTAP|4507	817.8719
MTBP|27085	131.5897	MTBP|27085	87.6188
MTCH1|23787	4537.3927	MTCH1|23787	3323.4206
MTCH2|23788	2181.4467	MTCH2|23788	1240.0087
MTCP1NB|100272147	340.5272	MTCP1NB|100272147	202.3965
MTCP1|4515	37.8954	MTCP1|4515	28.8359
MTDH|92140	2927.6665	MTDH|92140	3314.1365
MTERFD1|51001	373.5186	MTERFD1|51001	254.7327
MTERFD2|130916	334.6955	MTERFD2|130916	397.76599999999996
MTERFD3|80298	443.8087	MTERFD3|80298	488.8663
MTERF|7978	238.6596	MTERF|7978	285.7765
MTF1|4520	624.4381	MTF1|4520	748.5312
MTF2|22823	648.9579	MTF2|22823	613.9117
MTFMT|123263	182.264	MTFMT|123263	208.3122
MTFR1|9650	467.9199	MTFR1|9650	422.1832
MTG1|92170	331.8349	MTG1|92170	374.8459
MTHFD1L|25902	264.4054	MTHFD1L|25902	169.1448
MTHFD1|4522	1111.3445	MTHFD1|4522	1128.4456
MTHFD2L|441024	129.8529	MTHFD2L|441024	312.0331
MTHFD2|10797	1360.0327	MTHFD2|10797	998.6219
MTHFR|4524	1062.5501	MTHFR|4524	923.0434
MTHFSD|64779	305.2718	MTHFSD|64779	343.2219
MTHFS|10588	379.6485	MTHFS|10588	301.1533
MTIF2|4528	804.6588	MTIF2|4528	817.2917
MTIF3|219402	789.5382	MTIF3|219402	760.4265
MTL5|9633	391.0911	MTL5|9633	427.6492
MTM1|4534	367.3886	MTM1|4534	434.0321
MTMR10|54893	504.1725	MTMR10|54893	1037.6209
MTMR11|10903	386.5958	MTMR11|10903	311.5979
MTMR12|54545	883.9395	MTMR12|54545	1790.0921
MTMR14|64419	641.1933	MTMR14|64419	559.3675
MTMR15|22909	515.8521	MTMR15|22909	756.2428
MTMR1|8776	1171.6387	MTMR1|8776	934.5035
MTMR2|8898	807.5194	MTMR2|8898	787.9887
MTMR3|8897	1097.262	MTMR3|8897	2526.1478
MTMR4|9110	881.8962	MTMR4|9110	1546.9645
MTMR6|9107	754.8018	MTMR6|9107	1039.53
MTMR7|9108	61.0625	MTMR7|9108	54.7211
MTMR8|55613	11.8512	MTMR8|55613	18.6524
MTMR9L|339483	65.3862	MTMR9L|339483	105.3166
MTMR9|66036	391.8962	MTMR9|66036	538.7017
MTO1|25821	236.2076	MTO1|25821	478.1316
MTOR|2475	1436.8615	MTOR|2475	1970.8421
MTP18|51537	171.9738	MTP18|51537	284.2359
MTPAP|55149	435.2268	MTPAP|55149	487.7058
MTRF1L|54516	266.04	MTRF1L|54516	217.8864
MTRF1|9617	85.00200000000001	MTRF1|9617	108.7981
MTRR|4552	530.8541	MTRR|4552	672.2275
MTR|4548	996.7307	MTR|4548	1858.2723
MTSS1L|92154	1349.8161	MTSS1L|92154	956.8434
MTSS1|9788	994.6629	MTSS1|9788	1033.1414
MTUS1|57509	1852.0638	MTUS1|57509	3871.183
lowly_expressed	lowly_expressed	MTUS2|23281	5.8026
MTX1|4580	549.2195	MTX1|4580	396.9537
MTX2|10651	612.5868	MTX2|10651	425.6183
MTX3|345778	539.8447	MTX3|345778	934.7936
MUC15|143662	333.4696	MUC15|143662	477.8414
lowly_expressed	lowly_expressed	MUC16|94025	82.6866
MUC1|4582	7460.1553	MUC1|4582	4129.1071
MUC20|200958	494.483	MUC20|200958	281.1344
MUC21|394263	7.7646	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MUC4|4585	29.0128
MUC5B|727897	64.5689	MUC5B|727897	2555.7409
MUC6|4588	1508.3776	MUC6|4588	1507.5071
MUCL1|118430	2639.9673	MUCL1|118430	48653.079000000005
MUDENG|55745	832.8566	MUDENG|55745	891.5645
MUL1|79594	979.1582	MUL1|79594	774.0625
MUM1L1|139221	103.8006	MUM1L1|139221	33.945
MUM1|84939	897.4254	MUM1|84939	979.7635
MURC|347273	5.7213	MURC|347273	5.5124
MUS81|80198	440.1308	MUS81|80198	411.402
MUSTN1|389125	138.0302	MUSTN1|389125	56.575
MUTED|63915	400.8991	MUTED|63915	476.9711
MUTYH|4595	154.8835	MUTYH|4595	123.0173
MUT|4594	816.51	MUT|4594	1560.8907
MVD|4597	420.9236	MVD|4597	277.6529
MVK|4598	315.0797	MVK|4598	275.3318
MVP|9961	4549.244000000001	MVP|9961	1891.9272
MX1|4599	4655.0879	MX1|4599	652.2086
MX2|4600	664.8958	MX2|4600	231.2323
MXD1|4084	888.0262	MXD1|4084	535.2869
MXD3|83463	135.8153	MXD3|83463	78.1838
MXD4|10608	2143.8496	MXD4|10608	2014.6515
MXI1|4601	545.1573	MXI1|4601	2317.5455
MXRA5|25878	14272.17	MXRA5|25878	9303.8369
MXRA7|439921	2594.6056	MXRA7|439921	1808.6603
MXRA8|54587	5744.5852	MXRA8|54587	1906.7237
MYADM|91663	5364.1193	MYADM|91663	3171.1032
MYBBP1A|10514	781.6428	MYBBP1A|10514	1055.5857
MYBL1|4603	199.4279	MYBL1|4603	135.1998
MYBL2|4605	468.7372	MYBL2|4605	74.8531
MYBPC1|4604	22.0678	MYBPC1|4604	29142.5256
MYB|4602	2096.036	MYB|4602	3723.7978
MYCBP2|23077	1085.4107	MYCBP2|23077	3176.9058
MYCBPAP|84073	13.8946	MYCBPAP|84073	16.8274
MYCBP|26292	1039.2317	MYCBP|26292	898.2375
MYCL1|4610	98.0793	MYCL1|4610	180.1697
MYCN|4613	24.1112	MYCN|4613	27.8523
MYCT1|80177	403.351	MYCT1|80177	358.3086
MYC|4609	660.8092	MYC|4609	2366.2871
MYD88|4615	1629.3421	MYD88|4615	924.6392
MYEF2|50804	149.7957	MYEF2|50804	508.0902
MYEOV2|150678	934.6138	MYEOV2|150678	789.7295
MYEOV|26579	41.275	MYEOV|26579	74.2729
MYH10|4628	2453.208	MYH10|4628	3632.6975
MYH11|4629	3833.8169	MYH11|4629	10364.4912
MYH14|79784	2135.2677	MYH14|79784	1407.4128
MYH3|4621	13.0772	MYH3|4621	41.7785
MYH7B|57644	9.3993	MYH7B|57644	14.5064
MYH9|4627	32148.7536	MYH9|4627	25779.6475
MYL12A|10627	10648.1406	MYL12A|10627	4490.0268
MYL12B|103910	15610.9522	MYL12B|103910	6114.1655
MYL3|4634	8.5819	lowly_expressed	lowly_expressed
MYL4|4635	11.8512	lowly_expressed	lowly_expressed
MYL5|4636	77.7319	MYL5|4636	146.4916
MYL6B|140465	483.8578	MYL6B|140465	544.8611
MYL6|4637	28913.3633	MYL6|4637	10497.4251
MYL9|10398	10510.4209	MYL9|10398	5849.8586
MYLIP|29116	1366.98	MYLIP|29116	1510.4084
MYLK2|85366	6.5386	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MYLK3|91807	6.3828
MYLK4|340156	19.2072	MYLK4|340156	78.0445
MYLK|4638	2284.0172	MYLK|4638	7772.8034
MYNN|55892	538.6187	MYNN|55892	548.9229
MYO10|4651	1201.4712	MYO10|4651	1555.0881
MYO15A|51168	30.2411	MYO15A|51168	15.3768
MYO15B|80022	178.58599999999998	MYO15B|80022	689.0549
lowly_expressed	lowly_expressed	MYO16|23026	8.4137
MYO18A|399687	1526.036	MYO18A|399687	1517.8298
lowly_expressed	lowly_expressed	MYO18B|84700	5.8026
MYO19|80179	504.3441	MYO19|80179	386.9355
MYO1B|4430	2597.4663	MYO1B|4430	3035.6133
MYO1C|4641	8002.8606	MYO1C|4641	5361.2824
MYO1D|4642	3298.7331	MYO1D|4642	2057.5905
MYO1E|4643	1257.8668	MYO1E|4643	756.0746
MYO1F|4542	227.217	MYO1F|4542	200.4787
MYO1G|64005	76.0114	MYO1G|64005	64.9888
lowly_expressed	lowly_expressed	MYO1H|283446	11.0249
lowly_expressed	lowly_expressed	MYO3A|53904	14.2163
lowly_expressed	lowly_expressed	MYO3B|140469	6.0927
MYO5A|4644	926.0319	MYO5A|4644	1052.5858
MYO5B|4645	762.9751	MYO5B|4645	2875.1723
MYO5C|55930	980.237	MYO5C|55930	2148.0931
MYO6|4646	2289.7425	MYO6|4646	4545.1512
MYO7A|4647	155.7009	MYO7A|4647	74.8531
MYO7B|4648	9.8079	MYO7B|4648	6.672999999999999
MYO9A|4649	399.6731	MYO9A|4649	1178.7916
MYO9B|4650	1715.1614	MYO9B|4650	1461.3767
MYOCD|93649	50.2656	MYOCD|93649	57.4454
MYOC|4653	24.9285	MYOC|4653	15.9571
MYOF|26509	6346.9555	MYOF|26509	11732.2115
MYOG|4656	5.7213	lowly_expressed	lowly_expressed
MYOM1|8736	228.44299999999998	MYOM1|8736	184.5217
MYOM2|9172	18.3899	MYOM2|9172	83.8471
MYOM3|127294	22.0678	MYOM3|127294	56.2849
MYOZ1|58529	10.6253	MYOZ1|58529	16.5373
MYOZ3|91977	40.049	MYOZ3|91977	115.181
MYPOP|339344	133.63299999999998	MYPOP|339344	107.6376
MYRIP|25924	138.1283	MYRIP|25924	217.5963
MYSM1|114803	100.9399	MYSM1|114803	348.4442
MYST1|84148	485.0838	MYST1|84148	613.9117
MYST2|11143	1214.9571	MYST2|11143	1526.9457
MYST3|7994	1308.9497	MYST3|7994	2661.6378
MYST4|23522	1577.4418	MYST4|23522	1923.261
MYT1|4661	16.3465	lowly_expressed	lowly_expressed
MZF1|7593	178.1569	MZF1|7593	299.4096
N4BP1|9683	988.9661	N4BP1|9683	1598.3173
N4BP2L1|90634	147.5276	N4BP2L1|90634	649.3073
N4BP2L2|10443	1004.904	N4BP2L2|10443	1659.5343
N4BP2|55728	201.4712	N4BP2|55728	439.2544
N4BP3|23138	465.4679	N4BP3|23138	322.9129
N6AMT1|29104	296.2812	N6AMT1|29104	453.4707
N6AMT2|221143	214.9571	N6AMT2|221143	169.7251
NAA10|8260	1151.2056	NAA10|8260	488.2861
NAA15|80155	858.6024	NAA15|80155	1008.4863
NAA16|79612	162.2395	NAA16|79612	338.8699
NAA20|51126	903.9639999999999	NAA20|51126	943.7876
NAA25|80018	532.8974	NAA25|80018	740.6978
NAA30|122830	630.1594	NAA30|122830	810.0384
NAA35|60560	462.1986	NAA35|60560	634.8009
NAA38|51691	465.4679	NAA38|51691	342.3515
NAA40|79829	470.7805	NAA40|79829	543.7006
NAA50|80218	2452.7993	NAA50|80218	3115.3986
NAAA|27163	409.8897	NAAA|27163	660.9125
NAALAD2|10003	15.1206	NAALAD2|10003	58.6059
NAALADL1|10004	54.3523	NAALADL1|10004	97.4831
NAALADL2|254827	134.4503	NAALADL2|254827	681.8017
NAB1|4664	748.6718	NAB1|4664	1482.8462
NAB2|4665	1754.3931	NAB2|4665	669.9064
NACA2|342538	34.7364	NACA2|342538	38.5871
NACAD|23148	76.4201	NACAD|23148	140.132
NACAP1|83955	144.6669	NACAP1|83955	122.7243
NACA|4666	13542.7054	NACA|4666	19214.0422
NACC1|112939	2038.4144	NACC1|112939	843.1131
NACC2|138151	28.1978	NACC2|138151	52.2231
NADK|65220	1141.8063	NADK|65220	964.0966
NADSYN1|55191	729.056	NADSYN1|55191	785.9578
NAE1|8883	769.5137	NAE1|8883	689.9253
NAF1|92345	258.6841	NAF1|92345	264.307
NAGA|4668	976.2975	NAGA|4668	880.2495
NAGK|55577	929.3012	NAGK|55577	814.9706
NAGLU|4669	948.9169999999999	NAGLU|4669	611.8808
NAGPA|51172	239.4769	NAGPA|51172	149.2565
NAGS|162417	64.9775	NAGS|162417	63.8282
NAIF1|203245	330.2002	NAIF1|203245	207.4418
NAIP|4671	27.7891	NAIP|4671	74.563
NALCN|259232	51.9003	NALCN|259232	190.0341
NAMPT|10135	1283.6126	NAMPT|10135	1904.6928
NANOS1|340719	125.4597	NANOS1|340719	180.4599
lowly_expressed	lowly_expressed	NANOS3|342977	6.3828
NANP|140838	209.6445	NANP|140838	182.4908
NANS|54187	1848.3858	NANS|54187	1078.9875
NAP1L1|4673	7924.3972	NAP1L1|4673	7571.1903
NAP1L2|4674	23.2938	NAP1L2|4674	157.5397
NAP1L3|4675	113.1998	NAP1L3|4675	174.9474
NAP1L4|4676	2474.4585	NAP1L4|4676	2128.0917
NAP1L5|266812	96.036	NAP1L5|266812	162.762
NAPA|8775	2857.8995	NAPA|8775	2771.3179
NAPB|63908	242.3376	NAPB|63908	235.00400000000002
NAPEPLD|222236	525.9951	NAPEPLD|222236	695.9455
NAPG|8774	683.6943	NAPG|8774	697.1785
NAPRT1|93100	1324.8876	NAPRT1|93100	400.6673
lowly_expressed	lowly_expressed	NAPSA|9476	7.5433
NAPSB|256236	109.1132	NAPSB|256236	82.3965
NARFL|64428	613.8128	NARFL|64428	411.9823
NARF|26502	563.5472	NARF|26502	530.0646
NARG2|79664	862.689	NARG2|79664	1397.8385
NARS2|79731	336.7389	NARS2|79731	461.8844
NARS|4677	2305.6804	NARS|4677	3222.1658
NASP|4678	1905.5987	NASP|4678	1697.5412
NAT10|55226	932.5705	NAT10|55226	1188.0757
NAT14|57106	307.7237	NAT14|57106	134.9097
NAT15|79903	1735.1859	NAT15|79903	973.6708
NAT1|9	3595.423	NAT1|9	653.3691
NAT2|10	26.5631	NAT2|10	13.3459
NAT6|24142	134.7936	NAT6|24142	125.2281
NAT8L|339983	71.5161	NAT8L|339983	35.9759
NAT9|26151	391.4998	NAT9|26151	431.1308
NAV1|89796	2208.0098	NAV1|89796	891.5645
NAV2|89797	602.2558	NAV2|89797	2319.7418
NAV3|89795	114.4258	NAV3|89795	312.4683
NBAS|51594	1004.4953	NBAS|51594	1926.7426
NBEAL1|65065	142.215	NBEAL1|65065	519.3298
NBEAL2|23218	1035.1451	NBEAL2|23218	1148.038
NBEA|26960	258.6841	NBEA|26960	588.6705
NBL1|4681	8762.9751	NBL1|4681	2487.2706
NBLA00301|79804	13.4859	NBLA00301|79804	67.89
NBN|4683	1870.8623	NBN|4683	2114.7458
NBPF10|100132406	555.1655	NBPF10|100132406	3484.7233
NBPF14|25832	563.633	NBPF14|25832	1556.3125
NBPF15|284565	200.0327	NBPF15|284565	355.3492
NBPF16|728936	90.7233	NBPF16|728936	63.5381
NBPF1|55672	841.4385	NBPF1|55672	929.8615
NBPF3|84224	300.7765	NBPF3|84224	437.5136
NBPF4|148545	133.2244	NBPF4|148545	18.5682
NBPF6|653149	84.1847	lowly_expressed	lowly_expressed
NBPF9|400818	193.1631	NBPF9|400818	397.4237
NBR1|4077	4467.1026	NBR1|4077	5594.5456
NBR2|10230	46.5877	NBR2|10230	71.6617
NCALD|83988	911.7286	NCALD|83988	1670.5592
NCAM1|4684	69.0642	NCAM1|4684	203.6179
NCAM2|4685	85.8194	NCAM2|4685	239.3559
NCAPD2|9918	977.5235	NCAPD2|9918	1463.9878
NCAPD3|23310	358.398	NCAPD3|23310	663.2335
NCAPG2|54892	392.3171	NCAPG2|54892	396.8956
NCAPG|64151	191.7654	NCAPG|64151	68.479
NCAPH2|29781	521.8635	NCAPH2|29781	560.8182
NCAPH|23397	138.9456	NCAPH|23397	48.1613
NCBP1|4686	1205.5374	NCBP1|4686	980.3641
NCBP2|22916	2370.2493	NCBP2|22916	1678.6828
NCCRP1|342897	22.4765	NCCRP1|342897	5.5124
NCDN|23154	862.2803	NCDN|23154	620.2945
NCEH1|57552	391.9085	NCEH1|57552	367.3025
NCF1B|654816	13.0772	NCF1B|654816	11.6051
NCF1C|654817	22.4765	NCF1C|654817	20.309
NCF1|653361	79.6894	NCF1|653361	44.9699
NCF2|4688	254.1888	NCF2|4688	89.6497
NCF4|4689	109.9305	NCF4|4689	70.5012
NCK1|4690	531.2628	NCK1|4690	652.7889
NCK2|8440	776.461	NCK2|8440	1188.3659
NCKAP1L|3071	359.624	NCKAP1L|3071	317.4004
NCKAP1|10787	3567.6338	NCKAP1|10787	4671.0669
NCKAP5L|57701	578.2591	NCKAP5L|57701	485.965
NCKAP5|344148	134.859	NCKAP5|344148	233.5533
NCKIPSD|51517	631.3854	NCKIPSD|51517	486.5453
NCLN|56926	1136.4937	NCLN|56926	694.5673
NCL|4691	12437.6788	NCL|4691	11648.0743
NCOA1|8648	1530.4454	NCOA1|8648	2650.3228
NCOA2|10499	473.6412	NCOA2|10499	1682.4545
NCOA3|8202	1676.3384	NCOA3|8202	1679.2631
NCOA4|8031	5233.7556	NCOA4|8031	6737.3613
NCOA5|57727	1551.2873	NCOA5|57727	1169.5075
NCOA6|23054	2145.4843	NCOA6|23054	1753.8261
NCOA7|135112	525.1328	NCOA7|135112	1224.0516
NCOR1|9611	3365.3453	NCOR1|9611	4890.1139
NCOR2|9612	5835.7172	NCOR2|9612	4724.1604
NCR3|259197	17.9812	lowly_expressed	lowly_expressed
NCRNA00052|145978	73.1508	lowly_expressed	lowly_expressed
NCRNA00081|92482	223.445	NCRNA00081|92482	166.4263
NCRNA00085|147650	59.2562	NCRNA00085|147650	58.8961
NCRNA00086|399668	16.7552	NCRNA00086|399668	249.5104
NCRNA00087|644596	22.0678	NCRNA00087|644596	87.3286
lowly_expressed	lowly_expressed	NCRNA00092|100188953	16.5373
NCRNA00093|100188954	12.6359	NCRNA00093|100188954	83.2581
NCRNA00094|266655	812.5378	NCRNA00094|266655	651.0858
NCRNA00095|283932	35.5537	NCRNA00095|283932	54.254
NCRNA00105|80161	11.4426	NCRNA00105|80161	31.0669
NCRNA00107|283981	5.7213	NCRNA00107|283981	12.1854
lowly_expressed	lowly_expressed	NCRNA00110|642976	53.0935
NCRNA00115|79854	17.9812	NCRNA00115|79854	24.3708
NCRNA00116|205251	139.3543	NCRNA00116|205251	92.2608
NCRNA00120|55389	21.6592	NCRNA00120|55389	52.2231
NCRNA00152|112597	217.4091	NCRNA00152|112597	78.9149
NCRNA00160|54064	8.1733	NCRNA00160|54064	8.994
NCRNA00171|80862	50.1308	NCRNA00171|80862	34.3686
NCRNA00173|100287569	10.2166	NCRNA00173|100287569	21.4695
NCRNA00174|285908	100.1226	NCRNA00174|285908	156.0891
NCRNA00176|284739	27.3805	NCRNA00176|284739	13.3459
NCRNA00181|503538	112.3457	NCRNA00181|503538	166.3161
NCRNA00182|100302692	42.0924	NCRNA00182|100302692	69.3407
NCRNA00183|554203	263.5881	NCRNA00183|554203	352.7961
NCRNA00188|125144	5457.2946	NCRNA00188|125144	6630.594
NCRNA00201|284702	936.0278	NCRNA00201|284702	1117.914
NCRNA00202|387644	6.5386	NCRNA00202|387644	47.8712
NCRNA00204B|286967	5.7213	NCRNA00204B|286967	6.9631
NCRNA00219|114915	267.26599999999996	NCRNA00219|114915	561.3984
NCS1|23413	470.3719	NCS1|23413	249.8005
NCSTN|23385	2892.1128	NCSTN|23385	3205.1817
NDC80|10403	309.3584	NDC80|10403	45.5502
NDE1|54820	939.3747	NDE1|54820	573.9291
NDEL1|81565	825.0919	NDEL1|81565	889.2435
NDFIP1|80762	3156.1095	NDFIP1|80762	4142.4529999999995
NDFIP2|54602	472.8239	NDFIP2|54602	860.8109
NDNL2|56160	355.9461	NDNL2|56160	407.3402
NDN|4692	671.4344	NDN|4692	621.455
NDOR1|27158	1026.1545	NDOR1|27158	434.0321
NDP|4693	11.8512	NDP|4693	53.3836
NDRG1|10397	2960.7683	NDRG1|10397	3557.8443
NDRG2|57447	1277.4826	NDRG2|57447	5960.3975
NDRG3|57446	957.4989999999999	NDRG3|57446	919.1267
NDRG4|65009	105.0266	NDRG4|65009	136.9406
NDST1|3340	3434.8181	NDST1|3340	6401.6827
NDST2|8509	480.9971	NDST2|8509	649.0172
NDST4|64579	91.9493	lowly_expressed	lowly_expressed
NDUFA10|4705	1395.1778	NDUFA10|4705	1504.6058
NDUFA11|126328	1452.7993	NDUFA11|126328	830.6376
NDUFA12|55967	914.1806	NDUFA12|55967	479.00199999999995
NDUFA13|51079	2481.8676	NDUFA13|51079	1282.7939
NDUFA1|4694	1363.7107	NDUFA1|4694	1092.6235
NDUFA2|4695	928.4839	NDUFA2|4695	565.7503
NDUFA3|4696	395.1778	NDUFA3|4696	341.7712
NDUFA4L2|56901	337.1475	NDUFA4L2|56901	141.2925
NDUFA4|4697	3974.2542	NDUFA4|4697	1880.6122
NDUFA5|4698	1489.1704	NDUFA5|4698	1550.7362
NDUFA6|4700	746.2199	NDUFA6|4700	650.4678
NDUFA7|4701	613.8128	NDUFA7|4701	280.8443
