gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
HLTF|6596	1260.5526	HLTF|6596	1107.3769
HLX|3142	112.0491	HLX|3142	150.4223
HM13|81502	4412.3945	HM13|81502	1913.6371
HMBOX1|79618	111.6654	HMBOX1|79618	213.4039
HMBS|3145	196.08599999999998	HMBS|3145	221.0473
HMCN1|83872	978.1274	HMCN1|83872	2556.5669
HMG20A|10363	879.8926	HMG20A|10363	930.6613
HMG20B|10362	2081.3507	HMG20B|10362	1372.756
HMGA1|3159	1726.3776	HMGA1|3159	909.4065
HMGA2|8091	8.1427	lowly_expressed	lowly_expressed
HMGB1|3146	2346.1243	HMGB1|3146	4689.3834
HMGB2|3148	2271.297	HMGB2|3148	1031.86
HMGB3|3149	4088.2579	HMGB3|3149	404.4891
lowly_expressed	lowly_expressed	HMGCLL1|54511	97.8356
HMGCL|3155	785.495	HMGCL|3155	703.4992
HMGCR|3156	1835.7636	HMGCR|3156	1226.9198
HMGCS1|3157	1080.9669999999999	HMGCS1|3157	977.439
HMGCS2|3158	103.6071	HMGCS2|3158	365.3549
HMGN1|3150	5026.4774	HMGN1|3150	2622.9117
HMGN2|3151	7916.3469	HMGN2|3151	4108.7901
HMGN3|9324	535.66	HMGN3|9324	957.1962
HMGN4|10473	1836.9148	HMGN4|10473	1545.1913
HMGN5|79366	130.4758	HMGN5|79366	114.05799999999999
HMGXB3|22993	1135.8404	HMGXB3|22993	1474.8719
HMGXB4|10042	707.2141	HMGXB4|10042	636.2372
HMHA1|23526	585.5718	HMHA1|23526	302.3732
HMMR|3161	194.9348	HMMR|3161	73.3675
HMOX1|3162	1010.3607	HMOX1|3162	252.8439
HMOX2|3163	978.8949	HMOX2|3163	603.5235
HN1L|90861	3850.7252	HN1L|90861	2409.468
HN1|51155	1083.6531	HN1|51155	662.2248
HNF1A|6927	36.0706	HNF1A|6927	22.013
HNF4G|3174	89.0253	HNF4G|3174	43.7203
HNMT|3176	645.0499	HNMT|3176	1074.9688
HNRNPA0|10949	2543.7452	HNRNPA0|10949	3094.9686
HNRNPA1L2|144983	2031.0821	HNRNPA1L2|144983	2620.4658
HNRNPA1|3178	3978.5111	HNRNPA1|3178	7493.291
HNRNPA2B1|3181	13843.0545	HNRNPA2B1|3181	10757.3317
HNRNPA3P1|10151	64.4666	HNRNPA3P1|10151	64.5104
HNRNPA3|220988	3488.4881	HNRNPA3|220988	4986.8648
HNRNPAB|3182	3206.7536	HNRNPAB|3182	1879.8839
HNRNPC|3183	11361.0898	HNRNPC|3183	8717.7649
HNRNPD|3184	3649.6546	HNRNPD|3184	3814.9776
HNRNPF|3185	5195.66	HNRNPF|3185	3720.5968
HNRNPH1|3187	3596.3162	HNRNPH1|3187	4589.7133
HNRNPH2|3188	3477.3599	HNRNPH2|3188	2720.7473
HNRNPH3|3189	2060.2417	HNRNPH3|3189	2619.5486
HNRNPK|3190	12505.3722	HNRNPK|3190	11307.3514
HNRNPL|3191	5065.6178	HNRNPL|3191	4016.7635
HNRNPM|4670	4554.4896	HNRNPM|4670	4074.8534
HNRNPR|10236	3281.2740000000003	HNRNPR|10236	2740.6202
HNRNPUL1|11100	5897.5441	HNRNPUL1|11100	5178.5615
HNRNPUL2|221092	3457.7897	HNRNPUL2|221092	3411.1335
HNRNPU|3192	17811.2049	HNRNPU|3192	10725.5352
HNRPDL|9987	3337.6823	HNRPDL|9987	4241.7854
HNRPLL|92906	546.0476	HNRPLL|92906	779.3218
HOMER1|9456	52.9547	HOMER1|9456	244.8948
HOMER2|9455	340.3684	HOMER2|9455	803.475
HOMER3|9454	619.7237	HOMER3|9454	286.4994
HOMEZ|57594	552.571	HOMEZ|57594	418.2473
HOOK1|51361	771.6807	HOOK1|51361	988.7512
HOOK2|29911	562.1642	HOOK2|29911	899.4762
HOOK3|84376	2168.8411	HOOK3|84376	1568.1215
HOPX|84525	197.6209	HOPX|84525	110.9823
HOTAIR|100124700	206.4467	HOTAIR|100124700	29.6564
HOXA10|3206	87.8741	HOXA10|3206	210.958
HOXA11AS|221883	6.5234	lowly_expressed	lowly_expressed
HOXA11|3207	12.6631	HOXA11|3207	7.3377
HOXA1|3198	13.8143	HOXA1|3198	34.2425
lowly_expressed	lowly_expressed	HOXA2|3199	33.9367
HOXA3|3200	13.0468	HOXA3|3200	252.8439
HOXA4|3201	19.551	HOXA4|3201	154.3418
HOXA5|3202	7.2909	HOXA5|3202	284.6405
lowly_expressed	lowly_expressed	HOXA6|3203	67.0938
HOXA7|3204	27.6784	HOXA7|3204	379.0366
HOXA9|3205	17.2678	HOXA9|3205	360.7688
HOXB13|10481	352.6477	lowly_expressed	lowly_expressed
HOXB2|3212	1343.0545	HOXB2|3212	138.4985
HOXB3|3213	1350.7291	HOXB3|3213	136.0527
HOXB4|3214	341.9033	HOXB4|3214	71.5423
HOXB5|3215	536.0706	HOXB5|3215	9.4778
HOXB6|3216	435.1497	HOXB6|3216	30.8794
HOXB7|3217	221.4121	HOXB7|3217	65.1218
lowly_expressed	lowly_expressed	HOXB8|3218	9.4778
HOXB9|3219	81.3507	HOXB9|3219	6.7262
HOXC10|3226	1805.4489999999998	HOXC10|3226	150.4223
HOXC11|3227	270.9133	HOXC11|3227	9.4778
HOXC12|3228	66.3853	lowly_expressed	lowly_expressed
HOXC13|3229	457.406	HOXC13|3229	52.2809
HOXC4|3221	295.4298	HOXC4|3221	73.1933
HOXC5|3222	79.8273	HOXC5|3222	30.9772
HOXC6|3223	182.3024	HOXC6|3223	176.4924
HOXC8|3224	104.7583	HOXC8|3224	80.1029
HOXC9|3225	80.1995	HOXC9|3225	102.1159
HOXD10|3236	10.3607	HOXD10|3236	81.3259
HOXD13|3239	5.3722	lowly_expressed	lowly_expressed
HOXD1|3231	25.7099	HOXD1|3231	16.204
lowly_expressed	lowly_expressed	HOXD3|3232	33.0195
lowly_expressed	lowly_expressed	HOXD4|3233	29.6564
HOXD8|3234	79.4321	HOXD8|3234	209.7351
HOXD9|3235	43.3615	HOXD9|3235	156.537
HP1BP3|50809	3021.4889	HP1BP3|50809	4830.9393
HPCAL1|3241	388.7183	HPCAL1|3241	437.5086
HPCA|3208	7.2909	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	HPDL|84842	25.6818
lowly_expressed	lowly_expressed	HPD|3242	10.7008
HPGDS|27306	80.967	HPGDS|27306	37.6056
HPGD|3248	8.0583	HPGD|3248	117.7085
HPN|3249	1381.0437	HPN|3249	180.3844
HPRT1|3251	838.8335	HPRT1|3251	347.3164
HPS1|3257	1022.2563	HPS1|3257	1347.6856
HPS3|84343	1569.8005	HPS3|84343	683.7945
HPS4|89781	448.5802	HPS4|89781	866.4567
HPS5|11234	595.9325	HPS5|11234	1290.5129
HPS6|79803	436.6846	HPS6|79803	450.3496
lowly_expressed	lowly_expressed	HPSE2|60495	133.30100000000002
HPSE|10855	70.6063	HPSE|10855	12.2295
HPX|3263	209.5165	HPX|3263	52.2809
lowly_expressed	lowly_expressed	HP|3240	41.8859
HRASLS2|54979	75.5948	HRASLS2|54979	27.822
lowly_expressed	lowly_expressed	HRASLS5|117245	558.886
lowly_expressed	lowly_expressed	HRASLS|57110	22.013
HRAS|3265	557.5595	HRAS|3265	262.3217
lowly_expressed	lowly_expressed	HRCT1|646962	53.1981
HRC|3270	18.8028	HRC|3270	31.7966
HRH1|3269	95.5487	HRH1|3269	126.2691
HRH2|3274	6.5234	HRH2|3274	7.3377
lowly_expressed	lowly_expressed	HRNR|388697	26.5991
HRSP12|10247	237.5288	HRSP12|10247	235.1112
HR|55806	250.5756	HR|55806	730.0983
HS1BP3|64342	495.3952	HS1BP3|64342	464.1077
HS2ST1|9653	613.9678	HS2ST1|9653	1163.0209
HS3ST1|9957	197.6209	HS3ST1|9957	162.0402
HS3ST2|9956	5.3722	HS3ST2|9956	17.427
HS3ST3A1|9955	21.1051	HS3ST3A1|9955	9.1721
HS3ST3B1|9953	14.198	HS3ST3B1|9953	13.4524
lowly_expressed	lowly_expressed	HS3ST4|9951	204.8433
HS3ST6|64711	6.1397	HS3ST6|64711	22.9302
HS6ST1|9394	1100.1535	HS6ST1|9394	1358.9979
HS6ST2|90161	12.6631	HS6ST2|90161	214.0154
lowly_expressed	lowly_expressed	HS6ST3|266722	26.9048
HSBP1L1|440498	117.4213	HSBP1L1|440498	156.2312
HSBP1|3281	3031.8496	HSBP1|3281	1893.4249
HSCB|150274	83.6531	HSCB|150274	216.4613
HSD11B1L|374875	117.8051	HSD11B1L|374875	138.8043
HSD11B1|3290	9.2095	HSD11B1|3290	121.0716
HSD11B2|3291	243.6685	HSD11B2|3291	219.2129
HSD17B10|3028	1956.2548	HSD17B10|3028	687.9067
HSD17B11|51170	366.8457	HSD17B11|51170	631.3455
HSD17B12|51144	990.4068	HSD17B12|51144	2212.3079
lowly_expressed	lowly_expressed	HSD17B13|345275	123.2117
HSD17B14|51171	78.2809	HSD17B14|51171	116.4855
HSD17B1|3292	29.0906	HSD17B1|3292	81.7447
lowly_expressed	lowly_expressed	HSD17B2|3294	83.1603
HSD17B4|3295	1461.6270000000002	HSD17B4|3295	2676.4156
HSD17B6|8630	130.4682	HSD17B6|8630	9.7836
HSD17B7P2|158160	85.18799999999999	HSD17B7P2|158160	31.7966
HSD17B7|51478	575.5948	HSD17B7|51478	168.4607
HSD17B8|7923	201.8419	HSD17B8|7923	208.5122
lowly_expressed	lowly_expressed	HSD3B2|3284	29.6564
HSD3B7|80270	758.6339	HSD3B7|80270	351.9025
HSDL1|83693	1090.1765	HSDL1|83693	706.5566
HSDL2|84263	1088.6416	HSDL2|84263	1304.5768
HSF1|3297	1300.1995	HSF1|3297	1110.6146
HSF2BP|11077	39.5242	HSF2BP|11077	14.0639
HSF2|3298	331.9263	HSF2|3298	370.2467
HSF4|3299	61.3776	HSF4|3299	103.1646
HSFX2|100130086	46.815	HSFX2|100130086	35.7711
HSH2D|84941	896.3929	HSH2D|84941	65.1218
HSN2|378465	13.0468	HSN2|378465	23.8474
HSP90AA1|3320	47396.0092	HSP90AA1|3320	25328.4181
HSP90AB1|3326	44433.9985	HSP90AB1|3326	25568.4211
HSP90AB2P|391634	88.2579	HSP90AB2P|391634	60.2301
HSP90B1|7184	20323.1005	HSP90B1|7184	15653.3929
HSP90B3P|343477	5.7559	HSP90B3P|343477	5.5033
HSPA12A|259217	157.3292	HSPA12A|259217	480.3117
HSPA12B|116835	174.2134	HSPA12B|116835	563.1663
HSPA13|6782	1346.8918	HSPA13|6782	830.9913
HSPA14|51182	456.6385	HSPA14|51182	505.3821
HSPA1A|3303	20786.2433	HSPA1A|3303	7999.9725
HSPA1B|3304	2657.7129999999997	HSPA1B|3304	1388.0428
HSPA1L|3305	71.7613	HSPA1L|3305	54.4425
HSPA2|3306	768.9946	HSPA2|3306	417.3301
HSPA4L|22824	13.8143	HSPA4L|22824	238.4743
HSPA4|3308	4433.6147	HSPA4|3308	2299.137
HSPA5|3309	17105.5257	HSPA5|3309	10624.9479
HSPA6|3310	198.7721	HSPA6|3310	52.2809
HSPA7|3311	79.0483	HSPA7|3311	41.2744
HSPA8|3312	28416.7306	HSPA8|3312	19295.3237
HSPA9|3313	5745.5871	HSPA9|3313	4922.6602
HSPB11|51668	268.2272	HSPB11|51668	279.1372
HSPB1|3315	17352.6477	HSPB1|3315	2316.8697
HSPB2|3316	27.6285	HSPB2|3316	169.0294
HSPB6|126393	76.3622	HSPB6|126393	2428.1577
HSPB7|27129	32.617	HSPB7|27129	630.4283
HSPB8|26353	55.2571	HSPB8|26353	2611.9052
HSPBAP1|79663	133.1543	HSPBAP1|79663	127.492
HSPBP1|23640	660.0153	HSPBP1|23640	380.9474
HSPC157|29092	230.2379	HSPC157|29092	310.0166
HSPC159|29094	143.1312	HSPC159|29094	596.7973
HSPD1|3329	6001.9186	HSPD1|3329	5770.7727
HSPE1|3336	1321.9493	HSPE1|3336	733.7671
HSPG2|3339	10038.5265	HSPG2|3339	10168.0128
HSPH1|10808	2910.2072	HSPH1|10808	2195.4924
HTATIP2|10553	881.8112	HTATIP2|10553	376.9729
HTATSF1|27336	2518.0353	HTATSF1|27336	1698.9766
lowly_expressed	lowly_expressed	HTR1F|3355	91.1094
lowly_expressed	lowly_expressed	HTR2A|3356	57.7842
HTR2B|3357	62.9317	HTR2B|3357	23.8474
HTR7P1|93164	133.53799999999998	HTR7P1|93164	210.3466
HTR7|3363	18.8028	HTR7|3363	13.1467
HTRA1|5654	5825.0192	HTRA1|5654	3497.3175
HTRA2|27429	346.2164	HTRA2|27429	469.6599
HTRA3|94031	3238.2962	HTRA3|94031	1022.3822
HTT|3064	2455.4873	HTT|3064	2401.8644
HUNK|30811	95.9325	HUNK|30811	300.8445
HUS1B|135458	15.3492	lowly_expressed	lowly_expressed
HUS1|3364	281.274	HUS1|3364	254.3726
HUWE1|10075	13652.7245	HUWE1|10075	8376.2574
HVCN1|84329	102.4559	HVCN1|84329	103.2074
HYAL1|3373	28.0123	HYAL1|3373	107.9249
HYAL2|8692	1321.9493	HYAL2|8692	982.6365
HYAL3|8372	110.6677	HYAL3|8372	72.4656
HYDIN|54768	30.6984	HYDIN|54768	117.7085
HYI|81888	275.9286	HYI|81888	347.7903
HYLS1|219844	110.8979	HYLS1|219844	121.3773
lowly_expressed	lowly_expressed	HYMAI|57061	7.3958
HYOU1|10525	3314.6585	HYOU1|10525	2993.7699
IAH1|285148	488.1044	IAH1|285148	385.2277
IARS2|55699	7413.6608	IARS2|55699	2635.1412
IARS|3376	2957.406	IARS|3376	2360.59
IBSP|3381	113.584	lowly_expressed	lowly_expressed
IBTK|25998	1591.3277	IBTK|25998	1623.154
ICA1L|130026	129.7007	ICA1L|130026	164.1804
ICA1|3382	1575.2111	ICA1|3382	757.6146
ICAM1|3383	968.1504	ICAM1|3383	821.5134
ICAM2|3384	226.2778	ICAM2|3384	327.7401
ICAM3|3385	378.7414	ICAM3|3385	163.8747
lowly_expressed	lowly_expressed	ICAM4|3386	6.4205
lowly_expressed	lowly_expressed	ICAM5|7087	65.1218
ICK|22858	1357.6362	ICK|22858	1270.3343
ICMT|23463	2227.9355	ICMT|23463	2039.2611
ICOSLG|23308	181.1205	ICOSLG|23308	443.9291
ICOS|29851	16.1167	lowly_expressed	lowly_expressed
ICT1|3396	504.221	ICT1|3396	257.7357
ID1|3397	122.0261	ID1|3397	360.7688
lowly_expressed	lowly_expressed	ID2B|84099	5.1975
ID2|3398	566.769	ID2|3398	1303.6596
ID3|3399	491.1742	ID3|3399	550.3253
ID4|3400	61.7805	ID4|3400	1912.9920000000002
IDE|3416	1032.617	IDE|3416	562.2491
IDH1|3417	1719.8772	IDH1|3417	2819.1944
IDH2|3418	2258.6339	IDH2|3418	1982.6999
IDH3A|3419	1374.5203	IDH3A|3419	817.5389
IDH3B|3420	1204.9117	IDH3B|3420	1041.0321
IDH3G|3421	884.4973	IDH3G|3421	620.9504
IDI1|3422	1017.3216	IDI1|3422	816.7623
IDI2|91734	26.8611	IDI2|91734	87.4406
IDO1|3620	80.967	IDO1|3620	78.5742
IDS|3423	4033.8104	IDS|3423	2816.8494
IDUA|3425	135.0153	IDUA|3425	189.7033
IER2|9592	4684.5741	IER2|9592	8526.0682
IER3IP1|51124	968.1504	IER3IP1|51124	804.3922
IER3|8870	2347.2755	IER3|8870	2599.9815
IER5L|389792	386.0322	IER5L|389792	401.7375
IER5|51278	508.4421	IER5|51278	1320.1693
IFFO1|25900	174.2134	IFFO1|25900	137.2756
IFFO2|126917	189.1788	IFFO2|126917	2849.7681
IFI16|3428	2051.8035	IFI16|3428	1696.225
IFI27L1|122509	79.4321	IFI27L1|122509	70.0136
IFI27L2|83982	161.1665	IFI27L2|83982	199.3401
IFI27|3429	13377.5902	IFI27|3429	502.6305
IFI30|10437	2633.5303	IFI30|10437	673.4668
IFI35|3430	1445.8941	IFI35|3430	245.812
IFI44L|10964	863.0084	IFI44L|10964	220.1301
IFI44|10561	579.0483	IFI44|10561	192.9196
IFI6|2537	17004.221	IFI6|2537	517.3058
IFIH1|64135	513.4305	IFIH1|64135	296.5642
IFIT1|3434	2759.7851	IFIT1|3434	310.3223
IFIT2|3433	782.4252	IFIT2|3433	244.8948
IFIT3|3437	1871.0668	IFIT3|3437	355.2656
IFIT5|24138	851.1128	IFIT5|24138	480.6175
IFITM1|8519	5448.9639	IFITM1|8519	960.6235
IFITM2|10581	1657.713	IFITM2|10581	1196.9576
IFITM3|10410	7829.2402	IFITM3|10410	3367.3796
IFNAR1|3454	2179.2018	IFNAR1|3454	2317.7869
IFNAR2|3455	358.043	IFNAR2|3455	403.9296
IFNGR1|3459	1559.8619	IFNGR1|3459	2194.8809
IFNGR2|3460	2569.0714	IFNGR2|3460	1618.8737
IFRD1|3475	480.8135	IFRD1|3475	1008.3183
IFRD2|7866	550.3799	IFRD2|7866	598.4085
IFT122|55764	1273.5994	IFT122|55764	966.1267
IFT140|9742	879.8926	IFT140|9742	830.6855
IFT172|26160	385.6485	IFT172|26160	750.8884
IFT20|90410	338.6224	IFT20|90410	324.5116
IFT27|11020	356.8688	IFT27|11020	407.2408
IFT46|56912	622.7936	IFT46|56912	627.3709
IFT52|51098	785.1113	IFT52|51098	637.1545
IFT57|55081	710.284	IFT57|55081	712.3656
IFT74|80173	386.0514	IFT74|80173	389.8138
IFT80|57560	329.8542	IFT80|57560	542.5046
IFT81|28981	446.2778	IFT81|28981	387.3679
IFT88|8100	348.8104	IFT88|8100	310.3223
IGBP1|3476	2435.5334	IGBP1|3476	1677.8808
lowly_expressed	lowly_expressed	IGDCC3|9543	65.7333
IGDCC4|57722	85.9555	lowly_expressed	lowly_expressed
IGF1R|3480	6183.0391	IGF1R|3480	4764.5945
IGF1|3479	142.7475	IGF1|3479	3899.9723
lowly_expressed	lowly_expressed	IGF2AS|51214	18.3442
IGF2BP2|10644	7.6746	IGF2BP2|10644	148.5878
IGF2R|3482	3619.34	IGF2R|3482	3951.9474
IGF2|3481	1603.9332	IGF2|3481	8449.0777
IGFALS|3483	31.8496	IGFALS|3483	19.2614
lowly_expressed	lowly_expressed	IGFBP1|3484	190.168
IGFBP2|3485	4021.4889	IGFBP2|3485	3737.3205
IGFBP3|3486	2495.0115	IGFBP3|3486	5073.0824
IGFBP4|3487	23756.3315	IGFBP4|3487	17520.8302
IGFBP5|3488	7500.3837	IGFBP5|3488	11092.7245
IGFBP6|3489	96.6999	IGFBP6|3489	756.0859
IGFBP7|3490	5229.4705	IGFBP7|3490	3352.3985
IGFL2|147920	6.1397	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGFN1|91156	23.8474
IGHMBP2|3508	1339.9847	IGHMBP2|3508	449.4324
IGJ|3512	3651.9570000000003	IGJ|3512	6859.4996
IGSF10|285313	130.4682	IGSF10|285313	897.6418
IGSF1|3547	245.2034	IGSF1|3547	5177.0328
IGSF21|84966	83.6531	IGSF21|84966	49.835
IGSF22|283284	12.6631	IGSF22|283284	28.3937
IGSF3|3321	1500.3837	IGSF3|3321	2639.7272
IGSF5|150084	44.5127	IGSF5|150084	34.8539
IGSF6|10261	166.5388	IGSF6|10261	26.9048
IGSF8|93185	2158.8642	IGSF8|93185	1109.2113
IGSF9B|22997	21.1051	IGSF9B|22997	35.7711
IGSF9|57549	438.6032	IGSF9|57549	370.5524
IKBIP|121457	414.4282	IKBIP|121457	479.3945
IKBKAP|8518	1546.4313	IKBKAP|8518	1089.6442
IKBKB|3551	8083.2694	IKBKB|3551	1308.5514
IKBKE|9641	573.2924	IKBKE|9641	297.7872
IKBKG|8517	470.0691	IKBKG|8517	251.9267
IKZF1|10320	393.7068	IKZF1|10320	115.2626
IKZF2|22807	3274.7506	IKZF2|22807	237.5571
IKZF3|22806	37.2218	IKZF3|22806	5.5033
IKZF4|64375	221.4121	IKZF4|64375	286.7807
IKZF5|64376	483.8833	IKZF5|64376	798.8889999999999
IK|3550	2353.7989	IK|3550	1622.8483
IL10RA|3587	569.0714	IL10RA|3587	214.9326
IL10RB|3588	976.3546	IL10RB|3588	735.1766
IL10|3586	13.0468	IL10|3586	12.8409
IL11RA|3590	101.3047	IL11RA|3590	509.0509
IL11|3589	8.8258	IL11|3589	9.1721
IL12A|3592	6.5234	IL12A|3592	17.427
IL12B|3593	8.8258	lowly_expressed	lowly_expressed
IL12RB1|3594	46.4313	IL12RB1|3594	10.395
lowly_expressed	lowly_expressed	IL12RB2|3595	13.1467
IL13RA1|3597	5556.4083	IL13RA1|3597	2493.5853
IL15RA|3601	155.4106	IL15RA|3601	192.6139
IL15|3600	16.8841	IL15|3600	23.5417
IL16|3603	474.6738	IL16|3603	359.8516
lowly_expressed	lowly_expressed	IL17B|27190	187.1106
IL17D|53342	8.5457	IL17D|53342	20.8482
IL17RA|23765	275.9018	IL17RA|23765	386.7564
IL17RB|55540	511.5119	IL17RB|55540	392.8711
IL17RC|84818	938.6032	IL17RC|84818	1040.7264
IL17RD|54756	423.6378	IL17RD|54756	2155.1352
IL17REL|400935	10.7444	lowly_expressed	lowly_expressed
IL17RE|132014	281.274	IL17RE|132014	404.4891
IL18BP|10068	181.1128	IL18BP|10068	138.4435
IL18R1|8809	28.396	IL18R1|8809	29.6564
IL18|3606	143.8987	IL18|3606	47.6949
IL1B|3553	283.5764	IL1B|3553	87.4406
IL1R1|3554	1381.0437	IL1R1|3554	2658.3771
IL1R2|7850	6.1397	IL1R2|7850	10.0893
lowly_expressed	lowly_expressed	IL1RAPL2|26280	20.4843
IL1RAP|3556	114.3515	IL1RAP|3556	273.3283
IL1RL1|9173	5.3722	IL1RL1|9173	7.9491
lowly_expressed	lowly_expressed	IL1RL2|8808	90.8037
IL1RN|3557	60.2456	IL1RN|3557	165.7091
IL20RA|53832	40.2916	IL20RA|53832	1273.6974
IL20RB|53833	9.2095	IL20RB|53833	12.8409
IL20|50604	98.2348	IL20|50604	9.4778
IL21R|50615	65.80199999999999	lowly_expressed	lowly_expressed
IL22RA1|58985	13.0468	IL22RA1|58985	21.7073
lowly_expressed	lowly_expressed	IL22RA2|116379	72.1538
IL24|11009	7.218	lowly_expressed	lowly_expressed
IL27RA|9466	407.1374	IL27RA|9466	735.6015
IL28RA|163702	186.8764	IL28RA|163702	214.3211
IL2RA|3559	18.0353	IL2RA|3559	12.5352
IL2RB|3560	308.1351	IL2RB|3560	199.6458
IL2RG|3561	529.1635	IL2RG|3561	102.7274
IL32|9235	524.5587	IL32|9235	203.6204
IL33|90865	69.8388	IL33|90865	1042.8665
IL34|146433	57.1757	IL34|146433	380.336
IL3RA|3563	71.7575	IL3RA|3563	109.4536
IL4I1|259307	152.0645	IL4I1|259307	14.6876
IL4R|3566	1633.5379999999998	IL4R|3566	1183.1995
IL6R|3570	138.1427	IL6R|3570	200.2573
IL6ST|3572	11866.0783	IL6ST|3572	5914.7745
lowly_expressed	lowly_expressed	IL6|3569	428.0308
IL7R|3575	171.91099999999997	IL7R|3575	23.236
IL7|3574	5.3722	IL7|3574	22.6245
lowly_expressed	lowly_expressed	IL8|3576	29.0449
IL9R|3581	17.2678	lowly_expressed	lowly_expressed
ILDR1|286676	397.5441	ILDR1|286676	219.8244
ILF2|3608	5552.1873	ILF2|3608	3364.0165
ILF3|3609	4739.0637	ILF3|3609	4792.7223
ILKAP|80895	333.4612	ILKAP|80895	339.0616
ILK|3611	2450.4988	ILK|3611	2102.2428
ILVBL|10994	855.3338	ILVBL|10994	776.8759
IMMP1L|196294	88.2579	IMMP1L|196294	71.2427
IMMP2L|83943	73.6761	IMMP2L|83943	135.4412
IMMT|10989	1819.6470000000002	IMMT|10989	1662.594
IMP3|55272	743.6685	IMP3|55272	842.915
IMP4|92856	503.4536	IMP4|92856	433.5341
IMPA1|3612	193.0161	IMPA1|3612	321.3289
IMPA2|3613	203.7606	IMPA2|3613	304.2076
IMPACT|55364	1138.1427	IMPACT|55364	1411.8902
IMPAD1|54928	1684.9578	IMPAD1|54928	2903.8834
IMPDH1|3614	1247.8895	IMPDH1|3614	773.2071
IMPDH2|3615	4661.934	IMPDH2|3615	5534.4385
lowly_expressed	lowly_expressed	IMPG1|3617	7.6434
INADL|10207	2043.3615	INADL|10207	2547.7006
INCA1|388324	21.8726	INCA1|388324	20.4843
INCENP|3619	281.274	INCENP|3619	343.9533
INE1|8552	32.2333	INE1|8552	48.6121
INE2|8551	10.8864	lowly_expressed	lowly_expressed
INF2|64423	1922.8703	INF2|64423	1495.9677
ING1|3621	325.33	ING1|3621	381.1676
ING2|3622	205.6792	ING2|3622	194.1426
ING3|54556	127.78200000000001	ING3|54556	334.7812
ING4|51147	683.8066	ING4|51147	862.7878
ING5|84289	184.5741	ING5|84289	523.1148
lowly_expressed	lowly_expressed	INHA|3623	7.0319
INHBA|3624	789.716	INHBA|3624	38.217
INHBB|3625	41.0591	INHBB|3625	1907.7945
INMT|11185	20.7214	INMT|11185	266.9873
INO80B|83444	104.1443	INO80B|83444	224.8752
INO80C|125476	147.3523	INO80C|125476	131.7723
INO80D|54891	406.0975	INO80D|54891	781.2541
INO80E|283899	535.6754	INO80E|283899	465.7036
INO80|54617	1049.8849	INO80|54617	1028.1912
INPP1|3628	117.0376	INPP1|3628	425.5849
INPP4A|3631	562.9317	INPP4A|3631	627.0652
INPP4B|8821	209.9002	INPP4B|8821	985.6938
INPP5A|3632	417.4981	INPP5A|3632	509.3567
INPP5B|3633	387.5672	INPP5B|3633	524.9492
INPP5D|3635	589.7928	INPP5D|3635	590.3768
INPP5E|56623	248.6569	INPP5E|56623	268.4365
INPP5F|22876	559.8619	INPP5F|22876	791.2455
INPP5J|27124	304.2978	INPP5J|27124	393.4826
INPP5K|51763	1153.8757	INPP5K|51763	922.4064
INPPL1|3636	1963.9294	INPPL1|3636	1916.3551
lowly_expressed	lowly_expressed	INS-IGF2|723961	17.9834
INSIG1|3638	1829.2402	INSIG1|3638	968.5726
INSIG2|51141	492.3254	INSIG2|51141	520.6689
lowly_expressed	lowly_expressed	INSL3|3640	7.9491
INSM1|3642	49.1174	INSM1|3642	7.0319
lowly_expressed	lowly_expressed	INSRR|3645	6.4205
INSR|3643	3668.0737	INSR|3643	4142.7269
INTS10|55174	641.98	INTS10|55174	983.8594
INTS12|57117	452.4175	INTS12|57117	439.0373
INTS1|26173	2126.6309	INTS1|26173	2139.8484
INTS2|57508	491.9417	INTS2|57508	441.1775
INTS3|65123	2613.2003	INTS3|65123	2475.5468
INTS4L1|285905	13.0468	INTS4L1|285905	32.408
INTS4L2|644619	13.8143	INTS4L2|644619	8.4628
INTS4|92105	393.7068	INTS4|92105	599.8546
INTS5|80789	950.4988	INTS5|80789	810.5069
INTS6|26512	641.98	INTS6|26512	1131.53
INTS7|25896	788.1811	lowly_expressed	lowly_expressed
INTS8|55656	491.5081	INTS8|55656	715.5422
INTS9|55756	351.1128	INTS9|55756	384.0048
INTU|27152	76.74600000000001	INTU|27152	192.0024
INVS|27130	231.0054	INVS|27130	307.5707
IP6K1|9807	1496.1627	IP6K1|9807	1761.3468
IP6K2|51447	1493.0929	IP6K2|51447	1894.0364
IP6K3|117283	5.7559	IP6K3|117283	6.1147
IPCEF1|26034	58.7107	IPCEF1|26034	67.8735
IPMK|253430	58.3269	IPMK|253430	112.8167
IPO11|51194	775.4413	IPO11|51194	859.8344
IPO13|9670	968.5342	IPO13|9670	677.8174
IPO4|79711	1392.1796	IPO4|79711	1186.639
IPO5|3843	2034.152	IPO5|3843	4040.9167
IPO7|10527	4549.1174	IPO7|10527	4350.3218
IPO8|10526	1452.4175	IPO8|10526	1517.0635
IPO9|55705	2971.2203	IPO9|55705	1677.5751
IPPK|64768	266.251	IPPK|64768	426.2086
IPP|3652	308.5188	IPP|3652	376.9729
