gene_id	TCGA-BH-A1FH-01A-12R-A13Q-07	gene_id	TCGA-BH-A1FH-11B-42R-A13Q-07
PARP1|142	3271.151	PARP1|142	2271.9836
PARP2|10038	299.404	PARP2|10038	440.6953
PARP3|10039	386.4076	PARP3|10039	634.9693
PARP4|143	2001.3933	PARP4|143	2250.0
PARP6|56965	794.4887	PARP6|56965	972.9039
PARP8|79668	306.2157	PARP8|79668	305.2147
PARP9|83666	2177.7196	PARP9|83666	1311.9479
PARS2|25973	132.8276	PARS2|25973	63.3947
PART1|25859	79.8823	PART1|25859	82.3108
PARVA|55742	2915.3959	PARVA|55742	2566.9734
PARVB|29780	435.9471	PARVB|29780	550.6135
PARVG|64098	134.6853	PARVG|64098	175.8691
PASK|23178	154.8107	PASK|23178	105.31700000000001
PATL1|219988	1193.9005	PATL1|219988	1098.1595
PATZ1|23598	1797.3527	PATZ1|23598	987.2188
PAWR|5074	513.6619999999999	PAWR|5074	245.3988
PAX1|5075	70.9033	lowly_expressed	lowly_expressed
PAX2|5076	36.5353	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PAX3|5077	10.7362
PAX6|5080	70.2841	PAX6|5080	80.2658
PAX8|7849	14.8618	PAX8|7849	26.5849
PAX9|5083	89.4806	PAX9|5083	17.3824
PAXIP1|22976	443.1303	PAXIP1|22976	365.3374
PBK|55872	39.6316	PBK|55872	49.0798
PBLD|64081	221.9986	PBLD|64081	193.7628
PBRM1|55193	1863.6117	PBRM1|55193	1587.9346
PBX1|5087	6542.302	PBX1|5087	3673.8241
PBX2|5089	1196.9967	PBX2|5089	1286.2986
PBX3|5090	542.4568	PBX3|5090	470.3476
PBX4|80714	8.3598	PBX4|80714	21.9836
PBXIP1|57326	2659.9582	PBXIP1|57326	2656.953
PCBD1|5092	413.6543	PCBD1|5092	901.3292
PCBD2|84105	223.5467	PCBD2|84105	257.1575
PCBP1|5093	5534.1745	PCBP1|5093	7094.0695
PCBP2|5094	9070.1169	PCBP2|5094	11780.546999999999
PCBP3|54039	11.7656	PCBP3|54039	30.6748
PCBP4|57060	499.1098	PCBP4|57060	617.5869
PCCA|5095	341.7912	PCCA|5095	523.364
PCCB|5096	986.3488	PCCB|5096	1024.3507
PCDH10|57575	8.979	lowly_expressed	lowly_expressed
PCDH11X|27328	7.4309	PCDH11X|27328	14.8262
PCDH12|51294	363.186	PCDH12|51294	502.045
PCDH17|27253	373.4035	PCDH17|27253	70.0409
PCDH18|54510	2703.3052	PCDH18|54510	1080.7771
PCDH19|57526	229.1199	PCDH19|57526	260.2249
PCDH1|5097	1669.4791	PCDH1|5097	1327.1984
PCDH20|64881	19.8158	PCDH20|64881	12.2699
PCDH7|5099	2163.0157	PCDH7|5099	483.1288
PCDH9|5101	27.5563	PCDH9|5101	147.7505
PCDHA10|56139	42.4212	PCDHA10|56139	55.956
PCDHA11|56138	27.0454	PCDHA11|56138	5.5112
PCDHA12|56137	12.3044	lowly_expressed	lowly_expressed
PCDHA13|56136	27.1755	PCDHA13|56136	5.0358
PCDHA1|56147	6.5826	lowly_expressed	lowly_expressed
PCDHA2|56146	5.5732	lowly_expressed	lowly_expressed
PCDHA3|56145	16.4316	PCDHA3|56145	21.4315
PCDHA4|56144	12.1248	PCDHA4|56144	46.5337
PCDHA5|56143	6.7157	PCDHA5|56143	5.7975
PCDHA6|56142	212.8245	PCDHA6|56142	52.408
PCDHA7|56141	12.0845	PCDHA7|56141	7.2393
PCDHA8|56140	19.0355	lowly_expressed	lowly_expressed
PCDHA9|9752	15.1343	lowly_expressed	lowly_expressed
PCDHAC1|56135	8.4248	PCDHAC1|56135	8.0675
PCDHAC2|56134	87.9263	PCDHAC2|56134	28.41
PCDHB10|56126	176.7939	PCDHB10|56126	100.2045
PCDHB11|56125	69.3552	PCDHB11|56125	66.4622
PCDHB12|56124	106.2002	PCDHB12|56124	75.6646
PCDHB13|56123	90.0999	PCDHB13|56123	58.7935
PCDHB14|56122	245.5298	PCDHB14|56122	207.0552
PCDHB15|56121	47.6817	PCDHB15|56121	46.0123
PCDHB16|57717	256.057	PCDHB16|57717	197.8528
PCDHB18|54660	25.0793	PCDHB18|54660	21.4724
PCDHB19P|84054	15.7907	PCDHB19P|84054	6.6462
PCDHB2|56133	113.0118	PCDHB2|56133	144.1718
PCDHB3|56132	93.8153	PCDHB3|56132	91.00200000000001
PCDHB4|56131	228.8103	PCDHB4|56131	226.4826
PCDHB5|26167	151.7145	PCDHB5|26167	137.5256
PCDHB6|56130	85.4555	PCDHB6|56130	74.1309
PCDHB7|56129	176.1746	PCDHB7|56129	157.4642
PCDHB8|56128	75.8573	PCDHB8|56128	48.0573
PCDHB9|56127	116.4177	PCDHB9|56127	82.3108
PCDHGA10|56106	137.5308	PCDHGA10|56106	107.1626
PCDHGA11|56105	41.6131	PCDHGA11|56105	15.8487
PCDHGA12|26025	226.3952	PCDHGA12|26025	102.6738
PCDHGA1|56114	11.7656	PCDHGA1|56114	11.7587
PCDHGA2|56113	279.4829	PCDHGA2|56113	201.9888
PCDHGA3|56112	54.2519	PCDHGA3|56112	32.7198
PCDHGA4|56111	88.5765	PCDHGA4|56111	86.1503
PCDHGA5|56110	99.2677	PCDHGA5|56110	53.7781
PCDHGA6|56109	102.4135	PCDHGA6|56109	61.3497
PCDHGA7|56108	33.758	PCDHGA7|56108	32.7198
PCDHGA8|9708	14.2426	PCDHGA8|9708	7.1575
PCDHGA9|56107	132.5954	PCDHGA9|56107	129.7239
PCDHGB1|56104	46.0098	PCDHGB1|56104	28.680999999999997
PCDHGB2|56103	90.3599	PCDHGB2|56103	62.1779
PCDHGB3|56102	32.2006	PCDHGB3|56102	12.2699
PCDHGB4|8641	92.8864	PCDHGB4|8641	39.8773
PCDHGB5|56101	528.5301	PCDHGB5|56101	157.2853
PCDHGB6|56100	178.4349	PCDHGB6|56100	234.6881
PCDHGB7|56099	501.079	PCDHGB7|56099	421.7485
PCDHGC3|5098	4027.7483	PCDHGC3|5098	3474.7802
PCDHGC4|56098	11.7935	lowly_expressed	lowly_expressed
PCDHGC5|56097	62.1565	PCDHGC5|56097	5.6237
PCF11|51585	1719.6377	PCF11|51585	1646.7279999999998
PCGF1|84759	178.0324	PCGF1|84759	206.0327
PCGF2|7703	1533.2673	PCGF2|7703	855.138
PCGF3|10336	1317.1298	PCGF3|10336	955.0102
PCGF5|84333	1854.0135	PCGF5|84333	2005.6237
PCGF6|84108	169.363	PCGF6|84108	253.0675
PCID2|55795	521.7122	PCID2|55795	836.9121
PCIF1|63935	983.9771	PCIF1|63935	1143.6605
PCK1|5105	11.1464	PCK1|5105	316.9734
PCK2|5106	621.4103	PCK2|5106	557.771
PCLO|27445	286.0903	PCLO|27445	203.9877
PCM1|5108	3815.156	PCM1|5108	3823.1084
PCMT1|5110	1555.5384	PCMT1|5110	1401.3292
PCMTD1|115294	2267.6678	PCMTD1|115294	2003.0675
PCMTD2|55251	1831.4111	PCMTD2|55251	1856.3395
PCNA|5111	4078.9535	PCNA|5111	1303.1697
PCNP|57092	2798.3590000000004	PCNP|57092	3524.0286
PCNT|5116	925.4586	PCNT|5116	668.7117
PCNXL2|80003	419.2275	PCNXL2|80003	326.6871
PCNXL3|399909	1309.6989	PCNXL3|399909	1073.1084
PCNX|22990	2661.8159	PCNX|22990	1815.4397
PCOLCE2|26577	48.6106	PCOLCE2|26577	2854.2945
PCOLCE|5118	4544.5158	PCOLCE|5118	4000.3681
PCOTH|542767	43.0405	PCOTH|542767	24.1258
PCP2|126006	11.1464	lowly_expressed	lowly_expressed
PCP4L1|654790	16.7196	PCP4L1|654790	15.8487
PCSK1N|27344	33.4391	PCSK1N|27344	10.7362
PCSK1|5122	47.0625	PCSK1|5122	9.7137
PCSK2|5126	43.9663	PCSK2|5126	7.1575
PCSK4|54760	19.8158	PCSK4|54760	19.4274
PCSK5|5125	286.3999	PCSK5|5125	220.3476
PCSK6|5046	1463.5808	PCSK6|5046	616.0532
PCSK7|9159	641.1549	PCSK7|9159	507.5511
PCSK9|255738	20.1254	lowly_expressed	lowly_expressed
PCTP|58488	420.7756	PCTP|58488	464.2127
PCYOX1L|78991	182.9863	PCYOX1L|78991	218.8139
PCYOX1|51449	4195.0615	PCYOX1|51449	3586.4008
PCYT1A|5130	442.4491	PCYT1A|5130	309.816
PCYT1B|9468	76.1669	PCYT1B|9468	39.3661
PCYT2|5833	261.3205	PCYT2|5833	290.3885
PC|5091	412.1062	PC|5091	763.2924
PDAP1|11333	1562.0404	PDAP1|11333	1210.6339
PDCD10|11235	465.0515	PDCD10|11235	702.9652
PDCD11|22984	1050.5457	PDCD11|22984	774.5399
PDCD1LG2|80380	118.2754	PDCD1LG2|80380	200.40900000000002
PDCD1|5133	9.2886	PDCD1|5133	5.6237
PDCD2L|84306	70.2841	PDCD2L|84306	94.0695
PDCD2|5134	714.916	PDCD2|5134	791.4110000000001
PDCD4|27250	4671.6681	PDCD4|27250	5975.6391
PDCD5|9141	380.8344	PDCD5|9141	555.2147
PDCD6IP|10015	3548.8815	PDCD6IP|10015	3992.8425
PDCD6|10016	1381.2215	PDCD6|10016	1555.2147
PDCD7|10081	533.1682	PDCD7|10081	620.6544
PDCL3|79031	602.8330000000001	PDCL3|79031	342.0245
PDCL|5082	639.678	PDCL|5082	531.6973
PDDC1|347862	777.7692	PDDC1|347862	910.5317
PDE10A|10846	273.7054	PDE10A|10846	189.1616
PDE11A|50940	67.1879	PDE11A|50940	132.4131
PDE12|201626	666.9247	PDE12|201626	815.9509
PDE1A|5136	304.9772	PDE1A|5136	145.7055
PDE1B|5153	236.2412	PDE1B|5153	191.7178
PDE1C|5137	120.1331	PDE1C|5137	131.9018
PDE2A|5138	561.3438	PDE2A|5138	1471.8814
PDE3A|5139	174.3169	PDE3A|5139	49.591
PDE3B|5140	91.0287	PDE3B|5140	675.3579
PDE4A|5141	463.1937	PDE4A|5141	544.9898
PDE4B|5142	679.6192	PDE4B|5142	2558.7935
PDE4DIP|9659	2180.3545	PDE4DIP|9659	1762.2699
PDE4D|5144	425.7048	PDE4D|5144	281.0787
PDE5A|8654	1107.6244	PDE5A|8654	1307.6585
lowly_expressed	lowly_expressed	PDE6A|5145	6.135
PDE6B|5158	56.3511	PDE6B|5158	86.9121
PDE6D|5147	231.5969	PDE6D|5147	376.7894
lowly_expressed	lowly_expressed	PDE6G|5148	11.7587
PDE7A|5150	645.8704	PDE7A|5150	625.7669
PDE7B|27115	425.4199	PDE7B|27115	154.908
PDE8A|5151	654.5398	PDE8A|5151	684.0491
PDE8B|8622	110.8445	PDE8B|8622	199.8978
PDE9A|5152	208.3753	PDE9A|5152	412.0654
PDF|64146	127.1956	PDF|64146	94.90799999999999
PDGFA|5154	785.2001	PDGFA|5154	587.9346
PDGFB|5155	851.7687	PDGFB|5155	570.0409
PDGFC|56034	1025.4664	PDGFC|56034	1171.7791
PDGFD|80310	1486.1831	PDGFD|80310	1946.319
PDGFRA|5156	3535.1993	PDGFRA|5156	2731.6820000000002
PDGFRB|5159	11086.6166	PDGFRB|5159	5947.3415
PDGFRL|5157	1393.9159	PDGFRL|5157	2553.681
PDHA1|5160	886.211	PDHA1|5160	1355.0256
PDHB|5162	815.2334	PDHB|5162	1260.7362
PDHX|8050	508.7545	PDHX|8050	573.8037
PDIA3P|171423	1865.7791	PDIA3P|171423	1750.0
PDIA3|2923	7034.5321	PDIA3|2923	7359.3098
PDIA4|9601	3111.3863	PDIA4|9601	2122.6994
PDIA5|10954	757.0245	PDIA5|10954	469.8364
PDIA6|10130	4352.6062	PDIA6|10130	4197.8323
PDIK1L|149420	593.5444	PDIK1L|149420	244.8875
PDK1|5163	304.0483	PDK1|5163	314.4172
PDK2|5164	1091.7254	PDK2|5164	1197.8528
PDK3|5165	487.6538	PDK3|5165	278.1186
PDK4|5166	1165.7249	PDK4|5166	3921.7791
PDLIM1|9124	2243.8269	PDLIM1|9124	6833.8446
PDLIM2|64236	610.5736	PDLIM2|64236	595.092
PDLIM3|27295	1252.4189	PDLIM3|27295	4279.6524
PDLIM4|8572	591.9963	PDLIM4|8572	1276.0736
PDLIM5|10611	4888.6137	PDLIM5|10611	3084.3558
PDLIM7|9260	1569.4713	PDLIM7|9260	1186.0941
PDP1|54704	1180.8964	PDP1|54704	1719.8364
PDP2|57546	216.1158	PDP2|57546	121.1656
PDPK1|5170	1811.9049	PDPK1|5170	1311.8661
PDPN|10630	827.3086	PDPN|10630	1134.9693
PDPR|55066	972.165	PDPR|55066	562.4898
PDRG1|81572	276.1824	PDRG1|81572	220.3476
PDS5A|23244	3412.0288	PDS5A|23244	2573.1084
PDS5B|23047	1713.7549	PDS5B|23047	1080.2658
PDSS1|23590	56.4812	PDSS1|23590	61.0123
PDSS2|57107	496.3232	PDSS2|57107	446.8303
PDXDC1|23042	3944.2681	PDXDC1|23042	2189.6728
PDXDC2|283970	210.5426	PDXDC2|283970	215.2352
PDXK|8566	2059.6021	PDXK|8566	2604.2945
PDXP|57026	248.52700000000002	PDXP|57026	195.2965
PDZD11|51248	617.6949	PDZD11|51248	474.4376
PDZD2|23037	1022.3702	PDZD2|23037	1188.6503
PDZD4|57595	107.4387	PDZD4|57595	131.3906
PDZD7|79955	6.8117	lowly_expressed	lowly_expressed
PDZD8|118987	785.5097	PDZD8|118987	485.1738
PDZK1IP1|10158	122.3005	PDZK1IP1|10158	734.6626
lowly_expressed	lowly_expressed	PDZK1P1|728939	5.6237
PDZK1|5174	162.2417	PDZK1|5174	78.7321
PDZRN3|23024	1825.8379	PDZRN3|23024	1259.7137
PDZRN4|29951	26.9371	PDZRN4|29951	53.681000000000004
PEA15|8682	4905.0236	PEA15|8682	5608.8957
PEAR1|375033	596.6406	PEAR1|375033	505.1125
PEBP1|5037	6529.6076	PEBP1|5037	6937.1166
PEBP4|157310	7.1213	PEBP4|157310	7.6687
PECAM1|5175	1811.9049	PECAM1|5175	3870.1431
PECI|10455	1159.839	PECI|10455	1074.1309
PECR|55825	98.8126	PECR|55825	271.0481
PEF1|553115	1405.9912	PEF1|553115	1735.6851
PEG10|23089	2058.3637	PEG10|23089	2728.0164
PEG3|5178	798.3621	PEG3|5178	336.3701
PELI1|57162	1097.6082	PELI1|57162	2260.2249
PELI2|57161	506.2311	PELI2|57161	613.4969
PELI3|246330	254.1992	PELI3|246330	294.4785
PELO|53918	466.8751	PELO|53918	461.6564
PELP1|27043	929.4837	PELP1|27043	1108.3845
PEMT|10400	175.865	PEMT|10400	762.2699
PENK|5179	81.1208	PENK|5179	154.908
PEPD|5184	1086.4618	PEPD|5184	1805.726
PER1|5187	1004.1025	PER1|5187	2950.9202
PER2|8864	1192.9716	PER2|8864	3344.5808
PER3|8863	1542.5343	PER3|8863	1120.1431
PERP|64065	5281.8330000000005	PERP|64065	7087.4233
PES1|23481	1090.7965	PES1|23481	1073.6196
PET112L|5188	261.6302	PET112L|5188	371.6769
PEX10|5192	349.7608	PEX10|5192	365.8231
PEX11A|8800	222.9275	PEX11A|8800	179.9591
PEX11B|8799	652.3725	PEX11B|8799	489.2638
PEX11G|92960	45.5144	PEX11G|92960	58.7935
PEX12|5193	356.684	PEX12|5193	160.5317
PEX13|5194	1147.7669	PEX13|5194	928.4254
PEX14|5195	289.8057	PEX14|5195	370.1431
PEX16|9409	256.6762	PEX16|9409	359.407
PEX19|5824	2027.2807	PEX19|5824	2441.7178
PEX1|5189	715.8449	PEX1|5189	483.6401
PEX26|55670	550.8909	PEX26|55670	419.7342
PEX2|5828	1056.7381	PEX2|5828	1137.0143
PEX3|8504	418.9179	PEX3|8504	442.7403
PEX5L|51555	6.8117	lowly_expressed	lowly_expressed
PEX5|5830	930.1029	PEX5|5830	1077.7096
PEX6|5190	467.5284	PEX6|5190	436.0941
PEX7|5191	262.2494	PEX7|5191	191.7178
PFAS|5198	366.9015	PFAS|5198	313.9059
PFDN1|5201	825.1413	PFDN1|5201	1276.5849
PFDN2|5202	406.2234	PFDN2|5202	408.99800000000005
PFDN4|5203	216.4254	PFDN4|5203	373.7219
PFDN5|5204	3513.275	PFDN5|5204	6221.8814
PFDN6|10471	225.7141	PFDN6|10471	230.0613
lowly_expressed	lowly_expressed	PFKFB1|5207	98.6708
PFKFB2|5208	731.326	PFKFB2|5208	438.1391
PFKFB3|5209	1695.4873	PFKFB3|5209	3362.4744
PFKFB4|5210	152.6434	PFKFB4|5210	90.4908
PFKL|5211	1973.8370000000002	PFKL|5211	1745.91
PFKM|5213	1307.2219	PFKM|5213	807.7710000000001
PFKP|5214	610.8832	PFKP|5214	938.1391
PFN1|5216	5155.5074	PFN1|5216	7398.2618
PFN2|5217	1848.4403	PFN2|5217	1367.5869
lowly_expressed	lowly_expressed	PFN4|375189	6.6462
lowly_expressed	lowly_expressed	PGA3|643834	34.2536
PGAM1|5223	2038.5479	PGAM1|5223	2407.9755
PGAM2|5224	10.2175	PGAM2|5224	16.3599
PGAM4|441531	49.8491	PGAM4|441531	43.456
PGAM5|192111	322.3345	PGAM5|192111	274.228
PGAP1|80055	772.8152	PGAP1|80055	399.7955
PGAP2|27315	310.2407	PGAP2|27315	525.0511
PGAP3|93210	767.8613	PGAP3|93210	680.9816
PGBD1|84547	186.3921	PGBD1|84547	167.1779
PGBD2|267002	159.1454	PGBD2|267002	111.9632
PGBD3|267004	121.9723	PGBD3|267004	94.8466
PGBD4|161779	30.9621	PGBD4|161779	31.6973
PGBD5|79605	65.9494	PGBD5|79605	67.4847
PGCP|10404	1431.9994	PGCP|10404	1956.5439999999999
PGD|5226	1499.1872	PGD|5226	1879.3456
PGF|5228	202.4925	PGF|5228	360.4294
PGGT1B|5229	518.9256	PGGT1B|5229	506.135
PGK1|5230	5469.7732	PGK1|5230	5325.6646
PGLS|25796	535.0259	PGLS|25796	911.0429
PGLYRP2|114770	13.3137	lowly_expressed	lowly_expressed
PGM1|5236	1152.7208	PGM1|5236	1552.1472
PGM2L1|283209	585.4942	PGM2L1|283209	608.8957
PGM2|55276	820.1873	PGM2|55276	796.0123
PGM3|5238	658.7785	PGM3|5238	290.138
lowly_expressed	lowly_expressed	PGM5P2|595135	5.1125
PGM5|5239	429.445	PGM5|5239	1099.182
PGPEP1|54858	725.4431	PGPEP1|54858	722.9039
PGP|283871	186.7018	PGP|283871	223.4151
PGRMC1|10857	2894.6513	PGRMC1|10857	3288.3436
PGRMC2|10424	1931.7285	PGRMC2|10424	2224.9489
PGR|5241	1332.7936	PGR|5241	531.2781
PGS1|9489	452.35699999999997	PGS1|9489	411.0429
PHACTR1|221692	44.8951	PHACTR1|221692	27.6074
PHACTR2|9749	1253.6574	PHACTR2|9749	1117.0757
PHACTR4|65979	1742.2401	PHACTR4|65979	1410.5317
PHAX|51808	586.7327	PHAX|51808	603.7832
PHB2|11331	2005.7279999999998	PHB2|11331	3292.4335
PHB|5245	1362.9538	PHB|5245	2031.1861
PHC1|1911	606.18	PHC1|1911	545.3119
PHC2|1912	2545.7079	PHC2|1912	2583.8446
PHC3|80012	2105.1165	PHC3|80012	1437.6278
PHEX|5251	25.6986	PHEX|5251	9.7137
PHF10|55274	1545.5839999999998	PHF10|55274	2052.7147
PHF11|51131	449.88	PHF11|51131	717.7914
PHF12|57649	1348.7112	PHF12|57649	973.4151
PHF13|148479	780.2461	PHF13|148479	947.3415
PHF14|9678	1042.4955	PHF14|9678	827.1984
PHF15|23338	1352.7363	PHF15|23338	1163.5992
PHF16|9767	405.9138	PHF16|9767	209.6115
PHF17|79960	905.0236	PHF17|79960	1083.3333
PHF19|26147	326.6507	PHF19|26147	495.3988
PHF1|5252	1189.2561	PHF1|5252	1300.6135
PHF20L1|51105	1177.4905	PHF20L1|51105	1010.2249
PHF20|51230	1289.8831	PHF20|51230	1025.5624
PHF21A|51317	957.6593	PHF21A|51317	1022.4949
PHF21B|112885	16.4099	lowly_expressed	lowly_expressed
PHF23|79142	575.2767	PHF23|79142	462.1677
PHF2|5253	1758.9597	PHF2|5253	1546.0123
PHF3|23469	3099.0015	PHF3|23469	1999.4888
PHF5A|84844	375.2612	PHF5A|84844	504.09
PHF6|84295	716.1545	PHF6|84295	540.8998
PHF7|51533	67.4975	PHF7|51533	90.4908
PHF8|23133	1129.1896	PHF8|23133	748.4663
PHGDH|26227	1365.4308	PHGDH|26227	1306.2372
PHIP|55023	2747.6275	PHIP|55023	1711.4673
PHKA1|5255	618.6237	PHKA1|5255	341.00199999999995
PHKA2|5256	561.7679	PHKA2|5256	596.7382
PHKB|5257	2121.2168	PHKB|5257	1935.0716
PHKG1|5260	14.8618	PHKG1|5260	70.5521
PHKG2|5261	308.6926	PHKG2|5261	343.5583
PHLDA1|22822	3822.2773	PHLDA1|22822	1944.7853
PHLDA2|7262	22.2927	PHLDA2|7262	123.2106
PHLDA3|23612	892.6387	PHLDA3|23612	797.0348
PHLDB1|23187	3479.5263	PHLDB1|23187	2944.7853
PHLDB2|90102	1974.1466	PHLDB2|90102	1488.2413
PHLDB3|653583	156.0492	PHLDB3|653583	84.8671
PHLPP1|23239	806.8736	PHLPP1|23239	686.0941
PHLPP2|23035	537.4534	PHLPP2|23035	303.1953
PHOSPHO1|162466	10.2175	PHOSPHO1|162466	29.6524
PHOSPHO2|493911	67.9619	PHOSPHO2|493911	90.7413
PHPT1|29085	548.9589	PHPT1|29085	671.2679
PHRF1|57661	792.6310000000001	PHRF1|57661	643.1493
PHTF1|10745	334.3912	PHTF1|10745	188.6503
PHTF2|57157	813.6853	PHTF2|57157	537.8323
PHYHD1|254295	312.7177	PHYHD1|254295	525.5624
PHYHIPL|84457	31.7083	PHYHIPL|84457	30.1483
PHYHIP|9796	69.0456	PHYHIP|9796	226.9939
PHYH|5264	703.46	PHYH|5264	929.9591
PI15|51050	1893.9546	PI15|51050	856.3395
PI16|221476	94.4346	PI16|221476	3925.8691
PI3|5266	14.8618	PI3|5266	369.6319
PI4K2A|55361	903.4755	PI4K2A|55361	1000.9509
PI4K2B|55300	733.4933	PI4K2B|55300	691.7178
PI4KAP1|728233	167.1956	PI4KAP1|728233	159.5092
PI4KAP2|375133	49.5394	PI4KAP2|375133	72.0859
PI4KA|5297	2613.2054	PI4KA|5297	1495.3988
PI4KB|5298	2160.8484	PI4KB|5298	1956.5439999999999
PIAS1|8554	666.3054	PIAS1|8554	347.13699999999994
PIAS2|9063	345.8472	PIAS2|9063	230.0613
PIAS3|10401	1384.9369	PIAS3|10401	1095.0919999999999
PIAS4|51588	334.7008	PIAS4|51588	196.8303
PIBF1|10464	464.7419	PIBF1|10464	485.6851
PICALM|8301	4600.3561	PICALM|8301	4751.0225
PICK1|9463	315.5043	PICK1|9463	335.8896
PID1|55022	212.0907	PID1|55022	903.8855
PIF1|80119	14.2426	PIF1|80119	8.18
PIGA|5277	227.2622	PIGA|5277	364.0082
PIGB|9488	238.9287	PIGB|9488	302.1421
PIGC|5279	668.7824	PIGC|5279	677.9141
PIGF|5281	217.2521	PIGF|5281	295.4397
PIGG|54872	538.2955	PIGG|54872	427.8067
PIGH|5283	230.6649	PIGH|5283	349.86199999999997
PIGK|10026	1448.7189	PIGK|10026	1124.7444
PIGL|9487	53.8741	PIGL|9487	48.0573
PIGM|93183	438.1144	PIGM|93183	360.9407
PIGN|23556	844.0282	PIGN|23556	560.8384
PIGO|84720	686.1212	PIGO|84720	664.1104
PIGP|51227	200.3251	PIGP|51227	359.407
PIGQ|9091	652.648	PIGQ|9091	635.1687
PIGR|5284	1290.812	PIGR|5284	8698.364
PIGS|94005	1859.277	PIGS|94005	1309.3047
PIGT|51604	3096.8341	PIGT|51604	4495.3988
PIGU|128869	365.3534	PIGU|128869	338.9571
PIGV|55650	436.8759	PIGV|55650	405.9305
PIGW|284098	203.1117	PIGW|284098	256.135
PIGX|54965	635.3433	PIGX|54965	504.09
PIGY|84992	1535.7226	PIGY|84992	2064.4172
PIGZ|80235	76.4765	PIGZ|80235	165.1329
PIH1D1|55011	557.3187	PIH1D1|55011	709.1002
PIH1D2|120379	30.3429	PIH1D2|120379	29.6524
PIK3AP1|118788	492.9174	PIK3AP1|118788	552.1472
PIK3C2A|5286	2291.8183	PIK3C2A|5286	1628.3231
PIK3C2B|5287	1124.2356	PIK3C2B|5287	1263.8037
PIK3C2G|5288	403.7464	PIK3C2G|5288	511.7587
PIK3C3|5289	762.9073	PIK3C3|5289	592.5358
PIK3CA|5290	981.1905	PIK3CA|5290	600.7157
PIK3CB|5291	1037.232	PIK3CB|5291	934.0491
PIK3CD|5293	364.4245	PIK3CD|5293	452.454
PIK3CG|5294	200.6347	PIK3CG|5294	120.1431
PIK3IP1|113791	893.258	PIK3IP1|113791	920.2454
PIK3R1|5295	6278.1949	PIK3R1|5295	4963.7014
PIK3R2|5296	1683.3037	PIK3R2|5296	971.6564
PIK3R3|8503	3871.8167	PIK3R3|8503	1744.8875
PIK3R4|30849	1178.4194	PIK3R4|30849	896.2168
PIK3R5|23533	160.6936	PIK3R5|23533	261.7587
PIK3R6|146850	33.7487	PIK3R6|146850	32.7198
PIKFYVE|200576	1379.3637	PIKFYVE|200576	978.5276
PILRA|29992	67.1879	PILRA|29992	122.1881
PILRB|29990	542.816	PILRB|29990	792.1012
PIM1|5292	1463.2712	PIM1|5292	2577.7096
PIM2|11040	441.2106	PIM2|11040	312.3722
PIM3|415116	1404.1334	PIM3|415116	1065.9509
PIN1|5300	384.8595	PIN1|5300	314.9284
PIN4|5303	236.5508	PIN4|5303	260.2249
PINK1|65018	1687.7467	PINK1|65018	2218.3027
PINX1|54984	78.9535	PINX1|54984	108.9519
PION|54103	295.3789	PION|54103	338.9571
PIP4K2A|5305	1320.5356	PIP4K2A|5305	817.9959
PIP4K2B|8396	3443.6102	PIP4K2B|8396	2134.4581
PIP4K2C|79837	1669.4791	PIP4K2C|79837	876.7894
PIP5K1A|8394	1344.9957	PIP5K1A|8394	1403.3742
PIP5K1B|8395	98.4596	PIP5K1B|8395	223.4151
PIP5K1C|23396	1771.6542	PIP5K1C|23396	1171.2679
PIP5KL1|138429	11.7656	PIP5KL1|138429	26.5849
PIPOX|51268	10.5271	PIPOX|51268	17.8937
PIPSL|266971	120.4428	PIPSL|266971	118.0982
PIP|5304	759.1919	PIP|5304	683.5378
PIRT|644139	7.1213	lowly_expressed	lowly_expressed
PIR|8544	137.7816	PIR|8544	268.4049
PISD|23761	1174.7039	PISD|23761	717.7914
PITPNA|5306	2036.0709	PITPNA|5306	2365.0307
PITPNB|23760	1383.0792	PITPNB|23760	1612.9857
PITPNC1|26207	307.7638	PITPNC1|26207	343.04699999999997
PITPNM1|9600	318.6005	PITPNM1|9600	358.8957
PITPNM2|57605	243.3625	PITPNM2|57605	323.6196
PITPNM3|83394	136.5431	PITPNM3|83394	185.0716
PITRM1|10531	1508.6431	PITRM1|10531	1300.7771
PITX1|5307	211.1619	lowly_expressed	lowly_expressed
PITX2|5308	59.4473	PITX2|5308	23.5174
PIWIL2|55124	9.2886	PIWIL2|55124	69.5297
PIWIL4|143689	50.8739	PIWIL4|143689	81.6258
PJA1|64219	880.8731	PJA1|64219	763.2924
PJA2|9867	5198.8544	PJA2|9867	4784.2536
PKD1L1|168507	10.8368	PKD1L1|168507	10.2249
PKD1L2|114780	14.5522	PKD1L2|114780	87.9346
PKD1|5310	2353.1233	PKD1|5310	1641.6155
PKD2|5311	1588.9775	PKD2|5311	1502.5562
PKDCC|91461	491.6789	PKDCC|91461	482.6176
PKDREJ|10343	26.3178	PKDREJ|10343	16.8712
PKHD1L1|93035	8.0502	PKHD1L1|93035	266.3599
PKHD1|5314	27.2467	PKHD1|5314	11.2474
PKIA|5569	222.9275	PKIA|5569	111.9632
PKIB|5570	508.7081	PKIB|5570	164.6217
PKIG|11142	571.8709	PKIG|11142	1092.5358
PKM2|5315	18073.8447	PKM2|5315	11246.4213
