gene_id	TCGA-BH-A18R-01A-11R-A12D-07	gene_id	TCGA-BH-A18R-11A-42R-A12D-07
KCNV1|27012	6.2407	lowly_expressed	lowly_expressed
KCTD10|83892	2659.1382	KCTD10|83892	2029.1601
KCTD11|147040	316.4933	KCTD11|147040	473.5341
KCTD12|115207	1537.89	KCTD12|115207	6058.0032
KCTD13|253980	434.7697	KCTD13|253980	180.9826
KCTD14|65987	411.2927	KCTD14|65987	457.3693
KCTD15|79047	1003.2689	KCTD15|79047	490.6498
lowly_expressed	lowly_expressed	KCTD16|57528	6.6561
KCTD17|79734	73.997	KCTD17|79734	106.8146
KCTD18|130535	388.4101	KCTD18|130535	555.309
KCTD1|284252	328.0832	KCTD1|284252	600.0
KCTD20|222658	2062.4071	KCTD20|222658	2299.8415
KCTD21|283219	1438.9302	KCTD21|283219	436.1331
KCTD2|23510	2117.0877	KCTD2|23510	1448.4945
KCTD3|51133	9789.0045	KCTD3|51133	3318.8590000000004
lowly_expressed	lowly_expressed	KCTD4|386618	12.9952
KCTD5|54442	874.2942	KCTD5|54442	395.5626
KCTD6|200845	157.8009	KCTD6|200845	261.8067
KCTD7|154881	139.6077	KCTD7|154881	612.3391
KCTD8|386617	5.6464	KCTD8|386617	8.2409
KCTD9|54793	638.633	KCTD9|54793	1163.5499
KDELC1|79070	123.6256	KDELC1|79070	124.5642
KDELC2|143888	634.1753	KDELC2|143888	1978.4469
KDELR1|10945	3568.2021	KDELR1|10945	2637.7179
KDELR2|11014	5688.5587	KDELR2|11014	3747.7021
KDELR3|11015	352.4517	KDELR3|11015	258.954
KDM1A|23028	1170.2823	KDM1A|23028	1549.2868
KDM1B|221656	756.315	KDM1B|221656	517.9081
KDM2A|22992	3704.9034	KDM2A|22992	3947.0681
KDM2B|84678	1129.9584	KDM2B|84678	658.168
KDM3A|55818	2405.6464	KDM3A|55818	1734.7068
KDM3B|51780	3216.6419	KDM3B|51780	3369.5721
KDM4A|9682	2378.3061	KDM4A|9682	1254.5166
KDM4B|23030	1616.9391	KDM4B|23030	1425.3566
KDM4C|23081	597.0282	KDM4C|23081	770.8399
KDM4D|55693	31.2036	KDM4D|55693	52.6149
KDM5A|5927	2477.5632	KDM5A|5927	2260.5388
KDM5B|10765	4464.1902	KDM5B|10765	2075.7528
KDM5C|8242	3358.0981	KDM5C|8242	2486.5293
KDM6A|7403	1524.2199	KDM6A|7403	1240.2536
KDM6B|23135	1184.844	KDM6B|23135	1149.9208
KDR|3791	535.5126	KDR|3791	2609.5087
KDSR|2531	1312.63	KDSR|2531	2389.5404
KEAP1|9817	2079.049	KEAP1|9817	1110.6181
lowly_expressed	lowly_expressed	KEL|3792	13.3122
KERA|11081	11.5899	KERA|11081	25.0396
lowly_expressed	lowly_expressed	KGFLP1|387628	6.3391
KGFLP2|654466	50.9866	KGFLP2|654466	113.7845
KHDC1|80759	5.2719	KHDC1|80759	16.748
KHDRBS1|10657	2903.7147	KHDRBS1|10657	3640.2536
KHDRBS3|10656	77.5632	KHDRBS3|10656	206.6561
KHK|3795	148.1664	KHK|3795	127.8288
KHNYN|23351	2530.7845	KHNYN|23351	2527.6767
KHSRP|8570	2646.9539	KHSRP|8570	1764.1838
KIAA0020|9933	825.8544	KIAA0020|9933	654.8336
KIAA0040|9674	2290.9361	KIAA0040|9674	1878.6054
lowly_expressed	lowly_expressed	KIAA0087|9808	6.9731
KIAA0090|23065	852.0059	KIAA0090|23065	1234.5483
KIAA0100|9703	4465.1976	KIAA0100|9703	5933.1791
KIAA0101|9768	460.9212	KIAA0101|9768	10.7765
KIAA0114|57291	684.3982	KIAA0114|57291	601.2678
KIAA0125|9834	18.1278	KIAA0125|9834	111.8859
KIAA0141|9812	1089.4502	KIAA0141|9812	1533.122
KIAA0146|23514	1139.9703	KIAA0146|23514	986.6878
KIAA0174|9798	2607.4294	KIAA0174|9798	3011.0935
KIAA0182|23199	5568.7964	KIAA0182|23199	2522.9794
KIAA0195|9772	3127.6077	KIAA0195|9772	1975.233
KIAA0196|9897	3205.3492	KIAA0196|9897	1546.1173
KIAA0226|9711	868.3507	KIAA0226|9711	748.0189999999999
KIAA0232|9778	2167.6077	KIAA0232|9778	2245.3249
KIAA0240|23506	1194.0565	KIAA0240|23506	1683.9937
KIAA0247|9766	3309.9554	KIAA0247|9766	2006.6561
KIAA0284|283638	922.7339999999999	KIAA0284|283638	812.0444
KIAA0317|9870	1246.9539	KIAA0317|9870	824.0887
KIAA0319L|79932	3171.1768	KIAA0319L|79932	2182.8843
KIAA0319|9856	5.3492	KIAA0319|9856	7.29
KIAA0355|9710	490.9361	KIAA0355|9710	1259.588
KIAA0368|23392	4771.471	KIAA0368|23392	4287.4802
KIAA0391|9692	1177.9108	KIAA0391|9692	502.6371
KIAA0406|9675	793.4621	KIAA0406|9675	575.5943
lowly_expressed	lowly_expressed	KIAA0408|9729	511.9239
KIAA0415|9907	316.7905	KIAA0415|9907	343.5816
KIAA0427|9811	578.9004	KIAA0427|9811	1966.4025
KIAA0430|9665	2097.474	KIAA0430|9665	4073.2171
KIAA0467|23334	684.3418	KIAA0467|23334	1484.5769
KIAA0494|9813	3992.1634	KIAA0494|9813	5794.149
KIAA0495|57212	289.4502	KIAA0495|57212	925.1981
KIAA0513|9764	284.3982	KIAA0513|9764	393.3439
KIAA0528|9847	1485.2897	KIAA0528|9847	1523.2964
KIAA0556|23247	628.8262	KIAA0556|23247	625.9905
KIAA0562|9731	444.2793	KIAA0562|9731	942.9477
KIAA0564|23078	1052.3031	KIAA0564|23078	1400.317
KIAA0586|9786	601.7831	KIAA0586|9786	574.6434
KIAA0649|9858	639.8217	KIAA0649|9858	573.3756
KIAA0652|9776	1879.049	KIAA0652|9776	1966.7195
KIAA0664P3|100132341	56.4636	KIAA0664P3|100132341	78.6054
KIAA0664|23277	3397.3254	KIAA0664|23277	1853.5658
KIAA0748|9840	24.9629	KIAA0748|9840	64.9762
KIAA0753|9851	605.3492	KIAA0753|9851	477.0206
KIAA0754|643314	177.7117	KIAA0754|643314	476.7036
KIAA0776|23376	904.6062	KIAA0776|23376	1293.8193
KIAA0802|23255	483.2095	KIAA0802|23255	194.9287
KIAA0831|22863	539.6731	KIAA0831|22863	935.0238
KIAA0892|23383	1549.4799	KIAA0892|23383	1535.9746
KIAA0895L|653319	95.9881	KIAA0895L|653319	213.0016
KIAA0895|23366	239.2273	KIAA0895|23366	200.0
KIAA0907|22889	681.7236	KIAA0907|22889	800.0
KIAA0913|23053	936.7013	KIAA0913|23053	1824.0887
KIAA0922|23240	3481.7236	KIAA0922|23240	805.0713
KIAA0947|23379	1382.1694	KIAA0947|23379	1940.412
KIAA1009|22832	150.6686	KIAA1009|22832	370.523
KIAA1012|22878	1337.89	KIAA1012|22878	1390.1743
KIAA1024|23251	58.2467	KIAA1024|23251	29.794
KIAA1033|23325	2224.6657	KIAA1033|23325	1648.4945
KIAA1045|23349	13.0758	KIAA1045|23349	73.851
KIAA1107|23285	251.4116	KIAA1107|23285	322.0285
KIAA1109|84162	2331.6493	KIAA1109|84162	5576.5452
KIAA1143|57456	836.8499	KIAA1143|57456	1168.3043
KIAA1147|57189	1456.1664	KIAA1147|57189	1950.8716
KIAA1161|57462	775.9287	KIAA1161|57462	335.3407
KIAA1191|57179	2027.3403	KIAA1191|57179	2580.9826
KIAA1199|57214	42.7935	KIAA1199|57214	29.794
lowly_expressed	lowly_expressed	KIAA1210|57481	44.0571
KIAA1211|57482	276.6716	KIAA1211|57482	10.4596
KIAA1217|56243	3939.3759	KIAA1217|56243	4966.13
lowly_expressed	lowly_expressed	KIAA1239|57495	56.1014
KIAA1244|57221	1594.3536	KIAA1244|57221	1110.3011
KIAA1257|57501	54.0475	KIAA1257|57501	12.3613
KIAA1267|284058	687.37	KIAA1267|284058	1883.0428
KIAA1274|27143	202.3774	KIAA1274|27143	407.60699999999997
KIAA1279|26128	975.9287	KIAA1279|26128	662.4406
KIAA1310|55683	1903.4175	KIAA1310|55683	2365.7686
KIAA1324L|222223	700.1486	KIAA1324L|222223	488.4311
KIAA1324|57535	3143.5364	KIAA1324|57535	8302.6941
KIAA1328|57536	96.8796	KIAA1328|57536	230.4279
KIAA1370|56204	1054.9777	KIAA1370|56204	2097.9398
KIAA1377|57562	313.2244	KIAA1377|57562	675.1189
KIAA1383|54627	133.4324	KIAA1383|54627	175.2773
KIAA1407|57577	174.4428	KIAA1407|57577	273.851
lowly_expressed	lowly_expressed	KIAA1409|57578	8.8748
KIAA1429|25962	4761.367	KIAA1429|25962	2157.8447
KIAA1430|57587	1108.1724	KIAA1430|57587	1673.2171
KIAA1432|57589	864.9629	KIAA1432|57589	1166.4532
KIAA1462|57608	578.6033	KIAA1462|57608	1727.0998
KIAA1467|57613	2005.6464	KIAA1467|57613	1197.7813
KIAA1468|57614	1020.8024	KIAA1468|57614	920.7607
KIAA1522|57648	3548.8856	KIAA1522|57648	3834.5483
KIAA1524|57650	853.4918	KIAA1524|57650	64.0254
KIAA1529|57653	45.1709	KIAA1529|57653	224.4057
KIAA1530|57654	166.419	KIAA1530|57654	283.0428
KIAA1539|80256	308.7667	KIAA1539|80256	418.0666
KIAA1543|57662	900.1486	KIAA1543|57662	408.2409
KIAA1549|57670	513.8187	KIAA1549|57670	476.7036
KIAA1586|57691	207.7266	KIAA1586|57691	191.7591
KIAA1598|57698	1619.0193	KIAA1598|57698	791.7591
KIAA1609|57707	408.6181	KIAA1609|57707	407.29
KIAA1614|57710	19.3224	KIAA1614|57710	178.3962
KIAA1632|57724	1244.5765	KIAA1632|57724	1476.3867
KIAA1644|85352	16.3447	KIAA1644|85352	46.5927
KIAA1671|85379	2343.5364	KIAA1671|85379	4626.3074
KIAA1683|80726	92.1248	KIAA1683|80726	292.2345
KIAA1704|55425	454.9094	KIAA1704|55425	465.0111
KIAA1712|80817	151.3938	KIAA1712|80817	484.599
KIAA1715|80856	849.9257	KIAA1715|80856	1077.9715
KIAA1731|85459	481.7236	KIAA1731|85459	567.0365
KIAA1737|85457	1133.1352	KIAA1737|85457	1306.4976
KIAA1755|85449	36.5527	KIAA1755|85449	103.962
KIAA1797|54914	688.8559	KIAA1797|54914	930.2694
KIAA1804|84451	167.9049	KIAA1804|84451	284.9445
KIAA1826|84437	594.3536	KIAA1826|84437	409.5087
KIAA1841|84542	223.477	KIAA1841|84542	178.13
KIAA1875|340390	9.2125	KIAA1875|340390	19.0174
KIAA1908|114796	58.2467	KIAA1908|114796	333.12199999999996
KIAA1919|91749	64.1902	KIAA1919|91749	91.9176
KIAA1949|170954	646.9539	KIAA1949|170954	1012.9952
KIAA1958|158405	144.4279	KIAA1958|158405	109.6672
KIAA1967|57805	2543.8336	KIAA1967|57805	2035.8162
KIAA1984|84960	75.6374	KIAA1984|84960	25.2964
KIAA2013|90231	747.3997	KIAA2013|90231	956.8938
KIAA2018|205717	1372.9569	KIAA2018|205717	1567.0365
KIAA2022|340533	241.0104	KIAA2022|340533	136.2916
KIAA2026|158358	756.9094	KIAA2026|158358	1317.9081
KIDINS220|57498	1701.6345	KIDINS220|57498	3700.4754
KIF11|3832	3247.2511	KIF11|3832	103.645
KIF12|113220	139.0788	KIF12|113220	343.2647
KIF13A|63971	1376.8202	KIF13A|63971	2307.4485
KIF13B|23303	1138.4844	KIF13B|23303	2747.7021
KIF14|9928	819.9108	KIF14|9928	9.5087
KIF15|56992	475.7801	KIF15|56992	24.0887
KIF16B|55614	1412.7786	KIF16B|55614	1199.3661
KIF17|57576	12.7786	KIF17|57576	62.1236
KIF18A|81930	426.7459	KIF18A|81930	34.8653
KIF18B|146909	147.3997	KIF18B|146909	6.0222
lowly_expressed	lowly_expressed	KIF19|124602	38.3518
KIF1B|23095	1028.8262	KIF1B|23095	2525.1981
KIF1C|10749	3060.6241	KIF1C|10749	3012.6783
KIF20A|10112	913.8187	KIF20A|10112	16.1648
KIF20B|9585	1544.1308	KIF20B|9585	346.7512
KIF21A|55605	2208.9153	KIF21A|55605	433.5975
KIF21B|23046	103.4175	KIF21B|23046	166.7195
KIF22|3835	3053.4918	KIF22|3835	619.0174
KIF23|9493	1347.9941	KIF23|9493	55.4675
KIF24|347240	296.5884	KIF24|347240	53.8827
lowly_expressed	lowly_expressed	KIF25|3834	5.7052
KIF26A|26153	107.8752	KIF26A|26153	239.6197
KIF26B|55083	450.2229	KIF26B|55083	50.3962
KIF27|55582	120.95100000000001	KIF27|55582	171.1569
KIF2A|3796	923.0312	KIF2A|3796	746.1173
KIF2C|11004	1164.3388	KIF2C|11004	32.0127
KIF3A|11127	353.3432	KIF3A|11127	484.9445
KIF3B|9371	1920.3566	KIF3B|9371	1905.2298
KIF3C|3797	452.0059	KIF3C|3797	392.0761
KIF4A|24137	1150.9658	KIF4A|24137	6.6561
KIF4B|285643	24.9629	lowly_expressed	lowly_expressed
KIF5A|3798	15.4532	KIF5A|3798	31.0618
KIF5B|3799	5744.7251	KIF5B|3799	4942.6307
KIF5C|3800	199.7028	KIF5C|3800	642.1553
KIF6|221458	18.425	KIF6|221458	13.9461
KIF7|374654	66.5587	KIF7|374654	175.4929
KIF9|64147	130.636	KIF9|64147	102.7227
KIFAP3|22920	577.1174	KIFAP3|22920	930.9033
KIFC1|3833	926.5973	KIFC1|3833	48.1775
KIFC2|90990	603.6969	KIFC2|90990	167.8288
KIFC3|3801	119.1679	KIFC3|3801	455.7845
KILLIN|100144748	40.1189	KILLIN|100144748	47.5436
KIN|22944	237.4443	KIN|22944	247.8605
KIRREL2|84063	12.4814	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIRREL3|84623	6.6561
KIRREL|55243	209.2125	KIRREL|55243	830.7448
KISS1R|84634	5.9435	lowly_expressed	lowly_expressed
KITLG|4254	4830.9064	KITLG|4254	1869.0967
KIT|3815	1333.1352	KIT|3815	11647.8605
KLB|152831	26.4487	KLB|152831	1151.1886
KLC1|3831	1054.6597	KLC1|3831	1721.1474
KLC2|64837	1218.7221	KLC2|64837	339.7781
KLC3|147700	50.5201	KLC3|147700	102.3772
KLC4|89953	267.1917	KLC4|89953	538.6688
KLF10|7071	1230.0149	KLF10|7071	3929.3185
KLF11|8462	646.3596	KLF11|8462	1818.0666
KLF12|11278	254.9777	KLF12|11278	792.0761
KLF13|51621	1011.2927	KLF13|51621	3323.6133
lowly_expressed	lowly_expressed	KLF14|136259	9.1918
KLF15|28999	72.214	KLF15|28999	595.2456
KLF16|83855	425.8544	KLF16|83855	149.2868
KLF2|10365	620.5052	KLF2|10365	1766.7195
KLF3|51274	1347.9792	KLF3|51274	2240.8336
KLF4|9314	383.3581	KLF4|9314	3852.9319
KLF5|688	403.2689	KLF5|688	1764.5008
KLF6|1316	5779.1976	KLF6|1316	7280.5071
KLF7|8609	50.8172	KLF7|8609	238.6688
KLF8|11279	281.4264	KLF8|11279	797.4643
KLF9|687	1064.1902	KLF9|687	2880.8241
KLHDC10|23008	1493.0163	KLHDC10|23008	1153.0903
KLHDC1|122773	37.1471	KLHDC1|122773	171.1569
KLHDC2|23588	1162.2585	KLHDC2|23588	1367.6704
KLHDC3|116138	2074.8886	KLHDC3|116138	1843.7401
KLHDC4|54758	378.9004	KLHDC4|54758	213.0586
KLHDC5|57542	2409.8068	KLHDC5|57542	1082.7258
KLHDC7A|127707	610.4012	KLHDC7A|127707	1333.122
KLHDC7B|113730	143.2392	KLHDC7B|113730	36.766999999999996
KLHDC8A|55220	6.8351	KLHDC8A|55220	6.9731
KLHDC8B|200942	346.8053	KLHDC8B|200942	713.4707
KLHDC9|126823	83.2095	KLHDC9|126823	69.4136
KLHL11|55175	72.214	KLHL11|55175	131.5372
KLHL12|59349	1082.9123	KLHL12|59349	1070.6815
KLHL13|90293	266.8648	KLHL13|90293	544.5325
KLHL14|57565	5.3492	KLHL14|57565	32.6466
KLHL15|80311	208.9153	KLHL15|80311	471.6323
KLHL17|339451	77.5632	KLHL17|339451	64.3423
KLHL18|23276	503.1204	KLHL18|23276	352.4564
KLHL20|27252	483.5067	KLHL20|27252	669.4136
KLHL21|9903	564.9331	KLHL21|9903	2681.458
KLHL22|84861	539.0788	KLHL22|84861	492.2345
KLHL23|151230	108.5617	KLHL23|151230	157.8732
KLHL24|54800	660.9212	KLHL24|54800	1815.5309
KLHL25|64410	265.9733	KLHL25|64410	246.5927
KLHL26|55295	193.4621	KLHL26|55295	287.4802
KLHL28|54813	508.7667	KLHL28|54813	613.3122
KLHL29|114818	99.2571	KLHL29|114818	789.2235
KLHL2|11275	231.7979	KLHL2|11275	602.2187
lowly_expressed	lowly_expressed	KLHL30|377007	40.2536
KLHL31|401265	32.3388	KLHL31|401265	340.6529
lowly_expressed	lowly_expressed	KLHL32|114792	26.9414
lowly_expressed	lowly_expressed	KLHL33|123103	23.4548
KLHL35|283212	17.5334	KLHL35|283212	31.3788
KLHL36|79786	156.0178	KLHL36|79786	320.1268
KLHL38|340359	47.8455	KLHL38|340359	6.0222
KLHL3|26249	84.6954	KLHL3|26249	425.0396
KLHL4|56062	10.9955	KLHL4|56062	60.5388
KLHL5|51088	708.7667	KLHL5|51088	1004.1204
KLHL6|89857	103.1204	KLHL6|89857	181.9334
KLHL7|55975	527.4889	KLHL7|55975	744.8494
KLHL8|57563	675.4829	KLHL8|57563	542.3138
KLHL9|55958	1615.4532	KLHL9|55958	1796.5135
KLK10|5655	11.8871	KLK10|5655	327.7338
lowly_expressed	lowly_expressed	KLK11|11012	589.2235
lowly_expressed	lowly_expressed	KLK12|43849	14.58
lowly_expressed	lowly_expressed	KLK13|26085	28.8431
lowly_expressed	lowly_expressed	KLK14|43847	120.7607
lowly_expressed	lowly_expressed	KLK2|3817	7.9239
lowly_expressed	lowly_expressed	KLK3|354	5.7052
KLK4|9622	21.6939	KLK4|9622	8.5578
KLK5|25818	44.8737	KLK5|25818	348.6529
KLK6|5653	16.0475	KLK6|5653	117.2742
KLK7|5650	16.0475	KLK7|5650	102.6941
KLK8|11202	8.9153	KLK8|11202	35.9651
lowly_expressed	lowly_expressed	KLKB1|3818	9.8257
KLKP1|606293	5.052	lowly_expressed	lowly_expressed
KLRA1|10748	45.1709	KLRA1|10748	90.0158
KLRAQ1|129285	463.5958	KLRAQ1|129285	698.5737
KLRB1|3820	40.7132	KLRB1|3820	141.6799
lowly_expressed	lowly_expressed	KLRC1|3821	13.9461
KLRD1|3824	8.9153	KLRD1|3824	21.5531
lowly_expressed	lowly_expressed	KLRF1|51348	10.4596
KLRG1|10219	7.7266	KLRG1|10219	36.766999999999996
KLRG2|346689	101.9316	KLRG2|346689	15.5309
KLRK1|22914	52.4755	KLRK1|22914	88.1141
KL|9365	48.4398	KL|9365	256.7353
KMO|8564	694.2021	KMO|8564	44.5927
KNDC1|85442	12.7786	lowly_expressed	lowly_expressed
KNTC1|9735	1488.8886	KNTC1|9735	367.8193
KPNA1|3836	4162.2585	KPNA1|3836	1381.6165
KPNA2|3838	28582.7637	KPNA2|3838	422.8209
KPNA3|3839	1395.5423	KPNA3|3839	994.6117
KPNA4|3840	3222.8826	KPNA4|3840	1550.5547
KPNA5|3841	153.9376	KPNA5|3841	196.8304
KPNA6|23633	1456.1664	KPNA6|23633	2098.8906
KPNB1|3837	4866.2704	KPNB1|3837	4715.0555
KPTN|11133	78.4547	KPTN|11133	102.3772
KRAS|3845	1691.5305	KRAS|3845	907.1315
KRBA1|84626	212.1842	KRBA1|84626	273.851
KRBA2|124751	82.9123	KRBA2|124751	162.916
KRCC1|51315	505.2006	KRCC1|51315	1154.6751
KREMEN1|83999	326.3001	KREMEN1|83999	1203.1696
KREMEN2|79412	127.786	lowly_expressed	lowly_expressed
KRI1|65095	730.0297	KRI1|65095	521.6767
KRIT1|889	627.3403	KRIT1|889	888.1141
KRR1|11103	1326.4071	KRR1|11103	1041.4612
KRT10|3858	157.5037	KRT10|3858	238.0349
KRT14|3861	1192.5706	KRT14|3861	10189.8574
KRT15|3866	1563.7444	KRT15|3866	15054.5166
KRT16|3868	12.1842	KRT16|3868	105.8637
KRT17|3872	410.6984	KRT17|3872	4816.1648
KRT18|3875	21551.2481	KRT18|3875	4770.9065
KRT19|3880	5637.7415	KRT19|3880	8517.9081
KRT222|125113	34.1753	KRT222|125113	72.9002
KRT23|25984	127.786	KRT23|25984	800.0
KRT24|192666	5.9435	lowly_expressed	lowly_expressed
KRT2|3849	20.208	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT40|125115	6.0222
KRT5|3852	1386.0327	KRT5|3852	11341.3629
lowly_expressed	lowly_expressed	KRT6A|3853	7.607
KRT6B|3854	147.3997	KRT6B|3854	470.9984
lowly_expressed	lowly_expressed	KRT6C|286887	5.0713
lowly_expressed	lowly_expressed	KRT77|374454	26.6244
lowly_expressed	lowly_expressed	KRT79|338785	21.87
KRT7|3855	1396.7311	KRT7|3855	4074.4849
KRT80|144501	862.7043	KRT80|144501	256.4184
KRT81|3887	28.2318	KRT81|3887	50.7132
lowly_expressed	lowly_expressed	KRT86|3892	8.5578
KRT8|3856	21714.1308	KRT8|3856	4872.1997
KRTAP5-1|387264	11.8871	lowly_expressed	lowly_expressed
KRTCAP2|200185	1191.9762	KRTCAP2|200185	1152.7734
KRTCAP3|200634	556.6122	KRTCAP3|200634	196.5135
KSR1|8844	126.3001	KSR1|8844	464.9762
KSR2|283455	35.0669	KSR2|283455	71.6323
KTELC1|56983	504.0119	KTELC1|56983	400.31699999999995
KTI12|112970	210.104	KTI12|112970	148.6529
KTN1|3895	7185.4383	KTN1|3895	6769.2552
KYNU|8942	303.1204	KYNU|8942	68.4628
KY|339855	25.8544	KY|339855	277.0206
L1CAM|3897	54.6805	L1CAM|3897	116.0063
L1TD1|54596	17.5334	L1TD1|54596	25.6735
L2HGDH|79944	385.4383	L2HGDH|79944	253.5658
L3MBTL2|83746	1297.2868	L3MBTL2|83746	724.3201
L3MBTL3|84456	138.7816	L3MBTL3|84456	317.9081
L3MBTL4|91133	24.0713	L3MBTL4|91133	257.3693
L3MBTL|26013	62.4071	L3MBTL|26013	199.683
LACE1|246269	107.8752	LACE1|246269	56.7353
lowly_expressed	lowly_expressed	LACRT|90070	21.5531
LACTB2|51110	100.1486	LACTB2|51110	228.8431
LACTB|114294	403.2689	LACTB|114294	223.1379
LAD1|3898	2010.6984	LAD1|3898	557.2108
LAG3|3902	32.3923	LAG3|3902	30.7448
LAGE3|8270	657.6523	LAGE3|8270	135.0238
LAIR1|3903	247.8455	LAIR1|3903	672.5832
LAMA1|284217	94.5022	LAMA1|284217	436.767
LAMA2|3908	762.2496	LAMA2|3908	4025.9842
LAMA3|3909	767.3105	LAMA3|3909	4827.5753
LAMA4|3910	1134.3239	LAMA4|3910	4713.1537
LAMA5|3911	3569.0936	LAMA5|3911	2245.6418
LAMB1|3912	2619.6137	LAMB1|3912	8398.0983
LAMB2L|22973	41.9019	LAMB2L|22973	43.7401
LAMB2|3913	7067.4591	LAMB2|3913	8238.6688
LAMB3|3914	363.4473	LAMB3|3914	3379.7147
LAMC1|3915	4465.3789	LAMC1|3915	11341.6799
LAMC2|3918	358.6924	LAMC2|3918	2878.2884
LAMC3|10319	45.7652	LAMC3|10319	536.6086
LAMP1|3916	4042.1991	LAMP1|3916	6160.0634
LAMP2|3920	9021.6939	LAMP2|3920	4913.7876
LAMP3|27074	205.3492	LAMP3|27074	55.4675
LANCL1|10314	1885.5869	LANCL1|10314	2583.5182
LANCL2|55915	790.7875	LANCL2|55915	548.9699
LAP3|51056	2079.9406	LAP3|51056	1433.2805
LAPTM4A|9741	4327.4889	LAPTM4A|9741	8062.7575
LAPTM4B|55353	3283.8039	LAPTM4B|55353	1358.7956
LAPTM5|7805	2336.9985	LAPTM5|7805	1744.5325
LARGE|9215	563.7444	LARGE|9215	479.8732
LARP1B|55132	766.7162	LARP1B|55132	366.7195
LARP1|23367	6252.8975	LARP1|23367	4682.7258
LARP4B|23185	2283.8039	LARP4B|23185	1360.6973
LARP4|113251	3249.3314	LARP4|113251	1025.0396
LARP6|55323	67.4591	LARP6|55323	919.4929
LARP7|51574	830.0149	LARP7|51574	1154.9921
LARS2|23395	789.5988	LARS2|23395	452.9319
LARS|51520	2541.7533	LARS|51520	3048.8114
LAS1L|81887	897.4739999999999	LAS1L|81887	771.7908
LASP1|3927	4335.8098	LASP1|3927	5006.6561
LASS1|10715	18.7964	LASS1|10715	6.6181
LASS2|29956	5740.5646	LASS2|29956	3734.3899
lowly_expressed	lowly_expressed	LASS3|204219	6.9731
LASS4|79603	371.1738	LASS4|79603	963.5499
LASS5|91012	627.3403	LASS5|91012	729.3185
LASS6|253782	6082.2853	LASS6|253782	1533.4643
LAT2|7462	106.6865	LAT2|7462	101.1094
LATS1|9113	1149.7771	LATS1|9113	1024.0887
LATS2|26524	281.7236	LATS2|26524	893.1854
LAT|27040	64.6895	LAT|27040	112.561
LAX1|54900	50.5201	LAX1|54900	94.7702
LAYN|143903	81.1293	LAYN|143903	298.2567
LBH|81606	697.7712	LBH|81606	1967.9873
lowly_expressed	lowly_expressed	LBP|3929	32.0127
LBR|3930	1417.5334	LBR|3930	894.7702
lowly_expressed	lowly_expressed	LBXCOR1|390598	9.8257
LCA5L|150082	108.7667	LCA5L|150082	47.2266
LCA5|167691	173.8484	LCA5|167691	430.1109
LCAT|3931	28.529	LCAT|3931	120.5895
LCK|3932	116.7905	LCK|3932	140.412
LCLAT1|253558	324.8143	LCLAT1|253558	335.9746
LCMT1|51451	780.3863	LCMT1|51451	497.3059
LCMT2|9836	291.2333	LCMT2|9836	276.7036
lowly_expressed	lowly_expressed	LCN10|414332	13.9461
LCN12|286256	14.5617	lowly_expressed	lowly_expressed
LCN2|3934	205.9435	LCN2|3934	146.7512
LCORL|254251	149.2511	LCORL|254251	108.4564
LCOR|84458	315.1085	LCOR|84458	210.2124
LCP1|3936	3412.1842	LCP1|3936	1335.0238
LCP2|3937	198.2169	LCP2|3937	209.1918
LCT|3938	6.8351	lowly_expressed	lowly_expressed
LDB1|8861	1600.2972	LDB1|8861	1694.7702
LDB2|9079	177.4146	LDB2|9079	1182.5674
LDB3|11155	17.8306	LDB3|11155	126.7829
LDHA|3939	18902.526	LDHA|3939	6936.6086
LDHB|3945	10826.1516	LDHB|3945	7117.2742
LDHD|197257	255.8692	LDHD|197257	557.8447
LDLRAD2|401944	74.425	LDLRAD2|401944	208.2758
LDLRAD3|143458	1803.2689	LDLRAD3|143458	1237.0839999999998
LDLRAP1|26119	449.9257	LDLRAP1|26119	830.4279
LDLR|3949	1094.7994	LDLR|3949	1427.5753
LDOC1L|84247	1216.0475	LDOC1L|84247	1412.3613
LDOC1|23641	463.2987	LDOC1|23641	578.4469
LEF1|51176	161.6642	LEF1|51176	75.1189
LEFTY1|10637	7.1322	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LEFTY2|7044	47.8605
LEKR1|389170	5.3492	LEKR1|389170	26.6244
LEMD2|221496	613.0758	LEMD2|221496	609.8257
LEMD3|23592	1009.2125	LEMD3|23592	919.1759
LENG1|79165	109.0639	LENG1|79165	125.5151
LENG8|114823	1181.89	LENG8|114823	4375.4897
LENG9|94059	104.2912	LENG9|94059	85.0491
LEO1|123169	1273.997	LEO1|123169	503.3281
LEPRE1|64175	419.9108	LEPRE1|64175	440.2536
LEPREL1|55214	70.7281	LEPREL1|55214	432.0127
LEPREL2|10536	846.3596	LEPREL2|10536	353.0586
LEPROTL1|23484	942.9421	LEPROTL1|23484	792.71
LEPROT|54741	432.3626	LEPROT|54741	1366.6149
LEPR|3953	142.3774	LEPR|3953	1419.4389999999999
lowly_expressed	lowly_expressed	LEP|3952	1982.5674
LETM1|3954	2515.899	LETM1|3954	932.4881
LETM2|137994	46.3596	LETM2|137994	24.7227
LETMD1|25875	1061.8128	LETMD1|25875	1716.6403
