gene_id	TCGA-BH-A0B8-01A-21R-A056-07	gene_id	TCGA-BH-A0B8-11A-41R-A089-07
LSM14B|149986	894.4632	LSM14B|149986	655.6125
LSM1|27257	586.8193	LSM1|27257	480.0191
LSM2|57819	1061.1419	LSM2|57819	426.1004
LSM3|27258	691.0509	LSM3|27258	659.4298
LSM4|25804	1571.2798	LSM4|25804	726.2317
LSM5|23658	463.7617	LSM5|23658	399.3797
LSM6|11157	98.7216	LSM6|11157	292.0196
LSM7|51690	428.8648	LSM7|51690	114.0403
LSMD1|84316	815.0268	LSMD1|84316	327.4961
LSP1|4046	489.9344	LSP1|4046	1006.3223
LSR|51599	1662.1955	LSR|51599	229.9893
LSS|4047	2822.9773	LSS|4047	2924.49
LST1|7940	53.7229	LST1|7940	53.4415
LTA4H|4048	2254.0657	LTA4H|4048	1587.0214
LTA|4049	9.1834	lowly_expressed	lowly_expressed
LTB4R2|56413	100.5491	LTB4R2|56413	68.992
LTB4R|1241	332.2554	LTB4R|1241	170.3591
LTBP1|4052	373.7644	LTBP1|4052	1352.2605
LTBP2|4053	2994.7069	LTBP2|4053	5993.5584
LTBP3|4054	3241.9883	LTBP3|4054	3281.9516
LTBP4|8425	450.4458	LTBP4|8425	4947.155
LTBR|4055	1873.8729	LTBR|4055	1654.7775
LTB|4050	23.8768	LTB|4050	18.1319
LTC4S|4056	18.3393	LTC4S|4056	45.4014
LTF|4057	241.5234	LTF|4057	1125.6114
LTV1|84946	389.3762	LTV1|84946	506.0814
LUC7L2|51631	1547.7520000000002	LUC7L2|51631	1588.1570000000002
LUC7L3|51747	2908.8421	LUC7L3|51747	1448.6461
LUC7L|55692	634.1138	LUC7L|55692	396.9939
LUM|4060	9851.0338	LUM|4060	7529.0469
LUZP1|7798	758.5489	LUZP1|7798	1671.0008
LUZP2|338645	10.5609	LUZP2|338645	103.0657
LUZP6|767558	2175.5476	LUZP6|767558	5243.9461
LXN|56925	583.6051	LXN|56925	251.9384
LY6D|8581	323.2557	LY6D|8581	59.1674
LY6E|4061	2928.1273	LY6E|4061	1196.7076
LY6G5B|58496	26.3747	LY6G5B|58496	47.2385
LY6G5C|80741	28.0094	LY6G5C|80741	29.1065
LY6G6C|80740	453.66	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LY6H|4062	7.1573
LY6K|54742	31.2236	LY6K|54742	396.9939
LY75|4065	78.9772	LY75|4065	231.4207
LY86|9450	88.6198	LY86|9450	99.2485
LY96|23643	54.1821	LY96|23643	130.7408
LY9|4063	7.8059	LY9|4063	7.1573
LYAR|55646	265.8594	LYAR|55646	213.2888
LYL1|4066	39.0295	LYL1|4066	96.3855
LYNX1|66004	80.8139	LYNX1|66004	737.2063
LYN|4067	397.1821	LYN|4067	637.0035
LYPD1|116372	41.6375	LYPD1|116372	6.809
LYPD3|27076	629.0629	LYPD3|27076	50.5786
LYPD5|284348	101.4766	LYPD5|284348	22.4263
LYPD6B|130576	968.3896	lowly_expressed	lowly_expressed
LYPD6|130574	1537.3013	LYPD6|130574	20.5177
LYPLA1|10434	1241.5958	LYPLA1|10434	791.6021
LYPLA2P1|653639	33.0602	LYPLA2P1|653639	34.8324
LYPLA2|11313	436.6707	LYPLA2|11313	407.0142
LYPLAL1|127018	323.7149	LYPLAL1|127018	426.1004
LYRM1|57149	603.3494	LYRM1|57149	1476.3211
LYRM2|57226	609.1625	LYRM2|57226	615.0734
LYRM4|57128	476.1593	LYRM4|57128	423.2375
LYRM5|144363	322.7965	LYRM5|144363	500.5368
LYRM7|90624	403.1513	LYRM7|90624	625.5517
LYSMD1|388695	382.9478	LYSMD1|388695	213.766
LYSMD2|256586	168.9746	LYSMD2|256586	117.8576
LYSMD3|116068	601.5127	LYSMD3|116068	658.4755
LYSMD4|145748	62.3599	LYSMD4|145748	231.3635
LYST|1130	910.5342	LYST|1130	1467.7323
LYVE1|10894	17.9076	LYVE1|10894	3824.4065
LYZ|4069	1197.9746	LYZ|4069	638.9121
LZIC|84328	295.2463	LZIC|84328	341.1666
LZTFL1|54585	434.834	LZTFL1|54585	394.6081
LZTR1|8216	911.4525	LZTR1|8216	1462.9608
LZTS1|11178	210.2999	LZTS1|11178	132.1723
LZTS2|84445	1553.3722	LZTS2|84445	2033.1624
M6PR|4074	3156.2062	M6PR|4074	1986.5871
MAB21L1|4081	10.5609	MAB21L1|4081	261.4816
MACC1|346389	67.498	MACC1|346389	70.142
MACF1|23499	7269.5799	MACF1|23499	8791.6021
MACROD1|28992	299.83799999999997	MACROD1|28992	184.6594
MACROD2|140733	16.9893	MACROD2|140733	125.0149
MAD1L1|8379	495.4445	MAD1L1|8379	346.8925
MAD2L1BP|9587	661.2048	MAD2L1BP|9587	282.4764
MAD2L1|4085	209.3815	MAD2L1|4085	41.9897
MAD2L2|10459	529.423	MAD2L2|10459	218.0604
MADCAM1|8174	61.0696	lowly_expressed	lowly_expressed
MADD|8567	2502.0175	MADD|8567	800.668
MAEA|10296	615.2878	MAEA|10296	819.2771
MAEL|84944	5.0509	lowly_expressed	lowly_expressed
MAF1|84232	1828.8742	MAF1|84232	2678.7546
MAFB|9935	1150.6801	MAFB|9935	1662.412
MAFF|23764	357.6935	MAFF|23764	856.4953
MAFG|4097	431.6198	MAFG|4097	924.2515
MAFK|7975	648.6052	MAFK|7975	811.3229
MAF|4094	327.3882	MAF|4094	2181.0808
MAGEA11|4110	7.3467	lowly_expressed	lowly_expressed
MAGEA1|4100	5.0509	lowly_expressed	lowly_expressed
MAGEA3|4102	7.3467	lowly_expressed	lowly_expressed
MAGEA4|4103	9.1834	lowly_expressed	lowly_expressed
MAGEA6|4105	9.1834	lowly_expressed	lowly_expressed
MAGEA9B|728269	5.51	lowly_expressed	lowly_expressed
MAGED1|9500	5085.7672	MAGED1|9500	1832.7568
MAGED2|10916	31229.0719	MAGED2|10916	2444.471
MAGED4B|81557	60.7023	MAGED4B|81557	100.7133
MAGED4|728239	11.8466	MAGED4|728239	20.0072
MAGEE1|57692	98.2624	MAGEE1|57692	103.0657
lowly_expressed	lowly_expressed	MAGEE2|139599	6.6802
MAGEF1|64110	2397.7859	MAGEF1|64110	345.9382
MAGEH1|28986	168.9746	MAGEH1|28986	538.7093
MAGEL2|54551	9.1834	MAGEL2|54551	38.6496
MAGI1|9223	613.4512	MAGI1|9223	1527.3768
MAGI2|9863	418.7631	MAGI2|9863	471.9074
MAGI3|260425	1025.7858	MAGI3|260425	325.8977
MAGIX|79917	132.241	MAGIX|79917	14.3147
MAGOHB|55110	286.5221	MAGOHB|55110	124.0606
MAGOH|4116	284.2262	MAGOH|4116	230.9436
MAGT1|84061	1825.2009	MAGT1|84061	1687.7013
MAG|4099	5.51	lowly_expressed	lowly_expressed
MAK16|84549	355.8935	MAK16|84549	374.0093
lowly_expressed	lowly_expressed	MAK|4117	9.066
MAL2|114569	1577.249	MAL2|114569	1145.6519
MALAT1|378938	2987.4383	MALAT1|378938	4423.3902
MALL|7851	500.4953	MALL|7851	1013.9568
MALT1|10892	757.1714	MALT1|10892	533.9377
MAL|4118	7.8059	MAL|4118	10.4974
MAMDC2|256691	36.7336	MAMDC2|256691	751.4875
MAMDC4|158056	7.8059	MAMDC4|158056	53.9186
MAML1|9794	1602.5309	MAML1|9794	1080.6871
MAML2|84441	138.6693	MAML2|84441	1201.4792
MAML3|55534	556.9732	MAML3|55534	292.9739
MAMLD1|10046	49.5904	MAMLD1|10046	613.1457
MAMSTR|284358	22.4993	MAMSTR|284358	11.4517
MAN1A1|4121	389.3762	MAN1A1|4121	4824.0487
MAN1A2|10905	1785.2531	MAN1A2|10905	2177.7407
MAN1B1|11253	235.5542	MAN1B1|11253	537.755
MAN1C1|57134	391.2129	MAN1C1|57134	478.5876
MAN2A1|4124	1367.4083	MAN2A1|4124	674.6988
MAN2A2|4122	851.7604	MAN2A2|4122	4481.4506
MAN2B1|4125	2356.4606	MAN2B1|4125	1835.1426
MAN2B2|23324	1595.6158	MAN2B2|23324	2114.7561
MAN2C1|4123	529.423	MAN2C1|4123	1380.8899
MANBAL|63905	906.4016	MANBAL|63905	1118.454
MANBA|4126	679.5716	MANBA|4126	700.9424
MANEAL|149175	2421.6627	MANEAL|149175	40.0811
MANEA|79694	449.0683	MANEA|79694	804.0081
MANF|7873	1147.0067	MANF|7873	385.5422
MANSC1|54682	1353.1741	MANSC1|54682	574.0188
MAOA|4128	1186.9545	MAOA|4128	18099.0099
MAOB|4129	3342.2986	MAOB|4129	5656.6862
MAP1A|4130	563.4016	MAP1A|4130	1246.3319
MAP1B|4131	977.573	MAP1B|4131	5206.7279
MAP1D|254042	87.7015	MAP1D|254042	91.1368
MAP1LC3A|84557	379.2744	MAP1LC3A|84557	507.6941
MAP1LC3B2|643246	103.7724	MAP1LC3B2|643246	364.5473
MAP1LC3B|81631	1133.6908	MAP1LC3B|81631	2803.2924
MAP1LC3C|440738	5.9692	MAP1LC3C|440738	79.2079
MAP1S|55201	739.7229	MAP1S|55201	519.623
MAP2K1|5604	758.4249	MAP2K1|5604	2390.6621
MAP2K2|5605	2273.81	MAP2K2|5605	1349.3976
MAP2K3|5606	630.8996	MAP2K3|5606	956.2209
MAP2K4|6416	1817.8541	MAP2K4|6416	731.0032
MAP2K5|5607	284.2262	MAP2K5|5607	408.9228
MAP2K6|5608	82.1914	MAP2K6|5608	67.279
MAP2K7|5609	839.3628	MAP2K7|5609	775.8559
MAP2|4133	99.1807	MAP2|4133	446.6182
MAP3K10|4294	294.7872	MAP3K10|4294	190.8625
MAP3K11|4296	1102.0081	MAP3K11|4296	1525.4682
MAP3K12|7786	203.6557	MAP3K12|7786	164.199
MAP3K13|9175	94.3548	MAP3K13|9175	39.1411
MAP3K14|9020	144.6386	MAP3K14|9020	243.3496
MAP3K1|4214	1635.5636	MAP3K1|4214	744.8407
MAP3K2|10746	994.5623	MAP3K2|10746	911.3682
MAP3K3|4215	758.053	MAP3K3|4215	1591.4303
MAP3K4|4216	474.3226	MAP3K4|4216	741.9778
MAP3K5|4217	119.3842	MAP3K5|4217	2057.0202
MAP3K6|9064	193.7698	MAP3K6|9064	850.7694
MAP3K7|6885	491.7711	MAP3K7|6885	647.5009
MAP3K8|1326	257.5944	MAP3K8|1326	640.8207
MAP3K9|4293	215.3507	MAP3K9|4293	13.8375
MAP4K1|11184	27.5502	MAP4K1|11184	23.8578
MAP4K2|5871	370.5502	MAP4K2|5871	317.786
MAP4K3|8491	463.3026	MAP4K3|8491	887.0333
MAP4K4|9448	3016.7471	MAP4K4|9448	4199.4513
MAP4K5|11183	1009.2557	MAP4K5|11183	841.2263
MAP4|4134	4442.47	MAP4|4134	17684.8384
MAP6D1|79929	50.9679	MAP6D1|79929	14.7918
MAP6|4135	15.1526	MAP6|4135	139.3296
MAP7D1|55700	1078.1312	MAP7D1|55700	6287.0094
lowly_expressed	lowly_expressed	MAP7D2|256714	17.6548
MAP7D3|79649	32.1419	MAP7D3|79649	728.6174
MAP7|9053	3514.9466	MAP7|9053	335.4408
MAP9|79884	369.1727	MAP9|79884	329.2377
MAPK10|5602	42.7028	MAPK10|5602	1969.2234
MAPK11|5600	635.4913	MAPK11|5600	661.3384
MAPK12|6300	615.2511	MAPK12|6300	174.3815
MAPK13|5603	1281.0844	MAPK13|5603	87.7967
MAPK14|1432	1240.6774	MAPK14|1432	2272.6947
MAPK1IP1L|93487	1709.49	MAPK1IP1L|93487	1898.6043
MAPK1|5594	4777.6641	MAPK1|5594	3431.2299
MAPK3|5595	1904.6051	MAPK3|5595	2313.7302
MAPK4|5596	11.0201	MAPK4|5596	38.1725
MAPK6|5597	797.1192	MAPK6|5597	813.5512
MAPK7|5598	254.72	MAPK7|5598	287.7967
MAPK8IP1|9479	1522.1486	MAPK8IP1|9479	202.7914
MAPK8IP2|23542	3202.7109	MAPK8IP2|23542	12.8832
MAPK8IP3|23162	436.6707	MAPK8IP3|23162	408.9228
MAPK8|5599	565.6975	MAPK8|5599	227.6035
MAPK9|5601	1539.1379	MAPK9|5601	1444.8288
MAPKAP1|79109	1138.7417	MAPKAP1|79109	2725.0388
MAPKAPK2|9261	2588.8006	MAPKAPK2|9261	2516.9987
MAPKAPK3|7867	687.8367	MAPKAPK3|7867	497.6739
MAPKAPK5|8550	455.74	MAPKAPK5|8550	446.4225
MAPKBP1|23005	470.1901	MAPKBP1|23005	496.2424
MAPKSP1|8649	551.9224	MAPKSP1|8649	726.7088
MAPRE1|22919	3963.0965	MAPRE1|22919	3105.3322
MAPRE2|10982	838.4445	MAPRE2|10982	1034.9517
MAPRE3|22924	666.2557	MAPRE3|22924	623.6431
MAPT|4137	3962.1782	MAPT|4137	1114.6368
MARCH1|55016	56.4779	MARCH1|55016	51.0557
MARCH2|51257	618.0429	MARCH2|51257	1697.7216
MARCH3|115123	304.8889	MARCH3|115123	241.44099999999997
MARCH4|57574	167.1379	lowly_expressed	lowly_expressed
MARCH5|54708	1044.6118	MARCH5|54708	1392.3416
MARCH6|10299	2985.9827	MARCH6|10299	3185.4945
MARCH7|64844	1429.8555	MARCH7|64844	1689.6099
MARCH8|220972	1061.1419	MARCH8|220972	537.2778
MARCH9|92979	332.8983	MARCH9|92979	140.2839
MARCKSL1|65108	4689.9627	MARCKSL1|65108	755.8153
MARCKS|4082	1057.0094	MARCKS|4082	3309.0779
MARCO|8685	12.8568	MARCO|8685	293.45099999999996
MARK1|4139	56.9371	MARK1|4139	746.2722
MARK2|2011	2186.5677	MARK2|2011	578.7904
MARK3|4140	1233.7899	MARK3|4140	1075.9871
MARK4|57787	1121.7524	MARK4|57787	609.3284
MARS2|92935	326.0107	MARS2|92935	121.6748
MARS|4141	2097.5667	MARS|4141	1110.4235
MARVELD1|83742	1743.8405	MARVELD1|83742	926.5848
MARVELD2|153562	905.4833	MARVELD2|153562	25.7664
MARVELD3|91862	183.5808	MARVELD3|91862	6.5514
MASP1|5648	12.3976	MASP1|5648	280.5678
MASP2|10747	12.8568	MASP2|10747	31.9695
MAST1|22983	116.17	lowly_expressed	lowly_expressed
MAST2|23139	1644.2879	MAST2|23139	720.0286
MAST3|23031	301.2155	MAST3|23031	708.5769
MAST4|375449	2407.4285	MAST4|375449	1803.6502
MASTL|84930	303.9706	MASTL|84930	172.2534
MAT1A|4143	22.9585	lowly_expressed	lowly_expressed
MAT2A|4144	5175.3054	MAT2A|4144	3191.6975
MAT2B|27430	1035.8876	MAT2B|27430	1500.1789
MATK|4145	10.1017	MATK|4145	32.4466
MATN2|4147	199.2798	MATN2|4147	4450.9126
MATN3|4148	2350.4914	MATN3|4148	30.0608
lowly_expressed	lowly_expressed	MATN4|8785	25.7664
MATR3|9782	8904.5787	MATR3|9782	6057.4973
MAVS|57506	2744.4593	MAVS|57506	4043.8984
MAX|4149	2821.5998	MAX|4149	1191.9361
MAZ|4150	7633.5272	MAZ|4150	1711.0724
MBD1|4152	857.7296	MBD1|4152	914.7083
MBD2|8932	2562.6279	MBD2|8932	3332.9357
MBD3|53615	1285.2169	MBD3|53615	1056.9009
MBD4|8930	744.3146	MBD4|8930	538.7093
MBD5|55777	225.4525	MBD5|55777	395.5624
MBD6|114785	1668.1647	MBD6|114785	939.9976
MBIP|51562	337.9491	MBIP|51562	356.9128
lowly_expressed	lowly_expressed	MBL1P|8512	16.7005
MBLAC1|255374	32.6011	MBLAC1|255374	22.4263
MBLAC2|153364	390.2945	MBLAC2|153364	202.7914
MBNL1|4154	2104.4589	MBNL1|4154	7505.5851
MBNL2|10150	941.7577	MBNL2|10150	4479.5419
MBNL3|55796	19.2851	MBNL3|55796	120.2433
MBOAT1|154141	158.8728	MBOAT1|154141	358.3443
MBOAT2|129642	1068.4887	MBOAT2|129642	108.7916
MBOAT7|79143	1592.8608	MBOAT7|79143	455.6841
MBP|4155	1036.8059	MBP|4155	671.8359
MBTD1|54799	569.3708	MBTD1|54799	493.3795
MBTPS1|8720	5431.5223	MBTPS1|8720	3663.1278
MBTPS2|51360	1076.4277	MBTPS2|51360	812.1198
MB|4151	551.4632	MB|4151	6.6802
MC1R|4157	89.708	MC1R|4157	13.8375
MCAM|4162	1880.3013	MCAM|4162	30677.8003
MCART1|92014	120.7617	MCART1|92014	621.7345
MCART2|147407	5.51	MCART2|147407	21.471999999999998
lowly_expressed	lowly_expressed	MCART6|401612	10.9746
MCAT|27349	433.4565	MCAT|27349	253.3699
MCCC1|56922	451.8233	MCCC1|56922	1650.4831
MCCC2|64087	11083.4461	MCCC2|64087	1844.2085
MCC|4163	1024.4083	MCC|4163	1205.2964
MCEE|84693	172.1888	MCEE|84693	209.9487
MCF2L|23263	551.5459	MCF2L|23263	1029.2258
MCFD2|90411	2337.3407	MCFD2|90411	3395.0185
MCHR1|2847	30.3695	lowly_expressed	lowly_expressed
MCL1|4170	4573.7926	MCL1|4170	11006.0837
MCM10|55388	157.9545	MCM10|55388	21.471999999999998
MCM2|4171	1427.1004	MCM2|4171	120.7205
MCM3APAS|114044	103.7127	MCM3APAS|114044	20.3793
MCM3AP|8888	2353.3061	MCM3AP|8888	2308.1427
MCM3|4172	2689.3588	MCM3|4172	1130.3829
MCM4|4173	1536.3829	MCM4|4173	221.4005
MCM5|4174	1344.9089999999999	MCM5|4174	439.4608
MCM6|4175	1380.2651	MCM6|4175	647.0237
MCM7|4176	1388.296	MCM7|4176	1224.3827
MCM8|84515	382.9478	MCM8|84515	197.0655
MCM9|254394	59.2329	MCM9|254394	37.2182
MCOLN1|57192	470.6493	MCOLN1|57192	514.3743
MCOLN2|255231	38.5703	MCOLN2|255231	7.6345
MCOLN3|55283	18.3668	MCOLN3|55283	220.9233
MCPH1|79648	274.5699	MCPH1|79648	396.4166
MCRS1|10445	985.8380000000001	MCRS1|10445	732.9118
MCTP1|79772	93.6707	MCTP1|79772	239.0552
MCTP2|55784	26.6319	MCTP2|55784	43.4212
MCTS1|28985	1096.9572	MCTS1|28985	818.8
MDC1|9656	1303.5837	MDC1|9656	927.1144
MDFIC|29969	604.2678	MDFIC|29969	4788.262
MDFI|4188	67.9572	MDFI|4188	1124.1799
MDGA1|266727	621.7162	MDGA1|266727	217.106
MDH1B|130752	28.4685	lowly_expressed	lowly_expressed
MDH1|4190	1941.83	MDH1|4190	9099.8449
MDH2|4191	5451.7257	MDH2|4191	3542.8844
MDK|4192	3869.885	MDK|4192	261.4816
MDM1|56890	233.7175	MDM1|56890	177.9792
MDM2|4193	3673.3602	MDM2|4193	1703.9246
MDM4|4194	627.6854	MDM4|4194	826.9116
MDN1|23195	1173.1794	MDN1|23195	1387.5701
MDP1|145553	293.3362	MDP1|145553	142.7317
ME1|4199	283.7671	ME1|4199	2958.3681
ME2|4200	1234.249	ME2|4200	630.3233
ME3|10873	60.1513	ME3|10873	594.5366
MEA1|4201	1949.1676	MEA1|4201	789.5646
MEAF6|64769	1731.0710000000001	MEAF6|64769	885.6018
MECOM|2122	189.1781	MECOM|2122	895.1449
MECP2|4204	1767.3454	MECP2|4204	1948.7057
MECR|51102	301.2155	MECR|51102	835.9776
MED10|84246	311.7764	MED10|84246	418.4659
MED11|400569	231.4217	MED11|400569	225.2177
MED12L|116931	27.090999999999998	lowly_expressed	lowly_expressed
MED12|9968	1816.0175	MED12|9968	1545.0316
MED13L|23389	13764.5399	MED13L|23389	3625.4324
MED13|9969	3098.4793	MED13|9969	2574.2574
MED14|9282	2106.6721	MED14|9282	1035.4288
MED15|51586	1304.9612	MED15|51586	1502.5647
MED16|10025	1111.1915	MED16|10025	535.3692
MED17|9440	360.4485	MED17|9440	469.9988
MED18|54797	180.91299999999998	MED18|54797	183.7051
MED19|219541	462.3842	MED19|219541	179.8879
MED1|5469	2882.6694	MED1|5469	1613.7421
MED20|9477	577.6359	MED20|9477	351.1869
MED21|9412	600.5944	MED21|9412	397.9482
MED22|6837	461.0067	MED22|6837	537.2778
MED23|9439	653.8581	MED23|9439	732.9118
MED24|9862	1298.0737	MED24|9862	1012.5253
MED25|81857	967.9304	MED25|81857	442.3238
MED26|9441	292.5556	MED26|9441	273.8876
MED27|9442	206.1673	MED27|9442	192.7711
MED28|80306	359.07099999999997	MED28|80306	510.5571
MED29|55588	2204.0161	MED29|55588	1099.8449
MED30|90390	135.9143	MED30|90390	108.7916
MED31|51003	165.3058	MED31|51003	89.1757
MED4|29079	517.9438	MED4|29079	920.9114
MED6|10001	292.0321	MED6|10001	249.0755
MED7|9443	190.5556	MED7|9443	202.3142
MED8|112950	463.7617	MED8|112950	671.8359
MED9|55090	455.4967	MED9|55090	357.39
MEF2A|4205	726.0351	MEF2A|4205	2584.335
MEF2B|100271849	11.2313	MEF2B|100271849	51.0509
MEF2C|4208	449.5275	MEF2C|4208	1682.9297
MEF2D|4209	2804.1514	MEF2D|4209	2009.3045
MEFV|4210	5.51	lowly_expressed	lowly_expressed
MEG3|55384	12.8568	MEG3|55384	186.0909
MEGF10|84466	12.3976	MEGF10|84466	7.6345
MEGF6|1953	265.4003	MEGF6|1953	583.0848
MEGF8|1954	1099.253	MEGF8|1954	2463.5572
MEGF9|1955	947.2678	MEGF9|1955	2849.5765
MEI1|150365	7.3467	lowly_expressed	lowly_expressed
MEIS1|4211	95.9665	MEIS1|4211	276.2734
MEIS2|4212	45.4578	MEIS2|4212	359.7757
MEIS3P1|4213	742.0188	MEIS3P1|4213	717.1657
MEIS3|56917	524.8313	MEIS3|56917	47.7156
MELK|9833	161.1687	MELK|9833	9.066
MEMO1|51072	291.7291	MEMO1|51072	368.1117
MEN1|4221	1229.1982	MEN1|4221	418.4659
MEOX1|4222	46.3762	MEOX1|4222	1190.9817
MEOX2|4223	53.2637	MEOX2|4223	1336.5144
MEPCE|56257	930.2785	MEPCE|56257	1069.7841
MERTK|10461	128.1084	MERTK|10461	238.5781
MESDC1|59274	722.7336	MESDC1|59274	653.7039
MESDC2|23184	1171.8019	MESDC2|23184	1170.464
lowly_expressed	lowly_expressed	MESP1|55897	260.0501
lowly_expressed	lowly_expressed	MESP2|145873	17.1776
lowly_expressed	lowly_expressed	MESTIT1|317751	114.9946
MEST|4232	1457.8648	MEST|4232	9653.3461
METAP1|23173	1340.7765	METAP1|23173	639.3892
METAP2|10988	1962.9519	METAP2|10988	1806.036
METRNL|284207	709.4177	METRNL|284207	579.7447
METRN|79006	209.3815	METRN|79006	76.8221
METT10D|79066	1111.1915	METT10D|79066	731.4804
METT11D1|64745	395.3454	METT11D1|64745	337.3494
METT5D1|196074	391.67199999999997	METT5D1|196074	243.8268
METTL10|399818	429.5168	METTL10|399818	251.9528
METTL11A|28989	250.8813	METTL11A|28989	260.6799
METTL12|751071	94.1987	METTL12|751071	52.0577
METTL13|51603	909.1567	METTL13|51603	844.0892
METTL14|57721	404.98800000000006	METTL14|57721	404.1513
METTL1|4234	432.5382	METTL1|4234	134.0809
METTL2A|339175	548.7082	METTL2A|339175	348.8011
METTL2B|55798	333.3574	METTL2B|55798	288.6795
METTL3|56339	526.6818	METTL3|56339	499.9738
METTL4|64863	222.2383	METTL4|64863	189.43099999999998
METTL5|29081	557.4416	METTL5|29081	912.1603
METTL6|131965	197.9023	METTL6|131965	244.3039
METTL7A|25840	902.2691	METTL7A|25840	6304.187
METTL7B|196410	8.7242	METTL7B|196410	42.9441
METTL8|79828	655.6948	METTL8|79828	376.4762
METTL9|51108	2424.8769	METTL9|51108	2357.6285
MET|4233	196.9839	MET|4233	1721.1022
MEX3A|92312	339.7858	MEX3A|92312	33.4009
MEX3B|84206	67.498	MEX3B|84206	49.1471
MEX3C|51320	816.8635	MEX3C|51320	969.5813
MEX3D|399664	459.17	MEX3D|399664	225.2177
MFAP1|4236	844.4137	MFAP1|4236	726.2317
MFAP2|4237	438.9665	MFAP2|4237	101.6343
MFAP3L|9848	53.2637	MFAP3L|9848	180.8422
MFAP3|4238	1487.7109	MFAP3|4238	1260.6465
MFAP4|4239	396.2637	MFAP4|4239	4840.7491
MFAP5|8076	719.9786	MFAP5|8076	5104.6165
MFF|56947	1250.7792	MFF|56947	1173.8041
MFGE8|4240	1021.1941	MFGE8|4240	3428.8441
MFHAS1|9258	148.7711	MFHAS1|9258	263.8674
MFI2|4241	266.3186	MFI2|4241	76.345
MFN1|55669	836.6078	MFN1|55669	797.8051
MFN2|9927	2072.2343	MFN2|9927	4048.6699
MFNG|4242	106.5274	MFNG|4242	566.3843
MFRP|83552	304.8889	MFRP|83552	530.1205
MFSD10|10227	561.5649	MFSD10|10227	405.5827
MFSD11|79157	334.5237	MFSD11|79157	529.6624
MFSD1|64747	1736.1219	MFSD1|64747	1527.854
MFSD2A|84879	40.407	MFSD2A|84879	10.9746
MFSD2B|388931	5.51	lowly_expressed	lowly_expressed
MFSD3|113655	343.0	MFSD3|113655	113.086
MFSD4|148808	55.1004	MFSD4|148808	242.8725
MFSD5|84975	1096.498	MFSD5|84975	510.5571
MFSD6L|162387	75.7631	lowly_expressed	lowly_expressed
MFSD6|54842	2538.7511	MFSD6|54842	741.0235
MFSD7|84179	22.559	MFSD7|84179	107.5558
MFSD8|256471	215.3507	MFSD8|256471	396.0396
MFSD9|84804	169.8929	MFSD9|84804	228.0806
MGAT1|4245	2445.9987	MGAT1|4245	4849.8151
MGAT2|4247	1046.9077	MGAT2|4247	830.2517
MGAT3|4248	63.3655	MGAT3|4248	326.85200000000003
MGAT4A|11320	1620.8702	MGAT4A|11320	684.2419
MGAT4B|11282	1006.9599	MGAT4B|11282	882.7389
lowly_expressed	lowly_expressed	MGAT4C|25834	8.5888
MGAT5B|146664	135.4552	MGAT5B|146664	5.2487
MGAT5|4249	459.6292	MGAT5|4249	223.3091
MGA|23269	1054.2544	MGA|23269	1006.7995
MGC12916|84815	5.51	lowly_expressed	lowly_expressed
MGC12982|84793	50.0495	MGC12982|84793	68.2333
MGC14436|84983	28.9277	MGC14436|84983	22.9035
lowly_expressed	lowly_expressed	MGC15885|197003	8.1117
lowly_expressed	lowly_expressed	MGC16121|84848	11.9289
MGC16142|84849	7.3467	MGC16142|84849	10.4974
MGC16275|85001	61.0696	MGC16275|85001	26.7207
lowly_expressed	lowly_expressed	MGC16384|114130	9.066
MGC21881|389741	86.324	MGC21881|389741	135.0352
MGC23270|196872	32.6011	MGC23270|196872	7.6345
MGC23284|197187	19.2851	MGC23284|197187	33.8781
MGC2752|65996	838.9036	MGC2752|65996	471.9074
MGC29506|51237	78.5181	MGC29506|51237	5.2487
MGC3771|81854	17.2556	MGC3771|81854	7.8158
MGC42105|167359	7.3467	lowly_expressed	lowly_expressed
MGC45800|90768	6.8876	MGC45800|90768	272.4562
MGC57346|401884	282.8487	MGC57346|401884	182.0589
MGC70857|414919	742.0188	MGC70857|414919	316.3545
MGC72080|389538	38.6483	MGC72080|389538	103.3138
lowly_expressed	lowly_expressed	MGC87042|256227	37.6953
MGEA5|10724	4464.0509999999995	MGEA5|10724	5878.0866
MGLL|11343	2364.2665	MGLL|11343	26684.9577
MGMT|4255	464.6801	MGMT|4255	450.4354
MGP|4256	18006.3526	MGP|4256	11172.6112
MGRN1|23295	1259.9626	MGRN1|23295	968.627
MGST1|4257	4813.9386	MGST1|4257	18908.2667
MGST2|4258	1020.2758	MGST2|4258	823.0944
MGST3|4259	3669.2277	MGST3|4259	4634.1405
MIA3|375056	2875.7819	MIA3|375056	3070.4998
MIAT|440823	87.7015	MIAT|440823	69.1876
lowly_expressed	lowly_expressed	MIA|8190	8.1117
MIB1|57534	1598.83	MIB1|57534	1698.6759
MIB2|142678	127.6493	MIB2|142678	256.2329
MICAL1|64780	377.6077	MICAL1|64780	257.6071
MICAL2|9645	5037.5544	MICAL2|9645	1250.6263
MICAL3|57553	674.5208	MICAL3|57553	1765.9549
MICALCL|84953	167.1379	MICALCL|84953	5.2487
MICALL1|85377	570.2892	MICALL1|85377	511.5114
MICALL2|79778	317.7457	MICALL2|79778	64.4161
