gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
IFI44|10561	1149.711	IFI44|10561	1334.3146
IFI6|2537	25037.8613	IFI6|2537	6439.4449
IFIH1|64135	1267.6301	IFIH1|64135	1045.8368
IFIT1|3434	3700.0	IFIT1|3434	2367.1152
IFIT2|3433	653.1792	IFIT2|3433	849.8738
IFIT3|3437	2257.2254	IFIT3|3437	2301.0934
IFIT5|24138	1307.2254	IFIT5|24138	944.9117
IFITM1|8519	2036.7052	IFITM1|8519	5816.6526
IFITM2|10581	847.9769	IFITM2|10581	2627.4179999999997
IFITM3|10410	3941.6185	IFITM3|10410	12072.7502
IFNAR1|3454	1815.896	IFNAR1|3454	2238.4357
IFNAR2|3455	234.9364	IFNAR2|3455	443.9865
IFNGR1|3459	807.8035	IFNGR1|3459	2603.4483
IFNGR2|3460	1047.6879	IFNGR2|3460	2097.1405
IFRD1|3475	246.8208	IFRD1|3475	833.053
IFRD2|7866	820.6647	IFRD2|7866	784.9453
IFT122|55764	1404.9133	IFT122|55764	777.9647
IFT140|9742	2234.9711	IFT140|9742	669.4701
IFT172|26160	714.4509	IFT172|26160	635.8284
IFT20|90410	463.7688	IFT20|90410	309.20099999999996
IFT27|11020	183.52599999999998	IFT27|11020	376.7872
IFT46|56912	601.4451	IFT46|56912	685.45
IFT52|51098	799.711	IFT52|51098	582.4222
IFT57|55081	348.8439	IFT57|55081	672.4138
IFT74|80173	255.4913	IFT74|80173	333.894
IFT80|57560	525.7659	IFT80|57560	436.6442
IFT81|28981	265.0289	IFT81|28981	281.7494
IFT88|8100	324.5665	IFT88|8100	312.868
IGBP1|3476	1295.0867	IGBP1|3476	1253.1539
IGDCC3|9543	10.6936	IGDCC3|9543	18.0824
IGDCC4|57722	12.7168	IGDCC4|57722	66.8629
IGF1R|3480	18125.7225	IGF1R|3480	3169.8907
IGF1|3479	128.6127	IGF1|3479	4079.4786
lowly_expressed	lowly_expressed	IGF2AS|51214	10.0925
lowly_expressed	lowly_expressed	IGF2BP2|10644	110.1766
IGF2R|3482	3028.0347	IGF2R|3482	3909.5879
IGF2|3481	1848.4827	IGF2|3481	7415.0547
IGFALS|3483	30.0578	IGFALS|3483	7.1489
IGFBP2|3485	649.422	IGFBP2|3485	1659.7981
IGFBP3|3486	818.4971	IGFBP3|3486	4025.2313
IGFBP4|3487	17275.7225	IGFBP4|3487	21516.8209
IGFBP5|3488	19177.7457	IGFBP5|3488	30260.3028
IGFBP6|3489	15.6069	IGFBP6|3489	2726.2405
IGFBP7|3490	2704.9133	IGFBP7|3490	4293.1034
lowly_expressed	lowly_expressed	IGFN1|91156	13.8772
IGHMBP2|3508	987.8613	IGHMBP2|3508	369.6384
IGJ|3512	541.0405	IGJ|3512	6351.9765
lowly_expressed	lowly_expressed	IGLON5|402665	12.6156
IGSF10|285313	13.5838	IGSF10|285313	1402.8595
lowly_expressed	lowly_expressed	IGSF11|152404	6.3078
lowly_expressed	lowly_expressed	IGSF1|3547	2376.3667
IGSF21|84966	45.0867	IGSF21|84966	125.3154
IGSF22|283284	24.8555	IGSF22|283284	26.1522
IGSF3|3321	942.4855	IGSF3|3321	1169.4701
IGSF6|10261	70.5202	IGSF6|10261	89.1505
IGSF8|93185	1557.8035	IGSF8|93185	1071.0681
IGSF9B|22997	45.3757	IGSF9B|22997	20.6056
IGSF9|57549	303.4682	IGSF9|57549	264.0875
IKBIP|121457	152.6012	IKBIP|121457	329.2683
IKBKAP|8518	1569.9422	IKBKAP|8518	863.7511
IKBKB|3551	752.8902	IKBKB|3551	1331.3709
IKBKE|9641	257.5145	IKBKE|9641	179.5627
IKBKG|8517	255.7803	IKBKG|8517	409.1674
IKZF1|10320	85.2601	IKZF1|10320	144.2389
IKZF2|22807	1843.6416	IKZF2|22807	225.82
IKZF3|22806	23.4104	IKZF3|22806	8.831
IKZF4|64375	244.7977	IKZF4|64375	252.3129
IKZF5|64376	905.7803	IKZF5|64376	686.291
IK|3550	3152.6012	IK|3550	1910.0084
IL10RA|3587	260.6936	IL10RA|3587	461.31199999999995
IL10RB|3588	716.2572	IL10RB|3588	821.8671
IL10|3586	7.2254	IL10|3586	37.8469
IL11RA|3590	49.422	IL11RA|3590	474.3482
lowly_expressed	lowly_expressed	IL12A|3592	10.9336
IL12RB1|3594	15.3179	IL12RB1|3594	15.9798
lowly_expressed	lowly_expressed	IL12RB2|3595	29.857
IL13RA1|3597	2503.1792	IL13RA1|3597	3131.6232
lowly_expressed	lowly_expressed	IL13|3596	11.3541
IL15RA|3601	170.2312	IL15RA|3601	285.9546
IL15|3600	34.6821	IL15|3600	65.1808
IL16|3603	105.7803	IL16|3603	520.6056
lowly_expressed	lowly_expressed	IL17B|27190	70.6476
IL17C|27189	18.7861	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IL17D|53342	43.032
IL17RA|23765	303.4682	IL17RA|23765	470.5635
IL17RB|55540	167.9191	IL17RB|55540	320.0168
IL17RC|84818	473.1214	IL17RC|84818	677.4601
IL17RD|54756	171.6763	IL17RD|54756	1531.5391
IL17REL|400935	21.0983	lowly_expressed	lowly_expressed
IL17RE|132014	36.9942	IL17RE|132014	388.5618
IL18BP|10068	105.2197	IL18BP|10068	250.7023
lowly_expressed	lowly_expressed	IL18R1|8809	55.5088
lowly_expressed	lowly_expressed	IL18RAP|8807	5.0463
IL18|3606	37.2832	IL18|3606	48.7805
lowly_expressed	lowly_expressed	IL1A|3552	5.4668
IL1B|3553	52.3121	IL1B|3553	313.709
IL1R1|3554	213.8728	IL1R1|3554	3531.1186
lowly_expressed	lowly_expressed	IL1R2|7850	5.8873
lowly_expressed	lowly_expressed	IL1RAPL2|26280	5.4668
IL1RAP|3556	49.711000000000006	IL1RAP|3556	221.6148
IL1RL1|9173	5.4913	IL1RL1|9173	26.0723
lowly_expressed	lowly_expressed	IL1RL2|8808	26.0723
IL1RN|3557	46.8208	IL1RN|3557	207.7376
IL20RA|53832	29.4798	IL20RA|53832	776.7031
IL20RB|53833	6.0694	IL20RB|53833	18.0824
IL20|50604	232.94799999999998	IL20|50604	7.1489
IL21R|50615	10.9017	lowly_expressed	lowly_expressed
IL22RA1|58985	22.2543	IL22RA1|58985	39.9495
lowly_expressed	lowly_expressed	IL22RA2|116379	9.672
lowly_expressed	lowly_expressed	IL23A|51561	5.0463
IL24|11009	12.8555	lowly_expressed	lowly_expressed
IL27RA|9466	36.1272	IL27RA|9466	470.5635
IL28RA|163702	223.1214	IL28RA|163702	199.3272
IL2RA|3559	11.2717	IL2RA|3559	37.4264
IL2RB|3560	69.0751	IL2RB|3560	266.1901
IL2RG|3561	106.0694	IL2RG|3561	166.947
IL32|9235	159.2486	IL32|9235	341.0429
IL33|90865	109.5376	IL33|90865	1627.8385
IL34|146433	39.3064	IL34|146433	332.6325
IL3RA|3563	58.0925	IL3RA|3563	236.3331
IL4I1|259307	35.4884	IL4I1|259307	49.3944
IL4R|3566	150.0	IL4R|3566	1281.3288
IL6R|3570	273.1214	IL6R|3570	314.1295
IL6ST|3572	3950.8671	IL6ST|3572	4769.9748
IL6|3569	26.8786	IL6|3569	900.5803
IL7R|3575	32.659	IL7R|3575	16.8209
IL7|3574	5.7803	IL7|3574	24.8108
IL8|3576	19.6532	IL8|3576	49.201
IL9R|3581	5.4913	lowly_expressed	lowly_expressed
ILDR1|286676	299.1329	ILDR1|286676	134.5669
ILF2|3608	5761.8497	ILF2|3608	2660.2187
ILF3|3609	4023.9884	ILF3|3609	4280.4878
ILKAP|80895	369.3642	ILKAP|80895	351.9765
ILK|3611	1220.2312	ILK|3611	2787.2161
ILVBL|10994	616.185	ILVBL|10994	1014.2977
IMMP1L|196294	54.5116	IMMP1L|196294	52.5315
IMMP2L|83943	84.6821	IMMP2L|83943	155.1724
IMMT|10989	1193.3526	IMMT|10989	1720.7738
IMP3|55272	1191.6185	IMP3|55272	868.3768
IMP4|92856	577.7457	IMP4|92856	540.3701
IMPA1|3612	1032.948	IMPA1|3612	318.7553
IMPA2|3613	366.76300000000003	IMPA2|3613	380.5719
IMPACT|55364	996.2428	IMPACT|55364	1087.4685
IMPAD1|54928	13358.0925	IMPAD1|54928	3805.2986
IMPDH1|3614	846.5318	IMPDH1|3614	992.8511
IMPDH2|3615	4602.3121	IMPDH2|3615	2647.603
lowly_expressed	lowly_expressed	IMPG1|3617	6.3078
INADL|10207	1916.474	INADL|10207	1825.9041
INCA1|388324	5.4913	INCA1|388324	13.4567
INCENP|3619	591.6185	INCENP|3619	212.7839
INE1|8552	7.8035	INE1|8552	25.2313
lowly_expressed	lowly_expressed	INE2|8551	21.455
INF2|64423	1022.5434	INF2|64423	2746.8461
ING1|3621	295.3555	ING1|3621	351.0976
ING2|3622	196.5318	ING2|3622	173.2548
ING3|54556	158.6705	ING3|54556	309.0833
ING4|51147	629.1908	ING4|51147	697.6451
ING5|84289	381.5029	ING5|84289	399.4954
INHA|3623	6.3584	INHA|3623	10.9336
INHBA|3624	74.2775	INHBA|3624	51.7241
INHBB|3625	310.9827	INHBB|3625	2212.7839
INMT|11185	37.8613	INMT|11185	621.1102
INO80B|83444	198.3237	INO80B|83444	166.905
INO80C|125476	139.5954	INO80C|125476	216.5685
INO80D|54891	491.4364	INO80D|54891	633.1749
INO80E|283899	1030.0549	INO80E|283899	536.6484
INO80|54617	1045.3757	INO80|54617	962.5736
INPP1|3628	119.9422	INPP1|3628	475.1892
INPP4A|3631	575.1445	INPP4A|3631	609.3356
INPP4B|8821	367.6301	INPP4B|8821	629.9411
INPP5A|3632	346.2428	INPP5A|3632	624.0538
INPP5B|3633	253.7572	INPP5B|3633	698.0656
INPP5D|3635	183.52599999999998	INPP5D|3635	584.9453
INPP5E|56623	284.9711	INPP5E|56623	272.0774
INPP5F|22876	671.0983	INPP5F|22876	473.5071
INPP5J|27124	249.71099999999998	INPP5J|27124	447.4348
INPP5K|51763	528.9017	INPP5K|51763	1435.6602
INPPL1|3636	1721.6763	INPPL1|3636	1727.5021
INS-IGF2|723961	56.9017	lowly_expressed	lowly_expressed
INSIG1|3638	2927.7457	INSIG1|3638	1146.762
INSIG2|51141	797.1098	INSIG2|51141	574.0118
INSM1|3642	3032.3699	INSM1|3642	9.2515
INSR|3643	2844.5087	INSR|3643	2154.3314
INTS10|55174	469.3642	INTS10|55174	1035.7443
INTS12|57117	489.8844	INTS12|57117	439.4449
INTS1|26173	3142.1965	INTS1|26173	2222.8764
INTS2|57508	872.2543	INTS2|57508	354.9201
INTS3|65123	2931.5029	INTS3|65123	2180.4037
INTS4L1|285905	14.4509	INTS4L1|285905	22.2876
INTS4L2|644619	8.9595	INTS4L2|644619	10.0925
INTS4|92105	434.10400000000004	INTS4|92105	525.3785
INTS5|80789	758.3815	INTS5|80789	668.2086
INTS6|26512	765.8960000000001	INTS6|26512	784.693
INTS7|25896	1078.6127	INTS7|25896	416.7368
INTS8|55656	1971.8728	INTS8|55656	642.5568
INTS9|55756	274.5665	INTS9|55756	357.8638
INTU|27152	110.4046	INTU|27152	167.3675
INVS|27130	217.9191	INVS|27130	269.5542
IP6K1|9807	1719.9422	IP6K1|9807	1427.2498
IP6K2|51447	945.3757	IP6K2|51447	1587.4685
IPCEF1|26034	52.3121	IPCEF1|26034	36.1648
IPMK|253430	103.4682	IPMK|253430	82.4222
IPO11|51194	839.8844	IPO11|51194	780.8999
IPO13|9670	1035.2601	IPO13|9670	740.5383
IPO4|79711	1942.5983	IPO4|79711	691.9680000000001
IPO5|3843	2354.9133	IPO5|3843	3269.1337
IPO7|10527	4992.4855	IPO7|10527	2720.7738
IPO8|10526	1622.2543	IPO8|10526	1391.9260000000002
IPO9|55705	4142.4855	IPO9|55705	1614.8024
IPPK|64768	695.8353	IPPK|64768	343.4525
IPP|3652	392.7746	IPP|3652	317.4937
IPW|3653	286.3382	IPW|3653	389.6047
lowly_expressed	lowly_expressed	IQCA1|79781	174.9369
IQCB1|9657	310.6936	IQCB1|9657	520.185
IQCC|55721	145.6647	IQCC|55721	90.8326
IQCD|115811	55.7803	IQCD|115811	26.4929
IQCE|23288	1015.6069	IQCE|23288	727.5021
IQCG|84223	217.9191	IQCG|84223	256.9386
IQCH|64799	65.0289	IQCH|64799	29.857
IQCK|124152	484.6821	IQCK|124152	316.6526
IQGAP1|8826	4110.4046	IQGAP1|8826	7929.3524
IQGAP2|10788	350.289	IQGAP2|10788	1299.4113
IQGAP3|128239	1332.3699	IQGAP3|128239	34.9033
IQSEC1|9922	3087.8613	IQSEC1|9922	2431.0345
IQSEC2|23096	507.2254	IQSEC2|23096	497.4769
IQSEC3|440073	5.7803	IQSEC3|440073	198.9066
lowly_expressed	lowly_expressed	IQUB|154865	27.7544
IRAK1BP1|134728	33.2572	IRAK1BP1|134728	37.275
IRAK1|3654	3136.7052	IRAK1|3654	1977.7124
IRAK2|3656	32.3699	IRAK2|3656	178.7216
IRAK3|11213	40.1734	IRAK3|11213	398.6543
IRAK4|51135	585.2601	IRAK4|51135	442.3886
IREB2|3658	1594.5087	IREB2|3658	1376.7872
IRF1|3659	1105.4191	IRF1|3659	814.4239
IRF2BP1|26145	628.6127	IRF2BP1|26145	478.9739
IRF2BP2|359948	5972.2543	IRF2BP2|359948	4753.1539
IRF2|3660	804.6243	IRF2|3660	870.4794
IRF3|3661	728.6039999999999	IRF3|3661	726.3751
IRF4|3662	8.6705	IRF4|3662	198.0656
IRF5|3663	221.3873	IRF5|3663	154.7519
IRF6|3664	797.6879	IRF6|3664	1247.6871
IRF7|3665	909.5376	IRF7|3665	546.6779
IRF8|3394	118.4971	IRF8|3394	346.0892
IRF9|10379	2826.0145	IRF9|10379	2052.6535
IRGQ|126298	639.8844	IRGQ|126298	657.6955
IRS1|3667	2191.3295	IRS1|3667	2591.2532
IRS2|8660	706.3584	IRS2|8660	1902.4389999999999
IRX1|79192	5.2023	IRX1|79192	429.3524
IRX2|153572	1283.815	IRX2|153572	1015.9798
IRX3|79191	1337.2832	IRX3|79191	1244.7435
lowly_expressed	lowly_expressed	IRX4|50805	71.0681
IRX5|10265	1763.2948	IRX5|10265	585.7864
lowly_expressed	lowly_expressed	IRX6|79190	268.2927
ISCA1P1|389293	61.8497	ISCA1P1|389293	81.5812
ISCA1|81689	745.6647	ISCA1|81689	996.2153
ISCA2|122961	368.4971	ISCA2|122961	223.7174
ISCU|23479	1222.2543	ISCU|23479	1812.0269
ISG15|9636	1961.2717	ISG15|9636	1208.9992
ISG20L2|81875	1890.4624	ISG20L2|81875	699.7477
ISG20|3669	162.7168	ISG20|3669	211.5223
ISL1|3670	17.052	lowly_expressed	lowly_expressed
ISLR2|57611	17.6301	ISLR2|57611	137.09
ISLR|3671	360.9827	ISLR|3671	4477.7124
ISM1|140862	18.4971	ISM1|140862	1111.8587
ISOC1|51015	1618.7861	ISOC1|51015	866.6947
ISOC2|79763	665.3179	ISOC2|79763	629.1001
ISPD|729920	25.7225	ISPD|729920	71.0681
ISY1|57461	455.4913	ISY1|57461	645.0799
ISYNA1|51477	411.2717	ISYNA1|51477	691.3373
ITCH|83737	2268.7861	ITCH|83737	1369.6384
ITFG1|81533	926.3006	ITFG1|81533	1061.3961
ITFG2|55846	460.6936	ITFG2|55846	546.2574
ITFG3|83986	4179.7688	ITFG3|83986	2345.4878
ITGA10|8515	22.5434	ITGA10|8515	109.7561
ITGA11|22801	141.6185	ITGA11|22801	1163.5828
ITGA1|3672	557.0954	ITGA1|3672	1839.0118
ITGA2B|3674	11.8497	ITGA2B|3674	7.1489
ITGA2|3673	641.6185	ITGA2|3673	1303.1960000000001
ITGA3|3675	1665.0289	ITGA3|3675	2648.0235
ITGA4|3676	185.7312	ITGA4|3676	193.217
ITGA5|3678	1645.9538	ITGA5|3678	2311.6064
ITGA6|3655	1595.0867	ITGA6|3655	5083.6838
ITGA7|3679	155.7803	ITGA7|3679	3823.8015
ITGA8|8516	16.474	ITGA8|8516	39.529
ITGA9|3680	55.4913	ITGA9|3680	386.0387
ITGAE|3682	124.5665	ITGAE|3682	212.3633
ITGAL|3683	1577.7457	ITGAL|3683	213.2044
ITGAM|3684	99.1329	ITGAM|3684	374.2641
ITGAV|3685	2064.1618	ITGAV|3685	3352.397
ITGAX|3687	135.5491	ITGAX|3687	218.6712
ITGB1BP1|9270	493.0636	ITGB1BP1|9270	2406.2237
ITGB1|3688	8950.289	ITGB1|3688	21204.3734
ITGB2|3689	468.7861	ITGB2|3689	1082.8427
ITGB3BP|23421	269.6532	ITGB3BP|23421	159.3776
ITGB3|3690	39.5954	ITGB3|3690	414.2136
ITGB4|3691	189.5954	ITGB4|3691	4396.5517
ITGB5|3693	758.6705	ITGB5|3693	5909.1674
ITGB6|3694	58.6705	ITGB6|3694	1554.6678
ITGB7|3695	68.4971	ITGB7|3695	71.0681
ITGB8|3696	27.4566	ITGB8|3696	903.7006
ITGBL1|9358	99.711	ITGBL1|9358	491.16900000000004
lowly_expressed	lowly_expressed	ITIH2|3698	1330.1093
lowly_expressed	lowly_expressed	ITIH3|3699	24.3902
ITIH4|3700	7.2254	ITIH4|3700	62.6577
ITIH5L|347365	8.3815	ITIH5L|347365	94.1968
ITIH5|80760	232.3699	ITIH5|80760	14146.3415
ITK|3702	23.1214	ITK|3702	21.0261
ITM2A|9452	173.4104	ITM2A|9452	1530.6981
ITM2B|9445	7073.6994	ITM2B|9445	15825.9041
ITM2C|81618	230.3468	ITM2C|81618	1586.6274
ITPA|3704	671.9653	ITPA|3704	378.0488
ITPK1|3705	4269.9422	ITPK1|3705	3342.725
ITPKB|3707	395.0867	ITPKB|3707	1508.8310000000001
ITPKC|80271	780.0578	ITPKC|80271	1513.8772
ITPR1|3708	1118.7861	ITPR1|3708	2849.4533
ITPR2|3709	5613.2948	ITPR2|3709	3321.2784
ITPR3|3710	1809.1734	ITPR3|3710	1249.6089
ITPRIPL1|150771	9.8266	ITPRIPL1|150771	109.3356
ITPRIPL2|162073	3634.6821	ITPRIPL2|162073	1900.7569
ITPRIP|85450	296.8208	ITPRIP|85450	1089.1505
ITSN1|6453	875.4335	ITSN1|6453	4516.4003
ITSN2|50618	1019.9422	ITSN2|50618	1257.3591
IVD|3712	2109.2486	IVD|3712	1700.5887
IVNS1ABP|10625	2829.7688	IVNS1ABP|10625	2362.069
IWS1|55677	1156.6474	IWS1|55677	1176.1985
IYD|389434	6.0694	lowly_expressed	lowly_expressed
JAG1|182	1128.6127	JAG1|182	2436.0807
JAG2|3714	754.3353	JAG2|3714	1027.3339
JAGN1|84522	626.0116	JAGN1|84522	623.6333
JAK1|3716	2498.2659	JAK1|3716	6677.8806
JAK2|3717	123.1214	JAK2|3717	561.8167
JAK3|3718	49.711000000000006	JAK3|3718	159.7981
JAKMIP1|152789	117.052	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	JAKMIP2|9832	5.4668
JAKMIP3|282973	7.8035	JAKMIP3|282973	46.2574
JAM2|58494	76.5896	JAM2|58494	537.0059
JAM3|83700	203.1792	JAM3|83700	1160.2187
JARID2|3720	1238.4393	JARID2|3720	511.7746
JAZF1|221895	199.422	JAZF1|221895	523.1287
JDP2|122953	52.6012	JDP2|122953	1154.7519
JHDM1D|80853	981.5029	JHDM1D|80853	1107.6535
JKAMP|51528	1849.422	JKAMP|51528	922.6241
JMJD1C|221037	976.0694	lowly_expressed	lowly_expressed
JMJD4|65094	969.7688	JMJD4|65094	458.4441
JMJD5|79831	73.1214	JMJD5|79831	97.561
JMJD6|23210	995.3757	JMJD6|23210	522.2876
JMJD7-PLA2G4B|8681	169.0751	JMJD7-PLA2G4B|8681	533.6417
JMJD8|339123	2196.1618	JMJD8|339123	1520.2187
JMY|133746	1158.0925	JMY|133746	868.7973
JOSD1|9929	866.763	JOSD1|9929	1566.4424
JOSD2|126119	188.4393	JOSD2|126119	162.7418
JPH1|56704	267.341	JPH1|56704	79.058
JPH2|57158	7.8035	JPH2|57158	257.3591
JPH4|84502	9.5376	JPH4|84502	27.3339
JRKL|8690	104.3353	JRKL|8690	428.9319
JRK|8629	704.0462	JRK|8629	376.3667
JTB|10899	4341.9075	JTB|10899	1621.1102
JUB|84962	107.5145	JUB|84962	481.0765
JUNB|3726	1156.6474	JUNB|3726	8028.1749
JUND|3727	1732.3699	JUND|3727	5552.9857
JUN|3725	4360.1156	JUN|3725	17040.7906
JUP|3728	11054.6243	JUP|3728	5669.4701
KAAG1|353219	7.8844	lowly_expressed	lowly_expressed
KAL1|3730	701.1561	KAL1|3730	598.8225
KALRN|8997	121.3873	KALRN|8997	597.9815
KANK1|23189	422.5434	KANK1|23189	4366.2742
KANK2|25959	503.7572	KANK2|25959	2998.3179
KANK3|256949	54.6243	KANK3|256949	427.2498
KANK4|163782	7.2254	KANK4|163782	1005.8873
KARS|3735	1660.9827	KARS|3735	2228.7637
KAT2A|2648	2145.6647	KAT2A|2648	796.8881
KAT2B|8850	263.8728	KAT2B|8850	941.5475
KAT5|10524	758.7659	KAT5|10524	1022.6030000000001
KATNA1|11104	180.6358	KATNA1|11104	298.5702
KATNAL1|84056	281.2139	KATNAL1|84056	722.0353
KATNAL2|83473	103.4682	KATNAL2|83473	90.8326
KATNB1|10300	321.9653	KATNB1|10300	407.4853
KAZALD1|81621	39.5087	KAZALD1|81621	102.4811
KAZ|23254	530.6301	KAZ|23254	916.6148
KBTBD10|10324	8.211	KBTBD10|10324	20.6056
KBTBD11|9920	17.340999999999998	KBTBD11|9920	169.0496
lowly_expressed	lowly_expressed	KBTBD12|166348	8.4104
KBTBD2|25948	2144.5087	KBTBD2|25948	1517.2414
KBTBD3|143879	84.9711	KBTBD3|143879	145.5004
KBTBD4|55709	619.4653	KBTBD4|55709	400.2397
KBTBD6|89890	562.1387	KBTBD6|89890	504.2052
KBTBD7|84078	276.5896	KBTBD7|84078	206.8966
KBTBD8|84541	10.9827	KBTBD8|84541	29.4365
KC6|641516	23.9884	lowly_expressed	lowly_expressed
KCMF1|56888	630.6358	KCMF1|56888	1096.2994
lowly_expressed	lowly_expressed	KCNA1|3736	63.0782
lowly_expressed	lowly_expressed	KCNA2|3737	5.8873
KCNA3|3738	7.8035	KCNA3|3738	14.7183
lowly_expressed	lowly_expressed	KCNA4|3739	17.2414
lowly_expressed	lowly_expressed	KCNA5|3741	23.9697
KCNA6|3742	13.2948	KCNA6|3742	137.931
KCNAB1|7881	16.185	KCNAB1|7881	235.9125
KCNAB2|8514	407.2254	KCNAB2|8514	211.5223
lowly_expressed	lowly_expressed	KCNAB3|9196	6.3078
KCNB1|3745	109.8266	KCNB1|3745	187.9731
lowly_expressed	lowly_expressed	KCNB2|9312	24.3902
KCNC1|3746	24.8555	KCNC1|3746	11.7746
KCNC2|3747	61.2717	KCNC2|3747	113.9613
lowly_expressed	lowly_expressed	KCNC3|3748	134.1463
KCNC4|3749	97.3988	KCNC4|3749	253.5744
KCND1|3750	19.3642	KCND1|3750	98.8225
KCND2|3751	14.1618	KCND2|3751	347.7712
KCND3|3752	80.9249	KCND3|3752	156.0135
lowly_expressed	lowly_expressed	KCNE1L|23630	9.672
lowly_expressed	lowly_expressed	KCNE1|3753	161.0597
KCNE2|9992	6.9364	KCNE2|9992	6.7283
KCNE3|10008	71.0983	KCNE3|10008	248.1077
KCNE4|23704	954.9133	KCNE4|23704	390.2439
KCNF1|3754	81.2139	KCNF1|3754	22.2876
lowly_expressed	lowly_expressed	KCNG1|3755	25.2313
KCNG3|170850	9.2486	lowly_expressed	lowly_expressed
KCNH1|3756	38.7283	KCNH1|3756	14.2977
KCNH2|3757	350.8671	KCNH2|3757	16.8209
lowly_expressed	lowly_expressed	KCNH3|23416	36.5854
lowly_expressed	lowly_expressed	KCNH4|23415	5.8873
KCNH6|81033	414.4509	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNH8|131096	54.2473
lowly_expressed	lowly_expressed	KCNIP1|30820	10.513
KCNIP2|30819	31.7919	KCNIP2|30819	2379.7309
KCNIP3|30818	13.0058	KCNIP3|30818	111.4382
KCNIP4|80333	34.104	KCNIP4|80333	27.7544
KCNJ10|3766	7.2254	lowly_expressed	lowly_expressed
KCNJ11|3767	371.9653	KCNJ11|3767	144.2389
lowly_expressed	lowly_expressed	KCNJ12|3768	119.8486
lowly_expressed	lowly_expressed	KCNJ13|3769	8.831
lowly_expressed	lowly_expressed	KCNJ14|3770	26.9134
KCNJ15|3772	5.2023	KCNJ15|3772	37.0059
lowly_expressed	lowly_expressed	KCNJ16|3773	229.1842
KCNJ2|3759	53.4682	KCNJ2|3759	219.9327
KCNJ3|3760	14562.1387	KCNJ3|3760	42.8932
KCNJ5|3762	28.3237	KCNJ5|3762	83.6838
KCNJ8|3764	128.3237	KCNJ8|3764	543.3137
lowly_expressed	lowly_expressed	KCNK10|54207	6.7283
KCNK13|56659	10.9827	KCNK13|56659	13.8772
KCNK15|60598	252.8902	KCNK15|60598	27.3339
lowly_expressed	lowly_expressed	KCNK17|89822	13.4567
KCNK1|3775	597.9769	KCNK1|3775	120.2691
KCNK2|3776	12.1387	KCNK2|3776	362.4895
KCNK3|3777	3322.8324	KCNK3|3777	152.2288
KCNK5|8645	26.8786	KCNK5|8645	187.9731
KCNK6|9424	355.7803	KCNK6|9424	207.3171
lowly_expressed	lowly_expressed	KCNK7|10089	12.6156
KCNK9|51305	43.3526	lowly_expressed	lowly_expressed
KCNMA1|3778	538.1503	KCNMA1|3778	571.0681
KCNMB1|3779	15.3179	KCNMB1|3779	757.3591
lowly_expressed	lowly_expressed	KCNMB2|10242	5.8873
KCNMB3|27094	58.0925	KCNMB3|27094	79.4786
KCNMB4|27345	7.8035	KCNMB4|27345	61.8167
KCNN2|3781	78.3237	lowly_expressed	lowly_expressed
KCNN3|3782	23.9884	KCNN3|3782	23.5492
KCNN4|3783	232.3699	KCNN4|3783	382.6745
KCNQ1OT1|10984	47.3988	KCNQ1OT1|10984	136.2574
KCNQ1|3784	140.7514	KCNQ1|3784	303.6081
lowly_expressed	lowly_expressed	KCNQ3|3786	8.4104
lowly_expressed	lowly_expressed	KCNQ4|9132	20.185
KCNQ5|56479	25.4335	KCNQ5|56479	24.8108
lowly_expressed	lowly_expressed	KCNRG|283518	9.0244
lowly_expressed	lowly_expressed	KCNS1|3787	88.73
lowly_expressed	lowly_expressed	KCNS2|3788	5.8873
KCNS3|3790	721.0983	KCNS3|3790	255.67700000000002
KCNT1|57582	5.2023	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNT2|343450	29.4365
lowly_expressed	lowly_expressed	KCP|375616	5.0505
KCTD10|83892	1112.7168	KCTD10|83892	2607.6535
KCTD11|147040	186.7052	KCTD11|147040	518.0824
KCTD12|115207	736.9942	KCTD12|115207	5871.741
KCTD13|253980	679.7688	KCTD13|253980	217.8301
KCTD14|65987	46.5318	KCTD14|65987	411.6905
KCTD15|79047	216.185	KCTD15|79047	413.7931
lowly_expressed	lowly_expressed	KCTD16|57528	5.0463
KCTD17|79734	78.9017	KCTD17|79734	129.9411
KCTD18|130535	481.7919	KCTD18|130535	443.2296
KCTD1|284252	332.94800000000004	KCTD1|284252	716.5685
KCTD20|222658	1201.4451	KCTD20|222658	2334.3146
KCTD21|283219	218.4971	KCTD21|283219	377.2077
KCTD2|23510	1228.3237	KCTD2|23510	1176.1985
KCTD3|51133	7932.659000000001	KCTD3|51133	2416.7368
lowly_expressed	lowly_expressed	KCTD4|386618	5.4668
KCTD5|54442	1315.3179	KCTD5|54442	451.2195
KCTD6|200845	672.5434	KCTD6|200845	178.7216
KCTD7|154881	180.8902	KCTD7|154881	414.1127
KCTD9|54793	425.4335	KCTD9|54793	1111.0177
KDELC1|79070	88.1503	KDELC1|79070	110.5971
KDELC2|143888	164.1618	KDELC2|143888	1374.6846
