gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
NIN|51199	2042.5852	NIN|51199	1241.7381
NIP7|51388	713.8402	NIP7|51388	624.847
NIPA1|123606	584.1488	NIPA1|123606	314.8715
NIPA2|81614	1440.8001	NIPA2|81614	794.3696
NIPAL1|152519	10.9689	NIPAL1|152519	45.5936
NIPAL2|79815	314.8726	NIPAL2|79815	260.7099
NIPAL3|57185	763.3079	NIPAL3|57185	1319.4614
NIPAL4|348938	28.8203	NIPAL4|348938	6.4259
NIPBL|25836	4337.4556	NIPBL|25836	2427.4786
NIPSNAP1|8508	1334.1219	NIPSNAP1|8508	833.8433
NIPSNAP3A|25934	789.5473	NIPSNAP3A|25934	832.3133
NIPSNAP3B|55335	54.8661	NIPSNAP3B|55335	374.6389
NISCH|11188	1085.4931	NISCH|11188	2313.0355
NIT1|4817	493.509	NIT1|4817	565.1438
NIT2|56954	718.1417	NIT2|56954	706.8543
NKAIN1|79570	15.0554	NKAIN1|79570	6.7319
NKAIN2|154215	8.388	NKAIN2|154215	31.2118
NKAPL|222698	9.0332	NKAPL|222698	55.6916
NKAP|79576	362.8347	NKAP|79576	398.7148
NKD1|85407	17.8514	NKD1|85407	14.3819
NKD2|85409	69.4698	NKD2|85409	41.9217
NKG7|4818	276.1587	NKG7|4818	97.3072
NKIRAS1|28512	172.4917	NKIRAS1|28512	292.8397
NKIRAS2|28511	1364.4478	NKIRAS2|28511	785.8017
NKPD1|284353	6.2372	NKPD1|284353	71.6034
NKRF|55922	441.3378	NKRF|55922	319.7674
NKTR|4820	1376.7072	NKTR|4820	1912.7907
NKX3-1|4824	73.1261	NKX3-1|4824	217.8703
NLE1|54475	395.3113	NLE1|54475	296.2056
NLGN1|22871	12.2594	NLGN1|22871	69.7674
NLGN2|57555	384.3424	NLGN2|57555	628.519
NLGN3|54413	19.3569	NLGN3|54413	43.1457
NLGN4X|57502	199.1612	NLGN4X|57502	421.9706
lowly_expressed	lowly_expressed	NLGN4Y|22829	6.12
NLK|51701	591.4614	NLK|51701	481.0282
NLN|57486	496.6125	NLN|57486	276.6218
NLRC3|197358	299.172	NLRC3|197358	129.131
NLRC4|58484	194.4295	NLRC4|58484	37.3317
NLRC5|84166	1309.173	NLRC5|84166	747.8580000000001
NLRP12|91662	14.8403	lowly_expressed	lowly_expressed
NLRP1|22861	436.8212	NLRP1|22861	440.6365
NLRP2|55655	125.6049	NLRP2|55655	388.9229
NLRP3|114548	360.6839	NLRP3|114548	118.4211
NLRP7|199713	9.8935	NLRP7|199713	5.507999999999999
NLRX1|79671	377.4599	NLRX1|79671	491.1261
NMB|4828	117.432	NMB|4828	351.8972
NMD3|51068	1380.5786	NMD3|51068	1319.1554
NME1-NME2|654364	30.5517	NME1-NME2|654364	33.6261
NME1|4830	978.3869	NME1|4830	571.1444
NME2P1|283458	69.9	NME2P1|283458	60.5875
NME2|4831	4140.6474	NME2|4831	4197.5581
NME3|4832	238.0901	NME3|4832	351.2852
NME4|4833	1030.6485	NME4|4833	1063.3415
NME5|8382	8.6031	NME5|8382	84.7613
NME6|10201	195.2898	NME6|10201	162.1787
NME7|29922	187.8073	NME7|29922	173.72400000000002
NMI|9111	1563.609	NMI|9111	447.6744
NMNAT1|64802	229.27200000000002	NMNAT1|64802	334.1493
NMNAT2|23057	97.2148	NMNAT2|23057	466.6463
NMNAT3|349565	47.7471	NMNAT3|349565	265.2999
NMRAL1|57407	509.9473	NMRAL1|57407	462.0563
NMT1|4836	2081.2991	NMT1|4836	2902.9988
NMT2|9397	449.5107	NMT2|9397	1155.1408
NMUR1|10316	17.4212	NMUR1|10316	272.0318
NNAT|4826	7.5277	NNAT|4826	111.3831
NNMT|4837	1858.9096	NNMT|4837	3648.4088
NNT|23530	3313.2337	NNT|23530	1106.1812
NOB1|28987	805.8931	NOB1|28987	1016.8299
NOC2L|26155	1362.8089	NOC2L|26155	1092.1542
NOC3L|64318	602.2153	NOC3L|64318	483.4761
NOC4L|79050	146.0372	NOC4L|79050	169.2166
NOD1|10392	459.6193	NOD1|10392	583.5373
NOD2|64127	307.56	NOD2|64127	39.4737
lowly_expressed	lowly_expressed	NODAL|4838	11.6279
NOL10|79954	1115.1737	NOL10|79954	647.4908
NOL11|25926	835.5737	NOL11|25926	896.2668
NOL12|79159	161.0926	NOL12|79159	211.4443
NOL3|8996	217.8729	NOL3|8996	371.12300000000005
NOL4|8715	9.6785	lowly_expressed	lowly_expressed
NOL6|65083	2181.74	NOL6|65083	915.5447
NOL7|51406	755.9953	NOL7|51406	735.6181
NOL8|55035	1036.0254	NOL8|55035	809.6695
NOL9|79707	203.0326	NOL9|79707	231.9461
NOLC1|9221	2871.9217	NOLC1|9221	2048.0416
NOM1|64434	600.0645	NOM1|64434	547.4296
NOMO1|23420	3412.4099	NOMO1|23420	2463.2803
NOMO2|283820	2092.6981	NOMO2|283820	1799.5716
NOMO3|408050	1121.4109	NOMO3|408050	708.3843
NONO|4841	5276.2663	NONO|4841	5696.7564
NOP10|55505	911.926	NOP10|55505	685.4345
NOP14|8602	794.4489	NOP14|8602	954.2564
NOP16|51491	363.4799	NOP16|51491	150.8568
NOP2|4839	730.6162	NOP2|4839	449.2044
NOP56|10528	1404.8822	NOP56|10528	1576.8054
NOP58|51602	2218.7332	NOP58|51602	1160.6487
NOS1AP|9722	71.1905	NOS1AP|9722	115.9731
NOS2|4843	15.4855	NOS2|4843	12.5459
NOS3|4846	285.4716	NOS3|4846	283.2313
NOSIP|51070	455.1027	NOSIP|51070	517.4419
NOSTRIN|115677	209.4849	NOSTRIN|115677	714.5043
NOTCH1|4851	2017.6363	NOTCH1|4851	1318.2375
NOTCH2NL|388677	1033.3219	NOTCH2NL|388677	443.9015
NOTCH2|4853	6618.9913	NOTCH2|4853	4805.0796
NOTCH3|4854	2762.4476	NOTCH3|4854	3363.5251
NOTCH4|4855	553.823	NOTCH4|4855	1452.2644
NOVA1|4857	94.6338	NOVA1|4857	888.9229
NOVA2|4858	37.4234	NOVA2|4858	65.1775
NOV|4856	315.7329	NOV|4856	673.1946
NOX4|50507	184.75099999999998	NOX4|50507	302.0196
lowly_expressed	lowly_expressed	NOX5|79400	7.0379
NOXA1|10811	72.696	NOXA1|10811	92.1053
NOXO1|124056	23.0132	NOXO1|124056	6.4259
lowly_expressed	lowly_expressed	NPAS1|4861	8.5679
NPAS2|4862	927.1965	NPAS2|4862	300.1836
NPAS3|64067	36.9932	NPAS3|64067	155.4468
lowly_expressed	lowly_expressed	NPAS4|266743	11.6279
NPAT|4863	826.7556	NPAT|4863	576.8054
lowly_expressed	lowly_expressed	NPC1L1|29881	5.202000000000001
NPC1|4864	2185.1704	NPC1|4864	1017.8029
NPC2|10577	4848.6934	NPC2|10577	3034.8837
NPDC1|56654	793.2036	NPDC1|56654	928.3966
NPEPL1|79716	399.6129	NPEPL1|79716	583.8433
NPEPPS|9520	1592.8594	NPEPPS|9520	2055.9976
NPFFR2|10886	216.7975	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NPFF|8620	11.0159
NPHP1|4867	41.0797	NPHP1|4867	153.3048
NPHP3|27031	285.192	NPHP3|27031	839.6573
NPHP4|261734	116.7868	NPHP4|261734	221.5422
NPIPL3|23117	500.55699999999996	NPIPL3|23117	646.1903
NPIP|9284	929.7774	NPIP|9284	798.5588
NPLOC4|55666	3132.81	NPLOC4|55666	2188.4945
NPL|80896	823.5294	NPL|80896	133.4149
NPM1|4869	9157.1137	NPM1|4869	8342.4113
NPM2|10361	23.0132	NPM2|10361	26.9278
NPM3|10360	408.0009	NPM3|10360	240.8201
NPNT|255743	1632.0034	NPNT|255743	1363.8311
NPPC|4880	7.3126	lowly_expressed	lowly_expressed
NPR1|4881	434.4553	NPR1|4881	2289.7797
NPR2|4882	289.0633	NPR2|4882	517.4419
NPR3|4883	78.7181	NPR3|4883	221.2362
NPRL2|10641	219.7505	NPRL2|10641	264.6481
NPRL3|8131	442.8433	NPRL3|8131	677.1726
NPTN|27020	1797.1825	NPTN|27020	2730.1102
NPTX1|4884	5.1618	NPTX1|4884	13.1579
NPTX2|4885	88.6117	NPTX2|4885	72.8274
NPTXR|23467	128.4009	NPTXR|23467	491.1261
NPY1R|4886	140.0151	NPY1R|4886	1293.1457
NPY2R|4887	15.7006	NPY2R|4887	355.5692
NPY5R|4889	15.9157	NPY5R|4889	107.7111
NQO1|1728	725.0242	NQO1|1728	1738.6781
NQO2|4835	272.9326	NQO2|4835	426.8666
NR1D1|9572	328.9666	NR1D1|9572	1283.2987
NR1D2|9975	1656.9524	NR1D2|9975	2997.8579999999997
NR1H2|7376	896.8706	NR1H2|7376	1155.7528
NR1H3|10062	568.2331	NR1H3|10062	706.8543
NR1I3|9970	17.2728	NR1I3|9970	5.6793
NR2C1|7181	244.9726	NR2C1|7181	449.8164
NR2C2AP|126382	237.0384	NR2C2AP|126382	307.4051
NR2C2|7182	1235.2511	NR2C2|7182	1263.5312
NR2E1|7101	26.2394	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NR2E3|10002	5.814
NR2F1|7025	171.2012	NR2F1|7025	331.7013
NR2F2|7026	1267.018	NR2F2|7026	2012.5459
NR2F6|2063	453.3821	NR2F6|2063	493.88
NR3C1|2908	1872.8896	NR3C1|2908	3679.0086
NR3C2|4306	172.2766	NR3C2|4306	667.9927
NR4A1|3164	2904.1832	NR4A1|3164	12425.3366
NR4A2|4929	737.2836	NR4A2|4929	2208.9963
NR4A3|8013	784.3854	NR4A3|8013	1125.765
NR5A2|2494	203.6778	NR5A2|2494	201.0404
NR6A1|2649	9.0332	NR6A1|2649	8.5679
NRARP|441478	273.3627	NRARP|441478	286.1077
NRAS|4893	3175.1801	NRAS|4893	1423.5006
NRBF2|29982	623.2928	NRBF2|29982	744.492
NRBP1|29959	2498.9784	NRBP1|29959	1827.7234
NRBP2|340371	1102.9143	NRBP2|340371	967.2583
NRCAM|4897	117.6471	NRCAM|4897	61.5055
NRD1|4898	4161.5227	NRD1|4898	2907.5887
NRF1|4899	359.1784	NRF1|4899	470.6242
NRG1|3084	10.7538	NRG1|3084	213.5863
NRG2|9542	94.4188	NRG2|9542	97.6132
lowly_expressed	lowly_expressed	NRG3|10718	11.3219
NRGN|4900	51.6185	NRGN|4900	78.6414
NRIP1|8204	1421.6582	NRIP1|8204	2407.5887
NRIP2|83714	97.2148	NRIP2|83714	136.1689
NRIP3|56675	74.6317	NRIP3|56675	258.8739
NRK|203447	8.6031	NRK|203447	112.9131
NRL|4901	13.1541	NRL|4901	29.3758
NRM|11270	267.5557	NRM|11270	204.1004
NRN1|51299	401.9787	NRN1|51299	1698.5924
NRP1|8829	3609.8505	NRP1|8829	4755.202
NRP2|8828	3213.8940000000002	NRP2|8828	1058.4455
NRSN2|80023	340.6818	NRSN2|80023	541.9217
NRTN|4902	10.3237	NRTN|4902	22.0318
NRXN1|9378	11.6142	NRXN1|9378	112.9131
NRXN2|9379	46.2415	NRXN2|9379	38.8617
NRXN3|9369	22.5831	NRXN3|9369	114.4431
NSA2|10412	903.3229	NSA2|10412	2052.3256
NSD1|64324	2847.1879	NSD1|64324	1851.8972
NSDHL|50814	321.9701	NSDHL|50814	380.355
NSFL1C|55968	1021.1851	NSFL1C|55968	1697.3684
NSF|4905	1482.7401	NSF|4905	903.3048
NSL1|25936	581.3528	NSL1|25936	648.1028
NSMAF|8439	1264.8285	NSMAF|8439	850.0612
NSMCE1|197370	500.4839	NSMCE1|197370	801.4076
NSMCE2|286053	317.8836	NSMCE2|286053	345.7772
NSMCE4A|54780	434.6704	NSMCE4A|54780	698.2864
NSUN2|54888	2688.031	NSUN2|54888	1183.9045
NSUN3|63899	126.0329	NSUN3|63899	104.6512
NSUN4|387338	576.6211	NSUN4|387338	546.8176
NSUN5P1|155400	106.6781	NSUN5P1|155400	87.8213
NSUN5P2|260294	264.0456	NSUN5P2|260294	208.8158
NSUN5|55695	468.2224	NSUN5|55695	321.2974
NSUN6|221078	182.3852	NSUN6|221078	238.6781
NSUN7|79730	84.5252	NSUN7|79730	143.8188
NT5C1A|84618	22.368000000000002	lowly_expressed	lowly_expressed
NT5C2|22978	2549.5215	NT5C2|22978	1482.5581
NT5C3L|115024	820.5183	NT5C3L|115024	558.7515
NT5C3|51251	1538.2299	NT5C3|51251	543.7576
NT5C|30833	248.4138	NT5C|30833	280.5998
NT5DC1|221294	505.6458	NT5DC1|221294	996.328
NT5DC2|64943	1001.8905	NT5DC2|64943	470.0122
NT5DC3|51559	430.5839	NT5DC3|51559	421.9706
NT5E|4907	1351.5432	NT5E|4907	1411.2607
NT5M|56953	21.5077	NT5M|56953	42.2277
NTAN1|123803	877.7288	NTAN1|123803	732.8641
NTF3|4908	18.7117	NTF3|4908	25.3978
NTF4|4909	6.1706	NTF4|4909	58.7607
NTHL1|4913	161.3077	NTHL1|4913	141.6769
NTM|50863	225.8307	NTM|50863	135.2509
NTN1|9423	1117.5395	NTN1|9423	355.2632
NTN4|59277	1059.2537	NTN4|59277	7988.9841
lowly_expressed	lowly_expressed	NTN5|126147	17.7479
NTNG1|22854	8.388	NTNG1|22854	11.9339
NTNG2|84628	17.8514	lowly_expressed	lowly_expressed
NTRK2|4915	515.1092	NTRK2|4915	7456.5483
NTRK3|4916	42.5852	NTRK3|4916	235.9241
NTSR1|4923	15.2705	lowly_expressed	lowly_expressed
NTS|4922	65.1683	NTS|4922	14.9939
NUAK1|9891	1020.1097	NUAK1|9891	1593.3293
NUAK2|81788	255.2963	NUAK2|81788	54.7736
NUB1|51667	2476.9438	NUB1|51667	1951.5147
NUBP1|4682	388.9881	NUBP1|4682	423.5924
NUBP2|10101	440.6925	NUBP2|10101	462.9743
NUBPL|80224	173.9972	NUBPL|80224	504.59
NUCB1|4924	5537.1545	NUCB1|4924	5883.7209
NUCB2|4925	1523.5122	NUCB2|4925	1705.4437
NUCKS1|64710	9753.737	NUCKS1|64710	9342.4113
NUDCD1|84955	860.7377	NUDCD1|84955	491.4321
NUDCD2|134492	356.5975	NUDCD2|134492	406.6707
NUDCD3|23386	1661.0388	NUDCD3|23386	2212.6683
NUDC|10726	1152.8121	NUDC|10726	1716.3403
NUDT10|170685	10.9689	NUDT10|170685	44.6756
NUDT11|55190	19.572	NUDT11|55190	62.1175
NUDT12|83594	159.5871	NUDT12|83594	510.4039
NUDT13|25961	35.0575	NUDT13|25961	63.6475
NUDT14|256281	112.0551	NUDT14|256281	226.1322
NUDT15|55270	774.0252	NUDT15|55270	498.467
NUDT16L1|84309	238.5203	NUDT16L1|84309	247.55200000000002
NUDT16P1|152195	104.0972	NUDT16P1|152195	83.5373
NUDT16|131870	531.455	NUDT16|131870	1038.2497
NUDT17|200035	26.4545	NUDT17|200035	24.4798
NUDT18|79873	94.6338	NUDT18|79873	166.1567
NUDT19|390916	889.7731	NUDT19|390916	386.7809
NUDT1|4521	242.1766	NUDT1|4521	117.8091
NUDT21|11051	2381.5464	NUDT21|11051	2682.9865
NUDT22|84304	208.3493	NUDT22|84304	206.7931
NUDT2|318	293.3649	NUDT2|318	361.9951
NUDT3|11165	1083.9875	NUDT3|11165	361.3831
NUDT4|11163	752.7691	NUDT4|11163	1388.9229
NUDT5|11164	1303.2369	NUDT5|11164	450.7834
NUDT6|11162	70.6592	NUDT6|11162	84.287
NUDT7|283927	52.0486	NUDT7|283927	169.5226
NUDT8|254552	66.0286	NUDT8|254552	61.5055
NUDT9|53343	781.3743	NUDT9|53343	508.8739
NUF2|83540	623.2928	NUF2|83540	8.8739
NUFIP1|26747	281.3206	NUFIP1|26747	228.5802
NUFIP2|57532	4162.5981	NUFIP2|57532	2252.754
NUMA1|4926	4997.0147	NUMA1|4926	9190.7283
NUMBL|9253	377.4599	NUMBL|9253	440.3305
NUMB|8650	1450.0484	NUMB|8650	1701.0404
NUP107|57122	1003.1186	NUP107|57122	824.9694
NUP133|55746	1950.1022	NUP133|55746	1391.9829
NUP153|9972	1504.6779	NUP153|9972	1358.9351
NUP155|9631	1642.1121	NUP155|9631	455.3244
NUP160|23279	2529.5193	NUP160|23279	1233.1701
NUP188|23511	1455.4253	NUP188|23511	1047.7356
NUP205|23165	2769.33	NUP205|23165	1065.4835
NUP210|23225	1418.217	NUP210|23225	533.9657
NUP214|8021	1406.1727	NUP214|8021	1406.3647
NUP35|129401	262.824	NUP35|129401	305.3856
NUP37|79023	398.9676	NUP37|79023	317.9315
NUP43|348995	952.1454	NUP43|348995	570.0734
NUP50|10762	1652.8659	NUP50|10762	1224.9082
NUP54|53371	1417.7869	NUP54|53371	1001.2239999999999
NUP62CL|54830	9.2483	NUP62CL|54830	18.6659
NUP62|23636	2320.9227	NUP62|23636	998.4149
NUP85|79902	883.5359	NUP85|79902	499.38800000000003
NUP88|4927	944.8995	NUP88|4927	750.8874
NUP93|9688	1094.3112	NUP93|9688	708.9963
NUP98|4928	2797.5051	NUP98|4928	2435.7405
NUPL1|9818	1064.8457	NUPL1|9818	988.0661
NUPL2|11097	483.7079	NUPL2|11097	373.62300000000005
NUPR1|26471	1723.4111	NUPR1|26471	2275.3978
NUS1|116150	2078.5031	NUS1|116150	1589.3513
NUSAP1|51203	843.9617	NUSAP1|51203	26.0098
NUTF2|10204	1553.2853	NUTF2|10204	1104.6512
NVL|4931	608.6676	NVL|4931	376.07099999999997
NWD1|284434	20.0022	NWD1|284434	39.7797
NXF1|10482	1326.3792	NXF1|10482	1665.2387
lowly_expressed	lowly_expressed	NXNL1|115861	6.4259
lowly_expressed	lowly_expressed	NXNL2|158046	7.6499
NXN|64359	1025.0565	NXN|64359	726.7442
NXPH3|11248	45.5963	NXPH3|11248	189.7185
lowly_expressed	lowly_expressed	NXPH4|11247	5.202000000000001
NXT1|29107	317.4535	NXT1|29107	307.2215
NXT2|55916	930.8528	NXT2|55916	424.4186
NYNRIN|57523	1006.99	NYNRIN|57523	959.3023
OAF|220323	836.2189	OAF|220323	906.0588
OAS1|4938	3142.7035	OAS1|4938	413.7087
OAS2|4939	7240.3484	OAS2|4939	902.9988
OAS3|4940	8046.8868	OAS3|4940	1071.9094
OASL|8638	1691.7948	OASL|8638	85.9853
OAT|4942	5677.3847	OAT|4942	4224.2962
OAZ1|4946	6862.8885	OAZ1|4946	6841.1873
OAZ2|4947	1663.4047	OAZ2|4947	1972.1542
OAZ3|51686	33.9886	OAZ3|51686	35.7069
OBFC1|79991	434.0252	OBFC1|79991	865.9731
OBFC2A|64859	501.5593	OBFC2A|64859	355.2632
OBFC2B|79035	429.0784	OBFC2B|79035	464.5043
OBP2B|29989	404.7747	OBP2B|29989	36.1077
OBSCN|84033	488.8999	OBSCN|84033	889.2534
OBSL1|23363	419.1849	OBSL1|23363	1506.4259
OCA2|4948	70.3301	OCA2|4948	22.9498
OCEL1|79629	132.9175	OCEL1|79629	227.3562
OCIAD1|54940	1460.1570000000002	OCIAD1|54940	2651.4688
OCIAD2|132299	378.9655	OCIAD2|132299	452.2644
OCLN|4950	515.5393	OCLN|4950	240.5141
OCRL|4952	1431.9819	OCRL|4952	1048.9596
ODC1|4953	2018.9268	ODC1|4953	1402.3868
ODF2L|57489	677.2771	ODF2L|57489	574.6634
ODF2|4957	673.6208	ODF2|4957	698.5924
ODF3B|440836	122.1637	ODF3B|440836	149.9388
lowly_expressed	lowly_expressed	ODF3L1|161753	36.7197
lowly_expressed	lowly_expressed	ODF3L2|284451	6.4259
ODZ1|10178	90.1172	ODZ1|10178	28.4578
ODZ2|57451	138.0794	ODZ2|57451	216.0343
ODZ3|55714	111.4098	ODZ3|55714	664.0147
ODZ4|26011	196.1501	ODZ4|26011	188.1885
OFD1|8481	1121.626	OFD1|8481	989.2901
OGDHL|55753	28.6052	OGDHL|55753	5.202000000000001
OGDH|4967	2404.3446	OGDH|4967	2237.4541
OGFOD1|55239	1118.83	OGFOD1|55239	834.4553
OGFOD2|79676	135.3909	OGFOD2|79676	176.8788
OGFRL1|79627	1310.2484	OGFRL1|79627	765.9119
OGFR|11054	837.7245	OGFR|11054	673.5006
OGG1|4968	264.5446	OGG1|4968	281.5177
OGN|4969	564.5768	OGN|4969	3253.366
OGT|8473	2784.8156	OGT|8473	2818.8494
OIP5|11339	146.9921	lowly_expressed	lowly_expressed
OIT3|170392	13.5498	lowly_expressed	lowly_expressed
OLA1|29789	1871.1689	OLA1|29789	1661.5667
OLAH|55301	108.3988	lowly_expressed	lowly_expressed
OLFM1|10439	362.6196	OLFM1|10439	615.6671
OLFM2|93145	369.5021	OLFM2|93145	248.16400000000002
OLFM3|118427	15.2705	lowly_expressed	lowly_expressed
OLFM4|10562	1813.9585	OLFM4|10562	232.2521
OLFML1|283298	344.9833	OLFML1|283298	544.9816
OLFML2A|169611	535.9716	OLFML2A|169611	1489.2901
OLFML2B|25903	1343.8004	OLFML2B|25903	441.8605
OLFML3|56944	980.7506	OLFML3|56944	1567.6255
OLR1|4973	1779.116	OLR1|4973	148.4088
OMA1|115209	377.4599	OMA1|115209	361.6891
OMD|4958	152.2744	OMD|4958	481.9461
lowly_expressed	lowly_expressed	ONECUT2|9480	5.507999999999999
OPA1|4976	1986.8803	OPA1|4976	1752.142
OPA3|80207	631.8959	OPA3|80207	537.0257
OPCML|4978	6.2372	OPCML|4978	19.8898
OPHN1|4983	344.3381	OPHN1|4983	390.7589
OPLAH|26873	366.7061	OPLAH|26873	202.5704
OPN3|23596	868.431	OPN3|23596	271.2974
OPRK1|4986	190.7732	lowly_expressed	lowly_expressed
OPRL1|4987	68.6095	OPRL1|4987	61.8115
OPTN|10133	3214.1090000000004	OPTN|10133	3274.1738
lowly_expressed	lowly_expressed	OR2A1|346528	7.0379
OR2A4|79541	24.5188	OR2A4|79541	23.5618
OR2A7|401427	161.7378	OR2A7|401427	178.7026
OR2A9P|441295	131.412	OR2A9P|441295	256.12
lowly_expressed	lowly_expressed	OR2L13|284521	5.507999999999999
lowly_expressed	lowly_expressed	OR2W3|343171	9.6328
lowly_expressed	lowly_expressed	OR3A2|4995	5.202000000000001
OR51E1|143503	56.5652	OR51E1|143503	92.1053
OR51E2|81285	9.8935	OR51E2|81285	10.7099
lowly_expressed	lowly_expressed	OR52N4|390072	6.4259
lowly_expressed	lowly_expressed	OR7A5|26659	5.202000000000001
OR7E91P|79315	15.7006	lowly_expressed	lowly_expressed
ORAI1|84876	804.8177	ORAI1|84876	251.83599999999998
ORAI2|80228	917.9374	ORAI2|80228	609.1463
ORAI3|93129	403.4842	ORAI3|93129	569.7674
ORAOV1|220064	220.0237	ORAOV1|220064	240.8201
ORC1L|4998	211.2055	ORC1L|4998	14.9939
ORC2L|4999	509.3021	ORC2L|4999	569.7674
ORC3L|23595	669.9645	ORC3L|23595	679.6206
ORC4L|5000	816.0017	ORC4L|5000	599.4492
ORC5L|5001	428.8633	ORC5L|5001	306.9155
ORC6L|23594	121.9486	ORC6L|23594	14.3819
ORM2|5005	38.4988	lowly_expressed	lowly_expressed
ORMDL1|94101	732.7669999999999	ORMDL1|94101	754.8960000000001
ORMDL2|29095	593.1735	ORMDL2|29095	394.7124
ORMDL3|94103	1619.0988	ORMDL3|94103	4451.6524
OS9|10956	5478.8687	OS9|10956	6586.5973
OSBP2|23762	155.5006	OSBP2|23762	111.6891
OSBPL10|114884	467.3621	OSBPL10|114884	716.6463
OSBPL11|114885	812.1303	OSBPL11|114885	551.1016
OSBPL1A|114876	2113.1304	OSBPL1A|114876	3007.6499
OSBPL2|9885	1121.8411	OSBPL2|9885	1201.6524
OSBPL3|26031	740.5097	OSBPL3|26031	292.2277
OSBPL5|114879	392.9455	OSBPL5|114879	656.0588
OSBPL6|114880	17.4212	OSBPL6|114880	105.5692
OSBPL7|114881	113.5606	OSBPL7|114881	212.6683
OSBPL8|114882	2532.9605	OSBPL8|114882	2507.0379
OSBPL9|114883	2182.6003	OSBPL9|114883	2839.9633
OSBP|5007	2114.2058	OSBP|5007	2220.6242
OSCAR|126014	199.5914	OSCAR|126014	28.4578
OSCP1|127700	84.9554	OSCP1|127700	223.9902
OSGEPL1|64172	227.9815	OSGEPL1|64172	180.8446
OSGEP|55644	335.0898	OSGEP|55644	338.4333
OSGIN1|29948	60.8668	OSGIN1|29948	129.437
OSGIN2|734	1501.8819	OSGIN2|734	1123.011
OSMR|9180	2811.055	OSMR|9180	1260.7099
OSM|5008	183.8907	OSM|5008	22.0318
OSR1|130497	232.9283	OSR1|130497	397.7968
OSR2|116039	282.611	OSR2|116039	635.8629
OST4|100128731	1787.0653	OST4|100128731	1481.0098
OSTCL|202459	8.6031	OSTCL|202459	6.4259
OSTC|58505	3486.6115	OSTC|58505	1246.328
OSTF1|26578	1085.0629	OSTF1|26578	815.1775
OSTM1|28962	1226.7986	OSTM1|28962	1076.1934
OSTalpha|200931	13.3348	OSTalpha|200931	14.9939
lowly_expressed	lowly_expressed	OTC|5009	16.8299
OTOA|146183	16.5609	OTOA|146183	8.5679
OTOF|9381	47.9621	OTOF|9381	6.12
OTUB1|55611	1205.9361	OTUB1|55611	1118.4211
OTUB2|78990	46.8868	OTUB2|78990	40.6977
OTUD1|220213	670.6097	OTUD1|220213	764.6879
OTUD3|23252	203.6778	OTUD3|23252	561.1995
OTUD4|54726	1831.5948	OTUD4|54726	1331.3953
OTUD5|55593	1556.2964	OTUD5|55593	1309.9755
OTUD6B|51633	422.411	OTUD6B|51633	278.7638
OTUD7A|161725	5.1618	OTUD7A|161725	23.2558
OTUD7B|56957	905.2586	OTUD7B|56957	1263.4639
OTX1|5013	98.7203	lowly_expressed	lowly_expressed
OVCA2|124641	440.3291	OVCA2|124641	401.32800000000003
lowly_expressed	lowly_expressed	OVCH2|341277	11.6279
OVGP1|5016	16.776	OVGP1|5016	43.4517
OVOL1|5017	242.6067	OVOL1|5017	200.4284
OVOL2|58495	98.9354	OVOL2|58495	110.7711
OXA1L|5018	1574.793	OXA1L|5018	1950.7344
OXCT1|5019	1539.5204	OXCT1|5019	996.94
OXCT2|64064	13.1197	lowly_expressed	lowly_expressed
OXER1|165140	18.9268	OXER1|165140	24.4798
OXGR1|27199	236.1544	OXGR1|27199	22.9498
OXNAD1|92106	254.43599999999998	OXNAD1|92106	207.4663
OXR1|55074	1107.8611	OXR1|55074	1757.9559
OXSM|54995	211.4206	OXSM|54995	179.9266
OXSR1|9943	1547.0481	OXSR1|9943	1261.6279
OXTR|5021	162.8132	OXTR|5021	6368.1151
P2RX1|5023	90.7624	P2RX1|5023	19.2778
P2RX4|5025	542.2088	P2RX4|5025	400.2448
P2RX5|5026	149.0913	P2RX5|5026	31.3617
lowly_expressed	lowly_expressed	P2RX6|9127	15.6059
P2RX7|5027	267.7707	P2RX7|5027	97.3072
P2RY10|27334	156.7911	P2RY10|27334	25.3978
P2RY11|5032	46.3921	P2RY11|5032	28.9351
P2RY12|64805	55.2748	P2RY12|64805	194.9204
P2RY13|53829	246.263	P2RY13|53829	176.5606
P2RY14|9934	90.5474	P2RY14|9934	64.8715
P2RY1|5028	31.6163	P2RY1|5028	14.0759
P2RY2|5029	56.7803	P2RY2|5029	128.213
P2RY6|5031	199.1612	P2RY6|5031	18.0539
P2RY8|286530	518.1202	P2RY8|286530	121.787
P4HA1|5033	792.5583	P4HA1|5033	849.7552
P4HA2|8974	567.5879	P4HA2|8974	589.3513
P4HA3|283208	98.5052	P4HA3|283208	48.3476
P4HB|5034	17033.6595	P4HB|5034	9889.5349
P4HTM|54681	190.343	P4HTM|54681	362.9131
P704P|641455	27.0997	P704P|641455	13.1579
PA2G4P4|647033	41.5098	PA2G4P4|647033	34.2717
PA2G4|5036	2662.2217	PA2G4|5036	2774.4798
PAAF1|80227	206.90400000000002	PAAF1|80227	314.8715
PABPC1L|80336	77.8578	PABPC1L|80336	141.6769
