gene_id	TCGA-BH-A1EO-01A-11R-A137-07	gene_id	TCGA-BH-A1EO-11A-31R-A137-07
MOCS2|4338	847.4661	MOCS2|4338	966.9777
MOCS3|27304	199.1345	MOCS3|27304	159.3683
MOGS|7841	752.4767	MOGS|7841	722.6609
MON1A|84315	165.3732	MON1A|84315	243.8382
MON1B|22879	595.6868	MON1B|22879	520.4594
MON2|23041	1631.9874	MON2|23041	941.8521
MORC2|22880	899.5386	MORC2|22880	538.1669999999999
MORC3|23515	988.8058	MORC3|23515	985.8818
MORC4|79710	690.1041	MORC4|79710	1414.2139
MORF4L1|10933	3871.6784	MORF4L1|10933	7645.3697
MORF4L2|9643	8342.476999999999	MORF4L2|9643	3638.4302
lowly_expressed	lowly_expressed	MORF4|10934	6.4609
MORN1|79906	66.9504	MORN1|79906	17.229
MORN2|729967	195.7012	MORN2|729967	250.2991
MORN4|118812	138.4786	MORN4|118812	85.1878
MOSC1|64757	100.1395	MOSC1|64757	3130.1747
MOSC2|54996	155.6454	MOSC2|54996	493.6588
MOSPD1|56180	398.8412	MOSPD1|56180	257.4779
MOSPD2|158747	445.7637	MOSPD2|158747	303.1826
MOSPD3|64598	342.7631	MOSPD3|64598	213.9268
lowly_expressed	lowly_expressed	MOV10L1|54456	10.5288
MOV10|4343	649.4761	MOV10|4343	524.0488
MOXD1|26002	493.2585	MOXD1|26002	191.9119
MPDU1|9526	466.3639	MPDU1|9526	1263.9387
MPDZ|8777	1191.9459	MPDZ|8777	1569.9928
MPEG1|219972	1015.1282	MPEG1|219972	3365.6377
MPG|4350	399.4135	MPG|4350	710.457
MPHOSPH10|10199	847.4661	MPHOSPH10|10199	828.9064
MPHOSPH6|10200	162.5121	MPHOSPH6|10200	239.53099999999998
MPHOSPH8|54737	898.3942	MPHOSPH8|54737	1045.944
MPHOSPH9|10198	193.4123	MPHOSPH9|10198	121.5602
MPI|4351	407.9969	MPI|4351	554.9174
lowly_expressed	lowly_expressed	MPL|4352	39.0045
MPND|84954	269.5183	MPND|84954	339.3156
MPO|4353	6.8667	MPO|4353	5.742999999999999
MPP1|4354	617.4314	MPP1|4354	1434.5537
MPP2|4355	39.4836	MPP2|4355	74.8983
MPP3|4356	42.9169	MPP3|4356	26.8007
MPP5|64398	884.0886	MPP5|64398	705.6712
MPP6|51678	41.2002	MPP6|51678	105.7669
MPP7|143098	1244.0185	MPP7|143098	183.2974
MPPE1|65258	410.2858	MPPE1|65258	687.0065
MPPED2|744	135.6175	MPPED2|744	77.0519
MPRIP|23164	1319.5522	MPRIP|23164	2838.2388
MPST|4357	322.163	MPST|4357	924.8624
MPV17L2|84769	231.1791	MPV17L2|84769	203.8765
MPV17L|255027	311.2907	MPV17L|255027	35.1759
MPV17|4358	894.9608	MPV17|4358	870.3039
MPZL1|9019	5105.969	MPZL1|9019	3872.6968
MPZL2|10205	1143.879	MPZL2|10205	315.1472
MPZL3|196264	30.328000000000003	MPZL3|196264	5.2644
MPZ|4359	21.7446	MPZ|4359	150.0359
MR1|3140	275.8127	MR1|3140	185.6904
MRAP2|112609	5.7223	MRAP2|112609	42.8332
lowly_expressed	lowly_expressed	MRAP|56246	850.0168
MRAS|22808	814.2769999999999	MRAS|22808	4379.2773
MRC1|4360	407.9969	MRC1|4360	3190.4762
MRC2|9902	4796.395	MRC2|9902	5369.2271
MRE11A|4361	798.8269	MRE11A|4361	391.2419
MREG|55686	1297.2354	MREG|55686	248.581
MRFAP1L1|114932	1494.6533	MRFAP1L1|114932	1349.6052
MRFAP1|93621	5212.403	MRFAP1|93621	7223.2592
MRGPRE|116534	19.4557	lowly_expressed	lowly_expressed
MRGPRF|116535	146.4898	MRGPRF|116535	1252.692
lowly_expressed	lowly_expressed	MRGPRX2|117194	5.742999999999999
MRI1|84245	470.3694	MRI1|84245	264.178
MRM1|79922	72.1004	MRM1|79922	66.2838
MRO|83876	102.4284	MRO|83876	57.6693
MRP63|78988	438.3248	MRP63|78988	564.9677
MRPL10|124995	540.7532	MRPL10|124995	977.028
MRPL11|65003	390.2579	MRPL11|65003	810.4810000000001
MRPL12|6182	358.2132	MRPL12|6182	664.513
MRPL13|28998	1557.0259	MRPL13|28998	669.7775
MRPL14|64928	329.0297	MRPL14|64928	519.5023
MRPL15|29088	576.2312	MRPL15|29088	974.6351
MRPL16|54948	423.4469	MRPL16|54948	851.6391
MRPL17|63875	761.06	MRPL17|63875	1030.1508
MRPL18|29074	505.8474	MRPL18|29074	762.3833
MRPL19|9801	1569.0426	MRPL19|9801	893.2759
MRPL1|65008	340.4742	MRPL1|65008	504.6662
MRPL20|55052	727.4704	MRPL20|55052	1682.3092
MRPL21|219927	289.5462	MRPL21|219927	456.5686
MRPL22|29093	286.1128	MRPL22|29093	439.8181
MRPL23|6150	291.8351	MRPL23|6150	475.4726
MRPL24|79590	906.9776	MRPL24|79590	1293.8502
MRPL27|51264	364.5077	MRPL27|51264	832.2565
MRPL28|10573	432.0303	MRPL28|10573	809.5238
MRPL2|51069	282.1072	MRPL2|51069	470.9261
MRPL30|51263	1011.1455	MRPL30|51263	828.4925
MRPL32|64983	532.742	MRPL32|64983	812.1560000000001
MRPL33|9553	275.8127	MRPL33|9553	802.8236
MRPL34|64981	435.4637	MRPL34|64981	668.1024
MRPL35|51318	874.3607	MRPL35|51318	904.5226
MRPL36|64979	212.2957	MRPL36|64979	401.0529
MRPL37|51253	890.383	MRPL37|51253	1284.9964
MRPL38|64978	374.8593	MRPL38|64978	615.219
MRPL39|54148	249.4904	MRPL39|54148	524.0488
MRPL3|11222	1768.7493	MRPL3|11222	1326.6332
MRPL40|64976	425.7358	MRPL40|64976	835.8459
MRPL41|64975	135.6175	MRPL41|64975	403.4458
MRPL42P5|359821	6.5176	lowly_expressed	lowly_expressed
MRPL42|28977	705.5542	MRPL42|28977	496.7696
MRPL43|84545	484.286	MRPL43|84545	1128.6289
MRPL44|65080	510.4252	MRPL44|65080	583.3932
MRPL45|84311	779.3713	MRPL45|84311	949.2702
MRPL46|26589	155.6454	MRPL46|26589	535.7741
MRPL47|57129	534.4587	MRPL47|57129	694.4245
MRPL48|51642	334.75199999999995	MRPL48|51642	444.1254
MRPL49|740	1527.8424	MRPL49|740	950.9452
MRPL4|51073	450.3415	MRPL4|51073	561.3783
MRPL50|54534	395.4079	MRPL50|54534	480.73699999999997
MRPL51|51258	1264.6186	MRPL51|51258	1792.0555
MRPL52|122704	307.2851	MRPL52|122704	466.3795
MRPL53|116540	223.7402	MRPL53|116540	500.3589
MRPL54|116541	185.9733	MRPL54|116541	638.6695
MRPL55|128308	253.4959	MRPL55|128308	372.8165
MRPL9|65005	682.8539999999999	MRPL9|65005	908.2891
MRPS10|55173	1583.9205	MRPS10|55173	972.0029
MRPS11|64963	243.7681	MRPS11|64963	643.6947
MRPS12|6183	298.7018	MRPS12|6183	324.4101
MRPS14|63931	389.1134	MRPS14|63931	477.1476
MRPS15|64960	592.2535	MRPS15|64960	1504.9055
MRPS16|51021	1397.3749	MRPS16|51021	1565.207
MRPS17|51373	230.6069	MRPS17|51373	277.8177
MRPS18A|55168	379.3856	MRPS18A|55168	679.8277
MRPS18B|28973	1260.0408	MRPS18B|28973	1331.1797
MRPS18C|51023	205.2573	MRPS18C|51023	509.1385
MRPS21|54460	416.5802	MRPS21|54460	974.3958
MRPS22|56945	347.9132	MRPS22|56945	616.1761
MRPS23|51649	474.9472	MRPS23|51649	640.8232
MRPS24|64951	442.3304	MRPS24|64951	944.245
MRPS25|64432	474.3407	MRPS25|64432	774.2474
MRPS26|64949	370.23	MRPS26|64949	486.0014
MRPS27|23107	1613.6762	MRPS27|23107	1347.4515
MRPS28|28957	333.3557	MRPS28|28957	356.4657
MRPS2|51116	460.6359	MRPS2|51116	631.4788
MRPS30|10884	1720.1102	MRPS30|10884	363.9627
MRPS31|10240	243.7681	MRPS31|10240	359.1768
MRPS33|51650	412.5747	MRPS33|51650	685.5707
MRPS34|65993	452.6304	MRPS34|65993	625.5085
MRPS35|60488	6501.6273	MRPS35|60488	1012.2039
MRPS36|92259	340.4742	MRPS36|92259	616.6547
MRPS5|64969	353.0632	MRPS5|64969	787.0304
MRPS6|64968	1021.4399	MRPS6|64968	1180.6724
MRPS7|51081	817.0638	MRPS7|51081	1185.542
MRPS9|64965	342.1909	MRPS9|64965	445.3218
MRRF|92399	463.5027	MRRF|92399	365.3984
lowly_expressed	lowly_expressed	MRS2P2|729633	5.2644
MRS2|57380	984.8003	MRS2|57380	603.2544
MRTO4|51154	657.4872	MRTO4|51154	794.4484
MRVI1|10335	379.3856	MRVI1|10335	728.1646
MS4A14|84689	810.1456	MS4A14|84689	63.9076
MS4A15|219995	755.3378	lowly_expressed	lowly_expressed
MS4A1|931	14.3056	MS4A1|931	12.4432
MS4A2|2206	391.4023	MS4A2|2206	181.1438
MS4A4A|51338	298.7018	MS4A4A|51338	1903.0869
MS4A6A|64231	896.6775	MS4A6A|64231	4225.1735
lowly_expressed	lowly_expressed	MS4A6E|245802	19.1433
MS4A7|58475	7781.8218	MS4A7|58475	1636.9777
MS4A8B|83661	9.7278	lowly_expressed	lowly_expressed
MSC|9242	210.1155	MSC|9242	231.017
MSH2|4436	837.7383	MSH2|4436	511.1271
MSH3|4437	757.1975	MSH3|4437	448.1646
MSH5|4439	143.9376	MSH5|4439	86.3221
MSH6|2956	1689.21	MSH6|2956	1040.6796
MSI1|4440	42.3447	MSI1|4440	5.0251
MSI2|124540	390.2579	MSI2|124540	40.9189
MSL1|339287	1858.5887	MSL1|339287	1940.1771
MSL2|55167	914.9887	MSL2|55167	763.5798
MSL3L2|151507	29.1835	MSL3L2|151507	74.4197
MSL3|10943	645.4705	MSL3|10943	732.9505
MSMP|692094	36.6224	MSMP|692094	25.6042
MSN|4478	9955.581	MSN|4478	13439.5788
MSR1|4481	3389.8645	MSR1|4481	2497.4874
MSRA|4482	125.8896	MSRA|4482	396.9849
MSRB2|22921	342.1909	MSRB2|22921	961.9526
MSRB3|253827	2057.151	MSRB3|253827	3335.2477
lowly_expressed	lowly_expressed	MST1P2|11209	8.6145
MST1R|4486	25.1779	MST1R|4486	26.8007
MST1|4485	8.0112	MST1|4485	22.2541
MST4|51765	293.5517	MST4|51765	148.1216
lowly_expressed	lowly_expressed	MSTN|2660	11.7253
MSTO1|55154	674.8943	MSTO1|55154	736.7791
MSTO2P|100129405	125.8896	MSTO2P|100129405	68.258
MSX1|4487	81.8283	MSX1|4487	619.0476
MSX2P1|55545	10.3001	lowly_expressed	lowly_expressed
MSX2|4488	749.0433	MSX2|4488	64.848
lowly_expressed	lowly_expressed	MT1A|4489	83.5128
MT1E|4493	124.7452	MT1E|4493	528.5954
MT1F|4494	21.7446	MT1F|4494	42.3546
MT1G|4495	8.5834	MT1G|4495	7.417999999999999
MT1L|4500	12.589	MT1L|4500	162.4791
MT1M|4499	12.0167	MT1M|4499	206.0302
MT1X|4501	103.0006	MT1X|4501	843.5032
MT2A|4502	594.5424	MT2A|4502	1410.8638
MTA1|9112	485.8195	MTA1|9112	686.2886
MTA2|9219	1760.7382	MTA2|9219	2132.5676
MTA3|57504	959.0501	MTA3|57504	645.1304
MTAP|4507	769.6434	MTAP|4507	496.5303
MTBP|27085	254.0682	MTBP|27085	38.7653
MTCH1|23787	3225.6357	MTCH1|23787	4762.6226
MTCH2|23788	2619.0766	MTCH2|23788	1693.2279999999998
MTCP1NB|100272147	256.38	MTCP1NB|100272147	449.2127
MTCP1|4515	12.5661	MTCP1|4515	12.380999999999998
MTDH|92140	10581.5958	MTDH|92140	3418.9998
MTERFD1|51001	750.1878	MTERFD1|51001	412.5389
MTERFD2|130916	212.2957	MTERFD2|130916	384.0632
MTERFD3|80298	223.168	MTERFD3|80298	307.0112
MTERF|7978	302.7073	MTERF|7978	138.5499
MTF1|4520	735.8821	MTF1|4520	472.8404
MTF2|22823	474.375	MTF2|22823	368.7485
MTFMT|123263	163.6565	MTFMT|123263	267.2888
MTFR1|9650	473.2306	MTFR1|9650	473.319
MTG1|92170	236.9014	MTG1|92170	362.7662
MTHFD1L|25902	390.2579	MTHFD1L|25902	278.5355
MTHFD1|4522	1559.7325	MTHFD1|4522	2429.3179999999998
MTHFD2L|441024	104.0535	MTHFD2L|441024	131.3711
MTHFD2|10797	969.9224	MTHFD2|10797	741.565
MTHFR|4524	581.6845	MTHFR|4524	543.7928
MTHFSD|64779	212.2957	MTHFSD|64779	214.1661
MTHFS|10588	160.7954	MTHFS|10588	399.8564
MTIF2|4528	674.0818	MTIF2|4528	580.0431
MTIF3|219402	519.0086	MTIF3|219402	1281.8856
MTL5|9633	468.6528	MTL5|9633	17.4683
MTM1|4534	417.7247	MTM1|4534	431.6822
MTMR10|54893	763.0571	MTMR10|54893	1303.0127
MTMR11|10903	795.3936	MTMR11|10903	300.3111
MTMR12|54545	1286.3631	MTMR12|54545	1451.5434
MTMR14|64419	692.393	MTMR14|64419	883.4649
MTMR15|22909	478.1002	MTMR15|22909	453.1491
MTMR1|8776	1281.7853	MTMR1|8776	326.3939
MTMR2|8898	1417.4028	MTMR2|8898	1261.0672
MTMR3|8897	1524.4089999999999	MTMR3|8897	1520.2201
MTMR4|9110	845.7494	MTMR4|9110	580.2824
MTMR6|9107	1388.2193	MTMR6|9107	945.6808
MTMR7|9108	22.54	MTMR7|9108	42.5078
MTMR8|55613	20.0279	MTMR8|55613	9.811
MTMR9L|339483	29.1835	MTMR9L|339483	84.7093
MTMR9|66036	478.3806	MTMR9|66036	540.0766
MTO1|25821	550.481	MTO1|25821	390.2848
MTOR|2475	2047.9954	MTOR|2475	1009.3324
MTP18|51537	134.2384	MTP18|51537	145.7454
MTPAP|55149	395.4079	MTPAP|55149	444.3647
MTRF1L|54516	200.8512	MTRF1L|54516	426.4178
MTRF1|9617	90.4116	MTRF1|9617	86.6236
MTRR|4552	889.8108	MTRR|4552	652.7877
MTR|4548	1916.3835	MTR|4548	1015.7933
MTSS1L|92154	935.5889	MTSS1L|92154	553.0031
MTSS1|9788	2196.1904	MTSS1|9788	1025.6018
lowly_expressed	lowly_expressed	MTTP|4547	5.742999999999999
MTUS1|57509	2016.523	MTUS1|57509	1877.7219
MTX1|4580	391.3222	MTX1|4580	766.4513
MTX2|10651	506.9919	MTX2|10651	592.9648
MTX3|345778	1388.2193	MTX3|345778	412.2996
lowly_expressed	lowly_expressed	MUC12|10071	26.3221
MUC1|4582	10368.1556	MUC1|4582	37.8081
MUC20|200958	71.5282	MUC20|200958	47.619
lowly_expressed	lowly_expressed	MUC4|4585	16.0325
MUCL1|118430	169.3788	lowly_expressed	lowly_expressed
MUDENG|55745	925.8610000000001	MUDENG|55745	724.336
MUL1|79594	686.0985	MUL1|79594	841.1103
MUM1L1|139221	1066.6285	MUM1L1|139221	41.6368
MUM1|84939	728.4432	MUM1|84939	962.9098
MURC|347273	8.5834	lowly_expressed	lowly_expressed
MUS81|80198	389.6856	MUS81|80198	411.1031
MUSTN1|389125	48.6392	MUSTN1|389125	227.9923
MUTED|63915	516.7197	MUTED|63915	402.2493
MUTYH|4595	87.0355	MUTYH|4595	124.0656
MUT|4594	949.3223	MUT|4594	921.273
MVD|4597	125.8896	MVD|4597	253.6492
MVK|4598	146.4898	MVK|4598	174.4436
MVP|9961	2639.6767	MVP|9961	3553.2424
MX1|4599	1083.7953	MX1|4599	1106.9634
MX2|4600	478.3806	MX2|4600	744.1972
MXD1|4084	383.9634	MXD1|4084	386.6954
MXD3|83463	74.5267	MXD3|83463	95.4654
MXD4|10608	907.5498	MXD4|10608	1911.4621
MXI1|4601	932.1555	MXI1|4601	945.4415
MXRA5|25878	30446.4075	MXRA5|25878	3560.6604
MXRA7|439921	2838.8112	MXRA7|439921	8057.6693
MXRA8|54587	4696.8277	MXRA8|54587	5394.3527
MYADM|91663	3900.8619	MYADM|91663	13234.2666
MYBBP1A|10514	683.0028	MYBBP1A|10514	368.9782
MYBL1|4603	1335.0023	MYBL1|4603	43.3118
MYBL2|4605	169.3788	MYBL2|4605	54.0799
MYBPC1|4604	33.7613	lowly_expressed	lowly_expressed
MYB|4602	1002.5393	MYB|4602	14.8361
MYCBP2|23077	4194.9859	MYCBP2|23077	2580.5217
lowly_expressed	lowly_expressed	MYCBPAP|84073	9.0931
MYCBP|26292	625.4426	MYCBP|26292	418.5212
MYCL1|4610	598.548	MYCL1|4610	38.0474
MYCN|4613	64.6615	MYCN|4613	18.1862
MYCT1|80177	307.2851	MYCT1|80177	1561.3783
MYC|4609	848.6106	MYC|4609	3533.1419
MYD88|4615	1338.4357	MYD88|4615	1493.4195
MYEF2|50804	179.4614	MYEF2|50804	123.2568
MYEOV2|150678	513.2864	MYEOV2|150678	917.4444
lowly_expressed	lowly_expressed	MYEOV|26579	59.5836
lowly_expressed	lowly_expressed	MYF6|4618	8.6145
MYH10|4628	1677.7655	MYH10|4628	2776.7408
MYH11|4629	1209.7021	MYH11|4629	3547.0974
MYH14|79784	1884.9111	MYH14|79784	620.962
lowly_expressed	lowly_expressed	MYH1|4619	78.4877
lowly_expressed	lowly_expressed	MYH2|4620	6.2216
MYH3|4621	5.15	MYH3|4621	16.0325
lowly_expressed	lowly_expressed	MYH7B|57644	9.811
MYH9|4627	26649.6906	MYH9|4627	21892.0794
MYL12A|10627	4634.4551	MYL12A|10627	9479.5406
MYL12B|103910	5697.6503	MYL12B|103910	9755.2046
MYL3|4634	8.0112	MYL3|4634	23.6899
lowly_expressed	lowly_expressed	MYL4|4635	15.554
MYL5|4636	48.8795	MYL5|4636	136.0325
MYL6B|140465	188.8344	MYL6B|140465	490.548
MYL6|4637	6827.2236	MYL6|4637	32673.1275
MYL9|10398	5700.5114	MYL9|10398	18666.1881
MYLIP|29116	1975.895	MYLIP|29116	1423.7856
MYLK3|91807	8.0112	lowly_expressed	lowly_expressed
MYLK4|340156	24.0335	MYLK4|340156	16.2718
MYLK|4638	2464.5642	MYLK|4638	2481.9095
MYNN|55892	543.0421	MYNN|55892	450.8256
MYO10|4651	1874.6111	MYO10|4651	792.5341
MYO15A|51168	6.2945	MYO15A|51168	8.1359
MYO15B|80022	67.5226	MYO15B|80022	229.0022
MYO16|23026	7.4389	MYO16|23026	93.5631
MYO18A|399687	1007.0141	MYO18A|399687	1154.7404
MYO19|80179	408.529	MYO19|80179	197.643
lowly_expressed	lowly_expressed	MYO1A|4640	5.2644
MYO1B|4430	4530.3101	MYO1B|4430	2467.576
MYO1C|4641	3004.1844	MYO1C|4641	11260.3494
MYO1D|4642	3771.5389	MYO1D|4642	1270.6389
MYO1E|4643	1495.2255	MYO1E|4643	1199.8086
MYO1F|4542	426.3081	MYO1F|4542	609.9545
MYO1G|64005	97.8506	MYO1G|64005	108.6384
lowly_expressed	lowly_expressed	MYO1H|283446	6.4609
MYO3A|53904	5.7223	lowly_expressed	lowly_expressed
MYO3B|140469	187.1178	lowly_expressed	lowly_expressed
MYO5A|4644	1592.5038	MYO5A|4644	1140.9428
MYO5B|4645	1793.355	MYO5B|4645	55.2764
MYO5C|55930	972.1026	MYO5C|55930	568.7964
MYO6|4646	8804.8353	MYO6|4646	791.0983
MYO7A|4647	51.5003	MYO7A|4647	400.335
lowly_expressed	lowly_expressed	MYO7B|4648	30.1508
MYO9A|4649	866.9218	MYO9A|4649	313.4721
MYO9B|4650	2201.3519	MYO9B|4650	1343.8622
MYOCD|93649	42.3447	MYOCD|93649	47.3798
MYOC|4653	13.7334	MYOC|4653	2411.5817
MYOF|26509	5660.4556	MYOF|26509	4203.8765
MYOM1|8736	37.1947	MYOM1|8736	787.9876
MYOM2|9172	24.0335	MYOM2|9172	97.1524
MYOM3|127294	17.739	MYOM3|127294	15.3147
lowly_expressed	lowly_expressed	MYOT|9499	5.2644
MYOZ1|58529	8.5834	MYOZ1|58529	28.9543
MYOZ3|91977	28.0391	MYOZ3|91977	37.5688
MYPOP|339344	139.0508	MYPOP|339344	121.7995
MYRIP|25924	58.367	MYRIP|25924	180.9045
MYSM1|114803	120.1674	MYSM1|114803	43.7904
MYST1|84148	389.1134	MYST1|84148	497.966
MYST2|11143	1224.5628	MYST2|11143	728.6432
MYST3|7994	5040.7353	MYST3|7994	1231.1558
MYST4|23522	898.3942	MYST4|23522	570.95
MZF1|7593	148.3495	MZF1|7593	73.2783
N4BP1|9683	5132.2914	N4BP1|9683	1101.9383
N4BP2L1|90634	428.0247	N4BP2L1|90634	545.3458
N4BP2L2|10443	1269.7686	N4BP2L2|10443	1205.073
N4BP2|55728	333.0353	N4BP2|55728	59.8229
N4BP3|23138	312.4352	N4BP3|23138	91.88799999999999
N6AMT1|29104	374.8078	N6AMT1|29104	234.2666
N6AMT2|221143	111.0118	N6AMT2|221143	276.3819
NAA10|8260	407.9969	NAA10|8260	897.5832
NAA15|80155	1516.3978	NAA15|80155	893.9938
NAA16|79612	355.9243	NAA16|79612	200.0479
NAA20|51126	1614.2484	NAA20|51126	1127.5425
NAA25|80018	445.1915	NAA25|80018	408.4709
NAA30|122830	784.5213	NAA30|122830	652.0699
NAA35|60560	565.3589	NAA35|60560	262.9816
NAA38|51691	308.4296	NAA38|51691	533.8598
NAA40|79829	557.3477	NAA40|79829	198.6121
NAA50|80218	3697.7218	NAA50|80218	2926.0589
NAAA|27163	387.969	NAAA|27163	866.9538
NAALAD2|10003	12.0167	NAALAD2|10003	104.5705
NAALADL1|10004	55.5059	NAALADL1|10004	187.84400000000002
NAALADL2|254827	336.4687	NAALADL2|254827	134.7212
NAB1|4664	1084.9397	NAB1|4664	1753.5296
NAB2|4665	242.6237	NAB2|4665	1083.5128
NACA2|342538	12.589	NACA2|342538	44.0297
NACAD|23148	44.6336	NACAD|23148	175.1615
NACAP1|83955	64.0893	NACAP1|83955	154.1039
NACA|4666	7201.4592	NACA|4666	17455.6114
NACC1|112939	1392.7971	NACC1|112939	588.8969
NACC2|138151	32.0446	NACC2|138151	44.0297
NADK|65220	1012.2671	NADK|65220	1748.7437
NADSYN1|55191	541.3254	NADSYN1|55191	613.7832
NAE1|8883	580.809	NAE1|8883	759.9904
NAF1|92345	189.9789	NAF1|92345	168.9399
NAGA|4668	1271.4853	NAGA|4668	1305.0969
NAGK|55577	961.3389999999999	NAGK|55577	1455.6114
NAGLU|4669	568.7922	NAGLU|4669	1186.6475
NAGPA|51172	168.8066	NAGPA|51172	255.9081
NAGS|162417	28.0391	NAGS|162417	14.5968
NAIF1|203245	123.6007	NAIF1|203245	188.8011
NAIP|4671	77.2505	NAIP|4671	44.7475
NALCN|259232	150.4953	NALCN|259232	16.9897
NAMPT|10135	2537.8205	NAMPT|10135	3001.675
NANOS1|340719	109.2951	NANOS1|340719	246.4704
lowly_expressed	lowly_expressed	NANOS3|342977	6.2216
NANP|140838	232.8958	NANP|140838	263.2209
NANS|54187	732.8436	NANS|54187	933.2376
NAP1L1|4673	5180.3584	NAP1L1|4673	9027.5185
NAP1L2|4674	20.6001	NAP1L2|4674	72.984
NAP1L3|4675	186.5455	NAP1L3|4675	150.5145
NAP1L4|4676	3099.7461	NAP1L4|4676	1815.2668
NAP1L5|266812	66.3782	NAP1L5|266812	240.2489
NAP1L6|645996	6.2945	NAP1L6|645996	12.6825
NAPA|8775	2617.0509	NAPA|8775	2219.5717
NAPB|63908	272.3794	NAPB|63908	195.9799
NAPEPLD|222236	712.5868	NAPEPLD|222236	358.1311
NAPG|8774	548.1921	NAPG|8774	714.0464
NAPRT1|93100	969.9224	NAPRT1|93100	645.1304
NAPSB|256236	192.2678	NAPSB|256236	101.699
NARFL|64428	319.8741	NARFL|64428	312.7542
NARF|26502	379.9578	NARF|26502	781.5267
NARG2|79664	862.9162	NARG2|79664	939.2199
NARS2|79731	361.6466	NARS2|79731	325.9153
NARS|4677	3378.4199	NARS|4677	2949.5095
NASP|4678	1169.0569	NASP|4678	1357.9804
NAT10|55226	1437.4307	NAT10|55226	765.2548
NAT14|57106	129.32299999999998	NAT14|57106	84.2307
NAT15|79903	1046.6006	NAT15|79903	984.2067
NAT1|9	1801.9384	NAT1|9	115.8172
NAT2|10	22.3168	lowly_expressed	lowly_expressed
NAT6|24142	142.3297	NAT6|24142	112.8739
NAT8L|339983	40.0558	NAT8L|339983	793.7306
NAT9|26151	243.1959	NAT9|26151	319.2151
NAV1|89796	2446.2644	NAV1|89796	2195.9799
NAV2|89797	999.0601	NAV2|89797	124.9103
NAV3|89795	199.1345	lowly_expressed	lowly_expressed
NBAS|51594	1552.4481	NBAS|51594	1242.6418
NBEAL1|65065	337.6131	NBEAL1|65065	78.9663
NBEAL2|23218	969.3502	NBEAL2|23218	421.3927
NBEA|26960	471.5139	NBEA|26960	172.0507
NBL1|4681	5288.509	NBL1|4681	6413.4961
NBLA00301|79804	22.3168	NBLA00301|79804	53.1228
NBN|4683	6696.7562	NBN|4683	1527.1596
NBPF10|100132406	982.8889999999999	NBPF10|100132406	489.038
NBPF14|25832	258.4857	NBPF14|25832	383.0342
NBPF15|284565	78.3949	NBPF15|284565	100.8591
NBPF16|728936	38.9113	NBPF16|728936	36.3723
NBPF1|55672	1144.4512	NBPF1|55672	633.8837
NBPF3|84224	279.8183	NBPF3|84224	199.8086
NBPF9|400818	237.6338	NBPF9|400818	172.4168
NBR1|4077	4163.5135	NBR1|4077	3906.9155
NBR2|10230	143.0564	NBR2|10230	113.6636
NCALD|83988	428.0247	NCALD|83988	1339.3156
NCAM1|4684	73.2449	NCAM1|4684	163.6492
NCAM2|4685	166.5176	NCAM2|4685	15.0754
NCAPD2|9918	1611.9595	NCAPD2|9918	709.0213
NCAPD3|23310	1075.7841	NCAPD3|23310	334.5298
NCAPG2|54892	687.2429	NCAPG2|54892	287.6286
NCAPG|64151	312.9101	NCAPG|64151	65.6281
NCAPH2|29781	327.313	NCAPH2|29781	682.6992
NCAPH|23397	153.9287	NCAPH|23397	48.8155
NCBP1|4686	1388.0762	NCBP1|4686	789.6626
NCBP2|22916	2249.4188	NCBP2|22916	1626.4657
NCCRP1|342897	9.7278	lowly_expressed	lowly_expressed
NCDN|23154	694.6819	NCDN|23154	331.8976
NCEH1|57552	869.2107	NCEH1|57552	666.1881
NCF1B|654816	8.0112	NCF1B|654816	116.7743
NCF1C|654817	20.0279	NCF1C|654817	33.7401
NCF1|653361	52.0725	NCF1|653361	103.8526
NCF2|4688	631.1648	NCF2|4688	1201.7229
NCF4|4689	143.0564	NCF4|4689	630.2943
NCK1|4690	699.8319	NCK1|4690	1008.8538
NCK2|8440	739.8877	NCK2|8440	952.3810000000001
NCKAP1L|3071	965.9168	NCKAP1L|3071	1117.0136
NCKAP1|10787	5898.5015	NCKAP1|10787	4298.6359999999995
NCKAP5L|57701	476.0917	NCKAP5L|57701	542.4743
NCKAP5|344148	383.3912	NCKAP5|344148	119.1673
NCKIPSD|51517	406.8524	NCKIPSD|51517	493.1802
NCLN|56926	979.6502	NCLN|56926	948.0737
NCL|4691	8982.7975	NCL|4691	9628.8586
NCOA1|8648	1698.9378	NCOA1|8648	1550.3709
NCOA2|10499	2508.0648	NCOA2|10499	244.5561
NCOA3|8202	2362.7195	NCOA3|8202	974.1565
NCOA4|8031	4490.8265	NCOA4|8031	8192.6298
NCOA5|57727	1276.0631	NCOA5|57727	899.4975
NCOA6|23054	2135.5459	NCOA6|23054	795.1663
NCOA7|135112	817.7104	NCOA7|135112	1410.8638
NCOR1|9611	2352.9917	NCOR1|9611	1393.3955
NCOR2|9612	2233.9687	NCOR2|9612	1502.9911
lowly_expressed	lowly_expressed	NCR3|259197	7.6573
NCRNA00052|145978	115.5896	lowly_expressed	lowly_expressed
NCRNA00081|92482	137.4143	NCRNA00081|92482	338.0665
NCRNA00085|147650	27.4211	NCRNA00085|147650	44.7475
NCRNA00086|399668	38.9113	NCRNA00086|399668	40.9189
