gene_id	TCGA-BH-A0H5-01A-21R-A115-07	gene_id	TCGA-BH-A0H5-11A-62R-A115-07
ABCB5|340273	33.1159	ABCB5|340273	92.231
ABCB6|10058	309.5846	ABCB6|10058	399.8006
ABCB7|22	476.4172	ABCB7|22	597.0087
ABCB8|11194	742.4732	ABCB8|11194	305.7748
ABCB9|23457	87.0496	ABCB9|23457	138.1138
ABCC10|89845	461.7408	ABCC10|89845	439.9668
ABCC11|85320	750.3758	ABCC11|85320	1059.8255
ABCC12|94160	6.7737	ABCC12|94160	7.0627
ABCC1|4363	1276.8432	ABCC1|4363	936.4354
ABCC2|1244	7.9027	ABCC2|1244	22.0191
ABCC3|8714	419.5933	ABCC3|8714	301.2048
ABCC4|10257	251.756	ABCC4|10257	129.2065
ABCC5|10057	322.8799	ABCC5|10057	950.9763
ABCC6P1|653190	7.5263	ABCC6P1|653190	12.4636
ABCC6P2|730013	21.4501	ABCC6P2|730013	27.0046
ABCC6|368	90.6924	ABCC6|368	128.3756
ABCC8|6833	175.74	ABCC8|6833	159.1192
ABCC9|10060	153.161	ABCC9|10060	332.3639
ABCD1|215	343.9536	ABCD1|215	228.0848
ABCD2|225	133.5925	ABCD2|225	141.2547
ABCD3|5825	2222.5275	ABCD3|5825	2063.9801
ABCD4|5826	699.9494	ABCD4|5826	707.9352
ABCE1|6059	1552.6834	ABCE1|6059	1619.0278
ABCF1|23	1873.6817	ABCF1|23	1124.221
ABCF2|10061	1297.5406	ABCF2|10061	925.6336
ABCF3|55324	1074.761	ABCF3|55324	879.9335
ABCG1|9619	1002.1318	ABCG1|9619	651.4333
ABCG2|9429	63.2212	ABCG2|9429	184.8774
ABHD10|55347	579.528	ABHD10|55347	700.457
ABHD11|83451	695.0573	ABHD11|83451	611.1342
ABHD12|26090	1003.6371	ABHD12|26090	661.8197
ABHD13|84945	558.0779	ABHD13|84945	656.8342
ABHD14A|25864	289.3463	ABHD14A|25864	165.7665
ABHD14B|84836	1907.1739	ABHD14B|84836	2209.8047
ABHD15|116236	456.8487	ABHD15|116236	314.4994
ABHD1|84696	20.3211	ABHD1|84696	35.3137
ABHD2|11057	3409.0546	ABHD2|11057	3303.2821
ABHD3|171586	444.8065	ABHD3|171586	262.1521
ABHD4|63874	810.5865	ABHD4|63874	861.6535
ABHD5|51099	696.5625	ABHD5|51099	987.9518
ABHD6|57406	133.5925	ABHD6|57406	150.8101
ABHD8|79575	251.3797	ABHD8|79575	269.6302
ABI1|10006	1697.6219	ABI1|10006	1935.8247
ABI2|10152	1119.919	ABI2|10152	2131.2838
ABI3BP|25890	1609.5073	ABI3BP|25890	733.6934
ABI3|51225	543.0252	ABI3|51225	138.3465
ABL1|25	2073.8823	ABL1|25	2342.7503
ABL2|27	859.5077	ABL2|27	901.5372
ABLIM1|3983	2972.1507	ABLIM1|3983	5322.393
ABLIM2|84448	48.1686	ABLIM2|84448	47.3619
ABLIM3|22885	1502.6333	ABLIM3|22885	1353.1367
lowly_expressed	lowly_expressed	ABO|28	16.2027
ABP1|26	35.7501	ABP1|26	7.4782
ABR|29	2293.275	ABR|29	2202.3265
ABT1|29777	696.1862	ABT1|29777	584.1296
ABTB1|80325	507.2751	ABTB1|80325	612.3806
ABTB2|25841	137.732	ABTB2|25841	179.0611
ACAA1|30	1263.2957	ACAA1|30	1155.7956
ACAA2|10449	1095.0821	ACAA2|10449	1260.0748
ACACA|31	1274.5853	ACACA|31	1893.2281
ACACB|32	597.9675	ACACB|32	2201.0802
ACAD10|80724	509.533	ACAD10|80724	696.7179
ACAD11|84129	343.5773	ACAD11|84129	570.3074
ACAD8|27034	515.9304	ACAD8|27034	648.1097
ACAD9|28976	791.7707	ACAD9|28976	757.4657
ACADL|33	12.0421	ACADL|33	71.4582
ACADM|34	1169.9692	ACADM|34	1386.7885
ACADSB|36	1057.8267	ACADSB|36	5260.4902
ACADS|35	296.5377	ACADS|35	690.4861
ACADVL|37	3625.7754	ACADVL|37	5815.0519
ACAN|176	6.0211	lowly_expressed	lowly_expressed
ACAP1|9744	1233.1904	ACAP1|9744	94.7237
ACAP2|23527	1499.9991	ACAP2|23527	1683.4233
ACAP3|116983	427.8723	ACAP3|116983	563.0411
ACAT1|38	997.9923	ACAT1|38	1087.2455
ACAT2|39	439.8956	ACAT2|39	346.585
ACBD3|64746	1608.002	ACBD3|64746	1605.7333
ACBD4|79777	230.6822	ACBD4|79777	387.6194
ACBD5|91452	733.4416	ACBD5|91452	876.1944
ACBD6|84320	473.0303	ACBD6|84320	379.3103
ACBD7|414149	38.3843	ACBD7|414149	72.7046
ACCN2|41	37.6317	ACCN2|41	184.462
ACCN3|9311	7.5263	ACCN3|9311	10.8018
ACCS|84680	310.4614	ACCS|84680	947.6527
ACD|65057	285.2482	ACD|65057	368.0931
lowly_expressed	lowly_expressed	ACE2|59272	19.5264
ACER2|340485	127.5714	ACER2|340485	192.7711
ACER3|55331	269.0666	ACER3|55331	362.2767
ACE|1636	472.2777	ACE|1636	519.3187
ACHE|43	108.0029	ACHE|43	24.9273
ACIN1|22985	3195.6829	ACIN1|22985	3652.2642
ACLY|47	3180.2539	ACLY|47	2593.6851
ACN9|57001	103.1108	ACN9|57001	172.8292
ACO1|48	1401.0277	ACO1|48	1257.1666
ACO2|50	2617.9913	ACO2|50	1830.4445
ACOT11|26027	26.3723	ACOT11|26027	31.3004
ACOT13|55856	499.6322	ACOT13|55856	460.3739
ACOT1|641371	412.4433	ACOT1|641371	414.2086
ACOT2|10965	397.0143	ACOT2|10965	385.5422
ACOT4|122970	256.6481	ACOT4|122970	100.1246
ACOT7|11332	562.2174	ACOT7|11332	159.5347
ACOT8|10005	249.5734	ACOT8|10005	210.2742
ACOT9|23597	470.7724	ACOT9|23597	338.5958
ACOX1|51	1336.3012	ACOX1|51	1694.5908
ACOX2|8309	203.5874	ACOX2|8309	294.973
ACOX3|8310	753.3864	ACOX3|8310	830.0789
ACOXL|55289	12.7948	lowly_expressed	lowly_expressed
ACP1|52	1553.0597	ACP1|52	1382.634
ACP2|53	2107.7508	ACP2|53	697.5488
ACP5|54	2148.0167	ACP5|54	523.4732
ACP6|51205	227.6717	ACP6|51205	308.683
ACPL2|92370	439.5381	ACPL2|92370	507.2705
ACPP|55	25.2132	ACPP|55	84.3373
ACRBP|84519	42.5238	ACRBP|84519	10.3864
ACRC|93953	18.4395	ACRC|93953	20.7727
lowly_expressed	lowly_expressed	ACR|49	10.3864
lowly_expressed	lowly_expressed	ACSBG1|23205	9.14
lowly_expressed	lowly_expressed	ACSBG2|81616	8.8076
ACSF2|80221	942.6738	ACSF2|80221	871.2838
ACSF3|197322	405.6696	ACSF3|197322	429.1649
ACSL1|2180	1648.2679	ACSL1|2180	3657.2497
ACSL3|2181	4278.7229	ACSL3|2181	3707.5197
ACSL4|2182	1105.2427	ACSL4|2182	1310.3448
ACSL5|51703	1693.8022	ACSL5|51703	852.098
ACSL6|23305	47.4159	ACSL6|23305	14.1255
ACSM1|116285	22.9553	ACSM1|116285	125.4674
ACSM3|6296	65.8517	ACSM3|6296	254.2293
ACSM5|54988	37.2554	ACSM5|54988	51.9319
ACSS1|84532	1212.1167	ACSS1|84532	1195.2638
ACSS2|55902	902.4079	ACSS2|55902	1508.9323
ACSS3|79611	92.574	ACSS3|79611	431.6577
ACTA2|59	3836.0801	ACTA2|59	21919.4267
ACTB|60	100946.6251	ACTB|60	49597.0087
ACTG1|71	68010.996	ACTG1|71	45765.268
ACTG2|72	379.3274	ACTG2|72	3054.84
ACTL6A|86	835.0471	ACTL6A|86	729.5388
ACTN1|87	5091.9436	ACTN1|87	7474.0341
ACTN4|81	7900.769	ACTN4|81	10226.9215
ACTR10|55860	878.3236	ACTR10|55860	999.1691
ACTR1A|10121	2530.731	ACTR1A|10121	1608.226
ACTR1B|10120	1349.8486	ACTR1B|10120	1392.1894
ACTR2|10097	9001.1233	ACTR2|10097	4438.7204
ACTR3B|57180	159.5584	ACTR3B|57180	292.0648
ACTR3C|653857	31.2343	ACTR3C|653857	67.3037
ACTR3|10096	5435.8972	ACTR3|10096	2435.3968
ACTR5|79913	190.4163	ACTR5|79913	194.4329
ACTR6|64431	539.6384	ACTR6|64431	662.2351
ACTR8|93973	486.5777	ACTR8|93973	565.4342
ACVR1B|91	1217.7614	ACVR1B|91	1510.1786
ACVR1C|130399	66.9844	ACVR1C|130399	410.8849
ACVR1|90	837.305	ACVR1|90	1164.9356
ACVR2A|92	320.2457	ACVR2A|92	784.7943
ACVR2B|93	232.5638	ACVR2B|93	527.6278
ACVRL1|94	794.7812	ACVRL1|94	479.435
ACY1|95	656.338	ACY1|95	540.5069
ACY3|91703	40.2659	ACY3|91703	22.4346
ACYP1|97	27.8474	ACYP1|97	55.2555
ACYP2|98	143.753	ACYP2|98	191.5247
lowly_expressed	lowly_expressed	ADAD2|161931	8.1429
ADAL|161823	188.1584	ADAL|161823	224.3457
ADAM10|102	1754.7656	ADAM10|102	2695.887
ADAM11|4185	8.6553	ADAM11|4185	39.0528
ADAM12|8038	1243.7273	ADAM12|8038	842.5426
ADAM15|8751	2178.5285	ADAM15|8751	2153.199
ADAM17|6868	522.3278	ADAM17|6868	968.01
ADAM19|8728	1034.4951	ADAM19|8728	103.0328
ADAM21|8747	7.9027	lowly_expressed	lowly_expressed
ADAM22|53616	41.0185	ADAM22|53616	55.671
ADAM23|8745	30.1053	ADAM23|8745	13.71
ADAM28|10863	390.2406	ADAM28|10863	151.2256
ADAM29|11086	7.15	ADAM29|11086	14.9564
ADAM32|203102	5.2684	ADAM32|203102	51.9319
ADAM33|80332	146.7636	ADAM33|80332	544.2459
ADAM6|8755	255119.6594	ADAM6|8755	24382.3224
ADAM8|101	862.142	ADAM8|101	86.4146
ADAM9|8754	1306.1959	ADAM9|8754	1797.258
ADAMDEC1|27299	1007.7766	ADAMDEC1|27299	13.2946
ADAMTS10|81794	107.6266	ADAMTS10|81794	190.2784
ADAMTS12|81792	170.8479	ADAMTS12|81792	120.4819
ADAMTS13|11093	71.5002	ADAMTS13|11093	176.9838
ADAMTS14|140766	38.008	ADAMTS14|140766	17.0337
ADAMTS15|170689	938.5343	ADAMTS15|170689	600.7478
ADAMTS16|170690	33.4922	ADAMTS16|170690	124.6365
ADAMTS17|170691	63.2212	ADAMTS17|170691	59.4101
ADAMTS18|170692	88.8108	ADAMTS18|170692	159.5347
lowly_expressed	lowly_expressed	ADAMTS19|171019	11.6327
ADAMTS1|9510	806.4471	ADAMTS1|9510	2684.6697
ADAMTS2|9509	273.9587	ADAMTS2|9509	418.7786
ADAMTS3|9508	27.8474	ADAMTS3|9508	41.13
ADAMTS4|9507	594.2043	ADAMTS4|9507	61.9028
ADAMTS5|11096	235.9507	ADAMTS5|11096	3208.5584
ADAMTS6|11174	40.6422	ADAMTS6|11174	17.4491
ADAMTS7|11173	102.7345	ADAMTS7|11173	56.5019
ADAMTS8|11095	50.0501	ADAMTS8|11095	58.1637
ADAMTS9|56999	276.9692	ADAMTS9|56999	659.327
ADAMTSL1|92949	99.724	ADAMTSL1|92949	83.9219
ADAMTSL2|9719	64.3502	ADAMTSL2|9719	17.0337
ADAMTSL3|57188	111.7661	ADAMTSL3|57188	78.9364
ADAMTSL4|54507	179.5031	ADAMTSL4|54507	386.7885
ADAMTSL5|339366	71.5002	ADAMTSL5|339366	52.3473
ADAP1|11033	276.7284	ADAP1|11033	138.1305
ADAP2|55803	401.5301	ADAP2|55803	132.9456
ADARB1|104	553.5621	ADARB1|104	726.2152
ADARB2|105	7.5263	ADARB2|105	23.2655
ADAR|103	14190.9093	ADAR|103	6878.6872
ADAT1|23536	258.906	ADAT1|23536	336.5185
ADAT2|134637	99.724	ADAT2|134637	161.612
ADAT3|113179	34.2448	ADAT3|113179	43.2073
ADA|100	304.064	ADA|100	64.811
ADCK1|57143	170.0952	ADCK1|57143	138.3465
ADCK2|90956	955.0922	ADCK2|90956	743.2489
ADCK4|79934	566.7332	ADCK4|79934	569.1732
ADCK5|203054	117.7872	ADCK5|203054	123.3901
ADCY1|107	1101.4795	ADCY1|107	1047.3619
ADCY2|108	270.9481	ADCY2|108	143.3319
ADCY3|109	1060.3405	ADCY3|109	1105.1683
ADCY4|196883	237.8323	ADCY4|196883	400.914
ADCY5|111	739.4627	ADCY5|111	398.4213
ADCY6|112	1292.2721	ADCY6|112	2618.6124
ADCY7|113	1268.5642	ADCY7|113	319.9003
ADCY9|115	908.4289	ADCY9|115	847.1126
ADCYAP1R1|117	7.9027	ADCYAP1R1|117	22.0191
ADCYAP1|116	106.4977	ADCYAP1|116	24.9273
ADC|113451	170.4715	ADC|113451	162.8583
ADD1|118	5555.566	ADD1|118	5314.9148
ADD2|119	98.2187	ADD2|119	48.1928
ADD3|120	2063.3454	ADD3|120	3049.8546
ADH1A|124	40.2659	ADH1A|124	76.4437
ADH1B|125	3805.3162	ADH1B|125	6322.393
ADH1C|126	54.5659	ADH1C|126	90.1537
ADH5|128	2155.5431	ADH5|128	3078.521
ADHFE1|137872	103.1108	ADHFE1|137872	244.7029
ADI1|55256	1276.8432	ADI1|55256	1292.4803
ADIPOQ|9370	1423.6067	ADIPOQ|9370	6889.0735
ADIPOR1|51094	3026.7166	ADIPOR1|51094	1992.1064
ADIPOR2|79602	3864.7743	ADIPOR2|79602	2268.3839
ADK|132	409.0564	ADK|132	378.8949
ADM2|79924	211.1138	ADM2|79924	118.4047
ADM|133	174.2347	ADM|133	238.4711
ADNP2|22850	698.8204	ADNP2|22850	915.6627
ADNP|23394	2926.24	ADNP|23394	3418.3631
ADORA1|134	251.0034	ADORA1|134	457.8313
ADORA2A|135	397.7669	ADORA2A|135	68.9655
ADORA2B|136	16.1816	ADORA2B|136	48.1928
ADORA3|140	181.7611	ADORA3|140	103.8637
ADO|84890	597.5912	ADO|84890	652.2642
ADPGK|83440	1129.3909	ADPGK|83440	904.2002
ADPRHL1|113622	172.7294	ADPRHL1|113622	150.8101
ADPRHL2|54936	816.9839	ADPRHL2|54936	601.5787
ADPRH|141	447.8171	ADPRH|141	398.0058
lowly_expressed	lowly_expressed	ADRA1A|148	19.9418
ADRA1B|147	19.5685	ADRA1B|147	27.8355
ADRA2A|150	623.1807	ADRA2A|150	1437.474
ADRA2B|151	8.279	ADRA2B|151	28.2509
ADRA2C|152	54.5659	ADRA2C|152	54.84
ADRB1|153	6.7737	ADRB1|153	21.1882
ADRB2|154	141.4951	ADRB2|154	261.7366
ADRBK1|156	3411.3125	ADRBK1|156	1630.6606
ADRBK2|157	1129.3269	ADRBK2|157	1437.0586
ADRM1|11047	1329.1512	ADRM1|11047	750.3116
ADSL|158	941.5448	ADSL|158	838.8035
ADSSL1|122622	99.724	ADSSL1|122622	113.0037
ADSS|159	1872.5528	ADSS|159	1475.2804
AEBP1|165	8719.6383	AEBP1|165	3443.2904
AEBP2|121536	651.0282	AEBP2|121536	1027.8355
AEN|64782	512.5436	AEN|64782	250.9348
AES|166	7344.9527	AES|166	5349.813
AFAP1L1|134265	128.3241	AFAP1L1|134265	295.8039
AFAP1L2|84632	331.5352	AFAP1L2|84632	1376.8176
AFAP1|60312	1022.0653	AFAP1|60312	1530.0706
AFF1|4299	2065.9796	AFF1|4299	3102.2019
AFF2|2334	36.8791	AFF2|2334	66.0573
AFF3|3899	3657.8	AFF3|3899	3269.6302
AFF4|27125	2644.3787	AFF4|27125	4700.457
AFG3L1|172	197.19	AFG3L1|172	275.0312
AFG3L2|10939	1397.321	AFG3L2|10939	1452.8251
AFMID|125061	293.9035	AFMID|125061	638.1388
AFP|174	114.7766	AFP|174	358.9531
AFTPH|54812	2189.0353	AFTPH|54812	2028.2509
AG2|387763	120.7977	AG2|387763	191.5247
AGAP11|119385	29.729	AGAP11|119385	159.5555
AGAP1|116987	397.0143	AGAP1|116987	680.5152
AGAP2|116986	499.7074	AGAP2|116986	93.037
AGAP3|116988	993.4765	AGAP3|116988	1588.6996
AGAP4|119016	181.0084	AGAP4|119016	341.5039
AGAP5|729092	32.2955	AGAP5|729092	98.1388
AGAP6|414189	85.4239	AGAP6|414189	125.0519
AGAP7|653268	6.3974	AGAP7|653268	6.2318
AGAP8|728404	12.4185	AGAP8|728404	19.1109
AGA|175	620.5465	AGA|175	498.1305
AGBL2|79841	35.7501	AGBL2|79841	36.1446
AGBL3|340351	10.1606	AGBL3|340351	7.4782
AGBL4|84871	10.9132	AGBL4|84871	8.3091
AGBL5|60509	535.9053	AGBL5|60509	887.8521
AGER|177	45.5343	AGER|177	59.4101
AGFG1|3267	1497.3648	AGFG1|3267	1659.327
AGFG2|3268	546.0358	AGFG2|3268	516.4105
AGGF1|55109	989.3371	AGGF1|55109	1034.4828
AGK|55750	517.812	AGK|55750	511.8405
AGL|178	1303.5617	AGL|178	1304.113
AGMAT|79814	101.6056	AGMAT|79814	14.9564
AGPAT1|10554	1689.6741	AGPAT1|10554	1401.828
AGPAT2|10555	653.2861	AGPAT2|10555	1130.8683
AGPAT3|56894	2459.6071	AGPAT3|56894	1755.2971
AGPAT4|56895	109.1319	AGPAT4|56895	321.5621
AGPAT5|55326	877.9473	AGPAT5|55326	819.2771
AGPAT6|137964	1770.1946	AGPAT6|137964	2071.0428
AGPAT9|84803	99.724	AGPAT9|84803	130.0374
AGPHD1|123688	42.1475	AGPHD1|123688	58.9946
AGPS|8540	612.2676	AGPS|8540	909.8463
AGR2|10551	5037.3777	AGR2|10551	1913.1699
AGR3|155465	1063.0952	AGR3|155465	822.1853
AGRN|375790	5046.033	AGRN|375790	5547.5696
AGTPBP1|23287	425.2381	AGTPBP1|23287	381.3876
AGTR1|185	82.0371	AGTR1|185	353.9676
AGTRAP|57085	1057.8267	AGTRAP|57085	505.6086
AGT|183	25.2132	AGT|183	39.0528
AGXT2L2|85007	458.7942	AGXT2L2|85007	508.629
AHCTF1|25909	1460.4858	AHCTF1|25909	1622.3515
AHCYL1|10768	4150.7751	AHCYL1|10768	3897.7981
AHCYL2|23382	923.1053	AHCYL2|23382	742.0025
AHCY|191	3123.8064	AHCY|191	2668.467
AHDC1|27245	735.6995	AHDC1|27245	1695.4715
AHI1|54806	220.1454	AHI1|54806	521.3959
AHNAK2|113146	352.9852	AHNAK2|113146	440.3822
AHNAK|79026	34183.8722	AHNAK|79026	90523.4732
AHRR|57491	29.3527	AHRR|57491	25.3428
AHR|196	2242.0959	AHR|196	3241.3793
AHSA1|10598	1515.4281	AHSA1|10598	1117.9892
AHSA2|130872	295.4087	AHSA2|130872	955.1309
AICDA|57379	20.6974	lowly_expressed	lowly_expressed
AIDA|64853	1417.2733	AIDA|64853	751.2131
AIF1L|83543	923.8579	AIF1L|83543	2514.3332
AIF1|199	1141.7454	AIF1|199	246.3648
AIFM1|9131	1076.6426	AIFM1|9131	607.8106
AIFM2|84883	347.7168	AIFM2|84883	596.5933
AIFM3|150209	5.2722	AIFM3|150209	21.1882
AIG1|51390	574.2595	AIG1|51390	808.0598
AIM1L|55057	8.6553	lowly_expressed	lowly_expressed
AIM1|202	2454.715	AIM1|202	4056.5019
AIM2|9447	179.1268	lowly_expressed	lowly_expressed
AIMP1|9255	982.2661	AIMP1|9255	1184.5285
AIMP2|7965	331.0798	AIMP2|7965	196.7927
AIPL1|23746	6.3974	lowly_expressed	lowly_expressed
AIP|9049	1104.1137	AIP|9049	658.4961
AJAP1|55966	10.9132	AJAP1|55966	13.2946
AK1|203	291.2693	AK1|203	309.5139
AK2|204	2074.6349	AK2|204	1847.5239
AK3L1|205	390.2406	AK3L1|205	601.9942
AK3|50808	1525.5886	AK3|50808	1890.7354
AK5|26289	107.6266	AK5|26289	2454.5077
AK7|122481	33.4922	AK7|122481	57.3328
AKAP10|11216	521.9515	AKAP10|11216	724.1379
AKAP11|11215	1531.986	AKAP11|11215	2367.2622
AKAP12|9590	887.3552	AKAP12|9590	1160.3656
AKAP13|11214	4778.0953	AKAP13|11214	4793.5189
AKAP1|8165	994.9818	AKAP1|8165	3686.3315
AKAP2|11217	1251.5735	AKAP2|11217	1341.076
AKAP3|10566	34.6212	AKAP3|10566	50.27
AKAP5|9495	476.4172	AKAP5|9495	214.3747
AKAP6|9472	77.8976	AKAP6|9472	402.1604
AKAP7|9465	238.5849	AKAP7|9465	234.732
AKAP8L|26993	712.3678	AKAP8L|26993	1036.56
AKAP8|10270	701.831	AKAP8|10270	966.3482
AKAP9|10142	2127.3193	AKAP9|10142	3933.9427
AKD1|221264	117.4109	AKD1|221264	178.6456
AKIRIN1|79647	1429.2515	AKIRIN1|79647	953.0536
AKIRIN2|55122	807.1997	AKIRIN2|55122	734.9398
AKNAD1|254268	6.4012	lowly_expressed	lowly_expressed
AKNA|80709	3705.9686	AKNA|80709	719.5679
AKR1A1|10327	2876.9425	AKR1A1|10327	1407.9767
lowly_expressed	lowly_expressed	AKR1B10|57016	5.4009
lowly_expressed	lowly_expressed	AKR1B15|441282	97.6319
AKR1B1|231	1204.214	AKR1B1|231	631.9069
AKR1C1|1645	76.016	AKR1C1|1645	797.258
AKR1C2|1646	106.874	AKR1C2|1646	611.9651
AKR1C3|8644	243.1007	AKR1C3|8644	722.8916
lowly_expressed	lowly_expressed	AKR1D1|6718	14.1255
AKR1E2|83592	6.3974	AKR1E2|83592	25.3428
AKR7A2|8574	1335.9249	AKR7A2|8574	889.0735
AKR7A3|22977	1178.2481	AKR7A3|22977	263.3984
AKR7L|246181	54.5659	AKR7L|246181	36.9755
AKT1S1|84335	936.2764	AKT1S1|84335	781.8862
AKT1|207	3547.5392	AKT1|207	2732.447
AKT2|208	2738.0816	AKT2|208	2587.8687
AKT3|10000	537.3805	AKT3|10000	924.8027
AKTIP|64400	427.5637	AKTIP|64400	580.1454
ALAD|210	1346.0855	ALAD|210	1712.9206
ALAS1|211	1026.5924	ALAS1|211	737.0169999999999
ALB|213	62.4686	ALB|213	2855.8371
ALCAM|214	2326.7672	ALCAM|214	6211.882
ALDH16A1|126133	976.166	ALDH16A1|126133	562.1105
ALDH18A1|5832	2187.1537	ALDH18A1|5832	1516.4105
ALDH1A1|216	1114.2743	ALDH1A1|216	956.3772
ALDH1A2|8854	54.5659	ALDH1A2|8854	213.1284
ALDH1A3|220	391.1024	ALDH1A3|220	1856.747
ALDH1B1|219	465.8803	ALDH1B1|219	339.8421
ALDH1L1|10840	47.0396	ALDH1L1|10840	339.4267
ALDH1L2|160428	205.0927	ALDH1L2|160428	203.9884
ALDH2|217	3682.6369	ALDH2|217	3811.3835
lowly_expressed	lowly_expressed	ALDH3A1|218	74.3664
ALDH3A2|224	2052.4322	ALDH3A2|224	2206.4811
ALDH3B1|221	290.1403	ALDH3B1|221	121.3128
ALDH3B2|222	728.9258	ALDH3B2|222	2066.4728
ALDH4A1|8659	561.8411	ALDH4A1|8659	570.4196
ALDH5A1|7915	573.5069	ALDH5A1|7915	727.4616
ALDH6A1|4329	487.2513	ALDH6A1|4329	591.0594
ALDH7A1|501	1188.785	ALDH7A1|501	4063.1491
ALDH8A1|64577	7.5263	ALDH8A1|64577	26.5891
ALDH9A1|223	4572.6263	ALDH9A1|223	3717.4907
ALDOA|226	24136.588	ALDOA|226	12534.275
ALDOC|230	324.7615	ALDOC|230	736.6016
ALG10B|144245	270.5718	ALG10B|144245	554.6323
ALG10|84920	94.4555	ALG10|84920	122.9747
ALG11|440138	21.0737	ALG11|440138	13.71
ALG12|79087	575.0122	ALG12|79087	429.1649
ALG13|79868	472.2777	ALG13|79868	580.3905
ALG14|199857	194.9321	ALG14|199857	160.3656
lowly_expressed	lowly_expressed	ALG1L|200810	7.7316
ALG1|56052	586.1323	ALG1|56052	428.9738
ALG2|85365	952.0817	ALG2|85365	866.2235
ALG3|10195	566.3569	ALG3|10195	382.634
ALG5|29880	659.3072	ALG5|29880	546.3232
ALG6|29929	375.1879	ALG6|29929	256.3357
ALG8|79053	686.4019999999999	ALG8|79053	506.0241
ALG9|79796	456.8487	ALG9|79796	525.135
ALKBH1|8846	253.6376	ALKBH1|8846	283.7557
ALKBH2|121642	223.5322	ALKBH2|121642	301.2048
ALKBH3|221120	365.4037	ALKBH3|221120	429.1649
ALKBH4|54784	234.8255	ALKBH4|54784	263.7848
ALKBH5|54890	2404.6272	ALKBH5|54890	2013.1824
ALKBH6|84964	106.1214	ALKBH6|84964	76.0283
ALKBH7|84266	598.3438	ALKBH7|84266	574.1587
ALKBH8|91801	219.3927	ALKBH8|91801	304.113
lowly_expressed	lowly_expressed	ALK|238	14.9564
ALMS1P|200420	15.8053	ALMS1P|200420	14.5409
ALMS1|7840	786.8786	ALMS1|7840	925.6336
ALOX12P2|245	18.0632	ALOX12P2|245	50.6855
lowly_expressed	lowly_expressed	ALOX12|239	7.8936
ALOX15B|247	284.1192	ALOX15B|247	1422.5177
ALOX15|246	22.2027	ALOX15|246	168.6747
ALOX5AP|241	719.8942	ALOX5AP|241	174.4911
ALOX5|240	896.0105	ALOX5|240	463.6477
lowly_expressed	lowly_expressed	ALOXE3|59344	28.2509
