gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
MEX3C|51320	623.4547	MEX3C|51320	877.2431
MEX3D|399664	565.9873	MEX3D|399664	644.7798
MFAP1|4236	1392.9168	MFAP1|4236	1117.0473
MFAP2|4237	1022.7197	MFAP2|4237	227.5693
MFAP3L|9848	44.1029	MFAP3L|9848	320.5546
MFAP3|4238	859.0043	MFAP3|4238	494.6982
MFAP4|4239	818.9108	MFAP4|4239	7154.9755
MFAP5|8076	417.9753	MFAP5|8076	1120.7178
MFF|56947	639.4921	MFF|56947	1118.6786
MFGE8|4240	967.2569	MFGE8|4240	9319.3312
MFHAS1|9258	386.5687	MFHAS1|9258	56.2806
MFI2|4241	15.7033	MFI2|4241	594.6166
MFN1|55669	824.5907	MFN1|55669	419.6574
MFN2|9927	2020.0468	MFN2|9927	2453.5073
MFNG|4242	175.4093	MFNG|4242	534.6656
MFRP|83552	396.592	MFRP|83552	486.5416
MFSD10|10227	2776.8126	MFSD10|10227	2611.3377
MFSD11|79157	668.1489999999999	MFSD11|79157	434.3801
MFSD1|64747	1320.4143	MFSD1|64747	1240.2121
MFSD2A|84879	5.3458	MFSD2A|84879	151.7129
MFSD2B|388931	15.3692	MFSD2B|388931	28.1403
MFSD3|113655	1136.3181	MFSD3|113655	552.6101
lowly_expressed	lowly_expressed	MFSD4|148808	71.3703
MFSD5|84975	848.9810000000001	MFSD5|84975	1053.4258
MFSD6L|162387	37.0865	MFSD6L|162387	80.3426
MFSD6|54842	573.3378	MFSD6|54842	1128.0587
MFSD7|84179	590.1469999999999	MFSD7|84179	458.3034
MFSD8|256471	364.8513	MFSD8|256471	207.1778
MFSD9|84804	124.9582	MFSD9|84804	79.9347
MGAM|8972	64.1497	MGAM|8972	73.0016
MGAT1|4245	2684.2633	MGAT1|4245	4088.907
MGAT2|4247	1183.428	MGAT2|4247	679.8532
MGAT3|4248	59.4721	MGAT3|4248	216.9657
MGAT4A|11320	1454.0595	MGAT4A|11320	888.6623
MGAT4B|11282	2210.4911	MGAT4B|11282	2273.2463
MGAT5B|146664	73.1707	MGAT5B|146664	13.4584
MGAT5|4249	244.9048	MGAT5|4249	20.7993
MGA|23269	722.018	MGA|23269	388.2545
MGC12916|84815	90.8787	lowly_expressed	lowly_expressed
MGC12982|84793	48.7805	MGC12982|84793	29.7716
MGC14436|84983	6.6823	MGC14436|84983	6.1175
MGC16121|84848	63.4815	MGC16121|84848	12.2349
MGC16142|84849	8.0187	MGC16142|84849	12.2349
MGC16275|85001	35.416	MGC16275|85001	73.8173
MGC16384|114130	9.021	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MGC16703|113691	6.8312
MGC21881|389741	109.9232	MGC21881|389741	219.4127
MGC23270|196872	45.7735	MGC23270|196872	56.6884
MGC23284|197187	23.3879	MGC23284|197187	66.0685
MGC2752|65996	3586.7023	MGC2752|65996	711.6639
MGC29506|51237	20.3809	MGC29506|51237	466.9657
MGC3771|81854	26.0842	MGC3771|81854	24.6248
MGC42105|167359	5.0117	MGC42105|167359	7.7488
MGC45800|90768	19.3785	MGC45800|90768	22.4307
MGC57346|401884	418.9776	MGC57346|401884	167.292
MGC70857|414919	1014.701	MGC70857|414919	719.0049
MGC72080|389538	77.6846	MGC72080|389538	78.1525
lowly_expressed	lowly_expressed	MGC87042|256227	22.4307
MGEA5|10724	5480.4544	MGEA5|10724	2535.0734
MGLL|11343	1351.8209	MGLL|11343	3758.1566
MGMT|4255	248.9141	MGMT|4255	864.1925
MGP|4256	7237.8884	MGP|4256	217988.9886
MGRN1|23295	3135.9840000000004	MGRN1|23295	1685.155
MGST1|4257	436.6856	MGST1|4257	6158.646
MGST2|4258	539.5924	MGST2|4258	963.7031
MGST3|4259	879.0511	MGST3|4259	2457.5856
MIA3|375056	1747.0765	MIA3|375056	1073.4095
MIAT|440823	21.9111	MIAT|440823	32.8344
MIA|8190	12.3822	MIA|8190	2215.4608
MIB1|57534	1204.4771	MIB1|57534	657.0147
MIB2|142678	433.0104	MIB2|142678	915.9869
MICAL1|64780	755.0952	MICAL1|64780	801.7945
MICAL2|9645	7643.8356	MICAL2|9645	612.969
MICAL3|57553	417.6412	MICAL3|57553	1011.0114
MICALCL|84953	475.1086	MICALCL|84953	19.168
MICALL1|85377	490.4778	MICALL1|85377	1196.5742
MICALL2|79778	697.2937	MICALL2|79778	690.0489
MICA|4276	53.123999999999995	MICA|4276	387.8467
MICB|4277	33.4113	MICB|4277	79.1191
MID1IP1|58526	142.3321	MID1IP1|58526	1067.292
MID1|4281	38.7571	MID1|4281	254.0783
MID2|11043	1387.2369	MID2|11043	384.1762
MIDN|90007	2974.6074	MIDN|90007	4321.3703
MIER1|57708	545.2723	MIER1|57708	626.8352
MIER2|54531	391.5804	MIER2|54531	630.9135
MIER3|166968	649.1814	MIER3|166968	295.2692
MIF4GD|57409	728.9275	MIF4GD|57409	644.8246
MIF|4282	4439.8964	MIF|4282	9485.8728
MIIP|60672	278.6502	MIIP|60672	640.2936
MINA|84864	171.734	MINA|84864	756.4478
MINK1|50488	2626.4918	MINK1|50488	2566.5865
MINPP1|9562	640.1604	MINPP1|9562	339.7227
MIOS|54468	574.6742	MIOS|54468	465.3344
MIPEP|4285	828.2660000000001	MIPEP|4285	549.3475
MIPOL1|145282	108.9208	MIPOL1|145282	68.5155
lowly_expressed	lowly_expressed	MIR155HG|114614	6.5253
MIR17HG|407975	27.3973	MIR17HG|407975	67.292
MIS12|79003	306.3816	MIS12|79003	423.7357
MITD1|129531	74.5072	MITD1|129531	228.385
MITF|4286	66.8226	MITF|4286	278.1403
MKI67IP|84365	556.9629	MKI67IP|84365	805.4568
MKI67|4288	1429.001	MKI67|4288	45.2692
MKKS|8195	882.0581	MKKS|8195	878.4666
MKL1|57591	810.2239	MKL1|57591	1603.9967
MKL2|57496	2065.8202	MKL2|57496	762.6427
MKLN1|4289	957.5677	MKLN1|4289	887.8467
MKNK1|8569	452.7665	MKNK1|8569	598.2993
MKNK2|2872	4624.4571	MKNK2|2872	4524.8777
MKRN1|23608	3238.2225	MKRN1|23608	2336.0522
MKRN2|23609	779.8196	MKRN2|23609	551.3866
MKS1|54903	501.5035	MKS1|54903	428.6297
lowly_expressed	lowly_expressed	MKX|283078	25.2855
lowly_expressed	lowly_expressed	MLC1|23209	13.4584
MLEC|9761	9089.5423	MLEC|9761	3922.5122
MLF1IP|79682	506.9562	MLF1IP|79682	116.9617
MLF1|4291	286.0007	MLF1|4291	667.2104
MLF2|8079	6395.2556	MLF2|8079	5767.1289
MLH1|4292	925.4928	MLH1|4292	852.3654
MLH3|27030	546.2746	MLH3|27030	327.4878
MLKL|197259	45.7735	MLKL|197259	135.3997
MLL2|8085	3080.4611	MLL2|8085	951.6395
MLL3|58508	2141.6639	MLL3|58508	912.3165
MLL4|9757	2140.6615	MLL4|9757	1032.6264
MLL5|55904	1215.857	MLL5|55904	711.7537
MLLT10|8028	668.8941	MLLT10|8028	334.8287
MLLT11|10962	74.1731	MLLT11|10962	137.8467
MLLT1|4298	3252.9235	MLLT1|4298	1926.1827
MLLT3|4300	271.6338	MLLT3|4300	297.7162
MLLT4|4301	4830.9389	MLLT4|4301	1564.0294
MLLT6|4302	5827.9318	MLLT6|4302	4721.4519
MLL|4297	1110.2573	MLL|4297	1006.9331
MLPH|79083	10270.9656	MLPH|79083	4957.9935
MLST8|64223	1387.4273	MLST8|64223	1381.8638
MLXIPL|51085	55.7969	MLXIPL|51085	420.8809
MLXIP|22877	1583.6953	MLXIP|22877	395.5954
MLX|6945	1736.7725	MLX|6945	1171.3948
MLYCD|23417	218.5099	MLYCD|23417	452.6917
MMAA|166785	231.5403	MMAA|166785	186.7863
MMAB|326625	1074.8413	MMAB|326625	1247.553
MMACHC|25974	59.4721	MMACHC|25974	162.7243
MMADHC|27249	1117.6078	MMADHC|27249	1779.7716
MMD|23531	140.9957	MMD|23531	566.4763
MMEL1|79258	48.1657	MMEL1|79258	30.7219
MME|4311	177.7481	MME|4311	3221.0440000000003
MMGT1|93380	794.8547	MMGT1|93380	827.0799
MMP11|4320	2308.0521	MMP11|4320	127.2431
MMP13|4322	5.3458	lowly_expressed	lowly_expressed
MMP14|4323	2573.6719	MMP14|4323	4497.1452
MMP15|4324	882.0581	MMP15|4324	569.739
MMP16|4325	51.4534	MMP16|4325	24.8777
MMP17|4326	62.4791	MMP17|4326	112.969
MMP19|4327	313.732	MMP19|4327	661.9086
MMP23B|8510	57.4674	MMP23B|8510	183.9315
MMP24|10893	174.7411	MMP24|10893	702.2838
MMP25|64386	564.3368	MMP25|64386	146.3051
lowly_expressed	lowly_expressed	MMP27|64066	8.5644
MMP28|79148	70.4978	MMP28|79148	280.9951
MMP2|4313	1635.1487	MMP2|4313	7929.4454
MMP3|4314	18.0421	MMP3|4314	40.783
MMP7|4316	46.7758	MMP7|4316	1459.6248
MMP9|4318	115.26899999999999	MMP9|4318	75.8564
MMRN1|22915	37.7548	MMRN1|22915	550.9788
MMRN2|79812	913.1306	MMRN2|79812	1144.3719
MMS19|64210	1279.9866	MMS19|64210	1226.7537
MN1|4330	70.8319	MN1|4330	126.8352
MNAT1|4331	428.6669	MNAT1|4331	252.447
MND1|84057	47.443999999999996	lowly_expressed	lowly_expressed
MNDA|4332	55.4627	MNDA|4332	221.8597
MNS1|55329	76.846	MNS1|55329	79.5269
MNT|4335	855.6632	MNT|4335	643.1485
MNX1|3110	219.5122	MNX1|3110	10.1958
MOAP1|64112	2064.1497	MOAP1|64112	1011.8271
MOB2|81532	783.4948	MOB2|81532	1139.478
MOBKL1A|92597	633.8122	MOBKL1A|92597	560.7667
MOBKL1B|55233	505.5129	MOBKL1B|55233	254.894
MOBKL2A|126308	679.5857	MOBKL2A|126308	1287.5204
MOBKL2B|79817	41.43	MOBKL2B|79817	396.8189
MOBKL2C|148932	239.1814	MOBKL2C|148932	889.0579
MOBKL3|25843	730.705	MOBKL3|25843	771.615
MOCOS|55034	152.6896	MOCOS|55034	236.1338
MOCS1|4337	765.8002	MOCS1|4337	1262.5326
MOCS2|4338	438.0221	MOCS2|4338	656.6069
MOCS3|27304	324.0895	MOCS3|27304	222.6754
MOGAT2|80168	7.3505	MOGAT2|80168	19.9837
MOGS|7841	1105.5797	MOGS|7841	1704.7308
MON1A|84315	123.9559	MON1A|84315	277.7325
MON1B|22879	636.151	MON1B|22879	520.3915
MON2|23041	1389.2416	MON2|23041	543.6378
MORC2|22880	906.1143	MORC2|22880	1013.0506
MORC3|23515	833.2776	MORC3|23515	502.0392
MORC4|79710	464.7511	MORC4|79710	399.6737
MORF4L1|10933	2793.5182	MORF4L1|10933	4545.677
MORF4L2|9643	5586.3682	MORF4L2|9643	4461.6639
MORN1|79906	142.3321	MORN1|79906	179.0375
MORN2|729967	104.2432	MORN2|729967	262.2349
MORN3|283385	47.1099	MORN3|283385	31.8108
MORN4|118812	250.9188	MORN4|118812	277.7325
MOSC1|64757	180.0869	MOSC1|64757	717.3736
MOSC2|54996	97.2269	MOSC2|54996	267.9445
MOSPD1|56180	313.0638	MOSPD1|56180	204.32299999999998
MOSPD2|158747	283.6619	MOSPD2|158747	66.0685
MOSPD3|64598	710.6582	MOSPD3|64598	587.6835
MOV10L1|54456	69.1614	lowly_expressed	lowly_expressed
MOV10|4343	484.4637	MOV10|4343	1057.9119
MOXD1|26002	44.7711	MOXD1|26002	86.8679
MPDU1|9526	1296.3615	MPDU1|9526	1638.2667
MPDZ|8777	712.3288	MPDZ|8777	493.4747
MPEG1|219972	356.8326	MPEG1|219972	589.3148
MPG|4350	1063.4815	MPG|4350	1780.9951
MPHOSPH10|10199	441.0291	MPHOSPH10|10199	796.0848
MPHOSPH6|10200	145.3391	MPHOSPH6|10200	474.7145
MPHOSPH8|54737	1274.9749	MPHOSPH8|54737	669.6574
MPHOSPH9|10198	282.9937	MPHOSPH9|10198	29.3638
MPI|4351	553.2909999999999	MPI|4351	894.3719
MPL|4352	6.6823	MPL|4352	27.7325
MPND|84954	968.9275	MPND|84954	830.3426
lowly_expressed	lowly_expressed	MPO|4353	15.4976
MPP1|4354	126.2947	MPP1|4354	399.6737
MPP2|4355	166.7224	MPP2|4355	272.8385
MPP3|4356	152.0214	MPP3|4356	129.69
MPP5|64398	869.0277	MPP5|64398	518.3524
MPP6|51678	8.0187	MPP6|51678	46.4927
MPP7|143098	637.8216	MPP7|143098	545.2692
MPPE1|65258	423.9893	MPPE1|65258	761.4192
MPPED1|758	38.7571	MPPED1|758	13.8662
MPPED2|744	294.0194	MPPED2|744	181.0767
MPRIP|23164	2053.7922	MPRIP|23164	2423.3279
MPST|4357	398.5967	MPST|4357	1605.2202
MPV17L2|84769	759.7728	MPV17L2|84769	387.4388
MPV17L|255027	226.1945	MPV17L|255027	149.6737
MPV17|4358	390.2439	MPV17|4358	1006.5253
MPZL1|9019	2283.6619	MPZL1|9019	4997.553
MPZL2|10205	66.1544	MPZL2|10205	1172.5122
MPZL3|196264	15.7033	MPZL3|196264	24.4698
MPZ|4359	8.0187	MPZ|4359	48.9396
MR1|3140	104.5773	MR1|3140	117.863
MRAP2|112609	10.3575	MRAP2|112609	162.7243
MRAP|56246	20.3441	MRAP|56246	379.8083
MRAS|22808	485.8002	MRAS|22808	1904.9755
MRC1|4360	125.2923	MRC1|4360	409.4617
MRC2|9902	1305.7133	MRC2|9902	3623.5726
MRE11A|4361	374.8747	MRE11A|4361	230.4241
MREG|55686	891.3999	MREG|55686	1223.491
MRFAP1L1|114932	2469.0946	MRFAP1L1|114932	1634.1762
MRFAP1|93621	14908.1189	MRFAP1|93621	8909.0538
MRGPRF|116535	47.7781	MRGPRF|116535	853.1811
lowly_expressed	lowly_expressed	MRGPRX3|117195	158.2382
MRI1|84245	1415.6365	MRI1|84245	909.4617
MRM1|79922	360.5079	MRM1|79922	199.0212
MRO|83876	25.7267	MRO|83876	53.0179
MRP63|78988	1110.1704	MRP63|78988	1365.0082
MRPL10|124995	1488.4731	MRPL10|124995	1306.2806
MRPL11|65003	762.4457	MRPL11|65003	1108.4829
MRPL12|6182	1550.6181	MRPL12|6182	1509.7879
MRPL13|28998	1130.3039999999999	MRPL13|28998	581.1582
MRPL14|64928	927.8316	MRPL14|64928	1009.7879
MRPL15|29088	1142.3321	MRPL15|29088	710.8483
MRPL16|54948	416.9729	MRPL16|54948	934.3393
MRPL17|63875	1136.9863	MRPL17|63875	1125.6117
MRPL18|29074	967.2569	MRPL18|29074	892.3328
MRPL19|9801	672.5693	MRPL19|9801	752.447
MRPL1|65008	176.0775	MRPL1|65008	398.4502
MRPL20|55052	729.5356	MRPL20|55052	2093.8051
MRPL21|219927	670.8988	MRPL21|219927	702.2838
MRPL22|29093	329.7695	MRPL22|29093	503.2626
MRPL23|6150	706.3147	MRPL23|6150	1082.3817
MRPL24|79590	1540.9288	MRPL24|79590	1553.0179
MRPL27|51264	916.8059	MRPL27|51264	1013.0506
MRPL28|10573	1879.0511	MRPL28|10573	1810.3589
MRPL2|51069	385.2322	MRPL2|51069	841.3539999999999
MRPL30|51263	602.7898	MRPL30|51263	737.084
MRPL32|64983	806.8827	MRPL32|64983	864.6003
MRPL33|9553	290.01	MRPL33|9553	644.7798
MRPL34|64981	1181.0892	MRPL34|64981	1061.9902
MRPL35|51318	516.2045	MRPL35|51318	567.6998
MRPL36|64979	313.732	MRPL36|64979	517.1289
MRPL37|51253	927.4975	MRPL37|51253	1663.1321
MRPL38|64978	1483.9693	MRPL38|64978	1533.0424
MRPL39|54148	314.0662	MRPL39|54148	401.7129
MRPL3|11222	1585.7	MRPL3|11222	1316.0685
MRPL40|64976	342.7999	MRPL40|64976	838.9069999999999
MRPL41|64975	1124.29	MRPL41|64975	976.3458
lowly_expressed	lowly_expressed	MRPL42P5|359821	6.3051
MRPL42|28977	910.1236	MRPL42|28977	392.7406
MRPL43|84545	1664.3368	MRPL43|84545	1933.0914
MRPL44|65080	425.994	MRPL44|65080	681.8923
MRPL45|84311	1245.573	MRPL45|84311	1071.7781
MRPL46|26589	325.0919	MRPL46|26589	556.6884
MRPL47|57129	498.1624	MRPL47|57129	613.7847
MRPL48|51642	255.5964	MRPL48|51642	496.3295
MRPL49|740	1362.1784	MRPL49|740	1883.7684
MRPL4|51073	630.137	MRPL4|51073	1852.3654
MRPL50|54534	287.3371	MRPL50|54534	337.2757
MRPL51|51258	1438.6903	MRPL51|51258	2119.0865
MRPL52|122704	701.6372	MRPL52|122704	914.7635
MRPL53|116540	414.2766	MRPL53|116540	1028.9763
MRPL54|116541	530.5713	MRPL54|116541	1444.9429
MRPL55|128308	634.4805	MRPL55|128308	1060.3589
MRPL9|65005	966.3548	MRPL9|65005	1262.6019999999999
MRPS10|55173	618.7771	MRPS10|55173	773.2463
MRPS11|64963	405.6131	MRPS11|64963	788.7439
MRPS12|6183	463.7487	MRPS12|6183	912.916
MRPS14|63931	414.9683	MRPS14|63931	391.5171
MRPS15|64960	693.2843	MRPS15|64960	1451.876
MRPS16|51021	2063.0271	MRPS16|51021	1927.0595
MRPS17|51373	261.2897	MRPS17|51373	363.0343
MRPS18A|55168	717.3405	MRPS18A|55168	1093.8010000000002
MRPS18B|28973	1429.6692	MRPS18B|28973	1912.7243
MRPS18C|51023	253.8089	MRPS18C|51023	438.7194
MRPS21|54460	600.4009	MRPS21|54460	1490.6199
MRPS22|56945	463.4146	MRPS22|56945	565.2529
MRPS23|51649	1340.1270000000002	MRPS23|51649	725.5302
MRPS24|64951	787.8383	MRPS24|64951	1587.2757
MRPS25|64432	683.4013	MRPS25|64432	937.2798
MRPS26|64949	1256.5987	MRPS26|64949	1465.3344
MRPS27|23107	1246.5753	MRPS27|23107	1572.5938
MRPS28|28957	493.1674	MRPS28|28957	313.2015
MRPS2|51116	1151.6271	MRPS2|51116	1556.6395
MRPS30|10884	367.1901	MRPS30|10884	451.4682
MRPS31|10240	444.7043	MRPS31|10240	511.0114
MRPS33|51650	587.7046	MRPS33|51650	660.2773
MRPS34|65993	1774.8079	MRPS34|65993	1407.8303
MRPS35|60488	1691.9479	MRPS35|60488	1068.5155
MRPS36|92259	456.7324	MRPS36|92259	411.093
MRPS5|64969	398.9308	MRPS5|64969	845.0245
MRPS6|64968	461.6138	MRPS6|64968	729.0457
MRPS7|51081	1867.4641	MRPS7|51081	1401.668
MRPS9|64965	222.5192	MRPS9|64965	674.5514
MRRF|92399	555.9639	MRRF|92399	401.3051
MRS2|57380	711.3264	MRS2|57380	418.4339
MRTO4|51154	785.4995	MRTO4|51154	1423.7357
MRVI1|10335	178.4163	MRVI1|10335	417.2104
MS4A14|84689	6.7056	MS4A14|84689	52.6101
MS4A15|219995	157.3672	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MS4A1|931	9.3801
MS4A2|2206	56.7992	MS4A2|2206	77.8956
MS4A4A|51338	148.6803	MS4A4A|51338	318.5155
MS4A6A|64231	334.44699999999995	MS4A6A|64231	811.1746
MS4A7|58475	301.6806	MS4A7|58475	1134.1762
MS4A8B|83661	38.423	lowly_expressed	lowly_expressed
MSC|9242	113.3311	MSC|9242	111.6436
MSH2|4436	657.8684	MSH2|4436	501.2235
MSH3|4437	402.0648	MSH3|4437	274.9184
MSH5|4439	193.9024	MSH5|4439	130.1509
MSH6|2956	784.4972	MSH6|2956	861.3377
MSI1|4440	832.6094	MSI1|4440	109.2985
MSI2|124540	657.5342	MSI2|124540	108.8907
MSL1|339287	3005.0117	MSL1|339287	1409.0538
MSL2|55167	732.3755	MSL2|55167	497.1452
MSL3L2|151507	79.5189	MSL3L2|151507	44.0457
MSL3|10943	305.3792	MSL3|10943	554.2414
MSLN|10232	29.7361	MSLN|10232	162.7243
MSMB|4477	668.8941	MSMB|4477	6.5253
MSMP|692094	60.8086	MSMP|692094	27.3246
MSN|4478	2591.714	MSN|4478	5792.8222
MSR1|4481	327.7648	MSR1|4481	236.9494
MSRA|4482	148.3461	MSRA|4482	382.13699999999994
MSRB2|22921	276.6455	MSRB2|22921	849.9184
MSRB3|253827	388.2392	MSRB3|253827	1573.8173
MST1P2|11209	34.7477	MST1P2|11209	143.1485
MST1P9|11223	11.694	MST1P9|11223	51.3866
MST1R|4486	31.4066	MST1R|4486	190.0489
MST1|4485	212.4958	MST1|4485	165.1713
MST4|51765	31.7407	MST4|51765	209.217
MSTN|2660	8.6869	lowly_expressed	lowly_expressed
MSTO1|55154	564.6876	MSTO1|55154	756.77
MSTO2P|100129405	144.9683	MSTO2P|100129405	73.4951
MSX1|4487	70.4978	MSX1|4487	143.5563
MSX2P1|55545	6.3481	lowly_expressed	lowly_expressed
MSX2|4488	587.3705	MSX2|4488	371.1256
MT1A|4489	14.0327	MT1A|4489	52.2023
MT1E|4493	92.5493	MT1E|4493	1436.7863
MT1F|4494	27.7314	MT1F|4494	303.0179
MT1G|4495	19.0444	MT1G|4495	332.3817
MT1L|4500	8.3528	MT1L|4500	155.7912
MT1M|4499	7.3505	MT1M|4499	189.2333
MT1X|4501	129.9699	MT1X|4501	3241.4356
MT2A|4502	800.2005	MT2A|4502	10254.4861
MTA1|9112	2220.5145	MTA1|9112	1303.8336
MTA2|9219	1649.1814	MTA2|9219	2284.2577
MTA3|57504	761.4434	MTA3|57504	796.4927
MTAP|4507	385.2122	MTAP|4507	531.8108
MTBP|27085	148.3461	MTBP|27085	36.2969
MTCH1|23787	3393.585	MTCH1|23787	5538.7439
MTCH2|23788	1667.5576	MTCH2|23788	1302.2023
MTCP1NB|100272147	255.9305	MTCP1NB|100272147	434.69
MTCP1|4515	12.0281	MTCP1|4515	26.5661
MTDH|92140	6126.2947	MTDH|92140	1782.6264
MTERFD1|51001	410.2907	MTERFD1|51001	290.3752
MTERFD2|130916	232.8767	MTERFD2|130916	431.8923
MTERFD3|80298	283.6619	MTERFD3|80298	528.1403
MTERF|7978	178.7504	MTERF|7978	139.47799999999998
MTF1|4520	436.6856	MTF1|4520	356.4437
MTF2|22823	263.9492	MTF2|22823	334.8287
MTFMT|123263	226.1945	MTFMT|123263	328.7113
MTFR1|9650	1531.9078	MTFR1|9650	263.0506
MTG1|92170	685.5997	MTG1|92170	770.3915
MTHFD1L|25902	132.6428	MTHFD1L|25902	306.6884
MTHFD1|4522	1799.9232	MTHFD1|4522	1114.5595
MTHFD2L|441024	213.8189	MTHFD2L|441024	308.2259
MTHFD2|10797	1622.1116	MTHFD2|10797	714.1109
MTHFR|4524	533.164	MTHFR|4524	658.2137
MTHFSD|64779	331.7741	MTHFSD|64779	416.8026
MTHFS|10588	287.003	MTHFS|10588	435.155
MTIF2|4528	521.8844	MTIF2|4528	448.2055
MTIF3|219402	678.9175	MTIF3|219402	898.0424
MTL5|9633	1422.3187	MTL5|9633	302.6101
MTM1|4534	431.0057	MTM1|4534	238.5808
MTMR10|54893	885.3057	MTMR10|54893	656.0114
MTMR11|10903	76.5119	MTMR11|10903	471.8597
MTMR12|54545	1602.0715	MTMR12|54545	977.5693
MTMR14|64419	882.7264	MTMR14|64419	1171.2887
MTMR15|22909	827.6913	MTMR15|22909	412.9119
MTMR1|8776	1326.0942	MTMR1|8776	569.3312
MTMR2|8898	302.7063	MTMR2|8898	481.6476
MTMR3|8897	1194.1196	MTMR3|8897	1130.5057
MTMR4|9110	2055.1286	MTMR4|9110	610.1142
MTMR6|9107	1242.2319	MTMR6|9107	532.2186
MTMR7|9108	129.9733	MTMR7|9108	40.2692
lowly_expressed	lowly_expressed	MTMR8|55613	8.1566
MTMR9L|339483	59.4721	MTMR9L|339483	225.5302
MTMR9|66036	1084.8012	MTMR9|66036	196.9698
MTO1|25821	355.8303	MTO1|25821	335.2365
MTOR|2475	1120.6148	MTOR|2475	933.5237
MTP18|51537	179.7661	MTP18|51537	503.9356
MTPAP|55149	429.001	MTPAP|55149	359.7064
MTRF1L|54516	254.5941	MTRF1L|54516	188.4176
MTRF1|9617	114.9348	MTRF1|9617	88.4992
MTRR|4552	617.7748	MTRR|4552	393.9641
MTR|4548	1010.3575	MTR|4548	612.1533
MTSS1L|92154	709.3218	MTSS1L|92154	1360.9299
MTSS1|9788	3994.985	MTSS1|9788	376.0196
MTTP|4547	6.3481	lowly_expressed	lowly_expressed
MTUS1|57509	3271.9679	MTUS1|57509	1683.1158
MTUS2|23281	41.7641	MTUS2|23281	30.5873
MTX1|4580	840.1771	MTX1|4580	1154.9715
MTX2|10651	424.9916	MTX2|10651	485.3181
MTX3|345778	743.4013	MTX3|345778	393.1485
lowly_expressed	lowly_expressed	MUC12|10071	6.5253
MUC15|143662	6.3481	MUC15|143662	597.0636
lowly_expressed	lowly_expressed	MUC16|94025	101.9576
MUC1|4582	514.1998	MUC1|4582	3958.8091
MUC20|200958	45.1052	MUC20|200958	417.2104
MUC5B|727897	2591.3799	MUC5B|727897	199.429
lowly_expressed	lowly_expressed	MUC6|4588	150.4894
lowly_expressed	lowly_expressed	MUC7|4589	6.5253
MUCL1|118430	194.7878	MUCL1|118430	12825.4486
MUDENG|55745	834.6141	MUDENG|55745	475.5302
MUL1|79594	878.717	MUL1|79594	1539.9674
MUM1L1|139221	10.6916	MUM1L1|139221	163.9478
MUM1|84939	976.278	MUM1|84939	1522.0228
MUS81|80198	1037.0865	MUS81|80198	805.0571
MUSTN1|389125	26.3949	MUSTN1|389125	105.1468
MUTED|63915	325.0919	MUTED|63915	304.2414
MUTYH|4595	138.4631	MUTYH|4595	324.2945
MUT|4594	758.1022	MUT|4594	546.9005
MVD|4597	427.3304	MVD|4597	1143.5563
MVK|4598	852.9903	MVK|4598	726.7537
MVP|9961	2916.4718	MVP|9961	4953.0995
MX1|4599	687.2703	MX1|4599	804.6493
MX2|4600	215.5028	MX2|4600	209.217
MXD1|4084	513.1975	MXD1|4084	304.2414
MXD3|83463	273.6853	MXD3|83463	253.3197
MXD4|10608	4807.8851	MXD4|10608	3294.4535
MXI1|4601	1276.9796	MXI1|4601	1563.6215
MXRA5|25878	3065.4861	MXRA5|25878	1470.6362
MXRA7|439921	3669.8964	MXRA7|439921	4323.8173
MXRA8|54587	880.7217	MXRA8|54587	4623.5726
MYADML2|255275	5.3458	lowly_expressed	lowly_expressed
MYADM|91663	14441.3632	MYADM|91663	13987.7651
MYBBP1A|10514	1213.4748	MYBBP1A|10514	1508.9315
MYBL1|4603	398.9308	MYBL1|4603	35.0734
MYBL2|4605	757.434	MYBL2|4605	26.9168
MYBPC1|4604	85.1988	MYBPC1|4604	694.9429
lowly_expressed	lowly_expressed	MYBPH|4608	6.1175
MYB|4602	3227.5309	MYB|4602	1363.3768
MYCBP2|23077	1588.707	MYCBP2|23077	923.3279
lowly_expressed	lowly_expressed	MYCBPAP|84073	8.5644
MYCBP|26292	1019.0444	MYCBP|26292	769.9837
MYCL1|4610	15.7033	MYCL1|4610	139.8858
MYCN|4613	212.4958	MYCN|4613	31.8108
MYCT1|80177	195.4561	MYCT1|80177	231.2398
MYC|4609	3175.7434	MYC|4609	4467.7814
MYD88|4615	1186.7691	MYD88|4615	992.2512
MYEF2|50804	784.9348	MYEF2|50804	244.1395
MYEOV2|150678	879.0511	MYEOV2|150678	1521.615
MYEOV|26579	7.3505	MYEOV|26579	141.925
MYH10|4628	1627.13	MYH10|4628	1287.9282
MYH11|4629	620.1303	MYH11|4629	11441.2235
MYH14|79784	2732.0414	MYH14|79784	3267.1289
lowly_expressed	lowly_expressed	MYH1|4619	16.721
MYH3|4621	25.7267	MYH3|4621	82.3817
MYH7B|57644	5.3458	MYH7B|57644	42.4144
MYH9|4627	12100.9021	MYH9|4627	28294.4535
MYL12A|10627	2436.0174	MYL12A|10627	9102.3654
MYL12B|103910	3846.3081	MYL12B|103910	11341.7618
lowly_expressed	lowly_expressed	MYL3|4634	10.1958
