gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
PALM2|114299	48.7014	PALM2|114299	39.3523
PALM3|342979	44.8666	PALM3|342979	48.1717
PALMD|54873	254.2441	PALMD|54873	1035.2908
PALM|5064	389.9944	PALM|5064	526.6776
PAMR1|25891	116.5765	PAMR1|25891	2182.5809
PAM|5066	1686.5243	PAM|5066	4022.7411
PAN2|9924	582.1155	PAN2|9924	936.9402
PAN3|255967	1260.4833	PAN3|255967	1307.8625
PANK1|53354	156.0744	PANK1|53354	67.4404
PANK2|80025	563.7087	PANK2|80025	437.9613
PANK3|79646	292.5916	PANK3|79646	817.3137
PANK4|55229	210.1445	PANK4|55229	290.6361
PANX1|24145	585.5668	PANX1|24145	429.5313
PANX2|56666	10.7373	PANX2|56666	36.9317
PANX3|116337	12.6547	lowly_expressed	lowly_expressed
PAOX|196743	198.6402	PAOX|196743	106.7807
PAPD4|167153	685.2703	PAPD4|167153	1149.6987
PAPD5|64282	236.6042	PAPD5|64282	394.6068
PAPD7|11044	243.5068	PAPD7|11044	685.2429
PAPLN|89932	969.809	PAPLN|89932	329.1735
PAPOLA|10914	4924.5896	PAPOLA|10914	3752.1765
PAPOLG|64895	253.0937	PAPOLG|64895	428.327
lowly_expressed	lowly_expressed	PAPPA2|60676	11.6415
PAPPA|5069	62.5065	PAPPA|5069	63.0247
PAPSS1|9061	3569.0045	PAPSS1|9061	3193.7858
PAPSS2|9060	4022.6557	PAPSS2|9060	610.9781
PAQR3|152559	79.7744	PAQR3|152559	425.5491
PAQR4|124222	1292.8486	PAQR4|124222	242.7093
PAQR5|54852	75.5446	PAQR5|54852	141.3037
PAQR6|79957	202.4749	PAQR6|79957	37.7345
PAQR7|164091	460.1703	PAQR7|164091	521.4590000000001
PAQR8|85315	141.8859	PAQR8|85315	214.7656
PAR-SN|347746	7.6695	PAR-SN|347746	195.0795
lowly_expressed	lowly_expressed	PAR5|8123	61.8204
PARD3B|117583	29.5276	PARD3B|117583	100.7592
PARD3|56288	582.499	PARD3|56288	1267.318
PARD6A|50855	53.6865	PARD6A|50855	80.2862
PARD6B|84612	254.2441	PARD6B|84612	870.3026
PARD6G|84552	117.3434	PARD6G|84552	429.9327
PARG|8505	435.2444	PARG|8505	490.5488
PARK2|5071	9.9704	PARK2|5071	100.3578
PARK7|11315	3573.9896	PARK7|11315	3626.5286
PARL|55486	1441.8671	PARL|55486	861.0697
PARM1|25849	138.8181	PARM1|25849	917.6715
PARN|5073	3140.6626	PARN|5073	1106.3441
PARP10|84875	3050.9294	PARP10|84875	526.2762
PARP11|57097	281.0874	PARP11|57097	408.2554
PARP12|64761	2147.8451	PARP12|64761	560.3978
PARP14|54625	4991.6978	PARP14|54625	1388.5502
PARP15|165631	12.2712	PARP15|165631	5.62
PARP16|54956	213.5957	PARP16|54956	383.3667
PARP1|142	5181.9015	PARP1|142	2666.3054
PARP2|10038	1114.7626	PARP2|10038	429.5313
PARP3|10039	1467.1764	PARP3|10039	670.3899
PARP4|143	355.8651	PARP4|143	2089.0475
PARP6|56965	647.3063	PARP6|56965	762.3177
PARP8|79668	95.8688	PARP8|79668	382.5638
PARP9|83666	4609.7947	PARP9|83666	1230.8841
PARS2|25973	325.954	PARS2|25973	156.9596
lowly_expressed	lowly_expressed	PART1|25859	69.4476
PARVA|55742	1194.5255	PARVA|55742	2758.2331
PARVB|29780	152.2397	PARVB|29780	183.0526
PARVG|64098	158.7588	PARVG|64098	80.6877
PASK|23178	273.8014	PASK|23178	174.2211
PATL1|219988	1534.2846	PATL1|219988	995.1477
PATL2|197135	15.339	lowly_expressed	lowly_expressed
PATZ1|23598	2412.8265	PATZ1|23598	1915.2278
PAWR|5074	250.4094	PAWR|5074	445.99
lowly_expressed	lowly_expressed	PAX2|5076	20.8744
lowly_expressed	lowly_expressed	PAX3|5077	5.62
PAX6|5080	26.4598	PAX6|5080	73.0605
PAX8|7849	187.5194	PAX8|7849	87.512
PAX9|5083	187.5194	PAX9|5083	151.741
PAXIP1|22976	377.4125	PAXIP1|22976	472.8015
PBK|55872	123.479	PBK|55872	18.0644
PBLD|64081	123.0956	PBLD|64081	199.9127
PBRM1|55193	1208.3306	PBRM1|55193	1808.0457
PBX1|5087	5734.1059	PBX1|5087	4662.6222
PBX2|5089	4245.8383	PBX2|5089	1246.0421
PBX3|5090	111.5913	PBX3|5090	983.9076
PBX4|80714	6.1356	PBX4|80714	14.4515
PBXIP1|57326	3044.0268	PBXIP1|57326	2983.4359
PCBD1|5092	1158.0954	PCBD1|5092	1078.2439
PCBD2|84105	186.3153	PCBD2|84105	349.6465
PCBP1|5093	7795.2856	PCBP1|5093	6316.9198
PCBP2|5094	10462.5479	PCBP2|5094	11883.018999999998
PCBP3|54039	9.2034	PCBP3|54039	22.8816
PCBP4|57060	618.5456	PCBP4|57060	571.2365
PCCA|5095	1522.4966	PCCA|5095	557.8568
PCCB|5096	3168.7943	PCCB|5096	1120.2136
PCDH10|57575	5.3687	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCDH11X|27328	30.9102
PCDH12|51294	273.0344	PCDH12|51294	266.1488
PCDH17|27253	136.1337	PCDH17|27253	55.3975
PCDH18|54510	279.937	PCDH18|54510	460.4415
PCDH19|57526	62.8899	PCDH19|57526	148.9309
PCDH1|5097	977.862	PCDH1|5097	2117.1476
PCDH20|64881	33.3623	PCDH20|64881	28.5016
PCDH7|5099	349.7295	PCDH7|5099	473.2873
lowly_expressed	lowly_expressed	PCDH8|5100	10.8386
PCDH9|5101	6.5191	PCDH9|5101	27.6987
PCDHA10|56139	25.0639	PCDHA10|56139	44.868
PCDHA11|56138	154.3296	PCDHA11|56138	72.6109
PCDHA12|56137	160.5151	PCDHA12|56137	39.2319
PCDHA13|56136	21.9233	PCDHA13|56136	20.0555
PCDHA1|56147	378.1795	PCDHA1|56147	45.5102
PCDHA2|56146	16.8729	PCDHA2|56146	19.2165
PCDHA3|56145	75.3682	PCDHA3|56145	108.7918
PCDHA4|56144	5.1808	PCDHA4|56144	48.6976
PCDHA5|56143	7.5123	PCDHA5|56143	15.1139
PCDHA6|56142	10.1698	PCDHA6|56142	224.7452
PCDHA7|56141	103.4808	PCDHA7|56141	29.0315
PCDHA8|56140	15.0744	PCDHA8|56140	6.5915
PCDHA9|9752	9.1842	PCDHA9|9752	14.4997
lowly_expressed	lowly_expressed	PCDHAC1|56135	11.7338
PCDHAC2|56134	10.814	PCDHAC2|56134	21.0751
PCDHB10|56126	56.7543	PCDHB10|56126	90.322
PCDHB11|56125	12.2712	PCDHB11|56125	26.4945
PCDHB12|56124	23.7755	PCDHB12|56124	37.7345
PCDHB13|56123	98.5531	PCDHB13|56123	123.6408
PCDHB14|56122	97.7862	PCDHB14|56122	199.1098
PCDHB15|56121	12.6547	PCDHB15|56121	43.3546
PCDHB16|57717	189.0533	PCDHB16|57717	187.0669
PCDHB17|54661	23.392	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCDHB18|54660	56.6018
lowly_expressed	lowly_expressed	PCDHB19P|84054	27.6987
PCDHB2|56133	194.0385	PCDHB2|56133	220.3857
PCDHB3|56132	19.9407	PCDHB3|56132	66.6376
PCDHB4|56131	46.4005	PCDHB4|56131	310.3062
PCDHB5|26167	587.4841	PCDHB5|26167	157.361
PCDHB6|56130	46.016999999999996	PCDHB6|56130	158.5653
PCDHB7|56129	146.871	PCDHB7|56129	188.6726
PCDHB8|56128	96.2523	PCDHB8|56128	156.9596
PCDHB9|56127	71.3264	PCDHB9|56127	100.7592
PCDHGA10|56106	180.10299999999998	PCDHGA10|56106	206.2954
PCDHGA11|56105	7.3397	PCDHGA11|56105	44.7114
PCDHGA12|26025	14.1886	PCDHGA12|26025	20.473
lowly_expressed	lowly_expressed	PCDHGA1|56114	15.2544
PCDHGA2|56113	113.9267	PCDHGA2|56113	255.7397
PCDHGA3|56112	16.8729	PCDHGA3|56112	29.3045
PCDHGA4|56111	299.8048	PCDHGA4|56111	92.3051
PCDHGA5|56110	18.7903	PCDHGA5|56110	87.8933
PCDHGA6|56109	12.6547	PCDHGA6|56109	112.766
PCDHGA7|56108	12.6547	PCDHGA7|56108	156.3414
PCDHGA8|9708	6.1356	PCDHGA8|9708	10.4372
PCDHGA9|56107	12.6547	PCDHGA9|56107	153.7762
PCDHGB1|56104	14.5721	PCDHGB1|56104	92.9554
PCDHGB2|56103	19.9407	PCDHGB2|56103	86.2595
lowly_expressed	lowly_expressed	PCDHGB3|56102	39.2238
PCDHGB4|8641	48.8011	PCDHGB4|8641	65.9431
PCDHGB5|56101	14.9555	PCDHGB5|56101	272.1261
PCDHGB6|56100	13.4216	PCDHGB6|56100	182.9803
PCDHGB7|56099	57.5098	PCDHGB7|56099	501.2108
PCDHGC3|5098	1910.5007	PCDHGC3|5098	2296.8643
lowly_expressed	lowly_expressed	PCDHGC4|56098	8.8315
lowly_expressed	lowly_expressed	PCDHGC5|56097	28.4775
PCF11|51585	1140.839	PCF11|51585	1842.5688
PCGF1|84759	261.1467	PCGF1|84759	203.1241
PCGF2|7703	2934.7133	PCGF2|7703	746.6618
PCGF3|10336	977.095	PCGF3|10336	1565.1799
PCGF5|84333	541.4671	PCGF5|84333	1859.0274
PCGF6|84108	154.924	PCGF6|84108	145.3181
PCID2|55795	1255.8816	PCID2|55795	944.166
PCIF1|63935	1460.2739	PCIF1|63935	1182.616
PCK2|5106	1907.0226	PCK2|5106	671.1928
PCLO|27445	605.124	PCLO|27445	410.2626
PCM1|5108	933.7623	PCM1|5108	4143.5718
PCMT1|5110	1098.6567	PCMT1|5110	1704.4765
PCMTD1|115294	1104.7923	PCMTD1|115294	2479.6399
PCMTD2|55251	996.6523	PCMTD2|55251	1851.4002
PCNA|5111	1977.582	PCNA|5111	1261.698
PCNP|57092	2010.9444	PCNP|57092	3134.7755
PCNT|5116	513.0899	PCNT|5116	614.1896
PCNXL2|80003	192.8881	PCNXL2|80003	404.2411
PCNXL3|399909	1310.335	PCNXL3|399909	1344.3928
PCNX|22990	1170.75	PCNX|22990	2143.2407
PCOLCE2|26577	8.8199	PCOLCE2|26577	71.4547
PCOLCE|5118	1731.6747	PCOLCE|5118	728.9507
PCOTH|542767	21.0413	PCOTH|542767	20.77
PCP2|126006	47.1675	PCP2|126006	30.1073
PCP4L1|654790	27.6102	PCP4L1|654790	32.5159
PCP4|5121	47.5509	PCP4|5121	14.4515
PCSK1N|27344	17.2564	PCSK1N|27344	13.6487
lowly_expressed	lowly_expressed	PCSK1|5122	7.2258
PCSK4|54760	134.5998	PCSK4|54760	48.1717
PCSK5|5125	51.3857	PCSK5|5125	82.6948
PCSK6|5046	171.03	PCSK6|5046	606.161
PCSK7|9159	1029.1480000000001	PCSK7|9159	619.7293
PCSK9|255738	33.3623	lowly_expressed	lowly_expressed
PCTP|58488	327.8714	PCTP|58488	459.2372
PCYOX1L|78991	208.99400000000003	PCYOX1L|78991	355.668
PCYOX1|51449	2280.144	PCYOX1|51449	4225.0623
PCYT1A|5130	249.6424	PCYT1A|5130	367.3095
PCYT1B|9468	8.8199	PCYT1B|9468	77.8776
PCYT2|5833	1479.0642	PCYT2|5833	409.8612
PC|5091	338.6087	PC|5091	504.5989
PDAP1|11333	3325.8811	PDAP1|11333	1085.4697
PDCD10|11235	1211.7819	PDCD10|11235	671.9957
PDCD11|22984	1156.9449	PDCD11|22984	1145.2829
PDCD1LG2|80380	58.2882	PDCD1LG2|80380	60.2147
PDCD1|5133	26.0763	lowly_expressed	lowly_expressed
PDCD2L|84306	277.2526	PDCD2L|84306	97.9492
PDCD2|5134	515.3908	PDCD2|5134	980.6962
PDCD4|27250	12068.4695	PDCD4|27250	7145.9272
PDCD5|9141	567.9269	PDCD5|9141	496.1688
PDCD6IP|10015	5714.9321	PDCD6IP|10015	4524.9314
PDCD6|10016	1806.1686	PDCD6|10016	1632.6203
PDCD7|10081	533.0306	PDCD7|10081	585.688
PDCL3|79031	519.2255	PDCL3|79031	379.7538
PDCL|5082	362.7676	PDCL|5082	561.6021
PDDC1|347862	764.6497	PDDC1|347862	873.9155
PDE10A|10846	50.2353	PDE10A|10846	71.4547
PDE11A|50940	40.6484	PDE11A|50940	71.0533
PDE12|201626	706.7449	PDE12|201626	786.805
PDE1A|5136	26.4598	PDE1A|5136	66.6376
PDE1B|5153	72.0934	PDE1B|5153	79.8848
lowly_expressed	lowly_expressed	PDE1C|5137	240.4572
PDE2A|5138	69.40899999999999	PDE2A|5138	505.0003
PDE3A|5139	13.0382	PDE3A|5139	22.4801
PDE3B|5140	25.6928	PDE3B|5140	23.283
PDE4A|5141	276.4857	PDE4A|5141	354.8651
PDE4B|5142	180.6169	PDE4B|5142	1376.1058
PDE4DIP|9659	1310.335	PDE4DIP|9659	1074.6311
PDE4D|5144	48.3179	PDE4D|5144	173.8197
PDE5A|8654	95.4853	PDE5A|8654	1249.5185
PDE6B|5158	171.4135	PDE6B|5158	166.9953
PDE6D|5147	410.702	PDE6D|5147	311.5105
PDE6G|5148	12.6547	lowly_expressed	lowly_expressed
PDE7A|5150	867.8046	PDE7A|5150	783.1921
PDE7B|27115	22.625	PDE7B|27115	103.5692
PDE8A|5151	206.3097	PDE8A|5151	466.8644
PDE8B|8622	44.4831	PDE8B|8622	200.7156
PDE9A|5152	34.8963	PDE9A|5152	297.8619
PDF|64146	203.93599999999998	PDF|64146	108.9685
PDGFA|5154	188.6698	PDGFA|5154	1370.4858
PDGFB|5155	640.0202	PDGFB|5155	815.7080000000001
PDGFC|56034	432.1766	PDGFC|56034	820.5252
PDGFD|80310	159.9092	PDGFD|80310	1501.3523
PDGFRA|5156	566.0095	PDGFRA|5156	2634.7007
PDGFRB|5159	1915.8425	PDGFRB|5159	1713.3079
PDGFRL|5157	510.0221	PDGFRL|5157	346.8365
PDHA1|5160	2253.3008	PDHA1|5160	1125.392
PDHB|5162	3657.2038	PDHB|5162	1144.4801
PDHX|8050	1188.0064	PDHX|8050	591.7697
PDIA3P|171423	2970.783	PDIA3P|171423	2284.143
PDIA3|2923	12133.8942	PDIA3|2923	9250.502
PDIA4|9601	6136.3715	PDIA4|9601	3406.9458
PDIA5|10954	595.5371	PDIA5|10954	397.8182
PDIA6|10130	5007.8076	PDIA6|10130	5276.294
PDIK1L|149420	254.6276	PDIK1L|149420	518.2476
PDK1|5163	166.8117	PDK1|5163	239.6544
PDK2|5164	1098.6567	PDK2|5164	1170.5731
PDK3|5165	398.0473	PDK3|5165	343.2236
PDK4|5166	153.3901	PDK4|5166	1018.4307
PDLIM1|9124	3359.627	PDLIM1|9124	5722.4004
PDLIM2|64236	304.8629	PDLIM2|64236	254.5073
PDLIM3|27295	514.2404	PDLIM3|27295	4664.6294
PDLIM4|8572	369.6702	PDLIM4|8572	1003.1763
PDLIM5|10611	695.6242	PDLIM5|10611	5625.6555
PDLIM7|9260	1079.0994	PDLIM7|9260	932.9259
PDP1|54704	852.4656	PDP1|54704	1432.3062
PDP2|57546	82.0637	PDP2|57546	154.9524
PDPK1|5170	939.1310000000001	PDPK1|5170	1687.2029
PDPN|10630	398.8143	PDPN|10630	664.3685
PDPR|55066	392.5483	PDPR|55066	1195.8994
PDRG1|81572	1126.6504	PDRG1|81572	484.1259
PDS5A|23244	2419.729	PDS5A|23244	3093.4281
PDS5B|23047	950.2518	PDS5B|23047	1154.9173
PDSS1|23590	135.8806	PDSS1|23590	59.0545
PDSS2|57107	256.9284	PDSS2|57107	466.4629
PDXDC1|23042	6790.5803	PDXDC1|23042	3311.4052
PDXDC2|283970	270.7335	PDXDC2|283970	297.4604
PDXK|8566	1869.0585	PDXK|8566	1908.0020000000002
PDXP|57026	102.3879	PDXP|57026	189.8769
PDZD11|51248	1216.7671	PDZD11|51248	621.4153
PDZD2|23037	342.4434	PDZD2|23037	637.0712
PDZD3|79849	5.3687	lowly_expressed	lowly_expressed
PDZD4|57595	18.0233	PDZD4|57595	132.8737
PDZD8|118987	184.0681	PDZD8|118987	519.4518
PDZK1IP1|10158	913.0546	PDZK1IP1|10158	795.235
PDZK1P1|728939	165.2778	PDZK1P1|728939	24.8887
PDZK1|5174	1267.0023	PDZK1|5174	1110.7599
PDZRN3|23024	567.1599	PDZRN3|23024	527.8819
PDZRN4|29951	5.3687	PDZRN4|29951	45.7631
PEA15|8682	4017.6705	PEA15|8682	4453.4766
PEAR1|375033	49.0848	PEAR1|375033	228.0129
PEBP1|5037	9822.3359	PEBP1|5037	8520.7766
PEBP4|157310	130.3816	PEBP4|157310	61.8204
PECAM1|5175	834.8257	PECAM1|5175	1470.8436
PECI|10455	8154.5635	PECI|10455	1570.3945
PECR|55825	119.2762	PECR|55825	103.9707
PEF1|553115	1687.6747	PEF1|553115	2021.6070000000002
PEG10|23089	14140.2676	PEG10|23089	6361.4787
PEG3|5178	172.5485	PEG3|5178	750.2828
PELI1|57162	271.5005	PELI1|57162	1755.4582
PELI2|57161	73.2438	PELI2|57161	382.9653
PELI3|246330	321.7358	PELI3|246330	264.9445
PELO|53918	260.9281	PELO|53918	450.7389
PELP1|27043	3437.8559	PELP1|27043	1435.1162
PEMT|10400	605.124	PEMT|10400	283.8118
lowly_expressed	lowly_expressed	PENK|5179	22.4801
PEPD|5184	1468.3269	PEPD|5184	950.5888
PER1|5187	523.0603	PER1|5187	1344.3928
PER2|8864	416.8376	PER2|8864	2167.3265
PER3|8863	273.8014	PER3|8863	738.6332
PERP|64065	2638.6934	PERP|64065	11785.6157
PES1|23481	1352.1338	PES1|23481	1203.8919
PET112L|5188	987.8323	PET112L|5188	387.381
PEX10|5192	651.0183	PEX10|5192	320.3741
PEX11A|8800	432.9436	PEX11A|8800	443.1799
PEX11B|8799	2226.074	PEX11B|8799	912.4529
PEX11G|92960	110.4409	PEX11G|92960	85.1034
PEX12|5193	310.2315	PEX12|5193	393.001
PEX13|5194	866.6541	PEX13|5194	880.3384
PEX14|5195	384.2422	PEX14|5195	339.2093
PEX16|9409	708.2788	PEX16|9409	311.5105
PEX19|5824	2309.9554	PEX19|5824	2367.1067
PEX1|5189	353.1807	PEX1|5189	616.5982
PEX26|55670	215.1296	PEX26|55670	515.4375
PEX2|5828	1292.3117	PEX2|5828	1333.9556
PEX3|8504	256.1615	PEX3|8504	553.9749
PEX5|5830	1060.3092	PEX5|5830	1117.5842
PEX6|5190	2594.5938	PEX6|5190	1290.601
PEX7|5191	161.0596	PEX7|5191	264.9445
PFAS|5198	553.3548	PFAS|5198	425.1155
PFDN1|5201	1233.2565	PFDN1|5201	1200.6804
PFDN2|5202	1247.8286	PFDN2|5202	351.2522
PFDN4|5203	288.7569	PFDN4|5203	289.4318
PFDN5|5204	6138.6723	PFDN5|5204	6526.4669
PFDN6|10471	1873.2768	PFDN6|10471	272.9731
PFKFB1|5207	8.4365	PFKFB1|5207	9.2329
PFKFB2|5208	676.4504	PFKFB2|5208	491.3517
PFKFB3|5209	767.7175	PFKFB3|5209	2191.8138
PFKFB4|5210	270.3501	PFKFB4|5210	195.0955
PFKL|5211	3988.5264	PFKL|5211	2021.6070000000002
PFKM|5213	1147.358	PFKM|5213	1104.337
PFKP|5214	761.9654	PFKP|5214	709.3288
PFN1|5216	21373.7619	PFN1|5216	6493.1481
PFN2|5217	4289.170999999999	PFN2|5217	2231.1541
PFN4|375189	6.9026	PFN4|375189	8.8315
PGAM1|5223	2945.8571	PGAM1|5223	2448.3283
PGAM2|5224	27.9937	PGAM2|5224	20.0716
PGAM4|441531	44.0997	PGAM4|441531	42.5517
PGAM5|192111	561.3695	PGAM5|192111	378.5014
PGAP1|80055	319.4349	PGAP1|80055	651.5227
PGAP2|27315	1476.7633	PGAP2|27315	849.0268
PGAP3|93210	1918.1434	PGAP3|93210	1102.7312
PGBD1|84547	236.2208	PGBD1|84547	198.30700000000002
PGBD2|267002	147.638	PGBD2|267002	217.9771
PGBD3|267004	60.7502	PGBD3|267004	119.5261
PGBD4|161779	24.1589	PGBD4|161779	32.1145
PGBD5|79605	28.7606	PGBD5|79605	31.3116
PGCP|10404	1275.4388	PGCP|10404	861.4711
PGC|5225	30.678	lowly_expressed	lowly_expressed
PGD|5226	2113.3323	PGD|5226	1783.1570000000002
PGF|5228	114.6591	PGF|5228	333.9907
PGGT1B|5229	387.31	PGGT1B|5229	577.6594
PGK1|5230	5414.670999999999	PGK1|5230	5331.8079
PGLS|25796	1118.2139	PGLS|25796	767.1348
PGLYRP2|114770	143.8032	PGLYRP2|114770	33.7202
PGM1|5236	1237.8582	PGM1|5236	1952.1594
PGM2L1|283209	389.6109	PGM2L1|283209	450.0043
PGM2|55276	671.4652	PGM2|55276	758.3034
PGM3|5238	307.5894	PGM3|5238	298.1589
PGM5|5239	48.7014	PGM5|5239	562.8064
PGPEP1|54858	366.6024	PGPEP1|54858	903.22
PGP|283871	815.6519	PGP|283871	213.9628
PGRMC1|10857	7955.5782	PGRMC1|10857	3731.7035
PGRMC2|10424	2684.7105	PGRMC2|10424	2113.9362
PGR|5241	6497.9963	PGR|5241	4726.1608
PGS1|9489	541.4671	PGS1|9489	444.7857
PHACTR1|221692	21.8581	PHACTR1|221692	16.4587
PHACTR2|9749	618.9291	PHACTR2|9749	666.3756
PHACTR4|65979	871.2558	PHACTR4|65979	1160.1359
PHAX|51808	314.8332	PHAX|51808	521.8604
PHB2|11331	3740.8014	PHB2|11331	3549.8552
PHB|5245	4482.4426	PHB|5245	2372.8592
PHC1|1911	497.099	PHC1|1911	628.1233
PHC2|1912	1445.7018	PHC2|1912	2722.5057
PHC3|80012	1218.3010000000002	PHC3|80012	1655.9033
PHEX|5251	23.392	PHEX|5251	23.283
PHF10|55274	902.4477	PHF10|55274	2127.7213
PHF11|51131	1275.0553	PHF11|51131	730.2032
PHF12|57649	1381.6614	PHF12|57649	1330.3427
PHF13|148479	667.6305	PHF13|148479	1012.4092
PHF14|9678	1902.8044	PHF14|9678	911.2486
PHF15|23338	419.522	PHF15|23338	1634.226
PHF16|9767	1101.7245	PHF16|9767	647.1069
PHF17|79960	670.3148	PHF17|79960	1175.3903
PHF19|26147	329.4053	PHF19|26147	296.6576
PHF1|5252	2016.6965	PHF1|5252	1388.1488
PHF20L1|51105	893.8809	PHF20L1|51105	1026.0579
PHF20|51230	1078.7160000000001	PHF20|51230	1452.3777
PHF21A|51317	964.8238	PHF21A|51317	1067.8067
PHF21B|112885	12.6547	PHF21B|112885	19.6701
PHF23|79142	2375.2459	PHF23|79142	932.123
PHF2|5253	833.6753	PHF2|5253	1529.4525
PHF3|23469	2857.2743	PHF3|23469	2478.4356
PHF5A|84844	434.094	PHF5A|84844	492.556
PHF6|84295	641.5541	PHF6|84295	743.4504
PHF7|51533	23.392	PHF7|51533	122.8379
PHF8|23133	1208.7141	PHF8|23133	1342.3856
PHGDH|26227	1407.7378	PHGDH|26227	1847.7874
lowly_expressed	lowly_expressed	PHGR1|644844	13.2472
PHIP|55023	672.9493	PHIP|55023	2099.3
PHKA1|5255	345.8947	PHKA1|5255	598.1323
PHKA2|5256	1010.1851	PHKA2|5256	759.9532
PHKB|5257	917.2729	PHKB|5257	2421.031
PHKG1|5260	6.1356	PHKG1|5260	18.8673
PHKG2|5261	1427.6785	PHKG2|5261	412.2697
PHLDA1|22822	340.1426	PHLDA1|22822	1426.6861
PHLDA2|7262	33.7458	PHLDA2|7262	161.7767
PHLDA3|23612	894.6478	PHLDA3|23612	756.6976
PHLDB1|23187	1433.0471	PHLDB1|23187	1755.4582
PHLDB2|90102	320.9688	PHLDB2|90102	976.2804
PHLDB3|653583	382.3249	PHLDB3|653583	124.8451
PHLPP1|23239	377.3397	PHLPP1|23239	752.2819
PHLPP2|23035	138.4653	PHLPP2|23035	460.0119
lowly_expressed	lowly_expressed	PHOSPHO1|162466	5.62
PHOSPHO2|493911	88.5828	PHOSPHO2|493911	142.50799999999998
PHPT1|29085	488.931	PHPT1|29085	598.5338
PHRF1|57661	1140.4555	PHRF1|57661	781.5864
PHTF1|10745	171.4135	PHTF1|10745	185.8626
PHTF2|57157	390.3778	PHTF2|57157	370.9223
PHYHD1|254295	868.188	PHYHD1|254295	912.0394
PHYHIPL|84457	13.8933	PHYHIPL|84457	72.655
PHYHIP|9796	24.1589	PHYHIP|9796	100.7592
PHYH|5264	646.1559	PHYH|5264	535.5091
PI15|51050	41.7988	PI15|51050	16319.3786
PI16|221476	81.2968	PI16|221476	1392.1631
lowly_expressed	lowly_expressed	PI3|5266	148.1281
PI4K2A|55361	695.8619	PI4K2A|55361	861.4711
PI4K2B|55300	545.3019	PI4K2B|55300	618.6053
PI4KAP1|728233	85.515	PI4KAP1|728233	238.4501
PI4KAP2|375133	80.1463	PI4KAP2|375133	68.6447
PI4KA|5297	853.6160000000001	PI4KA|5297	2204.6596
PI4KB|5298	2075.7517	PI4KB|5298	2115.1405
PIAS1|8554	218.9644	PIAS1|8554	471.6815
PIAS2|9063	116.193	PIAS2|9063	270.1631
PIAS3|10401	1551.9245	PIAS3|10401	1461.2092
PIAS4|51588	201.708	PIAS4|51588	249.2887
PIBF1|10464	489.3145	PIBF1|10464	446.1465
PICALM|8301	2995.3254	PICALM|8301	4011.9024
PICK1|9463	208.2271	PICK1|9463	380.9581
PID1|55022	39.8814	PID1|55022	153.3467
PIF1|80119	9.9704	PIF1|80119	5.2186
PIGA|5277	169.4961	PIGA|5277	289.0304
PIGB|9488	255.5671	PIGB|9488	275.2854
PIGC|5279	1260.8667	PIGC|5279	760.3105
PIGF|5281	197.578	PIGF|5281	298.7852
PIGG|54872	507.7481	PIGG|54872	876.2037
PIGH|5283	636.1932	PIGH|5283	418.1106
PIGK|10026	543.001	PIGK|10026	1458.8006
PIGL|9487	90.8836	PIGL|9487	65.0318
PIGM|93183	1416.1742	PIGM|93183	601.3438
PIGN|23556	801.4633	PIGN|23556	1102.7312
PIGO|84720	962.1395	PIGO|84720	949.7860000000001
PIGP|51227	266.1318	PIGP|51227	318.7363
PIGQ|9091	2378.1143	PIGQ|9091	679.6791
PIGR|5284	108.5235	PIGR|5284	2728.5272
PIGS|94005	1048.4214	PIGS|94005	1696.4478
PIGT|51604	3054.3806	PIGT|51604	3726.4849
PIGU|128869	1185.7056	PIGU|128869	390.9939
PIGV|55650	528.0455	PIGV|55650	825.3423
PIGW|284098	197.4898	PIGW|284098	223.5971
PIGX|54965	1000.8705	PIGX|54965	761.1134
PIGY|84992	1623.2509	PIGY|84992	1929.6793
PIGZ|80235	45.2501	PIGZ|80235	84.70200000000001
PIH1D1|55011	1423.0768	PIH1D1|55011	866.6897
PIH1D2|120379	118.1104	PIH1D2|120379	53.3903
PIK3AP1|118788	236.6042	PIK3AP1|118788	207.1384
PIK3C2A|5286	900.7834	PIK3C2A|5286	1816.4757
PIK3C2B|5287	731.6708	PIK3C2B|5287	991.1334
PIK3C2G|5288	65.1908	PIK3C2G|5288	686.8486
PIK3C3|5289	395.7465	PIK3C3|5289	636.6697
PIK3CA|5290	334.7739	lowly_expressed	lowly_expressed
PIK3CB|5291	688.3381	PIK3CB|5291	1298.2282
PIK3CD|5293	179.083	PIK3CD|5293	381.76099999999997
PIK3CG|5294	27.9937	PIK3CG|5294	52.9889
PIK3IP1|113791	420.6724	PIK3IP1|113791	1003.5778
PIK3R1|5295	1166.9153	PIK3R1|5295	8468.1891
PIK3R2|5296	2053.5101	PIK3R2|5296	1472.3128
PIK3R3|8503	2320.4089	PIK3R3|8503	2275.7129
PIK3R4|30849	1085.6185	PIK3R4|30849	1105.9427
PIK3R5|23533	88.1993	PIK3R5|23533	61.0175
PIK3R6|146850	25.6928	lowly_expressed	lowly_expressed
PIKFYVE|200576	401.8821	PIKFYVE|200576	924.4958
PILRA|29992	101.2375	PILRA|29992	54.1932
