gene_id	TCGA-BH-A18M-01A-11R-A12D-07	gene_id	TCGA-BH-A18M-11A-33R-A12D-07
ITIH3|3699	11.754000000000001	ITIH3|3699	29.5284
ITIH4|3700	30.4869	ITIH4|3700	95.0771
ITIH5L|347365	110.9283	ITIH5L|347365	55.9718
ITIH5|80760	814.6984	ITIH5|80760	5863.3759
ITK|3702	77.5029	ITK|3702	63.9048
ITM2A|9452	544.3566	ITM2A|9452	1835.6104
ITM2B|9445	9997.5023	ITM2B|9445	14273.2481
ITM2C|81618	746.0110000000001	ITM2C|81618	1166.5932
ITPA|3704	536.6431	ITPA|3704	413.398
ITPK1|3705	2080.4561	ITPK1|3705	2221.6836
ITPKA|3706	11.754000000000001	lowly_expressed	lowly_expressed
ITPKB|3707	1258.7788	ITPKB|3707	1909.2111
ITPKC|80271	813.2291	ITPKC|80271	1416.483
ITPR1|3708	1636.0083	ITPR1|3708	3633.7594
ITPR2|3709	2636.934	ITPR2|3709	2845.3063
ITPR3|3710	1903.0296	ITPR3|3710	1456.1613
ITPRIPL1|150771	19.4675	ITPRIPL1|150771	68.312
ITPRIPL2|162073	2783.4915	ITPRIPL2|162073	2195.2402
ITPRIP|85450	903.9552	ITPRIP|85450	1798.149
ITSN1|6453	1082.1016	ITSN1|6453	2915.3812
ITSN2|50618	998.7218	ITSN2|50618	1422.2124
IVD|3712	2500.2938	IVD|3712	1548.6999
IVNS1ABP|10625	1800.9315	IVNS1ABP|10625	2366.6814
IWS1|55677	1276.4097	IWS1|55677	1051.1238
IYD|389434	21.6714	lowly_expressed	lowly_expressed
JAG1|182	2196.5267	JAG1|182	2710.0044
JAG2|3714	539.2142	JAG2|3714	1110.6214
JAGN1|84522	595.413	JAGN1|84522	551.7849
JAK1|3716	6853.6775	JAK1|3716	6501.9833
JAK2|3717	514.237	JAK2|3717	728.9555
JAK3|3718	179.2483	JAK3|3718	204.4954
JAKMIP2|9832	8.4482	JAKMIP2|9832	6.1701
JAKMIP3|282973	44.8121	JAKMIP3|282973	55.5311
JAM2|58494	245.3645	JAM2|58494	719.7003
JAM3|83700	843.3487	JAM3|83700	1513.0013
JARID2|3720	600.5554	JARID2|3720	506.3905
JAZF1|221895	376.8623	JAZF1|221895	566.3288
JDP2|122953	570.8031	JDP2|122953	862.4945
JHDM1D|80853	702.3008	JHDM1D|80853	1289.1141
JKAMP|51528	1057.859	JKAMP|51528	929.9251
JMJD1C|221037	1859.83	JMJD1C|221037	2392.4504
JMJD4|65094	633.8743	JMJD4|65094	330.8947
JMJD5|79831	137.7421	JMJD5|79831	95.1961
JMJD6|23210	386.4124	JMJD6|23210	744.8215
JMJD7-PLA2G4B|8681	427.184	JMJD7-PLA2G4B|8681	513.442
JMJD8|339123	1974.0971	JMJD8|339123	1356.9589999999998
JMY|133746	733.8897	JMY|133746	1022.0361
JOSD1|9929	1267.5943	JOSD1|9929	2000.0
JOSD2|126119	146.5576	JOSD2|126119	118.1137
JPH1|56704	175.5752	JPH1|56704	120.3173
JPH2|57158	74.9317	JPH2|57158	416.9238
JPH3|57338	17.631	JPH3|57338	8.8145
JPH4|84502	22.406	JPH4|84502	51.1238
JRKL|8690	299.3594	JRKL|8690	375.9365
JRK|8629	433.4283	JRK|8629	653.1512
JTB|10899	1710.2054	JTB|10899	1312.4725
JUB|84962	898.4455	JUB|84962	884.0899
JUNB|3726	3418.9416	JUNB|3726	6841.3398
JUND|3727	1948.2237	JUND|3727	4140.1498
JUN|3725	7571.0382	JUN|3725	10756.721000000001
JUP|3728	6441.5533	JUP|3728	5837.814
KAL1|3730	838.2063	KAL1|3730	636.8444
KALRN|8997	228.4682	KALRN|8997	610.4011
KANK1|23189	1449.4138	KANK1|23189	2731.1591
KANK2|25959	2050.7038	KANK2|25959	3323.4905
KANK3|256949	65.7489	KANK3|256949	367.1221
KANK4|163782	600.1881	KANK4|163782	801.6747
KARS|3735	1930.5927	KARS|3735	2033.0542
KAT2A|2648	971.908	KAT2A|2648	838.2547
KAT2B|8850	275.4841	KAT2B|8850	733.8034
KAT5|10524	1151.6412	KAT5|10524	965.1741
KATNA1|11104	276.9534	KATNA1|11104	293.0807
KATNAL1|84056	575.5781	KATNAL1|84056	720.1410000000001
KATNAL2|83473	44.4448	KATNAL2|83473	81.9744
KATNB1|10300	453.9978	KATNB1|10300	354.3411
KAZALD1|81621	46.4209	KAZALD1|81621	43.538999999999994
KAZ|23254	517.4326	KAZ|23254	770.8594
KBTBD10|10324	39.5154	KBTBD10|10324	25.271
KBTBD11|9920	92.1954	KBTBD11|9920	242.3975
KBTBD2|25948	1104.5077	KBTBD2|25948	1586.602
KBTBD3|143879	73.1172	KBTBD3|143879	131.3354
KBTBD4|55709	825.321	KBTBD4|55709	493.0895
KBTBD6|89890	447.3862	KBTBD6|89890	521.8158
KBTBD7|84078	236.1817	KBTBD7|84078	185.5443
KBTBD8|84541	22.7734	KBTBD8|84541	44.0723
KCMF1|56888	1043.5338	KCMF1|56888	1130.4539
KCNA1|3736	22.0387	KCNA1|3736	164.3896
lowly_expressed	lowly_expressed	KCNA2|3737	15.4253
KCNA3|3738	25.7119	KCNA3|3738	34.3764
KCNA5|3741	9.5501	KCNA5|3741	27.7655
KCNA6|3742	68.6874	KCNA6|3742	96.959
KCNAB1|7881	67.2181	KCNAB1|7881	201.851
KCNAB2|8514	197.6139	KCNAB2|8514	261.7893
lowly_expressed	lowly_expressed	KCNAB3|9196	12.3402
KCNB1|3745	27.9157	KCNB1|3745	219.9207
KCNB2|9312	9.1828	KCNB2|9312	17.6289
lowly_expressed	lowly_expressed	KCNC1|3746	7.0516
KCNC2|3747	5.1424	KCNC2|3747	92.5518
KCNC3|3748	485.5867	KCNC3|3748	273.2481
KCNC4|3749	93.2973	KCNC4|3749	207.1397
KCND1|3750	113.4995	KCND1|3750	122.0802
KCND2|3751	226.2643	KCND2|3751	149.8457
KCND3|3752	102.8474	KCND3|3752	84.1781
lowly_expressed	lowly_expressed	KCNE1L|23630	12.780999999999999
KCNE1|3753	58.0353	KCNE1|3753	216.3949
KCNE2|9992	10.2847	lowly_expressed	lowly_expressed
KCNE3|10008	101.3782	KCNE3|10008	234.9052
KCNE4|23704	2025.3592	KCNE4|23704	914.0591
KCNF1|3754	116.8053	KCNF1|3754	43.6316
KCNG1|3755	7.3462	KCNG1|3755	18.5104
KCNH1|3756	148.3941	KCNH1|3756	37.4614
KCNH2|3757	20.5695	KCNH2|3757	31.732
KCNH3|23416	5.1424	KCNH3|23416	56.8532
lowly_expressed	lowly_expressed	KCNH4|23415	9.6959
KCNH8|131096	9.1828	KCNH8|131096	44.9537
lowly_expressed	lowly_expressed	KCNIP1|30820	25.5619
KCNIP2|30819	164.5558	KCNIP2|30819	1738.6514
KCNIP3|30818	91.82799999999999	KCNIP3|30818	149.405
KCNIP4|80333	10.6521	KCNIP4|80333	28.647
KCNJ11|3767	357.0274	KCNJ11|3767	153.3715
KCNJ12|3768	45.1794	KCNJ12|3768	115.9101
KCNJ13|3769	9.1828	KCNJ13|3769	5.7294
KCNJ14|3770	33.0581	KCNJ14|3770	40.5465
KCNJ15|3772	48.1179	KCNJ15|3772	48.4795
KCNJ16|3773	15.4271	KCNJ16|3773	82.8559
KCNJ2|3759	160.1481	KCNJ2|3759	373.7329
KCNJ3|3760	1352.076	KCNJ3|3760	102.2477
KCNJ5|3762	37.8332	KCNJ5|3762	53.3275
KCNJ8|3764	200.1851	KCNJ8|3764	549.1406
KCNK13|56659	27.5484	KCNK13|56659	23.3583
KCNK15|60598	262.2609	KCNK15|60598	23.799
KCNK17|89822	20.9368	KCNK17|89822	34.8171
KCNK1|3775	802.5771	KCNK1|3775	219.9207
KCNK2|3776	368.4141	KCNK2|3776	135.3019
KCNK3|3777	63.545	KCNK3|3777	103.1291
KCNK5|8645	178.88099999999997	KCNK5|8645	171.0004
KCNK6|9424	557.9472	KCNK6|9424	241.5161
lowly_expressed	lowly_expressed	KCNK7|10089	7.4923
KCNMA1|3778	916.8111	KCNMA1|3778	808.2856
KCNMB1|3779	93.2973	KCNMB1|3779	446.8929
lowly_expressed	lowly_expressed	KCNMB2|10242	7.0516
KCNMB3|27094	76.7682	KCNMB3|27094	78.8894
KCNMB4|27345	79.7067	KCNMB4|27345	95.1961
KCNN1|3780	6.6116	KCNN1|3780	9.6959
KCNN2|3781	7.7136	KCNN2|3781	6.1701
KCNN3|3782	26.0792	KCNN3|3782	45.8352
KCNN4|3783	129.2939	KCNN4|3783	253.4156
KCNQ1OT1|10984	109.0917	KCNQ1OT1|10984	138.387
KCNQ1|3784	190.635	KCNQ1|3784	195.2402
KCNQ3|3786	27.5484	KCNQ3|3786	13.2217
lowly_expressed	lowly_expressed	KCNQ4|9132	13.6624
KCNQ5|56479	49.5871	KCNQ5|56479	27.7655
KCNRG|283518	6.7218	KCNRG|283518	9.3874
KCNS1|3787	5.877000000000001	KCNS1|3787	14.5439
KCNS2|3788	10.6521	KCNS2|3788	7.933
KCNS3|3790	545.8259	KCNS3|3790	291.7585
KCNT2|343450	9.9174	KCNT2|343450	21.1547
lowly_expressed	lowly_expressed	KCP|375616	8.387
KCTD10|83892	1869.6189	KCTD10|83892	2743.9401
KCTD11|147040	587.3321	KCTD11|147040	487.4394
KCTD12|115207	3165.8635	KCTD12|115207	7412.9572
KCTD13|253980	349.6812	KCTD13|253980	222.565
KCTD14|65987	84.1145	KCTD14|65987	221.2428
KCTD15|79047	788.6192	KCTD15|79047	577.7876
KCTD16|57528	9.1828	KCTD16|57528	15.866
KCTD17|79734	152.8019	KCTD17|79734	127.3689
KCTD18|130535	436.7342	KCTD18|130535	477.7435
KCTD1|284252	653.4483	KCTD1|284252	691.4941
KCTD20|222658	2084.8638	KCTD20|222658	2504.6276
KCTD21|283219	589.9033	KCTD21|283219	299.6915
KCTD2|23510	1077.6939	KCTD2|23510	1247.2455
KCTD3|51133	5176.5302	KCTD3|51133	2405.9057
KCTD5|54442	776.4979	KCTD5|54442	560.5994
KCTD6|200845	272.1783	KCTD6|200845	204.0546
KCTD7|154881	372.7447	KCTD7|154881	535.3548
KCTD9|54793	581.4551	KCTD9|54793	1019.3918
KDELC1|79070	189.1658	KDELC1|79070	150.2865
KDELC2|143888	938.8499	KDELC2|143888	1266.1966
KDELR1|10945	3560.3567	KDELR1|10945	2654.0326
KDELR2|11014	4840.8069	KDELR2|11014	3624.0635
KDELR3|11015	526.7256	KDELR3|11015	346.4081
KDM1A|23028	1998.5454	KDM1A|23028	1516.5271
KDM1B|221656	548.3969999999999	KDM1B|221656	440.7228
KDM2A|22992	4930.4311	KDM2A|22992	4003.0851
KDM2B|84678	618.5206	KDM2B|84678	659.9427
KDM3A|55818	1363.0954	KDM3A|55818	1486.1172
KDM3B|51780	4284.329000000001	KDM3B|51780	3069.1935
KDM4A|9682	1947.8564	KDM4A|9682	1474.2177
KDM4B|23030	3486.8943	KDM4B|23030	1963.42
KDM4C|23081	514.9716	KDM4C|23081	657.1177
KDM4D|55693	46.6486	KDM4D|55693	31.732
KDM5A|5927	2347.492	KDM5A|5927	2079.3301
KDM5B|10765	5003.5262	KDM5B|10765	2219.0392
KDM5C|8242	3071.0969	KDM5C|8242	2867.3424
KDM6A|7403	1081.7343	KDM6A|7403	918.9069999999999
KDM6B|23135	1201.4781	KDM6B|23135	2100.0441
KDR|3791	812.1272	KDR|3791	1670.7801
KDSR|2531	1698.8187	KDSR|2531	2360.952
KEAP1|9817	1478.4314	KEAP1|9817	1312.4725
KERA|11081	36.7312	KERA|11081	34.3764
KGFLP2|654466	157.9957	KGFLP2|654466	112.2168
KHDC1|80759	9.9174	KHDC1|80759	12.1067
KHDRBS1|10657	4942.5524	KHDRBS1|10657	3545.1741
KHDRBS3|10656	102.8474	KHDRBS3|10656	166.5932
KHK|3795	60.8636	KHK|3795	87.6994
KHNYN|23351	1721.3570000000002	KHNYN|23351	2286.6681
KHSRP|8570	2031.6035	KHSRP|8570	1939.1803
KIAA0020|9933	668.1408	KIAA0020|9933	514.7642
KIAA0040|9674	2008.8302	KIAA0040|9674	1930.8065
lowly_expressed	lowly_expressed	KIAA0087|9808	7.933
KIAA0090|23065	1274.9405	KIAA0090|23065	1135.3019
KIAA0100|9703	6016.3638	KIAA0100|9703	5542.186
KIAA0101|9768	345.6407	KIAA0101|9768	52.0053
KIAA0114|57291	442.9785	KIAA0114|57291	412.0758
KIAA0125|9834	6.6116	KIAA0125|9834	17.1882
KIAA0141|9812	1323.4257	KIAA0141|9812	1162.6267
KIAA0146|23514	967.8675	KIAA0146|23514	845.3063
KIAA0174|9798	1980.1798	KIAA0174|9798	2679.1538
KIAA0182|23199	2174.1207	KIAA0182|23199	2253.8563
KIAA0195|9772	1390.5410000000002	KIAA0195|9772	1580.8770000000002
KIAA0196|9897	1218.3744	KIAA0196|9897	1390.0397
KIAA0226|9711	737.9301	KIAA0226|9711	848.3914
KIAA0232|9778	1839.132	KIAA0232|9778	2038.3429
KIAA0240|23506	871.2644	KIAA0240|23506	1139.2684
KIAA0247|9766	3417.4723	KIAA0247|9766	2524.4601
KIAA0284|283638	1063.3687	KIAA0284|283638	1156.0159
KIAA0317|9870	846.6545	KIAA0317|9870	809.1669999999999
KIAA0319L|79932	2971.9227	KIAA0319L|79932	2248.5677
KIAA0355|9710	882.2838	KIAA0355|9710	1552.2257
KIAA0368|23392	3800.2116	KIAA0368|23392	3266.1966
KIAA0391|9692	779.4364	KIAA0391|9692	468.1225
KIAA0406|9675	372.0872	KIAA0406|9675	547.3777
KIAA0408|9729	11.1369	KIAA0408|9729	414.6673
KIAA0415|9907	333.5194	KIAA0415|9907	368.885
KIAA0427|9811	942.1557	KIAA0427|9811	2298.81
KIAA0430|9665	2982.5747	KIAA0430|9665	3533.2746
KIAA0467|23334	979.7354	KIAA0467|23334	1530.8903
KIAA0494|9813	4039.7028	KIAA0494|9813	5103.896
KIAA0495|57212	627.3692	KIAA0495|57212	810.0485
KIAA0513|9764	438.5707	KIAA0513|9764	476.8621
KIAA0528|9847	705.9739999999999	KIAA0528|9847	736.8885
KIAA0556|23247	907.2610000000001	KIAA0556|23247	762.8911
KIAA0562|9731	952.4404	KIAA0562|9731	1102.2477
KIAA0564|23078	826.4524	KIAA0564|23078	867.3424
KIAA0586|9786	493.6675	KIAA0586|9786	420.8903
KIAA0649|9858	774.294	KIAA0649|9858	620.097
KIAA0652|9776	2146.5722	KIAA0652|9776	2087.2631
KIAA0664P3|100132341	80.0741	KIAA0664P3|100132341	72.7193
KIAA0664|23277	1923.6138	KIAA0664|23277	1474.6584
KIAA0748|9840	29.385	KIAA0748|9840	28.647
KIAA0753|9851	586.5975	KIAA0753|9851	498.4575
KIAA0754|643314	160.5154	KIAA0754|643314	499.7796
KIAA0776|23376	1255.473	KIAA0776|23376	988.9819
KIAA0802|23255	260.057	KIAA0802|23255	238.8717
KIAA0831|22863	636.552	KIAA0831|22863	803.4376
KIAA0892|23383	1206.9877	KIAA0892|23383	1528.4266
KIAA0895L|653319	144.721	KIAA0895L|653319	193.7373
KIAA0895|23366	280.9938	KIAA0895|23366	244.6011
KIAA0907|22889	761.0708	KIAA0907|22889	814.015
KIAA0913|23053	1454.9235	KIAA0913|23053	1986.3376
KIAA0922|23240	403.6761	KIAA0922|23240	603.7902
KIAA0947|23379	1994.1377	KIAA0947|23379	1628.03
KIAA1009|22832	250.5069	KIAA1009|22832	325.6941
KIAA1012|22878	1208.4569999999999	KIAA1012|22878	1268.8409
KIAA1024|23251	74.1971	KIAA1024|23251	26.0026
KIAA1033|23325	834.9005	KIAA1033|23325	1185.985
KIAA1045|23349	9.1828	KIAA1045|23349	23.799
KIAA1107|23285	139.9459	KIAA1107|23285	167.9154
KIAA1109|84162	2484.8667	KIAA1109|84162	3656.2362
KIAA1143|57456	927.0959	KIAA1143|57456	1026.4434
KIAA1147|57189	943.2576	KIAA1147|57189	1482.1507
KIAA1161|57462	797.802	KIAA1161|57462	295.2843
KIAA1191|57179	2316.6378	KIAA1191|57179	2132.2168
KIAA1199|57214	134.0689	KIAA1199|57214	31.2913
KIAA1210|57481	25.7119	KIAA1210|57481	9.6959
KIAA1211|57482	147.6595	KIAA1211|57482	74.9229
KIAA1217|56243	4070.5533	KIAA1217|56243	4567.4482
KIAA1239|57495	19.4675	lowly_expressed	lowly_expressed
KIAA1244|57221	1361.6262	KIAA1244|57221	795.5046
KIAA1257|57501	22.8872	KIAA1257|57501	13.2217
KIAA1267|284058	1632.3352	KIAA1267|284058	1355.2226
KIAA1274|27143	218.5507	KIAA1274|27143	400.61699999999996
KIAA1279|26128	961.6232	KIAA1279|26128	794.6232
KIAA1310|55683	2243.5427	KIAA1310|55683	2145.4385
KIAA1324L|222223	480.077	KIAA1324L|222223	600.7052
KIAA1324|57535	6433.4724	KIAA1324|57535	3974.8788
KIAA1328|57536	151.3326	KIAA1328|57536	164.3896
KIAA1370|56204	2160.1628	KIAA1370|56204	1931.6879999999999
KIAA1377|57562	497.708	KIAA1377|57562	508.5941
KIAA1383|54627	76.4009	KIAA1383|54627	86.8224
KIAA1407|57577	180.7176	KIAA1407|57577	224.3279
lowly_expressed	lowly_expressed	KIAA1409|57578	6.6108
KIAA1429|25962	2721.0485	KIAA1429|25962	2078.8894
KIAA1430|57587	1591.1963	KIAA1430|57587	1323.0498
KIAA1432|57589	856.2744	KIAA1432|57589	1100.714
KIAA1462|57608	1368.2378	KIAA1462|57608	2491.4059
KIAA1467|57613	1529.1205	KIAA1467|57613	787.1309
KIAA1468|57614	934.8094	KIAA1468|57614	775.6721
KIAA1522|57648	5305.0895	KIAA1522|57648	3185.5443
KIAA1524|57650	178.5137	KIAA1524|57650	81.6527
KIAA1529|57653	124.5188	KIAA1529|57653	181.1371
KIAA1530|57654	172.6367	KIAA1530|57654	259.145
KIAA1539|80256	361.8025	KIAA1539|80256	495.8131
KIAA1543|57662	575.9455	KIAA1543|57662	275.8925
KIAA1549|57670	410.655	KIAA1549|57670	366.6814
KIAA1586|57691	140.3132	KIAA1586|57691	156.0159
KIAA1598|57698	2369.1634	KIAA1598|57698	1073.16
KIAA1609|57707	299.7267	KIAA1609|57707	379.4623
KIAA1614|57710	47.7689	KIAA1614|57710	134.7157
KIAA1632|57724	940.3191	KIAA1632|57724	1370.6479
KIAA1644|85352	54.3622	KIAA1644|85352	24.2398
KIAA1671|85379	1611.3984	KIAA1671|85379	2535.0375
KIAA1683|80726	68.3201	KIAA1683|80726	520.4936
KIAA1704|55425	426.4568	KIAA1704|55425	382.1551
KIAA1712|80817	259.8366	KIAA1712|80817	359.4623
KIAA1715|80856	592.8418	KIAA1715|80856	668.1357
KIAA1731|85459	633.6135	KIAA1731|85459	487.8801
KIAA1737|85457	1577.2384	KIAA1737|85457	1146.7607
lowly_expressed	lowly_expressed	KIAA1751|85452	5.2887
KIAA1755|85449	211.9391	KIAA1755|85449	275.8925
KIAA1797|54914	936.6460000000001	KIAA1797|54914	942.2653
KIAA1804|84451	129.2939	KIAA1804|84451	139.2684
KIAA1826|84437	242.426	KIAA1826|84437	356.9855
KIAA1841|84542	275.1168	KIAA1841|84542	179.8149
KIAA1875|340390	28.6503	KIAA1875|340390	18.0696
KIAA1908|114796	196.8793	KIAA1908|114796	354.7818
KIAA1919|91749	88.5222	KIAA1919|91749	101.3662
KIAA1949|170954	1226.8226	KIAA1949|170954	1577.3468
KIAA1958|158405	69.0547	KIAA1958|158405	57.7347
KIAA1967|57805	2682.4807	KIAA1967|57805	2258.2636
KIAA1984|84960	12.7531	KIAA1984|84960	16.7431
KIAA2013|90231	1222.0475	KIAA2013|90231	1111.9436
KIAA2018|205717	944.3596	KIAA2018|205717	1078.8894
KIAA2022|340533	50.3218	KIAA2022|340533	49.361000000000004
KIAA2026|158358	948.0327	KIAA2026|158358	1100.9255
KIDINS220|57498	1982.3837	KIDINS220|57498	3085.5002
KIF11|3832	665.5696	KIF11|3832	160.8638
KIF12|113220	561.9876	KIF12|113220	286.0291
KIF13A|63971	1435.8232	KIF13A|63971	2026.8841
KIF13B|23303	1550.0573	KIF13B|23303	1726.7519
KIF14|9928	152.4345	KIF14|9928	38.7836
KIF15|56992	203.1236	KIF15|56992	53.3275
KIF16B|55614	1145.6466	KIF16B|55614	1059.0569
KIF17|57576	18.7329	KIF17|57576	46.2759
KIF18A|81930	156.475	KIF18A|81930	37.0207
KIF18B|146909	108.7244	KIF18B|146909	22.4769
KIF19|124602	10.6521	KIF19|124602	26.0026
lowly_expressed	lowly_expressed	KIF1A|547	6.1701
KIF1B|23095	1222.4149	KIF1B|23095	1774.7907
KIF1C|10749	3254.7529999999997	KIF1C|10749	4412.0758
KIF20A|10112	418.7359	KIF20A|10112	84.6188
KIF20B|9585	351.5177	KIF20B|9585	275.8925
KIF21A|55605	535.5411	KIF21A|55605	282.0626
KIF21B|23046	79.7067	KIF21B|23046	185.985
KIF22|3835	1362.7281	KIF22|3835	756.721
KIF23|9493	499.9118	KIF23|9493	179.8149
KIF24|347240	200.1851	KIF24|347240	92.5518
lowly_expressed	lowly_expressed	KIF25|3834	6.6108
KIF26A|26153	69.7893	KIF26A|26153	260.0264
KIF26B|55083	989.5389	KIF26B|55083	140.5906
KIF27|55582	109.8263	KIF27|55582	147.2014
KIF2A|3796	854.0008	KIF2A|3796	557.0736
KIF2C|11004	430.1225	KIF2C|11004	94.7554
KIF3A|11127	643.1636	KIF3A|11127	434.5527
KIF3B|9371	2390.8348	KIF3B|9371	1844.8656
KIF3C|3797	418.7359	KIF3C|3797	545.6148
KIF4A|24137	351.1504	KIF4A|24137	77.5672
KIF4B|285643	6.9789	lowly_expressed	lowly_expressed
KIF5A|3798	12.4886	KIF5A|3798	51.1238
KIF5B|3799	3962.1962	KIF5B|3799	5274.1296
KIF5C|3800	647.2040000000001	KIF5C|3800	676.0688
KIF6|221458	15.0598	KIF6|221458	9.6959
KIF7|374654	200.512	KIF7|374654	246.8356
KIF9|64147	146.1902	KIF9|64147	117.5584
KIFAP3|22920	1113.3231	KIFAP3|22920	847.5099
KIFC1|3833	323.2347	KIFC1|3833	94.3147
KIFC2|90990	536.9479	KIFC2|90990	221.7276
KIFC3|3801	409.1857	KIFC3|3801	441.6042
KILLIN|100144748	32.3235	KILLIN|100144748	53.3275
KIN|22944	229.5701	KIN|22944	230.498
KIRREL|55243	428.6533	KIRREL|55243	962.0978
KITLG|4254	2837.4864	KITLG|4254	1483.4729
KIT|3815	621.1249	KIT|3815	2175.8484
KLB|152831	63.545	KLB|152831	1003.5258
KLC1|3831	1077.4257	KLC1|3831	1506.8136
KLC2|64837	887.7935	KLC2|64837	487.4394
KLC3|147700	112.3975	KLC3|147700	108.8585
KLC4|89953	478.72900000000004	KLC4|89953	528.1622
KLF10|7071	2096.2505	KLF10|7071	4586.1613
KLF11|8462	549.8663	KLF11|8462	1245.0419
KLF12|11278	487.4232	KLF12|11278	646.0996
KLF13|51621	1403.1324	KLF13|51621	3094.7554
lowly_expressed	lowly_expressed	KLF14|136259	12.3402
KLF15|28999	55.4641	KLF15|28999	362.7149
KLF16|83855	328.3771	KLF16|83855	353.4597
KLF17|128209	11.0194	lowly_expressed	lowly_expressed
KLF2|10365	678.0582	KLF2|10365	1453.0629999999999
KLF3|51274	1472.852	KLF3|51274	1698.1049
KLF4|9314	351.1504	KLF4|9314	3315.5575
KLF5|688	176.3098	KLF5|688	572.4989
KLF6|1316	4775.4253	KLF6|1316	11245.9233
KLF7|8609	198.3486	KLF7|8609	194.3587
KLF8|11279	175.5752	KLF8|11279	565.0066
KLF9|687	1414.8864	KLF9|687	3529.7488
KLHDC10|23008	1071.0822	KLHDC10|23008	1026.0026
KLHDC1|122773	67.5854	KLHDC1|122773	127.3689
KLHDC2|23588	984.0293	KLHDC2|23588	1079.3301
KLHDC3|116138	1463.3716	KLHDC3|116138	1860.7316
KLHDC4|54758	134.8476	KLHDC4|54758	207.5804
KLHDC5|57542	1265.7577	KLHDC5|57542	1105.3327
KLHDC7A|127707	53.2603	KLHDC7A|127707	258.7043
KLHDC7B|113730	44.4448	KLHDC7B|113730	73.6007
KLHDC8A|55220	7.7136	KLHDC8A|55220	28.2063
KLHDC8B|200942	469.7922	KLHDC8B|200942	1040.5465
KLHDC9|126823	124.1515	KLHDC9|126823	58.6161
lowly_expressed	lowly_expressed	KLHL10|317719	5.7294
KLHL11|55175	74.1971	KLHL11|55175	66.9899
KLHL12|59349	1862.6399	KLHL12|59349	944.0282
KLHL13|90293	221.8565	KLHL13|90293	969.5901
KLHL14|57565	17.631	KLHL14|57565	23.3583
KLHL15|80311	247.9357	KLHL15|80311	690.6126
KLHL17|339451	76.0336	KLHL17|339451	56.4125
KLHL18|23276	584.0263	KLHL18|23276	496.6946
KLHL20|27252	387.5143	KLHL20|27252	566.7695
KLHL21|9903	990.2736	KLHL21|9903	2591.0093
KLHL22|84861	396.6971	KLHL22|84861	477.3028
KLHL23|151230	166.5577	KLHL23|151230	127.9462
KLHL24|54800	887.0589	KLHL24|54800	1722.7854
KLHL25|64410	260.7916	KLHL25|64410	258.7043
KLHL26|55295	267.7706	KLHL26|55295	260.4672
KLHL28|54813	579.9859	KLHL28|54813	444.2486
KLHL29|114818	172.6367	KLHL29|114818	596.2979
KLHL2|11275	369.8833	KLHL2|11275	623.182
KLHL30|377007	5.1424	KLHL30|377007	67.4306
KLHL31|401265	67.501	KLHL31|401265	539.361
KLHL32|114792	6.9789	KLHL32|114792	7.933
lowly_expressed	lowly_expressed	KLHL33|123103	7.933
KLHL35|283212	60.2392	KLHL35|283212	30.8506
KLHL36|79786	141.4152	KLHL36|79786	286.0291
KLHL38|340359	26.8138	lowly_expressed	lowly_expressed
KLHL3|26249	173.3713	KLHL3|26249	429.7047
KLHL4|56062	30.4869	KLHL4|56062	40.1058
KLHL5|51088	1861.9053	KLHL5|51088	1265.3151
KLHL6|89857	132.967	KLHL6|89857	127.3689
KLHL7|55975	586.5975	KLHL7|55975	651.3883
KLHL8|57563	370.2507	KLHL8|57563	470.2512
KLHL9|55958	1392.4804	KLHL9|55958	1478.6249
KLK10|5655	22.406	KLK10|5655	130.8947
KLK11|11012	10.6521	KLK11|11012	113.7065
lowly_expressed	lowly_expressed	KLK13|26085	7.933
lowly_expressed	lowly_expressed	KLK14|43847	11.4588
KLK1|3816	5.877000000000001	KLK1|3816	7.4923
KLK4|9622	92.1954	KLK4|9622	32.6135
KLK5|25818	66.4835	KLK5|25818	485.2358
KLK6|5653	40.7716	KLK6|5653	176.7298
KLK7|5650	31.5888	KLK7|5650	233.1424
KLK8|11202	11.3867	KLK8|11202	62.6752
lowly_expressed	lowly_expressed	KLKB1|3818	5.7294
KLKP1|606293	6.6116	lowly_expressed	lowly_expressed
KLRA1|10748	25.7119	KLRA1|10748	60.379
KLRAQ1|129285	619.2883	KLRAQ1|129285	625.8264
KLRB1|3820	38.2005	KLRB1|3820	35.6985
KLRC1|3821	8.8155	KLRC1|3821	14.1031
KLRC2|3822	6.9459	KLRC2|3822	5.2887
KLRC3|3823	7.3793	lowly_expressed	lowly_expressed
KLRD1|3824	18.7329	KLRD1|3824	43.6316
lowly_expressed	lowly_expressed	KLRF1|51348	9.2552
KLRG1|10219	41.138999999999996	KLRG1|10219	57.7347
KLRK1|22914	51.6404	KLRK1|22914	88.3914
KL|9365	73.8297	KL|9365	279.4182
KMO|8564	186.4366	KMO|8564	53.1247
KNDC1|85442	26.8138	KNDC1|85442	33.0542
KNTC1|9735	421.9866	KNTC1|9735	323.9312
KPNA1|3836	1350.2395	KPNA1|3836	1433.6712
KPNA2|3838	2037.1132	KPNA2|3838	913.1776
KPNA3|3839	1192.6626	KPNA3|3839	1129.5725
KPNA4|3840	2330.5956	KPNA4|3840	1793.7417
KPNA5|3841	166.0251	KPNA5|3841	182.0185
