gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
MPHOSPH8|54737	861.6453	MPHOSPH8|54737	1468.7597
MPHOSPH9|10198	340.1299	MPHOSPH9|10198	211.9988
MPI|4351	932.1412	MPI|4351	658.0665
MPL|4352	22.1265	MPL|4352	52.2226
MPND|84954	312.8578	MPND|84954	219.77
MPP1|4354	538.4962	MPP1|4354	964.5633
MPP2|4355	149.2249	MPP2|4355	107.2428
MPP3|4356	127.613	MPP3|4356	84.8617
MPP5|64398	1137.7115	MPP5|64398	1091.7003
MPP6|51678	17.7526	MPP6|51678	151.0724
MPP7|143098	938.0588	MPP7|143098	368.0448
MPPE1|65258	882.7427	MPPE1|65258	898.6634
removed	removed	MPPED1|758	5.2844
MPPED2|744	30.8741	MPPED2|744	81.4423
MPRIP|23164	1291.8248	MPRIP|23164	3717.7495
MPST|4357	299.9936	MPST|4357	710.9108
MPV17L2|84769	276.3234	MPV17L2|84769	138.0168
MPV17L|255027	800.6689	MPV17L|255027	92.9437
MPV17|4358	934.9714	MPV17|4358	689.1514
MPZL1|9019	4707.0174	MPZL1|9019	3668.3245
MPZL2|10205	753.0713	MPZL2|10205	451.3522
MPZL3|196264	58.4036	MPZL3|196264	21.1377
MPZ|4359	7.4612	MPZ|4359	219.4591
MR1|3140	458.4807	MR1|3140	190.8611
removed	removed	MRAP2|112609	46.9381
removed	removed	MRAP|56246	853.2266
MRAS|22808	335.2415	MRAS|22808	7595.2751
MRC1|4360	20.84	MRC1|4360	1779.9192
MRC2|9902	934.9714	MRC2|9902	3017.7184
MRE11A|4361	624.9437	MRE11A|4361	575.0699
MREG|55686	1507.8176	MREG|55686	338.4395
MRFAP1L1|114932	1885.6371	MRFAP1L1|114932	1349.3938
MRFAP1|93621	6130.0572	MRFAP1|93621	5448.5546
MRGPRF|116535	47.3403	MRGPRF|116535	308.051
removed	removed	MRGPRX2|117194	36.991
removed	removed	MRGPRX3|117195	10.5689
MRI1|84245	711.9058	MRI1|84245	478.7069
MRM1|79922	86.9621	MRM1|79922	65.2782
MRO|83876	63.5492	MRO|83876	58.4395
MRP63|78988	586.3022	MRP63|78988	410.0031
MRPL10|124995	844.9218	MRPL10|124995	1023.0028
MRPL11|65003	365.8584	MRPL11|65003	491.4517
MRPL12|6182	356.8766	MRPL12|6182	342.2443
MRPL13|28998	739.4353	MRPL13|28998	409.3876
MRPL14|64928	649.643	MRPL14|64928	287.2241
MRPL15|29088	696.2115	MRPL15|29088	748.2126
MRPL16|54948	686.9493	MRPL16|54948	662.1076
MRPL17|63875	982.3117	MRPL17|63875	571.6506
MRPL18|29074	684.1191	MRPL18|29074	657.7557
MRPL19|9801	1805.1071	MRPL19|9801	1389.8042
MRPL1|65008	429.6649	MRPL1|65008	400.0622
MRPL20|55052	1451.9586	MRPL20|55052	1054.24
MRPL21|219927	440.4708	MRPL21|219927	359.341
MRPL22|29093	641.6672	MRPL22|29093	349.7047
MRPL23|6150	288.4158	MRPL23|6150	238.11
MRPL24|79590	1608.7991	MRPL24|79590	967.05
MRPL27|51264	758.217	MRPL27|51264	499.2229
MRPL28|10573	577.8607	MRPL28|10573	503.2639
MRPL2|51069	301.7946	MRPL2|51069	412.1853
MRPL30|51263	1064.5218	MRPL30|51263	861.2558
MRPL32|64983	830.2566	MRPL32|64983	700.3419
MRPL33|9553	482.4082	MRPL33|9553	477.7743
MRPL34|64981	512.2532	MRPL34|64981	448.5546
MRPL35|51318	1187.1101	MRPL35|51318	939.6954
MRPL36|64979	447.4175	MRPL36|64979	228.4737
MRPL37|51253	1426.1272	MRPL37|51253	1098.8499
MRPL38|64978	545.0981	MRPL38|64978	561.1657
MRPL39|54148	623.4	MRPL39|54148	404.1032
MRPL3|11222	1809.9955	MRPL3|11222	1157.6002
MRPL40|64976	641.9245	MRPL40|64976	613.3043
MRPL41|64975	316.9743	MRPL41|64975	309.9161
MRPL42P5|359821	5.4055	MRPL42P5|359821	7.8303
MRPL42|28977	1061.8126	MRPL42|28977	405.6574
MRPL43|84545	987.002	MRPL43|84545	800.7896
MRPL44|65080	719.6244	MRPL44|65080	562.636
MRPL45|84311	1007.7829	MRPL45|84311	1025.1787
MRPL46|26589	324.9502	MRPL46|26589	491.7625
MRPL47|57129	677.1724	MRPL47|57129	382.9655
MRPL48|51642	334.727	MRPL48|51642	278.8312
MRPL49|740	1525.6963	MRPL49|740	1057.8178
MRPL4|51073	592.0113	MRPL4|51073	438.2965
MRPL50|54534	545.1856	MRPL50|54534	362.1386
MRPL51|51258	1462.9189	MRPL51|51258	1066.5216
MRPL52|122704	422.4609	MRPL52|122704	250.8548
MRPL53|116540	425.8056	MRPL53|116540	306.8076
MRPL54|116541	441.5	MRPL54|116541	403.1707
MRPL55|128308	449.2185	MRPL55|128308	251.4765
MRPL9|65005	1147.9385	MRPL9|65005	732.9375
MRPS10|55173	1152.1194	MRPS10|55173	878.7689999999999
MRPS11|64963	502.4764	MRPS11|64963	468.4489
MRPS12|6183	310.7995	MRPS12|6183	168.65400000000002
MRPS14|63931	714.4787	MRPS14|63931	375.1943
MRPS15|64960	1087.2837	MRPS15|64960	959.9005
MRPS16|51021	1843.957	MRPS16|51021	1211.9988
MRPS17|51373	252.7484	MRPS17|51373	177.4946
MRPS18A|55168	544.6709999999999	MRPS18A|55168	500.1554
MRPS18B|28973	1364.8935	MRPS18B|28973	1369.2882
MRPS18C|51023	431.8621	MRPS18C|51023	341.6071
MRPS21|54460	1414.2921	MRPS21|54460	705.9372
MRPS22|56945	571.1713	MRPS22|56945	493.9385
MRPS23|51649	722.7118	MRPS23|51649	436.7423
MRPS24|64951	631.3758	MRPS24|64951	626.6708
MRPS25|64432	526.5427	MRPS25|64432	714.1001
MRPS26|64949	456.6797	MRPS26|64949	398.1971
MRPS27|23107	1977.2303	MRPS27|23107	1548.3370000000002
MRPS28|28957	214.3076	MRPS28|28957	267.7805
MRPS2|51116	616.3659	MRPS2|51116	488.0075
MRPS30|10884	1151.3475	MRPS30|10884	351.8806
MRPS31|10240	267.5757	MRPS31|10240	309.6052
MRPS33|51650	703.6727	MRPS33|51650	601.1812
MRPS34|65993	671.7695	MRPS34|65993	466.2729
MRPS35|60488	1771.1456	MRPS35|60488	944.3581
MRPS36|92259	527.1757	MRPS36|92259	410.9419
MRPS5|64969	521.7727	MRPS5|64969	677.3391
MRPS6|64968	524.8961	MRPS6|64968	903.5281
MRPS7|51081	926.0822	MRPS7|51081	873.9322
MRPS9|64965	596.3852	MRPS9|64965	481.5045
MRRF|92399	665.3374	MRRF|92399	512.9002
MRS2|57380	919.5343	MRS2|57380	756.6055
MRTO4|51154	571.6859	MRTO4|51154	514.1436
MRVI1|10335	452.8205	MRVI1|10335	761.89
MS4A14|84689	183.6316	MS4A14|84689	204.0504
removed	removed	MS4A1|931	22.6919
MS4A2|2206	150.5114	MS4A2|2206	267.9515
MS4A4A|51338	95.9671	MS4A4A|51338	878.4582
MS4A6A|64231	610.7931	MS4A6A|64231	1314.5788
removed	removed	MS4A6E|245802	12.1231
MS4A7|58475	844.4767	MS4A7|58475	943.2919
MSC|9242	51.6807	MSC|9242	405.6916
MSH2|4436	1004.4382	MSH2|4436	649.3628
MSH3|4437	957.7359	MSH3|4437	794.0752
MSH4|4438	6.1748	removed	removed
MSH5|4439	164.1191	MSH5|4439	167.2366
MSH6|2956	1766.7717	MSH6|2956	1076.4688
MSI1|4440	5.9175	MSI1|4440	14.299000000000001
MSI2|124540	545.7001	MSI2|124540	164.4389
MSL1|339287	2117.7076	MSL1|339287	1961.7656
MSL2|55167	1064.3854	MSL2|55167	944.9798
MSL3L2|151507	260.3718	MSL3L2|151507	81.7532
MSL3|10943	609.7639	MSL3|10943	668.3245
MSMB|4477	5.1457	MSMB|4477	10.258
MSMP|692094	39.8791	MSMP|692094	34.5042
MSN|4478	4964.5591	MSN|4478	13734.8461
MSR1|4481	1012.6713	MSR1|4481	1082.9966
MSRA|4482	186.2739	MSRA|4482	326.39099999999996
MSRB2|22921	710.3621	MSRB2|22921	699.4094
MSRB3|253827	696.2115	MSRB3|253827	4080.1989
MST1P2|11209	37.5635	MST1P2|11209	37.3018
MST1P9|11223	13.6361	MST1P9|11223	18.6509
MST1R|4486	637.0361	MST1R|4486	83.6183
MST1|4485	109.8604	MST1|4485	33.8825
MST4|51765	522.03	MST4|51765	154.8026
MSTN|2660	6.9467	MSTN|2660	11.5014
MSTO1|55154	892.45	MSTO1|55154	1056.6055
MSTO2P|100129405	177.1583	MSTO2P|100129405	74.8803
MSX1|4487	59.9473	MSX1|4487	346.2854
MSX2|4488	160.8027	MSX2|4488	74.2928
removed	removed	MT1A|4489	20.8269
MT1E|4493	154.8852	MT1E|4493	602.7355
MT1F|4494	37.5635	MT1F|4494	76.4688
MT1G|4495	11.8351	MT1G|4495	34.1933
removed	removed	MT1L|4500	127.1371
removed	removed	MT1M|4499	119.6767
MT1X|4501	75.8989	MT1X|4501	2184.3332
MT2A|4502	806.8438	MT2A|4502	1163.1955
MTA1|9112	931.3694	MTA1|9112	829.655
MTA2|9219	1272.5285	MTA2|9219	1656.2014
MTA3|57504	1635.8139999999999	MTA3|57504	882.8101
MTAP|4507	547.5011	MTAP|4507	641.5915
MTBP|27085	118.3508	MTBP|27085	59.0612
MTCH1|23787	2272.8501	MTCH1|23787	3646.5651
MTCH2|23788	2187.1744	MTCH2|23788	1646.5651
MTCP1NB|100272147	309.6829	MTCP1NB|100272147	362.8785
MTCP1|4515	35.5927	MTCP1|4515	24.1281
MTDH|92140	2873.8663	MTDH|92140	3751.3211
MTERFD1|51001	381.81	MTERFD1|51001	348.7721
MTERFD2|130916	611.8222	MTERFD2|130916	485.8564
MTERFD3|80298	931.3694	MTERFD3|80298	539.6332
MTERF|7978	239.78900000000002	MTERF|7978	210.4445
MTF1|4520	710.8767	MTF1|4520	720.2362
MTF2|22823	580.9481	MTF2|22823	410.631
MTFMT|123263	250.0804	MTFMT|123263	190.2394
MTFR1|9650	501.7277	MTFR1|9650	487.0998
MTG1|92170	378.4653	MTG1|92170	210.7554
MTHFD1L|25902	135.5889	MTHFD1L|25902	214.1747
MTHFD1|4522	1532.2262	MTHFD1|4522	3296.8542
MTHFD2L|441024	250.2862	MTHFD2L|441024	146.4097
MTHFD2|10797	1406.059	MTHFD2|10797	500.087
MTHFR|4524	778.0871	MTHFR|4524	641.89
MTHFSD|64779	233.8715	MTHFSD|64779	271.6817
MTHFS|10588	434.0387	MTHFS|10588	373.0183
MTIF2|4528	907.1847	MTIF2|4528	816.2885
MTIF3|219402	817.3924	MTIF3|219402	1242.7728
MTL5|9633	357.36800000000005	MTL5|9633	49.4249
MTM1|4534	425.2911	MTM1|4534	421.8216
MTMR10|54893	1066.9248	MTMR10|54893	1896.2449
MTMR11|10903	430.1795	MTMR11|10903	244.327
MTMR12|54545	1898.7586	MTMR12|54545	2553.9322
MTMR14|64419	704.4446	MTMR14|64419	712.1542
MTMR15|22909	829.7755	MTMR15|22909	787.9329
MTMR1|8776	1039.9434	MTMR1|8776	542.7417
MTMR2|8898	617.997	MTMR2|8898	1056.5744
MTMR3|8897	1327.5873	MTMR3|8897	2174.3861
MTMR4|9110	1334.2767	MTMR4|9110	963.6307
MTMR6|9107	703.6727	MTMR6|9107	1009.3255
MTMR7|9108	22.3632	MTMR7|9108	40.1865
removed	removed	MTMR8|55613	11.2869
MTMR9L|339483	67.9231	MTMR9L|339483	165.6823
MTMR9|66036	494.9611	MTMR9|66036	571.9304
MTO1|25821	461.5681	MTO1|25821	431.4579
MTOR|2475	1962.0506	MTOR|2475	1631.6444
MTP18|51537	289.1079	MTP18|51537	71.4765
MTPAP|55149	570.6567	MTPAP|55149	395.8533
MTRF1L|54516	238.2453	MTRF1L|54516	385.7631
MTRF1|9617	91.5932	MTRF1|9617	110.3513
MTRR|4552	781.6299	MTRR|4552	726.7641
MTR|4548	1875.0884	MTR|4548	1731.1159
MTSS1L|92154	210.9732	MTSS1L|92154	900.8393
MTSS1|9788	1083.6792	MTSS1|9788	1409.6954
removed	removed	MTTP|4547	30.4632
MTUS1|57509	3379.9447	MTUS1|57509	3481.1937
MTX1|4580	845.1663	MTX1|4580	463.4753
MTX2|10651	834.3732	MTX2|10651	474.6658
MTX3|345778	883.7718	MTX3|345778	699.7202
removed	removed	MUC15|143662	288.7784
MUC16|94025	1083.6817	MUC16|94025	611.1284
MUC1|4582	26567.4407	MUC1|4582	1248.0572
MUC20|200958	570.1421	MUC20|200958	162.5738
MUC4|4585	7.4612	removed	removed
MUC5B|727897	525.8892	MUC5B|727897	291.2652
MUC6|4588	37.3062	MUC6|4588	72.7386
MUC7|4589	34.4761	MUC7|4589	34.5042
MUCL1|118430	5646.3626	MUCL1|118430	788.3121
MUDENG|55745	980.5107	MUDENG|55745	732.9810000000001
MUL1|79594	833.6013	MUL1|79594	796.705
removed	removed	MUM1L1|139221	44.1405
MUM1|84939	777.7706	MUM1|84939	1165.6823
removed	removed	MURC|347273	5.2844
MUS81|80198	354.0233	MUS81|80198	355.3
MUSTN1|389125	61.6582	MUSTN1|389125	133.9758
MUTED|63915	367.6594	MUTED|63915	408.1442
MUTYH|4595	123.4811	MUTYH|4595	130.917
MUT|4594	1061.0407	MUT|4594	1170.0342
MVD|4597	115.2634	MVD|4597	182.1573
MVK|4598	215.8616	MVK|4598	193.3478
MVP|9961	1887.6954	MVP|9961	2503.2639
MX1|4599	9129.7356	MX1|4599	1374.5726
MX2|4600	610.0212	MX2|4600	599.0053
MXD1|4084	810.1885	MXD1|4084	402.8598
MXD3|83463	125.7709	MXD3|83463	66.2294
MXD4|10608	935.4859	MXD4|10608	1981.6599
MXI1|4601	553.6759999999999	MXI1|4601	1391.3584
MXRA5|25878	7155.3354	MXRA5|25878	3285.6699
MXRA7|439921	2362.1277	MXRA7|439921	11506.9941
MXRA8|54587	1230.3338	MXRA8|54587	3902.0827
MYADM|91663	2361.8705	MYADM|91663	5157.6002
MYBBP1A|10514	810.6413	MYBBP1A|10514	630.2207
MYBL1|4603	96.2244	MYBL1|4603	62.1697
MYBL2|4605	189.8759	MYBL2|4605	34.5042
removed	removed	MYBPC1|4604	137.0842
MYBPC2|4606	6.1748	removed	removed
MYB|4602	2568.7271	MYB|4602	361.8278
MYCBP2|23077	1088.3129	MYCBP2|23077	6218.8374
MYCBPAP|84073	37.5635	MYCBPAP|84073	17.0967
MYCBP|26292	1436.115	MYCBP|26292	483.7706
MYCL1|4610	27.2721	MYCL1|4610	51.9117
MYCN|4613	9.005	MYCN|4613	16.475
MYCT1|80177	257.2844	MYCT1|80177	1190.2394
MYC|4609	332.926	MYC|4609	1109.4187
MYD88|4615	1558.1141	MYD88|4615	940.3171
MYEF2|50804	779.6231	MYEF2|50804	253.2546
MYEOV2|150678	622.1136	MYEOV2|150678	472.8007
removed	removed	MYEOV|26579	454.7715
MYH10|4628	2096.353	MYH10|4628	3983.2142
MYH11|4629	588.1289	MYH11|4629	7981.0631
MYH14|79784	1183.7654	MYH14|79784	1538.3898
removed	removed	MYH1|4619	69.6301
MYH3|4621	20.3255	MYH3|4621	36.3693
MYH7B|57644	5.403	MYH7B|57644	32.6391
MYH9|4627	11728.0504	MYH9|4627	27028.9089
MYL12A|10627	5861.4524	MYL12A|10627	6510.7243
MYL12B|103910	9644.8189	MYL12B|103910	6603.668000000001
removed	removed	MYL3|4634	12.4339
removed	removed	MYL4|4635	10.258
MYL5|4636	152.5156	MYL5|4636	148.1567
MYL6B|140465	261.4009	MYL6B|140465	268.8841
MYL6|4637	10283.655999999999	MYL6|4637	18090.7678
removed	removed	MYL7|58498	28.2872
MYL9|10398	2227.8253	MYL9|10398	15010.5689
MYLIP|29116	1178.1051	MYLIP|29116	1414.3612
removed	removed	MYLK3|91807	6.8387
MYLK4|340156	26.243000000000002	MYLK4|340156	34.815
MYLK|4638	1647.1268	MYLK|4638	6071.7967
MYNN|55892	557.5352	MYNN|55892	480.8828
MYO10|4651	1748.2473	MYO10|4651	1041.9646
MYO15A|51168	31.646	MYO15A|51168	9.0146
MYO15B|80022	359.6835	MYO15B|80022	691.0165
removed	removed	MYO16|23026	116.8791
MYO18A|399687	856.3813	MYO18A|399687	1650.5782
MYO18B|84700	17.2381	removed	removed
MYO19|80179	617.6703	MYO19|80179	252.8287
MYO1B|4430	1284.3635	MYO1B|4430	1692.2599
MYO1C|4641	5664.6298	MYO1C|4641	20150.4507
MYO1D|4642	2180.9995	MYO1D|4642	1657.7557
MYO1E|4643	538.4962	MYO1E|4643	1219.77
MYO1F|4542	237.988	MYO1F|4542	330.7429
MYO1G|64005	52.7433	MYO1G|64005	64.3457
removed	removed	MYO1H|283446	8.7038
MYO3A|53904	5.9175	removed	removed
MYO3B|140469	92.8797	MYO3B|140469	10.5689
MYO5A|4644	1186.3382	MYO5A|4644	1427.7277
MYO5B|4645	2511.8672	MYO5B|4645	522.8474
MYO5C|55930	3250.6104	MYO5C|55930	1232.8474
MYO6|4646	6330.2245	MYO6|4646	2036.6801
MYO7A|4647	39.6218	MYO7A|4647	336.3382
MYO7B|4648	5.9175	MYO7B|4648	23.0028
MYO9A|4649	518.9426	MYO9A|4649	919.4902
MYO9B|4650	1408.8892	MYO9B|4650	1560.7709
MYOCD|93649	24.1847	MYOCD|93649	41.032
removed	removed	MYOC|4653	858.253
MYOF|26509	7746.5749	MYOF|26509	8697.5443
MYOM1|8736	49.1413	MYOM1|8736	1571.3398
MYOM2|9172	8.2331	MYOM2|9172	18.9618
MYOM3|127294	17.4953	MYOM3|127294	42.5863
removed	removed	MYOZ1|58529	12.7448
MYOZ3|91977	10.2914	MYOZ3|91977	21.1377
MYPOP|339344	170.065	MYPOP|339344	100.715
MYRIP|25924	98.2826	MYRIP|25924	235.6233
MYSM1|114803	277.6098	MYSM1|114803	189.9285
MYST1|84148	575.0306	MYST1|84148	502.9531
MYST2|11143	1668.2318	MYST2|11143	1072.7386
MYST3|7994	1953.5602	MYST3|7994	2135.53
MYST4|23522	2068.3089999999997	MYST4|23522	1256.4501
MZF1|7593	308.5894	MZF1|7593	136.7578
N4BP1|9683	1627.5809	N4BP1|9683	1488.3432
N4BP2L1|90634	233.3569	N4BP2L1|90634	569.1638
N4BP2L2|10443	1257.8633	N4BP2L2|10443	1514.7653
N4BP2|55728	313.8869	N4BP2|55728	224.4327
N4BP3|23138	271.6923	N4BP3|23138	152.005
N6AMT1|29104	550.0740000000001	N6AMT1|29104	305.875
N6AMT2|221143	166.7203	N6AMT2|221143	203.295
NAA10|8260	621.3417	NAA10|8260	686.6646
NAA15|80155	1123.8181	NAA15|80155	906.4346
NAA16|79612	252.396	NAA16|79612	275.101
NAA20|51126	1216.1832	NAA20|51126	800.7460000000001
NAA25|80018	683.3473	NAA25|80018	571.3398
NAA30|122830	729.6585	NAA30|122830	751.9428
NAA35|60560	776.7415	NAA35|60560	433.6338
NAA38|51691	513.7969	NAA38|51691	329.4995
NAA40|79829	638.3225	NAA40|79829	298.7255
NAA50|80218	3162.7967	NAA50|80218	2893.0681
NAAA|27163	703.93	NAAA|27163	505.7507
NAALAD2|10003	5.9175	NAALAD2|10003	118.7442
NAALADL1|10004	19.8109	NAALADL1|10004	99.7824
NAALADL2|254827	139.7054	NAALADL2|254827	345.9745
NAB1|4664	1154.4349	NAB1|4664	1816.9102
NAB2|4665	274.7797	NAB2|4665	410.9419
NACA2|342538	30.6168	NACA2|342538	36.991
NACAD|23148	25.2139	NACAD|23148	116.5682
NACAP1|83955	93.3942	NACAP1|83955	124.9611
NACA|4666	11826.8476	NACA|4666	13980.7274
NACC1|112939	1497.395	NACC1|112939	644.0783
NACC2|138151	22.8983	NACC2|138151	68.0758
NADK|65220	882.2281	NADK|65220	1844.5757
NADSYN1|55191	800.9262	NADSYN1|55191	655.5797
NAE1|8883	867.5629	NAE1|8883	741.9956
NAF1|92345	215.6043	NAF1|92345	197.078
NAGA|4668	870.1357	NAGA|4668	786.7578
NAGK|55577	971.763	NAGK|55577	929.7482
NAGLU|4669	572.9723	NAGLU|4669	855.1445
NAGPA|51172	191.9341	NAGPA|51172	248.9929
NAGS|162417	44.7675	NAGS|162417	20.8269
NAIF1|203245	201.7109	NAIF1|203245	165.3715
NAIP|4671	166.9776	NAIP|4671	68.3867
NALCN|259232	62.7774	NALCN|259232	33.8825
NAMPT|10135	1230.0765	NAMPT|10135	1865.4025
NANOS1|340719	231.5559	NANOS1|340719	296.8604
NANP|140838	218.4344	NANP|140838	200.8082
NANS|54187	1854.763	NANS|54187	567.9204
NAP1L1|4673	5802.5343	NAP1L1|4673	8728.0075
NAP1L2|4674	35.7625	NAP1L2|4674	94.8088
NAP1L3|4675	59.4327	NAP1L3|4675	83.3074
NAP1L4|4676	2429.279	NAP1L4|4676	2067.1433
NAP1L5|266812	100.5982	NAP1L5|266812	192.4153
NAPA|8775	4779.744000000001	NAPA|8775	2209.1763
NAPB|63908	260.8863	NAPB|63908	254.585
NAPEPLD|222236	609.1336	NAPEPLD|222236	508.0012
NAPG|8774	1195.8577	NAPG|8774	666.1486
NAPRT1|93100	410.1113	NAPRT1|93100	377.6811
NAPSB|256236	111.1468	NAPSB|256236	78.9555
NARFL|64428	362.2564	NARFL|64428	265.7756
NARF|26502	403.1646	NARF|26502	613.9259999999999
NARG2|79664	1475.7831	NARG2|79664	1273.5468
NARS2|79731	372.5478	NARS2|79731	302.1449
NARS|4677	4764.6491	NARS|4677	3145.4772
NASP|4678	1821.8306	NASP|4678	1552.0671
NAT10|55226	1401.4279	NAT10|55226	938.1411
NAT14|57106	90.0495	NAT14|57106	64.0348
NAT15|79903	1104.7791	NAT15|79903	804.4762
NAT1|9	15707.725	NAT1|9	1019.2726
NAT6|24142	160.3242	NAT6|24142	125.5828
NAT8L|339983	6.4321	NAT8L|339983	874.1063
NAT9|26151	262.1728	NAT9|26151	333.8514
NAV1|89796	1293.6258	NAV1|89796	2827.4790000000003
NAV2|89797	490.9449	NAV2|89797	1173.5499
NAV3|89795	176.7544	NAV3|89795	501.088
NBAS|51594	1546.5363	NBAS|51594	1771.8371
NBEAL1|65065	312.6005	NBEAL1|65065	521.9148
NBEAL2|23218	1131.5366	NBEAL2|23218	728.94
NBEA|26960	254.9688	NBEA|26960	288.4675
NBL1|4681	1009.8411	NBL1|4681	3851.1719
NBLA00301|79804	7.9758	NBLA00301|79804	42.8971
NBN|4683	2908.3424	NBN|4683	1796.3942
NBPF10|100132406	1532.54	NBPF10|100132406	1928.0821
NBPF14|25832	417.4619	NBPF14|25832	700.2083
NBPF15|284565	361.3122	NBPF15|284565	250.2362
NBPF16|728936	96.7389	NBPF16|728936	64.9674
NBPF1|55672	924.1654	NBPF1|55672	1012.4339
NBPF22P|285622	14.6652	removed	removed
NBPF3|84224	424.7765	NBPF3|84224	458.5017
NBPF4|148545	286.3575	NBPF4|148545	13.9882
NBPF6|653149	56.3453	removed	removed
NBPF7|343505	5.1457	removed	removed
NBPF9|400818	731.2047	NBPF9|400818	295.0513
NBR1|4077	4417.8298	NBR1|4077	4591.8558
NBR2|10230	81.3019	NBR2|10230	53.466
NCALD|83988	974.0786	NCALD|83988	1301.5232
NCAM1|4684	38.3354	NCAM1|4684	388.2437
NCAM2|4685	103.6856	NCAM2|4685	59.9938
NCAPD2|9918	1306.7473	NCAPD2|9918	832.7634
NCAPD3|23310	807.3583	NCAPD3|23310	481.1937
NCAPG2|54892	644.7546	NCAPG2|54892	331.9863
NCAPG|64151	236.946	NCAPG|64151	44.8492
NCAPH2|29781	280.9545	NCAPH2|29781	494.2493
NCAPH|23397	196.5653	NCAPH|23397	42.8971
NCBP1|4686	1311.6923	NCBP1|4686	884.9860000000001
NCBP2|22916	1997.8131	NCBP2|22916	1612.6826
NCCRP1|342897	35.5052	NCCRP1|342897	60.6155
NCDN|23154	620.8169	NCDN|23154	268.5732
NCEH1|57552	721.6826	NCEH1|57552	493.0059
NCF1B|654816	16.7235	NCF1B|654816	52.2226
NCF1C|654817	18.0099	NCF1C|654817	31.0849
NCF1|653361	74.3552	NCF1|653361	48.4924
NCF2|4688	139.4481	NCF2|4688	554.2431
NCF4|4689	104.2002	NCF4|4689	218.8374
NCK1|4690	555.9915	NCK1|4690	934.4109
NCK2|8440	354.0233	NCK2|8440	772.148
NCKAP1L|3071	367.1448	NCKAP1L|3071	656.2014
NCKAP1|10787	5028.3656	NCKAP1|10787	5569.7855
NCKAP5L|57701	319.2899	NCKAP5L|57701	743.5499
NCKAP5|344148	397.7616	NCKAP5|344148	122.1635
NCKIPSD|51517	545.9574	NCKIPSD|51517	483.0588
NCLN|56926	726.0565	NCLN|56926	673.6089999999999
NCL|4691	9685.2126	NCL|4691	10584.0846
NCOA1|8648	2712.5490000000004	NCOA1|8648	2425.8626
NCOA2|10499	1018.8461	NCOA2|10499	890.2704
NCOA3|8202	1113.7839999999999	NCOA3|8202	1422.7541
NCOA4|8031	6054.1584	NCOA4|8031	8334.784
NCOA5|57727	1496.1086	NCOA5|57727	870.0653
NCOA6|23054	1944.8125	NCOA6|23054	1529.3752
NCOA7|135112	266.032	NCOA7|135112	1773.0805
NCOR1|9611	4077.9572	NCOR1|9611	2834.0068
NCOR2|9612	2179.1986	NCOR2|9612	2281.3179999999998
removed	removed	NCR3|259197	6.2170000000000005
NCRNA00081|92482	180.0553	NCRNA00081|92482	212.1946
NCRNA00085|147650	38.3354	NCRNA00085|147650	65.5828
NCRNA00086|399668	11.3205	NCRNA00086|399668	89.8353
removed	removed	NCRNA00087|644596	45.073
removed	removed	NCRNA00092|100188953	13.6773
NCRNA00093|100188954	13.3556	NCRNA00093|100188954	5.3342
NCRNA00094|266655	817.6523	NCRNA00094|266655	662.5645
NCRNA00095|283932	162.3464	NCRNA00095|283932	50.9792
NCRNA00105|80161	21.1256	NCRNA00105|80161	55.6699
NCRNA00107|283981	23.4129	NCRNA00107|283981	11.1906
removed	removed	NCRNA00110|642976	5.5953
NCRNA00115|79854	16.2089	NCRNA00115|79854	14.6099
NCRNA00116|205251	104.4575	NCRNA00116|205251	95.4305
NCRNA00120|55389	16.4662	NCRNA00120|55389	35.7476
NCRNA00152|112597	203.5119	NCRNA00152|112597	137.0842
NCRNA00160|54064	19.2963	removed	removed
NCRNA00171|80862	43.2752	NCRNA00171|80862	31.9335
NCRNA00173|100287569	61.2337	NCRNA00173|100287569	11.8122
NCRNA00174|285908	349.6495	NCRNA00174|285908	117.8116
NCRNA00176|284739	25.9857	NCRNA00176|284739	6.8387
NCRNA00181|503538	193.3235	NCRNA00181|503538	71.8837
NCRNA00182|100302692	68.9522	NCRNA00182|100302692	59.0612
NCRNA00183|554203	483.9519	NCRNA00183|554203	295.3062
NCRNA00188|125144	6588.5380000000005	NCRNA00188|125144	8434.5664
NCRNA00201|284702	1530.4818	NCRNA00201|284702	729.1110000000001
NCRNA00202|387644	22.8983	removed	removed
removed	removed	NCRNA00204B|286967	8.7038
NCRNA00219|114915	241.0754	NCRNA00219|114915	316.133
NCS1|23413	204.5411	NCS1|23413	279.7638
NCSTN|23385	6441.4691	NCSTN|23385	3992.6764
NDC80|10403	243.6483	NDC80|10403	21.7594
NDE1|54820	780.6239	NDE1|54820	367.0873
NDEL1|81565	710.8767	NDEL1|81565	1149.5182
NDFIP1|80762	4992.6031	NDFIP1|80762	5114.7031
NDFIP2|54602	505.5638	NDFIP2|54602	608.3307
NDNL2|56160	407.0239	NDNL2|56160	373.64
NDN|4692	147.6812	NDN|4692	1526.8884
NDOR1|27158	480.8645	NDOR1|27158	247.7463
NDP|4693	451.5341	NDP|4693	21.1377
NDRG1|10397	3074.2909	NDRG1|10397	9827.479
NDRG2|57447	838.4897	NDRG2|57447	6316.133000000001
