gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
LOC728264|728264	52.8818	LOC728264|728264	5227.0884
LOC728323|728323	19.4828	LOC728323|728323	123.6821
LOC728392|728392	102.5165	LOC728392|728392	112.3277
LOC728554|728554	417.952	LOC728554|728554	368.6131
LOC728606|728606	36.6462	LOC728606|728606	8.9213
LOC728613|728613	203.6414	LOC728613|728613	231.5491
LOC728640|728640	41.2849	LOC728640|728640	74.6148
LOC728643|728643	68.1897	LOC728643|728643	111.1111
LOC728723|728723	5.1026	LOC728723|728723	50.6894
LOC728743|728743	347.9068	LOC728743|728743	178.4266
LOC728758|728758	92.7751	LOC728758|728758	32.8467
LOC728819|728819	13.4524	LOC728819|728819	33.2522
LOC728855|728855	103.4443	LOC728855|728855	187.0762
LOC728875|728875	12.0608	LOC728875|728875	51.7721
LOC729020|729020	15.7718	LOC729020|729020	27.575
LOC729082|729082	397.4904	LOC729082|729082	529.2498
LOC729176|729176	27.8325	LOC729176|729176	37.7129
LOC729234|729234	35.7184	LOC729234|729234	143.1468
LOC729375|729375	70.5091	LOC729375|729375	110.2717
LOC729603|729603	6.0304	LOC729603|729603	21.0868
LOC729678|729678	576.6299	LOC729678|729678	461.2328
LOC729799|729799	7.8859	LOC729799|729799	42.9846
LOC729991-MEF2B|4207	62.818000000000005	LOC729991-MEF2B|4207	77.6602
LOC729991|729991	342.6325	LOC729991|729991	127.8224
LOC730101|730101	130.8129	LOC730101|730101	211.2733
LOC80054|80054	36.1823	LOC80054|80054	59.2052
LOC80154|80154	288.0668	LOC80154|80154	544.2011
LOC81691|81691	79.3227	LOC81691|81691	140.3082
lowly_expressed	lowly_expressed	LOC84740|84740	13.4266
LOC84856|84856	10.2053	LOC84856|84856	153.2847
LOC84989|84989	5.1026	LOC84989|84989	7.7656
LOC90110|90110	259.7704	LOC90110|90110	309.4079
LOC90246|90246	51.0263	LOC90246|90246	6.4882
LOC90784|90784	434.1876	LOC90784|90784	315.8962
LOC90834|90834	5.1026	LOC90834|90834	34.4688
LOC91316|91316	57.8314	LOC91316|91316	602.425
LOC92249|92249	697.2051	LOC92249|92249	1079.4809
LOC92659|92659	171.63400000000001	LOC92659|92659	88.8078
LOC92973|92973	30.1519	LOC92973|92973	98.9457
lowly_expressed	lowly_expressed	LOC93432|93432	12.1655
LOC93622|93622	840.0789	LOC93622|93622	500.0
LOC96610|96610	7927.4498	LOC96610|96610	12596.0138
LOH12CR1|118426	103.4443	LOH12CR1|118426	86.3747
LOH12CR2|503693	48.7069	LOH12CR2|503693	44.2011
LOH3CR2A|29931	30.1519	LOH3CR2A|29931	53.9335
LONP1|9361	1403.2239	LONP1|9361	997.9724
LONP2|83752	1587.8465	LONP2|83752	2011.7599
LONRF1|91694	294.0972	LONRF1|91694	599.3512
LONRF2|164832	151.6873	LONRF2|164832	381.5896
lowly_expressed	lowly_expressed	LONRF3|79836	133.82
LOXL1|4016	3543.0825	LOXL1|4016	162.20600000000002
LOXL2|4017	3208.1039	LOXL2|4017	1164.5661
LOXL3|84695	36.8178	lowly_expressed	lowly_expressed
LOXL4|84171	72.8285	LOXL4|84171	390.1054
LOX|4015	2298.504	LOX|4015	105.0284
lowly_expressed	lowly_expressed	LPAL2|80350	10.1379
LPAR1|1902	350.2261	LPAR1|1902	563.6659
LPAR2|9170	425.374	LPAR2|9170	312.6521
lowly_expressed	lowly_expressed	LPAR3|23566	47.4453
LPAR4|2846	16.6995	LPAR4|2846	5.6772
LPAR5|57121	133.1323	LPAR5|57121	64.0714
LPAR6|10161	956.5117	LPAR6|10161	1927.4128
LPCAT1|79888	1938.0726	LPCAT1|79888	741.2814
LPCAT2|54947	444.8568	LPCAT2|54947	2201.541
LPCAT3|10162	1567.4359	LPCAT3|10162	1053.528
LPCAT4|254531	234.7211	LPCAT4|254531	333.7388
LPGAT1|9926	1744.1726	LPGAT1|9926	2000.8110000000001
LPHN1|22859	1499.2462	LPHN1|22859	876.7234
LPHN2|23266	831.7291	LPHN2|23266	2050.2839
LPHN3|23284	31.5435	LPHN3|23284	66.0989
LPIN1|23175	249.1012	LPIN1|23175	1600.5677
LPIN2|9663	703.2355	LPIN2|9663	859.6918
LPIN3|64900	228.3614	LPIN3|64900	893.3414
LPL|4023	398.0053	LPL|4023	565.6934
lowly_expressed	lowly_expressed	LPPR1|54886	205.5961
LPPR2|64748	1484.4022	LPPR2|64748	541.768
LPPR3|79948	105.2998	LPPR3|79948	25.1419
LPPR4|9890	125.2464	LPPR4|9890	119.6269
LPPR5|163404	12.0608	lowly_expressed	lowly_expressed
LPP|4026	394.7582	LPP|4026	1279.3998
LPXN|9404	407.2828	LPXN|9404	319.9513
LQK1|642946	43.6043	LQK1|642946	24.7364
LRAT|9227	21.8022	LRAT|9227	165.0446
LRBA|987	2696.0455	LRBA|987	2503.6496
LRCH1|23143	605.3578	LRCH1|23143	1165.8556
LRCH2|57631	57.5206	LRCH2|57631	90.8354
LRCH3|84859	175.345	LRCH3|84859	596.5126
LRCH4|4034	852.1396	LRCH4|4034	752.6358
LRDD|55367	199.0027	LRDD|55367	274.5337
LRFN1|57622	129.8852	LRFN1|57622	85.1582
LRFN2|57497	24.5854	lowly_expressed	lowly_expressed
LRFN3|79414	163.7481	LRFN3|79414	142.3358
LRFN4|78999	644.7872	LRFN4|78999	125.3041
LRFN5|145581	18.555	LRFN5|145581	83.5361
LRG1|116844	45.9237	LRG1|116844	58.3942
LRGUK|136332	26.9048	LRGUK|136332	7.2993
LRIG1|26018	2844.6620000000003	LRIG1|26018	6122.356
LRIG2|9860	158.1816	LRIG2|9860	577.0479
LRIG3|121227	332.5989	LRIG3|121227	2033.6577
LRIT3|345193	9.2775	LRIT3|345193	8.9213
LRMP|4033	78.395	LRMP|4033	110.7056
LRP10|26020	4689.3193	LRP10|26020	3726.2774
LRP11|84918	810.3676	LRP11|84918	579.4809
LRP12|29967	230.0823	LRP12|29967	442.8224
lowly_expressed	lowly_expressed	LRP1B|53353	19.4647
LRP1|4035	7467.4707	LRP1|4035	7200.3244
LRP2BP|55805	99.2694	LRP2BP|55805	83.1306
LRP2|4036	1986.3157	LRP2|4036	2698.2968
LRP3|4037	854.4219	LRP3|4037	526.3423
LRP4|4038	102.4794	lowly_expressed	lowly_expressed
LRP5L|91355	49.6347	LRP5L|91355	161.8005
LRP5|4041	923.5765	LRP5|4041	3502.8386
LRP6|4040	607.2133	LRP6|4040	2611.5166
LRP8|7804	75.6117	LRP8|7804	49.4728
LRPAP1|4043	2795.7787	LRPAP1|4043	1254.6634
LRPPRC|10128	2610.6923	LRPPRC|10128	4967.5588
lowly_expressed	lowly_expressed	LRRC10B|390205	35.2798
LRRC14|9684	528.7348	LRRC14|9684	620.8354
LRRC15|131578	8380.8419	lowly_expressed	lowly_expressed
LRRC16A|55604	395.2221	LRRC16A|55604	733.5766
LRRC17|10234	884.1469999999999	LRRC17|10234	112.3277
LRRC19|64922	5.1026	lowly_expressed	lowly_expressed
LRRC1|55227	971.3557	LRRC1|55227	1077.8589
LRRC20|55222	258.3788	LRRC20|55222	128.1427
LRRC23|10233	426.3018	LRRC23|10233	157.3398
LRRC24|441381	12.1443	LRRC24|441381	17.4453
LRRC25|126364	106.6914	LRRC25|126364	40.146
LRRC26|389816	168.3869	LRRC26|389816	28.3861
LRRC27|80313	312.6522	LRRC27|80313	291.8532
LRRC28|123355	138.6988	LRRC28|123355	184.5093
LRRC29|26231	89.52799999999999	LRRC29|26231	77.0479
LRRC2|79442	10.2053	LRRC2|79442	88.4023
LRRC31|79782	62.1593	lowly_expressed	lowly_expressed
LRRC32|2615	2011.365	LRRC32|2615	257.502
LRRC33|375387	117.8244	LRRC33|375387	83.5361
LRRC34|151827	24.5854	LRRC34|151827	83.5361
LRRC36|55282	7.422000000000001	lowly_expressed	lowly_expressed
LRRC37A2|474170	45.9237	LRRC37A2|474170	82.3195
LRRC37A3|374819	207.3524	LRRC37A3|374819	120.8435
LRRC37A4|55073	59.84	LRRC37A4|55073	658.1468
LRRC37A|9884	246.7819	LRRC37A|9884	357.2587
LRRC37B2|147172	355.3288	LRRC37B2|147172	684.9148
LRRC37B|114659	96.4861	LRRC37B|114659	351.5815
LRRC39|127495	9.2033	LRRC39|127495	8.8037
lowly_expressed	lowly_expressed	LRRC3B|116135	79.8865
LRRC3|81543	62.1593	LRRC3|81543	80.6975
LRRC40|55631	284.8197	LRRC40|55631	413.2198
LRRC41|10489	2133.3643	LRRC41|10489	2071.7762
LRRC42|115353	469.4422	LRRC42|115353	455.3933
lowly_expressed	lowly_expressed	LRRC43|254050	16.6261
LRRC45|201255	401.2525	LRRC45|201255	202.352
LRRC46|90506	212.9189	LRRC46|90506	12.1655
LRRC47|57470	1197.7269999999999	LRRC47|57470	1296.026
LRRC48|83450	36.6462	LRRC48|83450	109.0835
LRRC49|54839	115.0412	LRRC49|54839	169.5053
LRRC4B|94030	14.844000000000001	LRRC4B|94030	12.1655
LRRC4C|57689	34.3268	LRRC4C|57689	110.7056
LRRC4|64101	213.3828	LRRC4|64101	19.0592
LRRC50|123872	52.8818	LRRC50|123872	17.4371
LRRC55|219527	27.8325	LRRC55|219527	44.6067
LRRC56|115399	288.9945	LRRC56|115399	66.5045
LRRC57|255252	239.8237	LRRC57|255252	419.708
LRRC58|116064	1010.3212	LRRC58|116064	1943.2279
LRRC59|55379	4575.0109999999995	LRRC59|55379	1523.6821
LRRC61|65999	546.4456	LRRC61|65999	227.4939
lowly_expressed	lowly_expressed	LRRC66|339977	16.6261
LRRC6|23639	86.2809	LRRC6|23639	64.8824
LRRC70|100130733	94.3338	LRRC70|100130733	93.8564
LRRC8A|56262	1405.5433	LRRC8A|56262	1675.9935
LRRC8B|23507	414.241	LRRC8B|23507	622.06
LRRC8C|84230	497.7386	LRRC8C|84230	487.42900000000003
LRRC8D|55144	786.7332	LRRC8D|55144	1201.5410000000002
LRRC8E|80131	585.4111	LRRC8E|80131	373.0738
LRRCC1|85444	249.1012	LRRCC1|85444	459.043
LRRFIP1|9208	3586.2229	LRRFIP1|9208	2534.0633
LRRFIP2|9209	1182.4191	LRRFIP2|9209	825.2230000000001
LRRIQ1|84125	38.0378	LRRIQ1|84125	39.335
LRRIQ3|127255	16.6995	lowly_expressed	lowly_expressed
LRRK1|79705	207.8163	LRRK1|79705	593.2685
LRRK2|120892	69.1175	LRRK2|120892	147.2019
LRRN1|57633	196.2194	LRRN1|57633	1281.4274
LRRN2|10446	327.0324	LRRN2|10446	266.4234
LRRN3|54674	94.1668	LRRN3|54674	65.2879
LRRN4CL|221091	49.1708	LRRN4CL|221091	49.8783
LRRTM2|26045	12.9885	LRRTM2|26045	69.7486
LRSAM1|90678	745.4482	LRSAM1|90678	476.0746
LRTOMT|220074	355.2685	LRTOMT|220074	251.8978
LRWD1|222229	341.8764	LRWD1|222229	139.4972
LSAMP|4045	22.7299	LSAMP|4045	11.3544
LSG1|55341	861.8810000000001	LSG1|55341	1103.4063
LSM10|84967	569.1755	LSM10|84967	201.541
LSM11|134353	155.3984	LSM11|134353	357.2587
LSM12|124801	1810.9707	LSM12|124801	698.7024
LSM14A|26065	3164.0959999999995	LSM14A|26065	4187.3479
LSM14B|149986	1370.7526	LSM14B|149986	924.5742
LSM1|27257	805.7521	LSM1|27257	334.5499
LSM2|57819	921.2571	LSM2|57819	534.8743
LSM3|27258	829.4097	LSM3|27258	563.2603
LSM4|25804	2795.3149	LSM4|25804	675.5880000000001
LSM5|23658	803.8966	LSM5|23658	554.7445
LSM6|11157	205.9608	LSM6|11157	192.6196
LSM7|51690	774.6724	LSM7|51690	290.7543
LSMD1|84316	557.1147	LSMD1|84316	245.7421
LSP1|4046	2077.6992	LSP1|4046	510.1379
LSR|51599	2807.8395	LSR|51599	1173.1549
LSS|4047	1067.3779	LSS|4047	678.4266
LST1|7940	200.8582	LST1|7940	39.7405
LTA4H|4048	1214.4265	LTA4H|4048	2980.1298
LTA|4049	34.3268	lowly_expressed	lowly_expressed
LTB4R2|56413	27.9903	LTB4R2|56413	84.4931
LTB4R|1241	175.73	LTB4R|1241	258.1671
LTBP1|4052	667.9810000000001	LTBP1|4052	609.8946
LTBP2|4053	3801.9251	LTBP2|4053	11047.4453
LTBP3|4054	2251.8984	LTBP3|4054	2483.4712
LTBP4|8425	958.3672	LTBP4|8425	1493.1062
LTBR|4055	2657.0799	LTBR|4055	1412.0032
LTB|4050	290.3862	LTB|4050	15.0041
LTC4S|4056	25.8054	LTC4S|4056	20.4461
LTF|4057	770.0336	LTF|4057	8965.5312
lowly_expressed	lowly_expressed	LTK|4058	10.1379
LTV1|84946	402.6441	LTV1|84946	733.1711
LUC7L2|51631	1964.9449	LUC7L2|51631	3179.9797
LUC7L3|51747	3392.7867	LUC7L3|51747	3769.262
LUC7L|55692	586.8027	LUC7L|55692	866.5856
LUM|4060	46075.3798	LUM|4060	1648.4185
LUZP1|7798	797.8662	LUZP1|7798	1727.4939
LUZP2|338645	46.3876	LUZP2|338645	31.2247
LUZP6|767558	3462.8320000000003	LUZP6|767558	3637.8751
LXN|56925	434.6515	LXN|56925	231.9546
lowly_expressed	lowly_expressed	LY6D|8581	251.8248
LY6E|4061	10845.4134	LY6E|4061	3796.026
LY6G5B|58496	12.469000000000001	LY6G5B|58496	108.678
LY6G5C|80741	47.7792	LY6G5C|80741	26.764
LY6G6C|80740	51.9541	LY6G6C|80740	5.2717
LY6H|4062	23.6577	lowly_expressed	lowly_expressed
LY6K|54742	43.6043	LY6K|54742	146.3909
LY75|4065	278.7893	LY75|4065	3981.3504
LY86|9450	190.6529	LY86|9450	56.7721
LY96|23643	158.6455	LY96|23643	20.6813
LY9|4063	59.3761	LY9|4063	95.296
LYAR|55646	252.8122	LYAR|55646	315.8962
LYG1|129530	16.6995	LYG1|129530	19.8702
LYL1|4066	102.5165	LYL1|4066	34.4688
LYNX1|66004	50.5624	LYNX1|66004	480.9408
LYN|4067	744.5205	LYN|4067	802.1087
LYPD1|116372	49.4491	LYPD1|116372	14.6148
LYPD3|27076	426.3018	LYPD3|27076	367.3966
LYPD5|284348	93.23899999999999	LYPD5|284348	128.5483
LYPD6B|130576	328.8879	LYPD6B|130576	157.3398
LYPD6|130574	211.5273	LYPD6|130574	423.7632
LYPLA1|10434	1517.8012	LYPLA1|10434	1074.2092
LYPLA2P1|653639	69.1175	LYPLA2P1|653639	37.3074
LYPLA2|11313	1640.7283	LYPLA2|11313	730.738
LYPLAL1|127018	507.9439	LYPLAL1|127018	300.4866
LYRM1|57149	542.2707	LYRM1|57149	566.91
LYRM2|57226	663.2216	LYRM2|57226	1052.8386
LYRM4|57128	381.3058	LYRM4|57128	457.4209
LYRM5|144363	471.7616	LYRM5|144363	325.6285
LYRM7|90624	340.0209	LYRM7|90624	673.9659
LYSMD1|388695	224.9797	LYSMD1|388695	276.1557
LYSMD2|256586	172.0979	LYSMD2|256586	145.5799
LYSMD3|116068	552.4759	LYSMD3|116068	611.5166
LYSMD4|145748	117.0312	LYSMD4|145748	331.6302
LYST|1130	918.9377	LYST|1130	966.7478
LYVE1|10894	44.0682	LYVE1|10894	14.193
LYZ|4069	1592.0213	LYZ|4069	184.1038
LZIC|84328	427.2295	LZIC|84328	384.8337
LZTFL1|54585	450.4233	LZTFL1|54585	963.9092
LZTR1|8216	611.9680000000001	LZTR1|8216	766.4234
LZTS1|11178	542.7345	LZTS1|11178	1496.3504
LZTS2|84445	2388.4959	LZTS2|84445	1391.7275
M6PR|4074	2269.4376	M6PR|4074	2753.3658
MAB21L1|4081	44.5321	MAB21L1|4081	155.7178
MACC1|346389	376.2032	MACC1|346389	538.9294
MACF1|23499	5082.222	MACF1|23499	8132.1979
MACROD1|28992	377.5948	MACROD1|28992	209.2457
MACROD2|140733	81.6421	MACROD2|140733	266.8289
MAD1L1|8379	579.3807	MAD1L1|8379	294.8094
MAD2L1BP|9587	538.5597	MAD2L1BP|9587	244.9311
MAD2L1|4085	214.3106	MAD2L1|4085	167.0722
MAD2L2|10459	481.9668	MAD2L2|10459	253.8524
MADD|8567	1199.5825	MADD|8567	1549.8783
MAEA|10296	1117.9404	MAEA|10296	1047.0397
MAF1|84232	2346.7471	MAF1|84232	1658.9619
MAFB|9935	1999.3042	MAFB|9935	830.9002
MAFF|23764	292.7056	MAFF|23764	967.9643
MAFG|4097	203.6414	MAFG|4097	515.8151
MAFK|7975	538.5179	MAFK|7975	442.717
MAF|4094	829.4097	MAF|4094	918.086
lowly_expressed	lowly_expressed	MAGEB4|4115	12.571
MAGED1|9500	6752.6383	MAGED1|9500	3055.5556
MAGED2|10916	26933.5498	MAGED2|10916	5716.1395
MAGED4B|81557	266.093	MAGED4B|81557	567.9359
MAGED4|728239	124.0264	MAGED4|728239	138.0657
MAGEE1|57692	179.5199	MAGEE1|57692	333.7388
lowly_expressed	lowly_expressed	MAGEE2|139599	6.0827
MAGEF1|64110	2037.342	MAGEF1|64110	916.4639
MAGEH1|28986	616.0269	MAGEH1|28986	375.1014
MAGEL2|54551	73.2924	MAGEL2|54551	11.7599
MAGI1|9223	413.3132	MAGI1|9223	2102.1898
MAGI2|9863	156.3261	MAGI2|9863	352.7981
MAGI3|260425	505.6245	MAGI3|260425	910.7867
MAGIX|79917	119.6799	MAGIX|79917	30.4136
MAGOHB|55110	391.5111	MAGOHB|55110	259.1241
MAGOH|4116	796.9384	MAGOH|4116	363.3414
MAGT1|84061	2359.2717	MAGT1|84061	2626.5207
MAG|4099	44.0682	MAG|4099	39.335
MAK16|84549	499.9977	MAK16|84549	558.601
MAK|4117	11.133	MAK|4117	15.8151
MAL2|114569	2463.1799	MAL2|114569	2109.0835
MALAT1|378938	2468.0552	MALAT1|378938	5006.0908
MALL|7851	460.1647	MALL|7851	373.0738
MALT1|10892	351.1539	MALT1|10892	864.1525
MAL|4118	28.7603	lowly_expressed	lowly_expressed
MAMDC2|256691	141.3708	MAMDC2|256691	1443.4347
MAMDC4|158056	25.5132	MAMDC4|158056	69.7486
MAML1|9794	1320.3618	MAML1|9794	1923.9984
MAML2|84441	192.9723	MAML2|84441	3171.1273
MAML3|55534	386.4084	MAML3|55534	1225.8719
MAMLD1|10046	102.0526	MAMLD1|10046	189.3755
MAMSTR|284358	27.8325	MAMSTR|284358	20.2758
MAN1A1|4121	957.4394	MAN1A1|4121	625.7097
MAN1A2|10905	438.3625	MAN1A2|10905	866.18
MAN1B1|11253	2200.6262	MAN1B1|11253	1652.8792
MAN1C1|57134	211.0634	MAN1C1|57134	123.2766
MAN2A1|4124	311.7245	MAN2A1|4124	523.9254
MAN2A2|4122	561.2896	lowly_expressed	lowly_expressed
MAN2B1|4125	2207.5844	MAN2B1|4125	1134.631
MAN2B2|23324	2045.2279	MAN2B2|23324	1039.335
MAN2C1|4123	406.819	MAN2C1|4123	1262.3682
MANBAL|63905	1406.4711	MANBAL|63905	1069.3431
MANBA|4126	579.8446	MANBA|4126	903.4874
MANEAL|149175	449.0317	MANEAL|149175	367.3966
MANEA|79694	201.322	MANEA|79694	457.8264
MANF|7873	1447.2921	MANF|7873	546.6342
MANSC1|54682	557.1147	MANSC1|54682	819.1403
MAOA|4128	370.6367	MAOA|4128	555.9611
MAOB|4129	227.2991	MAOB|4129	1814.6796
MAP1A|4130	667.5171	MAP1A|4130	246.1476
MAP1B|4131	888.7858	MAP1B|4131	1630.5758
MAP1D|254042	22.7299	MAP1D|254042	112.7332
MAP1LC3A|84557	554.3314	MAP1LC3A|84557	179.6431
MAP1LC3B2|643246	238.4321	MAP1LC3B2|643246	202.7575
MAP1LC3B|81631	2726.1974	MAP1LC3B|81631	1896.5937
MAP1LC3C|440738	6.4943	lowly_expressed	lowly_expressed
MAP1S|55201	943.987	MAP1S|55201	607.867
MAP2K1|5604	840.3897	MAP2K1|5604	738.7348
MAP2K2|5605	2341.1806	MAP2K2|5605	1221.8167
MAP2K3|5606	700.4523	MAP2K3|5606	1168.2887
MAP2K4|6416	619.274	lowly_expressed	lowly_expressed
MAP2K5|5607	185.5503	MAP2K5|5607	518.2482
MAP2K6|5608	113.1857	MAP2K6|5608	589.6188
MAP2K7|5609	958.3672	MAP2K7|5609	1051.0949
MAP2|4133	128.9574	MAP2|4133	869.0187
MAP3K10|4294	281.5725	MAP3K10|4294	106.2449
MAP3K11|4296	1640.2644	MAP3K11|4296	1008.1103
MAP3K12|7786	159.7727	MAP3K12|7786	173.9943
MAP3K13|9175	15.9341	MAP3K13|9175	43.7956
MAP3K14|9020	310.7967	MAP3K14|9020	907.5426
lowly_expressed	lowly_expressed	MAP3K15|389840	16.4355
MAP3K1|4214	1355.9086	MAP3K1|4214	2892.5385
MAP3K2|10746	464.8034	MAP3K2|10746	801.2976
MAP3K3|4215	692.4365	MAP3K3|4215	1091.3179
MAP3K4|4216	405.4273	MAP3K4|4216	1255.88
MAP3K5|4217	209.2079	MAP3K5|4217	719.7891
MAP3K6|9064	619.274	MAP3K6|9064	804.5418
MAP3K7|6885	391.0472	MAP3K7|6885	1026.3585
MAP3K8|1326	65.8703	lowly_expressed	lowly_expressed
MAP3K9|4293	49.6347	MAP3K9|4293	110.7056
MAP4K1|11184	141.4821	MAP4K1|11184	78.2644
MAP4K2|5871	505.6245	MAP4K2|5871	254.2579
MAP4K3|8491	648.0343	MAP4K3|8491	1141.5247
MAP4K4|9448	3001.2757	MAP4K4|9448	2041.3625
MAP4K5|11183	951.8729	MAP4K5|11183	1589.2133
MAP4|4134	5447.755999999999	MAP4|4134	4802.5142
MAP6D1|79929	362.2869	MAP6D1|79929	78.2644
MAP6|4135	116.8967	MAP6|4135	120.0324
MAP7D1|55700	2147.2805	MAP7D1|55700	983.7794
lowly_expressed	lowly_expressed	MAP7D2|256714	18.6537
MAP7D3|79649	136.8433	MAP7D3|79649	217.356
MAP7|9053	907.8047	MAP7|9053	1166.6667
MAP9|79884	241.6792	MAP9|79884	704.7851
MAPK10|5602	7.8859	MAPK10|5602	62.4493
MAPK11|5600	344.6596	MAPK11|5600	151.6626
MAPK12|6300	128.5492	MAPK12|6300	108.8037
MAPK13|5603	984.8081	MAPK13|5603	634.2255
MAPK14|1432	1021.4543	MAPK14|1432	1446.8775
MAPK15|225689	53.3457	MAPK15|225689	63.2603
MAPK1IP1L|93487	1510.3792	MAPK1IP1L|93487	2323.601
MAPK1|5594	2054.9693	MAPK1|5594	3501.6221
MAPK3|5595	2269.1082	MAPK3|5595	1276.1557
MAPK4|5596	12.0608	MAPK4|5596	120.43799999999999
MAPK6|5597	1155.9782	MAPK6|5597	991.8897
MAPK7|5598	268.584	MAPK7|5598	358.9659
MAPK8IP1|9479	148.9041	MAPK8IP1|9479	339.4161
MAPK8IP2|23542	849.3564	MAPK8IP2|23542	138.6861
MAPK8IP3|23162	515.3659	MAPK8IP3|23162	1068.9376
MAPK8|5599	235.6488	MAPK8|5599	414.4363
MAPK9|5601	1766.4386	MAPK9|5601	1025.1419
MAPKAP1|79109	1933.8977	MAPKAP1|79109	1408.7591
MAPKAPK2|9261	12780.2389	MAPKAPK2|9261	1903.0819
MAPKAPK3|7867	902.2382	MAPKAPK3|7867	719.3836
MAPKAPK5|8550	450.3212	MAPKAPK5|8550	723.9578
MAPKBP1|23005	401.2525	MAPKBP1|23005	1180.4542
MAPKSP1|8649	1280.7608	MAPKSP1|8649	1236.4152
MAPRE1|22919	3359.3877	MAPRE1|22919	2331.7113
MAPRE2|10982	684.6805	MAPRE2|10982	858.4753
MAPRE3|22924	340.4848	MAPRE3|22924	319.1403
MAPT|4137	5395.8019	MAPT|4137	2239.6594
MARCH10|162333	5.8912	lowly_expressed	lowly_expressed
MARCH11|441061	17.6273	lowly_expressed	lowly_expressed
MARCH1|55016	77.9311	MARCH1|55016	64.4769
MARCH2|51257	970.8918	MARCH2|51257	266.8289
MARCH3|115123	155.3984	MARCH3|115123	35.2798
MARCH4|57574	13.9163	lowly_expressed	lowly_expressed
MARCH5|54708	1111.4461	MARCH5|54708	1446.0665
MARCH6|10299	1296.0687	MARCH6|10299	2688.5645
MARCH7|64844	1579.4967	MARCH7|64844	2745.7421
MARCH8|220972	98.3416	MARCH8|220972	573.3982
MARCH9|92979	414.241	MARCH9|92979	188.97
MARCKSL1|65108	13059.4921	MARCKSL1|65108	3531.6302
MARCKS|4082	5155.5143	MARCKS|4082	4348.3374
MARCO|8685	6.9581	MARCO|8685	9.7324
MARK1|4139	83.9615	MARK1|4139	221.0057
MARK2|2011	1438.4785	MARK2|2011	1896.1882
MARK3|4140	1188.4495	MARK3|4140	1274.9392
MARK4|57787	1099.3854	MARK4|57787	778.9943
MARS2|92935	145.657	MARS2|92935	298.0535
MARS|4141	1536.8712	MARS|4141	1118.3658
MARVELD1|83742	1667.7351	MARVELD1|83742	1668.0738
MARVELD2|153562	537.168	MARVELD2|153562	339.0105
MARVELD3|91862	514.466	MARVELD3|91862	280.9448
MASP1|5648	5.1026	MASP1|5648	9.3268
MASP2|10747	5.1026	MASP2|10747	91.2409
MAST1|22983	11.133	MAST1|22983	15.0041
MAST2|23139	1209.3239	MAST2|23139	1102.5953
MAST3|23031	243.0709	MAST3|23031	390.9165
MAST4|375449	470.3699	MAST4|375449	1273.7226
MASTL|84930	309.869	MASTL|84930	442.8224
lowly_expressed	lowly_expressed	MAT1A|4143	34.4688
MAT2A|4144	3197.9589	MAT2A|4144	4020.6813
MAT2B|27430	1380.9579	MAT2B|27430	2015.8151
MATK|4145	37.5739	MATK|4145	128.9538
MATN1|4146	5.5665	MATN1|4146	6.0503
MATN2|4147	488.4611	MATN2|4147	9754.6634
MATN3|4148	1723.7620000000002	MATN3|4148	75.0203
lowly_expressed	lowly_expressed	MATN4|8785	5.2717
MATR3|9782	5909.3123	MATR3|9782	9962.648000000001
MAVS|57506	1693.1462	MAVS|57506	2842.6602
MAX|4149	2819.4364	MAX|4149	1213.7064
MAZ|4150	7825.5364	MAZ|4150	2073.1346
MBD1|4152	872.0863	lowly_expressed	lowly_expressed
MBD2|8932	3430.3607	MBD2|8932	1107.4615
MBD3|53615	2033.631	MBD3|53615	876.3179
MBD4|8930	900.3827	MBD4|8930	833.7388
MBD5|55777	295.0249	MBD5|55777	449.3106
MBD6|114785	1592.0213	MBD6|114785	1707.2182
MBIP|51562	372.0283	MBIP|51562	557.9886
MBL1P|8512	6.9581	MBL1P|8512	9.7324
MBLAC1|255374	85.3531	MBLAC1|255374	30.0081
MBLAC2|153364	133.5962	MBLAC2|153364	572.5872
MBNL1|4154	2923.4512	MBNL1|4154	4075.7056
MBNL2|10150	1260.8141	MBNL2|10150	3564.0714
MBNL3|55796	17.1634	MBNL3|55796	121.6545
MBOAT1|154141	495.8831	MBOAT1|154141	547.8508
MBOAT2|129642	513.5104	MBOAT2|129642	379.1565
MBOAT7|79143	3390.4674	MBOAT7|79143	767.2344
MBP|4155	542.7345	MBP|4155	1367.8021
MBTD1|54799	437.4348	MBTD1|54799	1484.9959
MBTPS1|8720	3669.2566	MBTPS1|8720	4517.0316
MBTPS2|51360	494.4915	MBTPS2|51360	749.3917
MB|4151	254.2039	MB|4151	149.635
MC1R|4157	157.0358	MC1R|4157	28.8362
MCAM|4162	3146.4687	MCAM|4162	1687.3479
MCART1|92014	361.3592	MCART1|92014	105.0284
lowly_expressed	lowly_expressed	MCART2|147407	5.2717
MCART6|401612	22.266	MCART6|401612	23.1144
MCAT|27349	261.16200000000003	MCAT|27349	283.0495
MCCC1|56922	285.2835	MCCC1|56922	783.8605
MCCC2|64087	16463.8757	MCCC2|64087	2557.5831
MCCD1|401250	8.8136	lowly_expressed	lowly_expressed
MCC|4163	361.3592	MCC|4163	1841.8491
MCEE|84693	190.6529	MCEE|84693	160.5839
lowly_expressed	lowly_expressed	MCF2L2|23101	19.4647
